Event Day,Port,Fleet,Restriction
0,PAXM,MSC,true
0,PCFC,MSC,false
0,PCFG,MSC,true
0,PKVP,MSC,true
0,PPSH,MSC,true
0,QCFF,MSC,true
0,QHPB,MSC,true
0,QHPD,MSC,true
0,QHPF,MSC,true
0,QNPW,MSC,true
0,QTUP,MSC,true
0,RCYQ,MSC,true
0,RCYT,MSC,true
0,RELG,MSC,true
0,REPV,MSC,true
0,RGJW,MSC,true
0,RQNK,MSC,true
0,RRHU,MSC,true
0,RRRK,MSC,true
0,RUAM,MSC,true
0,RUAQ,MSC,true
0,RULV,MSC,true
0,SBEA,MSC,true
0,SBEQ,MSC,true
0,SEA1,MSC,true
0,SERU,MSC,true
0,SMXS,MSC,true
0,STRM,MSC,true
0,SVCN,MSC,true
0,SYZZ,MSC,true
0,TGWS,MSC,true
0,TKDW,MSC,true
0,TNVX,MSC,true
0,TNZY,MSC,true
0,TPPR,MSC,true
0,TPRW,MSC,true
0,TQKG,MSC,true
0,TRZP,MSC,true
0,TVJD,MSC,true
0,TVXA,MSC,true
0,TZL4,MSC,true
0,TZYR,MSC,true
0,UMXA,MSC,true
0,UNAP,MSC,true
0,UTAC,MSC,true
0,UTVT,MSC,true
0,UULA,MSC,true
0,UULB,MSC,true
0,UULX,MSC,true
0,UYQR,MSC,true
0,UZXJ,MSC,true
0,VFVN,MSC,true
0,VKNP,MSC,true
0,VPRF,MSC,true
0,VSNF,MSC,false
0,WMPT,MSC,true
0,WPAU,MSC,true
0,WPVT,MSC,true
0,WQZM,MSC,true
0,WTJG,MSC,true
0,WYKZ,MSC,true
0,XEXW,MSC,true
0,XRVJ,MSC,true
0,XUDT,MSC,true
0,XVMN,MSC,true
0,XVRV,MSC,false
0,XYNK,MSC,true
0,YRTK,MSC,true
0,ZBES,MSC,true
0,ZMJJ,MSC,true
0,ZNMC,MSC,true
0,ZSJC,MSC,true
0,00A1,ORG SURGE,true
0,00IO,ORG SURGE,true
0,00XT,ORG SURGE,true
0,AAPV,ORG SURGE,true
0,ABFL,ORG SURGE,true
0,ADKH,ORG SURGE,true
0,ADLS,ORG SURGE,true
0,AELU,ORG SURGE,true
0,AEQT,ORG SURGE,false
0,AJGX,ORG SURGE,true
0,ALRF,ORG SURGE,true
0,AMCQ,ORG SURGE,true
0,APFD,ORG SURGE,true
0,APGW,ORG SURGE,true
0,AVBU,ORG SURGE,true
0,AVYX,ORG SURGE,false
0,BBNQ,ORG SURGE,true
0,BBNV,ORG SURGE,true
0,BQWA,ORG SURGE,true
0,BSRL,ORG SURGE,true
0,CHCY,ORG SURGE,true
0,CWCP,ORG SURGE,false
0,CWGV,ORG SURGE,true
0,DKSD,ORG SURGE,true
0,DRUG,ORG SURGE,true
0,EDME,ORG SURGE,false
0,EGNN,ORG SURGE,false
0,ENCN,ORG SURGE,true
0,EZMU,ORG SURGE,true
0,FGDB,ORG SURGE,true
0,FGDD,ORG SURGE,true
0,FGTW,ORG SURGE,true
0,FMAZ,ORG SURGE,true
0,FNLD,ORG SURGE,true
0,FNSH,ORG SURGE,true
0,FQZF,ORG SURGE,true
0,GPEN,ORG SURGE,true
0,GWZP,ORG SURGE,true
0,HAGC,ORG SURGE,true
0,HMGB,ORG SURGE,true
0,HNTS,ORG SURGE,true
0,HUPR,ORG SURGE,true
0,JJRP,ORG SURGE,true
0,JSSN,ORG SURGE,true
0,JTVH,ORG SURGE,true
0,JWJY,ORG SURGE,true
0,JWTD,ORG SURGE,true
0,JXKM,ORG SURGE,true
0,JYPN,ORG SURGE,true
0,KZPH,ORG SURGE,true
0,KZTZ,ORG SURGE,true
0,LCMT,ORG SURGE,true
0,LKPE,ORG SURGE,false
0,LRNC,ORG SURGE,true
0,LSGM,ORG SURGE,true
0,LUTP,ORG SURGE,true
0,LWEV,ORG SURGE,true
0,LYAP,ORG SURGE,true
0,LYRV,ORG SURGE,false
0,LYTM,ORG SURGE,true
0,MKAG,ORG SURGE,true
0,MLDL,ORG SURGE,true
0,MMGH,ORG SURGE,true
0,MZJK,ORG SURGE,true
0,NBDY,ORG SURGE,true
0,NLFL,ORG SURGE,true
0,NNWH,ORG SURGE,true
0,NPTU,ORG SURGE,true
0,NSAN,ORG SURGE,true
0,PAXM,ORG SURGE,true
0,PCFC,ORG SURGE,false
0,PCFG,ORG SURGE,true
0,PKVP,ORG SURGE,true
0,PPSH,ORG SURGE,true
0,QCFF,ORG SURGE,true
0,QHPB,ORG SURGE,true
0,QHPD,ORG SURGE,true
0,QHPF,ORG SURGE,true
0,QNPW,ORG SURGE,true
0,QTUP,ORG SURGE,true
0,RCYQ,ORG SURGE,true
0,RCYT,ORG SURGE,true
0,RELG,ORG SURGE,true
