Seaport,Contains,Commodity Type
FGDB,true,AMPH-MARINES
FGDB,true,MARINES
FGDB,true,CS-ENGINEER
FGDB,true,CS-ARTILLERY
FGDB,true,CS-OTHER
FGDB,true,CSS-ENGINEER
FGDB,true,CSS-MEDICAL
FGDB,true,CSS-SIGNAL
FGDB,true,CSS-SUPPLY
FGDB,true,CSS-TRANSPOR
FGDB,true,CSS-OTHER
FGDB,true,NAVY-UE
FGDB,true,RESUPPLY
FGDB,true,AMMUNITION
FGDB,true,POL
FGDB,true,GEN-RESUPPLY
FGDB,true,GEN-AMMO
FGDB,true,GEN-POL
FGDD,true,AF-AIRCRAFT
FGDD,true,AF-SUPPORT
FGDD,true,AF-PREPO
FGDD,true,MARINE-PREPO
FGDD,true,ARMY-PREPO
FGDD,true,AIRBORNE
FGDD,true,ARMOR
FGDD,true,MECH-INFANTR
FGDD,true,AIRMOBILE
FGDD,true,CBAC
FGDD,true,INFANTRY
FGDD,true,ARMOR-CAV
FGDD,true,AMPH-MARINES
FGDD,true,MARINES
FGDD,true,CS-ENGINEER
FGDD,true,CS-ARTILLERY
FGDD,true,CS-OTHER
FGDD,true,CSS-ENGINEER
FGDD,true,CSS-MEDICAL
FGDD,true,CSS-SIGNAL
FGDD,true,CSS-SUPPLY
FGDD,true,CSS-TRANSPOR
FGDD,true,CSS-OTHER
FGDD,true,NAVY-UE
FGDD,true,RESUPPLY
FGDD,true,AMMUNITION
FGDD,true,POL
FGDD,true,GEN-RESUPPLY
FGDD,true,GEN-AMMO
FGDD,true,GEN-POL
FGTW,true,AF-AIRCRAFT
FGTW,true,AF-SUPPORT
FGTW,true,AF-PREPO
FGTW,true,MARINE-PREPO
FGTW,true,ARMY-PREPO
FGTW,true,AIRBORNE
FGTW,true,ARMOR
FGTW,true,MECH-INFANTR
FGTW,true,AIRMOBILE
FGTW,true,CBAC
FGTW,true,INFANTRY
FGTW,true,ARMOR-CAV
FGTW,true,AMPH-MARINES
FGTW,true,MARINES
FGTW,true,CS-ENGINEER
FGTW,true,CS-ARTILLERY
FGTW,true,CS-OTHER
FGTW,true,CSS-ENGINEER
FGTW,true,CSS-MEDICAL
FGTW,true,CSS-SIGNAL
FGTW,true,CSS-SUPPLY
FGTW,true,CSS-TRANSPOR
FGTW,true,CSS-OTHER
FGTW,true,NAVY-UE
FGTW,true,RESUPPLY
FGTW,true,AMMUNITION
FGTW,true,POL
FGTW,true,GEN-RESUPPLY
FGTW,true,GEN-AMMO
FGTW,true,GEN-POL
FMAZ,true,AF-AIRCRAFT
FMAZ,true,AF-SUPPORT
FMAZ,true,AF-PREPO
FMAZ,true,MARINE-PREPO
FMAZ,true,ARMY-PREPO
FMAZ,true,AIRBORNE
FMAZ,true,ARMOR
FMAZ,true,MECH-INFANTR
FMAZ,true,AIRMOBILE
FMAZ,true,CBAC
FMAZ,true,INFANTRY
FMAZ,true,ARMOR-CAV
FMAZ,true,AMPH-MARINES
FMAZ,true,MARINES
FMAZ,true,CS-ENGINEER
FMAZ,true,CS-ARTILLERY
FMAZ,true,CS-OTHER
FMAZ,true,CSS-ENGINEER
FMAZ,true,CSS-MEDICAL
FMAZ,true,CSS-SIGNAL
FMAZ,true,CSS-SUPPLY
FMAZ,true,CSS-TRANSPOR
FMAZ,true,CSS-OTHER
FMAZ,true,NAVY-UE
FMAZ,true,RESUPPLY
FMAZ,true,AMMUNITION
FMAZ,true,POL
FMAZ,true,GEN-RESUPPLY
FMAZ,true,GEN-AMMO
FMAZ,true,GEN-POL
FNLD,true,AF-AIRCRAFT
FNLD,true,AF-SUPPORT
FNLD,true,AF-PREPO
FNLD,true,MARINE-PREPO
FNLD,true,ARMY-PREPO
FNLD,true,AIRBORNE
FNLD,true,ARMOR
FNLD,true,MECH-INFANTR
FNLD,true,AIRMOBILE
FNLD,true,CBAC
FNLD,true,INFANTRY
FNLD,true,ARMOR-CAV
FNLD,true,AMPH-MARINES
FNLD,true,MARINES
FNLD,true,CS-ENGINEER
FNLD,true,CS-ARTILLERY
FNLD,true,CS-OTHER
FNLD,true,CSS-ENGINEER
FNLD,true,CSS-MEDICAL
FNLD,true,CSS-SIGNAL
FNLD,true,CSS-SUPPLY
FNLD,true,CSS-TRANSPOR
FNLD,true,CSS-OTHER
FNLD,true,NAVY-UE
FNLD,true,RESUPPLY
FNLD,true,AMMUNITION
FNLD,true,POL
FNLD,true,GEN-RESUPPLY
FNLD,true,GEN-AMMO
FNLD,true,GEN-POL
FNSH,true,AF-AIRCRAFT
FNSH,true,AF-SUPPORT
FNSH,true,AF-PREPO
FNSH,true,MARINE-PREPO
FNSH,true,ARMY-PREPO
FNSH,true,AIRBORNE
FNSH,true,ARMOR
FNSH,true,MECH-INFANTR
FNSH,true,AIRMOBILE
FNSH,true,CBAC
FNSH,true,INFANTRY
FNSH,true,ARMOR-CAV
FNSH,true,AMPH-MARINES
FNSH,true,MARINES
FNSH,true,CS-ENGINEER
FNSH,true,CS-ARTILLERY
FNSH,true,CS-OTHER
FNSH,true,CSS-ENGINEER
FNSH,true,CSS-MEDICAL
FNSH,true,CSS-SIGNAL
FNSH,true,CSS-SUPPLY
FNSH,true,CSS-TRANSPOR
FNSH,true,CSS-OTHER
FNSH,true,NAVY-UE
FNSH,true,RESUPPLY
FNSH,true,AMMUNITION
FNSH,true,POL
FNSH,true,GEN-RESUPPLY
FNSH,true,GEN-AMMO
FNSH,true,GEN-POL
FQZF,true,AF-AIRCRAFT
FQZF,true,AF-SUPPORT
FQZF,true,AF-PREPO
FQZF,true,MARINE-PREPO
FQZF,true,ARMY-PREPO
FQZF,true,AIRBORNE
FQZF,true,ARMOR
FQZF,true,MECH-INFANTR
FQZF,true,AIRMOBILE
FQZF,true,CBAC
FQZF,true,INFANTRY
FQZF,true,ARMOR-CAV
FQZF,true,AMPH-MARINES
FQZF,true,MARINES
FQZF,true,CS-ENGINEER
FQZF,true,CS-ARTILLERY
FQZF,true,CS-OTHER
FQZF,true,CSS-ENGINEER
FQZF,true,CSS-MEDICAL
FQZF,true,CSS-SIGNAL
FQZF,true,CSS-SUPPLY
FQZF,true,CSS-TRANSPOR
FQZF,true,CSS-OTHER
FQZF,true,NAVY-UE
FQZF,true,RESUPPLY
FQZF,true,AMMUNITION
FQZF,true,POL
FQZF,true,GEN-RESUPPLY
FQZF,true,GEN-AMMO
FQZF,true,GEN-POL
GPEN,true,AF-AIRCRAFT
GPEN,true,AF-SUPPORT
GPEN,true,AF-PREPO
GPEN,true,MARINE-PREPO
GPEN,true,ARMY-PREPO
GPEN,true,AIRBORNE
GPEN,true,ARMOR
GPEN,true,MECH-INFANTR
GPEN,true,AIRMOBILE
GPEN,true,CBAC
GPEN,true,INFANTRY
GPEN,true,ARMOR-CAV
GPEN,true,AMPH-MARINES
GPEN,true,MARINES
GPEN,true,CS-ENGINEER
GPEN,true,CS-ARTILLERY
GPEN,true,CS-OTHER
GPEN,true,CSS-ENGINEER
GPEN,true,CSS-MEDICAL
GPEN,true,CSS-SIGNAL
GPEN,true,CSS-SUPPLY
GPEN,true,CSS-TRANSPOR
GPEN,true,CSS-OTHER
GPEN,true,NAVY-UE
GPEN,true,RESUPPLY
GPEN,true,AMMUNITION
GPEN,true,POL
GPEN,true,GEN-RESUPPLY
GPEN,true,GEN-AMMO
GPEN,true,GEN-POL
GWZP,true,AF-AIRCRAFT
GWZP,true,AF-SUPPORT
GWZP,true,AF-PREPO
GWZP,true,MARINE-PREPO
GWZP,true,ARMY-PREPO
GWZP,true,AIRBORNE
GWZP,true,ARMOR
GWZP,true,MECH-INFANTR
GWZP,true,AIRMOBILE
GWZP,true,CBAC
GWZP,true,INFANTRY
GWZP,true,ARMOR-CAV
GWZP,true,AMPH-MARINES
GWZP,true,MARINES
GWZP,true,CS-ENGINEER
GWZP,true,CS-ARTILLERY
GWZP,true,CS-OTHER
GWZP,true,CSS-ENGINEER
GWZP,true,CSS-MEDICAL
GWZP,true,CSS-SIGNAL
GWZP,true,CSS-SUPPLY
GWZP,true,CSS-TRANSPOR
GWZP,true,CSS-OTHER
GWZP,true,NAVY-UE
GWZP,true,RESUPPLY
GWZP,true,AMMUNITION
GWZP,true,POL
GWZP,true,GEN-RESUPPLY
GWZP,true,GEN-AMMO
GWZP,true,GEN-POL
HAGC,true,AF-AIRCRAFT
HAGC,true,AF-SUPPORT
HAGC,true,AF-PREPO
HAGC,true,MARINE-PREPO
HAGC,true,ARMY-PREPO
HAGC,true,AIRBORNE
HAGC,true,ARMOR
HAGC,true,MECH-INFANTR
HAGC,true,AIRMOBILE
HAGC,true,CBAC
HAGC,true,INFANTRY
HAGC,true,ARMOR-CAV
HAGC,true,AMPH-MARINES
HAGC,true,MARINES
HAGC,true,CS-ENGINEER
HAGC,true,CS-ARTILLERY
HAGC,true,CS-OTHER
HAGC,true,CSS-ENGINEER
HAGC,true,CSS-MEDICAL
HAGC,true,CSS-SIGNAL
HAGC,true,CSS-SUPPLY
HAGC,true,CSS-TRANSPOR
HAGC,true,CSS-OTHER
HAGC,true,NAVY-UE
HAGC,true,RESUPPLY
HAGC,true,AMMUNITION
HAGC,true,POL
HAGC,true,GEN-RESUPPLY
HAGC,true,GEN-AMMO
HAGC,true,GEN-POL
HMGB,true,AF-AIRCRAFT
HMGB,true,AF-SUPPORT
HMGB,true,AF-PREPO
HMGB,true,MARINE-PREPO
HMGB,true,ARMY-PREPO
HMGB,true,AIRBORNE
HMGB,true,ARMOR
HMGB,true,MECH-INFANTR
HMGB,true,AIRMOBILE
HMGB,true,CBAC
HMGB,true,INFANTRY
HMGB,true,ARMOR-CAV
HMGB,true,AMPH-MARINES
HMGB,true,MARINES
HMGB,true,CS-ENGINEER
HMGB,true,CS-ARTILLERY
HMGB,true,CS-OTHER
HMGB,true,CSS-ENGINEER
HMGB,true,CSS-MEDICAL
HMGB,true,CSS-SIGNAL
HMGB,true,CSS-SUPPLY
HMGB,true,CSS-TRANSPOR
HMGB,true,CSS-OTHER
HMGB,true,NAVY-UE
HMGB,true,RESUPPLY
HMGB,true,AMMUNITION
HMGB,true,POL
HMGB,true,GEN-RESUPPLY
HMGB,true,GEN-AMMO
HMGB,true,GEN-POL
HNTS,true,AF-AIRCRAFT
HNTS,true,AF-SUPPORT
HNTS,true,AF-PREPO
HNTS,true,MARINE-PREPO
HNTS,true,ARMY-PREPO
HNTS,true,AIRBORNE
HNTS,true,ARMOR
HNTS,true,MECH-INFANTR
HNTS,true,AIRMOBILE
HNTS,true,CBAC
HNTS,true,INFANTRY
HNTS,true,ARMOR-CAV
HNTS,true,AMPH-MARINES
HNTS,true,MARINES
HNTS,true,CS-ENGINEER
HNTS,true,CS-ARTILLERY
HNTS,true,CS-OTHER
HNTS,true,CSS-ENGINEER
HNTS,true,CSS-MEDICAL
HNTS,true,CSS-SIGNAL
HNTS,true,CSS-SUPPLY
HNTS,true,CSS-TRANSPOR
HNTS,true,CSS-OTHER
HNTS,true,NAVY-UE
HNTS,true,RESUPPLY
HNTS,true,AMMUNITION
HNTS,true,POL
HNTS,true,GEN-RESUPPLY
HNTS,true,GEN-AMMO
HNTS,true,GEN-POL
HUPR,true,AF-AIRCRAFT
HUPR,true,AF-SUPPORT
HUPR,true,AF-PREPO
HUPR,true,MARINE-PREPO
HUPR,true,ARMY-PREPO
HUPR,true,AIRBORNE
HUPR,true,ARMOR
HUPR,true,MECH-INFANTR
HUPR,true,AIRMOBILE
HUPR,true,CBAC
HUPR,true,INFANTRY
HUPR,true,ARMOR-CAV
HUPR,true,AMPH-MARINES
HUPR,true,MARINES
HUPR,true,CS-ENGINEER
HUPR,true,CS-ARTILLERY
HUPR,true,CS-OTHER
HUPR,true,CSS-ENGINEER
HUPR,true,CSS-MEDICAL
HUPR,true,CSS-SIGNAL
HUPR,true,CSS-SUPPLY
HUPR,true,CSS-TRANSPOR
HUPR,true,CSS-OTHER
HUPR,true,NAVY-UE
HUPR,true,RESUPPLY
HUPR,true,AMMUNITION
HUPR,true,POL
HUPR,true,GEN-RESUPPLY
HUPR,true,GEN-AMMO
HUPR,true,GEN-POL
JJRP,true,AF-AIRCRAFT
JJRP,true,AF-SUPPORT
JJRP,true,AF-PREPO
JJRP,true,MARINE-PREPO
JJRP,true,ARMY-PREPO
JJRP,true,AIRBORNE
JJRP,true,ARMOR
JJRP,true,MECH-INFANTR
JJRP,true,AIRMOBILE
JJRP,true,CBAC
JJRP,true,INFANTRY
JJRP,true,ARMOR-CAV
JJRP,true,AMPH-MARINES
JJRP,true,MARINES
JJRP,true,CS-ENGINEER
JJRP,true,CS-ARTILLERY
JJRP,true,CS-OTHER
JJRP,true,CSS-ENGINEER
JJRP,true,CSS-MEDICAL
JJRP,true,CSS-SIGNAL
JJRP,true,CSS-SUPPLY
JJRP,true,CSS-TRANSPOR
JJRP,true,CSS-OTHER
JJRP,true,NAVY-UE
JJRP,true,RESUPPLY
JJRP,true,AMMUNITION
JJRP,true,POL
JJRP,true,GEN-RESUPPLY
JJRP,true,GEN-AMMO
JJRP,true,GEN-POL
JSSN,true,AF-AIRCRAFT
JSSN,true,AF-SUPPORT
JSSN,true,AF-PREPO
JSSN,true,MARINE-PREPO
JSSN,true,ARMY-PREPO
JSSN,true,AIRBORNE
JSSN,true,ARMOR
JSSN,true,MECH-INFANTR
JSSN,true,AIRMOBILE
JSSN,true,CBAC
JSSN,true,INFANTRY
JSSN,true,ARMOR-CAV
JSSN,true,AMPH-MARINES
JSSN,true,MARINES
JSSN,true,CS-ENGINEER
JSSN,true,CS-ARTILLERY
JSSN,true,CS-OTHER
JSSN,true,CSS-ENGINEER
JSSN,true,CSS-MEDICAL
JSSN,true,CSS-SIGNAL
JSSN,true,CSS-SUPPLY
JSSN,true,CSS-TRANSPOR
JSSN,true,CSS-OTHER
JSSN,true,NAVY-UE
JSSN,true,RESUPPLY
JSSN,true,AMMUNITION
JSSN,true,POL
JSSN,true,GEN-RESUPPLY
JSSN,true,GEN-AMMO
JSSN,true,GEN-POL
JTVH,true,AF-AIRCRAFT
JTVH,true,AF-SUPPORT
JTVH,true,AF-PREPO
JTVH,true,MARINE-PREPO
JTVH,true,ARMY-PREPO
JTVH,true,AIRBORNE
JTVH,true,ARMOR
JTVH,true,MECH-INFANTR
JTVH,true,AIRMOBILE
JTVH,true,CBAC
JTVH,true,INFANTRY
JTVH,true,ARMOR-CAV
JTVH,true,AMPH-MARINES
JTVH,true,MARINES
JTVH,true,CS-ENGINEER
JTVH,true,CS-ARTILLERY
JTVH,true,CS-OTHER
JTVH,true,CSS-ENGINEER
JTVH,true,CSS-MEDICAL
JTVH,true,CSS-SIGNAL
JTVH,true,CSS-SUPPLY
JTVH,true,CSS-TRANSPOR
JTVH,true,CSS-OTHER
JTVH,true,NAVY-UE
JTVH,true,RESUPPLY
JTVH,true,AMMUNITION
JTVH,true,POL
JTVH,true,GEN-RESUPPLY
JTVH,true,GEN-AMMO
JTVH,true,GEN-POL
JWJY,true,AF-AIRCRAFT
JWJY,true,AF-SUPPORT
JWJY,true,AF-PREPO
JWJY,true,MARINE-PREPO
JWJY,true,ARMY-PREPO
JWJY,true,AIRBORNE
JWJY,true,ARMOR
JWJY,true,MECH-INFANTR
JWJY,true,AIRMOBILE
JWJY,true,CBAC
JWJY,true,INFANTRY
JWJY,true,ARMOR-CAV
JWJY,true,AMPH-MARINES
JWJY,true,MARINES
JWJY,true,CS-ENGINEER
JWJY,true,CS-ARTILLERY
JWJY,true,CS-OTHER
JWJY,true,CSS-ENGINEER
JWJY,true,CSS-MEDICAL
JWJY,true,CSS-SIGNAL
JWJY,true,CSS-SUPPLY
JWJY,true,CSS-TRANSPOR
JWJY,true,CSS-OTHER
JWJY,true,NAVY-UE
JWJY,true,RESUPPLY
JWJY,true,AMMUNITION
JWJY,true,POL
JWJY,true,GEN-RESUPPLY
JWJY,true,GEN-AMMO
JWJY,true,GEN-POL
JWTD,true,AF-AIRCRAFT
JWTD,true,AF-SUPPORT
JWTD,true,AF-PREPO
JWTD,true,MARINE-PREPO
JWTD,true,ARMY-PREPO
JWTD,true,AIRBORNE
JWTD,true,ARMOR
JWTD,true,MECH-INFANTR
JWTD,true,AIRMOBILE
JWTD,true,CBAC
JWTD,true,INFANTRY
JWTD,true,ARMOR-CAV
JWTD,true,AMPH-MARINES
JWTD,true,MARINES
JWTD,true,CS-ENGINEER
JWTD,true,CS-ARTILLERY
JWTD,true,CS-OTHER
JWTD,true,CSS-ENGINEER
JWTD,true,CSS-MEDICAL
JWTD,true,CSS-SIGNAL
JWTD,true,CSS-SUPPLY
JWTD,true,CSS-TRANSPOR
JWTD,true,CSS-OTHER
JWTD,true,NAVY-UE
JWTD,true,RESUPPLY
JWTD,true,AMMUNITION
JWTD,true,POL
JWTD,true,GEN-RESUPPLY
JWTD,true,GEN-AMMO
JWTD,true,GEN-POL
JXKM,true,AF-AIRCRAFT
JXKM,true,AF-SUPPORT
JXKM,true,AF-PREPO
JXKM,true,MARINE-PREPO
JXKM,true,ARMY-PREPO
JXKM,true,AIRBORNE
JXKM,true,ARMOR
JXKM,true,MECH-INFANTR
JXKM,true,AIRMOBILE
JXKM,true,CBAC
JXKM,true,INFANTRY
JXKM,true,ARMOR-CAV
JXKM,true,AMPH-MARINES
JXKM,true,MARINES
JXKM,true,CS-ENGINEER
JXKM,true,CS-ARTILLERY
JXKM,true,CS-OTHER
JXKM,true,CSS-ENGINEER
JXKM,true,CSS-MEDICAL
JXKM,true,CSS-SIGNAL
JXKM,true,CSS-SUPPLY
JXKM,true,CSS-TRANSPOR
JXKM,true,CSS-OTHER
JXKM,true,NAVY-UE
JXKM,true,RESUPPLY
JXKM,true,AMMUNITION
JXKM,true,POL
JXKM,true,GEN-RESUPPLY
JXKM,true,GEN-AMMO
JXKM,true,GEN-POL
JYPN,true,AF-AIRCRAFT
JYPN,true,AF-SUPPORT
JYPN,true,AF-PREPO
JYPN,true,MARINE-PREPO
JYPN,true,ARMY-PREPO
JYPN,true,AIRBORNE
JYPN,true,ARMOR
JYPN,true,MECH-INFANTR
JYPN,true,AIRMOBILE
JYPN,true,CBAC
JYPN,true,INFANTRY
JYPN,true,ARMOR-CAV
JYPN,true,AMPH-MARINES
JYPN,true,MARINES
JYPN,true,CS-ENGINEER
JYPN,true,CS-ARTILLERY
JYPN,true,CS-OTHER
JYPN,true,CSS-ENGINEER
JYPN,true,CSS-MEDICAL
JYPN,true,CSS-SIGNAL
JYPN,true,CSS-SUPPLY
JYPN,true,CSS-TRANSPOR
JYPN,true,CSS-OTHER
JYPN,true,NAVY-UE
JYPN,true,RESUPPLY
JYPN,true,AMMUNITION
JYPN,true,POL
JYPN,true,GEN-RESUPPLY
JYPN,true,GEN-AMMO
JYPN,true,GEN-POL
KZPH,true,AF-AIRCRAFT
KZPH,true,AF-SUPPORT
KZPH,true,AF-PREPO
KZPH,true,MARINE-PREPO
KZPH,true,ARMY-PREPO
KZPH,true,AIRBORNE
KZPH,true,ARMOR
KZPH,true,MECH-INFANTR
KZPH,true,AIRMOBILE
KZPH,true,CBAC
KZPH,true,INFANTRY
KZPH,true,ARMOR-CAV
KZPH,true,AMPH-MARINES
KZPH,true,MARINES
KZPH,true,CS-ENGINEER
KZPH,true,CS-ARTILLERY
KZPH,true,CS-OTHER
KZPH,true,CSS-ENGINEER
KZPH,true,CSS-MEDICAL
KZPH,true,CSS-SIGNAL
KZPH,true,CSS-SUPPLY
KZPH,true,CSS-TRANSPOR
KZPH,true,CSS-OTHER
KZPH,true,NAVY-UE
KZPH,true,RESUPPLY
KZPH,true,AMMUNITION
KZPH,true,POL
KZPH,true,GEN-RESUPPLY
KZPH,true,GEN-AMMO
KZPH,true,GEN-POL
KZTZ,true,AF-AIRCRAFT
KZTZ,true,AF-SUPPORT
KZTZ,true,AF-PREPO
KZTZ,true,MARINE-PREPO
KZTZ,true,ARMY-PREPO
KZTZ,true,AIRBORNE
KZTZ,true,ARMOR
KZTZ,true,MECH-INFANTR
KZTZ,true,AIRMOBILE
KZTZ,true,CBAC
KZTZ,true,INFANTRY
KZTZ,true,ARMOR-CAV
KZTZ,true,AMPH-MARINES
KZTZ,true,MARINES
KZTZ,true,CS-ENGINEER
KZTZ,true,CS-ARTILLERY
KZTZ,true,CS-OTHER
KZTZ,true,CSS-ENGINEER
KZTZ,true,CSS-MEDICAL
KZTZ,true,CSS-SIGNAL
KZTZ,true,CSS-SUPPLY
KZTZ,true,CSS-TRANSPOR
KZTZ,true,CSS-OTHER
KZTZ,true,NAVY-UE
KZTZ,true,RESUPPLY
KZTZ,true,AMMUNITION
KZTZ,true,POL
KZTZ,true,GEN-RESUPPLY
KZTZ,true,GEN-AMMO
KZTZ,true,GEN-POL
LCMT,true,AF-AIRCRAFT
LCMT,true,AF-SUPPORT
LCMT,true,AF-PREPO
LCMT,true,MARINE-PREPO
LCMT,true,ARMY-PREPO
LCMT,true,AIRBORNE
LCMT,true,ARMOR
LCMT,true,MECH-INFANTR
LCMT,true,AIRMOBILE
LCMT,true,CBAC
LCMT,true,INFANTRY
LCMT,true,ARMOR-CAV
LCMT,true,AMPH-MARINES
LCMT,true,MARINES
LCMT,true,CS-ENGINEER
LCMT,true,CS-ARTILLERY
LCMT,true,CS-OTHER
LCMT,true,CSS-ENGINEER
LCMT,true,CSS-MEDICAL
LCMT,true,CSS-SIGNAL
LCMT,true,CSS-SUPPLY
LCMT,true,CSS-TRANSPOR
LCMT,true,CSS-OTHER
LCMT,true,NAVY-UE
LCMT,true,RESUPPLY
LCMT,true,AMMUNITION
LCMT,true,POL
LCMT,true,GEN-RESUPPLY
LCMT,true,GEN-AMMO
LCMT,true,GEN-POL
LKPE,true,AF-AIRCRAFT
LKPE,true,AF-SUPPORT
LKPE,true,AF-PREPO
LKPE,true,MARINE-PREPO
LKPE,true,ARMY-PREPO
LKPE,true,AIRBORNE
LKPE,true,ARMOR
LKPE,true,MECH-INFANTR
LKPE,true,AIRMOBILE
LKPE,true,CBAC
LKPE,true,INFANTRY
LKPE,true,ARMOR-CAV
LKPE,true,AMPH-MARINES
LKPE,true,MARINES
LKPE,true,CS-ENGINEER
LKPE,true,CS-ARTILLERY
LKPE,true,CS-OTHER
LKPE,true,CSS-ENGINEER
LKPE,true,CSS-MEDICAL
LKPE,true,CSS-SIGNAL
LKPE,true,CSS-SUPPLY
LKPE,true,CSS-TRANSPOR
LKPE,true,CSS-OTHER
LKPE,true,NAVY-UE
LKPE,true,RESUPPLY
LKPE,true,AMMUNITION
LKPE,true,POL
LKPE,true,GEN-RESUPPLY
LKPE,true,GEN-AMMO
LKPE,true,GEN-POL
LRNC,true,AF-AIRCRAFT
LRNC,true,AF-SUPPORT
LRNC,true,AF-PREPO
LRNC,true,MARINE-PREPO
LRNC,true,ARMY-PREPO
LRNC,true,AIRBORNE
LRNC,true,ARMOR
LRNC,true,MECH-INFANTR
LRNC,true,AIRMOBILE
LRNC,true,CBAC
LRNC,true,INFANTRY
LRNC,true,ARMOR-CAV
LRNC,true,AMPH-MARINES
LRNC,true,MARINES
LRNC,true,CS-ENGINEER
LRNC,true,CS-ARTILLERY
LRNC,true,CS-OTHER
LRNC,true,CSS-ENGINEER
LRNC,true,CSS-MEDICAL
LRNC,true,CSS-SIGNAL
LRNC,true,CSS-SUPPLY
LRNC,true,CSS-TRANSPOR
LRNC,true,CSS-OTHER
LRNC,true,NAVY-UE
LRNC,true,RESUPPLY
LRNC,true,AMMUNITION
LRNC,true,POL
LRNC,true,GEN-RESUPPLY
LRNC,true,GEN-AMMO
LRNC,true,GEN-POL
LSGM,true,AF-AIRCRAFT
LSGM,true,AF-SUPPORT
LSGM,true,AF-PREPO
LSGM,true,MARINE-PREPO
LSGM,true,ARMY-PREPO
LSGM,true,AIRBORNE
LSGM,true,ARMOR
LSGM,true,MECH-INFANTR
LSGM,true,AIRMOBILE
LSGM,true,CBAC
LSGM,true,INFANTRY
LSGM,true,ARMOR-CAV
LSGM,true,AMPH-MARINES
LSGM,true,MARINES
LSGM,true,CS-ENGINEER
LSGM,true,CS-ARTILLERY
LSGM,true,CS-OTHER
LSGM,true,CSS-ENGINEER
LSGM,true,CSS-MEDICAL
LSGM,true,CSS-SIGNAL
LSGM,true,CSS-SUPPLY
LSGM,true,CSS-TRANSPOR
LSGM,true,CSS-OTHER
LSGM,true,NAVY-UE
LSGM,true,RESUPPLY
LSGM,true,AMMUNITION
LSGM,true,POL
LSGM,true,GEN-RESUPPLY
LSGM,true,GEN-AMMO
LSGM,true,GEN-POL
LUTP,true,AF-AIRCRAFT
LUTP,true,AF-SUPPORT
LUTP,true,AF-PREPO
LUTP,true,MARINE-PREPO
LUTP,true,ARMY-PREPO
LUTP,true,AIRBORNE
LUTP,true,ARMOR
LUTP,true,MECH-INFANTR
LUTP,true,AIRMOBILE
LUTP,true,CBAC
LUTP,true,INFANTRY
LUTP,true,ARMOR-CAV
LUTP,true,AMPH-MARINES
LUTP,true,MARINES
LUTP,true,CS-ENGINEER
LUTP,true,CS-ARTILLERY
LUTP,true,CS-OTHER
LUTP,true,CSS-ENGINEER
LUTP,true,CSS-MEDICAL
LUTP,true,CSS-SIGNAL
LUTP,true,CSS-SUPPLY
LUTP,true,CSS-TRANSPOR
LUTP,true,CSS-OTHER
LUTP,true,NAVY-UE
LUTP,true,RESUPPLY
LUTP,true,AMMUNITION
LUTP,true,POL
LUTP,true,GEN-RESUPPLY
LUTP,true,GEN-AMMO
LUTP,true,GEN-POL
LWEV,true,AF-AIRCRAFT
LWEV,true,AF-SUPPORT
LWEV,true,AF-PREPO
LWEV,true,MARINE-PREPO
LWEV,true,ARMY-PREPO
LWEV,true,AIRBORNE
LWEV,true,ARMOR
LWEV,true,MECH-INFANTR
LWEV,true,AIRMOBILE
LWEV,true,CBAC
LWEV,true,INFANTRY
LWEV,true,ARMOR-CAV
LWEV,true,AMPH-MARINES
LWEV,true,MARINES
LWEV,true,CS-ENGINEER
LWEV,true,CS-ARTILLERY
LWEV,true,CS-OTHER
LWEV,true,CSS-ENGINEER
LWEV,true,CSS-MEDICAL
LWEV,true,CSS-SIGNAL
LWEV,true,CSS-SUPPLY
LWEV,true,CSS-TRANSPOR
LWEV,true,CSS-OTHER
LWEV,true,NAVY-UE
LWEV,true,RESUPPLY
LWEV,true,AMMUNITION
LWEV,true,POL
LWEV,true,GEN-RESUPPLY
LWEV,true,GEN-AMMO
LWEV,true,GEN-POL
LYAP,true,AF-AIRCRAFT
LYAP,true,AF-SUPPORT
LYAP,true,AF-PREPO
LYAP,true,MARINE-PREPO
LYAP,true,ARMY-PREPO
LYAP,true,AIRBORNE
LYAP,true,ARMOR
LYAP,true,MECH-INFANTR
LYAP,true,AIRMOBILE
LYAP,true,CBAC
LYAP,true,INFANTRY
LYAP,true,ARMOR-CAV
LYAP,true,AMPH-MARINES
LYAP,true,MARINES
LYAP,true,CS-ENGINEER
LYAP,true,CS-ARTILLERY
LYAP,true,CS-OTHER
LYAP,true,CSS-ENGINEER
LYAP,true,CSS-MEDICAL
LYAP,true,CSS-SIGNAL
LYAP,true,CSS-SUPPLY
LYAP,true,CSS-TRANSPOR
LYAP,true,CSS-OTHER
LYAP,true,NAVY-UE
LYAP,true,RESUPPLY
LYAP,true,AMMUNITION
LYAP,true,POL
LYAP,true,GEN-RESUPPLY
LYAP,true,GEN-AMMO
LYAP,true,GEN-POL
LYRV,true,AF-AIRCRAFT
LYRV,true,AF-SUPPORT
LYRV,true,AF-PREPO
LYRV,true,MARINE-PREPO
LYRV,true,ARMY-PREPO
LYRV,true,AIRBORNE
LYRV,true,ARMOR
LYRV,true,MECH-INFANTR
LYRV,true,AIRMOBILE
LYRV,true,CBAC
LYRV,true,INFANTRY
LYRV,true,ARMOR-CAV
LYRV,true,AMPH-MARINES
LYRV,true,MARINES
