Seaport,Contains,Commodity Type
LYRV,true,CS-ENGINEER
LYRV,true,CS-ARTILLERY
LYRV,true,CS-OTHER
LYRV,true,CSS-ENGINEER
LYRV,true,CSS-MEDICAL
LYRV,true,CSS-SIGNAL
LYRV,true,CSS-SUPPLY
LYRV,true,CSS-TRANSPOR
LYRV,true,CSS-OTHER
LYRV,true,NAVY-UE
LYRV,true,RESUPPLY
LYRV,true,AMMUNITION
LYRV,true,POL
LYRV,true,GEN-RESUPPLY
LYRV,true,GEN-AMMO
LYRV,true,GEN-POL
LYTM,true,AF-AIRCRAFT
LYTM,true,AF-SUPPORT
LYTM,true,AF-PREPO
LYTM,true,MARINE-PREPO
LYTM,true,ARMY-PREPO
LYTM,true,AIRBORNE
LYTM,true,ARMOR
LYTM,true,MECH-INFANTR
LYTM,true,AIRMOBILE
LYTM,true,CBAC
LYTM,true,INFANTRY
LYTM,true,ARMOR-CAV
LYTM,true,AMPH-MARINES
LYTM,true,MARINES
LYTM,true,CS-ENGINEER
LYTM,true,CS-ARTILLERY
LYTM,true,CS-OTHER
LYTM,true,CSS-ENGINEER
LYTM,true,CSS-MEDICAL
LYTM,true,CSS-SIGNAL
LYTM,true,CSS-SUPPLY
LYTM,true,CSS-TRANSPOR
LYTM,true,CSS-OTHER
LYTM,true,NAVY-UE
LYTM,true,RESUPPLY
LYTM,true,AMMUNITION
LYTM,true,POL
LYTM,true,GEN-RESUPPLY
LYTM,true,GEN-AMMO
LYTM,true,GEN-POL
MKAG,true,AF-AIRCRAFT
MKAG,true,AF-SUPPORT
MKAG,true,AF-PREPO
MKAG,true,MARINE-PREPO
MKAG,true,ARMY-PREPO
MKAG,true,AIRBORNE
MKAG,true,ARMOR
MKAG,true,MECH-INFANTR
MKAG,true,AIRMOBILE
MKAG,true,CBAC
MKAG,true,INFANTRY
MKAG,true,ARMOR-CAV
MKAG,true,AMPH-MARINES
MKAG,true,MARINES
MKAG,true,CS-ENGINEER
MKAG,true,CS-ARTILLERY
MKAG,true,CS-OTHER
MKAG,true,CSS-ENGINEER
MKAG,true,CSS-MEDICAL
MKAG,true,CSS-SIGNAL
MKAG,true,CSS-SUPPLY
MKAG,true,CSS-TRANSPOR
MKAG,true,CSS-OTHER
MKAG,true,NAVY-UE
MKAG,true,RESUPPLY
MKAG,true,AMMUNITION
MKAG,true,POL
MKAG,true,GEN-RESUPPLY
MKAG,true,GEN-AMMO
MKAG,true,GEN-POL
MLDL,true,AF-AIRCRAFT
MLDL,true,AF-SUPPORT
MLDL,true,AF-PREPO
MLDL,true,MARINE-PREPO
MLDL,true,ARMY-PREPO
MLDL,true,AIRBORNE
MLDL,true,ARMOR
MLDL,true,MECH-INFANTR
MLDL,true,AIRMOBILE
MLDL,true,CBAC
MLDL,true,INFANTRY
MLDL,true,ARMOR-CAV
MLDL,true,AMPH-MARINES
MLDL,true,MARINES
MLDL,true,CS-ENGINEER
MLDL,true,CS-ARTILLERY
MLDL,true,CS-OTHER
MLDL,true,CSS-ENGINEER
MLDL,true,CSS-MEDICAL
MLDL,true,CSS-SIGNAL
MLDL,true,CSS-SUPPLY
MLDL,true,CSS-TRANSPOR
MLDL,true,CSS-OTHER
MLDL,true,NAVY-UE
MLDL,true,RESUPPLY
MLDL,true,AMMUNITION
MLDL,true,POL
MLDL,true,GEN-RESUPPLY
MLDL,true,GEN-AMMO
MLDL,true,GEN-POL
MMGH,true,AF-AIRCRAFT
MMGH,true,AF-SUPPORT
MMGH,true,AF-PREPO
MMGH,true,MARINE-PREPO
MMGH,true,ARMY-PREPO
MMGH,true,AIRBORNE
MMGH,true,ARMOR
MMGH,true,MECH-INFANTR
MMGH,true,AIRMOBILE
MMGH,true,CBAC
MMGH,true,INFANTRY
MMGH,true,ARMOR-CAV
MMGH,true,AMPH-MARINES
MMGH,true,MARINES
MMGH,true,CS-ENGINEER
MMGH,true,CS-ARTILLERY
MMGH,true,CS-OTHER
MMGH,true,CSS-ENGINEER
MMGH,true,CSS-MEDICAL
MMGH,true,CSS-SIGNAL
MMGH,true,CSS-SUPPLY
MMGH,true,CSS-TRANSPOR
MMGH,true,CSS-OTHER
MMGH,true,NAVY-UE
MMGH,true,RESUPPLY
MMGH,true,AMMUNITION
MMGH,true,POL
MMGH,true,GEN-RESUPPLY
MMGH,true,GEN-AMMO
MMGH,true,GEN-POL
MZJK,true,AF-AIRCRAFT
MZJK,true,AF-SUPPORT
MZJK,true,AF-PREPO
MZJK,true,MARINE-PREPO
MZJK,true,ARMY-PREPO
MZJK,true,AIRBORNE
MZJK,true,ARMOR
MZJK,true,MECH-INFANTR
MZJK,true,AIRMOBILE
MZJK,true,CBAC
MZJK,true,INFANTRY
MZJK,true,ARMOR-CAV
MZJK,true,AMPH-MARINES
MZJK,true,MARINES
MZJK,true,CS-ENGINEER
MZJK,true,CS-ARTILLERY
MZJK,true,CS-OTHER
MZJK,true,CSS-ENGINEER
MZJK,true,CSS-MEDICAL
MZJK,true,CSS-SIGNAL
MZJK,true,CSS-SUPPLY
MZJK,true,CSS-TRANSPOR
MZJK,true,CSS-OTHER
MZJK,true,NAVY-UE
MZJK,true,RESUPPLY
MZJK,true,AMMUNITION
MZJK,true,POL
MZJK,true,GEN-RESUPPLY
MZJK,true,GEN-AMMO
MZJK,true,GEN-POL
NBDY,true,AF-AIRCRAFT
NBDY,true,AF-SUPPORT
NBDY,true,AF-PREPO
NBDY,true,MARINE-PREPO
NBDY,true,ARMY-PREPO
NBDY,true,AIRBORNE
NBDY,true,ARMOR
NBDY,true,MECH-INFANTR
NBDY,true,AIRMOBILE
NBDY,true,CBAC
NBDY,true,INFANTRY
NBDY,true,ARMOR-CAV
NBDY,true,AMPH-MARINES
NBDY,true,MARINES
NBDY,true,CS-ENGINEER
NBDY,true,CS-ARTILLERY
NBDY,true,CS-OTHER
NBDY,true,CSS-ENGINEER
NBDY,true,CSS-MEDICAL
NBDY,true,CSS-SIGNAL
NBDY,true,CSS-SUPPLY
NBDY,true,CSS-TRANSPOR
NBDY,true,CSS-OTHER
NBDY,true,NAVY-UE
NBDY,true,RESUPPLY
NBDY,true,AMMUNITION
NBDY,true,POL
NBDY,true,GEN-RESUPPLY
NBDY,true,GEN-AMMO
NBDY,true,GEN-POL
NLFL,true,AF-AIRCRAFT
NLFL,true,AF-SUPPORT
NLFL,true,AF-PREPO
NLFL,true,MARINE-PREPO
NLFL,true,ARMY-PREPO
NLFL,true,AIRBORNE
NLFL,true,ARMOR
NLFL,true,MECH-INFANTR
NLFL,true,AIRMOBILE
NLFL,true,CBAC
NLFL,true,INFANTRY
NLFL,true,ARMOR-CAV
NLFL,true,AMPH-MARINES
NLFL,true,MARINES
NLFL,true,CS-ENGINEER
NLFL,true,CS-ARTILLERY
NLFL,true,CS-OTHER
NLFL,true,CSS-ENGINEER
NLFL,true,CSS-MEDICAL
NLFL,true,CSS-SIGNAL
NLFL,true,CSS-SUPPLY
NLFL,true,CSS-TRANSPOR
NLFL,true,CSS-OTHER
NLFL,true,NAVY-UE
NLFL,true,RESUPPLY
NLFL,true,AMMUNITION
NLFL,true,POL
NLFL,true,GEN-RESUPPLY
NLFL,true,GEN-AMMO
NLFL,true,GEN-POL
NNWH,true,AF-AIRCRAFT
NNWH,true,AF-SUPPORT
NNWH,true,AF-PREPO
NNWH,true,MARINE-PREPO
NNWH,true,ARMY-PREPO
NNWH,true,AIRBORNE
NNWH,true,ARMOR
NNWH,true,MECH-INFANTR
NNWH,true,AIRMOBILE
NNWH,true,CBAC
NNWH,true,INFANTRY
NNWH,true,ARMOR-CAV
NNWH,true,AMPH-MARINES
NNWH,true,MARINES
NNWH,true,CS-ENGINEER
NNWH,true,CS-ARTILLERY
NNWH,true,CS-OTHER
NNWH,true,CSS-ENGINEER
NNWH,true,CSS-MEDICAL
NNWH,true,CSS-SIGNAL
NNWH,true,CSS-SUPPLY
NNWH,true,CSS-TRANSPOR
NNWH,true,CSS-OTHER
NNWH,true,NAVY-UE
NNWH,true,RESUPPLY
NNWH,true,AMMUNITION
NNWH,true,POL
NNWH,true,GEN-RESUPPLY
NNWH,true,GEN-AMMO
NNWH,true,GEN-POL
NPTU,true,AF-AIRCRAFT
NPTU,true,AF-SUPPORT
NPTU,true,AF-PREPO
NPTU,true,MARINE-PREPO
NPTU,true,ARMY-PREPO
NPTU,true,AIRBORNE
NPTU,true,ARMOR
NPTU,true,MECH-INFANTR
NPTU,true,AIRMOBILE
NPTU,true,CBAC
NPTU,true,INFANTRY
NPTU,true,ARMOR-CAV
NPTU,true,AMPH-MARINES
NPTU,true,MARINES
NPTU,true,CS-ENGINEER
NPTU,true,CS-ARTILLERY
NPTU,true,CS-OTHER
NPTU,true,CSS-ENGINEER
NPTU,true,CSS-MEDICAL
NPTU,true,CSS-SIGNAL
NPTU,true,CSS-SUPPLY
NPTU,true,CSS-TRANSPOR
NPTU,true,CSS-OTHER
NPTU,true,NAVY-UE
NPTU,true,RESUPPLY
NPTU,true,AMMUNITION
NPTU,true,POL
NPTU,true,GEN-RESUPPLY
NPTU,true,GEN-AMMO
NPTU,true,GEN-POL
NSAN,true,AF-AIRCRAFT
NSAN,true,AF-SUPPORT
NSAN,true,AF-PREPO
NSAN,true,MARINE-PREPO
NSAN,true,ARMY-PREPO
NSAN,true,AIRBORNE
NSAN,true,ARMOR
NSAN,true,MECH-INFANTR
NSAN,true,AIRMOBILE
NSAN,true,CBAC
NSAN,true,INFANTRY
NSAN,true,ARMOR-CAV
NSAN,true,AMPH-MARINES
NSAN,true,MARINES
NSAN,true,CS-ENGINEER
NSAN,true,CS-ARTILLERY
NSAN,true,CS-OTHER
NSAN,true,CSS-ENGINEER
NSAN,true,CSS-MEDICAL
NSAN,true,CSS-SIGNAL
NSAN,true,CSS-SUPPLY
NSAN,true,CSS-TRANSPOR
NSAN,true,CSS-OTHER
NSAN,true,NAVY-UE
NSAN,true,RESUPPLY
NSAN,true,AMMUNITION
NSAN,true,POL
NSAN,true,GEN-RESUPPLY
NSAN,true,GEN-AMMO
NSAN,true,GEN-POL
PAXM,true,AF-AIRCRAFT
PAXM,true,AF-SUPPORT
PAXM,true,AF-PREPO
PAXM,true,MARINE-PREPO
PAXM,true,ARMY-PREPO
PAXM,true,AIRBORNE
PAXM,true,ARMOR
PAXM,true,MECH-INFANTR
PAXM,true,AIRMOBILE
PAXM,true,CBAC
PAXM,true,INFANTRY
PAXM,true,ARMOR-CAV
PAXM,true,AMPH-MARINES
PAXM,true,MARINES
PAXM,true,CS-ENGINEER
PAXM,true,CS-ARTILLERY
PAXM,true,CS-OTHER
PAXM,true,CSS-ENGINEER
PAXM,true,CSS-MEDICAL
PAXM,true,CSS-SIGNAL
PAXM,true,CSS-SUPPLY
PAXM,true,CSS-TRANSPOR
PAXM,true,CSS-OTHER
PAXM,true,NAVY-UE
PAXM,true,RESUPPLY
PAXM,true,AMMUNITION
PAXM,true,POL
PAXM,true,GEN-RESUPPLY
PAXM,true,GEN-AMMO
PAXM,true,GEN-POL
PCFC,true,AF-AIRCRAFT
PCFC,true,AF-SUPPORT
PCFC,true,AF-PREPO
PCFC,true,MARINE-PREPO
PCFC,true,ARMY-PREPO
PCFC,true,AIRBORNE
PCFC,true,ARMOR
PCFC,true,MECH-INFANTR
PCFC,true,AIRMOBILE
PCFC,true,CBAC
PCFC,true,INFANTRY
PCFC,true,ARMOR-CAV
PCFC,true,AMPH-MARINES
PCFC,true,MARINES
PCFC,true,CS-ENGINEER
PCFC,true,CS-ARTILLERY
PCFC,true,CS-OTHER
PCFC,true,CSS-ENGINEER
PCFC,true,CSS-MEDICAL
PCFC,true,CSS-SIGNAL
PCFC,true,CSS-SUPPLY
PCFC,true,CSS-TRANSPOR
PCFC,true,CSS-OTHER
PCFC,true,NAVY-UE
PCFC,true,RESUPPLY
PCFC,true,AMMUNITION
PCFC,true,POL
PCFC,true,GEN-RESUPPLY
PCFC,true,GEN-AMMO
PCFC,true,GEN-POL
PCFG,true,AF-AIRCRAFT
PCFG,true,AF-SUPPORT
PCFG,true,AF-PREPO
PCFG,true,MARINE-PREPO
PCFG,true,ARMY-PREPO
PCFG,true,AIRBORNE
PCFG,true,ARMOR
PCFG,true,MECH-INFANTR
PCFG,true,AIRMOBILE
PCFG,true,CBAC
PCFG,true,INFANTRY
PCFG,true,ARMOR-CAV
PCFG,true,AMPH-MARINES
PCFG,true,MARINES
PCFG,true,CS-ENGINEER
PCFG,true,CS-ARTILLERY
PCFG,true,CS-OTHER
PCFG,true,CSS-ENGINEER
PCFG,true,CSS-MEDICAL
PCFG,true,CSS-SIGNAL
PCFG,true,CSS-SUPPLY
PCFG,true,CSS-TRANSPOR
PCFG,true,CSS-OTHER
PCFG,true,NAVY-UE
PCFG,true,RESUPPLY
PCFG,true,AMMUNITION
PCFG,true,POL
PCFG,true,GEN-RESUPPLY
PCFG,true,GEN-AMMO
PCFG,true,GEN-POL
PKVP,true,AF-AIRCRAFT
PKVP,true,AF-SUPPORT
PKVP,true,AF-PREPO
PKVP,true,MARINE-PREPO
PKVP,true,ARMY-PREPO
PKVP,true,AIRBORNE
PKVP,true,ARMOR
PKVP,true,MECH-INFANTR
PKVP,true,AIRMOBILE
PKVP,true,CBAC
PKVP,true,INFANTRY
PKVP,true,ARMOR-CAV
PKVP,true,AMPH-MARINES
PKVP,true,MARINES
PKVP,true,CS-ENGINEER
PKVP,true,CS-ARTILLERY
PKVP,true,CS-OTHER
PKVP,true,CSS-ENGINEER
PKVP,true,CSS-MEDICAL
PKVP,true,CSS-SIGNAL
PKVP,true,CSS-SUPPLY
PKVP,true,CSS-TRANSPOR
PKVP,true,CSS-OTHER
PKVP,true,NAVY-UE
PKVP,true,RESUPPLY
PKVP,true,AMMUNITION
PKVP,true,POL
PKVP,true,GEN-RESUPPLY
PKVP,true,GEN-AMMO
PKVP,true,GEN-POL
PPSH,true,AF-AIRCRAFT
PPSH,true,AF-SUPPORT
PPSH,true,AF-PREPO
PPSH,true,MARINE-PREPO
PPSH,true,ARMY-PREPO
PPSH,true,AIRBORNE
PPSH,true,ARMOR
PPSH,true,MECH-INFANTR
PPSH,true,AIRMOBILE
PPSH,true,CBAC
PPSH,true,INFANTRY
PPSH,true,ARMOR-CAV
PPSH,true,AMPH-MARINES
PPSH,true,MARINES
PPSH,true,CS-ENGINEER
PPSH,true,CS-ARTILLERY
PPSH,true,CS-OTHER
PPSH,true,CSS-ENGINEER
PPSH,true,CSS-MEDICAL
PPSH,true,CSS-SIGNAL
PPSH,true,CSS-SUPPLY
PPSH,true,CSS-TRANSPOR
PPSH,true,CSS-OTHER
PPSH,true,NAVY-UE
PPSH,true,RESUPPLY
PPSH,true,AMMUNITION
PPSH,true,POL
PPSH,true,GEN-RESUPPLY
PPSH,true,GEN-AMMO
PPSH,true,GEN-POL
QCFF,true,AF-AIRCRAFT
QCFF,true,AF-SUPPORT
QCFF,true,AF-PREPO
QCFF,true,MARINE-PREPO
QCFF,true,ARMY-PREPO
QCFF,true,AIRBORNE
QCFF,true,ARMOR
QCFF,true,MECH-INFANTR
QCFF,true,AIRMOBILE
QCFF,true,CBAC
QCFF,true,INFANTRY
QCFF,true,ARMOR-CAV
QCFF,true,AMPH-MARINES
QCFF,true,MARINES
QCFF,true,CS-ENGINEER
QCFF,true,CS-ARTILLERY
QCFF,true,CS-OTHER
QCFF,true,CSS-ENGINEER
QCFF,true,CSS-MEDICAL
QCFF,true,CSS-SIGNAL
QCFF,true,CSS-SUPPLY
QCFF,true,CSS-TRANSPOR
QCFF,true,CSS-OTHER
QCFF,true,NAVY-UE
QCFF,true,RESUPPLY
QCFF,true,AMMUNITION
QCFF,true,POL
QCFF,true,GEN-RESUPPLY
QCFF,true,GEN-AMMO
QCFF,true,GEN-POL
QHPB,true,AF-AIRCRAFT
QHPB,true,AF-SUPPORT
QHPB,true,AF-PREPO
QHPB,true,MARINE-PREPO
QHPB,true,ARMY-PREPO
QHPB,true,AIRBORNE
QHPB,true,ARMOR
QHPB,true,MECH-INFANTR
QHPB,true,AIRMOBILE
QHPB,true,CBAC
QHPB,true,INFANTRY
QHPB,true,ARMOR-CAV
QHPB,true,AMPH-MARINES
QHPB,true,MARINES
QHPB,true,CS-ENGINEER
QHPB,true,CS-ARTILLERY
QHPB,true,CS-OTHER
QHPB,true,CSS-ENGINEER
QHPB,true,CSS-MEDICAL
QHPB,true,CSS-SIGNAL
QHPB,true,CSS-SUPPLY
QHPB,true,CSS-TRANSPOR
QHPB,true,CSS-OTHER
QHPB,true,NAVY-UE
QHPB,true,RESUPPLY
QHPB,true,AMMUNITION
QHPB,true,POL
QHPB,true,GEN-RESUPPLY
QHPB,true,GEN-AMMO
QHPB,true,GEN-POL
QHPD,true,AF-AIRCRAFT
QHPD,true,AF-SUPPORT
QHPD,true,AF-PREPO
QHPD,true,MARINE-PREPO
QHPD,true,ARMY-PREPO
QHPD,true,AIRBORNE
QHPD,true,ARMOR
QHPD,true,MECH-INFANTR
QHPD,true,AIRMOBILE
QHPD,true,CBAC
QHPD,true,INFANTRY
QHPD,true,ARMOR-CAV
QHPD,true,AMPH-MARINES
QHPD,true,MARINES
QHPD,true,CS-ENGINEER
QHPD,true,CS-ARTILLERY
QHPD,true,CS-OTHER
QHPD,true,CSS-ENGINEER
QHPD,true,CSS-MEDICAL
QHPD,true,CSS-SIGNAL
QHPD,true,CSS-SUPPLY
QHPD,true,CSS-TRANSPOR
QHPD,true,CSS-OTHER
QHPD,true,NAVY-UE
QHPD,true,RESUPPLY
QHPD,true,AMMUNITION
QHPD,true,POL
QHPD,true,GEN-RESUPPLY
QHPD,true,GEN-AMMO
QHPD,true,GEN-POL
QHPF,true,AF-AIRCRAFT
QHPF,true,AF-SUPPORT
QHPF,true,AF-PREPO
QHPF,true,MARINE-PREPO
QHPF,true,ARMY-PREPO
QHPF,true,AIRBORNE
QHPF,true,ARMOR
QHPF,true,MECH-INFANTR
QHPF,true,AIRMOBILE
QHPF,true,CBAC
QHPF,true,INFANTRY
QHPF,true,ARMOR-CAV
QHPF,true,AMPH-MARINES
QHPF,true,MARINES
QHPF,true,CS-ENGINEER
QHPF,true,CS-ARTILLERY
QHPF,true,CS-OTHER
QHPF,true,CSS-ENGINEER
QHPF,true,CSS-MEDICAL
QHPF,true,CSS-SIGNAL
QHPF,true,CSS-SUPPLY
QHPF,true,CSS-TRANSPOR
QHPF,true,CSS-OTHER
QHPF,true,NAVY-UE
QHPF,true,RESUPPLY
QHPF,true,AMMUNITION
QHPF,true,POL
QHPF,true,GEN-RESUPPLY
QHPF,true,GEN-AMMO
QHPF,true,GEN-POL
QNPW,true,AF-AIRCRAFT
QNPW,true,AF-SUPPORT
QNPW,true,AF-PREPO
QNPW,true,MARINE-PREPO
QNPW,true,ARMY-PREPO
QNPW,true,AIRBORNE
QNPW,true,ARMOR
QNPW,true,MECH-INFANTR
QNPW,true,AIRMOBILE
QNPW,true,CBAC
QNPW,true,INFANTRY
QNPW,true,ARMOR-CAV
QNPW,true,AMPH-MARINES
QNPW,true,MARINES
QNPW,true,CS-ENGINEER
QNPW,true,CS-ARTILLERY
QNPW,true,CS-OTHER
QNPW,true,CSS-ENGINEER
QNPW,true,CSS-MEDICAL
QNPW,true,CSS-SIGNAL
QNPW,true,CSS-SUPPLY
QNPW,true,CSS-TRANSPOR
QNPW,true,CSS-OTHER
QNPW,true,NAVY-UE
QNPW,true,RESUPPLY
QNPW,true,AMMUNITION
QNPW,true,POL
QNPW,true,GEN-RESUPPLY
QNPW,true,GEN-AMMO
QNPW,true,GEN-POL
QTUP,true,AF-AIRCRAFT
QTUP,true,AF-SUPPORT
QTUP,true,AF-PREPO
QTUP,true,MARINE-PREPO
QTUP,true,ARMY-PREPO
QTUP,true,AIRBORNE
QTUP,true,ARMOR
QTUP,true,MECH-INFANTR
QTUP,true,AIRMOBILE
QTUP,true,CBAC
QTUP,true,INFANTRY
QTUP,true,ARMOR-CAV
QTUP,true,AMPH-MARINES
QTUP,true,MARINES
QTUP,true,CS-ENGINEER
QTUP,true,CS-ARTILLERY
QTUP,true,CS-OTHER
QTUP,true,CSS-ENGINEER
QTUP,true,CSS-MEDICAL
QTUP,true,CSS-SIGNAL
QTUP,true,CSS-SUPPLY
QTUP,true,CSS-TRANSPOR
QTUP,true,CSS-OTHER
QTUP,true,NAVY-UE
QTUP,true,RESUPPLY
QTUP,true,AMMUNITION
QTUP,true,POL
QTUP,true,GEN-RESUPPLY
QTUP,true,GEN-AMMO
QTUP,true,GEN-POL
RCYQ,true,AF-AIRCRAFT
RCYQ,true,AF-SUPPORT
RCYQ,true,AF-PREPO
RCYQ,true,MARINE-PREPO
RCYQ,true,ARMY-PREPO
RCYQ,true,AIRBORNE
RCYQ,true,ARMOR
RCYQ,true,MECH-INFANTR
RCYQ,true,AIRMOBILE
RCYQ,true,CBAC
RCYQ,true,INFANTRY
RCYQ,true,ARMOR-CAV
RCYQ,true,AMPH-MARINES
RCYQ,true,MARINES
RCYQ,true,CS-ENGINEER
RCYQ,true,CS-ARTILLERY
RCYQ,true,CS-OTHER
RCYQ,true,CSS-ENGINEER
RCYQ,true,CSS-MEDICAL
RCYQ,true,CSS-SIGNAL
RCYQ,true,CSS-SUPPLY
RCYQ,true,CSS-TRANSPOR
RCYQ,true,CSS-OTHER
RCYQ,true,NAVY-UE
RCYQ,true,RESUPPLY
RCYQ,true,AMMUNITION
RCYQ,true,POL
RCYQ,true,GEN-RESUPPLY
RCYQ,true,GEN-AMMO
RCYQ,true,GEN-POL
RCYT,true,AF-AIRCRAFT
RCYT,true,AF-SUPPORT
RCYT,true,AF-PREPO
RCYT,true,MARINE-PREPO
RCYT,true,ARMY-PREPO
RCYT,true,AIRBORNE
RCYT,true,ARMOR
RCYT,true,MECH-INFANTR
RCYT,true,AIRMOBILE
RCYT,true,CBAC
RCYT,true,INFANTRY
RCYT,true,ARMOR-CAV
RCYT,true,AMPH-MARINES
RCYT,true,MARINES
RCYT,true,CS-ENGINEER
RCYT,true,CS-ARTILLERY
RCYT,true,CS-OTHER
RCYT,true,CSS-ENGINEER
RCYT,true,CSS-MEDICAL
RCYT,true,CSS-SIGNAL
RCYT,true,CSS-SUPPLY
RCYT,true,CSS-TRANSPOR
RCYT,true,CSS-OTHER
RCYT,true,NAVY-UE
RCYT,true,RESUPPLY
RCYT,true,AMMUNITION
RCYT,true,POL
RCYT,true,GEN-RESUPPLY
RCYT,true,GEN-AMMO
RCYT,true,GEN-POL
RELG,true,AF-AIRCRAFT
RELG,true,AF-SUPPORT
RELG,true,AF-PREPO
RELG,true,MARINE-PREPO
RELG,true,ARMY-PREPO
RELG,true,AIRBORNE
RELG,true,ARMOR
RELG,true,MECH-INFANTR
RELG,true,AIRMOBILE
RELG,true,CBAC
RELG,true,INFANTRY
RELG,true,ARMOR-CAV
RELG,true,AMPH-MARINES
RELG,true,MARINES
RELG,true,CS-ENGINEER
RELG,true,CS-ARTILLERY
RELG,true,CS-OTHER
RELG,true,CSS-ENGINEER
RELG,true,CSS-MEDICAL
RELG,true,CSS-SIGNAL
RELG,true,CSS-SUPPLY
RELG,true,CSS-TRANSPOR
RELG,true,CSS-OTHER
RELG,true,NAVY-UE
RELG,true,RESUPPLY
RELG,true,AMMUNITION
RELG,true,POL
RELG,true,GEN-RESUPPLY
RELG,true,GEN-AMMO
RELG,true,GEN-POL
REPV,true,AF-AIRCRAFT
REPV,true,AF-SUPPORT
REPV,true,AF-PREPO
REPV,true,MARINE-PREPO
REPV,true,ARMY-PREPO
REPV,true,AIRBORNE
REPV,true,ARMOR
REPV,true,MECH-INFANTR
REPV,true,AIRMOBILE
REPV,true,CBAC
REPV,true,INFANTRY
REPV,true,ARMOR-CAV
REPV,true,AMPH-MARINES
REPV,true,MARINES
REPV,true,CS-ENGINEER
REPV,true,CS-ARTILLERY
REPV,true,CS-OTHER
REPV,true,CSS-ENGINEER
REPV,true,CSS-MEDICAL
REPV,true,CSS-SIGNAL
REPV,true,CSS-SUPPLY
REPV,true,CSS-TRANSPOR
REPV,true,CSS-OTHER
REPV,true,NAVY-UE
REPV,true,RESUPPLY
REPV,true,AMMUNITION
REPV,true,POL
REPV,true,GEN-RESUPPLY
REPV,true,GEN-AMMO
REPV,true,GEN-POL
RGJW,true,AF-AIRCRAFT
RGJW,true,AF-SUPPORT
RGJW,true,AF-PREPO
RGJW,true,MARINE-PREPO
RGJW,true,ARMY-PREPO
RGJW,true,AIRBORNE
RGJW,true,ARMOR
RGJW,true,MECH-INFANTR
RGJW,true,AIRMOBILE
RGJW,true,CBAC
RGJW,true,INFANTRY
RGJW,true,ARMOR-CAV
RGJW,true,AMPH-MARINES
RGJW,true,MARINES
RGJW,true,CS-ENGINEER
RGJW,true,CS-ARTILLERY
RGJW,true,CS-OTHER
RGJW,true,CSS-ENGINEER
RGJW,true,CSS-MEDICAL
RGJW,true,CSS-SIGNAL
RGJW,true,CSS-SUPPLY
RGJW,true,CSS-TRANSPOR
RGJW,true,CSS-OTHER
RGJW,true,NAVY-UE
RGJW,true,RESUPPLY
RGJW,true,AMMUNITION
RGJW,true,POL
RGJW,true,GEN-RESUPPLY
RGJW,true,GEN-AMMO
RGJW,true,GEN-POL
RQNK,true,AF-AIRCRAFT
RQNK,true,AF-SUPPORT
RQNK,true,AF-PREPO
RQNK,true,MARINE-PREPO
RQNK,true,ARMY-PREPO
RQNK,true,AIRBORNE
RQNK,true,ARMOR
RQNK,true,MECH-INFANTR
RQNK,true,AIRMOBILE
RQNK,true,CBAC
RQNK,true,INFANTRY
RQNK,true,ARMOR-CAV
RQNK,true,AMPH-MARINES
RQNK,true,MARINES
RQNK,true,CS-ENGINEER
RQNK,true,CS-ARTILLERY
RQNK,true,CS-OTHER
RQNK,true,CSS-ENGINEER
RQNK,true,CSS-MEDICAL
RQNK,true,CSS-SIGNAL
RQNK,true,CSS-SUPPLY
RQNK,true,CSS-TRANSPOR
RQNK,true,CSS-OTHER
RQNK,true,NAVY-UE
RQNK,true,RESUPPLY
RQNK,true,AMMUNITION
RQNK,true,POL
RQNK,true,GEN-RESUPPLY
RQNK,true,GEN-AMMO
RQNK,true,GEN-POL
RRHU,true,AF-AIRCRAFT
RRHU,true,AF-SUPPORT
RRHU,true,AF-PREPO
RRHU,true,MARINE-PREPO
RRHU,true,ARMY-PREPO
RRHU,true,AIRBORNE
RRHU,true,ARMOR
RRHU,true,MECH-INFANTR
RRHU,true,AIRMOBILE
RRHU,true,CBAC
RRHU,true,INFANTRY
RRHU,true,ARMOR-CAV
RRHU,true,AMPH-MARINES
RRHU,true,MARINES
RRHU,true,CS-ENGINEER
RRHU,true,CS-ARTILLERY
RRHU,true,CS-OTHER
RRHU,true,CSS-ENGINEER
RRHU,true,CSS-MEDICAL
RRHU,true,CSS-SIGNAL
RRHU,true,CSS-SUPPLY
RRHU,true,CSS-TRANSPOR
RRHU,true,CSS-OTHER
RRHU,true,NAVY-UE
RRHU,true,RESUPPLY
RRHU,true,AMMUNITION
RRHU,true,POL
RRHU,true,GEN-RESUPPLY
RRHU,true,GEN-AMMO
RRHU,true,GEN-POL
RRRK,true,AF-AIRCRAFT
RRRK,true,AF-SUPPORT
RRRK,true,AF-PREPO
RRRK,true,MARINE-PREPO
RRRK,true,ARMY-PREPO
RRRK,true,AIRBORNE
RRRK,true,ARMOR
RRRK,true,MECH-INFANTR
RRRK,true,AIRMOBILE
RRRK,true,CBAC
RRRK,true,INFANTRY
RRRK,true,ARMOR-CAV
RRRK,true,AMPH-MARINES
RRRK,true,MARINES
RRRK,true,CS-ENGINEER
RRRK,true,CS-ARTILLERY
RRRK,true,CS-OTHER
RRRK,true,CSS-ENGINEER
RRRK,true,CSS-MEDICAL
RRRK,true,CSS-SIGNAL
RRRK,true,CSS-SUPPLY
