Event Day,Aircraft Fleet,Aircraft Fleet Index,Aircraft Type,Airport,Usable
0,STRATEGIC,5,KC-10,BQWK,0
0,STRATEGIC,5,KC-10,BRKR,0
0,STRATEGIC,5,KC-10,BWKR,0
0,STRATEGIC,5,KC-10,BXUR,0
0,STRATEGIC,5,KC-10,CTGC,0
0,STRATEGIC,5,KC-10,CWKW,0
0,STRATEGIC,5,KC-10,CYWF,0
0,STRATEGIC,5,KC-10,CZQZ,0
0,STRATEGIC,5,KC-10,DDPF,0
0,STRATEGIC,5,KC-10,DESR,0
0,STRATEGIC,5,KC-10,DKFX,0
0,STRATEGIC,5,KC-10,DNNL,0
0,STRATEGIC,5,KC-10,DPNB,0
0,STRATEGIC,5,KC-10,DVLK,0
0,STRATEGIC,5,KC-10,DYCS,0
0,STRATEGIC,5,KC-10,ETZB,0
0,STRATEGIC,5,KC-10,EYBD,0
0,STRATEGIC,5,KC-10,FAXN,0
0,STRATEGIC,5,KC-10,FBNV,0
0,STRATEGIC,5,KC-10,FGDC,0
0,STRATEGIC,5,KC-10,FGWB,0
0,STRATEGIC,5,KC-10,FJXT,0
0,STRATEGIC,5,KC-10,FNWZ,0
0,STRATEGIC,5,KC-10,FTEP,0
0,STRATEGIC,5,KC-10,FTEV,0
0,STRATEGIC,5,KC-10,FTFA,0
0,STRATEGIC,5,KC-10,FTZH,0
0,STRATEGIC,5,KC-10,FUQN,0
0,STRATEGIC,5,KC-10,FUZD,0
0,STRATEGIC,5,KC-10,FXSB,0
0,STRATEGIC,5,KC-10,GAMH,0
0,STRATEGIC,5,KC-10,GHLN,0
0,STRATEGIC,5,KC-10,GJKZ,0
0,STRATEGIC,5,KC-10,GKVB,0
0,STRATEGIC,5,KC-10,GUQE,0
0,STRATEGIC,5,KC-10,GYRZ,0
0,STRATEGIC,5,KC-10,HNTK,0
0,STRATEGIC,5,KC-10,HPBF,0
0,STRATEGIC,5,KC-10,HTUX,0
0,STRATEGIC,5,KC-10,HUUA,0
0,STRATEGIC,5,KC-10,JEAH,0
0,STRATEGIC,5,KC-10,JFSD,0
0,STRATEGIC,5,KC-10,JREZ,0
0,STRATEGIC,5,KC-10,KJGW,0
0,STRATEGIC,5,KC-10,KNMD,0
0,STRATEGIC,5,KC-10,KRSM,0
0,STRATEGIC,5,KC-10,KWRD,0
0,STRATEGIC,5,KC-10,KYJL,0
0,STRATEGIC,5,KC-10,KZTV,0
0,STRATEGIC,5,KC-10,LEXG,0
0,STRATEGIC,5,KC-10,LSGE,0
0,STRATEGIC,5,KC-10,LXEZ,0
0,STRATEGIC,5,KC-10,LYAX,0
0,STRATEGIC,5,KC-10,MAHG,0
0,STRATEGIC,5,KC-10,MBPB,0
0,STRATEGIC,5,KC-10,MEPJ,0
0,STRATEGIC,5,KC-10,MHMV,0
0,STRATEGIC,5,KC-10,MQNA,0
0,STRATEGIC,5,KC-10,MSET,0
0,STRATEGIC,5,KC-10,MSQB,0
0,STRATEGIC,5,KC-10,MUHJ,0
0,STRATEGIC,5,KC-10,MYXZ,0
0,STRATEGIC,5,KC-10,NKAK,0
0,STRATEGIC,5,KC-10,NNGX,0
0,STRATEGIC,5,KC-10,NRCH,0
0,STRATEGIC,5,KC-10,NUEX,0
0,STRATEGIC,5,KC-10,NVZR,0
0,STRATEGIC,5,KC-10,NWXN,0
0,STRATEGIC,5,KC-10,NZAS,0
0,STRATEGIC,5,KC-10,OPA1,0
0,STRATEGIC,5,KC-10,PCZP,0
0,STRATEGIC,5,KC-10,PJVY,0
0,STRATEGIC,5,KC-10,PNQS,0
0,STRATEGIC,5,KC-10,PQWY,0
0,STRATEGIC,5,KC-10,PRQE,0
0,STRATEGIC,5,KC-10,PSXE,0
0,STRATEGIC,5,KC-10,PTFL,0
0,STRATEGIC,5,KC-10,QFQE,0
0,STRATEGIC,5,KC-10,QJKL,0
0,STRATEGIC,5,KC-10,QJVF,0
0,STRATEGIC,5,KC-10,QKJA,0
0,STRATEGIC,5,KC-10,QSEU,0
0,STRATEGIC,5,KC-10,QYZH,0
0,STRATEGIC,5,KC-10,RDRD,0
0,STRATEGIC,5,KC-10,RKMF,0
0,STRATEGIC,5,KC-10,RZQH,0
0,STRATEGIC,5,KC-10,SBDW,0
0,STRATEGIC,5,KC-10,SCEY,0
0,STRATEGIC,5,KC-10,SEA1,0
0,STRATEGIC,5,KC-10,SGBP,0
0,STRATEGIC,5,KC-10,SHYQ,0
0,STRATEGIC,5,KC-10,SMYU,0
0,STRATEGIC,5,KC-10,STRL,0
0,STRATEGIC,5,KC-10,SXHT,0
0,STRATEGIC,5,KC-10,TDHV,0
0,STRATEGIC,5,KC-10,THWA,0
0,STRATEGIC,5,KC-10,TKXA,0
0,STRATEGIC,5,KC-10,TMKH,0
0,STRATEGIC,5,KC-10,TYFR,0
0,STRATEGIC,5,KC-10,UGZX,0
0,STRATEGIC,5,KC-10,UHGN,0
0,STRATEGIC,5,KC-10,UHHZ,0
0,STRATEGIC,5,KC-10,ULLT,0
0,STRATEGIC,5,KC-10,UMXB,0
0,STRATEGIC,5,KC-10,VDYD,0
0,STRATEGIC,5,KC-10,VGHV,0
0,STRATEGIC,5,KC-10,VKAG,0
0,STRATEGIC,5,KC-10,VLSB,0
0,STRATEGIC,5,KC-10,VRJT,0
0,STRATEGIC,5,KC-10,VSMR,0
0,STRATEGIC,5,KC-10,VWLB,0
0,STRATEGIC,5,KC-10,VYHK,0
0,STRATEGIC,5,KC-10,WEAS,0
0,STRATEGIC,5,KC-10,WSVC,0
0,STRATEGIC,5,KC-10,WWYK,0
0,STRATEGIC,5,KC-10,XBGX,0
0,STRATEGIC,5,KC-10,XDAT,0
0,STRATEGIC,5,KC-10,XLWU,0
0,STRATEGIC,5,KC-10,XQDT,0
0,STRATEGIC,5,KC-10,XUMU,0
0,STRATEGIC,5,KC-10,YAQF,0
0,STRATEGIC,5,KC-10,YTPM,0
0,STRATEGIC,5,KC-10,YWHG,0
0,STRATEGIC,5,KC-10,ZAWN,0
0,STRATEGIC,5,KC-10,ZFKN,0
0,STRATEGIC,5,KC-10,ZHTV,0
0,STRATEGIC,5,KC-10,ZJXD,0
0,STRATEGIC,5,KC-10,ZNRE,0
0,STRATEGIC,5,KC-10,ZRCE,0
