Ship Type,Berth Type,Commodity Class,Transfer Rate
CONT-NSS,LIGHTER,5,0
CONT-NSS,LIGHTER,6,0
CONT-NSS,OTHER,1,0
CONT-NSS,OTHER,2,0
CONT-NSS,OTHER,3,0
CONT-NSS,OTHER,4,0
CONT-NSS,OTHER,5,0
CONT-NSS,OTHER,6,0
CONT-NSS,RORO,1,0
CONT-NSS,RORO,2,0
CONT-NSS,RORO,3,0
CONT-NSS,RORO,4,0
CONT-NSS,RORO,5,0
CONT-NSS,RORO,6,0
CONT-NSS,RORO/CONTNR,1,0
CONT-NSS,RORO/CONTNR,2,3000
CONT-NSS,RORO/CONTNR,3,5600
CONT-NSS,RORO/CONTNR,4,0
CONT-NSS,RORO/CONTNR,5,0
CONT-NSS,RORO/CONTNR,6,0
CONT-NSS,TANKER,1,0
CONT-NSS,TANKER,2,0
CONT-NSS,TANKER,3,0
CONT-NSS,TANKER,4,0
CONT-NSS,TANKER,5,0
CONT-NSS,TANKER,6,0
CONT-NSS,VISA,1,0
CONT-NSS,VISA,2,0
CONT-NSS,VISA,3,0
CONT-NSS,VISA,4,0
CONT-NSS,VISA,5,0
CONT-NSS,VISA,6,0
CONT-SS,ALL-PURPOSE,1,0
CONT-SS,ALL-PURPOSE,2,4200
CONT-SS,ALL-PURPOSE,3,4200
CONT-SS,ALL-PURPOSE,4,7000
CONT-SS,ALL-PURPOSE,5,5000
CONT-SS,ALL-PURPOSE,6,0
CONT-SS,BARGE,1,0
CONT-SS,BARGE,2,0
CONT-SS,BARGE,3,0
CONT-SS,BARGE,4,0
CONT-SS,BARGE,5,0
CONT-SS,BARGE,6,0
CONT-SS,BBULK/AMMO,1,0
CONT-SS,BBULK/AMMO,2,0
CONT-SS,BBULK/AMMO,3,0
CONT-SS,BBULK/AMMO,4,2800
CONT-SS,BBULK/AMMO,5,0
CONT-SS,BBULK/AMMO,6,0
CONT-SS,BBULK/CONTNR,1,0
CONT-SS,BBULK/CONTNR,2,4200
CONT-SS,BBULK/CONTNR,3,4200
CONT-SS,BBULK/CONTNR,4,0
CONT-SS,BBULK/CONTNR,5,0
CONT-SS,BBULK/CONTNR,6,0
CONT-SS,BBULK/RORO,1,0
CONT-SS,BBULK/RORO,2,0
CONT-SS,BBULK/RORO,3,0
CONT-SS,BBULK/RORO,4,0
CONT-SS,BBULK/RORO,5,0
CONT-SS,BBULK/RORO,6,0
CONT-SS,BREAKBULK,1,0
CONT-SS,BREAKBULK,2,0
CONT-SS,BREAKBULK,3,0
CONT-SS,BREAKBULK,4,0
CONT-SS,BREAKBULK,5,0
CONT-SS,BREAKBULK,6,0
CONT-SS,CONT/AMMO,1,0
CONT-SS,CONT/AMMO,2,0
CONT-SS,CONT/AMMO,3,0
CONT-SS,CONT/AMMO,4,7000
CONT-SS,CONT/AMMO,5,0
CONT-SS,CONT/AMMO,6,0
CONT-SS,CONTAINER,1,0
CONT-SS,CONTAINER,2,4200
CONT-SS,CONTAINER,3,4200
CONT-SS,CONTAINER,4,7000
CONT-SS,CONTAINER,5,0
CONT-SS,CONTAINER,6,0
CONT-SS,DOCK,1,0
CONT-SS,DOCK,2,0
CONT-SS,DOCK,3,0
CONT-SS,DOCK,4,0
CONT-SS,DOCK,5,0
CONT-SS,DOCK,6,0
CONT-SS,GENERAL PURP,1,0
CONT-SS,GENERAL PURP,2,4200
CONT-SS,GENERAL PURP,3,4200
CONT-SS,GENERAL PURP,4,7000
CONT-SS,GENERAL PURP,5,5000
CONT-SS,GENERAL PURP,6,0
CONT-SS,INTRA WATER,1,0
CONT-SS,INTRA WATER,2,0
CONT-SS,INTRA WATER,3,0
CONT-SS,INTRA WATER,4,0
CONT-SS,INTRA WATER,5,0
CONT-SS,INTRA WATER,6,0
CONT-SS,JLOTS,1,0
CONT-SS,JLOTS,2,0
CONT-SS,JLOTS,3,0
CONT-SS,JLOTS,4,0
CONT-SS,JLOTS,5,0
CONT-SS,JLOTS,6,0
CONT-SS,LIGHTER,1,0
CONT-SS,LIGHTER,2,0
CONT-SS,LIGHTER,3,0
CONT-SS,LIGHTER,4,0
CONT-SS,LIGHTER,5,0
CONT-SS,LIGHTER,6,0
CONT-SS,OTHER,1,0
CONT-SS,OTHER,2,0
CONT-SS,OTHER,3,0
CONT-SS,OTHER,4,0
CONT-SS,OTHER,5,0
CONT-SS,OTHER,6,0
CONT-SS,RORO,1,0
CONT-SS,RORO,2,0
CONT-SS,RORO,3,0
CONT-SS,RORO,4,0
CONT-SS,RORO,5,0
CONT-SS,RORO,6,0
CONT-SS,RORO/CONTNR,1,0
CONT-SS,RORO/CONTNR,2,4200
CONT-SS,RORO/CONTNR,3,4200
CONT-SS,RORO/CONTNR,4,0
CONT-SS,RORO/CONTNR,5,0
CONT-SS,RORO/CONTNR,6,0
CONT-SS,TANKER,1,0
CONT-SS,TANKER,2,0
CONT-SS,TANKER,3,0
CONT-SS,TANKER,4,0
CONT-SS,TANKER,5,0
CONT-SS,TANKER,6,0
CONT-SS,VISA,1,0
CONT-SS,VISA,2,0
CONT-SS,VISA,3,0
CONT-SS,VISA,4,0
CONT-SS,VISA,5,0
CONT-SS,VISA,6,0
FSS,ALL-PURPOSE,1,0
FSS,ALL-PURPOSE,2,4600
FSS,ALL-PURPOSE,3,4600
FSS,ALL-PURPOSE,4,4600
FSS,ALL-PURPOSE,5,5000
FSS,ALL-PURPOSE,6,0
FSS,BARGE,1,0
FSS,BARGE,2,0
FSS,BARGE,3,0
FSS,BARGE,4,0
FSS,BARGE,5,0
FSS,BARGE,6,0
FSS,BBULK/AMMO,1,0
FSS,BBULK/AMMO,2,0
FSS,BBULK/AMMO,3,0
FSS,BBULK/AMMO,4,0
FSS,BBULK/AMMO,5,0
FSS,BBULK/AMMO,6,0
FSS,BBULK/CONTNR,1,0
FSS,BBULK/CONTNR,2,4600
FSS,BBULK/CONTNR,3,4600
FSS,BBULK/CONTNR,4,4600
FSS,BBULK/CONTNR,5,0
FSS,BBULK/CONTNR,6,0
FSS,BBULK/RORO,1,0
FSS,BBULK/RORO,2,4600
FSS,BBULK/RORO,3,4600
FSS,BBULK/RORO,4,0
FSS,BBULK/RORO,5,0
FSS,BBULK/RORO,6,0
FSS,BREAKBULK,1,0
FSS,BREAKBULK,2,0
FSS,BREAKBULK,3,0
FSS,BREAKBULK,4,0
FSS,BREAKBULK,5,0
FSS,BREAKBULK,6,0
FSS,CONT/AMMO,1,0
FSS,CONT/AMMO,2,0
FSS,CONT/AMMO,3,0
FSS,CONT/AMMO,4,4600
FSS,CONT/AMMO,5,0
FSS,CONT/AMMO,6,0
FSS,CONTAINER,1,0
FSS,CONTAINER,2,4600
FSS,CONTAINER,3,4600
FSS,CONTAINER,4,4600
FSS,CONTAINER,5,0
FSS,CONTAINER,6,0
FSS,DOCK,1,0
FSS,DOCK,2,0
FSS,DOCK,3,0
FSS,DOCK,4,0
FSS,DOCK,5,0
FSS,DOCK,6,0
FSS,GENERAL PURP,1,0
FSS,GENERAL PURP,2,4600
FSS,GENERAL PURP,3,4600
FSS,GENERAL PURP,4,4600
FSS,GENERAL PURP,5,5000
FSS,GENERAL PURP,6,0
FSS,INTRA WATER,1,0
FSS,INTRA WATER,2,0
FSS,INTRA WATER,3,0
FSS,INTRA WATER,4,0
FSS,INTRA WATER,5,0
FSS,INTRA WATER,6,0
FSS,JLOTS,1,0
FSS,JLOTS,2,3000
FSS,JLOTS,3,2300
FSS,JLOTS,4,2300
FSS,JLOTS,5,0
FSS,JLOTS,6,0
FSS,LIGHTER,1,0
FSS,LIGHTER,2,0
FSS,LIGHTER,3,0
FSS,LIGHTER,4,0
FSS,LIGHTER,5,0
FSS,LIGHTER,6,0
FSS,OTHER,1,0
FSS,OTHER,2,0
FSS,OTHER,3,0
FSS,OTHER,4,0
FSS,OTHER,5,0
FSS,OTHER,6,0
FSS,RORO,1,0
FSS,RORO,2,4600
FSS,RORO,3,4600
FSS,RORO,4,0
FSS,RORO,5,0
FSS,RORO,6,0
FSS,RORO/CONTNR,1,0
FSS,RORO/CONTNR,2,4600
FSS,RORO/CONTNR,3,4600
FSS,RORO/CONTNR,4,4600
FSS,RORO/CONTNR,5,0
FSS,RORO/CONTNR,6,0
FSS,TANKER,1,0
FSS,TANKER,2,0
FSS,TANKER,3,0
FSS,TANKER,4,0
FSS,TANKER,5,0
FSS,TANKER,6,0
FSS,VISA,1,0
FSS,VISA,2,0
FSS,VISA,3,0
FSS,VISA,4,0
FSS,VISA,5,0
FSS,VISA,6,0
PAX,ALL-PURPOSE,1,0
PAX,ALL-PURPOSE,2,0
PAX,ALL-PURPOSE,3,0
PAX,ALL-PURPOSE,4,0
PAX,ALL-PURPOSE,5,5000
PAX,ALL-PURPOSE,6,0
PAX,BARGE,1,0
PAX,BARGE,2,0
PAX,BARGE,3,0
PAX,BARGE,4,0
PAX,BARGE,5,0
PAX,BARGE,6,0
PAX,BBULK/AMMO,1,0
PAX,BBULK/AMMO,2,0
PAX,BBULK/AMMO,3,0
PAX,BBULK/AMMO,4,0
PAX,BBULK/AMMO,5,0
PAX,BBULK/AMMO,6,0
PAX,BBULK/CONTNR,1,0
PAX,BBULK/CONTNR,2,0
PAX,BBULK/CONTNR,3,0
PAX,BBULK/CONTNR,4,0
PAX,BBULK/CONTNR,5,0
PAX,BBULK/CONTNR,6,0
PAX,BBULK/RORO,1,0
PAX,BBULK/RORO,2,0
PAX,BBULK/RORO,3,0
PAX,BBULK/RORO,4,0
PAX,BBULK/RORO,5,0
PAX,BBULK/RORO,6,0
PAX,BREAKBULK,1,0
PAX,BREAKBULK,2,0
PAX,BREAKBULK,3,0
PAX,BREAKBULK,4,0
PAX,BREAKBULK,5,0
PAX,BREAKBULK,6,0
PAX,CONT/AMMO,1,0
PAX,CONT/AMMO,2,0
PAX,CONT/AMMO,3,0
PAX,CONT/AMMO,4,0
PAX,CONT/AMMO,5,0
PAX,CONT/AMMO,6,0
PAX,CONTAINER,1,0
PAX,CONTAINER,2,0
PAX,CONTAINER,3,0
PAX,CONTAINER,4,0
PAX,CONTAINER,5,0
PAX,CONTAINER,6,0
PAX,DOCK,1,0
PAX,DOCK,2,0
PAX,DOCK,3,0
PAX,DOCK,4,0
PAX,DOCK,5,0
PAX,DOCK,6,0
PAX,GENERAL PURP,1,0
PAX,GENERAL PURP,2,0
PAX,GENERAL PURP,3,0
PAX,GENERAL PURP,4,0
PAX,GENERAL PURP,5,5000
PAX,GENERAL PURP,6,0
PAX,INTRA WATER,1,0
PAX,INTRA WATER,2,0
PAX,INTRA WATER,3,0
PAX,INTRA WATER,4,0
PAX,INTRA WATER,5,0
PAX,INTRA WATER,6,0
PAX,JLOTS,1,0
PAX,JLOTS,2,0
PAX,JLOTS,3,0
PAX,JLOTS,4,0
PAX,JLOTS,5,0
PAX,JLOTS,6,0
PAX,LIGHTER,1,0
PAX,LIGHTER,2,0
PAX,LIGHTER,3,0
PAX,LIGHTER,4,0
PAX,LIGHTER,5,0
PAX,LIGHTER,6,0
PAX,OTHER,1,0
PAX,OTHER,2,0
PAX,OTHER,3,0
PAX,OTHER,4,0
PAX,OTHER,5,0
PAX,OTHER,6,0
PAX,RORO,1,0
PAX,RORO,2,0
PAX,RORO,3,0
PAX,RORO,4,0
PAX,RORO,5,0
PAX,RORO,6,0
PAX,RORO/CONTNR,1,0
PAX,RORO/CONTNR,2,0
PAX,RORO/CONTNR,3,0
PAX,RORO/CONTNR,4,0
PAX,RORO/CONTNR,5,0
PAX,RORO/CONTNR,6,0
PAX,TANKER,1,0
PAX,TANKER,2,0
PAX,TANKER,3,0
PAX,TANKER,4,0
PAX,TANKER,5,0
PAX,TANKER,6,0
PAX,VISA,1,0
PAX,VISA,2,0
PAX,VISA,3,0
PAX,VISA,4,0
PAX,VISA,5,0
PAX,VISA,6,0
POL TANKER,ALL-PURPOSE,1,0
POL TANKER,ALL-PURPOSE,2,0
POL TANKER,ALL-PURPOSE,3,0
POL TANKER,ALL-PURPOSE,4,0
POL TANKER,ALL-PURPOSE,5,2000
POL TANKER,ALL-PURPOSE,6,0
POL TANKER,BARGE,1,0
POL TANKER,BARGE,2,0
POL TANKER,BARGE,3,0
POL TANKER,BARGE,4,0
POL TANKER,BARGE,5,0
POL TANKER,BARGE,6,0
POL TANKER,BBULK/AMMO,1,0
POL TANKER,BBULK/AMMO,2,0
POL TANKER,BBULK/AMMO,3,0
POL TANKER,BBULK/AMMO,4,0
POL TANKER,BBULK/AMMO,5,0
POL TANKER,BBULK/AMMO,6,0
POL TANKER,BBULK/CONTNR,1,0
POL TANKER,BBULK/CONTNR,2,0
POL TANKER,BBULK/CONTNR,3,0
POL TANKER,BBULK/CONTNR,4,0
POL TANKER,BBULK/CONTNR,5,0
POL TANKER,BBULK/CONTNR,6,0
POL TANKER,BBULK/RORO,1,0
POL TANKER,BBULK/RORO,2,0
POL TANKER,BBULK/RORO,3,0
POL TANKER,BBULK/RORO,4,0
POL TANKER,BBULK/RORO,5,0
POL TANKER,BBULK/RORO,6,0
POL TANKER,BREAKBULK,1,0
POL TANKER,BREAKBULK,2,0
POL TANKER,BREAKBULK,3,0
POL TANKER,BREAKBULK,4,0
POL TANKER,BREAKBULK,5,0
POL TANKER,BREAKBULK,6,0
POL TANKER,CONT/AMMO,1,0
POL TANKER,CONT/AMMO,2,0
POL TANKER,CONT/AMMO,3,0
POL TANKER,CONT/AMMO,4,0
POL TANKER,CONT/AMMO,5,0
POL TANKER,CONT/AMMO,6,0
POL TANKER,CONTAINER,1,0
POL TANKER,CONTAINER,2,0
POL TANKER,CONTAINER,3,0
POL TANKER,CONTAINER,4,0
POL TANKER,CONTAINER,5,0
POL TANKER,CONTAINER,6,0
POL TANKER,DOCK,1,0
POL TANKER,DOCK,2,0
POL TANKER,DOCK,3,0
POL TANKER,DOCK,4,0
POL TANKER,DOCK,5,0
POL TANKER,DOCK,6,0
POL TANKER,GENERAL PURP,1,0
POL TANKER,GENERAL PURP,2,0
POL TANKER,GENERAL PURP,3,0
POL TANKER,GENERAL PURP,4,0
POL TANKER,GENERAL PURP,5,0
POL TANKER,GENERAL PURP,6,0
POL TANKER,INTRA WATER,1,0
POL TANKER,INTRA WATER,2,0
POL TANKER,INTRA WATER,3,0
POL TANKER,INTRA WATER,4,0
POL TANKER,INTRA WATER,5,0
POL TANKER,INTRA WATER,6,0
POL TANKER,JLOTS,1,0
POL TANKER,JLOTS,2,0
POL TANKER,JLOTS,3,0
POL TANKER,JLOTS,4,0
POL TANKER,JLOTS,5,500
POL TANKER,JLOTS,6,0
POL TANKER,LIGHTER,1,0
POL TANKER,LIGHTER,2,0
POL TANKER,LIGHTER,3,0
POL TANKER,LIGHTER,4,0
POL TANKER,LIGHTER,5,0
POL TANKER,LIGHTER,6,0
POL TANKER,OTHER,1,0
POL TANKER,OTHER,2,0
POL TANKER,OTHER,3,0
POL TANKER,OTHER,4,0
POL TANKER,OTHER,5,0
POL TANKER,OTHER,6,0
POL TANKER,RORO,1,0
POL TANKER,RORO,2,0
POL TANKER,RORO,3,0
POL TANKER,RORO,4,0
POL TANKER,RORO,5,0
POL TANKER,RORO,6,0
POL TANKER,RORO/CONTNR,1,0
POL TANKER,RORO/CONTNR,2,0
POL TANKER,RORO/CONTNR,3,0
POL TANKER,RORO/CONTNR,4,0
POL TANKER,RORO/CONTNR,5,0
POL TANKER,RORO/CONTNR,6,0
POL TANKER,TANKER,1,0
POL TANKER,TANKER,2,0
POL TANKER,TANKER,3,0
POL TANKER,TANKER,4,0
POL TANKER,TANKER,5,0
POL TANKER,TANKER,6,0
POL TANKER,VISA,1,0
POL TANKER,VISA,2,0
POL TANKER,VISA,3,0
POL TANKER,VISA,4,0
POL TANKER,VISA,5,0
POL TANKER,VISA,6,0
RO/RO,ALL-PURPOSE,1,0
RO/RO,ALL-PURPOSE,2,4600
RO/RO,ALL-PURPOSE,3,4600
RO/RO,ALL-PURPOSE,4,4600
RO/RO,ALL-PURPOSE,5,5000
RO/RO,ALL-PURPOSE,6,0
RO/RO,BARGE,1,0
RO/RO,BARGE,2,0
RO/RO,BARGE,3,0
RO/RO,BARGE,4,0
RO/RO,BARGE,5,0
RO/RO,BARGE,6,0
RO/RO,BBULK/AMMO,1,0
RO/RO,BBULK/AMMO,2,0
RO/RO,BBULK/AMMO,3,0
RO/RO,BBULK/AMMO,4,0
RO/RO,BBULK/AMMO,5,0
RO/RO,BBULK/AMMO,6,0
RO/RO,BBULK/CONTNR,1,0
RO/RO,BBULK/CONTNR,2,0
RO/RO,BBULK/CONTNR,3,0
RO/RO,BBULK/CONTNR,4,0
RO/RO,BBULK/CONTNR,5,0
RO/RO,BBULK/CONTNR,6,0
RO/RO,BBULK/RORO,1,0
RO/RO,BBULK/RORO,2,4600
RO/RO,BBULK/RORO,3,4600
RO/RO,BBULK/RORO,4,0
RO/RO,BBULK/RORO,5,0
RO/RO,BBULK/RORO,6,0
RO/RO,BREAKBULK,1,0
RO/RO,BREAKBULK,2,0
RO/RO,BREAKBULK,3,0
RO/RO,BREAKBULK,4,0
RO/RO,BREAKBULK,5,0
RO/RO,BREAKBULK,6,0
RO/RO,CONT/AMMO,1,0
RO/RO,CONT/AMMO,2,0
RO/RO,CONT/AMMO,3,0
RO/RO,CONT/AMMO,4,4600
RO/RO,CONT/AMMO,5,0
RO/RO,CONT/AMMO,6,0
RO/RO,CONTAINER,1,0
RO/RO,CONTAINER,2,0
RO/RO,CONTAINER,3,0
RO/RO,CONTAINER,4,4600
RO/RO,CONTAINER,5,0
RO/RO,CONTAINER,6,0
RO/RO,DOCK,1,0
RO/RO,DOCK,2,0
RO/RO,DOCK,3,0
RO/RO,DOCK,4,0
RO/RO,DOCK,5,0
RO/RO,DOCK,6,0
RO/RO,GENERAL PURP,1,0
RO/RO,GENERAL PURP,2,4600
RO/RO,GENERAL PURP,3,4600
RO/RO,GENERAL PURP,4,4600
RO/RO,GENERAL PURP,5,5000
RO/RO,GENERAL PURP,6,0
RO/RO,INTRA WATER,1,0
RO/RO,INTRA WATER,2,0
RO/RO,INTRA WATER,3,0
RO/RO,INTRA WATER,4,0
RO/RO,INTRA WATER,5,0
RO/RO,INTRA WATER,6,0
RO/RO,JLOTS,1,0
RO/RO,JLOTS,2,3000
RO/RO,JLOTS,3,2300
RO/RO,JLOTS,4,2300
RO/RO,JLOTS,5,0
RO/RO,JLOTS,6,0
RO/RO,LIGHTER,1,0
RO/RO,LIGHTER,2,0
RO/RO,LIGHTER,3,0
RO/RO,LIGHTER,4,0
RO/RO,LIGHTER,5,0
RO/RO,LIGHTER,6,0
RO/RO,OTHER,1,0
RO/RO,OTHER,2,0
RO/RO,OTHER,3,0
RO/RO,OTHER,4,0
RO/RO,OTHER,5,0
RO/RO,OTHER,6,0
RO/RO,RORO,1,0
RO/RO,RORO,2,4600
RO/RO,RORO,3,4600
RO/RO,RORO,4,0
RO/RO,RORO,5,0
RO/RO,RORO,6,0
RO/RO,RORO/CONTNR,1,0
RO/RO,RORO/CONTNR,2,4600
RO/RO,RORO/CONTNR,3,4600
RO/RO,RORO/CONTNR,4,0
RO/RO,RORO/CONTNR,5,0
RO/RO,RORO/CONTNR,6,0
RO/RO,TANKER,1,0
RO/RO,TANKER,2,0
RO/RO,TANKER,3,0
RO/RO,TANKER,4,0
RO/RO,TANKER,5,0
RO/RO,TANKER,6,0
RO/RO,VISA,1,0
RO/RO,VISA,2,0
RO/RO,VISA,3,0
RO/RO,VISA,4,0
RO/RO,VISA,5,0
RO/RO,VISA,6,0
RO/RO(T-AKR),ALL-PURPOSE,1,0
RO/RO(T-AKR),ALL-PURPOSE,2,9000
RO/RO(T-AKR),ALL-PURPOSE,3,6900
RO/RO(T-AKR),ALL-PURPOSE,4,6900
RO/RO(T-AKR),ALL-PURPOSE,5,5000
RO/RO(T-AKR),ALL-PURPOSE,6,0
RO/RO(T-AKR),BARGE,1,0
RO/RO(T-AKR),BARGE,2,0
RO/RO(T-AKR),BARGE,3,0
RO/RO(T-AKR),BARGE,4,0
RO/RO(T-AKR),BARGE,5,0
RO/RO(T-AKR),BARGE,6,0
RO/RO(T-AKR),BBULK/AMMO,1,0
RO/RO(T-AKR),BBULK/AMMO,2,0
RO/RO(T-AKR),BBULK/AMMO,3,0
RO/RO(T-AKR),BBULK/AMMO,4,0
RO/RO(T-AKR),BBULK/AMMO,5,0
RO/RO(T-AKR),BBULK/AMMO,6,0
RO/RO(T-AKR),BBULK/CONTNR,1,0
RO/RO(T-AKR),BBULK/CONTNR,2,0
RO/RO(T-AKR),BBULK/CONTNR,3,0
RO/RO(T-AKR),BBULK/CONTNR,4,0
RO/RO(T-AKR),BBULK/CONTNR,5,0
RO/RO(T-AKR),BBULK/CONTNR,6,0
RO/RO(T-AKR),BBULK/RORO,1,0
RO/RO(T-AKR),BBULK/RORO,2,9000
RO/RO(T-AKR),BBULK/RORO,3,6900
RO/RO(T-AKR),BBULK/RORO,4,0
RO/RO(T-AKR),BBULK/RORO,5,0
RO/RO(T-AKR),BBULK/RORO,6,0
RO/RO(T-AKR),BREAKBULK,1,0
RO/RO(T-AKR),BREAKBULK,2,0
RO/RO(T-AKR),BREAKBULK,3,0
RO/RO(T-AKR),BREAKBULK,4,0
RO/RO(T-AKR),BREAKBULK,5,0
RO/RO(T-AKR),BREAKBULK,6,0
RO/RO(T-AKR),CONT/AMMO,1,0
RO/RO(T-AKR),CONT/AMMO,2,0
RO/RO(T-AKR),CONT/AMMO,3,0
RO/RO(T-AKR),CONT/AMMO,4,6900
RO/RO(T-AKR),CONT/AMMO,5,0
RO/RO(T-AKR),CONT/AMMO,6,0
RO/RO(T-AKR),CONTAINER,1,0
RO/RO(T-AKR),CONTAINER,2,0
RO/RO(T-AKR),CONTAINER,3,0
RO/RO(T-AKR),CONTAINER,4,6900
RO/RO(T-AKR),CONTAINER,5,0
RO/RO(T-AKR),CONTAINER,6,0
RO/RO(T-AKR),DOCK,1,0
RO/RO(T-AKR),DOCK,2,0
RO/RO(T-AKR),DOCK,3,0
RO/RO(T-AKR),DOCK,4,0
RO/RO(T-AKR),DOCK,5,0
RO/RO(T-AKR),DOCK,6,0
RO/RO(T-AKR),GENERAL PURP,1,0
RO/RO(T-AKR),GENERAL PURP,2,9000
RO/RO(T-AKR),GENERAL PURP,3,6900
RO/RO(T-AKR),GENERAL PURP,4,6900
RO/RO(T-AKR),GENERAL PURP,5,5000
RO/RO(T-AKR),GENERAL PURP,6,0
RO/RO(T-AKR),INTRA WATER,1,0
RO/RO(T-AKR),INTRA WATER,2,0
RO/RO(T-AKR),INTRA WATER,3,0
RO/RO(T-AKR),INTRA WATER,4,0
RO/RO(T-AKR),INTRA WATER,5,0
RO/RO(T-AKR),INTRA WATER,6,0
RO/RO(T-AKR),JLOTS,1,0
RO/RO(T-AKR),JLOTS,2,3000
RO/RO(T-AKR),JLOTS,3,2300
RO/RO(T-AKR),JLOTS,4,2300
RO/RO(T-AKR),JLOTS,5,0
RO/RO(T-AKR),JLOTS,6,0
RO/RO(T-AKR),LIGHTER,1,0
RO/RO(T-AKR),LIGHTER,2,0
RO/RO(T-AKR),LIGHTER,3,0
RO/RO(T-AKR),LIGHTER,4,0
RO/RO(T-AKR),LIGHTER,5,0
RO/RO(T-AKR),LIGHTER,6,0
RO/RO(T-AKR),OTHER,1,0
RO/RO(T-AKR),OTHER,2,0
RO/RO(T-AKR),OTHER,3,0
RO/RO(T-AKR),OTHER,4,0
RO/RO(T-AKR),OTHER,5,0
RO/RO(T-AKR),OTHER,6,0
RO/RO(T-AKR),RORO,1,0
RO/RO(T-AKR),RORO,2,9000
RO/RO(T-AKR),RORO,3,6900
RO/RO(T-AKR),RORO,4,0
RO/RO(T-AKR),RORO,5,0
RO/RO(T-AKR),RORO,6,0
RO/RO(T-AKR),RORO/CONTNR,1,0
RO/RO(T-AKR),RORO/CONTNR,2,9000
RO/RO(T-AKR),RORO/CONTNR,3,6900
RO/RO(T-AKR),RORO/CONTNR,4,0
RO/RO(T-AKR),RORO/CONTNR,5,0
RO/RO(T-AKR),RORO/CONTNR,6,0
RO/RO(T-AKR),TANKER,1,0
RO/RO(T-AKR),TANKER,2,0
RO/RO(T-AKR),TANKER,3,0
RO/RO(T-AKR),TANKER,4,0
RO/RO(T-AKR),TANKER,5,0
RO/RO(T-AKR),TANKER,6,0
RO/RO(T-AKR),VISA,1,0
RO/RO(T-AKR),VISA,2,0
RO/RO(T-AKR),VISA,3,0
RO/RO(T-AKR),VISA,4,0
RO/RO(T-AKR),VISA,5,0
RO/RO(T-AKR),VISA,6,0
T-ACS,ALL-PURPOSE,1,0
T-ACS,ALL-PURPOSE,2,2800
T-ACS,ALL-PURPOSE,3,2800
T-ACS,ALL-PURPOSE,4,7000
T-ACS,ALL-PURPOSE,5,5000
T-ACS,ALL-PURPOSE,6,0
T-ACS,BARGE,1,0
T-ACS,BARGE,2,0
T-ACS,BARGE,3,0
T-ACS,BARGE,4,0
T-ACS,BARGE,5,0
T-ACS,BARGE,6,0
T-ACS,BBULK/AMMO,1,0
T-ACS,BBULK/AMMO,2,0
T-ACS,BBULK/AMMO,3,0
T-ACS,BBULK/AMMO,4,800
T-ACS,BBULK/AMMO,5,0
T-ACS,BBULK/AMMO,6,0
T-ACS,BBULK/CONTNR,1,0
T-ACS,BBULK/CONTNR,2,2800
T-ACS,BBULK/CONTNR,3,2800
T-ACS,BBULK/CONTNR,4,0
T-ACS,BBULK/CONTNR,5,0
T-ACS,BBULK/CONTNR,6,0
T-ACS,BBULK/RORO,1,0
T-ACS,BBULK/RORO,2,0
T-ACS,BBULK/RORO,3,0
T-ACS,BBULK/RORO,4,0
T-ACS,BBULK/RORO,5,0
T-ACS,BBULK/RORO,6,0
T-ACS,BREAKBULK,1,0
T-ACS,BREAKBULK,2,0
T-ACS,BREAKBULK,3,0
T-ACS,BREAKBULK,4,0
T-ACS,BREAKBULK,5,0
T-ACS,BREAKBULK,6,0
T-ACS,CONT/AMMO,1,0
T-ACS,CONT/AMMO,2,0
T-ACS,CONT/AMMO,3,0
T-ACS,CONT/AMMO,4,7000
T-ACS,CONT/AMMO,5,0
T-ACS,CONT/AMMO,6,0
T-ACS,CONTAINER,1,0
T-ACS,CONTAINER,2,2800
T-ACS,CONTAINER,3,2800
T-ACS,CONTAINER,4,7000
T-ACS,CONTAINER,5,0
T-ACS,CONTAINER,6,0
T-ACS,DOCK,1,0
T-ACS,DOCK,2,0
T-ACS,DOCK,3,0
T-ACS,DOCK,4,0
T-ACS,DOCK,5,0
T-ACS,DOCK,6,0
T-ACS,GENERAL PURP,1,0
T-ACS,GENERAL PURP,2,2800
T-ACS,GENERAL PURP,3,2800
T-ACS,GENERAL PURP,4,7000
T-ACS,GENERAL PURP,5,5000
T-ACS,GENERAL PURP,6,0
T-ACS,INTRA WATER,1,0
T-ACS,INTRA WATER,2,0
T-ACS,INTRA WATER,3,0
T-ACS,INTRA WATER,4,0
T-ACS,INTRA WATER,5,0
T-ACS,INTRA WATER,6,0
T-ACS,JLOTS,1,0
T-ACS,JLOTS,2,0
T-ACS,JLOTS,3,0
T-ACS,JLOTS,4,0
T-ACS,JLOTS,5,0
T-ACS,JLOTS,6,0
T-ACS,LIGHTER,1,0
T-ACS,LIGHTER,2,0
T-ACS,LIGHTER,3,0
T-ACS,LIGHTER,4,0
T-ACS,LIGHTER,5,0
T-ACS,LIGHTER,6,0
T-ACS,OTHER,1,0
T-ACS,OTHER,2,0
T-ACS,OTHER,3,0
T-ACS,OTHER,4,0
T-ACS,OTHER,5,0
T-ACS,OTHER,6,0
T-ACS,RORO,1,0
T-ACS,RORO,2,0
T-ACS,RORO,3,0
T-ACS,RORO,4,0
T-ACS,RORO,5,0
T-ACS,RORO,6,0
T-ACS,RORO/CONTNR,1,0
