Ship Type,Berth Type,Commodity Class,Transfer Rate
T-ACS,RORO/CONTNR,2,2800
T-ACS,RORO/CONTNR,3,2800
T-ACS,RORO/CONTNR,4,0
T-ACS,RORO/CONTNR,5,0
T-ACS,RORO/CONTNR,6,0
T-ACS,TANKER,1,0
T-ACS,TANKER,2,0
T-ACS,TANKER,3,0
T-ACS,TANKER,4,0
T-ACS,TANKER,5,0
T-ACS,TANKER,6,0
T-ACS,VISA,1,0
T-ACS,VISA,2,0
T-ACS,VISA,3,0
T-ACS,VISA,4,0
T-ACS,VISA,5,0
T-ACS,VISA,6,0
T-AH,ALL-PURPOSE,1,0
T-AH,ALL-PURPOSE,2,0
T-AH,ALL-PURPOSE,3,0
T-AH,ALL-PURPOSE,4,0
T-AH,ALL-PURPOSE,5,5000
T-AH,ALL-PURPOSE,6,0
T-AH,BARGE,1,0
T-AH,BARGE,2,0
T-AH,BARGE,3,0
T-AH,BARGE,4,0
T-AH,BARGE,5,0
T-AH,BARGE,6,0
T-AH,BBULK/AMMO,1,0
T-AH,BBULK/AMMO,2,0
T-AH,BBULK/AMMO,3,0
T-AH,BBULK/AMMO,4,0
T-AH,BBULK/AMMO,5,0
T-AH,BBULK/AMMO,6,0
T-AH,BBULK/CONTNR,1,0
T-AH,BBULK/CONTNR,2,0
T-AH,BBULK/CONTNR,3,0
T-AH,BBULK/CONTNR,4,0
T-AH,BBULK/CONTNR,5,0
T-AH,BBULK/CONTNR,6,0
T-AH,BBULK/RORO,1,0
T-AH,BBULK/RORO,2,0
T-AH,BBULK/RORO,3,0
T-AH,BBULK/RORO,4,0
T-AH,BBULK/RORO,5,0
T-AH,BBULK/RORO,6,0
T-AH,BREAKBULK,1,0
T-AH,BREAKBULK,2,0
T-AH,BREAKBULK,3,0
T-AH,BREAKBULK,4,0
T-AH,BREAKBULK,5,0
T-AH,BREAKBULK,6,0
T-AH,CONT/AMMO,1,0
T-AH,CONT/AMMO,2,0
T-AH,CONT/AMMO,3,0
T-AH,CONT/AMMO,4,0
T-AH,CONT/AMMO,5,0
T-AH,CONT/AMMO,6,0
T-AH,CONTAINER,1,0
T-AH,CONTAINER,2,0
T-AH,CONTAINER,3,0
T-AH,CONTAINER,4,0
T-AH,CONTAINER,5,0
T-AH,CONTAINER,6,0
T-AH,DOCK,1,0
T-AH,DOCK,2,0
T-AH,DOCK,3,0
T-AH,DOCK,4,0
T-AH,DOCK,5,0
T-AH,DOCK,6,0
T-AH,GENERAL PURP,1,0
T-AH,GENERAL PURP,2,0
T-AH,GENERAL PURP,3,0
T-AH,GENERAL PURP,4,0
T-AH,GENERAL PURP,5,5000
T-AH,GENERAL PURP,6,0
T-AH,INTRA WATER,1,0
T-AH,INTRA WATER,2,0
T-AH,INTRA WATER,3,0
T-AH,INTRA WATER,4,0
T-AH,INTRA WATER,5,0
T-AH,INTRA WATER,6,0
T-AH,JLOTS,1,0
T-AH,JLOTS,2,0
T-AH,JLOTS,3,0
T-AH,JLOTS,4,0
T-AH,JLOTS,5,0
T-AH,JLOTS,6,0
T-AH,LIGHTER,1,0
T-AH,LIGHTER,2,0
T-AH,LIGHTER,3,0
T-AH,LIGHTER,4,0
T-AH,LIGHTER,5,0
T-AH,LIGHTER,6,0
T-AH,OTHER,1,0
T-AH,OTHER,2,0
T-AH,OTHER,3,0
T-AH,OTHER,4,0
T-AH,OTHER,5,0
T-AH,OTHER,6,0
T-AH,RORO,1,0
T-AH,RORO,2,0
T-AH,RORO,3,0
T-AH,RORO,4,0
T-AH,RORO,5,0
T-AH,RORO,6,0
T-AH,RORO/CONTNR,1,0
T-AH,RORO/CONTNR,2,0
T-AH,RORO/CONTNR,3,0
T-AH,RORO/CONTNR,4,0
T-AH,RORO/CONTNR,5,0
T-AH,RORO/CONTNR,6,0
T-AH,TANKER,1,0
T-AH,TANKER,2,0
T-AH,TANKER,3,0
T-AH,TANKER,4,0
T-AH,TANKER,5,0
T-AH,TANKER,6,0
T-AH,VISA,1,0
T-AH,VISA,2,0
T-AH,VISA,3,0
T-AH,VISA,4,0
T-AH,VISA,5,0
T-AH,VISA,6,0
VISA CONT,ALL-PURPOSE,1,0
VISA CONT,ALL-PURPOSE,2,0
VISA CONT,ALL-PURPOSE,3,0
VISA CONT,ALL-PURPOSE,4,0
VISA CONT,ALL-PURPOSE,5,5000
VISA CONT,ALL-PURPOSE,6,0
VISA CONT,BARGE,1,0
VISA CONT,BARGE,2,0
VISA CONT,BARGE,3,0
VISA CONT,BARGE,4,0
VISA CONT,BARGE,5,0
VISA CONT,BARGE,6,0
VISA CONT,BBULK/AMMO,1,0
VISA CONT,BBULK/AMMO,2,0
VISA CONT,BBULK/AMMO,3,0
VISA CONT,BBULK/AMMO,4,0
VISA CONT,BBULK/AMMO,5,0
VISA CONT,BBULK/AMMO,6,0
VISA CONT,BBULK/CONTNR,1,0
VISA CONT,BBULK/CONTNR,2,0
VISA CONT,BBULK/CONTNR,3,0
VISA CONT,BBULK/CONTNR,4,0
VISA CONT,BBULK/CONTNR,5,0
VISA CONT,BBULK/CONTNR,6,0
VISA CONT,BBULK/RORO,1,0
VISA CONT,BBULK/RORO,2,0
VISA CONT,BBULK/RORO,3,0
VISA CONT,BBULK/RORO,4,0
VISA CONT,BBULK/RORO,5,0
VISA CONT,BBULK/RORO,6,0
VISA CONT,BREAKBULK,1,0
VISA CONT,BREAKBULK,2,0
VISA CONT,BREAKBULK,3,0
VISA CONT,BREAKBULK,4,0
VISA CONT,BREAKBULK,5,0
VISA CONT,BREAKBULK,6,0
VISA CONT,CONT/AMMO,1,0
VISA CONT,CONT/AMMO,2,0
VISA CONT,CONT/AMMO,3,0
VISA CONT,CONT/AMMO,4,0
VISA CONT,CONT/AMMO,5,0
VISA CONT,CONT/AMMO,6,0
VISA CONT,CONTAINER,1,0
VISA CONT,CONTAINER,2,0
VISA CONT,CONTAINER,3,0
VISA CONT,CONTAINER,4,0
VISA CONT,CONTAINER,5,0
VISA CONT,CONTAINER,6,0
VISA CONT,DOCK,1,0
VISA CONT,DOCK,2,0
VISA CONT,DOCK,3,0
VISA CONT,DOCK,4,0
VISA CONT,DOCK,5,0
VISA CONT,DOCK,6,0
VISA CONT,GENERAL PURP,1,0
VISA CONT,GENERAL PURP,2,0
VISA CONT,GENERAL PURP,3,0
VISA CONT,GENERAL PURP,4,0
VISA CONT,GENERAL PURP,5,5000
VISA CONT,GENERAL PURP,6,0
VISA CONT,INTRA WATER,1,0
VISA CONT,INTRA WATER,2,0
VISA CONT,INTRA WATER,3,0
VISA CONT,INTRA WATER,4,0
VISA CONT,INTRA WATER,5,0
VISA CONT,INTRA WATER,6,0
VISA CONT,JLOTS,1,0
VISA CONT,JLOTS,2,0
VISA CONT,JLOTS,3,0
VISA CONT,JLOTS,4,0
VISA CONT,JLOTS,5,0
VISA CONT,JLOTS,6,0
VISA CONT,LIGHTER,1,0
VISA CONT,LIGHTER,2,0
VISA CONT,LIGHTER,3,0
VISA CONT,LIGHTER,4,0
VISA CONT,LIGHTER,5,0
VISA CONT,LIGHTER,6,0
VISA CONT,OTHER,1,0
VISA CONT,OTHER,2,0
VISA CONT,OTHER,3,0
VISA CONT,OTHER,4,0
VISA CONT,OTHER,5,0
VISA CONT,OTHER,6,0
VISA CONT,RORO,1,0
VISA CONT,RORO,2,0
VISA CONT,RORO,3,0
VISA CONT,RORO,4,0
VISA CONT,RORO,5,0
VISA CONT,RORO,6,0
VISA CONT,RORO/CONTNR,1,0
VISA CONT,RORO/CONTNR,2,0
VISA CONT,RORO/CONTNR,3,0
VISA CONT,RORO/CONTNR,4,0
VISA CONT,RORO/CONTNR,5,0
VISA CONT,RORO/CONTNR,6,0
VISA CONT,TANKER,1,0
VISA CONT,TANKER,2,0
VISA CONT,TANKER,3,0
VISA CONT,TANKER,4,0
VISA CONT,TANKER,5,0
VISA CONT,TANKER,6,0
VISA CONT,VISA,1,0
VISA CONT,VISA,2,0
VISA CONT,VISA,3,5600
VISA CONT,VISA,4,0
VISA CONT,VISA,5,0
VISA CONT,VISA,6,0
