Ship Type,Berth Type,Commodity Class,Transfer Rate
CLF,JLOTS,AF-SUPPORT,0
CLF,JLOTS,AF-PREPO,0
CLF,JLOTS,MARINE-PREPO,0
CLF,JLOTS,ARMY-PREPO,0
CLF,JLOTS,AIRBORNE,0
CLF,LIGHTER,AF-AIRCRAFT,0
CLF,LIGHTER,AF-SUPPORT,0
CLF,LIGHTER,AF-PREPO,0
CLF,LIGHTER,MARINE-PREPO,0
CLF,LIGHTER,ARMY-PREPO,0
CLF,LIGHTER,AIRBORNE,0
CLF,OTHER,AF-AIRCRAFT,0
CLF,OTHER,AF-SUPPORT,0
CLF,OTHER,AF-PREPO,0
CLF,OTHER,MARINE-PREPO,0
CLF,OTHER,ARMY-PREPO,0
CLF,OTHER,AIRBORNE,0
CLF,RORO,AF-AIRCRAFT,0
CLF,RORO,AF-SUPPORT,1800
CLF,RORO,AF-PREPO,1800
CLF,RORO,MARINE-PREPO,0
CLF,RORO,ARMY-PREPO,0
CLF,RORO,AIRBORNE,0
CLF,RORO/CONTNR,AF-AIRCRAFT,0
CLF,RORO/CONTNR,AF-SUPPORT,1800
CLF,RORO/CONTNR,AF-PREPO,1800
CLF,RORO/CONTNR,MARINE-PREPO,0
CLF,RORO/CONTNR,ARMY-PREPO,0
CLF,RORO/CONTNR,AIRBORNE,0
CLF,TANKER,AF-AIRCRAFT,0
CLF,TANKER,AF-SUPPORT,0
CLF,TANKER,AF-PREPO,0
CLF,TANKER,MARINE-PREPO,0
CLF,TANKER,ARMY-PREPO,0
CLF,TANKER,AIRBORNE,0
CLF,VISA,AF-AIRCRAFT,0
CLF,VISA,AF-SUPPORT,0
CLF,VISA,AF-PREPO,0
CLF,VISA,MARINE-PREPO,0
CLF,VISA,ARMY-PREPO,0
CLF,VISA,AIRBORNE,0
COMBO,ALL-PURPOSE,AF-AIRCRAFT,0
COMBO,ALL-PURPOSE,AF-SUPPORT,7000
COMBO,ALL-PURPOSE,AF-PREPO,7000
COMBO,ALL-PURPOSE,MARINE-PREPO,4600
COMBO,ALL-PURPOSE,ARMY-PREPO,5000
COMBO,ALL-PURPOSE,AIRBORNE,0
COMBO,BARGE,AF-AIRCRAFT,0
COMBO,BARGE,AF-SUPPORT,0
COMBO,BARGE,AF-PREPO,0
COMBO,BARGE,MARINE-PREPO,0
COMBO,BARGE,ARMY-PREPO,0
COMBO,BARGE,AIRBORNE,0
COMBO,BBULK/AMMO,AF-AIRCRAFT,0
COMBO,BBULK/AMMO,AF-SUPPORT,0
COMBO,BBULK/AMMO,AF-PREPO,0
COMBO,BBULK/AMMO,MARINE-PREPO,2800
COMBO,BBULK/AMMO,ARMY-PREPO,0
COMBO,BBULK/AMMO,AIRBORNE,0
COMBO,BBULK/CONTNR,AF-AIRCRAFT,0
COMBO,BBULK/CONTNR,AF-SUPPORT,0
COMBO,BBULK/CONTNR,AF-PREPO,0
COMBO,BBULK/CONTNR,MARINE-PREPO,0
COMBO,BBULK/CONTNR,ARMY-PREPO,0
COMBO,BBULK/CONTNR,AIRBORNE,0
COMBO,BBULK/RORO,AF-AIRCRAFT,0
COMBO,BBULK/RORO,AF-SUPPORT,4600
COMBO,BBULK/RORO,AF-PREPO,4600
COMBO,BBULK/RORO,MARINE-PREPO,0
COMBO,BBULK/RORO,ARMY-PREPO,0
COMBO,BBULK/RORO,AIRBORNE,0
COMBO,BREAKBULK,AF-AIRCRAFT,0
COMBO,BREAKBULK,AF-SUPPORT,0
COMBO,BREAKBULK,AF-PREPO,0
COMBO,BREAKBULK,MARINE-PREPO,0
COMBO,BREAKBULK,ARMY-PREPO,0
COMBO,BREAKBULK,AIRBORNE,0
COMBO,CONT/AMMO,AF-AIRCRAFT,0
COMBO,CONT/AMMO,AF-SUPPORT,0
COMBO,CONT/AMMO,AF-PREPO,0
COMBO,CONT/AMMO,MARINE-PREPO,7000
COMBO,CONT/AMMO,ARMY-PREPO,0
COMBO,CONT/AMMO,AIRBORNE,0
COMBO,CONTAINER,AF-AIRCRAFT,0
COMBO,CONTAINER,AF-SUPPORT,7000
COMBO,CONTAINER,AF-PREPO,7000
COMBO,CONTAINER,MARINE-PREPO,4600
COMBO,CONTAINER,ARMY-PREPO,0
COMBO,CONTAINER,AIRBORNE,0
COMBO,DOCK,AF-AIRCRAFT,0
COMBO,DOCK,AF-SUPPORT,0
COMBO,DOCK,AF-PREPO,0
COMBO,DOCK,MARINE-PREPO,0
COMBO,DOCK,ARMY-PREPO,0
COMBO,DOCK,AIRBORNE,0
COMBO,GENERAL PURP,AF-AIRCRAFT,0
COMBO,GENERAL PURP,AF-SUPPORT,7000
COMBO,GENERAL PURP,AF-PREPO,7000
COMBO,GENERAL PURP,MARINE-PREPO,4600
COMBO,GENERAL PURP,ARMY-PREPO,5000
COMBO,GENERAL PURP,AIRBORNE,0
COMBO,INTRA WATER,AF-AIRCRAFT,0
COMBO,INTRA WATER,AF-SUPPORT,0
COMBO,INTRA WATER,AF-PREPO,0
COMBO,INTRA WATER,MARINE-PREPO,0
COMBO,INTRA WATER,ARMY-PREPO,0
COMBO,INTRA WATER,AIRBORNE,0
COMBO,JLOTS,AF-AIRCRAFT,0
COMBO,JLOTS,AF-SUPPORT,2400
COMBO,JLOTS,AF-PREPO,2400
COMBO,JLOTS,MARINE-PREPO,2400
COMBO,JLOTS,ARMY-PREPO,0
COMBO,JLOTS,AIRBORNE,0
COMBO,LIGHTER,AF-AIRCRAFT,0
COMBO,LIGHTER,AF-SUPPORT,0
COMBO,LIGHTER,AF-PREPO,0
COMBO,LIGHTER,MARINE-PREPO,0
COMBO,LIGHTER,ARMY-PREPO,0
COMBO,LIGHTER,AIRBORNE,0
COMBO,OTHER,AF-AIRCRAFT,0
COMBO,OTHER,AF-SUPPORT,0
COMBO,OTHER,AF-PREPO,0
COMBO,OTHER,MARINE-PREPO,0
COMBO,OTHER,ARMY-PREPO,0
COMBO,OTHER,AIRBORNE,0
COMBO,RORO,AF-AIRCRAFT,0
COMBO,RORO,AF-SUPPORT,4600
COMBO,RORO,AF-PREPO,4600
COMBO,RORO,MARINE-PREPO,0
COMBO,RORO,ARMY-PREPO,0
COMBO,RORO,AIRBORNE,0
COMBO,RORO/CONTNR,AF-AIRCRAFT,0
COMBO,RORO/CONTNR,AF-SUPPORT,7000
COMBO,RORO/CONTNR,AF-PREPO,7000
COMBO,RORO/CONTNR,MARINE-PREPO,0
COMBO,RORO/CONTNR,ARMY-PREPO,0
COMBO,RORO/CONTNR,AIRBORNE,0
COMBO,TANKER,AF-AIRCRAFT,0
COMBO,TANKER,AF-SUPPORT,0
COMBO,TANKER,AF-PREPO,0
COMBO,TANKER,MARINE-PREPO,0
COMBO,TANKER,ARMY-PREPO,0
COMBO,TANKER,AIRBORNE,0
COMBO,VISA,AF-AIRCRAFT,0
COMBO,VISA,AF-SUPPORT,0
COMBO,VISA,AF-PREPO,0
COMBO,VISA,MARINE-PREPO,0
COMBO,VISA,ARMY-PREPO,0
COMBO,VISA,AIRBORNE,0
CONT-NSS,ALL-PURPOSE,AF-AIRCRAFT,0
CONT-NSS,ALL-PURPOSE,AF-SUPPORT,3000
CONT-NSS,ALL-PURPOSE,AF-PREPO,5600
CONT-NSS,ALL-PURPOSE,MARINE-PREPO,7000
CONT-NSS,ALL-PURPOSE,ARMY-PREPO,5000
CONT-NSS,ALL-PURPOSE,AIRBORNE,0
CONT-NSS,BARGE,AF-AIRCRAFT,0
CONT-NSS,BARGE,AF-SUPPORT,0
CONT-NSS,BARGE,AF-PREPO,0
CONT-NSS,BARGE,MARINE-PREPO,0
CONT-NSS,BARGE,ARMY-PREPO,0
CONT-NSS,BARGE,AIRBORNE,0
CONT-NSS,BBULK/AMMO,AF-AIRCRAFT,0
CONT-NSS,BBULK/AMMO,AF-SUPPORT,0
CONT-NSS,BBULK/AMMO,AF-PREPO,0
CONT-NSS,BBULK/AMMO,MARINE-PREPO,2800
CONT-NSS,BBULK/AMMO,ARMY-PREPO,0
CONT-NSS,BBULK/AMMO,AIRBORNE,0
CONT-NSS,BBULK/CONTNR,AF-AIRCRAFT,0
CONT-NSS,BBULK/CONTNR,AF-SUPPORT,3000
CONT-NSS,BBULK/CONTNR,AF-PREPO,5600
CONT-NSS,BBULK/CONTNR,MARINE-PREPO,0
CONT-NSS,BBULK/CONTNR,ARMY-PREPO,0
CONT-NSS,BBULK/CONTNR,AIRBORNE,0
CONT-NSS,BBULK/RORO,AF-AIRCRAFT,0
CONT-NSS,BBULK/RORO,AF-SUPPORT,0
CONT-NSS,BBULK/RORO,AF-PREPO,0
CONT-NSS,BBULK/RORO,MARINE-PREPO,0
CONT-NSS,BBULK/RORO,ARMY-PREPO,0
CONT-NSS,BBULK/RORO,AIRBORNE,0
CONT-NSS,BREAKBULK,AF-AIRCRAFT,0
CONT-NSS,BREAKBULK,AF-SUPPORT,0
CONT-NSS,BREAKBULK,AF-PREPO,0
CONT-NSS,BREAKBULK,MARINE-PREPO,0
CONT-NSS,BREAKBULK,ARMY-PREPO,0
CONT-NSS,BREAKBULK,AIRBORNE,0
CONT-NSS,CONT/AMMO,AF-AIRCRAFT,0
CONT-NSS,CONT/AMMO,AF-SUPPORT,0
CONT-NSS,CONT/AMMO,AF-PREPO,0
CONT-NSS,CONT/AMMO,MARINE-PREPO,7000
CONT-NSS,CONT/AMMO,ARMY-PREPO,0
CONT-NSS,CONT/AMMO,AIRBORNE,0
CONT-NSS,CONTAINER,AF-AIRCRAFT,0
CONT-NSS,CONTAINER,AF-SUPPORT,3000
CONT-NSS,CONTAINER,AF-PREPO,5600
CONT-NSS,CONTAINER,MARINE-PREPO,7000
CONT-NSS,CONTAINER,ARMY-PREPO,0
CONT-NSS,CONTAINER,AIRBORNE,0
CONT-NSS,DOCK,AF-AIRCRAFT,0
CONT-NSS,DOCK,AF-SUPPORT,0
CONT-NSS,DOCK,AF-PREPO,0
CONT-NSS,DOCK,MARINE-PREPO,0
CONT-NSS,DOCK,ARMY-PREPO,0
CONT-NSS,DOCK,AIRBORNE,0
CONT-NSS,GENERAL PURP,AF-AIRCRAFT,0
CONT-NSS,GENERAL PURP,AF-SUPPORT,3000
CONT-NSS,GENERAL PURP,AF-PREPO,5600
CONT-NSS,GENERAL PURP,MARINE-PREPO,7000
CONT-NSS,GENERAL PURP,ARMY-PREPO,5000
CONT-NSS,GENERAL PURP,AIRBORNE,0
CONT-NSS,INTRA WATER,AF-AIRCRAFT,0
CONT-NSS,INTRA WATER,AF-SUPPORT,0
CONT-NSS,INTRA WATER,AF-PREPO,0
CONT-NSS,INTRA WATER,MARINE-PREPO,0
CONT-NSS,INTRA WATER,ARMY-PREPO,0
CONT-NSS,INTRA WATER,AIRBORNE,0
CONT-NSS,JLOTS,AF-AIRCRAFT,0
CONT-NSS,JLOTS,AF-SUPPORT,0
CONT-NSS,JLOTS,AF-PREPO,0
CONT-NSS,JLOTS,MARINE-PREPO,0
CONT-NSS,JLOTS,ARMY-PREPO,0
CONT-NSS,JLOTS,AIRBORNE,0
CONT-NSS,LIGHTER,AF-AIRCRAFT,0
CONT-NSS,LIGHTER,AF-SUPPORT,0
CONT-NSS,LIGHTER,AF-PREPO,0
CONT-NSS,LIGHTER,MARINE-PREPO,0
CONT-NSS,LIGHTER,ARMY-PREPO,0
CONT-NSS,LIGHTER,AIRBORNE,0
CONT-NSS,OTHER,AF-AIRCRAFT,0
CONT-NSS,OTHER,AF-SUPPORT,0
CONT-NSS,OTHER,AF-PREPO,0
CONT-NSS,OTHER,MARINE-PREPO,0
CONT-NSS,OTHER,ARMY-PREPO,0
CONT-NSS,OTHER,AIRBORNE,0
CONT-NSS,RORO,AF-AIRCRAFT,0
CONT-NSS,RORO,AF-SUPPORT,0
CONT-NSS,RORO,AF-PREPO,0
CONT-NSS,RORO,MARINE-PREPO,0
CONT-NSS,RORO,ARMY-PREPO,0
CONT-NSS,RORO,AIRBORNE,0
CONT-NSS,RORO/CONTNR,AF-AIRCRAFT,0
CONT-NSS,RORO/CONTNR,AF-SUPPORT,3000
CONT-NSS,RORO/CONTNR,AF-PREPO,5600
CONT-NSS,RORO/CONTNR,MARINE-PREPO,0
CONT-NSS,RORO/CONTNR,ARMY-PREPO,0
CONT-NSS,RORO/CONTNR,AIRBORNE,0
CONT-NSS,TANKER,AF-AIRCRAFT,0
CONT-NSS,TANKER,AF-SUPPORT,0
CONT-NSS,TANKER,AF-PREPO,0
CONT-NSS,TANKER,MARINE-PREPO,0
CONT-NSS,TANKER,ARMY-PREPO,0
CONT-NSS,TANKER,AIRBORNE,0
CONT-NSS,VISA,AF-AIRCRAFT,0
CONT-NSS,VISA,AF-SUPPORT,0
CONT-NSS,VISA,AF-PREPO,0
CONT-NSS,VISA,MARINE-PREPO,0
CONT-NSS,VISA,ARMY-PREPO,0
CONT-NSS,VISA,AIRBORNE,0
CONT-SS,ALL-PURPOSE,AF-AIRCRAFT,0
CONT-SS,ALL-PURPOSE,AF-SUPPORT,4200
CONT-SS,ALL-PURPOSE,AF-PREPO,4200
CONT-SS,ALL-PURPOSE,MARINE-PREPO,7000
CONT-SS,ALL-PURPOSE,ARMY-PREPO,5000
CONT-SS,ALL-PURPOSE,AIRBORNE,0
CONT-SS,BARGE,AF-AIRCRAFT,0
CONT-SS,BARGE,AF-SUPPORT,0
CONT-SS,BARGE,AF-PREPO,0
CONT-SS,BARGE,MARINE-PREPO,0
CONT-SS,BARGE,ARMY-PREPO,0
CONT-SS,BARGE,AIRBORNE,0
CONT-SS,BBULK/AMMO,AF-AIRCRAFT,0
CONT-SS,BBULK/AMMO,AF-SUPPORT,0
CONT-SS,BBULK/AMMO,AF-PREPO,0
CONT-SS,BBULK/AMMO,MARINE-PREPO,2800
CONT-SS,BBULK/AMMO,ARMY-PREPO,0
CONT-SS,BBULK/AMMO,AIRBORNE,0
CONT-SS,BBULK/CONTNR,AF-AIRCRAFT,0
CONT-SS,BBULK/CONTNR,AF-SUPPORT,4200
CONT-SS,BBULK/CONTNR,AF-PREPO,4200
CONT-SS,BBULK/CONTNR,MARINE-PREPO,0
CONT-SS,BBULK/CONTNR,ARMY-PREPO,0
CONT-SS,BBULK/CONTNR,AIRBORNE,0
CONT-SS,BBULK/RORO,AF-AIRCRAFT,0
CONT-SS,BBULK/RORO,AF-SUPPORT,0
CONT-SS,BBULK/RORO,AF-PREPO,0
CONT-SS,BBULK/RORO,MARINE-PREPO,0
CONT-SS,BBULK/RORO,ARMY-PREPO,0
CONT-SS,BBULK/RORO,AIRBORNE,0
CONT-SS,BREAKBULK,AF-AIRCRAFT,0
CONT-SS,BREAKBULK,AF-SUPPORT,0
CONT-SS,BREAKBULK,AF-PREPO,0
CONT-SS,BREAKBULK,MARINE-PREPO,0
CONT-SS,BREAKBULK,ARMY-PREPO,0
CONT-SS,BREAKBULK,AIRBORNE,0
CONT-SS,CONT/AMMO,AF-AIRCRAFT,0
CONT-SS,CONT/AMMO,AF-SUPPORT,0
CONT-SS,CONT/AMMO,AF-PREPO,0
CONT-SS,CONT/AMMO,MARINE-PREPO,7000
CONT-SS,CONT/AMMO,ARMY-PREPO,0
CONT-SS,CONT/AMMO,AIRBORNE,0
CONT-SS,CONTAINER,AF-AIRCRAFT,0
CONT-SS,CONTAINER,AF-SUPPORT,4200
CONT-SS,CONTAINER,AF-PREPO,4200
CONT-SS,CONTAINER,MARINE-PREPO,7000
CONT-SS,CONTAINER,ARMY-PREPO,0
CONT-SS,CONTAINER,AIRBORNE,0
CONT-SS,DOCK,AF-AIRCRAFT,0
CONT-SS,DOCK,AF-SUPPORT,0
CONT-SS,DOCK,AF-PREPO,0
CONT-SS,DOCK,MARINE-PREPO,0
CONT-SS,DOCK,ARMY-PREPO,0
CONT-SS,DOCK,AIRBORNE,0
CONT-SS,GENERAL PURP,AF-AIRCRAFT,0
CONT-SS,GENERAL PURP,AF-SUPPORT,4200
CONT-SS,GENERAL PURP,AF-PREPO,4200
CONT-SS,GENERAL PURP,MARINE-PREPO,7000
CONT-SS,GENERAL PURP,ARMY-PREPO,5000
CONT-SS,GENERAL PURP,AIRBORNE,0
CONT-SS,INTRA WATER,AF-AIRCRAFT,0
CONT-SS,INTRA WATER,AF-SUPPORT,0
CONT-SS,INTRA WATER,AF-PREPO,0
CONT-SS,INTRA WATER,MARINE-PREPO,0
CONT-SS,INTRA WATER,ARMY-PREPO,0
CONT-SS,INTRA WATER,AIRBORNE,0
CONT-SS,JLOTS,AF-AIRCRAFT,0
CONT-SS,JLOTS,AF-SUPPORT,0
CONT-SS,JLOTS,AF-PREPO,0
CONT-SS,JLOTS,MARINE-PREPO,0
CONT-SS,JLOTS,ARMY-PREPO,0
CONT-SS,JLOTS,AIRBORNE,0
CONT-SS,LIGHTER,AF-AIRCRAFT,0
CONT-SS,LIGHTER,AF-SUPPORT,0
CONT-SS,LIGHTER,AF-PREPO,0
CONT-SS,LIGHTER,MARINE-PREPO,0
CONT-SS,LIGHTER,ARMY-PREPO,0
CONT-SS,LIGHTER,AIRBORNE,0
CONT-SS,OTHER,AF-AIRCRAFT,0
CONT-SS,OTHER,AF-SUPPORT,0
CONT-SS,OTHER,AF-PREPO,0
CONT-SS,OTHER,MARINE-PREPO,0
CONT-SS,OTHER,ARMY-PREPO,0
CONT-SS,OTHER,AIRBORNE,0
CONT-SS,RORO,AF-AIRCRAFT,0
CONT-SS,RORO,AF-SUPPORT,0
CONT-SS,RORO,AF-PREPO,0
CONT-SS,RORO,MARINE-PREPO,0
CONT-SS,RORO,ARMY-PREPO,0
CONT-SS,RORO,AIRBORNE,0
CONT-SS,RORO/CONTNR,AF-AIRCRAFT,0
CONT-SS,RORO/CONTNR,AF-SUPPORT,4200
CONT-SS,RORO/CONTNR,AF-PREPO,4200
CONT-SS,RORO/CONTNR,MARINE-PREPO,0
CONT-SS,RORO/CONTNR,ARMY-PREPO,0
CONT-SS,RORO/CONTNR,AIRBORNE,0
CONT-SS,TANKER,AF-AIRCRAFT,0
CONT-SS,TANKER,AF-SUPPORT,0
CONT-SS,TANKER,AF-PREPO,0
CONT-SS,TANKER,MARINE-PREPO,0
CONT-SS,TANKER,ARMY-PREPO,0
CONT-SS,TANKER,AIRBORNE,0
CONT-SS,VISA,AF-AIRCRAFT,0
CONT-SS,VISA,AF-SUPPORT,0
CONT-SS,VISA,AF-PREPO,0
CONT-SS,VISA,MARINE-PREPO,0
CONT-SS,VISA,ARMY-PREPO,0
CONT-SS,VISA,AIRBORNE,0
FSS,ALL-PURPOSE,AF-AIRCRAFT,0
FSS,ALL-PURPOSE,AF-SUPPORT,4600
FSS,ALL-PURPOSE,AF-PREPO,4600
FSS,ALL-PURPOSE,MARINE-PREPO,4600
FSS,ALL-PURPOSE,ARMY-PREPO,5000
FSS,ALL-PURPOSE,AIRBORNE,0
FSS,BARGE,AF-AIRCRAFT,0
FSS,BARGE,AF-SUPPORT,0
FSS,BARGE,AF-PREPO,0
FSS,BARGE,MARINE-PREPO,0
FSS,BARGE,ARMY-PREPO,0
FSS,BARGE,AIRBORNE,0
FSS,BBULK/AMMO,AF-AIRCRAFT,0
FSS,BBULK/AMMO,AF-SUPPORT,0
FSS,BBULK/AMMO,AF-PREPO,0
FSS,BBULK/AMMO,MARINE-PREPO,0
FSS,BBULK/AMMO,ARMY-PREPO,0
FSS,BBULK/AMMO,AIRBORNE,0
FSS,BBULK/CONTNR,AF-AIRCRAFT,0
FSS,BBULK/CONTNR,AF-SUPPORT,4600
FSS,BBULK/CONTNR,AF-PREPO,4600
FSS,BBULK/CONTNR,MARINE-PREPO,4600
FSS,BBULK/CONTNR,ARMY-PREPO,0
FSS,BBULK/CONTNR,AIRBORNE,0
FSS,BBULK/RORO,AF-AIRCRAFT,0
FSS,BBULK/RORO,AF-SUPPORT,4600
FSS,BBULK/RORO,AF-PREPO,4600
FSS,BBULK/RORO,MARINE-PREPO,0
FSS,BBULK/RORO,ARMY-PREPO,0
FSS,BBULK/RORO,AIRBORNE,0
FSS,BREAKBULK,AF-AIRCRAFT,0
FSS,BREAKBULK,AF-SUPPORT,0
FSS,BREAKBULK,AF-PREPO,0
FSS,BREAKBULK,MARINE-PREPO,0
FSS,BREAKBULK,ARMY-PREPO,0
FSS,BREAKBULK,AIRBORNE,0
FSS,CONT/AMMO,AF-AIRCRAFT,0
FSS,CONT/AMMO,AF-SUPPORT,0
FSS,CONT/AMMO,AF-PREPO,0
FSS,CONT/AMMO,MARINE-PREPO,4600
FSS,CONT/AMMO,ARMY-PREPO,0
FSS,CONT/AMMO,AIRBORNE,0
FSS,CONTAINER,AF-AIRCRAFT,0
FSS,CONTAINER,AF-SUPPORT,4600
FSS,CONTAINER,AF-PREPO,4600
FSS,CONTAINER,MARINE-PREPO,4600
FSS,CONTAINER,ARMY-PREPO,0
FSS,CONTAINER,AIRBORNE,0
FSS,DOCK,AF-AIRCRAFT,0
FSS,DOCK,AF-SUPPORT,0
FSS,DOCK,AF-PREPO,0
FSS,DOCK,MARINE-PREPO,0
FSS,DOCK,ARMY-PREPO,0
FSS,DOCK,AIRBORNE,0
FSS,GENERAL PURP,AF-AIRCRAFT,0
FSS,GENERAL PURP,AF-SUPPORT,4600
FSS,GENERAL PURP,AF-PREPO,4600
FSS,GENERAL PURP,MARINE-PREPO,4600
FSS,GENERAL PURP,ARMY-PREPO,5000
FSS,GENERAL PURP,AIRBORNE,0
FSS,INTRA WATER,AF-AIRCRAFT,0
FSS,INTRA WATER,AF-SUPPORT,0
FSS,INTRA WATER,AF-PREPO,0
FSS,INTRA WATER,MARINE-PREPO,0
FSS,INTRA WATER,ARMY-PREPO,0
FSS,INTRA WATER,AIRBORNE,0
FSS,JLOTS,AF-AIRCRAFT,0
FSS,JLOTS,AF-SUPPORT,3000
FSS,JLOTS,AF-PREPO,2300
FSS,JLOTS,MARINE-PREPO,2300
FSS,JLOTS,ARMY-PREPO,0
FSS,JLOTS,AIRBORNE,0
FSS,LIGHTER,AF-AIRCRAFT,0
FSS,LIGHTER,AF-SUPPORT,0
FSS,LIGHTER,AF-PREPO,0
FSS,LIGHTER,MARINE-PREPO,0
FSS,LIGHTER,ARMY-PREPO,0
FSS,LIGHTER,AIRBORNE,0
FSS,OTHER,AF-AIRCRAFT,0
FSS,OTHER,AF-SUPPORT,0
FSS,OTHER,AF-PREPO,0
FSS,OTHER,MARINE-PREPO,0
FSS,OTHER,ARMY-PREPO,0
FSS,OTHER,AIRBORNE,0
FSS,RORO,AF-AIRCRAFT,0
FSS,RORO,AF-SUPPORT,4600
FSS,RORO,AF-PREPO,4600
FSS,RORO,MARINE-PREPO,0
FSS,RORO,ARMY-PREPO,0
FSS,RORO,AIRBORNE,0
FSS,RORO/CONTNR,AF-AIRCRAFT,0
FSS,RORO/CONTNR,AF-SUPPORT,4600
FSS,RORO/CONTNR,AF-PREPO,4600
FSS,RORO/CONTNR,MARINE-PREPO,4600
FSS,RORO/CONTNR,ARMY-PREPO,0
FSS,RORO/CONTNR,AIRBORNE,0
FSS,TANKER,AF-AIRCRAFT,0
FSS,TANKER,AF-SUPPORT,0
FSS,TANKER,AF-PREPO,0
FSS,TANKER,MARINE-PREPO,0
FSS,TANKER,ARMY-PREPO,0
FSS,TANKER,AIRBORNE,0
FSS,VISA,AF-AIRCRAFT,0
FSS,VISA,AF-SUPPORT,0
FSS,VISA,AF-PREPO,0
FSS,VISA,MARINE-PREPO,0
FSS,VISA,ARMY-PREPO,0
FSS,VISA,AIRBORNE,0
PAX,ALL-PURPOSE,AF-AIRCRAFT,0
PAX,ALL-PURPOSE,AF-SUPPORT,0
PAX,ALL-PURPOSE,AF-PREPO,0
PAX,ALL-PURPOSE,MARINE-PREPO,0
PAX,ALL-PURPOSE,ARMY-PREPO,5000
PAX,ALL-PURPOSE,AIRBORNE,0
PAX,BARGE,AF-AIRCRAFT,0
PAX,BARGE,AF-SUPPORT,0
PAX,BARGE,AF-PREPO,0
PAX,BARGE,MARINE-PREPO,0
PAX,BARGE,ARMY-PREPO,0
PAX,BARGE,AIRBORNE,0
PAX,BBULK/AMMO,AF-AIRCRAFT,0
PAX,BBULK/AMMO,AF-SUPPORT,0
PAX,BBULK/AMMO,AF-PREPO,0
PAX,BBULK/AMMO,MARINE-PREPO,0
PAX,BBULK/AMMO,ARMY-PREPO,0
PAX,BBULK/AMMO,AIRBORNE,0
PAX,BBULK/CONTNR,AF-AIRCRAFT,0
PAX,BBULK/CONTNR,AF-SUPPORT,0
PAX,BBULK/CONTNR,AF-PREPO,0
PAX,BBULK/CONTNR,MARINE-PREPO,0
PAX,BBULK/CONTNR,ARMY-PREPO,0
PAX,BBULK/CONTNR,AIRBORNE,0
PAX,BBULK/RORO,AF-AIRCRAFT,0
PAX,BBULK/RORO,AF-SUPPORT,0
PAX,BBULK/RORO,AF-PREPO,0
PAX,BBULK/RORO,MARINE-PREPO,0
PAX,BBULK/RORO,ARMY-PREPO,0
PAX,BBULK/RORO,AIRBORNE,0
PAX,BREAKBULK,AF-AIRCRAFT,0
PAX,BREAKBULK,AF-SUPPORT,0
PAX,BREAKBULK,AF-PREPO,0
PAX,BREAKBULK,MARINE-PREPO,0
PAX,BREAKBULK,ARMY-PREPO,0
PAX,BREAKBULK,AIRBORNE,0
PAX,CONT/AMMO,AF-AIRCRAFT,0
PAX,CONT/AMMO,AF-SUPPORT,0
PAX,CONT/AMMO,AF-PREPO,0
PAX,CONT/AMMO,MARINE-PREPO,0
PAX,CONT/AMMO,ARMY-PREPO,0
PAX,CONT/AMMO,AIRBORNE,0
PAX,CONTAINER,AF-AIRCRAFT,0
PAX,CONTAINER,AF-SUPPORT,0
PAX,CONTAINER,AF-PREPO,0
PAX,CONTAINER,MARINE-PREPO,0
PAX,CONTAINER,ARMY-PREPO,0
PAX,CONTAINER,AIRBORNE,0
PAX,DOCK,AF-AIRCRAFT,0
PAX,DOCK,AF-SUPPORT,0
PAX,DOCK,AF-PREPO,0
PAX,DOCK,MARINE-PREPO,0
PAX,DOCK,ARMY-PREPO,0
PAX,DOCK,AIRBORNE,0
PAX,GENERAL PURP,AF-AIRCRAFT,0
PAX,GENERAL PURP,AF-SUPPORT,0
PAX,GENERAL PURP,AF-PREPO,0
PAX,GENERAL PURP,MARINE-PREPO,0
PAX,GENERAL PURP,ARMY-PREPO,5000
PAX,GENERAL PURP,AIRBORNE,0
PAX,INTRA WATER,AF-AIRCRAFT,0
PAX,INTRA WATER,AF-SUPPORT,0
PAX,INTRA WATER,AF-PREPO,0
PAX,INTRA WATER,MARINE-PREPO,0
PAX,INTRA WATER,ARMY-PREPO,0
PAX,INTRA WATER,AIRBORNE,0
PAX,JLOTS,AF-AIRCRAFT,0
PAX,JLOTS,AF-SUPPORT,0
PAX,JLOTS,AF-PREPO,0
PAX,JLOTS,MARINE-PREPO,0
PAX,JLOTS,ARMY-PREPO,0
PAX,JLOTS,AIRBORNE,0
PAX,LIGHTER,AF-AIRCRAFT,0
PAX,LIGHTER,AF-SUPPORT,0
PAX,LIGHTER,AF-PREPO,0
PAX,LIGHTER,MARINE-PREPO,0
PAX,LIGHTER,ARMY-PREPO,0
PAX,LIGHTER,AIRBORNE,0
PAX,OTHER,AF-AIRCRAFT,0
PAX,OTHER,AF-SUPPORT,0
PAX,OTHER,AF-PREPO,0
PAX,OTHER,MARINE-PREPO,0
PAX,OTHER,ARMY-PREPO,0
PAX,OTHER,AIRBORNE,0
PAX,RORO,AF-AIRCRAFT,0
PAX,RORO,AF-SUPPORT,0
PAX,RORO,AF-PREPO,0
PAX,RORO,MARINE-PREPO,0
PAX,RORO,ARMY-PREPO,0
PAX,RORO,AIRBORNE,0
PAX,RORO/CONTNR,AF-AIRCRAFT,0
PAX,RORO/CONTNR,AF-SUPPORT,0
PAX,RORO/CONTNR,AF-PREPO,0
