Name,Active,Quantity,CraneType,SeaportName,GeolocCode,BerthName,BerthType,FromDay,ToDay,NumBerthsServed,BreakbulkOnloadRate,BreakbulkOffloadRate,ContainerOnloadRate,ContainerOffloadRate,AvailableForMilitary
GPENVISA      01_Crane,true,1,MOBILE,FELIXSTOWE,GPEN,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
GPENVISA      01_Crane,true,1,MOBILE,FELIXSTOWE,GPEN,GPENVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
GWZPVISA      01_Crane,true,1,MOBILE,FOS,GWZP,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
GWZPVISA      01_Crane,true,1,MOBILE,FOS,GWZP,GWZPVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
HAGCVISA      01_Crane,true,1,MOBILE,FREEPORT,HAGC,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
HAGCVISA      01_Crane,true,1,MOBILE,FREEPORT,HAGC,HAGCVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
HMGBVISA      01_Crane,true,1,MOBILE,FUJAIRAH,HMGB,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
HMGBVISA      01_Crane,true,1,MOBILE,FUJAIRAH,HMGB,HMGBVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
Container: Gabes berth1 1,true,1,CONTAINER,GABES,HNTS,N/A,N/A,-999,8192,1,4000,4000,144,144,true
Container: Gabes berth2 1,true,1,CONTAINER,GABES,HNTS,N/A,N/A,-999,8192,1,4000,4000,144,144,true
Container: Gabes tanker berth 1,true,1,CONTAINER,GABES,HNTS,N/A,N/A,-999,8192,1,4000,4000,144,144,true
Gantry: Gabes berth1 1,true,1,GANTRY,GABES,HNTS,N/A,N/A,-999,8192,1,8000,8000,288,288,true
Gantry: Gabes berth2 1,true,1,GANTRY,GABES,HNTS,N/A,N/A,-999,8192,1,8000,8000,288,288,true
Gantry: Gabes tanker berth 1,true,1,GANTRY,GABES,HNTS,N/A,N/A,-999,8192,1,8000,8000,288,288,true
MobCranes: GABES -HNTS-PRT,true,2,MOBILE,GABES,HNTS,N/A,N/A,-999,8192,3,3000,3000,100,100,true
Container: Gabes berth1 1,true,1,CONTAINER,GABES,HNTS,Gabes berth1,GENERAL PURP,-999,8192,1,4000,4000,144,144,true
Gantry: Gabes berth1 1,true,1,GANTRY,GABES,HNTS,Gabes berth1,GENERAL PURP,-999,8192,1,8000,8000,288,288,true
MobCranes: GABES -HNTS-PRT,true,2,MOBILE,GABES,HNTS,Gabes berth1,GENERAL PURP,-999,8192,3,3000,3000,100,100,true
Container: Gabes berth2 1,true,1,CONTAINER,GABES,HNTS,Gabes berth2,GENERAL PURP,-999,8192,1,4000,4000,144,144,true
Gantry: Gabes berth2 1,true,1,GANTRY,GABES,HNTS,Gabes berth2,GENERAL PURP,-999,8192,1,8000,8000,288,288,true
MobCranes: GABES -HNTS-PRT,true,2,MOBILE,GABES,HNTS,Gabes berth2,GENERAL PURP,-999,8192,3,3000,3000,100,100,true
Container: Gabes tanker berth 1,true,1,CONTAINER,GABES,HNTS,Gabes tanker berth,TANKER,-999,8192,1,4000,4000,144,144,true
Gantry: Gabes tanker berth 1,true,1,GANTRY,GABES,HNTS,Gabes tanker berth,TANKER,-999,8192,1,8000,8000,288,288,true
MobCranes: GABES -HNTS-PRT,true,2,MOBILE,GABES,HNTS,Gabes tanker berth,TANKER,-999,8192,3,3000,3000,100,100,true
HUPRVISA      01_Crane,true,1,MOBILE,GENOVA,HUPR,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
HUPRVISA      01_Crane,true,1,MOBILE,GENOVA,HUPR,HUPRVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
JJRPVISA      01_Crane,true,1,MOBILE,GRAVESEND,JJRP,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
JJRPVISA      01_Crane,true,1,MOBILE,GRAVESEND,JJRP,JJRPVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
JSSNVISA      01_Crane,true,1,MOBILE,GUAM PORT,JSSN,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
JSSNVISA      01_Crane,true,1,MOBILE,GUAM PORT,JSSN,JSSNVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
GULFPORT gantry crane-JTVH -19785,true,10,GANTRY,GULFPORT,JTVH,N/A,N/A,-999,8192,1,8000,8000,288,288,true
GULFPORT gantry crane-JTVH -19785,true,10,GANTRY,GULFPORT,JTVH,GULFPORT all-purpose berth-JTVH,ALL-PURPOSE,-999,8192,1,8000,8000,288,288,true
JWJYVISA      01_Crane,true,1,MOBILE,HAIFA,JWJY,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
JWJYVISA      01_Crane,true,1,MOBILE,HAIFA,JWJY,JWJYVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
JWTDVISA      01_Crane,true,1,MOBILE,HAKATA,JWTD,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
JWTDVISA      01_Crane,true,1,MOBILE,HAKATA,JWTD,JWTDVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
JXKMGENERAL PU01_Crane,true,1,MOBILE,HALIFAX,JXKM,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
JXKMVISA      01_Crane,true,1,MOBILE,HALIFAX,JXKM,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
JXKMGENERAL PU01_Crane,true,1,MOBILE,HALIFAX,JXKM,JXKMGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
JXKMVISA      01_Crane,true,1,MOBILE,HALIFAX,JXKM,JXKMVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
JYPNVISA      01_Crane,true,1,MOBILE,HAMBURG,JYPN,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
JYPNVISA      01_Crane,true,1,MOBILE,HAMBURG,JYPN,JYPNVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
KZPHVISA      01_Crane,true,1,MOBILE,HONG KONG ABERDEE,KZPH,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
KZPHVISA      01_Crane,true,1,MOBILE,HONG KONG ABERDEE,KZPH,KZPHVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
KZTZVISA      01_Crane,true,1,MOBILE,HONOLULU,KZTZ,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
KZTZVISA      01_Crane,true,1,MOBILE,HONOLULU,KZTZ,KZTZVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
LCMTVISA      01_Crane,true,1,MOBILE,HOUSTON,LCMT,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
LCMTVISA      01_Crane,true,1,MOBILE,HOUSTON,LCMT,LCMTVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
LKPEBBULK/AMMO01_Crane,true,1,MOBILE,INDIAN ISLAND,LKPE,N/A,N/A,-999,8192,1,3500,3500,875,875,true
LKPECONT/AMMO 01_Crane,true,1,MOBILE,INDIAN ISLAND,LKPE,N/A,N/A,-999,8192,1,7000,7000,1750,1750,true
LKPEBBULK/AMMO01_Crane,true,1,MOBILE,INDIAN ISLAND,LKPE,LKPEBBULK/AMMO01,BBULK/AMMO,-999,8192,1,3500,3500,875,875,true
LKPECONT/AMMO 01_Crane,true,1,MOBILE,INDIAN ISLAND,LKPE,LKPECONT/AMMO 01,CONT/AMMO,-999,8192,1,7000,7000,1750,1750,true
LRNCVISA      01_Crane,true,1,MOBILE,IZMIR,LRNC,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
LRNCVISA      01_Crane,true,1,MOBILE,IZMIR,LRNC,LRNCVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
JACKSONVILLE gantry crane-LSGM,true,10,GANTRY,JACKSONVILLE,LSGM,N/A,N/A,-999,8192,1,8000,8000,288,288,true
JACKSONVILLE gantry crane-LSGM,true,10,GANTRY,JACKSONVILLE,LSGM,JACKSONVILLE all-purpose berth-LSGM,ALL-PURPOSE,-999,8192,1,8000,8000,288,288,true
LUTPBBULK/RORO01_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO02_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO03_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO04_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO05_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO06_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO07_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO08_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO09_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO10_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO11_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPGENERAL PU01_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPGENERAL PU02_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPRORO      01_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LUTPVISA      01_Crane,true,1,MOBILE,JEDDAH,LUTP,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
LUTPBBULK/RORO01_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO02_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO03_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO04_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO04,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO05_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO05,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO06_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO06,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO07_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO07,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO08_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO08,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO09_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO09,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO10_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO10,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPBBULK/RORO11_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPBBULK/RORO11,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPGENERAL PU01_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
LUTPGENERAL PU02_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPGENERAL PU02,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
LUTPRORO      01_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPRORO      01,RORO,-999,8192,1,9000,9000,2250,2250,true
LUTPVISA      01_Crane,true,1,MOBILE,JEDDAH,LUTP,LUTPVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
LWEVBBULK/RORO01_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LWEVGENERAL PU01_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LWEVGENERAL PU02_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LWEVGENERAL PU03_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
LWEVBBULK/RORO01_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,LWEVBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
LWEVGENERAL PU01_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,LWEVGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
LWEVGENERAL PU02_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,LWEVGENERAL PU02,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
LWEVGENERAL PU03_Crane,true,1,MOBILE,JUBAIL PORT,LWEV,LWEVGENERAL PU03,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
LYAPVISA      01_Crane,true,1,MOBILE,KANDLA,LYAP,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
LYAPVISA      01_Crane,true,1,MOBILE,KANDLA,LYAP,LYAPVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
LYRVVISA      01_Crane,true,1,MOBILE,KAOHSIUNG TSOYING,LYRV,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
LYRVVISA      01_Crane,true,1,MOBILE,KAOHSIUNG TSOYING,LYRV,LYRVVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
LYTMJLOTS     01_Crane,true,1,MOBILE,KARACHI,LYTM,N/A,N/A,-999,8192,1,3000,3000,750,750,true
LYTMVISA      01_Crane,true,1,MOBILE,KARACHI,LYTM,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
LYTMJLOTS     01_Crane,true,1,MOBILE,KARACHI,LYTM,LYTMJLOTS     01,JLOTS,-999,8192,1,3000,3000,750,750,true
LYTMVISA      01_Crane,true,1,MOBILE,KARACHI,LYTM,LYTMVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
MKAGVISA      01_Crane,true,1,MOBILE,KOBE,MKAG,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
MKAGVISA      01_Crane,true,1,MOBILE,KOBE,MKAG,MKAGVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
MLDLGENERAL PU01_Crane,true,1,MOBILE,KOPER,MLDL,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
MLDLVISA      01_Crane,true,1,MOBILE,KOPER,MLDL,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
MLDLGENERAL PU01_Crane,true,1,MOBILE,KOPER,MLDL,MLDLGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
MLDLVISA      01_Crane,true,1,MOBILE,KOPER,MLDL,MLDLVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
MMGHGENERAL PU01_Crane,true,1,MOBILE,KWANGYANG,MMGH,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
MMGHGENERAL PU02_Crane,true,1,MOBILE,KWANGYANG,MMGH,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
MMGHGENERAL PU03_Crane,true,1,MOBILE,KWANGYANG,MMGH,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
MMGHGENERAL PU04_Crane,true,1,MOBILE,KWANGYANG,MMGH,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
MMGHRORO      01_Crane,true,1,MOBILE,KWANGYANG,MMGH,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
MMGHVISA      01_Crane,true,1,MOBILE,KWANGYANG,MMGH,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
MMGHGENERAL PU01_Crane,true,1,MOBILE,KWANGYANG,MMGH,MMGHGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
MMGHGENERAL PU02_Crane,true,1,MOBILE,KWANGYANG,MMGH,MMGHGENERAL PU02,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
MMGHGENERAL PU03_Crane,true,1,MOBILE,KWANGYANG,MMGH,MMGHGENERAL PU03,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
MMGHGENERAL PU04_Crane,true,1,MOBILE,KWANGYANG,MMGH,MMGHGENERAL PU04,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
MMGHRORO      01_Crane,true,1,MOBILE,KWANGYANG,MMGH,MMGHRORO      01,RORO,-999,8192,1,9000,9000,2250,2250,true
MMGHVISA      01_Crane,true,1,MOBILE,KWANGYANG,MMGH,MMGHVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
MZJKVISA      01_Crane,true,1,MOBILE,LE HAVRE,MZJK,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
MZJKVISA      01_Crane,true,1,MOBILE,LE HAVRE,MZJK,MZJKVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
NBDYVISA      01_Crane,true,1,MOBILE,LIVORNO,NBDY,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
NBDYVISA      01_Crane,true,1,MOBILE,LIVORNO,NBDY,NBDYVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
NLFLGENERAL PU01_Crane,true,1,MOBILE,LIVERPOOL,NLFL,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
NLFLGENERAL PU01_Crane,true,1,MOBILE,LIVERPOOL,NLFL,NLFLGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
NNWHVISA      01_Crane,true,1,MOBILE,LOME,NNWH,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
NNWHVISA      01_Crane,true,1,MOBILE,LOME,NNWH,NNWHVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
LONG BEACH gantry crane-NPTU,true,10,GANTRY,LONG BEACH,NPTU,N/A,N/A,-999,8192,1,8000,8000,288,288,true
LONG BEACH gantry crane-NPTU,true,10,GANTRY,LONG BEACH,NPTU,LONG BEACH all-purpose berth-NPTU,ALL-PURPOSE,-999,8192,1,8000,8000,288,288,true
NSANGENERAL PU01_Crane,true,1,MOBILE,LOS ANGELES,NSAN,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
NSANVISA      01_Crane,true,1,MOBILE,LOS ANGELES,NSAN,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
NSANGENERAL PU01_Crane,true,1,MOBILE,LOS ANGELES,NSAN,NSANGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
NSANVISA      01_Crane,true,1,MOBILE,LOS ANGELES,NSAN,NSANVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
PAXMVISA      01_Crane,true,1,MOBILE,MANILA,PAXM,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
PAXMVISA      01_Crane,true,1,MOBILE,MANILA,PAXM,PAXMVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
PCFCVISA      01_Crane,true,1,MOBILE,MANZANILLO,PCFC,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
PCFCVISA      01_Crane,true,1,MOBILE,MANZANILLO,PCFC,PCFCVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
PCFGVISA      01_Crane,true,1,MOBILE,MANZANILLO,PCFG,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
PCFGVISA      01_Crane,true,1,MOBILE,MANZANILLO,PCFG,PCFGVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
PKVPBBULK/RORO01_Crane,true,1,MOBILE,MASAN,PKVP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
PKVPBBULK/RORO02_Crane,true,1,MOBILE,MASAN,PKVP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
PKVPGENERAL PU01_Crane,true,1,MOBILE,MASAN,PKVP,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
PKVPBBULK/RORO01_Crane,true,1,MOBILE,MASAN,PKVP,PKVPBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
PKVPBBULK/RORO02_Crane,true,1,MOBILE,MASAN,PKVP,PKVPBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
PKVPGENERAL PU01_Crane,true,1,MOBILE,MASAN,PKVP,PKVPGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
QCFFVISA      01_Crane,true,1,MOBILE,MIAMI,QCFF,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
QCFFVISA      01_Crane,true,1,MOBILE,MIAMI,QCFF,QCFFVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
QHPBBBULK/RORO01_Crane,true,1,MOBILE,JEBEL ALI,QHPB,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPBBBULK/RORO02_Crane,true,1,MOBILE,JEBEL ALI,QHPB,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPBBBULK/RORO03_Crane,true,1,MOBILE,JEBEL ALI,QHPB,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPBGENERAL PU01_Crane,true,1,MOBILE,JEBEL ALI,QHPB,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPBVISA      01_Crane,true,1,MOBILE,JEBEL ALI,QHPB,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
QHPBBBULK/RORO01_Crane,true,1,MOBILE,JEBEL ALI,QHPB,QHPBBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPBBBULK/RORO02_Crane,true,1,MOBILE,JEBEL ALI,QHPB,QHPBBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPBBBULK/RORO03_Crane,true,1,MOBILE,JEBEL ALI,QHPB,QHPBBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPBGENERAL PU01_Crane,true,1,MOBILE,JEBEL ALI,QHPB,QHPBGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
QHPBVISA      01_Crane,true,1,MOBILE,JEBEL ALI,QHPB,QHPBVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
QHPDBBULK/RORO01_Crane,true,1,MOBILE,MINA SAQR,QHPD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPDBBULK/RORO02_Crane,true,1,MOBILE,MINA SAQR,QHPD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPDGENERAL PU01_Crane,true,1,MOBILE,MINA SAQR,QHPD,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPDBBULK/RORO01_Crane,true,1,MOBILE,MINA SAQR,QHPD,QHPDBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPDBBULK/RORO02_Crane,true,1,MOBILE,MINA SAQR,QHPD,QHPDBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPDGENERAL PU01_Crane,true,1,MOBILE,MINA SAQR,QHPD,QHPDGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
QHPFBBULK/RORO01_Crane,true,1,MOBILE,MINA ZAYED,QHPF,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPFBBULK/RORO02_Crane,true,1,MOBILE,MINA ZAYED,QHPF,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPFBBULK/RORO03_Crane,true,1,MOBILE,MINA ZAYED,QHPF,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPFBBULK/RORO04_Crane,true,1,MOBILE,MINA ZAYED,QHPF,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPFGENERAL PU01_Crane,true,1,MOBILE,MINA ZAYED,QHPF,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPFGENERAL PU02_Crane,true,1,MOBILE,MINA ZAYED,QHPF,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QHPFVISA      01_Crane,true,1,MOBILE,MINA ZAYED,QHPF,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
QHPFBBULK/RORO01_Crane,true,1,MOBILE,MINA ZAYED,QHPF,QHPFBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPFBBULK/RORO02_Crane,true,1,MOBILE,MINA ZAYED,QHPF,QHPFBBULK/RORO02,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPFBBULK/RORO03_Crane,true,1,MOBILE,MINA ZAYED,QHPF,QHPFBBULK/RORO03,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPFBBULK/RORO04_Crane,true,1,MOBILE,MINA ZAYED,QHPF,QHPFBBULK/RORO04,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QHPFGENERAL PU01_Crane,true,1,MOBILE,MINA ZAYED,QHPF,QHPFGENERAL PU01,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
QHPFGENERAL PU02_Crane,true,1,MOBILE,MINA ZAYED,QHPF,QHPFGENERAL PU02,GENERAL PURP,-999,8192,1,9000,9000,2250,2250,true
QHPFVISA      01_Crane,true,1,MOBILE,MINA ZAYED,QHPF,QHPFVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
QNPWBBULK/RORO01_Crane,true,1,MOBILE,MOKPO,QNPW,N/A,N/A,-999,8192,1,9000,9000,2250,2250,true
QNPWBREAKBULK 01_Crane,true,1,MOBILE,MOKPO,QNPW,N/A,N/A,-999,8192,1,1800,1800,450,450,true
QNPWBBULK/RORO01_Crane,true,1,MOBILE,MOKPO,QNPW,QNPWBBULK/RORO01,BBULK/RORO,-999,8192,1,9000,9000,2250,2250,true
QNPWBREAKBULK 01_Crane,true,1,MOBILE,MOKPO,QNPW,QNPWBREAKBULK 01,BREAKBULK,-999,8192,1,1800,1800,450,450,true
MOREHEAD CITY gantry crane-QTUP,true,10,GANTRY,MOREHEAD CITY,QTUP,N/A,N/A,-999,8192,1,8000,8000,288,288,true
MOREHEAD CITY gantry crane-QTUP,true,10,GANTRY,MOREHEAD CITY,QTUP,MOREHEAD CITY All PurP-QTUP -19793,ALL-PURPOSE,-999,8192,1,8000,8000,288,288,true
RCYQVISA      01_Crane,true,1,MOBILE,MUSCAT,RCYQ,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
RCYQVISA      01_Crane,true,1,MOBILE,MUSCAT,RCYQ,RCYQVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
RCYTVISA      01_Crane,true,1,MOBILE,MUSCAT,RCYT,N/A,N/A,-999,8192,1,5600,5600,1400,1400,true
RCYTVISA      01_Crane,true,1,MOBILE,MUSCAT,RCYT,RCYTVISA      01,VISA,-999,8192,1,5600,5600,1400,1400,true
