label,days,services,airports,airxpts,seaports,seaxpts,theaters,commodity types,aircraft types,block speeds,airport priorities,ship types,fleet types,berth types,convoy routes,risk areas,sust cats,sust intense
,180,4,142,0,140,0,2,30,5,9,3,16,8,18,,,3,5
