Name,Active,BeachType,BerthType,SeaportName,GeolocCode,BerthGroupName,FromDay,ToDay,PreviousBerthName,NextBerthName,NumContainerCranes,NumGantryCranes,NumMobileCranes,NumWharfCranes,ShipSpacing,Length,Depth,ApronWidth,NumPolPumps,TankerLoadRatePerShip,HotCargoAllowed
QHPFBBULK/RORO04,false,null,BBULK/RORO,MINA ZAYED,QHPF,QHPFBBULK/RORO04,0,99999,null,null,0,0,1,0,50,1148,37,60,0,2000,Both
QHPFGENERAL PU01,true,null,GENERAL PURP,MINA ZAYED,QHPF,QHPFGENERAL PU01,0,99999,null,null,0,0,1,0,50,1508,42,60,0,2000,Both
QHPFGENERAL PU02,true,null,GENERAL PURP,MINA ZAYED,QHPF,QHPFGENERAL PU02,0,99999,null,null,0,0,1,0,50,1508,34,60,0,2000,Both
QHPFVISA      01,true,null,VISA,MINA ZAYED,QHPF,QHPFVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
QNPWBBULK/RORO01,false,null,BBULK/RORO,MOKPO,QNPW,QNPWBBULK/RORO01,0,99999,null,null,0,0,1,0,50,1607,49,60,0,2000,Both
QNPWBREAKBULK 01,false,null,BREAKBULK,MOKPO,QNPW,QNPWBREAKBULK 01,0,99999,null,null,0,0,1,0,50,551,29,60,0,2000,Both
MOREHEAD CITY All PurP-QTUP -19793,true,null,ALL-PURPOSE,MOREHEAD CITY,QTUP,MOREHEAD CITY BG-QTUP -19792,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
RCYQVISA      01,true,null,VISA,MUSCAT,RCYQ,RCYQVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
RCYTVISA      01,true,null,VISA,MUSCAT,RCYT,RCYTVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
RELGVISA      01,true,null,VISA,NAGOYA,RELG,RELGVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
REPVBBULK/AMMO01,false,null,BBULK/AMMO,NAHA,REPV,REPVBBULK/AMMO01,0,99999,null,null,0,0,1,0,50,750,37,60,0,2000,Both
REPVBBULK/CONT01,true,null,BBULK/CONTNR,NAHA,REPV,REPVBBULK/CONT01,0,99999,null,null,0,0,1,0,50,1000,37,60,0,2000,Both
REPVBBULK/RORO01,true,null,BBULK/RORO,NAHA,REPV,REPVBBULK/RORO01,0,99999,null,null,0,0,1,0,50,1067,34,60,0,2000,Both
REPVBBULK/RORO02,true,null,BBULK/RORO,NAHA,REPV,REPVBBULK/RORO02,0,99999,null,null,0,0,1,0,50,1554,34,60,0,2000,Both
REPVBBULK/RORO03,true,null,BBULK/RORO,NAHA,REPV,REPVBBULK/RORO03,0,99999,null,null,0,0,1,0,50,505,34,60,0,2000,Both
REPVBBULK/RORO04,true,null,BBULK/RORO,NAHA,REPV,REPVBBULK/RORO04,0,99999,null,null,0,0,1,0,50,501,34,60,0,2000,Both
REPVVISA      01,true,null,VISA,NAHA,REPV,REPVVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
RGJWGENERAL PU01,true,null,GENERAL PURP,NAPLES,RGJW,RGJWGENERAL PU01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
RGJWVISA      01,true,null,VISA,NAPLES,RGJW,RGJWVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
RQNKVISA      01,true,null,VISA,NEW ORLEANS,RQNK,RQNKVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
RRHUVISA      01,true,null,VISA,NEW YORK,RRHU,RRHUVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
NEW YORK all-purpose berth-RRRK,true,null,ALL-PURPOSE,NEW YORK PORT EMB,RRRK,NEW YORK berth group-RRRK,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
RUAQ BG,true,null,GENERAL PURP,NEWPORT T2,RUAQ,RUAQ BG,0,99999,null,null,0,0,3,0,50,1000,50,120,0,2000,Both
NEWPORT NEWS all-purpose berth-RULV,true,null,ALL-PURPOSE,NEWPORT NEWS,RULV,NEWPORT NEWS berth group-RULV,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
NORFOLK all-purpose berth-SBEA,true,null,ALL-PURPOSE,NORFOLK,SBEA,NORFOLK berth group-SBEA,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
SBEQ,true,null,GENERAL PURP,NORFOLK T2,SBEQ,SBEQ,0,99999,null,null,0,0,3,0,50,1000,50,120,0,2000,Both
SERUBBULK/CONT01,false,null,BBULK/CONTNR,OAKLAND SEALAND T,SERU,SERUBBULK/CONT01,0,99999,null,null,0,0,1,0,50,1115,35,60,0,2000,Both
SERUBBULK/RORO01,false,null,BBULK/RORO,OAKLAND SEALAND T,SERU,SERUBBULK/RORO01,0,99999,null,null,0,0,1,0,50,839,35,60,0,2000,Both
SERUBBULK/RORO02,true,null,BBULK/RORO,OAKLAND SEALAND T,SERU,SERUBBULK/RORO02,0,99999,null,null,0,0,1,0,50,1000,35,60,0,2000,Both
SERUBBULK/RORO03,true,null,BBULK/RORO,OAKLAND SEALAND T,SERU,SERUBBULK/RORO03,0,99999,null,null,0,0,1,0,50,1200,35,60,0,2000,Both
SERUBBULK/RORO04,false,null,BBULK/RORO,OAKLAND SEALAND T,SERU,SERUBBULK/RORO04,0,99999,null,null,0,0,1,0,50,566,935,60,0,2000,Both
SERUBBULK/RORO05,false,null,BBULK/RORO,OAKLAND SEALAND T,SERU,SERUBBULK/RORO05,0,99999,null,null,0,0,1,0,50,720,35,60,0,2000,Both
SERUGENERAL PU01,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU01,0,99999,null,null,0,0,1,0,50,2743,40,60,0,2000,Both
SERUGENERAL PU02,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU02,0,99999,null,null,0,0,1,0,50,1712,40,60,0,2000,Both
SERUGENERAL PU03,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU03,0,99999,null,null,0,0,1,0,50,1170,40,60,0,2000,Both
SERUGENERAL PU04,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU04,0,99999,null,null,0,0,1,0,50,900,40,60,0,2000,Both
SERUGENERAL PU05,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU05,0,99999,null,null,0,0,1,0,50,1046,40,60,0,2000,Both
SERUGENERAL PU06,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU06,0,99999,null,null,0,0,1,0,50,1353,35,60,0,2000,Both
SERUGENERAL PU07,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU07,0,99999,null,null,0,0,1,0,50,1532,35,60,0,2000,Both
SERUGENERAL PU08,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU08,0,99999,null,null,0,0,1,0,50,886,40,60,0,2000,Both
SERUGENERAL PU09,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU09,0,99999,null,null,0,0,1,0,50,900,39,60,0,2000,Both
SERUGENERAL PU10,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU10,0,99999,null,null,0,0,1,0,50,1082,40,60,0,2000,Both
SERUGENERAL PU11,false,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU11,0,99999,null,null,0,0,1,0,50,862,40,60,0,2000,Both
SERUGENERAL PU12,true,null,GENERAL PURP,OAKLAND SEALAND T,SERU,SERUGENERAL PU12,0,99999,null,null,0,0,1,0,50,1459,35,60,0,2000,Both
SERURORO/CONTN01,false,null,RORO/CONTNR,OAKLAND SEALAND T,SERU,SERURORO/CONTN01,0,99999,null,null,0,0,1,0,50,950,35,60,0,2000,Both
SERUVISA      01,true,null,VISA,OAKLAND SEALAND T,SERU,SERUVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
SMXSVISA      01,true,null,VISA,OSAKA,SMXS,SMXSVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
STRMGENERAL PU01,true,null,GENERAL PURP,PALERMO,STRM,STRMGENERAL PU01,0,99999,null,null,0,0,1,0,50,1600,40,60,0,2000,Both
SVCNVISA      01,true,null,VISA,PANAMA CITY,SVCN,SVCNVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
SYZZBBULK/RORO01,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO01,0,99999,null,null,0,0,1,0,50,2000,38,60,0,2000,Both
SYZZBBULK/RORO02,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO02,0,99999,null,null,0,0,1,0,50,1000,37,60,0,2000,Both
SYZZBBULK/RORO03,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO03,0,99999,null,null,0,0,1,0,50,1000,38,60,0,2000,Both
SYZZBBULK/RORO04,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO04,0,99999,null,null,0,0,1,0,50,2000,36,60,0,2000,Both
SYZZBBULK/RORO05,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO05,0,99999,null,null,0,0,1,0,50,2000,38,60,0,2000,Both
SYZZBBULK/RORO06,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO06,0,99999,null,null,0,0,1,0,50,1000,38,60,0,2000,Both
SYZZBBULK/RORO07,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO07,0,99999,null,null,0,0,1,0,50,1000,38,60,0,2000,Both
SYZZBBULK/RORO08,true,null,BBULK/RORO,PEARL HARBOR NAD,SYZZ,SYZZBBULK/RORO08,0,99999,null,null,0,0,1,0,50,1000,40,60,0,2000,Both
TGWSVISA      01,true,null,VISA,PARAIEVS,TGWS,TGWSVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
TKDWBBULK/CONT01,false,null,BBULK/CONTNR,POHANG,TKDW,TKDWBBULK/CONT01,0,99999,null,null,0,0,1,0,50,1787,24,60,0,2000,Both
TKDWBBULK/CONT02,false,null,BBULK/CONTNR,POHANG,TKDW,TKDWBBULK/CONT02,0,99999,null,null,0,0,1,0,50,557,31,60,0,2000,Both
TKDWBBULK/RORO01,true,null,BBULK/RORO,POHANG,TKDW,TKDWBBULK/RORO01,0,99999,null,null,0,0,1,0,50,2453,36,60,0,2000,Both
TKDWBBULK/RORO02,true,null,BBULK/RORO,POHANG,TKDW,TKDWBBULK/RORO02,0,99999,null,null,0,0,1,0,50,656,36,60,0,2000,Both
TKDWBBULK/RORO03,true,null,BBULK/RORO,POHANG,TKDW,TKDWBBULK/RORO03,0,99999,null,null,0,0,1,0,50,2545,36,60,0,2000,Both
TKDWBBULK/RORO04,true,null,BBULK/RORO,POHANG,TKDW,TKDWBBULK/RORO04,0,99999,null,null,0,0,1,0,50,787,39,60,0,2000,Both
TKDWBBULK/RORO05,true,null,BBULK/RORO,POHANG,TKDW,TKDWBBULK/RORO05,0,99999,null,null,0,0,1,0,50,1056,39,60,0,2000,Both
TKDWGENERAL PU01,false,null,GENERAL PURP,POHANG,TKDW,TKDWGENERAL PU01,0,99999,null,null,0,0,1,0,50,810,36,60,0,2000,Both
TKDWGENERAL PU02,false,null,GENERAL PURP,POHANG,TKDW,TKDWGENERAL PU02,0,99999,null,null,0,0,1,0,50,639,36,60,0,2000,Both
TKDWGENERAL PU03,false,null,GENERAL PURP,POHANG,TKDW,TKDWGENERAL PU03,0,99999,null,null,0,0,1,0,50,738,33,60,0,2000,Both
TKDWGENERAL PU04,true,null,GENERAL PURP,POHANG,TKDW,TKDWGENERAL PU04,0,99999,null,null,0,0,1,0,50,1640,36,60,0,2000,Both
TNVXVISA      01,true,null,VISA,PORT EVERGLADES,TNVX,TNVXVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
TNZYBBULK/RORO01,false,null,BBULK/RORO,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO01,0,99999,null,null,0,0,1,0,50,784,35,60,0,2000,Both
TNZYBBULK/RORO02,true,null,BBULK/RORO,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO02,0,99999,null,null,0,0,1,0,50,1202,35,60,0,2000,Both
TNZYBBULK/RORO03,true,null,BBULK/RORO,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO03,0,99999,null,null,0,0,1,0,50,1025,35,60,0,2000,Both
TNZYBBULK/RORO04,false,null,BBULK/RORO,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO04,0,99999,null,null,0,0,1,0,50,1400,35,60,0,2000,Both
TNZYBBULK/RORO05,true,null,BBULK/RORO,PORT HUENEME NCBC,TNZY,TNZYBBULK/RORO05,0,99999,null,null,0,0,1,0,50,1800,35,60,0,2000,Both
TNZYBREAKBULK 01,false,null,BREAKBULK,PORT HUENEME NCBC,TNZY,TNZYBREAKBULK 01,0,99999,null,null,0,0,1,0,50,600,35,60,0,2000,Both
TPPRGENERAL PU01,true,null,GENERAL PURP,PORT SAID,TPPR,TPPRGENERAL PU01,0,99999,null,null,0,0,1,0,50,2000,36,60,0,2000,Both
TPPRVISA      01,true,null,VISA,PORT SAID,TPPR,TPPRVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
TPRWVISA      01,true,null,VISA,PORT KELANG,TPRW,TPRWVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
TQKGGENERAL PU01,true,null,GENERAL PURP,PORTLAND,TQKG,TQKGGENERAL PU01,0,99999,null,null,0,0,1,0,50,2876,40,60,0,2000,Both
TQKGVISA      01,true,null,VISA,PORTLAND,TQKG,TQKGVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
TRZPGENERAL PU01,true,null,GENERAL PURP,PRAIA DE VITORIA,TRZP,TRZPGENERAL PU01,0,99999,null,null,0,0,1,0,50,1200,39,60,0,2000,Both
TVJDBBULK/CONT01,true,null,BBULK/CONTNR,PUSAN MILITARY TE,TVJD,TVJDBBULK/CONT01,0,99999,null,null,0,0,1,0,50,606,32,60,0,2000,Both
TVJDBBULK/RORO01,false,null,BBULK/RORO,PUSAN MILITARY TE,TVJD,TVJDBBULK/RORO01,0,99999,null,null,0,0,1,0,50,1279,32,60,0,2000,Both
TVJDBREAKBULK 01,false,null,BREAKBULK,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 01,0,99999,null,null,0,0,1,0,50,630,27,60,0,2000,Both
TVJDBREAKBULK 02,false,null,BREAKBULK,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 02,0,99999,null,null,0,0,1,0,50,721,26,60,0,2000,Both
TVJDBREAKBULK 03,false,null,BREAKBULK,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 03,0,99999,null,null,0,0,1,0,50,984,27,60,0,2000,Both
TVJDBREAKBULK 04,false,null,BREAKBULK,PUSAN MILITARY TE,TVJD,TVJDBREAKBULK 04,0,99999,null,null,0,0,1,0,50,1433,27,60,0,2000,Both
TVJDGENERAL PU01,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU01,0,99999,null,null,0,0,1,0,50,656,32,60,0,2000,Both
TVJDGENERAL PU02,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU02,0,99999,null,null,0,0,1,0,50,1084,32,60,0,2000,Both
TVJDGENERAL PU03,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU03,0,99999,null,null,0,0,1,0,50,1318,29,60,0,2000,Both
TVJDGENERAL PU04,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU04,0,99999,null,null,0,0,1,0,50,2145,29,60,0,2000,Both
TVJDGENERAL PU05,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU05,0,99999,null,null,0,0,1,0,50,1541,29,60,0,2000,Both
TVJDGENERAL PU06,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU06,0,99999,null,null,0,0,1,0,50,1476,29,60,0,2000,Both
TVJDGENERAL PU07,false,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU07,0,99999,null,null,0,0,1,0,50,1374,29,60,0,2000,Both
TVJDGENERAL PU08,false,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU08,0,99999,null,null,0,0,1,0,50,1272,29,60,0,2000,Both
TVJDGENERAL PU09,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU09,0,99999,null,null,0,0,1,0,50,4592,42,60,0,2000,Both
TVJDGENERAL PU10,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU10,0,99999,null,null,0,0,1,0,50,4149,39,60,0,2000,Both
TVJDGENERAL PU11,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU11,0,99999,null,null,0,0,1,0,50,2952,42,60,0,2000,Both
TVJDGENERAL PU12,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU12,0,99999,null,null,0,0,1,0,50,1779,40,60,0,2000,Both
TVJDGENERAL PU13,true,null,GENERAL PURP,PUSAN MILITARY TE,TVJD,TVJDGENERAL PU13,0,99999,null,null,0,0,1,0,50,2118,29,60,0,2000,Both
TVJDVISA      01,true,null,VISA,PUSAN MILITARY TE,TVJD,TVJDVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
TVXABBULK/RORO01,false,null,BBULK/RORO,MINA QABOOS,TVXA,TVXABBULK/RORO01,0,99999,null,null,0,0,1,0,50,750,31,60,0,2000,Both
TVXABBULK/RORO02,false,null,BBULK/RORO,MINA QABOOS,TVXA,TVXABBULK/RORO02,0,99999,null,null,0,0,1,0,50,650,30,60,0,2000,Both
TVXABBULK/RORO03,false,null,BBULK/RORO,MINA QABOOS,TVXA,TVXABBULK/RORO03,0,99999,null,null,0,0,1,0,50,1200,28,60,0,2000,Both
TVXABREAKBULK 01,false,null,BREAKBULK,MINA QABOOS,TVXA,TVXABREAKBULK 01,0,99999,null,null,0,0,1,0,50,600,30,60,0,2000,Both
TVXAGENERAL PU01,true,null,GENERAL PURP,MINA QABOOS,TVXA,TVXAGENERAL PU01,0,99999,null,null,0,0,1,0,50,1500,34,60,0,2000,Both
TVXAGENERAL PU02,false,null,GENERAL PURP,MINA QABOOS,TVXA,TVXAGENERAL PU02,0,99999,null,null,0,0,1,0,50,1200,30,60,0,2000,Both
TZL4GENERAL PU01,true,null,GENERAL PURP,RAS AL MISHAB,TZL4,TZL4GENERAL PU01,0,99999,null,null,0,0,1,0,50,1200,36,60,0,2000,Both
TZL4GENERAL PU02,true,null,GENERAL PURP,RAS AL MISHAB,TZL4,TZL4GENERAL PU02,0,99999,null,null,0,0,1,0,50,900,36,60,0,2000,Both
TZYRBREAKBULK 01,false,null,BREAKBULK,SALALAH MINA RAYS,TZYR,TZYRBREAKBULK 01,0,99999,null,null,0,0,1,0,50,656,24,60,0,2000,Both
TZYRGENERAL PU01,true,null,GENERAL PURP,SALALAH MINA RAYS,TZYR,TZYRGENERAL PU01,0,99999,null,null,0,0,1,0,50,1701,32,60,0,2000,Both
UMXAALL-PURPOS01,true,null,ALL-PURPOSE,ROTA,UMXA,UMXAALL-PURPOS01,1,99999,null,null,0,0,1,0,50,1148,40,120,0,2000,Both
UMXABBULK/RORO01,true,null,BBULK/RORO,ROTA,UMXA,UMXABBULK/RORO01,1,99999,null,null,0,0,1,0,50,1148,40,60,0,2000,Both
UNAPBBULK/RORO01,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO01,0,99999,null,null,0,0,1,0,50,600,36,60,0,2000,Both
UNAPBBULK/RORO02,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO02,0,99999,null,null,0,0,1,0,50,600,36,60,0,2000,Both
UNAPBBULK/RORO03,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO03,0,99999,null,null,0,0,1,0,50,600,36,60,0,2000,Both
UNAPBBULK/RORO04,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO04,0,99999,null,null,0,0,1,0,50,2283,36,60,0,2000,Both
UNAPBBULK/RORO05,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO05,0,99999,null,null,0,0,1,0,50,500,34,60,0,2000,Both
UNAPBBULK/RORO06,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO06,0,99999,null,null,0,0,1,0,50,500,34,60,0,2000,Both
UNAPBBULK/RORO07,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO07,0,99999,null,null,0,0,1,0,50,500,34,60,0,2000,Both
UNAPBBULK/RORO08,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO08,0,99999,null,null,0,0,1,0,50,500,34,60,0,2000,Both
UNAPBBULK/RORO09,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO09,0,99999,null,null,0,0,1,0,50,500,34,60,0,2000,Both
UNAPBBULK/RORO10,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO10,0,99999,null,null,0,0,1,0,50,3000,34,60,0,2000,Both
UNAPBBULK/RORO11,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO11,0,99999,null,null,0,0,1,0,50,600,34,60,0,2000,Both
UNAPBBULK/RORO12,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO12,0,99999,null,null,0,0,1,0,50,600,34,60,0,2000,Both
UNAPBBULK/RORO13,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO13,0,99999,null,null,0,0,1,0,50,600,34,60,0,2000,Both
UNAPBBULK/RORO14,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO14,0,99999,null,null,0,0,1,0,50,600,34,60,0,2000,Both
UNAPBBULK/RORO15,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO15,0,99999,null,null,0,0,1,0,50,600,34,60,0,2000,Both
UNAPBBULK/RORO16,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO16,0,99999,null,null,0,0,1,0,50,600,34,60,0,2000,Both
UNAPBBULK/RORO17,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO17,0,99999,null,null,0,0,1,0,50,5256,34,60,0,2000,Both
UNAPBBULK/RORO18,true,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO18,0,99999,null,null,0,0,1,0,50,700,42,60,0,2000,Both
UNAPBBULK/RORO19,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO19,0,99999,null,null,0,0,1,0,50,700,36,60,0,2000,Both
UNAPBBULK/RORO20,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO20,0,99999,null,null,0,0,1,0,50,750,34,60,0,2000,Both
UNAPBBULK/RORO21,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO21,0,99999,null,null,0,0,1,0,50,750,34,60,0,2000,Both
UNAPBBULK/RORO22,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO22,0,99999,null,null,0,0,1,0,50,750,34,60,0,2000,Both
UNAPBBULK/RORO23,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO23,0,99999,null,null,0,0,1,0,50,750,34,60,0,2000,Both
UNAPBBULK/RORO24,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO24,0,99999,null,null,0,0,1,0,50,750,34,60,0,2000,Both
UNAPBBULK/RORO25,false,null,BBULK/RORO,ROTTERDAM,UNAP,UNAPBBULK/RORO25,0,99999,null,null,0,0,1,0,50,6795,34,60,0,2000,Both
UNAPGENERAL PU01,false,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU01,0,99999,null,null,0,0,1,0,50,1148,30,60,0,2000,Both
UNAPGENERAL PU02,false,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU02,0,99999,null,null,0,0,1,0,50,2624,40,60,0,2000,Both
UNAPGENERAL PU03,true,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU03,0,99999,null,null,0,0,1,0,50,2624,43,60,0,2000,Both
UNAPGENERAL PU04,false,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU04,0,99999,null,null,0,0,1,0,50,2624,35,60,0,2000,Both
UNAPGENERAL PU05,false,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU05,0,99999,null,null,0,0,1,0,50,4100,32,60,0,2000,Both
UNAPGENERAL PU06,true,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU06,0,99999,null,null,0,0,1,0,50,1256,36,60,0,2000,Both
UNAPGENERAL PU07,false,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU07,0,99999,null,null,0,0,1,0,50,5900,32,60,0,2000,Both
UNAPGENERAL PU08,false,null,GENERAL PURP,ROTTERDAM,UNAP,UNAPGENERAL PU08,0,99999,null,null,0,0,1,0,50,3600,32,60,0,2000,Both
UNAPVISA      01,true,null,VISA,ROTTERDAM,UNAP,UNAPVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
SAN DIEGO all-purpose berth-UTAC,true,null,ALL-PURPOSE,SAN DIEGO,UTAC,SAN DIEGO berth group-UTAC,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
UTVTGENERAL PU01,true,null,GENERAL PURP,SAN JUAN,UTVT,UTVTGENERAL PU01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
UTVTVISA      01,true,null,VISA,SAN JUAN,UTVT,UTVTVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
UULAVISA      01,true,null,VISA,SAN PEDRO,UULA,UULAVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
UULBVISA      01,true,null,VISA,SAN PEDRO,UULB,UULBVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
UULXVISA      01,true,null,VISA,SAN PEDRO,UULX,UULXVISA      01,0,99999,null,null,0,0,1,0,50,9999,99,60,0,2000,Both
UYQRBREAKBULK 01,true,null,BREAKBULK,SASEBO,UYQR,UYQRBREAKBULK 01,0,99999,null,null,0,0,1,0,50,606,33,60,0,2000,Both
UYQRGENERAL PU01,true,null,GENERAL PURP,SASEBO,UYQR,UYQRGENERAL PU01,0,99999,null,null,0,0,1,0,50,623,36,60,0,2000,Both
SAVANNAH all-purpose berth-UZXJ,true,null,ALL-PURPOSE,SAVANNAH,UZXJ,SAVANNAH berth group-UZXJ,-999,99999,null,null,0,10,0,0,50,5000,55,120,0,2000,Both
VFVNGENERAL PU01,true,null,GENERAL PURP,SEATTLE,VFVN,VFVNGENERAL PU01,0,99999,null,null,0,0,1,0,50,1580,50,60,0,2000,Both
VFVNGENERAL PU02,false,null,GENERAL PURP,SEATTLE,VFVN,VFVNGENERAL PU02,0,99999,null,null,0,0,1,0,50,6049,40,60,0,2000,Both
