RLN,CCC,Mtons,Stons,Sqft,NumPieces,Length,Width,Height,Description,LongDescription,CargoId
1:0DBDC,J2D,15.4,1.8,89,1,147,87,83,X17831TRANSMIT,,1:0DBDC.J2D0004
1:0DBDC,J2D,15.4,2.3,89,1,147,87,83,X17831TRANSMIT,,1:0DBDC.J2D0005
1:0DBDC,J2D,15.4,2.2,89,1,147,87,83,X17831TRANSMIT,,1:0DBDC.J2D0006
1:0DBDC,J2D,15.4,2.5,89,1,147,87,83,X17831TRANSMIT,,1:0DBDC.J2D0007
1:0DBDC,J2D,15.4,2.9,89,1,147,87,83,X17831TRANSMIT,,1:0DBDC.J2D0008
1:0DBDC,J2D,15.4,2.2,89,1,147,87,83,X17831TRANSMIT,,1:0DBDC.J2D0009
1:0DBDC,J2D,11.4,2.7,73,1,122,86,75,X17831TRANSMIT,,1:0DBDC.J2D0010
1:0DBDC,J2D,5,1.2,60,1,93,93,40,X17831TRANSMIT,,1:0DBDC.J2D0011
1:0DBDC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,1:0DBDC.R2B0001
1:0DBDC,R2B,14.4,1.9,97,1,169,83,71,P42262POWER PL,,1:0DBDC.R2B0002
1:0DBDC,R2B,11,3,96,1,166,83,55,W95811TRAILER,,1:0DBDC.R2B0003
1:0DBDC,R2D,6.2,4.1,61,5,92,95,49,G34805DOLLY SE,,1:0DBDC.R2D0001
1:0DBDC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,1:0DBDC.R2D0002
1:0DBDC,R2D,12.5,4,108,6,180,86,56,T61494TRK UTIL,,1:0DBDC.R2D0003
1:0DBDC,R2D,13,4.1,111,1,186,86,56,T61562TRK UTIL,,1:0DBDC.R2D0004
1:0DBDC,R2D,8.8,1.9,81,4,136,86,52,T95992TRL CARG,,1:0DBDC.R2D0005
1:0DBDC,R2D,16.8,3.9,139,1,209,96,58,Z36068TRAILER,,1:0DBDC.R2D0006
1:0EBFC,J7C,2.4,1,19.8,29,55,52,48,J7C Defaulted,,1:0EBFC.J7C0001
1:0EBFC,J7C,4.399994,0.79999924,21.800049,1,60,52,48,J7C Leftover,,1:0EBFC.J7C0002
1:0EBFC,M7C,1,0.9,1,1,3,52,48,M7C Leftover,,1:0EBFC.M7C0001
1:0EBFC,R3D,5,0.7,25,1,69,52,48,R3D Defaulted,,1:0EBFC.R3D0001
1:0EBFC,R3D,5,0.7,25,1,69,52,48,R3D Leftover,,1:0EBFC.R3D0002
1:0EBFC,A1D,31.6,9.6,101,2,150,97,115,A1D Defaulted,,1:0EBFC.A1D0001
1:0EBFC,A1D,31.8,9.5,101,1,150,97,115,A1D Leftover,,1:0EBFC.A1D0002
1:0EBFC,R1D,44.7,12.4,173.7,3,258,97,115,R1D Defaulted,,1:0EBFC.R1D0001
1:0EBFC,R1D,44.899994,12.200005,173.90002,1,258,97,115,R1D Leftover,,1:0EBFC.R1D0002
1:0EBFC,A2D,16.2,5,80.1,15,125,92,78,A2D Defaulted,,1:0EBFC.A2D0001
1:0EBFC,A2D,16.999985,4.800003,81.5,1,128,92,78,A2D Leftover,,1:0EBFC.A2D0002
1:0EBFC,J2B,9.5,3.4,126.5,1,198,92,78,J2B Defaulted,,1:0EBFC.J2B0001
1:0EBFC,J2B,9.5,3.4,126.5,1,198,92,78,J2B Leftover,,1:0EBFC.J2B0002
1:0EBFC,R2B,28.1,4.9,204.7,8,320,92,78,R2B Defaulted,,1:0EBFC.R2B0001
1:0EBFC,R2B,28.199997,4.5999985,205.40002,1,321,92,78,R2B Leftover,,1:0EBFC.R2B0002
1:0EBFC,R2D,22,5,140.5,55,220,92,78,R2D Defaulted,,1:0EBFC.R2D0001
1:0EBFC,R2D,22,3.7000122,141.5,1,221,92,78,R2D Leftover,,1:0EBFC.R2D0002
1:0EBQC,A3B,6.3,2.5,45,1,97,67,67,S10682ROLLER T,,1:0EBQC.A3B0001
1:0EBQC,J7C,2.4,1,19.9,129,55,52,48,J7C Defaulted,,1:0EBQC.J7C0001
1:0EBQC,J7C,14.399994,0.69999695,26.900146,1,74,52,48,J7C Leftover,,1:0EBQC.J7C0002
1:0EBQC,M7C,1,1,0.1,6,0,52,48,M7C Defaulted,,1:0EBQC.M7C0001
1:0EBQC,M7C,1,0.9000001,0.39999998,1,1,52,48,M7C Leftover,,1:0EBQC.M7C0002
1:0EBQC,R3B,2.1,0.3,21,5,84,36,48,Z44650MOTORCYC,,1:0EBQC.R3B0001
1:0EBQC,R3D,9.3,1.4,50,5,100,72,89,C32887CLEANER,,1:0EBQC.R3D0001
1:0EBQC,A1D,94.2,28.7,303,2,344,127,149,F39378CRANE WH,,1:0EBQC.A1D0001
1:0EBQC,R1D,69,15.1,283,1,392,104,117,D28736DISTR WT,,1:0EBQC.R1D0001
1:0EBQC,R1D,57.3,7.7,208,1,316,95,132,S74832STLR VAN,,1:0EBQC.R1D0002
1:0EBQC,R1D,64.2,16.6,245,1,356,99,126,T13152SHOP EQU,,1:0EBQC.R1D0003
1:0EBQC,R1D,68.4,18.8,253,1,375,97,130,T42725TRUCK CO,,1:0EBQC.R1D0004
1:0EBQC,R1D,54.8,13.7,206,3,299,99,128,T91656TRUCK TR,,1:0EBQC.R1D0005
1:0EBQC,A2D,40.9,14.7,216,4,327,95,91,G74783GRADER R,,1:0EBQC.A2D0001
1:0EBQC,A2D,41.4,15.5,219,10,297,106,91,L76556LOADER S,,1:0EBQC.A2D0002
1:0EBQC,A2D,8.2,3.3,70,1,117,86,56,S12575ROLLER T,,1:0EBQC.A2D0003
1:0EBQC,A2D,35.4,8,167,12,250,96,102,T34437TRAC WHL,,1:0EBQC.A2D0004
1:0EBQC,A2D,39.6,15.6,190,1,271,101,100,T49119TRUCK FR,,1:0EBQC.A2D0005
1:0EBQC,A2D,37.5,17.8,186,14,243,110,97,W76473TRACTOR,,1:0EBQC.A2D0006
1:0EBQC,J2B,1.7,0.3,27,2,120,32,30,C04653BOOM EXT,,1:0EBQC.J2B0001
1:0EBQC,J2B,2.9,0.7,45,2,197,33,31,F39378BOOM POI,,1:0EBQC.J2B0002
1:0EBQC,J2B,3.8,1,59,2,184,46,31,F39378BOOM FOO,,1:0EBQC.J2B0003
1:0EBQC,R2B,9.3,1.4,76,6,147,74,59,J47617GEN SET,,1:0EBQC.R2B0001
1:0EBQC,R2B,13.9,1.9,103,1,176,84,65,J47480GEN SET,,1:0EBQC.R2B0002
1:0EBQC,R2B,20.4,4.2,129,3,223,83,76,T59346TRUCK CA,,1:0EBQC.R2B0003
1:0EBQC,R2B,19.6,4.2,124,3,217,82,76,T59482TRUCK CA,,1:0EBQC.R2B0004
1:0EBQC,R2B,10.9,1.1,76,12,146,75,69,W58486TOOL OUT,,1:0EBQC.R2B0005
1:0EBQC,R2B,11,1.9,96,14,166,83,55,W95811TRAILER,,1:0EBQC.R2B0006
1:0EBQC,R2B,15.4,1.5,91,7,162,81,81,W98825TRAILER,,1:0EBQC.R2B0007
1:0EBQC,R2B,7.9,1.4,76,9,147,74,50,W95537TRAILER,,1:0EBQC.R2B0008
1:0EBQC,R2D,27.8,6.3,131,4,192,98,102,D20529DISPENSE,,1:0EBQC.R2D0001
1:0EBQC,R2D,22.5,3.6,115,3,178,93,94,L28351KITCHEN,,1:0EBQC.R2D0002
1:0EBQC,R2D,19.8,2.7,119,5,175,98,80,L85283LUB SVC,,1:0EBQC.R2D0003
1:0EBQC,R2D,22.8,4.5,144,5,214,97,76,P11866PNEU TL&,,1:0EBQC.R2D0004
1:0EBQC,R2D,49.6,8.5,340,3,510,96,70,S70594STLR LOW,,1:0EBQC.R2D0005
1:0EBQC,R2D,23.7,3.5,112,2,189,85,102,T07543TRUCK UT,,1:0EBQC.R2D0006
1:0EBQC,R2D,17.9,3.3,115,4,192,86,75,T05028TRUCK UT,,1:0EBQC.R2D0007
1:0EBQC,R2D,17.3,2.8,102,1,172,85,82,T16988SHOP EQU,,1:0EBQC.R2D0008
1:0EBQC,R2D,21.6,3.7,126,5,214,85,82,T10138SHOP EQP,,1:0EBQC.R2D0009
1:0EBQC,R2D,59,19.7,281,8,400,101,101,T39586TRUCK CA,,1:0EBQC.R2D0010
1:0EBQC,R2D,56.7,21.7,269,1,384,101,101,T63093TRUCK WR,,1:0EBQC.R2D0011
1:0EBQC,R2D,56.3,19.1,267,4,401,96,101,T87243TRK TANK,,1:0EBQC.R2D0012
1:0EBQC,R2D,22.1,4,196,3,294,96,54,T96975TRAILER,,1:0EBQC.R2D0013
1:0EBQC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:0EBQC.R2D0014
1:0EBQC,R2D,12.1,2.4,135,37,211,92,43,W94536TRAILER,,1:0EBQC.R2D0015
1:0EBQC,R2D,43.8,11.6,224,5,332,97,94,X40968TRK CGO,,1:0EBQC.R2D0016
1:0EBQC,R2D,41,11,209,4,311,97,94,X40831TRK CGO,,1:0EBQC.R2D0017
1:0EBQC,R2D,29.8,6.6,177,12,265,96,81,X40009TRUCK CA,,1:0EBQC.R2D0018
1:0EBQC,R2D,38.9,13.1,199,12,295,97,94,X43845TRUCK DU,,1:0EBQC.R2D0019
1:0EBQC,R2D,36,12.5,184,48,273,97,94,X43708TRUCK DU,,1:0EBQC.R2D0020
1:0EBQC,R2D,31.4,6.8,186,8,279,96,81,X40146TRUCK CA,,1:0EBQC.R2D0021
1:0EBQC,R2D,35,10.6,179,1,265,97,94,X59326TRUCK TR,,1:0EBQC.R2D0022
1:0EBRC,A3B,6.3,2.5,45,1,97,67,67,S10682ROLLER T,,1:0EBRC.A3B0001
1:0EBRC,J7C,2.4,1,19.9,129,55,52,48,J7C Defaulted,,1:0EBRC.J7C0001
1:0EBRC,J7C,14.399994,0.69999695,26.900146,1,74,52,48,J7C Leftover,,1:0EBRC.J7C0002
1:0EBRC,M7C,1,1,0.1,6,0,52,48,M7C Defaulted,,1:0EBRC.M7C0001
1:0EBRC,M7C,1,0.9000001,0.39999998,1,1,52,48,M7C Leftover,,1:0EBRC.M7C0002
1:0EBRC,R3B,2.1,0.3,21,5,84,36,48,Z44650MOTORCYC,,1:0EBRC.R3B0001
1:0EBRC,R3D,9.3,1.4,50,5,100,72,89,C32887CLEANER,,1:0EBRC.R3D0001
1:0EBRC,A1D,94.2,28.7,303,2,344,127,149,F39378CRANE WH,,1:0EBRC.A1D0001
1:0EBRC,R1D,69,15.1,283,1,392,104,117,D28736DISTR WT,,1:0EBRC.R1D0001
1:0EBRC,R1D,57.3,7.7,208,1,316,95,132,S74832STLR VAN,,1:0EBRC.R1D0002
1:0EBRC,R1D,64.2,16.6,245,1,356,99,126,T13152SHOP EQU,,1:0EBRC.R1D0003
1:0EBRC,R1D,68.4,18.8,253,1,375,97,130,T42725TRUCK CO,,1:0EBRC.R1D0004
1:0EBRC,R1D,54.8,13.7,206,3,299,99,128,T91656TRUCK TR,,1:0EBRC.R1D0005
1:0EBRC,A2D,40.9,14.7,216,4,327,95,91,G74783GRADER R,,1:0EBRC.A2D0001
1:0EBRC,A2D,41.4,15.5,219,10,297,106,91,L76556LOADER S,,1:0EBRC.A2D0002
1:0EBRC,A2D,8.2,3.3,70,1,117,86,56,S12575ROLLER T,,1:0EBRC.A2D0003
1:0EBRC,A2D,35.4,8,167,12,250,96,102,T34437TRAC WHL,,1:0EBRC.A2D0004
1:0EBRC,A2D,39.6,15.6,190,1,271,101,100,T49119TRUCK FR,,1:0EBRC.A2D0005
1:0EBRC,A2D,37.5,17.8,186,14,243,110,97,W76473TRACTOR,,1:0EBRC.A2D0006
1:0EBRC,J2B,1.7,0.3,27,2,120,32,30,C04653BOOM EXT,,1:0EBRC.J2B0001
1:0EBRC,J2B,2.9,0.7,45,2,197,33,31,F39378BOOM POI,,1:0EBRC.J2B0002
1:0EBRC,J2B,3.8,1,59,2,184,46,31,F39378BOOM FOO,,1:0EBRC.J2B0003
1:0EBRC,R2B,9.3,1.4,76,6,147,74,59,J47617GEN SET,,1:0EBRC.R2B0001
1:0EBRC,R2B,13.9,1.9,103,1,176,84,65,J47480GEN SET,,1:0EBRC.R2B0002
1:0EBRC,R2B,20.4,4.2,129,3,223,83,76,T59346TRUCK CA,,1:0EBRC.R2B0003
1:0EBRC,R2B,19.6,4.2,124,3,217,82,76,T59482TRUCK CA,,1:0EBRC.R2B0004
1:0EBRC,R2B,10.9,1.1,76,12,146,75,69,W58486TOOL OUT,,1:0EBRC.R2B0005
1:0EBRC,R2B,11,1.9,96,14,166,83,55,W95811TRAILER,,1:0EBRC.R2B0006
1:0EBRC,R2B,15.4,1.5,91,7,162,81,81,W98825TRAILER,,1:0EBRC.R2B0007
1:0EBRC,R2B,7.9,1.4,76,9,147,74,50,W95537TRAILER,,1:0EBRC.R2B0008
1:0EBRC,R2D,27.8,6.3,131,4,192,98,102,D20529DISPENSE,,1:0EBRC.R2D0001
1:0EBRC,R2D,22.5,3.6,115,3,178,93,94,L28351KITCHEN,,1:0EBRC.R2D0002
1:0EBRC,R2D,19.8,2.7,119,5,175,98,80,L85283LUB SVC,,1:0EBRC.R2D0003
1:0EBRC,R2D,22.8,4.5,144,5,214,97,76,P11866PNEU TL&,,1:0EBRC.R2D0004
1:0EBRC,R2D,49.6,8.5,340,3,510,96,70,S70594STLR LOW,,1:0EBRC.R2D0005
1:0EBRC,R2D,23.7,3.5,112,2,189,85,102,T07543TRUCK UT,,1:0EBRC.R2D0006
1:0EBRC,R2D,17.9,3.3,115,4,192,86,75,T05028TRUCK UT,,1:0EBRC.R2D0007
1:0EBRC,R2D,17.3,2.8,102,1,172,85,82,T16988SHOP EQU,,1:0EBRC.R2D0008
1:0EBRC,R2D,21.6,3.7,126,5,214,85,82,T10138SHOP EQP,,1:0EBRC.R2D0009
1:0EBRC,R2D,59,19.7,281,8,400,101,101,T39586TRUCK CA,,1:0EBRC.R2D0010
1:0EBRC,R2D,56.7,21.7,269,1,384,101,101,T63093TRUCK WR,,1:0EBRC.R2D0011
1:0EBRC,R2D,56.3,19.1,267,4,401,96,101,T87243TRK TANK,,1:0EBRC.R2D0012
1:0EBRC,R2D,22.1,4,196,3,294,96,54,T96975TRAILER,,1:0EBRC.R2D0013
1:0EBRC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:0EBRC.R2D0014
1:0EBRC,R2D,12.1,2.4,135,37,211,92,43,W94536TRAILER,,1:0EBRC.R2D0015
1:0EBRC,R2D,43.8,11.6,224,5,332,97,94,X40968TRK CGO,,1:0EBRC.R2D0016
1:0EBRC,R2D,41,11,209,4,311,97,94,X40831TRK CGO,,1:0EBRC.R2D0017
1:0EBRC,R2D,29.8,6.6,177,12,265,96,81,X40009TRUCK CA,,1:0EBRC.R2D0018
1:0EBRC,R2D,38.9,13.1,199,12,295,97,94,X43845TRUCK DU,,1:0EBRC.R2D0019
1:0EBRC,R2D,36,12.5,184,48,273,97,94,X43708TRUCK DU,,1:0EBRC.R2D0020
1:0EBRC,R2D,31.4,6.8,186,8,279,96,81,X40146TRUCK CA,,1:0EBRC.R2D0021
1:0EBRC,R2D,35,10.6,179,1,265,97,94,X59326TRUCK TR,,1:0EBRC.R2D0022
1:0EGBC,J3B,9.6,0.6,66,9,108,88,70,J74920GRADER R,,1:0EGBC.J3B0001
1:0EGBC,J7C,2.4,1,19.4,29,54,52,48,J7C Defaulted,,1:0EGBC.J7C0001
1:0EGBC,J7C,3.399994,0.20000076,21.400024,1,59,52,48,J7C Leftover,,1:0EGBC.J7C0002
1:0EGBC,M7C,1,0.7,14,1,39,52,48,M7C Leftover,,1:0EGBC.M7C0001
1:0EGBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0EGBC.R3D0001
1:0EGBC,A1D,26,7.6,108,6,208,75,115,R19753ROLLER M,,1:0EGBC.A1D0001
1:0EGBC,R1D,69,15.2,283,3,392,104,117,D28736DISTR WT,,1:0EGBC.R1D0001
1:0EGBC,R1D,64.2,16.7,245,1,356,99,126,T13152SHOP EQU,,1:0EGBC.R1D0002
1:0EGBC,R1D,40.9,15.8,185,6,278,96,106,T41036TRK CARG,,1:0EGBC.R1D0003
1:0EGBC,R1D,37.5,10.2,170,2,255,96,106,T41995TRK CARG,,1:0EGBC.R1D0004
1:0EGBC,R1D,37.5,10.6,170,1,255,96,106,T42063TRK CARG,,1:0EGBC.R1D0005
1:0EGBC,R1D,41.8,10.3,189,12,284,96,106,T61239TRK TRAC,,1:0EGBC.R1D0006
1:0EGBC,R1D,41.8,12.5,189,18,284,96,106,T65526TRK DUMP,,1:0EGBC.R1D0007
1:0EGBC,R1D,40.5,7.5,177,3,265,96,110,V12141TANK&PUM,,1:0EGBC.R1D0008
1:0EGBC,A2B,15.2,4.9,91,1,166,79,80,T49255TRUCK LI,,1:0EGBC.A2B0001
1:0EGBC,A2D,39.9,12.2,206,3,309,96,93,C36219CRANE WH,,1:0EGBC.A2D0001
1:0EGBC,A2D,44,15.5,220,9,330,96,96,J74920GRADER R,,1:0EGBC.A2D0002
1:0EGBC,A2D,38.5,14.6,181,6,253,103,102,L76556LOADER S,,1:0EGBC.A2D0003
1:0EGBC,A2D,8.3,1.7,85,3,139,88,47,S12164ROLLER T,,1:0EGBC.A2D0004
1:0EGBC,A2D,36.3,17.9,171,12,230,107,102,T76541TRACTOR,,1:0EGBC.A2D0005
1:0EGBC,J2D,4.5,1.8,43,6,58,106,51,L76556LOADER S,,1:0EGBC.J2D0001
1:0EGBC,R2B,7.1,0.9,68,3,151,65,50,F79334FLOODLIG,,1:0EGBC.R2B0001
1:0EGBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0EGBC.R2B0002
1:0EGBC,R2D,21.2,2.8,109,1,171,92,93,L28351KITCHEN,,1:0EGBC.R2D0001
1:0EGBC,R2D,19.8,2.7,119,1,175,98,80,L85283LUB SVC,,1:0EGBC.R2D0002
1:0EGBC,R2D,22.8,4.5,144,3,214,97,76,P11866PNEU TL&,,1:0EGBC.R2D0003
1:0EGBC,R2D,24.3,4.7,118,3,191,89,99,S25681SHP EQP,,1:0EGBC.R2D0004
1:0EGBC,R2D,62.7,15.9,287,9,393,105,105,S29971SCRAPER,,1:0EGBC.R2D0005
1:0EGBC,R2D,60.2,8.2,332,12,416,115,87,S70517STLR LOW,,1:0EGBC.R2D0006
1:0EGBC,R2D,35.4,8,167,6,250,96,102,T34437TRAC WHL,,1:0EGBC.R2D0007
1:0EGBC,R2D,12.5,2.8,108,6,180,86,56,T61494TRK UTIL,,1:0EGBC.R2D0008
1:0EGBC,R2D,13.3,3.3,114,3,191,86,56,T61630TRK UTIL,,1:0EGBC.R2D0009
1:0EGBC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:0EGBC.R2D0010
1:0EGBC,R2D,26.2,4.8,153,1,230,96,82,T95555TRLR CGO,,1:0EGBC.R2D0011
1:0EGBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,1:0EGBC.R2D0012
1:0EGBC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,1:0EGBC.R2D0013
1:0EGBC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:0EGBC.R2D0014
1:0EGBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0EGBC.R2D0015
1:0HBGC,J7C,2.5,1,19.9,23,55,52,48,J7C Defaulted,,1:0HBGC.J7C0001
1:0HBGC,J7C,2.5,0.8999996,20.300018,1,56,52,48,J7C Leftover,,1:0HBGC.J7C0002
1:0HBGC,M7C,1,0.9,18.5,3,51,52,48,M7C Defaulted,,1:0HBGC.M7C0001
1:0HBGC,M7C,1,1.0000002,18.5,1,51,52,48,M7C Leftover,,1:0HBGC.M7C0002
1:0HBGC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0HBGC.R3D0001
1:0HBGC,C0D,572.7,65.9,1553,18,884,253,177,L36739LANDING,,1:0HBGC.C0D0001
1:0HBGC,R1D,40.3,17,183,1,274,96,106,T41135TRK CARG,,1:0HBGC.R1D0001
1:0HBGC,R1D,37.2,12.9,169,1,253,96,106,T60081TRK CARG,,1:0HBGC.R1D0002
1:0HBGC,R2B,7.1,0.9,68,2,151,65,50,F79334FLOODLIG,,1:0HBGC.R2B0001
1:0HBGC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0HBGC.R2B0002
1:0HBGC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0HBGC.R2D0001
1:0HBGC,R2D,24.3,4.7,118,2,191,89,99,S25681SHP EQP,,1:0HBGC.R2D0002
1:0HBGC,R2D,12.5,3.3,108,2,180,86,56,T61494TRK UTIL,,1:0HBGC.R2D0003
1:0HBGC,R2D,13.3,3.3,114,2,191,86,56,T61630TRK UTIL,,1:0HBGC.R2D0004
1:0HBGC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,1:0HBGC.R2D0005
1:0HBGC,R2D,24.1,3.7,119,2,179,96,97,W48391WLD SHOP,,1:0HBGC.R2D0006
1:0HBGC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0HBGC.R2D0007
1:0HEDC,J7C,2.5,1,20,27,55,52,48,J7C Defaulted,,1:0HEDC.J7C0001
1:0HEDC,J7C,2.5,1,20,1,55,52,48,J7C Leftover,,1:0HEDC.J7C0002
1:0HEDC,M7C,1,1,20,1,55,52,48,M7C Leftover,,1:0HEDC.M7C0001
1:0HEDC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0HEDC.R3D0001
1:0HEDC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0HEDC.R1D0001
1:0HEDC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0HEDC.R1D0002
1:0HEDC,R1D,47.1,9.2,192,61,276,100,118,T61103TRUCK TR,,1:0HEDC.R1D0003
1:0HEDC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0HEDC.J2D0001
1:0HEDC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0HEDC.R2B0001
1:0HEDC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,1:0HEDC.R2D0001
1:0HEDC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0HEDC.R2D0002
1:0HEDC,R2D,63.3,9.7,327,120,490,96,93,S70159STLR FLA,,1:0HEDC.R2D0003
1:0HEDC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0HEDC.R2D0004
1:0HEDC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0HEDC.R2D0005
1:0HEDC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:0HEDC.R2D0006
1:0HEDC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,1:0HEDC.R2D0007
1:0HEDC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0HEDC.R2D0008
1:0HEEC,J7C,2.4,1,19.4,28,54,52,48,J7C Defaulted,,1:0HEEC.J7C0001
1:0HEEC,J7C,3.7999954,0.20000076,20.799988,1,58,52,48,J7C Leftover,,1:0HEEC.J7C0002
1:0HEEC,M7C,1,0.8,16,1,44,52,48,M7C Defaulted,,1:0HEEC.M7C0001
1:0HEEC,M7C,1,0.8,16,1,44,52,48,M7C Leftover,,1:0HEEC.M7C0002
1:0HEEC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0HEEC.R3D0001
1:0HEEC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0HEEC.R1D0001
1:0HEEC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0HEEC.R1D0002
1:0HEEC,R1D,41.8,10.3,189,61,284,96,106,T61239TRK TRAC,,1:0HEEC.R1D0003
1:0HEEC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:0HEEC.R1D0004
1:0HEEC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0HEEC.J2D0001
1:0HEEC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0HEEC.R2B0001
1:0HEEC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0HEEC.R2D0001
1:0HEEC,R2D,53.2,6.8,245,60,368,96,104,S10059STLR TAN,,1:0HEEC.R2D0002
1:0HEEC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0HEEC.R2D0003
1:0HEEC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0HEEC.R2D0004
1:0HEEC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,1:0HEEC.R2D0005
1:0HEEC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0HEEC.R2D0006
1:0HEHC,J7C,2.5,1,20,27,55,52,48,J7C Defaulted,,1:0HEHC.J7C0001
1:0HEHC,J7C,2.5,1,20,1,55,52,48,J7C Leftover,,1:0HEHC.J7C0002
1:0HEHC,M7C,1,1,20,1,55,52,48,M7C Leftover,,1:0HEHC.M7C0001
1:0HEHC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0HEHC.R3D0001
1:0HEHC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:0HEHC.R1D0001
1:0HEHC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:0HEHC.R1D0002
1:0HEHC,R1D,47.1,9.2,192,61,276,100,118,T61103TRUCK TR,,1:0HEHC.R1D0003
1:0HEHC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:0HEHC.J2D0001
1:0HEHC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:0HEHC.R2B0001
1:0HEHC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,1:0HEHC.R2D0001
1:0HEHC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:0HEHC.R2D0002
1:0HEHC,R2D,63.3,9.7,327,120,490,96,93,S70159STLR FLA,,1:0HEHC.R2D0003
1:0HEHC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:0HEHC.R2D0004
1:0HEHC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:0HEHC.R2D0005
1:0HEHC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:0HEHC.R2D0006
1:0HEHC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,1:0HEHC.R2D0007
1:0HEHC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:0HEHC.R2D0008
1:0HNBC,J7C,2.4,1,19,18,53,52,48,J7C Defaulted,,1:0HNBC.J7C0001
1:0HNBC,J7C,2.7999992,0.10000038,20,1,55,52,48,J7C Leftover,,1:0HNBC.J7C0002
1:0HNBC,M7C,1,0.8,0.5,1,1,52,48,M7C Defaulted,,1:0HNBC.M7C0001
1:0HNBC,M7C,1,0.7,0.5,1,1,52,48,M7C Leftover,,1:0HNBC.M7C0002
1:0HNBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:0HNBC.R3D0001
1:0HNBC,R1D,37.5,12.3,170,2,255,96,106,T60081TRK CARG,,1:0HNBC.R1D0001
1:0HNBC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,1:0HNBC.R1D0002
1:0HNBC,R1D,41.5,10.2,188,10,282,96,106,T61239TRK TRAC,,1:0HNBC.R1D0003
1:0HNBC,R1D,40.9,11.6,185,52,278,96,106,T61908TRK CGO,,1:0HNBC.R1D0004
1:0HNBC,R1D,52.9,18.2,239,1,359,96,106,T94709TRK WREC,,1:0HNBC.R1D0005
