RLN,CCC,Mtons,Stons,Sqft,NumPieces,Length,Width,Height,Description,LongDescription,CargoId
1:03AFC,R2D,16.8,1.2,139,22,209,96,58,Z36068TRAILER,,1:03AFC.R2D0011
1:03AFC,R2D,17.7,2.4,147,21,220,96,58,Z90712TRLR CGO,,1:03AFC.R2D0012
1:03AGC,J3D,13.2,4.2,66,7,108,88,96,R50885RECOVERY,,1:03AGC.J3D0001
1:03AGC,J7C,2.4,1,19.9,104,55,52,48,J7C Defaulted,,1:03AGC.J7C0001
1:03AGC,J7C,12.399994,0.80000305,26.400146,1,73,52,48,J7C Leftover,,1:03AGC.J7C0002
1:03AGC,M7C,1,1,19.5,37,54,52,48,M7C Defaulted,,1:03AGC.M7C0001
1:03AGC,M7C,1,0.20000076,22.5,1,62,52,48,M7C Leftover,,1:03AGC.M7C0002
1:03AGC,R3B,3.7,0.4,40,6,95,60,45,M68405MORTAR 1,,1:03AGC.R3B0001
1:03AGC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:03AGC.R3D0001
1:03AGC,A1D,78.6,64.6,320,7,341,135,118,R50885RECOVERY,,1:03AGC.A1D0001
1:03AGC,A1D,69.9,64.4,297,58,312,137,113,T13305TANK CBT,,1:03AGC.A1D0002
1:03AGC,R1D,81.4,41.6,305,4,431,102,128,T40999TRK CGO,,1:03AGC.R1D0001
1:03AGC,R1D,40.3,17,183,1,274,96,106,T41135TRK CARG,,1:03AGC.R1D0002
1:03AGC,R1D,45.1,17.8,204,3,306,96,106,T41203TRK CARG,,1:03AGC.R1D0003
1:03AGC,R1D,37.2,12.9,169,22,253,96,106,T60081TRK CARG,,1:03AGC.R1D0004
1:03AGC,R1D,37.2,12.9,169,5,253,96,106,T60149TRK CARG,,1:03AGC.R1D0005
1:03AGC,R1D,40.3,16.5,183,1,274,96,106,T61908TRK CGO,,1:03AGC.R1D0006
1:03AGC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:03AGC.R1D0007
1:03AGC,A2D,25.8,13.9,155,6,210,106,80,C10990CARRIER,,1:03AGC.A2D0001
1:03AGC,A2D,30.3,12.9,142,3,205,100,102,C11158CARRIER,,1:03AGC.A2D0002
1:03AGC,A2D,24.6,13.6,146,13,210,100,81,C18234CARRIER,,1:03AGC.A2D0003
1:03AGC,A2D,28.9,12.9,133,5,192,100,104,D11538CARRIER,,1:03AGC.A2D0004
1:03AGC,J2D,32,7.6,160,1,240,96,96,C27633CONTAINE,,1:03AGC.J2D0001
1:03AGC,J2D,32,12.2,160,4,240,96,96,F64544FORWARD,,1:03AGC.J2D0002
1:03AGC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:03AGC.J2D0003
1:03AGC,R2B,9.9,0.9,70,3,146,69,68,L63994LIGHT SE,,1:03AGC.R2B0001
1:03AGC,R2D,31.1,2.8,161,4,254,91,93,K28601KITCHEN,,1:03AGC.R2D0001
1:03AGC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:03AGC.R2D0002
1:03AGC,R2D,19.8,2.7,99,2,168,85,96,T00474SHELTER,,1:03AGC.R2D0003
1:03AGC,R2D,59.8,29.6,284,5,401,102,101,T39518TRUCK CA,,1:03AGC.R2D0004
1:03AGC,R2D,59.8,26.2,284,10,401,102,101,T59278TRUCK CG,,1:03AGC.R2D0005
1:03AGC,R2D,12.5,2.8,108,30,180,86,56,T61494TRK UTIL,,1:03AGC.R2D0006
1:03AGC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,1:03AGC.R2D0007
1:03AGC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:03AGC.R2D0008
1:03AGC,R2D,56.3,19.3,267,16,401,96,101,T87243TRK TANK,,1:03AGC.R2D0009
1:03AGC,R2D,17.6,3.5,114,5,191,86,74,T92242TRK UTIL,,1:03AGC.R2D0010
1:03AGC,R2D,17.1,3.3,111,5,186,86,74,T92310TRK UTIL,,1:03AGC.R2D0011
1:03AGC,R2D,26.2,4.8,153,1,230,96,82,T95555TRLR CGO,,1:03AGC.R2D0012
1:03AGC,R2D,8.8,0.9,81,4,136,86,52,T95992TRL CGO,,1:03AGC.R2D0013
1:03AGC,R2D,23,3.6,140,19,210,96,79,T96564TRLR CGO,,1:03AGC.R2D0014
1:03AGC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,1:03AGC.R2D0015
1:03AGC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:03AGC.R2D0016
1:03AGC,R2D,19.4,2.1,111,8,163,98,84,W98825TRLR TK,,1:03AGC.R2D0017
1:03AGC,R2D,30.5,7.1,177,2,265,96,83,X40009TRK CARG,,1:03AGC.R2D0018
1:03AGC,R2D,44.5,13.1,209,1,314,96,102,Z94047TRUCK TA,,1:03AGC.R2D0019
1:03AJC,J3D,13.2,4.2,66,7,108,88,96,R50885RECOVERY,,1:03AJC.J3D0001
1:03AJC,J7C,2.4,1,19.9,104,55,52,48,J7C Defaulted,,1:03AJC.J7C0001
1:03AJC,J7C,12.399994,0.80000305,26.400146,1,73,52,48,J7C Leftover,,1:03AJC.J7C0002
1:03AJC,M7C,1,1,19.5,37,54,52,48,M7C Defaulted,,1:03AJC.M7C0001
1:03AJC,M7C,1,0.20000076,22.5,1,62,52,48,M7C Leftover,,1:03AJC.M7C0002
1:03AJC,R3B,3.7,0.4,40,6,95,60,45,M68405MORTAR 1,,1:03AJC.R3B0001
1:03AJC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:03AJC.R3D0001
1:03AJC,A1D,78.6,64.6,320,7,341,135,118,R50885RECOVERY,,1:03AJC.A1D0001
1:03AJC,A1D,69.9,64.4,297,58,312,137,113,T13305TANK CBT,,1:03AJC.A1D0002
1:03AJC,R1D,81.4,41.6,305,4,431,102,128,T40999TRK CGO,,1:03AJC.R1D0001
1:03AJC,R1D,40.3,17,183,1,274,96,106,T41135TRK CARG,,1:03AJC.R1D0002
1:03AJC,R1D,45.1,17.8,204,3,306,96,106,T41203TRK CARG,,1:03AJC.R1D0003
1:03AJC,R1D,37.2,12.9,169,22,253,96,106,T60081TRK CARG,,1:03AJC.R1D0004
1:03AJC,R1D,37.2,12.9,169,5,253,96,106,T60149TRK CARG,,1:03AJC.R1D0005
1:03AJC,R1D,40.3,16.5,183,1,274,96,106,T61908TRK CGO,,1:03AJC.R1D0006
1:03AJC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:03AJC.R1D0007
1:03AJC,A2D,25.8,13.9,155,6,210,106,80,C10990CARRIER,,1:03AJC.A2D0001
1:03AJC,A2D,30.3,12.9,142,3,205,100,102,C11158CARRIER,,1:03AJC.A2D0002
1:03AJC,A2D,24.6,13.6,146,13,210,100,81,C18234CARRIER,,1:03AJC.A2D0003
1:03AJC,A2D,28.9,12.9,133,5,192,100,104,D11538CARRIER,,1:03AJC.A2D0004
1:03AJC,J2D,32,7.6,160,1,240,96,96,C27633CONTAINE,,1:03AJC.J2D0001
1:03AJC,J2D,32,12.2,160,4,240,96,96,F64544FORWARD,,1:03AJC.J2D0002
1:03AJC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:03AJC.J2D0003
1:03AJC,R2B,9.9,0.9,70,3,146,69,68,L63994LIGHT SE,,1:03AJC.R2B0001
1:03AJC,R2D,31.1,2.8,161,4,254,91,93,K28601KITCHEN,,1:03AJC.R2D0001
1:03AJC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:03AJC.R2D0002
1:03AJC,R2D,19.8,2.7,99,2,168,85,96,T00474SHELTER,,1:03AJC.R2D0003
1:03AJC,R2D,59.8,29.6,284,5,401,102,101,T39518TRUCK CA,,1:03AJC.R2D0004
1:03AJC,R2D,59.8,26.2,284,10,401,102,101,T59278TRUCK CG,,1:03AJC.R2D0005
1:03AJC,R2D,12.5,2.8,108,30,180,86,56,T61494TRK UTIL,,1:03AJC.R2D0006
1:03AJC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,1:03AJC.R2D0007
1:03AJC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:03AJC.R2D0008
1:03AJC,R2D,56.3,19.3,267,16,401,96,101,T87243TRK TANK,,1:03AJC.R2D0009
1:03AJC,R2D,17.6,3.5,114,5,191,86,74,T92242TRK UTIL,,1:03AJC.R2D0010
1:03AJC,R2D,17.1,3.3,111,5,186,86,74,T92310TRK UTIL,,1:03AJC.R2D0011
1:03AJC,R2D,26.2,4.8,153,1,230,96,82,T95555TRLR CGO,,1:03AJC.R2D0012
1:03AJC,R2D,8.8,0.9,81,4,136,86,52,T95992TRL CGO,,1:03AJC.R2D0013
1:03AJC,R2D,23,3.6,140,19,210,96,79,T96564TRLR CGO,,1:03AJC.R2D0014
1:03AJC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,1:03AJC.R2D0015
1:03AJC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:03AJC.R2D0016
1:03AJC,R2D,19.4,2.1,111,8,163,98,84,W98825TRLR TK,,1:03AJC.R2D0017
1:03AJC,R2D,30.5,7.1,177,2,265,96,83,X40009TRK CARG,,1:03AJC.R2D0018
1:03AJC,R2D,44.5,13.1,209,1,314,96,102,Z94047TRUCK TA,,1:03AJC.R2D0019
1:03AKC,J3D,13.2,4.2,66,7,108,88,96,R50885RECOVERY,,1:03AKC.J3D0001
1:03AKC,J7C,2.4,1,19.9,104,55,52,48,J7C Defaulted,,1:03AKC.J7C0001
1:03AKC,J7C,12.399994,0.80000305,26.400146,1,73,52,48,J7C Leftover,,1:03AKC.J7C0002
1:03AKC,M7C,1,1,19.5,37,54,52,48,M7C Defaulted,,1:03AKC.M7C0001
1:03AKC,M7C,1,0.20000076,22.5,1,62,52,48,M7C Leftover,,1:03AKC.M7C0002
1:03AKC,R3B,3.7,0.4,40,6,95,60,45,M68405MORTAR 1,,1:03AKC.R3B0001
1:03AKC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:03AKC.R3D0001
1:03AKC,A1D,78.6,64.6,320,7,341,135,118,R50885RECOVERY,,1:03AKC.A1D0001
1:03AKC,A1D,69.9,64.4,297,58,312,137,113,T13305TANK CBT,,1:03AKC.A1D0002
1:03AKC,R1D,81.4,41.6,305,4,431,102,128,T40999TRK CGO,,1:03AKC.R1D0001
1:03AKC,R1D,40.3,17,183,1,274,96,106,T41135TRK CARG,,1:03AKC.R1D0002
1:03AKC,R1D,45.1,17.8,204,3,306,96,106,T41203TRK CARG,,1:03AKC.R1D0003
1:03AKC,R1D,37.2,12.9,169,22,253,96,106,T60081TRK CARG,,1:03AKC.R1D0004
1:03AKC,R1D,37.2,12.9,169,5,253,96,106,T60149TRK CARG,,1:03AKC.R1D0005
1:03AKC,R1D,40.3,16.5,183,1,274,96,106,T61908TRK CGO,,1:03AKC.R1D0006
1:03AKC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:03AKC.R1D0007
1:03AKC,A2D,25.8,13.9,155,6,210,106,80,C10990CARRIER,,1:03AKC.A2D0001
1:03AKC,A2D,30.3,12.9,142,3,205,100,102,C11158CARRIER,,1:03AKC.A2D0002
1:03AKC,A2D,24.6,13.6,146,13,210,100,81,C18234CARRIER,,1:03AKC.A2D0003
1:03AKC,A2D,28.9,12.9,133,5,192,100,104,D11538CARRIER,,1:03AKC.A2D0004
1:03AKC,J2D,32,7.6,160,1,240,96,96,C27633CONTAINE,,1:03AKC.J2D0001
1:03AKC,J2D,32,12.2,160,4,240,96,96,F64544FORWARD,,1:03AKC.J2D0002
1:03AKC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:03AKC.J2D0003
1:03AKC,R2B,9.9,0.9,70,3,146,69,68,L63994LIGHT SE,,1:03AKC.R2B0001
1:03AKC,R2D,31.1,2.8,161,4,254,91,93,K28601KITCHEN,,1:03AKC.R2D0001
1:03AKC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:03AKC.R2D0002
1:03AKC,R2D,19.8,2.7,99,2,168,85,96,T00474SHELTER,,1:03AKC.R2D0003
1:03AKC,R2D,59.8,29.6,284,5,401,102,101,T39518TRUCK CA,,1:03AKC.R2D0004
1:03AKC,R2D,59.8,26.2,284,10,401,102,101,T59278TRUCK CG,,1:03AKC.R2D0005
1:03AKC,R2D,12.5,2.8,108,30,180,86,56,T61494TRK UTIL,,1:03AKC.R2D0006
1:03AKC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,1:03AKC.R2D0007
1:03AKC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:03AKC.R2D0008
1:03AKC,R2D,56.3,19.3,267,16,401,96,101,T87243TRK TANK,,1:03AKC.R2D0009
1:03AKC,R2D,17.6,3.5,114,5,191,86,74,T92242TRK UTIL,,1:03AKC.R2D0010
1:03AKC,R2D,17.1,3.3,111,5,186,86,74,T92310TRK UTIL,,1:03AKC.R2D0011
1:03AKC,R2D,26.2,4.8,153,1,230,96,82,T95555TRLR CGO,,1:03AKC.R2D0012
1:03AKC,R2D,8.8,0.9,81,4,136,86,52,T95992TRL CGO,,1:03AKC.R2D0013
1:03AKC,R2D,23,3.6,140,19,210,96,79,T96564TRLR CGO,,1:03AKC.R2D0014
1:03AKC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,1:03AKC.R2D0015
1:03AKC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:03AKC.R2D0016
1:03AKC,R2D,19.4,2.1,111,8,163,98,84,W98825TRLR TK,,1:03AKC.R2D0017
1:03AKC,R2D,30.5,7.1,177,2,265,96,83,X40009TRK CARG,,1:03AKC.R2D0018
1:03AKC,R2D,44.5,13.1,209,1,314,96,102,Z94047TRUCK TA,,1:03AKC.R2D0019
1:03AUC,J3D,13.2,4.2,66,7,108,88,96,R50885RECOVERY,,1:03AUC.J3D0001
1:03AUC,J7C,2.4,1,19.9,104,55,52,48,J7C Defaulted,,1:03AUC.J7C0001
1:03AUC,J7C,12.399994,0.80000305,26.400146,1,73,52,48,J7C Leftover,,1:03AUC.J7C0002
1:03AUC,M7C,1,1,19.5,37,54,52,48,M7C Defaulted,,1:03AUC.M7C0001
1:03AUC,M7C,1,0.20000076,22.5,1,62,52,48,M7C Leftover,,1:03AUC.M7C0002
1:03AUC,R3B,3.7,0.4,40,6,95,60,45,M68405MORTAR 1,,1:03AUC.R3B0001
1:03AUC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:03AUC.R3D0001
1:03AUC,A1D,78.6,64.6,320,7,341,135,118,R50885RECOVERY,,1:03AUC.A1D0001
1:03AUC,A1D,69.9,64.4,297,58,312,137,113,T13305TANK CBT,,1:03AUC.A1D0002
1:03AUC,R1D,81.4,41.6,305,4,431,102,128,T40999TRK CGO,,1:03AUC.R1D0001
1:03AUC,R1D,40.3,17,183,1,274,96,106,T41135TRK CARG,,1:03AUC.R1D0002
1:03AUC,R1D,45.1,17.8,204,3,306,96,106,T41203TRK CARG,,1:03AUC.R1D0003
1:03AUC,R1D,37.2,12.9,169,22,253,96,106,T60081TRK CARG,,1:03AUC.R1D0004
1:03AUC,R1D,37.2,12.9,169,5,253,96,106,T60149TRK CARG,,1:03AUC.R1D0005
1:03AUC,R1D,40.3,16.5,183,1,274,96,106,T61908TRK CGO,,1:03AUC.R1D0006
1:03AUC,R1D,53.9,18.3,244,1,366,96,106,T94709TRK WREC,,1:03AUC.R1D0007
1:03AUC,A2D,25.8,13.9,155,6,210,106,80,C10990CARRIER,,1:03AUC.A2D0001
1:03AUC,A2D,30.3,12.9,142,3,205,100,102,C11158CARRIER,,1:03AUC.A2D0002
1:03AUC,A2D,24.6,13.6,146,13,210,100,81,C18234CARRIER,,1:03AUC.A2D0003
1:03AUC,A2D,28.9,12.9,133,5,192,100,104,D11538CARRIER,,1:03AUC.A2D0004
1:03AUC,J2D,32,7.6,160,1,240,96,96,C27633CONTAINE,,1:03AUC.J2D0001
1:03AUC,J2D,32,12.2,160,4,240,96,96,F64544FORWARD,,1:03AUC.J2D0002
1:03AUC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:03AUC.J2D0003
1:03AUC,R2B,9.9,0.9,70,3,146,69,68,L63994LIGHT SE,,1:03AUC.R2B0001
1:03AUC,R2D,31.1,2.8,161,4,254,91,93,K28601KITCHEN,,1:03AUC.R2D0001
1:03AUC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:03AUC.R2D0002
1:03AUC,R2D,19.8,2.7,99,2,168,85,96,T00474SHELTER,,1:03AUC.R2D0003
1:03AUC,R2D,59.8,29.6,284,5,401,102,101,T39518TRUCK CA,,1:03AUC.R2D0004
1:03AUC,R2D,59.8,26.2,284,10,401,102,101,T59278TRUCK CG,,1:03AUC.R2D0005
1:03AUC,R2D,12.5,2.8,108,30,180,86,56,T61494TRK UTIL,,1:03AUC.R2D0006
1:03AUC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,1:03AUC.R2D0007
1:03AUC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:03AUC.R2D0008
1:03AUC,R2D,56.3,19.3,267,16,401,96,101,T87243TRK TANK,,1:03AUC.R2D0009
1:03AUC,R2D,17.6,3.5,114,5,191,86,74,T92242TRK UTIL,,1:03AUC.R2D0010
1:03AUC,R2D,17.1,3.3,111,5,186,86,74,T92310TRK UTIL,,1:03AUC.R2D0011
1:03AUC,R2D,26.2,4.8,153,1,230,96,82,T95555TRLR CGO,,1:03AUC.R2D0012
1:03AUC,R2D,8.8,0.9,81,4,136,86,52,T95992TRL CGO,,1:03AUC.R2D0013
1:03AUC,R2D,23,3.6,140,19,210,96,79,T96564TRLR CGO,,1:03AUC.R2D0014
1:03AUC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,1:03AUC.R2D0015
1:03AUC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,1:03AUC.R2D0016
1:03AUC,R2D,19.4,2.1,111,8,163,98,84,W98825TRLR TK,,1:03AUC.R2D0017
1:03AUC,R2D,30.5,7.1,177,2,265,96,83,X40009TRK CARG,,1:03AUC.R2D0018
1:03AUC,R2D,44.5,13.1,209,1,314,96,102,Z94047TRUCK TA,,1:03AUC.R2D0019
1:04DDC,J7C,2.5,1,20,27,55,52,48,J7C Defaulted,,1:04DDC.J7C0001
1:04DDC,J7C,2.5,1,20,1,55,52,48,J7C Leftover,,1:04DDC.J7C0002
1:04DDC,M7C,1,1,20,1,55,52,48,M7C Leftover,,1:04DDC.M7C0001
1:04DDC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,1:04DDC.R3D0001
1:04DDC,R1D,37.2,12.9,169,2,253,96,106,T60081TRK CARG,,1:04DDC.R1D0001
1:04DDC,R1D,37.2,12.9,169,1,253,96,106,T60149TRK CARG,,1:04DDC.R1D0002
1:04DDC,R1D,47.1,9.2,192,61,276,100,118,T61103TRUCK TR,,1:04DDC.R1D0003
1:04DDC,J2D,17.7,2.3,101,1,167,87,84,W32730SHOP EQU,,1:04DDC.J2D0001
1:04DDC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,1:04DDC.R2B0001
1:04DDC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,1:04DDC.R2D0001
1:04DDC,R2D,21.2,4.3,109,1,171,92,93,L28351KITCHEN,,1:04DDC.R2D0002
1:04DDC,R2D,63.3,9.7,327,120,490,96,93,S70159STLR FLA,,1:04DDC.R2D0003
1:04DDC,R2D,52.9,8.2,244,1,366,96,104,S73372STLR TAN,,1:04DDC.R2D0004
1:04DDC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,1:04DDC.R2D0005
1:04DDC,R2D,60.5,21.8,285,1,402,102,102,T63093TRUCK WR,,1:04DDC.R2D0006
1:04DDC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,1:04DDC.R2D0007
1:04DDC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,1:04DDC.R2D0008
1:0DAAC,J7C,2.4,1,19.5,16,54,52,48,J7C Defaulted,,1:0DAAC.J7C0001
1:0DAAC,J7C,3.5999985,0.6000004,20,1,55,52,48,J7C Leftover,,1:0DAAC.J7C0002
1:0DAAC,M7C,1,0.3,1,1,3,52,48,M7C Leftover,,1:0DAAC.M7C0001
1:0DAAC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,1:0DAAC.R1D0001
1:0DAAC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,1:0DAAC.R1D0002
1:0DAAC,J2B,10.2,0.5,73,1,151,70,67,K39774HOIST UN,,1:0DAAC.J2B0001
1:0DAAC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,1:0DAAC.R2B0001
1:0DAAC,R2B,7.9,1.5,76,1,147,74,50,W95537TRAILER,,1:0DAAC.R2B0002
1:0DAAC,R2B,15.4,3.4,91,3,162,81,81,W98825TRAILER,,1:0DAAC.R2B0003
1:0DAAC,R2D,21.9,3.7,110,2,171,93,95,L28351KITCHEN,,1:0DAAC.R2D0001
1:0DAAC,R2D,13.3,5.3,114,1,191,86,56,T07679TRK UTIL,,1:0DAAC.R2D0002
1:0DAAC,R2D,12.5,3.5,108,10,180,86,56,T61494TRK UTIL,,1:0DAAC.R2D0003
1:0DAAC,R2D,13,2.9,111,4,186,86,56,T61562TRK UTIL,,1:0DAAC.R2D0004
1:0DAAC,R2D,8.8,0.9,81,6,136,86,52,T95992TRL CARG,,1:0DAAC.R2D0005
1:0DAAC,R2D,16.8,1.4,139,1,209,96,58,Z36068TRAILER,,1:0DAAC.R2D0006
1:0DBBC,J7C,2.4,1,19.1,18,53,52,48,J7C Defaulted,,1:0DBBC.J7C0001
1:0DBBC,J7C,2.7999992,0.20000076,20.199982,1,56,52,48,J7C Leftover,,1:0DBBC.J7C0002
1:0DBBC,M7C,1,0.4,1,1,3,52,48,M7C Leftover,,1:0DBBC.M7C0001
1:0DBBC,R1D,48.6,9.1,177,1,265,96,132,P61665PRTG PLT,,1:0DBBC.R1D0001
1:0DBBC,R1D,40.9,16.9,185,2,278,96,106,T41135TRK CARG,,1:0DBBC.R1D0002
1:0DBBC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,1:0DBBC.R1D0003
1:0DBBC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,1:0DBBC.R1D0004
1:0DBBC,J2D,32,6.8,160,1,240,96,96,F55289FINISHIN,,1:0DBBC.J2D0001
1:0DBBC,J2D,32,8.1,160,2,240,96,96,P50291PRESS SE,,1:0DBBC.J2D0002
1:0DBBC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,1:0DBBC.R2B0001
1:0DBBC,R2D,26.4,5.6,132,3,198,96,96,D34883DOLLY SE,,1:0DBBC.R2D0001
1:0DBBC,R2D,9.4,1.4,110,1,169,94,41,E02807CHASSIS,,1:0DBBC.R2D0002
1:0DBBC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,1:0DBBC.R2D0003
1:0DBBC,R2D,19.7,3.4,109,2,165,95,87,G78306GEN SET,,1:0DBBC.R2D0004
1:0DBBC,R2D,13.3,3.1,114,2,191,86,56,T07679TRK UTIL,,1:0DBBC.R2D0005
1:0DBBC,R2D,12.5,2.8,108,2,180,86,56,T61494TRK UTIL,,1:0DBBC.R2D0006
1:0DBBC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,1:0DBBC.R2D0007
1:0DBBC,R2D,17.6,3.5,114,6,191,86,74,T92242TRK UTIL,,1:0DBBC.R2D0008
1:0DBBC,R2D,8.8,0.9,81,2,136,86,52,T95992TRL CARG,,1:0DBBC.R2D0009
1:0DBBC,R2D,16.8,1.4,139,1,209,96,58,Z36068TRAILER,,1:0DBBC.R2D0010
1:0DBCC,J7C,2.4,1,19.1,18,53,52,48,J7C Defaulted,,1:0DBCC.J7C0001
1:0DBCC,J7C,2.7999992,0.20000076,20.199982,1,56,52,48,J7C Leftover,,1:0DBCC.J7C0002
1:0DBCC,M7C,1,0.4,1,1,3,52,48,M7C Leftover,,1:0DBCC.M7C0001
1:0DBCC,R1D,48.6,9.1,177,1,265,96,132,P61665PRTG PLT,,1:0DBCC.R1D0001
1:0DBCC,R1D,40.9,16.9,185,2,278,96,106,T41135TRK CARG,,1:0DBCC.R1D0002
1:0DBCC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,1:0DBCC.R1D0003
1:0DBCC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,1:0DBCC.R1D0004
1:0DBCC,J2D,32,6.8,160,1,240,96,96,F55289FINISHIN,,1:0DBCC.J2D0001
1:0DBCC,J2D,32,8.1,160,2,240,96,96,P50291PRESS SE,,1:0DBCC.J2D0002
1:0DBCC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,1:0DBCC.R2B0001
1:0DBCC,R2D,26.4,5.6,132,3,198,96,96,D34883DOLLY SE,,1:0DBCC.R2D0001
1:0DBCC,R2D,9.4,1.4,110,1,169,94,41,E02807CHASSIS,,1:0DBCC.R2D0002
1:0DBCC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,1:0DBCC.R2D0003
1:0DBCC,R2D,19.7,3.4,109,2,165,95,87,G78306GEN SET,,1:0DBCC.R2D0004
1:0DBCC,R2D,13.3,3.1,114,2,191,86,56,T07679TRK UTIL,,1:0DBCC.R2D0005
1:0DBCC,R2D,12.5,2.8,108,2,180,86,56,T61494TRK UTIL,,1:0DBCC.R2D0006
1:0DBCC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,1:0DBCC.R2D0007
1:0DBCC,R2D,17.6,3.5,114,6,191,86,74,T92242TRK UTIL,,1:0DBCC.R2D0008
1:0DBCC,R2D,8.8,0.9,81,2,136,86,52,T95992TRL CARG,,1:0DBCC.R2D0009
1:0DBCC,R2D,16.8,1.4,139,1,209,96,58,Z36068TRAILER,,1:0DBCC.R2D0010
1:0DBDC,J3D,13.2,5,66,1,108,88,96,T73347TRK LIFT,,1:0DBDC.J3D0001
1:0DBDC,J7C,2.4,1,19.6,19,54,52,48,J7C Defaulted,,1:0DBDC.J7C0001
1:0DBDC,J7C,3.3999977,0.6000004,19.600006,1,54,52,48,J7C Leftover,,1:0DBDC.J7C0002
1:0DBDC,M7C,1,0.4,1,1,3,52,48,M7C Leftover,,1:0DBDC.M7C0001
1:0DBDC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,1:0DBDC.R1D0001
1:0DBDC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,1:0DBDC.R1D0002
1:0DBDC,R1D,41.5,10.2,188,2,282,96,106,T61239TRK TRAC,,1:0DBDC.R1D0003
1:0DBDC,A2D,47.2,12.4,222,1,317,101,102,T73347TRK LIFT,,1:0DBDC.A2D0001
1:0DBDC,J2B,15.5,1.8,91,1,156,84,82,C81761CAMERA C,,1:0DBDC.J2B0001
1:0DBDC,J2B,6.2,4.8,40,2,114,50,75,J40150GEN SET,,1:0DBDC.J2B0002
1:0DBDC,J2B,6,5.9,39,1,113,50,74,X17831TRANSMIT,,1:0DBDC.J2B0003
1:0DBDC,J2D,25.2,9.6,126,2,216,84,96,P55630PRINT PR,,1:0DBDC.J2D0001
1:0DBDC,J2D,14.8,2.1,86,1,145,85,83,R38590RECEIVIN,,1:0DBDC.J2D0002
1:0DBDC,J2D,15.4,2.2,89,1,147,87,83,X17831TRANSMIT,,1:0DBDC.J2D0003
