Day,Airport,Geoloc,Fleet,AircraftType,Arrivals,Departures,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay
49,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,1.142,.000,.000,NO,.000
49,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,2,.000,.000,5.385,.000,.000,.000,.000,.000,.000,NO,.000
49,TRAVIS AFB,XDAT,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
49,TRAVIS AFB,XDAT,STRATEGIC,KC-10,3,0,.000,.000,8.122,.000,.000,.000,.000,.000,.000,NO,.000
50,BIGGS AAF,BPWZ,STRATEGIC,C-17,2,2,4.500,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
50,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
50,CAIRO WEST,CWKW,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,5.779,.000,NO,.000
50,JB CHARLESTON,DKFX,STRATEGIC,C-17,4,5,.000,.000,9.000,.000,.000,.000,.000,30.208,.000,NO,.000
50,DOVER AFB,FJXT,STRATEGIC,C-17,2,3,4.500,.000,.000,.000,.000,.000,.304,14.507,.000,NO,.000
50,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,3.000,40.000,.000,NO,.000
50,THYNA,FUQN,STRATEGIC,B-747P,2,3,.141,6.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
50,THYNA,FUQN,STRATEGIC,C-17,1,0,.000,2.250,.000,.000,.000,.000,.000,7.615,.000,NO,.000
50,MATMATA,HNTK,STRATEGIC,C-17,1,2,.225,2.250,.000,.000,.000,.000,.000,12.750,.000,NO,.000
50,MATMATA,HNTK,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,25.769,.000,NO,.000
50,HUNTER AAF,LEXG,STRATEGIC,B-747P,2,2,6.000,.000,.000,.000,.000,.000,.000,24.000,.000,NO,.000
50,LAJES,MQNA,STRATEGIC,C-17,3,4,.000,.000,.000,7.850,.000,.000,.000,36.579,.000,NO,.000
50,LAJES,MQNA,STRATEGIC,KC-10,4,5,.000,.000,.000,6.877,.000,.000,.000,.000,.000,NO,.000
50,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,2,1,.000,.000,4.500,.000,.000,.000,.000,25.219,.000,NO,.000
50,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
50,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,5,2,.000,.000,.000,7.500,.000,.000,.000,32.234,.000,NO,.000
50,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
50,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,3,.000,.000,.000,5.639,.000,.000,.000,48.361,.000,NO,.000
50,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,6.206,12.000,.000,NO,.000
50,TRAVIS AFB,XDAT,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
50,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.521,.000,.000,.000,.000,.000,.000,NO,.000
50,WHITEMAN AFB,YWHG,STRATEGIC,C-17,1,0,2.250,.000,.000,.000,.000,.000,.000,1.900,.000,NO,.000
51,BIGGS AAF,BPWZ,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
51,BIGGS AAF,BPWZ,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
51,CAIRO WEST,CWKW,STRATEGIC,B-747P,2,2,.000,.000,.000,3.000,.000,.000,.000,27.000,.000,NO,.000
51,JB CHARLESTON,DKFX,STRATEGIC,C-17,2,1,.000,.000,4.500,.000,.000,.000,.000,11.149,.000,NO,.000
51,DOVER AFB,FJXT,STRATEGIC,C-17,4,1,9.000,.000,.000,.000,.000,.000,2.483,12.925,.000,NO,.000
51,DOVER AFB,FJXT,STRATEGIC,KC-10,1,0,5.000,.000,.000,.000,.000,.000,.000,9.034,.000,NO,.000
51,DYESS AFB,FNWZ,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
51,THYNA,FUQN,STRATEGIC,B-747P,2,1,.000,4.992,.000,.000,.000,.000,.000,12.000,.000,NO,.000
51,THYNA,FUQN,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,5.135,.000,NO,.000
51,MATMATA,HNTK,STRATEGIC,C-17,2,1,.000,2.421,.000,.000,.000,.000,.000,.000,.000,NO,.000
51,MATMATA,HNTK,STRATEGIC,KC-10,4,3,.000,12.000,.000,.000,.000,.000,1.376,48.000,.000,NO,.000
51,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,0,.703,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
51,LAJES,MQNA,STRATEGIC,C-17,5,3,.000,.000,.000,11.055,.000,.000,.000,37.585,.000,NO,.000
51,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
51,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,14.816,.000,NO,.000
51,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,3,.000,.000,.000,.000,.000,.000,.000,35.266,.000,NO,.000
51,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.068,.000,.000,.000,5.639,.000,NO,.000
51,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,9.933,.000,NO,.000
51,TRAVIS AFB,XDAT,STRATEGIC,B-747P,4,2,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
51,TRAVIS AFB,XDAT,STRATEGIC,KC-10,5,3,.000,.000,7.500,.000,.000,.000,.000,.000,.000,NO,.000
51,WHITEMAN AFB,YWHG,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,10.850,.000,NO,.000
52,JB CHARLESTON,DKFX,STRATEGIC,C-17,1,1,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
52,DOVER AFB,FJXT,STRATEGIC,C-17,0,3,.000,.000,.000,.000,.000,.000,2.776,32.816,.000,NO,.000
52,DOVER AFB,FJXT,STRATEGIC,KC-10,2,3,10.000,.000,.000,.000,.000,.000,.000,20.966,.000,NO,.000
52,THYNA,FUQN,STRATEGIC,B-747P,2,3,1.008,6.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
52,THYNA,FUQN,STRATEGIC,C-17,2,2,.000,4.500,.000,.000,.000,.000,.000,12.750,.000,NO,.000
52,MATMATA,HNTK,STRATEGIC,C-17,4,3,2.079,7.409,.000,.000,.000,.000,.000,30.915,.000,NO,.000
52,MATMATA,HNTK,STRATEGIC,KC-10,1,1,.000,3.000,.000,.000,.000,.000,.512,9.010,.000,NO,.000
52,HUNTER AAF,LEXG,STRATEGIC,B-747P,0,1,2.297,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
52,LAJES,MQNA,STRATEGIC,C-17,3,6,.000,.000,.000,6.945,.000,.000,.000,13.096,.000,NO,.000
52,LAJES,MQNA,STRATEGIC,KC-10,7,7,.000,.000,.000,10.500,.000,.000,.000,.000,.000,NO,.000
52,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,44.176,.000,NO,.000
52,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,3,4,.000,.000,.000,4.932,.000,.000,.000,54.000,.000,NO,.000
52,RAMSTEIN AB,TYFR,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,2.817,.000,NO,.000
52,TRAVIS AFB,XDAT,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
53,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
53,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
53,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
53,THYNA,FUQN,STRATEGIC,C-17,2,2,.000,4.500,.000,.000,.000,.000,.000,25.500,.000,NO,.000
53,MATMATA,HNTK,STRATEGIC,C-17,2,4,1.591,4.500,.000,.000,.000,.000,.000,20.085,.000,NO,.000
53,MATMATA,HNTK,STRATEGIC,KC-10,2,2,.000,6.000,.000,.000,.000,.000,11.236,26.990,.000,NO,.000
53,HUNTER AAF,LEXG,STRATEGIC,B-747P,3,1,9.000,.000,.000,.000,.000,.000,7.076,14.919,.000,NO,.000
53,LAJES,MQNA,STRATEGIC,C-17,4,1,.000,.000,.000,5.607,.000,.000,.000,21.931,.000,NO,.000
53,LAJES,MQNA,STRATEGIC,KC-10,1,1,.000,.000,.000,1.500,.000,.000,.000,.000,.000,NO,.000
53,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,1,0,.000,.000,1.843,.000,.000,.000,.000,.000,.000,NO,.000
53,MC GUIRE FLD,PTFL,STRATEGIC,C-17,2,2,.000,.000,.000,4.500,.000,.000,.000,25.500,.000,NO,.000
53,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,4,.000,.000,.000,1.500,.000,.000,.000,17.168,.000,NO,.000
53,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
53,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
53,TRAVIS AFB,XDAT,STRATEGIC,B-747P,3,3,.000,.000,4.500,.000,.000,.000,3.973,.000,.000,NO,.000
53,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,0,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
54,BARKSDALE AFB,AWUB,STRATEGIC,C-17,1,1,2.201,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
54,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,0,.000,.000,.000,1.500,.000,.000,.000,.451,.000,NO,.000
54,JB CHARLESTON,DKFX,STRATEGIC,C-17,4,0,.000,.000,8.887,.000,.000,.000,.000,.000,.000,NO,.000
54,DOVER AFB,FJXT,STRATEGIC,KC-10,5,4,25.000,.000,.000,.000,.000,.000,1.500,40.525,.000,NO,.000
54,THYNA,FUQN,STRATEGIC,B-747P,2,1,.000,6.000,.000,.000,.000,.000,.000,13.084,.000,NO,.000
54,MATMATA,HNTK,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.174,.000,.000,NO,.000
54,HUNTER AAF,LEXG,STRATEGIC,B-747P,0,2,.000,.000,.000,.000,.000,.000,.000,21.081,.000,NO,.000
54,LAJES,MQNA,STRATEGIC,C-17,0,3,.000,.000,.000,3.393,.000,.000,.000,29.069,.000,NO,.000
54,LAJES,MQNA,STRATEGIC,KC-10,2,2,.000,.000,.000,3.000,.000,.000,.000,.000,.000,NO,.000
54,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,0,0,.000,.000,.407,.000,.000,.000,.000,.000,.000,NO,.000
54,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,15.000,.000,NO,.000
54,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,1,.000,.000,.000,3.000,.000,.000,.000,27.976,.000,NO,.000
54,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,1,.000,.000,.000,2.787,.000,.000,.000,13.500,.000,NO,.000
54,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,2,1,6.000,.000,.000,.000,.000,.000,.000,23.071,.000,NO,.000
54,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,2,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
54,TRAVIS AFB,XDAT,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
54,TRAVIS AFB,XDAT,STRATEGIC,KC-10,1,5,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
55,CAIRO WEST,CWKW,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,13.049,.000,NO,.000
55,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,0,.000,.000,.113,.000,.000,.000,.000,.000,.000,NO,.000
55,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
55,DOVER AFB,FJXT,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,9.475,.000,NO,.000
55,THYNA,FUQN,STRATEGIC,B-747P,2,2,.000,5.859,.000,.000,.000,.000,.000,10.916,.000,NO,.000
55,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
55,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,1.039,.000,.000,.000,.000,.000,NO,.000
55,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
55,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,0,2,.000,.000,.000,.000,.000,.000,.000,5.180,.000,NO,.000
55,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,4,2,.000,.000,.000,6.213,.000,.000,.000,48.297,.000,NO,.000
55,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,0,.000,.000,.000,1.500,.000,.000,1.386,3.864,.000,NO,.000
55,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,.929,.000,NO,.000
55,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,0,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
55,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,0,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
56,DOVER AFB,FJXT,STRATEGIC,KC-10,6,6,30.000,.000,.000,.000,.000,.000,9.000,60.000,.000,NO,.000
56,THYNA,FUQN,STRATEGIC,B-747P,1,2,.141,3.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
56,THYNA,FUQN,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,.000,.000,NO,.000
56,MATMATA,HNTK,STRATEGIC,C-17,1,1,.000,2.250,.000,.000,.000,.000,.000,12.750,.000,NO,.000
56,MATMATA,HNTK,STRATEGIC,KC-10,1,1,.000,3.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
56,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
56,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,1.211,.000,.000,.000,.000,.000,NO,.000
56,LAJES,MQNA,STRATEGIC,KC-10,5,4,.000,.000,.000,7.500,.000,.000,.000,3.729,.000,NO,.000
56,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,47.564,.000,NO,.000
56,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,4,.000,.000,.000,3.000,.000,.000,.000,45.405,.000,NO,.000
56,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,8.250,.000,NO,.000
56,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,1,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
56,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,6,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
57,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
57,THYNA,FUQN,STRATEGIC,B-747P,1,1,.000,3.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
57,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.000,.000,NO,.000
57,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
57,LAJES,MQNA,STRATEGIC,KC-10,6,7,.000,.000,.000,9.000,.000,.000,.000,36.771,.000,NO,.000
57,MC GUIRE FLD,PTFL,STRATEGIC,C-17,1,0,.000,.000,.000,2.250,.000,.000,.000,12.040,.000,NO,.000
57,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,5,.000,.000,.000,1.500,.000,.000,.000,6.436,.000,NO,.000
57,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
57,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,.798,.000,NO,.000
57,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,2,1,6.000,.000,.000,.000,.000,.000,9.889,.985,.000,NO,.000
57,TRAVIS AFB,XDAT,STRATEGIC,B-747P,4,3,.000,.000,4.500,.521,.000,.000,.000,.000,.000,NO,.000
57,TRAVIS AFB,XDAT,STRATEGIC,KC-10,5,0,.000,.000,7.185,.000,.000,.000,.000,.000,.000,NO,.000
58,CAIRO WEST,CWKW,STRATEGIC,KC-10,2,2,.000,.000,.000,3.000,.000,.000,.000,.000,.000,NO,.000
58,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
58,DOVER AFB,FJXT,STRATEGIC,C-17,2,2,4.500,.000,.000,.000,.000,.000,.304,12.750,.000,NO,.000
58,DOVER AFB,FJXT,STRATEGIC,KC-10,4,4,20.000,.000,.000,.000,.000,.000,7.093,40.000,.000,NO,.000
58,THYNA,FUQN,STRATEGIC,B-747P,2,1,.000,5.057,.000,.000,.000,.000,.000,12.000,.000,NO,.000
58,MATMATA,HNTK,STRATEGIC,KC-10,2,2,.000,6.000,.000,.000,.000,.000,.000,24.000,.000,NO,.000
58,LAJES,MQNA,STRATEGIC,C-17,1,0,.000,.000,.000,1.690,.000,.000,.000,.000,.000,NO,.000
58,LAJES,MQNA,STRATEGIC,KC-10,4,4,.000,.000,.000,6.000,.000,.000,.000,.000,.000,NO,.000
58,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,1,1,.000,.000,2.250,.000,.000,.000,.000,15.000,.000,NO,.000
58,MC GUIRE FLD,PTFL,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.710,.000,NO,.000
58,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,0,.000,.000,.000,6.000,.000,.000,.000,46.064,.000,NO,.000
58,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
58,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,0,1,.000,.000,.000,.000,.000,.000,.000,11.015,.000,NO,.000
58,TRAVIS AFB,XDAT,STRATEGIC,B-747P,0,0,.000,.000,.000,.979,.000,.000,23.021,.000,.000,NO,.000
58,TRAVIS AFB,XDAT,STRATEGIC,KC-10,0,4,.000,.000,.315,.000,.000,.000,.000,.000,.000,NO,.000
59,DOVER AFB,FJXT,STRATEGIC,KC-10,1,0,5.000,.000,.000,.000,.000,.000,.000,5.447,.000,NO,.000
59,THYNA,FUQN,STRATEGIC,B-747P,1,1,.943,3.000,.000,.000,.000,.000,.000,20.057,.000,NO,.000
59,MATMATA,HNTK,STRATEGIC,C-17,2,0,.000,1.653,.000,.000,.000,.000,.000,.000,.000,NO,.000
59,MATMATA,HNTK,STRATEGIC,KC-10,4,2,.000,12.000,.000,.000,.000,.000,.000,46.271,.000,NO,.000
59,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
59,LAJES,MQNA,STRATEGIC,C-17,1,2,.000,.000,.000,2.810,.000,.000,.000,12.750,.000,NO,.000
59,LAJES,MQNA,STRATEGIC,KC-10,6,6,.000,.000,.000,9.000,.000,.000,.000,.000,.000,NO,.000
59,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,2,4,.000,.000,.000,3.000,.000,.000,.000,33.291,.000,NO,.000
59,POPE AAF,TMKH,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,12.000,.000,NO,.000
59,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,1,.000,.000,.000,3.000,.000,.000,.000,20.260,.000,NO,.000
59,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
59,ROBERT GRAY AAF,UHGN,STRATEGIC,B-747P,1,1,3.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
59,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,3,.000,.000,1.500,.000,.000,.000,.880,.000,.000,NO,.000
59,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,1,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
60,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,1,.000,.000,.000,1.500,.000,.000,.000,13.500,.000,NO,.000
60,JB CHARLESTON,DKFX,STRATEGIC,C-17,0,1,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
60,DOVER AFB,FJXT,STRATEGIC,C-17,1,1,2.250,.000,.000,.000,.000,.000,.000,12.750,.000,NO,.000
60,DOVER AFB,FJXT,STRATEGIC,KC-10,5,4,25.000,.000,.000,.000,.000,.000,.000,46.270,.000,NO,.000
60,THYNA,FUQN,STRATEGIC,B-747P,1,2,.000,3.000,.000,.000,.000,.000,.000,15.943,.000,NO,.000
60,MATMATA,HNTK,STRATEGIC,C-17,0,2,2.847,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
60,MATMATA,HNTK,STRATEGIC,KC-10,1,2,.000,3.000,.000,.000,.000,.000,.000,7.153,.000,NO,.000
60,HUNTER AAF,LEXG,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,.000,11.601,.000,NO,.000
60,LAJES,MQNA,STRATEGIC,C-17,3,2,.000,.000,.000,6.190,.000,.000,.000,25.500,.000,NO,.000
60,LAJES,MQNA,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,.000,.000,NO,.000
60,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,2,.000,.000,.000,6.000,.000,.000,.000,43.616,.000,NO,.000
60,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,1,2,.000,.000,.000,1.500,.000,.000,.000,20.240,.000,NO,.000
60,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
60,TRAVIS AFB,XDAT,STRATEGIC,KC-10,2,5,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
61,BIR EL ATER,BQWK,STRATEGIC,CH47,1,1,.000,2.201,.000,.000,.000,.000,.000,.000,.000,NO,.000
61,JB CHARLESTON,DKFX,STRATEGIC,C-17,2,1,.000,.000,4.500,.000,.000,.000,.000,.000,.000,NO,.000
61,DOVER AFB,FJXT,STRATEGIC,KC-10,0,2,.000,.000,.000,.000,.000,.000,.000,8.283,.000,NO,.000
61,THYNA,FUQN,STRATEGIC,B-747P,2,1,.000,6.000,.000,.000,.000,.000,.000,11.226,.000,NO,.000
61,MATMATA,HNTK,STRATEGIC,C-17,1,0,.000,1.481,.000,.000,.000,.000,.000,.000,.000,NO,.000
61,MATMATA,HNTK,STRATEGIC,KC-10,4,4,.000,12.000,.000,.000,.000,.000,.000,48.411,.000,NO,.000
61,HUNTER AAF,LEXG,STRATEGIC,B-747P,2,2,6.000,.000,.000,.000,.000,.000,.000,18.000,.000,NO,.000
61,LAJES,MQNA,STRATEGIC,C-17,0,1,.000,.000,.000,.560,.000,.000,.000,.000,.000,NO,.000
61,LAJES,MQNA,STRATEGIC,KC-10,5,5,.000,.000,.000,7.500,.000,.000,.000,.000,.000,NO,.000
61,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,1,4,.000,.000,.000,1.500,.000,.000,.000,15.787,.000,NO,.000
61,TUNISIASEABASE,SEA1,STRATEGIC,CH47,1,1,2.250,.000,2.250,.000,.000,.000,.000,.000,.000,NO,.000
61,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,2,.000,.000,.000,3.000,.000,.000,.000,27.000,.000,NO,.000
61,RAMSTEIN AB,TYFR,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
61,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,1,0,.000,.000,.000,1.500,.000,.000,6.026,4.557,.000,NO,.000
61,TRAVIS AFB,XDAT,STRATEGIC,B-747P,1,1,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
61,TRAVIS AFB,XDAT,STRATEGIC,KC-10,4,0,.000,.000,6.000,.000,.000,.000,.000,.000,.000,NO,.000
62,DOVER AFB,FJXT,STRATEGIC,KC-10,6,5,26.939,.000,.000,.000,.000,.000,6.000,50.000,.000,NO,.000
62,THYNA,FUQN,STRATEGIC,B-747P,2,2,.000,6.000,.000,.000,.000,.000,.000,18.000,.000,NO,.000
62,MATMATA,HNTK,STRATEGIC,C-17,0,1,.769,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000
62,MATMATA,HNTK,STRATEGIC,KC-10,1,2,.000,3.000,.000,.000,.000,.000,.000,6.165,.000,NO,.000
62,HUNTER AAF,LEXG,STRATEGIC,B-747P,2,2,6.000,.000,.000,.000,.000,.000,.000,11.831,.000,NO,.000
62,LAJES,MQNA,STRATEGIC,C-17,1,1,.000,.000,.000,2.250,.000,.000,.000,12.750,.000,NO,.000
62,LAJES,MQNA,STRATEGIC,KC-10,5,4,.000,.000,.000,7.500,.000,.000,.000,9.063,.000,NO,.000
62,JBLM MCCHORD FLD,PQWY,STRATEGIC,C-17,1,0,.000,.000,2.250,.000,.000,.000,.000,12.750,.000,NO,.000
62,MC GUIRE FLD,PTFL,STRATEGIC,KC-10,4,1,.000,.000,.000,6.000,.000,.000,.000,50.709,.000,NO,.000
62,POPE AAF,TMKH,STRATEGIC,B-747P,1,0,3.000,.000,.000,.000,.000,.000,.000,6.208,.000,NO,.000
62,RAMSTEIN AB,TYFR,STRATEGIC,B-747P,2,1,.000,.000,.000,3.000,.000,.000,.000,17.429,.000,NO,.000
62,RAMSTEIN AB,TYFR,STRATEGIC,KC-10,0,1,.000,.000,.000,.000,.000,.000,.000,2.917,.000,NO,.000
62,TRAVIS AFB,XDAT,STRATEGIC,B-747P,2,2,.000,.000,3.000,.000,.000,.000,.000,.000,.000,NO,.000
62,TRAVIS AFB,XDAT,STRATEGIC,KC-10,1,6,.000,.000,1.500,.000,.000,.000,.000,.000,.000,NO,.000
63,CAIRO WEST,CWKW,STRATEGIC,B-747P,1,0,.000,.000,.000,1.500,.000,.000,.000,4.424,.000,NO,.000
