Day,ShipType,ShipsAvailable,TotalUsed,VISAMission,CONUS,Tunisia
45,FSS,4,0,0,0,0
45,PAX,2,0,0,0,0
45,POL TANKER,2,0,0,0,0
45,RO/RO,28,1,0,0,1
45,RO/RO(T-AKR),5,0,0,0,0
45,T-ACS,7,1,0,0,1
45,T-AH,2,0,0,0,0
45,VISA CONT,64,0,0,0,0
46,BARGE(LASH),4,0,0,0,0
46,BARGE(T-AKB),6,1,0,0,1
46,BREAKBULK,20,1,0,0,1
46,CAR TRANS,6,0,0,0,0
46,CLF,10,0,0,0,0
46,COMBO,3,2,0,0,2
46,CONT-NSS,68,14,0,0,14
46,CONT-SS,15,0,0,0,0
46,FSS,4,0,0,0,0
46,PAX,2,0,0,0,0
46,POL TANKER,2,0,0,0,0
46,RO/RO,28,1,0,0,1
46,RO/RO(T-AKR),5,0,0,0,0
46,T-ACS,7,1,0,0,1
46,T-AH,2,0,0,0,0
46,VISA CONT,64,0,0,0,0
47,BARGE(LASH),4,0,0,0,0
47,BARGE(T-AKB),6,1,0,0,1
47,BREAKBULK,20,1,0,0,1
47,CAR TRANS,6,0,0,0,0
47,CLF,10,0,0,0,0
47,COMBO,3,2,0,0,2
47,CONT-NSS,68,13,0,0,13
47,CONT-SS,15,0,0,0,0
47,FSS,4,0,0,0,0
47,PAX,2,0,0,0,0
47,POL TANKER,2,0,0,0,0
47,RO/RO,28,1,0,0,1
47,RO/RO(T-AKR),5,0,0,0,0
47,T-ACS,7,1,0,0,1
47,T-AH,2,0,0,0,0
47,VISA CONT,64,0,0,0,0
48,BARGE(LASH),4,0,0,0,0
48,BARGE(T-AKB),6,1,0,0,1
48,BREAKBULK,20,1,0,0,1
48,CAR TRANS,6,0,0,0,0
48,CLF,10,0,0,0,0
48,COMBO,3,2,0,0,2
48,CONT-NSS,68,12,0,0,12
48,CONT-SS,15,0,0,0,0
48,FSS,4,0,0,0,0
48,PAX,2,0,0,0,0
48,POL TANKER,2,0,0,0,0
48,RO/RO,28,1,0,0,1
48,RO/RO(T-AKR),5,0,0,0,0
48,T-ACS,7,1,0,0,1
48,T-AH,2,0,0,0,0
48,VISA CONT,64,0,0,0,0
49,BARGE(LASH),4,0,0,0,0
49,BARGE(T-AKB),6,1,0,0,1
49,BREAKBULK,20,1,0,0,1
49,CAR TRANS,6,0,0,0,0
49,CLF,10,0,0,0,0
49,COMBO,3,1,0,0,1
49,CONT-NSS,68,12,0,0,12
49,CONT-SS,15,0,0,0,0
49,FSS,4,0,0,0,0
49,PAX,2,0,0,0,0
49,POL TANKER,2,0,0,0,0
49,RO/RO,28,1,0,0,1
49,RO/RO(T-AKR),5,0,0,0,0
49,T-ACS,7,1,0,0,1
49,T-AH,2,0,0,0,0
49,VISA CONT,64,0,0,0,0
50,BARGE(LASH),4,0,0,0,0
50,BARGE(T-AKB),6,1,0,0,1
50,BREAKBULK,20,1,0,0,1
50,CAR TRANS,6,0,0,0,0
50,CLF,10,0,0,0,0
50,COMBO,3,0,0,0,0
50,CONT-NSS,68,12,0,0,12
50,CONT-SS,15,0,0,0,0
50,FSS,4,0,0,0,0
50,PAX,2,0,0,0,0
50,POL TANKER,2,0,0,0,0
50,RO/RO,28,1,0,0,1
50,RO/RO(T-AKR),5,0,0,0,0
50,T-ACS,7,1,0,0,1
50,T-AH,2,0,0,0,0
50,VISA CONT,64,0,0,0,0
51,BARGE(LASH),4,0,0,0,0
51,BARGE(T-AKB),6,1,0,0,1
51,BREAKBULK,20,1,0,0,1
51,CAR TRANS,6,0,0,0,0
51,CLF,10,0,0,0,0
51,COMBO,3,0,0,0,0
51,CONT-NSS,68,12,0,0,12
51,CONT-SS,15,0,0,0,0
51,FSS,4,0,0,0,0
51,PAX,2,0,0,0,0
51,POL TANKER,2,0,0,0,0
51,RO/RO,28,1,0,0,1
51,RO/RO(T-AKR),5,0,0,0,0
51,T-ACS,7,1,0,0,1
51,T-AH,2,0,0,0,0
51,VISA CONT,73,0,0,0,0
52,BARGE(LASH),4,0,0,0,0
52,BARGE(T-AKB),6,1,0,0,1
52,BREAKBULK,20,1,0,0,1
52,CAR TRANS,6,0,0,0,0
52,CLF,10,0,0,0,0
52,COMBO,3,0,0,0,0
52,CONT-NSS,69,11,0,0,11
52,CONT-SS,15,0,0,0,0
52,FSS,4,0,0,0,0
52,PAX,2,0,0,0,0
52,POL TANKER,2,0,0,0,0
52,RO/RO,28,1,0,0,1
52,RO/RO(T-AKR),5,0,0,0,0
52,T-ACS,7,1,0,0,1
52,T-AH,2,0,0,0,0
52,VISA CONT,75,0,0,0,0
53,BARGE(LASH),4,0,0,0,0
53,BARGE(T-AKB),6,3,0,0,3
53,BREAKBULK,20,1,0,0,1
53,CAR TRANS,6,0,0,0,0
53,CLF,10,0,0,0,0
53,COMBO,3,0,0,0,0
53,CONT-NSS,69,9,0,0,9
53,CONT-SS,15,0,0,0,0
53,FSS,4,0,0,0,0
53,PAX,2,0,0,0,0
53,POL TANKER,2,0,0,0,0
53,RO/RO,28,1,0,0,1
53,RO/RO(T-AKR),5,0,0,0,0
53,T-ACS,7,1,0,0,1
53,T-AH,2,0,0,0,0
53,VISA CONT,75,0,0,0,0
54,BARGE(LASH),4,0,0,0,0
54,BARGE(T-AKB),6,3,0,0,3
54,BREAKBULK,20,1,0,0,1
54,CAR TRANS,6,0,0,0,0
54,CLF,10,0,0,0,0
54,COMBO,3,0,0,0,0
54,CONT-NSS,69,9,0,0,9
54,CONT-SS,15,0,0,0,0
54,FSS,4,0,0,0,0
54,PAX,2,0,0,0,0
54,POL TANKER,2,0,0,0,0
54,RO/RO,28,1,0,0,1
54,RO/RO(T-AKR),5,0,0,0,0
54,T-ACS,7,1,0,0,1
54,T-AH,2,0,0,0,0
54,VISA CONT,75,0,0,0,0
55,BARGE(LASH),4,0,0,0,0
55,BARGE(T-AKB),6,4,0,0,4
55,BREAKBULK,20,1,0,0,1
55,CAR TRANS,6,0,0,0,0
55,CLF,10,0,0,0,0
55,COMBO,3,0,0,0,0
55,CONT-NSS,69,6,0,0,6
55,CONT-SS,15,0,0,0,0
55,FSS,4,0,0,0,0
55,PAX,2,0,0,0,0
55,POL TANKER,2,0,0,0,0
55,RO/RO,28,1,0,0,1
55,RO/RO(T-AKR),5,0,0,0,0
55,T-ACS,7,1,0,0,1
55,T-AH,2,0,0,0,0
55,VISA CONT,75,0,0,0,0
56,BARGE(LASH),4,0,0,0,0
56,BARGE(T-AKB),6,4,0,0,4
56,BREAKBULK,20,1,0,0,1
56,CAR TRANS,6,0,0,0,0
56,CLF,10,0,0,0,0
56,COMBO,3,0,0,0,0
56,CONT-NSS,69,6,0,0,6
56,CONT-SS,16,0,0,0,0
56,FSS,4,0,0,0,0
56,PAX,2,0,0,0,0
56,POL TANKER,2,0,0,0,0
56,RO/RO,28,1,0,0,1
56,RO/RO(T-AKR),5,0,0,0,0
56,T-ACS,7,0,0,0,0
56,T-AH,2,0,0,0,0
56,VISA CONT,75,0,0,0,0
57,BARGE(LASH),4,0,0,0,0
57,BARGE(T-AKB),6,3,0,0,3
57,BREAKBULK,20,1,0,0,1
57,CAR TRANS,6,0,0,0,0
57,CLF,10,0,0,0,0
57,COMBO,3,0,0,0,0
57,CONT-NSS,69,6,0,0,6
57,CONT-SS,16,0,0,0,0
57,FSS,4,0,0,0,0
57,PAX,2,0,0,0,0
57,POL TANKER,2,0,0,0,0
57,RO/RO,28,1,0,0,1
57,RO/RO(T-AKR),5,0,0,0,0
57,T-ACS,7,0,0,0,0
57,T-AH,2,0,0,0,0
57,VISA CONT,75,0,0,0,0
58,BARGE(LASH),4,0,0,0,0
58,BARGE(T-AKB),6,3,0,0,3
58,BREAKBULK,20,1,0,0,1
58,CAR TRANS,6,0,0,0,0
58,CLF,10,0,0,0,0
58,COMBO,3,0,0,0,0
58,CONT-NSS,69,7,0,0,7
58,CONT-SS,16,0,0,0,0
58,FSS,4,0,0,0,0
58,PAX,2,0,0,0,0
58,POL TANKER,2,0,0,0,0
58,RO/RO,28,1,0,0,1
58,RO/RO(T-AKR),5,0,0,0,0
58,T-ACS,7,0,0,0,0
58,T-AH,2,0,0,0,0
58,VISA CONT,81,0,0,0,0
59,BARGE(LASH),4,0,0,0,0
59,BARGE(T-AKB),6,3,0,0,3
59,BREAKBULK,20,0,0,0,0
59,CAR TRANS,6,0,0,0,0
59,CLF,10,0,0,0,0
59,COMBO,3,0,0,0,0
59,CONT-NSS,69,6,0,0,6
59,CONT-SS,16,0,0,0,0
59,FSS,4,1,0,0,1
59,PAX,2,0,0,0,0
59,POL TANKER,2,0,0,0,0
59,RO/RO,28,1,0,0,1
59,RO/RO(T-AKR),5,0,0,0,0
59,T-ACS,7,0,0,0,0
59,T-AH,2,0,0,0,0
59,VISA CONT,85,0,0,0,0
60,BARGE(LASH),4,0,0,0,0
60,BARGE(T-AKB),6,3,0,0,3
60,BREAKBULK,20,0,0,0,0
60,CAR TRANS,6,0,0,0,0
60,CLF,10,0,0,0,0
60,COMBO,3,0,0,0,0
60,CONT-NSS,69,7,0,0,7
60,CONT-SS,16,0,0,0,0
60,FSS,4,2,0,0,2
60,PAX,2,0,0,0,0
60,POL TANKER,2,0,0,0,0
60,RO/RO,28,0,0,0,0
60,RO/RO(T-AKR),5,0,0,0,0
60,T-ACS,7,0,0,0,0
60,T-AH,2,0,0,0,0
60,VISA CONT,85,0,0,0,0
61,BARGE(LASH),4,0,0,0,0
61,BARGE(T-AKB),6,3,0,0,3
61,BREAKBULK,20,0,0,0,0
61,CAR TRANS,6,0,0,0,0
61,CLF,10,0,0,0,0
61,COMBO,3,0,0,0,0
61,CONT-NSS,69,6,0,0,6
61,CONT-SS,16,0,0,0,0
61,FSS,4,2,0,0,2
61,PAX,2,0,0,0,0
61,POL TANKER,2,0,0,0,0
61,RO/RO,28,0,0,0,0
61,RO/RO(T-AKR),5,0,0,0,0
61,T-ACS,7,0,0,0,0
61,T-AH,2,0,0,0,0
61,VISA CONT,86,1,0,0,1
62,BARGE(LASH),6,0,0,0,0
62,BARGE(T-AKB),6,3,0,0,3
62,BREAKBULK,20,0,0,0,0
62,CAR TRANS,7,0,0,0,0
62,CLF,10,0,0,0,0
62,COMBO,4,0,0,0,0
62,CONT-NSS,82,7,0,0,7
62,CONT-SS,16,0,0,0,0
62,FSS,4,3,0,0,3
62,PAX,2,0,0,0,0
62,POL TANKER,2,0,0,0,0
62,RO/RO,30,0,0,0,0
62,RO/RO(T-AKR),5,0,0,0,0
62,T-ACS,7,0,0,0,0
62,T-AH,2,0,0,0,0
62,VISA CONT,87,1,0,0,1
63,BARGE(LASH),6,0,0,0,0
63,BARGE(T-AKB),6,2,0,0,2
63,BREAKBULK,20,0,0,0,0
63,CAR TRANS,9,0,0,0,0
63,CLF,10,0,0,0,0
63,COMBO,4,0,0,0,0
63,CONT-NSS,82,4,0,0,4
63,CONT-SS,16,0,0,0,0
63,FSS,4,3,0,0,3
63,PAX,2,0,0,0,0
63,POL TANKER,2,0,0,0,0
63,RO/RO,30,0,0,0,0
63,RO/RO(T-AKR),5,0,0,0,0
63,T-ACS,7,0,0,0,0
63,T-AH,2,0,0,0,0
63,VISA CONT,90,1,0,0,1
64,BARGE(LASH),6,0,0,0,0
64,BARGE(T-AKB),6,2,0,0,2
64,BREAKBULK,20,0,0,0,0
64,CAR TRANS,9,0,0,0,0
64,CLF,10,0,0,0,0
64,COMBO,4,0,0,0,0
64,CONT-NSS,83,4,0,0,4
64,CONT-SS,16,0,0,0,0
64,FSS,4,3,0,0,3
64,PAX,2,0,0,0,0
64,POL TANKER,2,0,0,0,0
64,RO/RO,30,0,0,0,0
64,RO/RO(T-AKR),5,0,0,0,0
64,T-ACS,7,0,0,0,0
64,T-AH,2,0,0,0,0
64,VISA CONT,90,1,0,0,1
65,BARGE(LASH),6,0,0,0,0
65,BARGE(T-AKB),6,2,0,0,2
65,BREAKBULK,20,0,0,0,0
65,CAR TRANS,9,0,0,0,0
65,CLF,10,0,0,0,0
65,COMBO,4,0,0,0,0
65,CONT-NSS,83,3,0,0,3
65,CONT-SS,16,0,0,0,0
65,FSS,4,4,0,0,4
65,PAX,2,0,0,0,0
65,POL TANKER,2,0,0,0,0
65,RO/RO,30,0,0,0,0
65,RO/RO(T-AKR),5,0,0,0,0
65,T-ACS,7,0,0,0,0
65,T-AH,2,0,0,0,0
65,VISA CONT,95,1,0,0,1
66,BARGE(LASH),6,0,0,0,0
66,BARGE(T-AKB),6,2,0,0,2
66,BREAKBULK,20,0,0,0,0
66,CAR TRANS,9,0,0,0,0
66,CLF,10,0,0,0,0
66,COMBO,4,0,0,0,0
66,CONT-NSS,83,4,0,0,4
66,CONT-SS,16,0,0,0,0
66,FSS,4,4,0,0,4
66,PAX,2,0,0,0,0
66,POL TANKER,2,0,0,0,0
66,RO/RO,30,0,0,0,0
66,RO/RO(T-AKR),5,0,0,0,0
66,T-ACS,7,0,0,0,0
66,T-AH,2,0,0,0,0
66,VISA CONT,97,1,0,0,1
67,BARGE(LASH),6,0,0,0,0
67,BARGE(T-AKB),6,2,0,0,2
67,BREAKBULK,20,0,0,0,0
67,CAR TRANS,9,0,0,0,0
67,CLF,10,0,0,0,0
67,COMBO,4,0,0,0,0
67,CONT-NSS,83,4,0,0,4
67,CONT-SS,16,0,0,0,0
67,FSS,4,4,0,0,4
67,PAX,2,0,0,0,0
67,POL TANKER,2,0,0,0,0
67,RO/RO,30,1,0,0,1
67,RO/RO(T-AKR),5,0,0,0,0
67,T-ACS,7,0,0,0,0
67,T-AH,2,0,0,0,0
67,VISA CONT,98,1,0,0,1
68,BARGE(LASH),6,0,0,0,0
68,BARGE(T-AKB),6,2,0,0,2
68,BREAKBULK,20,0,0,0,0
68,CAR TRANS,9,0,0,0,0
68,CLF,10,0,0,0,0
68,COMBO,4,0,0,0,0
68,CONT-NSS,83,4,0,0,4
68,CONT-SS,16,0,0,0,0
68,FSS,4,3,0,0,3
68,PAX,2,0,0,0,0
68,POL TANKER,2,0,0,0,0
68,RO/RO,30,1,0,0,1
68,RO/RO(T-AKR),5,0,0,0,0
68,T-ACS,7,0,0,0,0
68,T-AH,2,0,0,0,0
68,VISA CONT,98,1,0,0,1
69,BARGE(LASH),6,0,0,0,0
69,BARGE(T-AKB),6,2,0,0,2
69,BREAKBULK,20,0,0,0,0
69,CAR TRANS,9,0,0,0,0
69,CLF,10,0,0,0,0
69,COMBO,4,0,0,0,0
69,CONT-NSS,83,3,0,0,3
69,CONT-SS,16,0,0,0,0
69,FSS,4,2,0,0,2
69,PAX,2,0,0,0,0
69,POL TANKER,2,0,0,0,0
69,RO/RO,30,1,0,0,1
69,RO/RO(T-AKR),5,0,0,0,0
69,T-ACS,7,0,0,0,0
69,T-AH,2,0,0,0,0
69,VISA CONT,98,1,0,0,1
70,BARGE(LASH),6,0,0,0,0
70,BARGE(T-AKB),6,2,0,0,2
70,BREAKBULK,20,0,0,0,0
70,CAR TRANS,9,0,0,0,0
70,CLF,10,0,0,0,0
70,COMBO,4,0,0,0,0
70,CONT-NSS,83,4,0,0,4
70,CONT-SS,16,0,0,0,0
70,FSS,4,2,0,0,2
70,PAX,2,0,0,0,0
70,POL TANKER,2,0,0,0,0
70,RO/RO,30,1,0,0,1
70,RO/RO(T-AKR),5,0,0,0,0
70,T-ACS,7,0,0,0,0
70,T-AH,2,0,0,0,0
70,VISA CONT,98,0,0,0,0
71,BARGE(LASH),6,0,0,0,0
71,BARGE(T-AKB),6,2,0,0,2
71,BREAKBULK,20,0,0,0,0
71,CAR TRANS,9,0,0,0,0
71,CLF,10,0,0,0,0
71,COMBO,4,0,0,0,0
71,CONT-NSS,83,5,0,0,5
71,CONT-SS,16,0,0,0,0
71,FSS,4,1,0,0,1
71,PAX,2,0,0,0,0
71,POL TANKER,2,0,0,0,0
71,RO/RO,30,1,0,0,1
71,RO/RO(T-AKR),5,0,0,0,0
71,T-ACS,7,0,0,0,0
71,T-AH,2,0,0,0,0
71,VISA CONT,98,0,0,0,0
72,BARGE(LASH),6,0,0,0,0
72,BARGE(T-AKB),6,1,0,0,1
72,BREAKBULK,20,0,0,0,0
72,CAR TRANS,9,0,0,0,0
72,CLF,10,0,0,0,0
72,COMBO,4,0,0,0,0
72,CONT-NSS,83,5,0,0,5
72,CONT-SS,16,0,0,0,0
72,FSS,4,1,0,0,1
72,PAX,2,0,0,0,0
72,POL TANKER,2,0,0,0,0
72,RO/RO,30,1,0,0,1
72,RO/RO(T-AKR),5,0,0,0,0
72,T-ACS,7,0,0,0,0
72,T-AH,2,0,0,0,0
72,VISA CONT,104,0,0,0,0
73,BARGE(LASH),6,0,0,0,0
73,BARGE(T-AKB),6,1,0,0,1
73,BREAKBULK,20,0,0,0,0
73,CAR TRANS,9,0,0,0,0
73,CLF,10,0,0,0,0
73,COMBO,4,0,0,0,0
73,CONT-NSS,83,5,0,0,5
73,CONT-SS,16,0,0,0,0
73,FSS,4,0,0,0,0
73,PAX,2,0,0,0,0
73,POL TANKER,2,0,0,0,0
73,RO/RO,30,1,0,0,1
73,RO/RO(T-AKR),5,0,0,0,0
73,T-ACS,7,0,0,0,0
73,T-AH,2,0,0,0,0
73,VISA CONT,105,0,0,0,0
74,BARGE(LASH),6,0,0,0,0
74,BARGE(T-AKB),6,0,0,0,0
74,BREAKBULK,20,0,0,0,0
74,CAR TRANS,9,0,0,0,0
74,CLF,10,0,0,0,0
74,COMBO,4,0,0,0,0
74,CONT-NSS,83,5,0,0,5
74,CONT-SS,16,0,0,0,0
74,FSS,4,0,0,0,0
74,PAX,2,0,0,0,0
74,POL TANKER,2,0,0,0,0
74,RO/RO,30,1,0,0,1
74,RO/RO(T-AKR),5,0,0,0,0
74,T-ACS,7,0,0,0,0
74,T-AH,2,0,0,0,0
74,VISA CONT,105,0,0,0,0
75,BARGE(LASH),6,0,0,0,0
75,BARGE(T-AKB),6,1,0,0,1
75,BREAKBULK,20,0,0,0,0
75,CAR TRANS,9,0,0,0,0
75,CLF,10,0,0,0,0
75,COMBO,4,0,0,0,0
75,CONT-NSS,83,5,0,0,5
75,CONT-SS,16,0,0,0,0
75,FSS,4,0,0,0,0
75,PAX,2,0,0,0,0
75,POL TANKER,2,0,0,0,0
75,RO/RO,30,2,0,0,2
75,RO/RO(T-AKR),5,0,0,0,0
75,T-ACS,7,0,0,0,0
75,T-AH,2,0,0,0,0
75,VISA CONT,105,0,0,0,0
76,BARGE(LASH),6,0,0,0,0
76,BARGE(T-AKB),6,1,0,0,1
76,BREAKBULK,20,0,0,0,0
76,CAR TRANS,9,0,0,0,0
76,CLF,10,0,0,0,0
76,COMBO,4,0,0,0,0
76,CONT-NSS,83,4,0,0,4
76,CONT-SS,16,0,0,0,0
76,FSS,4,0,0,0,0
76,PAX,2,0,0,0,0
76,POL TANKER,2,0,0,0,0
76,RO/RO,30,2,0,0,2
76,RO/RO(T-AKR),5,0,0,0,0
76,T-ACS,7,0,0,0,0
76,T-AH,2,0,0,0,0
76,VISA CONT,105,0,0,0,0
77,BARGE(LASH),6,0,0,0,0
77,BARGE(T-AKB),6,1,0,0,1
77,BREAKBULK,20,0,0,0,0
77,CAR TRANS,9,0,0,0,0
77,CLF,10,0,0,0,0
77,COMBO,4,0,0,0,0
77,CONT-NSS,83,4,0,0,4
77,CONT-SS,16,0,0,0,0
77,FSS,4,0,0,0,0
77,PAX,2,0,0,0,0
77,POL TANKER,2,0,0,0,0
77,RO/RO,30,2,0,0,2
77,RO/RO(T-AKR),5,0,0,0,0
77,T-ACS,7,0,0,0,0
77,T-AH,2,0,0,0,0
77,VISA CONT,105,0,0,0,0
78,BARGE(LASH),6,0,0,0,0
78,BARGE(T-AKB),6,1,0,0,1
78,BREAKBULK,20,0,0,0,0
78,CAR TRANS,9,0,0,0,0
78,CLF,10,0,0,0,0
78,COMBO,4,0,0,0,0
78,CONT-NSS,83,4,0,0,4
78,CONT-SS,16,0,0,0,0
78,FSS,4,0,0,0,0
78,PAX,2,0,0,0,0
78,POL TANKER,2,0,0,0,0
78,RO/RO,30,1,0,0,1
78,RO/RO(T-AKR),5,0,0,0,0
78,T-ACS,7,0,0,0,0
78,T-AH,2,0,0,0,0
78,VISA CONT,105,0,0,0,0
79,BARGE(LASH),6,0,0,0,0
79,BARGE(T-AKB),6,1,0,0,1
79,BREAKBULK,20,0,0,0,0
79,CAR TRANS,9,0,0,0,0
79,CLF,10,0,0,0,0
79,COMBO,4,0,0,0,0
79,CONT-NSS,83,4,0,0,4
79,CONT-SS,16,0,0,0,0
79,FSS,4,1,0,0,1
79,PAX,2,0,0,0,0
79,POL TANKER,2,0,0,0,0
79,RO/RO,30,1,0,0,1
79,RO/RO(T-AKR),5,0,0,0,0
79,T-ACS,7,0,0,0,0
79,T-AH,2,0,0,0,0
79,VISA CONT,108,0,0,0,0
80,BARGE(LASH),6,0,0,0,0
80,BARGE(T-AKB),6,1,0,0,1
80,BREAKBULK,20,0,0,0,0
80,CAR TRANS,9,0,0,0,0
80,CLF,10,0,0,0,0
80,COMBO,4,0,0,0,0
80,CONT-NSS,83,4,0,0,4
80,CONT-SS,16,0,0,0,0
80,FSS,4,2,0,0,2
80,PAX,2,0,0,0,0
80,POL TANKER,2,0,0,0,0
80,RO/RO,30,1,0,0,1
80,RO/RO(T-AKR),5,0,0,0,0
80,T-ACS,7,0,0,0,0
80,T-AH,2,0,0,0,0
80,VISA CONT,109,0,0,0,0
81,BARGE(LASH),6,0,0,0,0
81,BARGE(T-AKB),6,1,0,0,1
81,BREAKBULK,20,0,0,0,0
81,CAR TRANS,9,0,0,0,0
81,CLF,10,0,0,0,0
81,COMBO,4,0,0,0,0
81,CONT-NSS,83,3,0,0,3
81,CONT-SS,16,0,0,0,0
81,FSS,4,2,0,0,2
81,PAX,2,0,0,0,0
81,POL TANKER,2,0,0,0,0
81,RO/RO,30,1,0,0,1
81,RO/RO(T-AKR),5,0,0,0,0
81,T-ACS,7,0,0,0,0
81,T-AH,2,0,0,0,0
81,VISA CONT,109,1,0,0,1
82,BARGE(LASH),6,0,0,0,0
82,BARGE(T-AKB),6,1,0,0,1
82,BREAKBULK,20,0,0,0,0
82,CAR TRANS,9,0,0,0,0
82,CLF,10,0,0,0,0
82,COMBO,4,0,0,0,0
82,CONT-NSS,84,3,0,0,3
82,CONT-SS,16,0,0,0,0
82,FSS,4,3,0,0,3
82,PAX,2,0,0,0,0
82,POL TANKER,2,0,0,0,0
82,RO/RO,30,1,0,0,1
82,RO/RO(T-AKR),5,0,0,0,0
82,T-ACS,7,0,0,0,0
82,T-AH,2,0,0,0,0
82,VISA CONT,109,1,0,0,1
83,BARGE(LASH),6,0,0,0,0
83,BARGE(T-AKB),6,1,0,0,1
83,BREAKBULK,20,0,0,0,0
83,CAR TRANS,9,0,0,0,0
83,CLF,10,0,0,0,0
83,COMBO,4,0,0,0,0
83,CONT-NSS,84,3,0,0,3
83,CONT-SS,16,0,0,0,0
83,FSS,4,3,0,0,3
83,PAX,2,0,0,0,0
83,POL TANKER,2,0,0,0,0
83,RO/RO,30,0,0,0,0
83,RO/RO(T-AKR),5,0,0,0,0
83,T-ACS,7,0,0,0,0
83,T-AH,2,0,0,0,0
83,VISA CONT,109,1,0,0,1
84,BARGE(LASH),6,0,0,0,0
84,BARGE(T-AKB),6,0,0,0,0
84,BREAKBULK,20,0,0,0,0
84,CAR TRANS,9,0,0,0,0
84,CLF,10,0,0,0,0
84,COMBO,4,0,0,0,0
84,CONT-NSS,84,4,0,0,4
84,CONT-SS,16,0,0,0,0
84,FSS,4,3,0,0,3
84,PAX,2,0,0,0,0
84,POL TANKER,2,0,0,0,0
84,RO/RO,30,0,0,0,0
84,RO/RO(T-AKR),5,0,0,0,0
84,T-ACS,7,0,0,0,0
84,T-AH,2,0,0,0,0
84,VISA CONT,109,1,0,0,1
85,BARGE(LASH),6,0,0,0,0
85,BARGE(T-AKB),6,0,0,0,0
85,BREAKBULK,20,0,0,0,0
85,CAR TRANS,9,0,0,0,0
85,CLF,10,0,0,0,0
85,COMBO,4,0,0,0,0
85,CONT-NSS,84,5,0,0,5
85,CONT-SS,16,0,0,0,0
85,FSS,4,3,0,0,3
85,PAX,2,0,0,0,0
85,POL TANKER,2,0,0,0,0
85,RO/RO,30,0,0,0,0
85,RO/RO(T-AKR),5,0,0,0,0
85,T-ACS,7,0,0,0,0
85,T-AH,2,0,0,0,0
85,VISA CONT,109,1,0,0,1
86,BARGE(LASH),6,0,0,0,0
86,BARGE(T-AKB),6,0,0,0,0
86,BREAKBULK,20,0,0,0,0
86,CAR TRANS,9,0,0,0,0
86,CLF,10,0,0,0,0
86,COMBO,4,0,0,0,0
86,CONT-NSS,84,5,0,0,5
86,CONT-SS,16,0,0,0,0
86,FSS,4,3,0,0,3
86,PAX,2,0,0,0,0
86,POL TANKER,2,0,0,0,0
86,RO/RO,30,0,0,0,0
86,RO/RO(T-AKR),5,0,0,0,0
86,T-ACS,7,0,0,0,0
86,T-AH,2,0,0,0,0
86,VISA CONT,110,1,0,0,1
87,BARGE(LASH),6,0,0,0,0
87,BARGE(T-AKB),6,0,0,0,0
87,BREAKBULK,20,0,0,0,0
87,CAR TRANS,9,0,0,0,0
87,CLF,10,0,0,0,0
87,COMBO,4,0,0,0,0
87,CONT-NSS,84,5,0,0,5
87,CONT-SS,16,0,0,0,0
87,FSS,4,3,0,0,3
87,PAX,2,0,0,0,0
87,POL TANKER,2,0,0,0,0
87,RO/RO,30,0,0,0,0
87,RO/RO(T-AKR),5,0,0,0,0
87,T-ACS,7,0,0,0,0
87,T-AH,2,0,0,0,0
87,VISA CONT,112,1,0,0,1
88,BARGE(LASH),6,0,0,0,0
88,BARGE(T-AKB),6,0,0,0,0
88,BREAKBULK,20,0,0,0,0
88,CAR TRANS,9,0,0,0,0
88,CLF,10,0,0,0,0
88,COMBO,4,0,0,0,0
88,CONT-NSS,84,6,0,0,6
88,CONT-SS,16,0,0,0,0
88,FSS,4,2,0,0,2
88,PAX,2,0,0,0,0
88,POL TANKER,2,0,0,0,0
88,RO/RO,30,0,0,0,0
88,RO/RO(T-AKR),5,0,0,0,0
88,T-ACS,7,0,0,0,0
88,T-AH,2,0,0,0,0
88,VISA CONT,112,1,0,0,1
89,BARGE(LASH),6,0,0,0,0
89,BARGE(T-AKB),6,0,0,0,0
89,BREAKBULK,20,0,0,0,0
89,CAR TRANS,9,0,0,0,0
89,CLF,10,0,0,0,0
89,COMBO,4,0,0,0,0
89,CONT-NSS,84,6,0,0,6
89,CONT-SS,16,0,0,0,0
89,FSS,4,1,0,0,1
89,PAX,2,0,0,0,0
89,POL TANKER,2,0,0,0,0
89,RO/RO,30,0,0,0,0
89,RO/RO(T-AKR),5,0,0,0,0
89,T-ACS,7,0,0,0,0
89,T-AH,2,0,0,0,0
89,VISA CONT,112,1,0,0,1
90,BARGE(LASH),6,0,0,0,0
90,BARGE(T-AKB),6,0,0,0,0
90,BREAKBULK,20,0,0,0,0
90,CAR TRANS,9,0,0,0,0
90,CLF,10,0,0,0,0
90,COMBO,4,0,0,0,0
90,CONT-NSS,84,7,0,0,7
90,CONT-SS,16,0,0,0,0
90,FSS,4,1,0,0,1
90,PAX,2,0,0,0,0
90,POL TANKER,2,0,0,0,0
90,RO/RO,30,0,0,0,0
90,RO/RO(T-AKR),5,0,0,0,0
90,T-ACS,7,0,0,0,0
90,T-AH,2,0,0,0,0
90,VISA CONT,112,0,0,0,0
91,BARGE(LASH),6,0,0,0,0
91,BARGE(T-AKB),6,0,0,0,0
91,BREAKBULK,20,0,0,0,0
91,CAR TRANS,9,0,0,0,0
91,CLF,10,0,0,0,0
91,COMBO,4,0,0,0,0
91,CONT-NSS,84,8,0,0,8
91,CONT-SS,16,0,0,0,0
91,FSS,4,0,0,0,0
