Airport,AirportName,RampId,RampName,ACType,ACName,MissionType,MissionName,ServiceTime,ParkingMOG,WorkingMOG,HotCargoFlag,ExclusiveFlag
JREZ,GRIFFISS INTL,1,GRIFFISS AFB -JREZ-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
JREZ,GRIFFISS INTL,1,GRIFFISS AFB -JREZ-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
JREZ,GRIFFISS INTL,1,GRIFFISS AFB -JREZ-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
JREZ,GRIFFISS INTL,1,GRIFFISS AFB -JREZ-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
JREZ,GRIFFISS INTL,1,GRIFFISS AFB -JREZ-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,1,B-747P,3,ENROUTE,1.5,4.736842,4.736842,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,2,C-17,3,ENROUTE,2.25,9,9,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,3,C-5A,3,ENROUTE,3.25,3,3,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,5,KC-10,3,ENROUTE,1.5,7.4999995,7.4999995,1,0
KNMD,JBPH-H HICKAM FLD,1,HICKAM -KNMD-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,1,B-747P,2,UPLOAD,3,2.631579,2.631579,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,2.631579,2.631579,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,2,C-17,2,UPLOAD,2.25,5,5,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,5,5,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,1.6666666,1.6666666,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,1.6666666,1.6666666,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,5,KC-10,2,UPLOAD,5,4.1666665,4.1666665,1,0
LEXG,HUNTER AAF,1,HUNTER AAF -LEXG-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,4.1666665,4.1666665,1,0
LXEZ,KADENA AB,1,RAMP1,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
LXEZ,KADENA AB,1,RAMP1,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
LXEZ,KADENA AB,1,RAMP1,2,C-17,2,UPLOAD,2.25,4,4,1,0
LXEZ,KADENA AB,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
LXEZ,KADENA AB,1,RAMP1,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
LXEZ,KADENA AB,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
LXEZ,KADENA AB,1,RAMP1,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
LXEZ,KADENA AB,1,RAMP1,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
MAHG,KEESLER AFB,1,KEESLER AFB -MAHG-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
MEPJ,GIMHAE INTL,1,RAMP1,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
MEPJ,GIMHAE INTL,1,RAMP1,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
MEPJ,GIMHAE INTL,1,RAMP1,2,C-17,2,UPLOAD,2.25,9,9,1,0
MEPJ,GIMHAE INTL,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
MEPJ,GIMHAE INTL,1,RAMP1,3,C-5A,2,UPLOAD,3.75,3,3,1,0
MEPJ,GIMHAE INTL,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
MEPJ,GIMHAE INTL,1,RAMP1,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
MEPJ,GIMHAE INTL,1,RAMP1,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
MHMV,KIRTLAND AFB,1,KIRTLAND AFB -MHMV-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
MQNA,LAJES,1,RAMP1,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
MQNA,LAJES,1,RAMP1,1,B-747P,3,ENROUTE,1.5,2.1052632,2.1052632,1,0
MQNA,LAJES,1,RAMP1,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
MQNA,LAJES,1,RAMP1,2,C-17,2,UPLOAD,2.25,4,4,1,0
MQNA,LAJES,1,RAMP1,2,C-17,3,ENROUTE,2.25,4,4,1,0
MQNA,LAJES,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
MQNA,LAJES,1,RAMP1,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
MQNA,LAJES,1,RAMP1,3,C-5A,3,ENROUTE,3.25,1.3333334,1.3333334,1,0
MQNA,LAJES,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
MQNA,LAJES,1,RAMP1,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
MQNA,LAJES,1,RAMP1,5,KC-10,3,ENROUTE,1.5,3.3333333,3.3333333,1,0
MQNA,LAJES,1,RAMP1,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
MUHJ,JB LANGLEY-EUSTIS,1,LANGLEY AFB -MUHJ-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
NKAK,LITTLE ROCK AFB,1,LITTLE ROCK AFB -NKAK-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,1,B-747P,2,UPLOAD,3,2.631579,2.631579,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,1,B-747P,4,DOWNLOAD,3,2.631579,2.631579,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,2,C-17,2,UPLOAD,2.25,5,5,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,2,C-17,4,DOWNLOAD,2.25,5,5,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,3,C-5A,2,UPLOAD,3.75,1.6666666,1.6666666,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,1.6666666,1.6666666,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,5,KC-10,2,UPLOAD,5,4.1666665,4.1666665,1,0
NNGX,GENERAL EDWARD LA,1,LOGAN INTL-BOSTON -NNGX-IAP-PARKING,5,KC-10,4,DOWNLOAD,3,4.1666665,4.1666665,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
NRCH,LORING INTL,1,LORING AFB -NRCH-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
OPA1,FWD BASE,1,RAMP1,4,CH47,2,UPLOAD,2.25,1,1,1,0
OPA1,FWD BASE,1,RAMP1,4,CH47,4,DOWNLOAD,2.25,1,1,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,1,B-747P,2,UPLOAD,3,2.1052632,2.1052632,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,1,B-747P,4,DOWNLOAD,3,2.1052632,2.1052632,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,2,C-17,2,UPLOAD,2.25,4,4,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,2,C-17,4,DOWNLOAD,2.25,4,4,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,3,C-5A,2,UPLOAD,3.75,1.3333334,1.3333334,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,1.3333334,1.3333334,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,5,KC-10,2,UPLOAD,5,3.3333333,3.3333333,1,0
PJVY,EASTERN WV RGNL S,1,E WV REGIONAL-SHE -PJVY-JAP-PARKING,5,KC-10,4,DOWNLOAD,3,3.3333333,3.3333333,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
PNQS,MAXWELL AFB,1,MAXWELL AFB -PNQS-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,1,B-747P,2,UPLOAD,3,21.052631,4.736842,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,21.052631,4.736842,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,2,C-17,1,HOME,2.25,40,9,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,2,C-17,2,UPLOAD,2.25,40,9,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,40,9,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,13.333333,3,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,13.333333,3,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,5,KC-10,2,UPLOAD,5,33.333332,7.4999995,1,0
PQWY,JBLM MCCHORD FLD,1,MCCHORD AFB -PQWY-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,33.333332,7.4999995,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,1,B-747P,3,ENROUTE,1.5,4.736842,4.736842,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,2,C-17,3,ENROUTE,2.25,9,9,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,3,C-5A,3,ENROUTE,3.25,3,3,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,5,KC-10,3,ENROUTE,1.5,7.4999995,7.4999995,1,0
PTFL,MC GUIRE FLD,1,MC GUIRE AFB -PTFL-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
QFQE,MILDENHALL,1,RAMP1,1,B-747P,2,UPLOAD,3,4.2105265,4.2105265,1,0
QFQE,MILDENHALL,1,RAMP1,1,B-747P,4,DOWNLOAD,3,4.2105265,4.2105265,1,0
QFQE,MILDENHALL,1,RAMP1,2,C-17,2,UPLOAD,2.25,8,8,1,0
QFQE,MILDENHALL,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,8,8,1,0
QFQE,MILDENHALL,1,RAMP1,3,C-5A,2,UPLOAD,3.75,2.6666667,2.6666667,1,0
QFQE,MILDENHALL,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,2.6666667,2.6666667,1,0
QFQE,MILDENHALL,1,RAMP1,5,KC-10,2,UPLOAD,5,6.6666665,6.6666665,1,0
QFQE,MILDENHALL,1,RAMP1,5,KC-10,4,DOWNLOAD,3,6.6666665,6.6666665,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,1,B-747P,2,UPLOAD,3,2.631579,2.631579,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,1,B-747P,4,DOWNLOAD,3,2.631579,2.631579,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,2,C-17,2,UPLOAD,2.25,5,5,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,2,C-17,4,DOWNLOAD,2.25,5,5,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,3,C-5A,2,UPLOAD,3.75,1.6666666,1.6666666,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,1.6666666,1.6666666,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,5,KC-10,2,UPLOAD,5,4.1666665,4.1666665,1,0
QJKL,MINNEAPOLIS ST PA,1,MINNEAPOLIS ST PA -QJKL-JAP-PARKING,5,KC-10,4,DOWNLOAD,3,4.1666665,4.1666665,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.2105265,4.2105265,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.2105265,4.2105265,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,2,C-17,2,UPLOAD,2.25,8,8,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,8,8,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,2.6666667,2.6666667,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,2.6666667,2.6666667,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,5,KC-10,2,UPLOAD,5,6.6666665,6.6666665,1,0
QKJA,MIRAMAR MCAS,1,MIRAMAR NAS -QKJA-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,6.6666665,6.6666665,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
QYZH,MOUNTAIN HOME AFB,1,MOUNTAIN HOME AFB -QYZH-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
RKMF,NELLIS AFB,1,NELLIS AFB -RKMF-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
SEA1,TUNISIASEABASE,1,RAMP1,4,CH47,1,HOME,2.25,5,1,1,0
SEA1,TUNISIASEABASE,1,RAMP1,4,CH47,2,UPLOAD,2.25,5,1,1,0
SEA1,TUNISIASEABASE,1,RAMP1,4,CH47,4,DOWNLOAD,2.25,5,1,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,1,B-747P,2,UPLOAD,3,4.736842,4.736842,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,1,B-747P,4,DOWNLOAD,3,4.736842,4.736842,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,2,C-17,2,UPLOAD,2.25,9,9,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,2,C-17,4,DOWNLOAD,2.25,9,9,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,3,C-5A,2,UPLOAD,3.75,3,3,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,3,C-5A,4,DOWNLOAD,3.25,3,3,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,5,KC-10,2,UPLOAD,5,7.4999995,7.4999995,1,0
SGBP,OFFUTT AFB,1,OFFUTT AFB -SGBP-MAP-PARKING,5,KC-10,4,DOWNLOAD,3,7.4999995,7.4999995,1,0
STRL,PALERMO,1,RAMP1,1,B-747P,2,UPLOAD,3,2.631579,2.631579,1,0
STRL,PALERMO,1,RAMP1,1,B-747P,4,DOWNLOAD,3,2.631579,2.631579,1,0
STRL,PALERMO,1,RAMP1,2,C-17,2,UPLOAD,2.25,5,5,1,0
STRL,PALERMO,1,RAMP1,2,C-17,4,DOWNLOAD,2.25,5,5,1,0
STRL,PALERMO,1,RAMP1,3,C-5A,2,UPLOAD,3.75,1.6666666,1.6666666,1,0
STRL,PALERMO,1,RAMP1,3,C-5A,4,DOWNLOAD,3.25,1.6666666,1.6666666,1,0
STRL,PALERMO,1,RAMP1,5,KC-10,2,UPLOAD,5,4.1666665,4.1666665,1,0
