RequirementIndex,VehicleType,PolMoved,PaxMoved,BulkOrArea,OversizedOrVolume,OutsizedOrContainers,CargoWeight,StartDate,LoadDate,OffloadDate,MarryUpDate,ClosureDate,Sorties,PoeGeoloc,PodGeoloc,DeploymentDistance,TransshipmentPoint,SeqNum,DeploymentMode,ShipNumber,ShipSpeed,SpoeArrival,SpoeDepart,ConvoyDeparts,ConvoyArrives,ShipAircraftArrives,ShipBerthDay,ConvoyRouteCode,PoeBerthType,PodBerthType,ShipVoyage,LoadRule,VisaMove,ReqId,CommodityType,Service,SplitRlnCode,ParentUnitCode,UnitName,UnitDescription,Tpsn,AircraftName,BrigadeKey,Utc,Uic,ForceModule,NumberOfAircraft,ShipId,TonsDelivered,Origin,Destination,AvailDate,Ead,Lad,Rdd,PrefMode,DeploymentMeans,PaxRequired,CargoRequired,FleetId,TheaterNumber,CommodityName,OriginName,PoeName,PodName,ConvoyRoute,DestinationName,TheaterName,Operation,ActualModeName,ShipName,PoeBerthId,PodBerthId,FleetName,VehicleName,ServiceName,CCC,ElistDest,ElistClosureDate,ForceModules,LoadedDraft,SpoeAvail,Organization,HandoffOrigin,HandoffOriginName,HandoffDate
68,12,0,0,843.99994,142,0,41.200005,15,16,30,99999,99999,0,DKSD,HNTS,4694,0,222,0,-1,18,16,18,99999,99999,28,28,-1,1,10,1,8,0,1:0DBCC,21,1,1:0DBC,,"",PSYOP OPNL SPT COMPANY,34363,,PSY,PKNEE,"",PSY,0,0429011,41.200005,HCTL,HPBF,0,24,28,30,2,0,0,0,7,1,CSS-SUPPLY,FT BRAGG,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE KENNEDY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,20.311857,42,GAFSA,HCTL,FT BRAGG,0
68,2,0,0,1,1,1,0.4,10,24,35,99999,99999,0,DKSD,HNTS,4694,0,223,0,-1,20,23,24,99999,99999,34,34,-1,1,10,1,20,0,1:0DBCC,21,1,1:0DBC,,"",PSYOP OPNL SPT COMPANY,34363,,PSY,PKNEE,"",PSY,0,7320411,0.4,HCTL,HPBF,0,24,28,30,2,0,0,0,7,1,CSS-SUPPLY,FT BRAGG,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE FLATTERY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,BARGE(T-AKB),ARMY,"","",0,,19.683596,43,GAFSA,HCTL,FT BRAGG,0
69,1,0,110,0,0,0,0,33,36,37,37,37,0,TMKH,HNTK,4253,0,224,0,16,0,0,36,99999,99999,37,99999,-1,1,1,2,0,0,1:0DBCP,21,1,1:0DBC,,"",PSYOP OPNL SPT COMPANY,34363,,PSY,PKNEE,"",PSY,0,"",0,HCTL,HPBF,0,24,28,30,1,0,110,0,-1,1,CSS-SUPPLY,FT BRAGG,POPE AAF,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-XDAT008,POPE AFB -TMKH-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HCTL,FT BRAGG,0
70,12,0,0,3356,534.39996,0,154.29997,15,16,30,99999,99999,0,DKSD,HNTS,4694,0,225,0,-1,18,16,18,99999,99999,28,28,-1,1,10,1,1,0,1:0DBDC,21,1,1:0DBD,,"",PSYOP STRAT DISSEM CO,34364,,PSY,PCMEE,"",PSY,0,0429011,154.29997,HCTL,HPBF,0,24,28,30,2,0,0,237.9,7,1,CSS-SUPPLY,FT BRAGG,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE KENNEDY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,20.311857,42,GAFSA,HCTL,FT BRAGG,0
70,12,0,0,1552,251.59996,0,65.90001,15,16,30,99999,99999,0,DKSD,HNTS,4694,0,226,0,-1,18,16,18,99999,99999,28,28,-1,1,10,1,8,0,1:0DBDC,21,1,1:0DBD,,"",PSYOP STRAT DISSEM CO,34364,,PSY,PCMEE,"",PSY,0,0429011,65.90001,HCTL,HPBF,0,24,28,30,2,0,0,0,7,1,CSS-SUPPLY,FT BRAGG,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE KENNEDY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,20.311857,42,GAFSA,HCTL,FT BRAGG,0
70,2,0,0,211,34.9,3,17.7,10,24,35,99999,99999,0,DKSD,HNTS,4694,0,227,0,-1,20,23,24,99999,99999,34,34,-1,1,10,1,20,0,1:0DBDC,21,1,1:0DBD,,"",PSYOP STRAT DISSEM CO,34364,,PSY,PCMEE,"",PSY,0,7320411,17.7,HCTL,HPBF,0,24,28,30,2,0,0,0,7,1,CSS-SUPPLY,FT BRAGG,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE FLATTERY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,BARGE(T-AKB),ARMY,"","",0,,19.683596,43,GAFSA,HCTL,FT BRAGG,0
71,1,0,118,0,0,0,0,33,36,37,37,37,0,TMKH,HNTK,4253,0,228,0,16,0,0,36,99999,99999,37,99999,-1,1,1,2,0,0,1:0DBDP,21,1,1:0DBD,,"",PSYOP STRAT DISSEM CO,34364,,PSY,PCMEE,"",PSY,0,"",0,HCTL,HPBF,0,24,28,30,1,0,118,0,-1,1,CSS-SUPPLY,FT BRAGG,POPE AAF,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-XDAT008,POPE AFB -TMKH-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HCTL,FT BRAGG,0
72,12,0,0,12043,2028.9999,0,481.80002,14,16,30,99999,99999,0,DKSD,HNTS,4694,0,229,0,-1,18,16,18,99999,99999,28,28,-1,1,10,1,1,0,1:0EBFC,23,1,1:0EBF,,"","ENGR CO, PIPELINE CONST",31497,,ELW,4AAAD,"",ELW,0,0429011,481.80002,HGSH,HPBF,0,22,30,32,2,0,0,519.3,7,1,CSS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE KENNEDY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,20.311857,42,GAFSA,HGSH,FT LEONARD WOOD,0
72,12,0,0,596.00006,73.99999,0,29.8,14,16,30,99999,99999,0,DKSD,HNTS,4694,0,230,0,-1,18,16,18,99999,99999,28,28,-1,1,10,1,8,0,1:0EBFC,23,1,1:0EBF,,"","ENGR CO, PIPELINE CONST",31497,,ELW,4AAAD,"",ELW,0,0429011,29.8,HGSH,HPBF,0,22,30,32,2,0,0,0,7,1,CSS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE KENNEDY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,20.311857,42,GAFSA,HGSH,FT LEONARD WOOD,0
72,2,0,0,254,20,3,7.7000003,10,24,35,99999,99999,0,DKSD,HNTS,4694,0,231,0,-1,20,23,24,99999,99999,34,34,-1,1,10,1,20,0,1:0EBFC,23,1,1:0EBF,,"","ENGR CO, PIPELINE CONST",31497,,ELW,4AAAD,"",ELW,0,7320411,7.7000003,HGSH,HPBF,0,22,30,32,2,0,0,0,7,1,CSS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE FLATTERY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,BARGE(T-AKB),ARMY,"","",0,,19.683596,43,GAFSA,HGSH,FT LEONARD WOOD,0
73,1,0,181,0,0,0,0,21,22,24,24,24,0,YWHG,HNTK,4742,0,232,0,1,0,0,22,99999,99999,24,99999,-1,1,1,0,0,0,1:0EBFP,23,1,1:0EBF,,"","ENGR CO, PIPELINE CONST",31497,,ELW,4AAAD,"",ELW,0,"",0,HGSH,HPBF,0,22,25,32,1,0,181,0,-1,1,CSS-OTHER,FT LEONARD WOOD,WHITEMAN AFB,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-AEDY001,WHITEMAN AFB -YWHG-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HGSH,FT LEONARD WOOD,0
74,12,0,0,7704,1734.2001,0,499.90002,14,16,30,99999,99999,0,DKSD,HNTS,4694,0,233,0,-1,18,16,18,99999,99999,28,28,-1,1,10,1,1,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,0429011,499.90002,HJVH,HPBF,0,22,30,32,2,0,0,2487.2,7,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE KENNEDY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,20.311857,42,GAFSA,HJVH,FT POLK,0
74,12,0,0,18249,2999.0996,0,923.8,19,19,32,99999,99999,0,DKSD,HNTS,4694,0,234,0,-1,17,19,19,99999,99999,31,31,-1,1,10,1,1,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,7602247,923.8,HJVH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE TEXAS (LYRA),Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,15.65431,44,GAFSA,HJVH,FT POLK,0
74,2,0,0,19576,3288.1,0,872.4,19,24,35,99999,99999,0,DKSD,HNTS,4694,0,235,0,-1,20,23,24,99999,99999,34,34,-1,1,10,1,1,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,7320411,872.4,HJVH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE FLATTERY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,BARGE(T-AKB),ARMY,"","",0,,19.683596,43,GAFSA,HJVH,FT POLK,0
74,12,0,0,2547.2,307.19995,0,128,20,29,42,99999,99999,1,DKSD,HNTS,4694,0,236,0,-1,20,29,30,99999,99999,40,40,-1,1,10,1,8,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,7390117,128,HJVH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE INTREPID (JUPITER),Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,19.067425,27,GAFSA,HJVH,FT POLK,0
74,12,0,0,775,180.6,0,50.5,26,29,42,99999,99999,0,DKSD,HNTS,4694,0,237,0,-1,20,29,30,99999,99999,40,40,-1,1,10,1,1,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,7390117,50.5,HJVH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE INTREPID (JUPITER),Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,19.067425,53,GAFSA,HJVH,FT POLK,0
74,12,0,0,19.9,2.4,0,1,26,29,42,99999,99999,0,DKSD,HNTS,4694,0,238,0,-1,20,29,30,99999,99999,40,40,-1,1,10,1,8,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,7390117,1,HJVH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE INTREPID (JUPITER),Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,19.067425,53,GAFSA,HJVH,FT POLK,0
74,7,0,0,263,23.8,2,10.9,29,39,50,99999,99999,1,DKSD,HNTS,4694,0,239,0,-1,18,39,39,99999,99999,50,50,-1,1,10,1,20,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,9064267,10.9,HJVH,HPBF,0,22,30,32,2,0,0,0,1,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,MAERSK TENNESSEE,Charleston-DKSD Terminal-19777,BG Gabes berth1,AMMO,CONT-NSS,ARMY,"","",0,,17.094444,29,GAFSA,HJVH,FT POLK,0
74,2,0,0,26.900146,14.399994,0,0.69999695,42,52,62,99999,99999,1,DKSD,HNTS,4694,0,240,0,-1,20,52,52,99999,99999,62,62,-1,1,10,2,8,0,1:0EBQC,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,7050248,0.69999695,HJVH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT POLK,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE FEAR (AUSTRAL LIGHTNING,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,BARGE(T-AKB),ARMY,"","",0,,18.018667,51,GAFSA,HJVH,FT POLK,0
75,1,0,355,0,0,0,0,21,22,24,24,24,0,GAMH,HNTK,7247,0,241,0,2,0,0,22,99999,99999,24,99999,-1,1,1,0,0,0,1:0EBQP,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,"",0,HJVH,HPBF,0,22,30,32,1,0,784,0,-1,1,CS-OTHER,FT POLK,ALEXANDRIA INTL,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-AEDY002,ALEXANDRIA INTL -GAMH-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HJVH,FT POLK,0
75,1,0,355,0,0,0,0,21,22,24,24,24,0,GAMH,HNTK,7247,0,242,0,3,0,0,22,99999,99999,24,99999,-1,1,1,0,0,0,1:0EBQP,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,"",0,HJVH,HPBF,0,22,30,32,1,0,0,0,-1,1,CS-OTHER,FT POLK,ALEXANDRIA INTL,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-AEDY003,ALEXANDRIA INTL -GAMH-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HJVH,FT POLK,0
75,1,0,74,0,0,0,0,22,23,25,25,25,0,GAMH,HNTK,5189,0,243,0,9,0,0,23,99999,99999,25,99999,-1,1,1,4,0,0,1:0EBQP,17,1,1:0EBQ,,"","ENGR CBT BN, CORPS",21353,,ENP,48AAT,"",ENP,0,"",0,HJVH,HPBF,0,22,30,32,1,0,0,0,-1,1,CS-OTHER,FT POLK,ALEXANDRIA INTL,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-XDAT001,ALEXANDRIA INTL -GAMH-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HJVH,FT POLK,0
76,12,0,0,28144,4857.8994,0,1425.5999,14,16,30,99999,99999,0,DKSD,HNTS,4694,0,244,0,-1,18,16,18,99999,99999,28,28,-1,1,10,1,1,0,1:0EBRC,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,0429011,1425.5999,HGSH,HPBF,0,22,30,32,2,0,0,2487.2,7,1,CS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE KENNEDY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,RO/RO,ARMY,"","",0,,20.311857,42,GAFSA,HGSH,FT LEONARD WOOD,0
76,13,0,0,17976,3308.1,0,908.5,10,20,33,99999,99999,0,DKSD,HNTS,4694,0,245,0,-1,24,20,22,99999,99999,30,30,-1,1,10,1,1,0,1:0EBRC,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,7234430,908.5,HGSH,HPBF,0,22,30,32,2,0,0,0,6,1,CS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,YANO (T-AKR 297),Charleston-DKSD Terminal-19777,BG Gabes berth1,ORG SURGE,RO/RO(T-AKR),ARMY,"","",0,,28.129162,40,GAFSA,HGSH,FT LEONARD WOOD,0
76,13,0,0,2594,324,0,129.7,10,20,33,99999,99999,0,DKSD,HNTS,4694,0,246,0,-1,24,20,22,99999,99999,30,30,-1,1,10,1,8,0,1:0EBRC,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,7234430,129.7,HGSH,HPBF,0,22,30,32,2,0,0,0,6,1,CS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,YANO (T-AKR 297),Charleston-DKSD Terminal-19777,BG Gabes berth1,ORG SURGE,RO/RO(T-AKR),ARMY,"","",0,,28.129162,40,GAFSA,HGSH,FT LEONARD WOOD,0
76,2,0,0,263,23.8,2,10.9,10,24,35,99999,99999,0,DKSD,HNTS,4694,0,247,0,-1,20,23,24,99999,99999,34,34,-1,1,10,1,20,0,1:0EBRC,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,7320411,10.9,HGSH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE FLATTERY,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,BARGE(T-AKB),ARMY,"","",0,,19.683596,43,GAFSA,HGSH,FT LEONARD WOOD,0
76,2,0,0,184,36,0,12.5,42,52,62,99999,99999,0,DKSD,HNTS,4694,0,248,0,-1,20,52,52,99999,99999,62,62,-1,1,10,2,1,0,1:0EBRC,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,7050248,12.5,HGSH,HPBF,0,22,30,32,2,0,0,0,7,1,CS-OTHER,FT LEONARD WOOD,CHARLESTON,GABES, ,GAFSA,Tunisia,THEATER1,NO MOVE,CAPE FEAR (AUSTRAL LIGHTNING,Charleston-DKSD Terminal-19777,BG Gabes berth1,RRF,BARGE(T-AKB),ARMY,"","",0,,18.018667,79,GAFSA,HGSH,FT LEONARD WOOD,0
77,1,0,174,0,0,0,0,21,22,24,24,24,0,YWHG,HNTK,4742,0,249,0,1,0,0,22,99999,99999,24,99999,-1,1,1,0,0,0,1:0EBRP,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,"",0,HGSH,HPBF,0,22,25,32,1,0,739,0,-1,1,CS-OTHER,FT LEONARD WOOD,WHITEMAN AFB,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-AEDY001,WHITEMAN AFB -YWHG-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HGSH,FT LEONARD WOOD,0
77,1,0,355,0,0,0,0,22,23,25,25,25,0,YWHG,HNTK,6752,0,250,0,11,0,0,23,99999,99999,25,99999,-1,1,1,2,0,0,1:0EBRP,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,"",0,HGSH,HPBF,0,22,25,32,1,0,0,0,-1,1,CS-OTHER,FT LEONARD WOOD,WHITEMAN AFB,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-XDAT003,WHITEMAN AFB -YWHG-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HGSH,FT LEONARD WOOD,0
77,1,0,210,0,0,0,0,22,23,25,25,25,0,YWHG,HNTK,5189,0,251,0,9,0,0,23,99999,99999,25,99999,-1,1,1,4,0,0,1:0EBRP,17,1,1:0EBR,,"","ENGR CBT BN, CORPS",21353,,ELW,48AAT,"",ELW,0,"",0,HGSH,HPBF,0,22,25,32,1,0,0,0,-1,1,CS-OTHER,FT LEONARD WOOD,WHITEMAN AFB,MATMATA, ,GAFSA,Tunisia,THEATER1,NO MOVE,B747-400-XDAT001,WHITEMAN AFB -YWHG-MAP-PARKING,GABES -HNTK-APT-parking, ,B-747P,ARMY,"","",0,,0,0,GAFSA,HGSH,FT LEONARD WOOD,0
78,12,0,0,26586,5414.5,0,1488.7999,12,16,35,99999,99999,0,JTVH,VKNP,5601,0,252,0,-1,15,16,17,99999,99999,33,33,-1,1,1,1,1,0,1:0EGBC,23,1,1:0EGB,,"","ENGR CO, LIGHT EQUIP, ABN",,,ABN,4M222,"",ABN,0,8211306,1488.7999,HCTL,WSVC,9,30,34,36,2,0,0,1534.9,7,1,CSS-OTHER,FT BRAGG,GULFPORT,SFAX, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,CAPE VICTORY (MERZARIO B),GULFPORT BG-JTVH Terminal-19783,BG Safaqis cont-2 berth,RRF,RO/RO,ARMY,"","",0,,20.2569,49,TEBESSA,HCTL,FT BRAGG,9
78,12,0,0,842.00006,100,0,40,12,16,35,99999,99999,0,JTVH,VKNP,5601,0,253,0,-1,15,16,17,99999,99999,33,33,-1,1,1,1,8,0,1:0EGBC,23,1,1:0EGB,,"","ENGR CO, LIGHT EQUIP, ABN",,,ABN,4M222,"",ABN,0,8211306,40,HCTL,WSVC,9,30,34,36,2,0,0,0,7,1,CSS-OTHER,FT BRAGG,GULFPORT,SFAX, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,CAPE VICTORY (MERZARIO B),GULFPORT BG-JTVH Terminal-19783,BG Safaqis cont-2 berth,RRF,RO/RO,ARMY,"","",0,,20.2569,49,TEBESSA,HCTL,FT BRAGG,9
78,7,0,0,608,87.4,6,6.1,16,20,31,99999,99999,1,JTVH,VKNP,5601,0,254,0,-1,23,20,21,99999,99999,31,31,-1,1,1,1,20,0,1:0EGBC,23,1,1:0EGB,,"","ENGR CO, LIGHT EQUIP, ABN",,,ABN,4M222,"",ABN,0,6828624,6.1,HCTL,WSVC,9,30,34,36,2,0,0,0,8,1,CSS-OTHER,FT BRAGG,GULFPORT,SFAX, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,MAYAGUEZ,GULFPORT BG-JTVH Terminal-19783,BG Safaqis cont-1 berth,VISA,CONT-NSS,ARMY,"","",0,,16.00467,19,TEBESSA,HCTL,FT BRAGG,9
79,1,0,175,0,0,0,0,35,37,38,38,38,0,TMKH,FUQN,4257,0,255,0,19,0,0,37,99999,99999,38,99999,-1,1,1,0,0,0,1:0EGBP,23,1,1:0EGB,,"","ENGR CO, LIGHT EQUIP, ABN",,,ABN,4M222,"",ABN,0,"",0,HCTL,WSVC,9,30,32,36,1,0,176,0,-1,1,CSS-OTHER,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT011,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,9
79,1,0,1,0,0,0,0,36,38,40,40,40,0,TMKH,FUQN,4257,0,256,0,15,0,0,38,99999,99999,40,99999,-1,1,1,3,0,0,1:0EGBP,23,1,1:0EGB,,"","ENGR CO, LIGHT EQUIP, ABN",,,ABN,4M222,"",ABN,0,"",0,HCTL,WSVC,9,30,32,36,1,0,0,0,-1,1,CSS-OTHER,FT BRAGG,POPE AAF,THYNA, ,CHEIKH LARBI TEBE,Tunisia,THEATER1,NO MOVE,B747-400-XDAT007,POPE AFB -TMKH-MAP-PARKING,THYNA-EL MAOU -FUQN-IAP-parking, ,B-747P,ARMY,"","",0,,0,0,TEBESSA,HCTL,FT BRAGG,9
80,12,0,0,30392,10695.501,1,1287.8002,0,14,29,99999,99999,0,QTUP,APFD,4493,0,257,0,-1,17,14,15,99999,99999,26,27,-1,1,12,1,20,0,1:0HBGC,23,1,,,"",TRANS MED WATERCRAFT CO,,,H20,UKBNN,"",H20,0,7208297,1287.8002,HCTL,APFD,0,19,22,22,2,50,0,1287.8,7,1,CSS-OTHER,FT BRAGG,MOREHEAD CITY,AS SUKHAYRAH, ,AS SUKHAYRAH,Tunisia,THEATER1,NO MOVE,CAPE DUCATO,MOREHEAD CITY BG-QTUP -19792,InStreamAnchor1,RRF,RO/RO,ARMY,"","",0,,19.49323,14,GABES (HNTS),HCTL,FT BRAGG,0
81,9,0,0,13116,2576.4,0,448.60004,14,16,25,99999,99999,1,QTUP,HNTS,4500,0,258,0,-1,27,16,17,99999,99999,24,24,-1,1,10,1,1,0,1:0HEDC,23,1,1:0HED,,"",T MDM TRK CO 40 FT CNR/CG,35690,,TMD,UL444,"",TMD,0,7302897,448.60004,HCML,HNTM,0,20,23,24,2,0,0,1853,6,1,CSS-OTHER,FT BENNING,MOREHEAD CITY,GABES, ,GABES,Tunisia,THEATER1,NO MOVE,REGULUS (T-AKR 292),MOREHEAD CITY BG-QTUP -19792,BG Gabes berth1,ORG SURGE,FSS,ARMY,"","",0,,22.499407,15,GABES (HNTM),HCML,FT BENNING,0
81,9,0,0,661,87.7,0,30.3,14,16,25,99999,99999,0,QTUP,HNTS,4500,0,259,0,-1,27,16,17,99999,99999,24,24,-1,1,10,1,8,0,1:0HEDC,23,1,1:0HED,,"",T MDM TRK CO 40 FT CNR/CG,35690,,TMD,UL444,"",TMD,0,7302897,30.3,HCML,HNTM,0,20,23,24,2,0,0,0,6,1,CSS-OTHER,FT BENNING,MOREHEAD CITY,GABES, ,GABES,Tunisia,THEATER1,NO MOVE,REGULUS (T-AKR 292),MOREHEAD CITY BG-QTUP -19792,BG Gabes berth1,ORG SURGE,FSS,ARMY,"","",0,,22.499407,15,GABES (HNTM),HCML,FT BENNING,0
81,14,0,0,20745,4293.9004,0,713.50006,15,18,29,99999,99999,1,QTUP,HNTS,4500,0,260,0,-1,19,18,18,99999,99999,28,28,-1,1,10,1,1,0,1:0HEDC,23,1,1:0HED,,"",T MDM TRK CO 40 FT CNR/CG,35690,,TMD,UL444,"",TMD,0,5170185,713.50006,HCML,HNTM,0,20,23,24,2,0,0,0,7,1,CSS-OTHER,FT BENNING,MOREHEAD CITY,GABES, ,GABES,Tunisia,THEATER1,NO MOVE,DIAMOND STATE (TACS 7),MOREHEAD CITY BG-QTUP -19792,BG Gabes berth1,RRF,T-ACS,ARMY,"","",0,,17.290373,16,GABES (HNTM),HCML,FT BENNING,0
