RequirementIndex,VehicleType,PolMoved,PaxMoved,BulkOrArea,OversizedOrVolume,OutsizedOrContainers,CargoWeight,StartDate,LoadDate,OffloadDate,MarryUpDate,ClosureDate,Sorties,PoeGeoloc,PodGeoloc,DeploymentDistance,TransshipmentPoint,SeqNum,DeploymentMode,ShipNumber,ShipSpeed,SpoeArrival,SpoeDepart,ConvoyDeparts,ConvoyArrives,ShipAircraftArrives,ShipBerthDay,ConvoyRouteCode,PoeBerthType,PodBerthType,ShipVoyage,LoadRule,VisaMove,ReqId,CommodityType,Service,SplitRlnCode,ParentUnitCode,UnitName,UnitDescription,Tpsn,AircraftName,BrigadeKey,Utc,Uic,ForceModule,NumberOfAircraft,ShipId,TonsDelivered,Origin,Destination,AvailDate,Ead,Lad,Rdd,PrefMode,DeploymentMeans,PaxRequired,CargoRequired,FleetId,TheaterNumber,CommodityName,OriginName,PoeName,PodName,ConvoyRoute,DestinationName,TheaterName,Operation,ActualModeName,ShipName,PoeBerthId,PodBerthId,FleetName,VehicleName,ServiceName,CCC,ElistDest,ElistClosureDate,ForceModules,LoadedDraft,SpoeAvail,Organization,HandoffOrigin,HandoffOriginName,HandoffDate
96256,5,0,0,13,0,0,13,148,148,149,149,149,0,FJXT,HNTK,4051,0,1330,0,184,0,0,148,99999,99999,149,99999,-1,1,1,7,0,0,1:0001197,28,0,"","",00000000000,"","","","","","","",0,"",13,TECV,BQWK,146,137,153,153,1,0,0,25,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT031,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,146
96256,2,0,0,12,0,0,12,148,148,150,150,150,0,FJXT,HNTK,4805,0,1331,0,88,0,0,148,99999,99999,150,99999,-1,1,1,12,0,0,1:0001197,28,0,"","",00000000000,"","","","","","","",0,"",12,TECV,BQWK,146,137,153,153,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C17-DKFX015,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-17,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,146
96169,7,0,0,5625,900,50,450,137,142,151,99999,99999,1,RUAM,VKNP,4097,0,1332,0,-1,22,142,143,99999,99999,151,151,-1,0,1,4,20,0,1:0001226,28,0,"","",00000000000,"","","","","","","",0,7233278,450,PVSD,BQWK,138,138,154,154,2,0,0,450,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,SEA-LAND HAWAII, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,18.036892,138,BIR EL ATER,PVSD,MECHANICSBURG,138
96165,2,0,0,4,0,0,4,148,148,150,150,150,0,FJXT,HNTK,4805,0,1333,0,88,0,0,148,99999,99999,150,99999,-1,1,1,12,0,0,1:0001227,28,0,"","",00000000000,"","","","","","","",0,"",4,PVSD,BQWK,147,138,154,154,1,0,0,25,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C17-DKFX015,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-17,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,147
96165,2,0,0,16,0,0,16,148,148,150,150,150,0,FJXT,HNTK,4805,0,1334,0,87,0,0,148,99999,99999,150,99999,-1,1,1,12,0,0,1:0001227,28,0,"","",00000000000,"","","","","","","",0,"",16,PVSD,BQWK,147,138,154,154,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C17-DKFX014,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-17,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,147
96165,3,0,0,5,0,0,5,148,148,150,150,150,0,FJXT,HNTK,3994,0,1335,0,114,0,0,148,99999,99999,150,99999,-1,1,1,5,0,0,1:0001227,28,0,"","",00000000000,"","","","","","","",0,"",5,PVSD,BQWK,147,138,154,154,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C5A-XDAT001,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-5A,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,147
96161,3,0,0,25,0,0,25,148,148,150,150,150,0,FJXT,HNTK,3994,0,1336,0,114,0,0,148,99999,99999,150,99999,-1,1,1,5,0,0,1:0001228,28,0,"","",00000000000,"","","","","","","",0,"",25,TECV,BQWK,147,138,154,154,1,0,0,25,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,C5A-XDAT001,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,C-5A,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,147
96092,9,0,0,5175,828,46,414,138,140,148,99999,99999,1,RUAM,VKNP,4097,0,1337,0,-1,27,140,142,99999,99999,148,148,-1,0,1,2,20,0,1:0001251,28,0,"","",00000000000,"","","","","","","",0,7226897,414,PVSD,BQWK,139,139,155,155,2,0,0,450,4,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,ANTARES (T-AKR 294), ,BG Safaqis cont-1 berth,FLOW,FSS,SUPPLY      ,JDB,"",0,,18.393793,139,BIR EL ATER,PVSD,MECHANICSBURG,139
96092,7,0,0,450,72,4,36,143,142,151,99999,99999,0,RUAM,VKNP,4097,0,1338,0,-1,22,142,143,99999,99999,151,151,-1,0,1,4,20,0,1:0001251,28,0,"","",00000000000,"","","","","","","",0,7233278,36,PVSD,BQWK,139,139,155,155,2,0,0,0,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,SEA-LAND HAWAII, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,18.036892,157,BIR EL ATER,PVSD,MECHANICSBURG,139
96088,5,0,0,12,0,0,12,151,151,152,152,152,0,FJXT,HNTK,4051,0,1339,0,162,0,0,151,99999,99999,152,99999,-1,1,1,7,0,0,1:0001252,28,0,"","",00000000000,"","","","","","","",0,"",12,PVSD,BQWK,148,139,155,155,1,0,0,24,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT009,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,148
96088,5,0,0,12,0,0,12,151,151,152,152,152,0,FJXT,HNTK,4051,0,1340,0,164,0,0,151,99999,99999,152,99999,-1,1,1,7,0,0,1:0001252,28,0,"","",00000000000,"","","","","","","",0,"",12,PVSD,BQWK,148,139,155,155,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT011,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,148
96084,5,0,0,10,0,0,10,151,151,152,152,152,0,FJXT,HNTK,4051,0,1341,0,164,0,0,151,99999,99999,152,99999,-1,1,1,7,0,0,1:0001253,28,0,"","",00000000000,"","","","","","","",0,"",10,TECV,BQWK,148,139,155,155,1,0,0,24,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT011,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,148
96084,5,0,0,14,0,0,14,151,151,153,153,153,0,FJXT,HNTK,4405,0,1342,0,187,0,0,151,99999,99999,153,99999,-1,1,1,8,0,0,1:0001253,28,0,"","",00000000000,"","","","","","","",0,"",14,TECV,BQWK,148,139,155,155,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT034,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,148
96075,9,0,0,675,108,6,54,139,142,150,99999,99999,1,RUAM,VKNP,4097,0,1343,0,-1,27,142,144,99999,99999,150,150,-1,0,1,2,20,0,1:0001256,28,0,"","",00000000000,"","","","","","","",0,7223508,54,PVSD,BQWK,140,140,156,156,2,0,0,450,4,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,CAPELLA (T-AKR 293), ,BG Safaqis cont-1 berth,FLOW,FSS,SUPPLY      ,JDB,"",0,,18.375269,140,BIR EL ATER,PVSD,MECHANICSBURG,140
96075,7,0,0,4950,792,44,396,144,146,155,99999,99999,0,RUAM,VKNP,4097,0,1344,0,-1,22,146,147,99999,99999,155,155,-1,0,1,5,20,0,1:0001256,28,0,"","",00000000000,"","","","","","","",0,7218462,396,PVSD,BQWK,140,140,156,156,2,0,0,0,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,SEA-LAND EXPEDITION, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,18.767347,162,BIR EL ATER,PVSD,MECHANICSBURG,140
96071,5,0,0,8,0,0,8,151,151,153,153,153,0,FJXT,HNTK,4405,0,1345,0,187,0,0,151,99999,99999,153,99999,-1,1,1,8,0,0,1:0001257,28,0,"","",00000000000,"","","","","","","",0,"",8,PVSD,BQWK,149,140,156,156,1,0,0,24.680212,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT034,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,149
96071,5,0,0,16.680212,0,0,16.680212,151,151,153,153,153,0,FJXT,HNTK,4405,0,1346,0,180,0,0,151,99999,99999,153,99999,-1,1,1,8,0,0,1:0001257,28,0,"","",00000000000,"","","","","","","",0,"",16.680212,PVSD,BQWK,149,140,156,156,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT027,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,149
96067,5,0,0,5,0,0,5,151,151,153,153,153,0,FJXT,HNTK,4405,0,1347,0,180,0,0,151,99999,99999,153,99999,-1,1,1,8,0,0,1:0001258,28,0,"","",00000000000,"","","","","","","",0,"",5,TECV,BQWK,149,140,156,156,1,0,0,24.680212,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT027,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,149
96067,5,0,0,19.680212,0,0,19.680212,151,151,153,153,153,0,FJXT,HNTK,4405,0,1348,0,184,0,0,151,99999,99999,153,99999,-1,1,1,8,0,0,1:0001258,28,0,"","",00000000000,"","","","","","","",0,"",19.680212,TECV,BQWK,149,140,156,156,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT031,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,149
96062,9,0,0,4500,720,40,360,141,142,150,99999,99999,0,RUAM,VKNP,4097,0,1349,0,-1,27,142,144,99999,99999,150,150,-1,0,1,2,20,0,1:0001260,28,0,"","",00000000000,"","","","","","","",0,7223508,360,PVSD,BQWK,141,141,157,157,2,0,0,450,4,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,CAPELLA (T-AKR 293), ,BG Safaqis cont-1 berth,FLOW,FSS,SUPPLY      ,JDB,"",0,,18.375269,157,BIR EL ATER,PVSD,MECHANICSBURG,141
96062,7,0,0,1125,180,10,90,156,158,167,99999,99999,0,RUAM,VKNP,4097,0,1350,0,-1,23,158,159,99999,99999,167,167,-1,0,1,7,20,0,1:0001260,28,0,"","",00000000000,"","","","","","","",0,6828624,90,PVSD,BQWK,141,141,157,157,2,0,0,0,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,MAYAGUEZ, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,16.468428,173,BIR EL ATER,PVSD,MECHANICSBURG,141
96058,5,0,0,22,0,0,22,153,153,154,154,154,0,FJXT,HNTK,4051,0,1351,0,174,0,0,153,99999,99999,154,99999,-1,1,1,7,0,0,1:0001261,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,150,141,157,157,1,0,0,25,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT021,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,150
96058,5,0,0,3,0,0,3,153,153,154,154,154,0,FJXT,HNTK,4051,0,1352,0,177,0,0,153,99999,99999,154,99999,-1,1,1,7,0,0,1:0001261,28,0,"","",00000000000,"","","","","","","",0,"",3,PVSD,BQWK,150,141,157,157,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT024,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,150
96054,5,0,0,19,0,0,19,153,153,154,154,154,0,FJXT,HNTK,4051,0,1353,0,177,0,0,153,99999,99999,154,99999,-1,1,1,7,0,0,1:0001262,28,0,"","",00000000000,"","","","","","","",0,"",19,TECV,BQWK,150,141,157,157,1,0,0,25,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT024,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,150
96054,5,0,0,6,0,0,6,153,153,154,154,154,0,FJXT,HNTK,4051,0,1354,0,175,0,0,153,99999,99999,154,99999,-1,1,1,7,0,0,1:0001262,28,0,"","",00000000000,"","","","","","","",0,"",6,TECV,BQWK,150,141,157,157,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT022,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,150
95982,7,0,0,5625,900,50,450,142,146,155,99999,99999,1,RUAM,VKNP,4097,0,1355,0,-1,22,146,147,99999,99999,155,155,-1,0,1,5,20,0,1:0001286,28,0,"","",00000000000,"","","","","","","",0,7218462,450,PVSD,BQWK,143,143,159,159,2,0,0,450,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,SEA-LAND EXPEDITION, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,18.767347,143,BIR EL ATER,PVSD,MECHANICSBURG,143
95978,5,0,0,22,0,0,22,155,155,156,156,156,0,FJXT,HNTK,4051,0,1356,0,191,0,0,155,99999,99999,156,99999,-1,1,1,5,0,0,1:0001287,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,152,143,159,159,1,0,0,25,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT038,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,152
95978,5,0,0,3,0,0,3,155,155,156,156,156,0,FJXT,HNTK,4051,0,1357,0,159,0,0,155,99999,99999,156,99999,-1,1,1,8,0,0,1:0001287,28,0,"","",00000000000,"","","","","","","",0,"",3,PVSD,BQWK,152,143,159,159,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT006,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,152
95974,5,0,0,19,0,0,19,155,155,156,156,156,0,FJXT,HNTK,4051,0,1358,0,159,0,0,155,99999,99999,156,99999,-1,1,1,8,0,0,1:0001288,28,0,"","",00000000000,"","","","","","","",0,"",19,TECV,BQWK,152,143,159,159,1,0,0,25,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT006,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,152
95974,5,0,0,6,0,0,6,155,155,156,156,156,0,FJXT,HNTK,4051,0,1359,0,188,0,0,155,99999,99999,156,99999,-1,1,1,7,0,0,1:0001288,28,0,"","",00000000000,"","","","","","","",0,"",6,TECV,BQWK,152,143,159,159,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT035,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,152
95965,2,0,0,5625,900,50,450,143,149,158,99999,99999,1,RRRK,VKNP,4197,0,1360,0,-1,20,149,149,99999,99999,158,158,-1,1,1,5,20,0,1:0001291,28,0,"","",00000000000,"","","","","","","",0,7304792,450,PVSD,BQWK,144,144,160,160,2,0,0,450,7,1,GEN-RESUPPLY,MECHANICSBURG,NEW YORK PORT EMB,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,CAPE FAREWELL,NEW YORK berth group-RRRK,BG Safaqis cont-1 berth,RRF,BARGE(T-AKB),SUPPLY      ,JDB,"",0,,20.257633,144,BIR EL ATER,PVSD,MECHANICSBURG,144
95961,5,0,0,16,0,0,16,155,155,156,156,156,0,FJXT,HNTK,4051,0,1361,0,188,0,0,155,99999,99999,156,99999,-1,1,1,7,0,0,1:0001292,28,0,"","",00000000000,"","","","","","","",0,"",16,PVSD,BQWK,153,144,160,160,1,0,0,25,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT035,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,153
95961,5,0,0,9,0,0,9,155,155,156,156,156,0,FJXT,HNTK,4051,0,1362,0,178,0,0,155,99999,99999,156,99999,-1,1,1,8,0,0,1:0001292,28,0,"","",00000000000,"","","","","","","",0,"",9,PVSD,BQWK,153,144,160,160,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT025,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,153
95957,5,0,0,13,0,0,13,155,155,156,156,156,0,FJXT,HNTK,4051,0,1363,0,178,0,0,155,99999,99999,156,99999,-1,1,1,8,0,0,1:0001293,28,0,"","",00000000000,"","","","","","","",0,"",13,TECV,BQWK,153,144,160,160,1,0,0,25,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT025,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,153
95957,5,0,0,12,0,0,12,155,155,157,157,157,0,FJXT,HNTK,4405,0,1364,0,165,0,0,155,99999,99999,157,99999,-1,1,1,8,0,0,1:0001293,28,0,"","",00000000000,"","","","","","","",0,"",12,TECV,BQWK,153,144,160,160,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT012,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,153
95946,7,0,0,5625,900,50,450,144,147,157,99999,99999,1,RUAM,VKNP,4097,0,1365,0,-1,21,147,148,99999,99999,157,157,-1,0,1,5,20,0,1:0001297,28,0,"","",00000000000,"","","","","","","",0,7026259,450,PVSD,BQWK,145,145,161,161,2,0,0,450,8,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,NUEVO SAN JUAN, ,BG Safaqis cont-1 berth,VISA,CONT-NSS,SUPPLY      ,JDB,"",0,,16.37618,145,BIR EL ATER,PVSD,MECHANICSBURG,145
95942,5,0,0,22,0,0,22,158,158,159,159,160,0,FJXT,HNTK,4051,0,1366,0,191,0,0,158,99999,99999,159,99999,-1,1,1,6,0,0,1:0001298,28,0,"","",00000000000,"","","","","","","",0,"",22,PVSD,BQWK,154,145,161,161,1,0,0,25,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT038,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,154
95942,5,0,0,3,0,0,3,158,158,159,159,160,0,FJXT,HNTK,4051,0,1367,0,165,0,0,158,99999,99999,159,99999,-1,1,1,9,0,0,1:0001298,28,0,"","",00000000000,"","","","","","","",0,"",3,PVSD,BQWK,154,145,161,161,1,0,0,0,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT012,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,154
95938,5,0,0,19,0,0,19,158,158,159,159,160,0,FJXT,HNTK,4051,0,1368,0,165,0,0,158,99999,99999,159,99999,-1,1,1,9,0,0,1:0001299,28,0,"","",00000000000,"","","","","","","",0,"",19,TECV,BQWK,154,145,161,161,1,0,0,25,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT012,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,154
95938,5,0,0,6,0,0,6,158,158,159,159,159,0,FJXT,HNTK,4051,0,1369,0,179,0,0,158,99999,99999,159,99999,-1,1,1,8,0,0,1:0001299,28,0,"","",00000000000,"","","","","","","",0,"",6,TECV,BQWK,154,145,161,161,1,0,0,0,-1,1,GEN-RESUPPLY,DMA DPO PHILADEL,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT026,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,154
95881,9,0,0,4950,792,44,396,145,148,157,99999,99999,1,RUAM,VKNP,4097,0,1370,0,-1,27,148,150,99999,99999,157,157,-1,0,1,2,20,0,1:0001318,28,0,"","",00000000000,"","","","","","","",0,7303205,396,PVSD,BQWK,146,146,162,162,2,0,0,450,4,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,ALGOL (T-AKR 287), ,BG Safaqis cont-2 berth,FLOW,FSS,SUPPLY      ,JDB,"",0,,18.349758,146,BIR EL ATER,PVSD,MECHANICSBURG,146
95881,7,0,0,675,108,6,54,150,160,169,99999,99999,0,RUAM,VKNP,4097,0,1371,0,-1,23,160,161,99999,99999,168,168,-1,0,1,2,20,0,1:0001318,28,0,"","",00000000000,"","","","","","","",0,7002071,54,PVSD,BQWK,146,146,162,162,2,0,0,0,1,1,GEN-RESUPPLY,MECHANICSBURG,NEWPORT,SFAX, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,MANULANI REPLACE, ,BG Safaqis cont-1 berth,AMMO,CONT-NSS,SUPPLY      ,JDB,"",0,,17.383133,165,BIR EL ATER,PVSD,MECHANICSBURG,146
95877,5,0,0,16,0,0,16,158,158,159,159,159,0,FJXT,HNTK,4051,0,1372,0,179,0,0,158,99999,99999,159,99999,-1,1,1,8,0,0,1:0001319,28,0,"","",00000000000,"","","","","","","",0,"",16,PVSD,BQWK,155,146,162,162,1,0,0,25,-1,1,GEN-RESUPPLY,MECHANICSBURG,DOVER AFB,MATMATA, ,BIR EL ATER,Tunisia,THEATER1,NO MOVE,KC10-XDAT026,DOVER AFB -FJXT-MAP-PARKING,GABES -HNTK-APT-parking, ,KC-10,SUPPLY      ,JDB,"",0,,0,0,BIR EL ATER,FJXT,DOVER AFB,155
