Name,GeolocCode,LocationType,CountryState,Latitude,Longitude
DALLAS AFIT 02,EZTV,SCH,TEXAS,32.783333,-96.8
DALLAS AFIT 03,EZTW,SCH,TEXAS,32.783333,-96.8
DAM NECK,EZXV,TNG,VIRGINIA,36.833332,-76
DANA POINT,FAFL,PRT,CALIFORNIA,33.466667,-117.71667
MONTGOMERY RGNL,FAKZ,JAP,ALABAMA,32.300556,-86.39389
DANVILLE,FAQZ,CTY,ILLINOIS,40.15,-87.61667
DARMSTADT AAF,FAXN,APT,GERMANY,49.853333,8.5847225
DAVENPORT,FBDH,CTY,IOWA,41.523613,-90.5775
OWENSBORO DAVIESS,FBMV,CAP,KENTUCKY,37.738888,-87.16695
DAVIS MONTHAN AFB,FBNV,MAP,ARIZONA,32.16639,-110.88306
DAVIS MONTHAN,FBPW,RRL,ARIZONA,32.166668,-110.88333
DAYTON,FCHZ,CTY,OHIO,39.75,-84.2
DAYTON DESC,FCKD,DEP,OHIO,39.75,-84.166664
DAYTONA BEACH,FCLF,CTY,FLORIDA,29.233334,-81.05
DECATUR,FCXN,CTY,ALABAMA,34.583332,-87
DEF DEPOT OGDEN,FDHB,AIN,UTAH,41.233334,-111.75
DELAWARE,FDVA,CTY,OHIO,40.283333,-83.05
DEMOPOLIS,FEDX,CTY,ALABAMA,32.466667,-87.416664
DENVER,FEQM,CTY,COLORADO,39.739166,-104.98417
DENVER,FERR,NAV,COLORADO,39.765278,-104.87945
DENVER INTL,FERX,IAP,COLORADO,39.861668,-104.67306
DES MOINES,FFAJ,CTY,IOWA,41.600555,-93.60889
DES MOINES INTL,FFAR,JAP,IOWA,41.53389,-93.663055
DETROIT,FFJF,CTY,MICHIGAN,42.333332,-83
DETROIT,FFJG,ADM,MICHIGAN,42.6,-82.833336
DETROIT MET,FFKG,STG,MICHIGAN,42.383335,-83.083336
DEXTER,FFRS,CTY,MAINE,45.016666,-69.26667
DEXTER,FFSQ,CTY,MISSOURI,36.783333,-89.95
DIEGO GARCIA EAST,FGDB,PRT,DIEGO GARCIA,-7.35,72.46667
DIEGO GARCIA NSF,FGDC,MAP,DIEGO GARCIA,-7.3133335,72.41111
DIEGO GARCIA,FGDD,PRT,DIEGO GARCIA,-7.2555556,72.405556
DJERBA,FGTS,ADM,TUNISIA,33.833332,11
DJERBA,FGTW,PRT,TUNISIA,33.833332,10.833333
DJEDEIDA,FGTZ,AFD,TUNISIA,36.86222,9.931111
DOBBINS ARB,FGWB,MAP,GEORGIA,33.91528,-84.51639
DOBBINS       ANG,FGWD,ANX,GEORGIA,33.916668,-84.51667
DOTHAN,FJMG,CTY,ALABAMA,31.183332,-85.35
DOTHAN RGNL,FJMK,CAP,ALABAMA,31.321112,-85.44945
DOUGLAS,FJPP,CTY,ARIZONA,31.35,-109.5
CHARLOTTE DOUGLAS,FJRP,JAP,NORTH CAROLINA,35.21361,-80.949165
DOVER AFB,FJXT,MAP,DELAWARE,39.129444,-75.465836
DOVER,FJYB,CTY,DELAWARE,39.158054,-75.52472
DOVER,FKJG,FHG,DELAWARE,39.106388,-75.50222
DOVER,FKLJ,CTY,NEW JERSEY,40.883335,-74.566666
DOVER,FKLK,STG,NEW JERSEY,40.883335,-74.55
BANGOR INTL,FKNN,JAP,MAINE,44.8075,-68.82806
DRAPER,FLMT,CTY,UTAH,40.533333,-111.85
DRIGGS,FLUP,CTY,IDAHO,43.75,-111.083336
DUBAI,FMAZ,PRT,UNITED ARAB EMI,25.25,55.266666
DUBLIN,FMCH,CTY,GEORGIA,32.516666,-82.9
DUBUQUE,FMEN,CTY,IOWA,42.500557,-90.664444
WASHINGTON DULLES,FMJN,IAP,VIRGINIA,38.9475,-77.46
DULUTH,FMKT,NYI,MINNESOTA,46.782223,-92.10667
DULUTH,FMKZ,CTY,MINNESOTA,46.816666,-92.083336
DULUTH INTL,FMLH,JAP,MINNESOTA,46.842224,-92.19361
DULUTH,FMLT,PRT,MINNESOTA,46.766666,-92.1
DULLES,FMNJ,COM,VIRGINIA,38.983334,-77.416664
DURBAN,FNLD,PRT,SOUTH AFRICA,-29.966667,30.966667
DURHAM,FNQD,CTY,NORTH CAROLINA,36,-78.9
DUTCH HARBOR,FNSH,PRT,ALASKA,53.916668,-166.6
DYERSBURG,FNVH,CTY,TENNESSEE,36.033333,-89.35
DYESS AFB,FNWZ,MAP,TEXAS,32.418335,-99.85667
FORD ISLAND NALF,FPAA,APT,HAWAII,21.365,-157.95972
E LANSING,FPZW,CTY,MICHIGAN,42.783333,-84.833336
EAST POINT,FQLT,CTY,GEORGIA,33.666668,-84.45
E ST LOUIS,FQNZ,CTY,ILLINOIS,38.6,-90.15
E WINDSOR,FQQZ,CTY,CONNECTICUT,41.85,-72.6
EARLE NWS,FQZF,PRT,NEW JERSEY,40.016666,-74.6
EARLE NWS,FQZJ,AMO,NEW JERSEY,40.016666,-74.6
EATON,FRLV,CTY,OHIO,39.75,-84.63333
EAU CLAIRE,FRPD,CTY,WISCONSIN,44.8,-91.5
EBENSBURG,FRRD,CTY,PENNSYLVANIA,40.433334,-78.75
EDGEFIELD,FRYQ,CTY,SOUTH CAROLINA,33.783333,-81.933334
EDGEMONT,FSAD,CTY,PENNSYLVANIA,40.25,-76.95
EDGEWOOD ARSENAL,FSCD,AIN,MARYLAND,39.383335,-76.28333
EDINGER FIELD,FSJA,AFD,WISCONSIN,44.004723,-88.870834
EDWARDS AFB,FSPM,MAP,CALIFORNIA,34.918056,-117.879166
DUKE FLD,FTEP,MAP,FLORIDA,30.648611,-86.52194
EGLIN AFB,FTET,STG,FLORIDA,30.466667,-86.48333
HURLBURT FLD,FTEV,MAP,FLORIDA,30.427778,-86.68916
EGLIN AFB,FTFA,MAP,FLORIDA,30.483334,-86.525276
EIELSON AFB,FTQW,IAP,ALASKA,64.66556,-147.1014
EL AOUINA,FTXW,CTY,TUNISIA,36.85,10.233334
EL BORMA,FTZH,APT,TUNISIA,31.703888,9.254167
EL KALA,FUPD,PRT,ALGERIA,36.9,8.433333
THYNA,FUQN,IAP,TUNISIA,34.71639,10.691667
EL PASO,FUTD,CTY,TEXAS,31.766666,-106.46667
EL PASO INTL,FUTL,CAP,TEXAS,31.807222,-106.37639
EL TORO MCAS,FUZD,MAP,CALIFORNIA,33.673332,-117.73
ELIZABETHPORT,FVMT,PRT,NEW JERSEY,40.65,-74.183334
ELKO,FWEV,CTY,NEVADA,40.816666,-115.78333
ELLICOTT CITY,FWHZ,CTY,MARYLAND,39.216667,-76.8
ELLINGTON,FWJH,JAP,TEXAS,29.607222,-95.15889
ELLSWORTH AFB,FXBM,MAP,SOUTH DAKOTA,44.145,-103.103615
ELMENDORF,FXQZ,CTY,ALASKA,61.233334,-149.9
JB ELMENDORF-RICH,FXSB,MAP,ALASKA,61.25139,-149.8064
ELMENDORF,FXSK,POL,ALASKA,61.25,-149.8
ENCINO,GAFH,CTY,CALIFORNIA,34.166668,-118.46667
ALEXANDRIA INTL,GAMH,MAP,LOUISIANA,31.3275,-92.548615
KINGSTON G1,GATE,RTC,NEW YORK,41.94278,-74.00611
EPHRATA,GCCW,AIN,WASHINGTON,47.316666,-119.55
ERIE,GCRR,PRT,PENNSYLVANIA,42.133335,-80.03333
ESLER RGNL,GEQZ,CAP,LOUISIANA,31.395,-92.29583
EUGENE,GFPP,CTY,OREGON,44.05,-123.066666
EUREKA,GFVP,PRT,CALIFORNIA,40.816666,-124.166664
EUTAW,GGAD,CTY,ALABAMA,32.833332,-87.86667
EVANSVILLE,GGFX,CTY,INDIANA,37.974724,-87.55583
EVERETT,GGNF,CTY,WASHINGTON,47.983334,-122.2
EVERETT,GGNJ,PRT,WASHINGTON,48,-122.21667
FRANCIS E WARREN,GHLN,MHP,WYOMING,41.133335,-104.867226
F E WARREN AFB,GHZO,STG,WYOMING,41.2,-104.833336
FAIRBANKS,GJFV,CTY,ALASKA,64.85,-147.71666
FAIRBANKS INTL,GJFZ,CAP,ALASKA,64.815,-147.85638
FAIRCHILD AFB,GJKZ,MAP,WASHINGTON,47.615,-117.65583
FAIRFIELD,GKLX,CTY,CONNECTICUT,41.14111,-73.26417
FAIRFORD,GKVB,MAP,UNITED KINGDOM,51.683334,-1.79
FAIRMONT,GKZK,CTY,WEST VIRGINIA,39.5,-80.2
SCHRIEVER AFB,GLEN,ABS,COLORADO,38.833332,-104.833336
FALLON NAS,GLRZ,MAP,NEVADA,39.417778,-118.69861
FALLS CHURCH,GLTD,CTY,VIRGINIA,38.9,-77.183334
FALLBROOK,GLZN,NYI,CALIFORNIA,33.383335,-117.25
FAR ROCKAWAY,GMGG,CTY,NEW YORK,40.6,-73.75
FARRELL,GNMJ,CTY,PENNSYLVANIA,41.216667,-80.5
FAYETTEVILLE,GNYJ,COM,NORTH CAROLINA,35.05,-79.88333
FELIXSTOWE,GPEN,PRT,UNITED KINGDOM,51.95,1.3166667
FELKER AAF,GPGK,MAP,VIRGINIA,37.1325,-76.60861
GROTON NEW LONDON,GRAQ,JAP,CONNECTICUT,41.33,-72.04528
GROTON,GRBE,HSP,CONNECTICUT,41.398888,-72.08806
FITZSIMONS GENRL,GRRY,HSP,COLORADO,39.733334,-104.833336
FLORENCE,GTVP,CTY,SOUTH CAROLINA,34.2,-79.73333
FLUSHING,GUDX,CTY,NEW YORK,40.716667,-73.833336
FOLSOM,GUHN,CTY,PENNSYLVANIA,39.883335,-75.3
FORBES FLD,GUQE,JAP,KANSAS,38.950832,-95.66361
FORD ISLAND,GUYP,AIN,HAWAII,21.366667,-157.96666
JBPH-H FORD ISLAN,GUYU,NYI,HAWAII,21.366667,-157.96666
FOREST PARK,GVDN,NYI,ILLINOIS,41.866665,-87.8
FOREST PARK,GVEZ,CTY,GEORGIA,33.633335,-84.333336
FOREST PARK,GVGZ,CTY,ILLINOIS,41.866665,-87.8
WAYNESVILLE ST RO,GWAW,MAP,MISSOURI,37.741665,-92.14083
PENSACOLA NAS,GWDD,MAP,FLORIDA,30.353333,-87.318054
FOS,GWZP,PRT,FRANCE,43.4,4.866667
FOUR LAKES,GXTN,COM,WASHINGTON,47.633335,-117.65
FRANKFORT,GYPS,CTY,KENTUCKY,38.216667,-84.833336
FRANKFURT MAIN,GYRZ,IAP,GERMANY,50.033333,8.570556
FREEPORT,HAAZ,CTY,FLORIDA,30.498056,-86.13611
FREEPORT,HABZ,CTY,ILLINOIS,42.3,-89.61667
FREEPORT,HAGC,PRT,TEXAS,29,-95.4
FRESNO YOSEMITE I,HAWR,JAP,CALIFORNIA,36.77639,-119.71861
FRESNO,HAWS,CTY,CALIFORNIA,36.783333,-119.833336
FREEWAY,HAYS,APT,SOUTH AFRICA,-25.474167,28.289722
FRESNO IAP,HAYW,ATM,CALIFORNIA,36.77111,-119.71361
BALTIMORE WASHING,HBFB,CAP,MARYLAND,39.175278,-76.668335
FT BELVOIR,HCHL,AIN,VIRGINIA,38.683334,-77.13333
FT BEN HARRISON,HCKL,RTC,INDIANA,39.85,-85.98333
FT BENNING,HCML,AIN,GEORGIA,32.383335,-84.88333
FT BLISS,HCRL,AIN,TEXAS,31.8,-106.416664
FT BRAGG,HCTG,CTY,CALIFORNIA,39.45,-123.816666
FT BRAGG,HCTL,AIN,NORTH CAROLINA,35.133335,-78.98333
FT BRAGG,HCTM,STG,NORTH CAROLINA,35.133335,-79
FT CAMPBELL,HDBL,AIN,KENTUCKY,36.666668,-87.48333
FT CARSON,HDDL,AIN,COLORADO,38.683334,-104.76667
FT CHAFFEE,HDFL,AIN,ARKANSAS,35.3,-94.28333
FT DEPOSIT,HEDM,CTY,ALABAMA,31.983889,-86.56834
FT DEPOSIT,HEDR,AIN,ALABAMA,31.966667,-86.6
FT DERUSSY,HEFA,AIN,HAWAII,21.283333,-157.85
FT DES MOINES,HEFE,AIN,IOWA,41.583332,-93.583336
FT DETRICK,HEFL,AIN,MARYLAND,39.433334,-77.35
FT DEVENS,HEHL,AIN,MASSACHUSETTS,42.533333,-71.566666
FT DIX,HEKP,AIN,NEW JERSEY,40.016666,-74.86667
FT DIX,HEKQ,COM,NEW JERSEY,40.033333,-74.63333
FT DODGE,HEMP,CTY,IOWA,42.4975,-94.16778
FT DODGE,HEMT,MSL,IOWA,42.516666,-94.166664
FT DOUGLAS,HEPT,AIN,UTAH,40.766666,-111.833336
FT EUSTIS,HERT,AIN,VIRGINIA,37.15,-76.583336
FT GEORGE MEADE,HEZW,AIN,MARYLAND,39.1,-76.71667
FT GORDON,HFDZ,AIN,GEORGIA,33.416668,-82.13333
FT HAMILTON,HFHZ,AIN,NEW YORK,40.583332,-74.03333
FT HAYES,HFMZ,AIN,OHIO,39.983334,-82.98333
FT HOOD,HFTZ,AIN,TEXAS,31.133333,-97.76667
FT HUACHUCA,HFVZ,AIN,ARIZONA,31.55,-110.333336
FT IRWIN,HFXZ,AIN,CALIFORNIA,35.383335,-116.583336
FT WAINWRIGHT AAF,HFZY,MAP,ALASKA,64.833336,-147.58333
FT WAINWRIGHT,HFZZ,AIN,ALASKA,64.833336,-147.58333
FT JACKSON,HGBZ,AIN,SOUTH CAROLINA,34.05,-80.933334
FT KNOX,HGFW,STG,KENTUCKY,37.916668,-85.96667
FT KNOX,HGFZ,AIN,KENTUCKY,37.9,-85.98333
FT LAWTON,HGLC,AIN,WASHINGTON,47.65,-122.4
FT LEAVENWORTH,HGNC,AIN,KANSAS,39.35,-94.916664
FT LEE,HGQC,ASN,VIRGINIA,37.216667,-77.38333
FT LEE,HGQH,AIN,VIRGINIA,37.216667,-77.333336
FT LEONARD WOOD,HGSH,AIN,MISSOURI,37.733334,-92.11667
JBLM LEWIS,HGUH,AIN,WASHINGTON,47.083332,-122.6
FT MCCOY,HHFD,CTY,FLORIDA,29.364721,-81.967224
FT MEADE,HHHC,STG,MARYLAND,39.670834,-76.76
FT MEADE,HHHD,CTY,FLORIDA,27.716667,-81.816666
FT MCCLELLAN,HHJL,AIN,ALABAMA,33.7,-85.76667
FT MEADE,HHKD,CTY,SOUTH DAKOTA,44.416668,-103.46667
FT MCNAIR,HHNL,AIN,DI OF COLUMBIA,38.866665,-77.066666
FT MCPHERSON,HHQL,AIN,GEORGIA,33.7,-84.416664
FT MONMOUTH,HHYL,AIN,NEW JERSEY,40.3,-74.05
FT MYER,HJCQ,AIN,VIRGINIA,38.916668,-77.166664
FT ORD,HJMC,AIN,CALIFORNIA,36.658333,-121.808334
FT PIERCE,HJTH,CTY,FLORIDA,27.466667,-80.333336
FORT PIERCE,HJTL,PRT,FLORIDA,27.466667,-80.333336
FT STEWART,HJUT,CTY,GEORGIA,31.833334,-81.666664
FT POLK,HJVH,AIN,LOUISIANA,31.033333,-93.183334
FT POLK,HJVJ,STG,LOUISIANA,31.066668,-93.2
FT RICHARDSON,HJZH,AIN,ALASKA,61.25,-149.75
FT RICHARDSON,HJZJ,ADM,ALASKA,61.25,-149.78334
FT RILEY,HKBN,AIN,KANSAS,39.166668,-96.816666
FT ROSECRANS,HKEN,AIN,CALIFORNIA,32.683334,-117.23333
FT RUCKER,HKFN,AIN,ALABAMA,31.316668,-85.73333
FT RUGER,HKGN,AIN,HAWAII,21.266666,-157.81667
FT SAM HOUSTON,HKHN,AIN,TEXAS,29.45,-98.45
FT SHAFTER,HKJN,AIN,HAWAII,21.3,-157.88333
FT SHERIDAN,HKLN,AIN,ILLINOIS,42.216667,-87.8
FT SILL,HKNN,AIN,OKLAHOMA,34.65,-98.4
FT SMITH,HKRV,CTY,ARKANSAS,35.366665,-94.45
FORT SMITH RGNL,HKRZ,JAP,ARKANSAS,35.336666,-94.3675
FT SNELLING,HKSZ,AIN,MINNESOTA,44.9,-93.2
FT STEWART,HKUZ,AIN,GEORGIA,31.85,-81.6
FT STORY,HKVZ,AIN,VIRGINIA,36.933334,-76.03333
FT THOMAS,HKXZ,AIN,KENTUCKY,39.066666,-84.4
FT TILDEN,HKYZ,DEP,NEW YORK,40.55,-73.916664
FLUSHING,HKZY,RTC,NEW YORK,40.78389,-73.7675
FT TOTTEN,HKZZ,AIN,NEW YORK,40.783333,-73.76667
FT VALLEY,HLCC,STG,GEORGIA,32.566666,-83.88333
FT WADSWORTH,HLEC,AIN,NEW YORK,40.583332,-74.05
FT WAINWRIGHT,HLED,COM,ALASKA,64.833336,-147.58333
FT WAYNE,HLLL,CTY,INDIANA,41.130554,-85.12889
FT WORTH,HMAZ,CTY,TEXAS,32.75,-97.3
FT WORTH,HMBA,NAV,TEXAS,32.75,-97.333336
FT WORTH,HMBP,STG,TEXAS,32.788887,-97.36389
FUJAIRAH,HMGB,PRT,UNITED ARAB EMI,25.083334,56.3
FULTON,HMZW,CTY,MISSOURI,38.833332,-91.95
ANTLERS,HNRN,RTC,OKLAHOMA,34.234165,-95.61916
MATMATA,HNTK,APT,TUNISIA,33.733334,9.919167
GABES,HNTM,CTY,TUNISIA,33.9,10.116667
GABES,HNTS,PRT,TUNISIA,33.85,10.116667
GAFSA,HPBF,APT,TUNISIA,34.426388,8.828055
GAINESVILLE,HPKT,CTY,FLORIDA,29.666666,-82.333336
GAINESVILLE,HPMW,CTY,GEORGIA,34.3,-84.583336
GALVESTON,HQLH,CTY,TEXAS,29.3,-94.8
GALVESTON,HQLL,PRT,TEXAS,29.283333,-94.8
GARDEN CITY,HREQ,CTY,KANSAS,37.97167,-100.87222
GARDEN CITY,HRLU,CTY,NEW YORK,40.7,-73.71667
GARDEN CITY,HRNV,ANX,NEW YORK,40.7,-73.71667
GARLAND,HSKD,AGS,TEXAS,32.916668,-96.61667
GARY,HSUG,CTY,INDIANA,41.593334,-87.34639
GASTONIA,HSWP,CTY,NORTH CAROLINA,35.233334,-81.2
GATE CITY,HSYA,CTY,VIRGINIA,36.6,-82.583336
GEN B MITCHELL,HTUV,AGS,WISCONSIN,42.95028,-87.897224
GENERAL MITCHELL,HTUX,JAP,WISCONSIN,42.946945,-87.89694
GENOVA,HUPR,PRT,ITALY,44.416668,8.833333
SOUTHERN CALIFORN,HUUA,MAP,CALIFORNIA,34.5975,-117.38306
GEORGETOWN,HVWA,CTY,DELAWARE,38.69,-75.38583
GEORGETOWN,HVZP,CTY,SOUTH CAROLINA,33.383335,-79.3
GILA BEND AF AUX,HXCZ,MAP,ARIZONA,32.8875,-112.72
GLASGOW,HYRF,CTY,KENTUCKY,37,-85.916664
JACKSONVILLE,JAAK,HSP,FLORIDA,30.208334,-81.700554
GLENS FALLS,JADW,CTY,NEW YORK,43.3,-73.666664
CHICAGO CGAS,JAFZ,MAP,ILLINOIS,42.090557,-87.82
WAYNE EXECUTIVE J,JBUU,APT,NORTH CAROLINA,35.460556,-77.965
GOODFELLOW AFB,JCGU,AFD,TEXAS,31.431667,-100.40389
DJERBA,JEAH,IAP,TUNISIA,33.875557,10.777223
GOWEN FIELD,JEGW,AIN,IDAHO,43.566666,-116.23333
GRAND FORKS AFB,JFSD,MAP,NORTH DAKOTA,47.961113,-97.40111
GRAND JUNCTION,JGGZ,CTY,COLORADO,39.06389,-108.55
GRAND RAPIDS,JGMH,CTY,MICHIGAN,43,-85.7
FAYETTEVILLE RGNL,JHPM,CAP,NORTH CAROLINA,34.99111,-78.88028
GRANTS MILAN MUNI,JHVQ,CAP,NEW MEXICO,35.16722,-107.90195
GRAVESEND,JJRP,PRT,UNITED KINGDOM,51.45,0.38333333
GREAT FALLS,JKSB,CTY,MONTANA,47.516666,-111.3
GREAT FALLS INTL,JKSE,IAP,MONTANA,47.482777,-111.37055
GREAT LAKES,JKWE,CTY,ILLINOIS,42.3,-87.833336
GREAT LAKES NAVY,JKWF,HSP,ILLINOIS,42.3,-87.833336
GREAT LAKES,JKWG,NYI,ILLINOIS,42.3,-87.833336
GREAT LAKES TNG,JKWP,NYI,ILLINOIS,42.3,-87.833336
GENERAL DOWNING P,JLQN,JAP,ILLINOIS,40.664165,-89.69334
PITTSBURGH MONROE,JLSN,AFD,PENNSYLVANIA,40.452778,-79.775
PITTSBURGH INTL,JLSS,JAP,PENNSYLVANIA,40.49139,-80.23278
NEW CASTLE,JLWS,JAP,DELAWARE,39.67861,-75.60667
GREEN BAY,JMCZ,PRT,WISCONSIN,44.516666,-88.01667
GREENSBORO,JNHL,CTY,ALABAMA,32.683334,-87.566666
GREENSBORO,JNHQ,CTY,NORTH CAROLINA,36.05,-79.833336
GREENSBURG,JNPY,CTY,PENNSYLVANIA,40.283333,-79.566666
GREENVILLE,JPJE,CTY,NORTH CAROLINA,35.6,-77.38333
GREENVILLE,JPNJ,CTY,SOUTH CAROLINA,34.866665,-82.416664
GREENVILLE DOWNTO,JPNN,CAP,SOUTH CAROLINA,34.848057,-82.35
GREENVILLE SPARTA,JPPK,CAP,SOUTH CAROLINA,34.895557,-82.21889
GREENWOOD,JPXG,CTY,SOUTH CAROLINA,34.183334,-82.166664
GREER,JQCS,CTY,SOUTH CAROLINA,34.95,-82.21667
MANCHESTER,JQMA,CAP,NEW HAMPSHIRE,42.932777,-71.43584
GRIFFISS INTL,JREZ,APT,NEW YORK,43.23389,-75.406944
GROTON,JRZT,CTY,CONNECTICUT,41.35,-72.07889
GROTON,JRZU,STG,CONNECTICUT,41.328335,-72.04667
GUAM PORT,JSSN,RRL,GUAM,13.580556,144.92778
GULFPORT,JTUW,CTY,MISSISSIPPI,30.35,-89.13333
GULFPORT,JTUX,NYI,MISSISSIPPI,30.367777,-89.09333
GULFPORT BILOXI I,JTVE,JAP,MISSISSIPPI,30.407223,-89.07
GULFPORT      CBC,JTVG,STG,MISSISSIPPI,30.35,-89.083336
GULFPORT,JTVH,PRT,MISSISSIPPI,30.35,-89.083336
MAXWELL GUNTER AF,JUBJ,AFS,ALABAMA,33.97361,-86.086945
HADLOCK,JVZQ,CTY,WASHINGTON,48.031944,-122.75694
HAIFA,JWJY,PRT,ISRAEL,32.8,35.033333
HAKATA,JWTD,PRT,JAPAN,33.6,130.4
HALIFAX,JXKM,PRT,CANADA,44.65,-63.583332
HALL,JXPJ,AGS,ALABAMA,34.208332,-87.629166
HAMBURG,JYPN,PRT,GERMANY,53.533333,9.95
HAMILTON,JYVJ,CTY,ALABAMA,34.133335,-87.98333
HAMILTON,JZQS,CTY,OHIO,39.416668,-84.6
MCCHORD,JZSU,TNG,WASHINGTON,47.05,-119.666664
HAMMOND,KAFF,COM,LOUISIANA,30.516666,-90.416664
SYRACUSE HANCOCK,KBHT,JAP,NEW YORK,43.11111,-76.10639
HARLINGEN,KDFD,CTY,TEXAS,26.2,-97.71667
KENNEDY INTRANATI,KEAQ,APT,GEORGIA,33.52639,-83.638054
HARRINGTON,KEFP,CTY,DELAWARE,38.92361,-75.57806
HARRISBURG,KEMJ,CTY,PENNSYLVANIA,40.266666,-76.833336
HARRISON,KERD,AIN,ARKANSAS,36.266666,-93.15
HARTFORD,KFDS,CTY,CONNECTICUT,41.76361,-72.685555
HARTFORD,KFKV,CTY,WISCONSIN,43.316666,-88.36667
HATTIESBURG,KGLC,CTY,MISSISSIPPI,31.333334,-89.316666
HAWAII,KHFQ,MSL,HAWAII,21,-157
HAWTHORNE INDUSTR,KHSH,APT,NEVADA,38.545,-118.6325
HAWTHORNE AAP,KHST,AMO,NEVADA,38.55,-118.63333
HAYS,KJER,CTY,KANSAS,38.879166,-99.326385
HAYWARD,KJGR,CTY,CALIFORNIA,37.666668,-122.083336
HAYWARD EXECUTIVE,KJGW,JAP,CALIFORNIA,37.65889,-122.121666
HECTOR INTL,KKGA,IAP,NORTH DAKOTA,46.920555,-96.815834
HEMPSTEAD,KLKD,CTY,NEW YORK,40.7,-73.61667
HENDERSON,KLSD,CTY,NEVADA,36.016666,-115
HENDERSON,KLUK,CTY,TENNESSEE,35.433334,-88.65
HENRY POST AAF,KLZU,MAP,OKLAHOMA,34.649723,-98.40222
HIALEAH,KNJD,CTY,FLORIDA,25.816668,-80.28333
JBPH-H HICKAM FLD,KNMD,MAP,HAWAII,21.31611,-157.92667
DMA DPO HICKAM,KNMK,DEP,HAWAII,21.3375,-157.95416
HILL AFB,KRSM,MAP,UTAH,41.12389,-111.97305
HILL AFB,KRSQ,STG,UTAH,41.106388,-111.980835
HILLSBORO,KSRM,CTY,NORTH DAKOTA,47.416668,-97.066666
HOBART,KUHK,CTY,INDIANA,41.532223,-87.255
HOLLOMAN AFB,KWRD,MAP,NEW MEXICO,32.852222,-106.10917
ST PAUL DOWNTOWN,KXPD,JAP,MINNESOTA,44.934723,-93.06028
HOMESTEAD AFB,KYJL,MAP,FLORIDA,25.488056,-80.38389
HONG KONG ABERDEE,KZPH,PRT,HONG KONG,22.233334,114.13333
HONOLULU,KZTR,CTY,HAWAII,21.316668,-157.95
HONOLULU INTL,KZTV,JAP,HAWAII,21.31611,-157.92667
HONOLULU,KZTZ,PRT,HAWAII,21.333334,-157.95
HOOD AAF,KZVP,MAP,TEXAS,31.13861,-97.71445
HOUSTON,LCMM,CTY,TEXAS,29.75,-95.36667
HOUSTON,LCMT,PRT,TEXAS,29.75,-95.416664
TERRE HAUTE INTL,LDXF,JAP,INDIANA,39.45139,-87.3075
HUMBOLDT,LDXZ,CTY,TENNESSEE,35.8,-88.88333
LEMOORE,LEAS,HSP,CALIFORNIA,36.2625,-119.89
HUNTER,LEKF,WAE,GEORGIA,32.009724,-81.14611
HUNTER AAF,LEXG,MAP,GEORGIA,32.01,-81.14611
FT HUNTER LIGGETT,LEXN,AIN,CALIFORNIA,36,-121.23333
HUNTINGTON,LFMS,CTY,WEST VIRGINIA,38.416668,-82.416664
HUNTSVILLE,LFSF,CTY,ALABAMA,34.7,-86.583336
HUNTSVILLE INTL C,LFSU,CAP,ALABAMA,34.637222,-86.775
HURLEY,LFWC,CTY,WISCONSIN,46.45,-90.2
HURON,LGAA,AIN,SOUTH DAKOTA,44.351665,-98.7175
HUTCHINSON,LGJZ,CTY,KANSAS,38.060833,-97.92944
HYANNIS,LGSL,CTY,MASSACHUSETTS,41.65,-70.26667
JOHN F KENNEDY IN,LHNZ,CAP,NEW YORK,40.63972,-73.77889
INDEPENDENCE,LKCM,CTY,KANSAS,37.224167,-95.70805
INDEPENDENCE,LKEV,CTY,MISSOURI,39.066666,-94.45
FT INDIANTOWN GAP,LKLW,AGS,PENNSYLVANIA,40.433334,-76.583336
INDIAN ISLAND,LKPE,PRT,WASHINGTON,48.075,-122.75
INDIAN ISLAND ORD,LKPF,AMO,WASHINGTON,48.083332,-122.7
CREECH AFB,LKTC,MAP,NEVADA,36.587223,-115.67333
INDIANAPOLIS INTL,LLFN,JAP,INDIANA,39.717224,-86.29472
INDIANAPOLIS,LLFQ,CTY,INDIANA,39.768333,-86.15806
FT INDIANTOWN GAP,LLLB,AIN,PENNSYLVANIA,40.366665,-76.63333
INGLESIDE,LLTY,PRT,TEXAS,27.85,-97.23333
INGLESIDE,LLXC,CTY,TEXAS,27.869167,-97.20194
INKSTER,LMDV,CTY,MICHIGAN,42.31889,-83.2675
IOWA AR AMMO PLT,LNLM,AIN,IOWA,42.533333,-93.26667
LONG BEACH,LPAS,HSP,CALIFORNIA,33.83,-118.086945
IRVINE,LPNH,ADM,CALIFORNIA,33.67,-117.82333
IZMIR,LRNC,PRT,TURKEY,38.42389,27.129723
JACKSON,LRUD,CTY,GEORGIA,33.3,-83.96667
JACKSON EVERS INT,LRXQ,IAP,MISSISSIPPI,32.31111,-90.075836
JACKSON,LRXY,CTY,MISSISSIPPI,32.333332,-90.183334
JACKSON,LSAU,CTY,TENNESSEE,35.616665,-88.833336
JACKSON BARRACKS,LSBC,AGS,LOUISIANA,29.95,-90
JACKSONVILLE,LSEK,COM,FLORIDA,30.333334,-81.666664
JACKSONVILLE,LSFY,CTY,FLORIDA,30.35,-81.666664
JACKSONVILLE INTL,LSGA,JAP,FLORIDA,30.494167,-81.687775
JACKSONVILLE,LSGB,STG,FLORIDA,30.233334,-81.683334
