Name,GeolocCode,LocationType,CountryState,Latitude,Longitude
JACKSONVILLE NAS,LSGE,MAP,FLORIDA,30.233889,-81.675
JACKSONVILLE,LSGG,ADM,FLORIDA,30.5,-81.683334
JACKSONVILLE,LSGM,PRT,FLORIDA,30.333334,-81.666664
JACKSONVILLE JCT,LSLG,CTY,FLORIDA,30.35,-81.23333
JASPER,LTRC,CTY,ALABAMA,33.783333,-87.25
JEFFERSON,LTUJ,CTY,IOWA,42.015278,-94.37722
JEFFERSON BRK,LTUY,AGS,MISSOURI,38.666668,-90.25
JEFFERSON BARRACK,LTVJ,AIN,MISSOURI,38.508057,-90.281944
JEFFERSON,LTVK,CTY,NORTH CAROLINA,36.43111,-81.47305
JEFFERSON CITY,LTWH,CTY,MISSOURI,38.55,-92.166664
JACK BROOKS RGNL,LTYB,CAP,TEXAS,29.950834,-94.020836
JEFFERSONVILLE,LUCN,CTY,INDIANA,38.2775,-85.73722
JERSEY CITY,LUNH,CTY,NEW JERSEY,40.733334,-74.066666
JEDDAH,LUTP,PRT,SAUDI ARABIA,21.5,39.2
JOE FOSS FLD,LUXC,JAP,SOUTH DAKOTA,43.581944,-96.74194
CHARLESTON EXECUT,LVDB,CAP,SOUTH CAROLINA,32.70111,-80.003334
JOHNSON CITY,LVGY,CTY,TENNESSEE,36.333332,-82.38333
JOHNSTON,LVMC,CTY,IOWA,41.673054,-93.6975
JOHNSTOWN,LVQT,CTY,PENNSYLVANIA,40.333332,-78.916664
JOHN MURTHA JOHNS,LVQX,CAP,PENNSYLVANIA,40.315556,-78.834724
WARMINSTER NAWC,LVSH,MAP,PENNSYLVANIA,40.199165,-75.06611
JOLIET,LVTN,CTY,ILLINOIS,41.783333,-87.75
JONESBORO,LVXY,CTY,ARKANSAS,35.816666,-90.7
JOPLIN,LWAT,CTY,MISSOURI,37.066666,-94.51667
JUBAIL PORT,LWEV,PRT,SAUDI ARABIA,27,49.666668
JUNCTION CITY,LWLZ,CTY,WISCONSIN,44.583332,-89.76667
K I SAWYER AFB,LWRC,MAP,MICHIGAN,46.35361,-87.39555
KADENA AB,LXEZ,MAP,JAPAN,26.355556,127.76778
KAENA POINT,LXHY,MSL,HAWAII,21.575,-158.29167
KANDLA,LYAP,PRT,INDIA,23.016666,70.21667
KANEOHE BAY MCAF,LYAX,MAP,HAWAII,21.450556,-157.76805
KANEOHE,LYBC,CTY,HAWAII,21.45,-157.76666
KANEOHE MCAS,LYBD,AMO,HAWAII,21.483334,-157.76666
YEAGER,LYBH,JAP,WEST VIRGINIA,38.373055,-81.593056
KANSAS CITY,LYLC,CTY,KANSAS,39.114166,-94.62722
KANSAS CITY,LYNH,CTY,MISSOURI,39.033333,-94.71667
KANSAS CITY,LYNK,NAV,MISSOURI,39.279446,-94.59111
KANSAS CITY INTL,LYNM,IAP,MISSOURI,39.2975,-94.71389
KANSAS CTY REC CT,LYNS,AIN,MISSOURI,39.083332,-94.60139
KAOHSIUNG TSOYING,LYRV,NYI,TAIWAN,22.6,120.36667
KAPALAMA,LYRW,AIN,HAWAII,21.35,-157.86667
KARACHI,LYTM,PRT,PAKISTAN,24.783333,66.98333
KEARNY,MAAU,PRT,NEW JERSEY,40.766666,-74.15
KEEDYSVILLE,MADG,CTY,MARYLAND,39.2,-76.75
KEENE,MAFU,CTY,NEW HAMPSHIRE,42.916668,-72.28333
KEESLER AFB,MAHG,MAP,MISSISSIPPI,30.410555,-88.924446
KELIBIA,MBJJ,PRT,TUNISIA,36.833332,11.1
KELLOG,MBLS,CTY,MINNESOTA,44.3,-91.98333
W K KELLOGG,MBMV,JAP,MICHIGAN,42.30639,-85.25
JBSA KELLY AFB,MBPB,MAP,TEXAS,29.384167,-98.58111
KELLY CORNERS,MBPD,CTY,NEW YORK,42.181946,-74.6
KENOSHA,MCYS,PRT,WISCONSIN,42.583332,-87.833336
KENT,MDDS,CTY,WASHINGTON,47.366665,-122.25
KEY FLD,MDVL,JAP,MISSISSIPPI,32.3325,-88.751945
KEY WEST NAVY,MDWT,HSP,FLORIDA,24.569445,-81.734726
KEY WEST NAS,MDWY,MAP,FLORIDA,24.575834,-81.68889
KEY WEST,MDXB,PRT,FLORIDA,24.552778,-81.8
KEYPORT NTS,MDYA,AMO,WASHINGTON,47.8,-122.6
WHIDBEY IS     SB,MDYH,STG,WASHINGTON,48.333332,-122.65
MILLINGTON RGNL,MEAN,APT,TENNESSEE,35.356667,-89.87055
GIMHAE INTL,MEPJ,JAP,"KOREA, REP OF",35.180557,128.93805
KINGS BAY,MFRN,PRT,GEORGIA,30.833334,-81.53333
KINGS MILLS,MFSZ,CTY,OHIO,39.3,-84.23333
KINGS MILL ORD PL,MFTE,AIN,OHIO,39.3,-84.23333
KLAMATH FALLS,MFWM,IAP,OREGON,42.156113,-121.73333
KINGWOOD,MGMD,CTY,WEST VIRGINIA,39.45,-79.71667
KIRTLAND AFB,MHMV,ABS,NEW MEXICO,35.04028,-106.60917
MILLINGTON,MJAT,HSP,TENNESSEE,35.339443,-89.84611
KISSIMMEE GATEWAY,MJDH,CAP,FLORIDA,28.289722,-81.437225
KLAMATH FALLS,MJNV,CTY,OREGON,42.2,-121.78333
KNOXVILLE,MJYV,CTY,TENNESSEE,35.966667,-83.95
KOBE,MKAG,PRT,JAPAN,34.666668,135.2
KOPER,MLDL,PRT,SLOVENIA,45.55,13.733334
KULIS,MLRV,AGS,ALASKA,61.166668,-149.98334
KUNIA,MLVK,CTY,HAWAII,21.466667,-158.06667
KUNSAN,MLWY,PRT,"KOREA, REP OF",35.983334,126.71667
KWANGYANG,MMGH,PRT,"KOREA, REP OF",34.894444,127.64667
LA CROSSE,MMQR,CTY,WISCONSIN,43.816666,-91.25
LA GRANDE,MMUL,CTY,OREGON,45.333332,-118.11667
LA PORTE,MNWA,AGS,TEXAS,29.633333,-95.05
LA TUNA,MPBP,CTY,TEXAS,31.980833,-106.59
MONTGOMERY,MPCP,AGS,ALABAMA,32.354168,-86.34805
JBSA LACKLAND AFB,MPLS,ADM,TEXAS,29.4,-98.6
LAFAYETTE,MQEJ,CTY,INDIANA,40.416668,-86.875
LAFAYETTE,MQFA,CTY,LOUISIANA,30.183332,-92
LAJES,MQNA,IAP,PORTUGAL,38.761944,-27.090834
LAKE CHARLES,MQST,CTY,LOUISIANA,30.133333,-93.2
LAKE CITY,MQUK,CTY,FLORIDA,30.2,-82.61667
LAKE CTY AMMO PLT,MQUZ,AIN,MISSOURI,39.1,-94.21667
LAKE MEAD BASE,MRKT,AIN,NEVADA,36.25,-115.03333
LAKEHURST,MSBK,CTY,NEW JERSEY,40.016666,-74.316666
LAKELAND,MSDK,CTY,FLORIDA,28.033333,-81.95
LAKENHEATH,MSET,MAP,UNITED KINGDOM,52.409443,0.5611111
LAMBERT ST LOUIS,MSQB,JAP,MISSOURI,38.74861,-90.37
LANCASTER,MTET,CAP,PENNSYLVANIA,40.1225,-76.29444
LANCASTER,MTEU,CTY,PENNSYLVANIA,40.033333,-76.316666
JB LANGLEY-EUSTIS,MUHJ,MAP,VIRGINIA,37.08278,-76.36056
LANSING,MUUU,CTY,MICHIGAN,42.75,-84.583336
LARAMIE,MVHZ,CTY,WYOMING,41.333332,-105.63333
LAREDO,MVKR,CTY,TEXAS,27.516666,-99.5
LAS VEGAS,MWRJ,CTY,NEVADA,36.166668,-115.166664
LATHAM,MWWC,CTY,NEW YORK,42.733334,-73.8
LATHROP,MWXP,CTY,CALIFORNIA,37.816666,-121.26667
LAUGHLIN AFB,MXDP,MAP,TEXAS,29.359444,-100.77805
LAURENCE G HANSCO,MXRD,CAP,MASSACHUSETTS,42.47,-71.28889
LAWRENCE,MYKJ,CTY,KANSAS,38.97167,-95.235
LAWRENCE,MYMU,CTY,MASSACHUSETTS,42.716667,-71.11667
LAWRENCE MUNI,MYMW,CAP,MASSACHUSETTS,42.717224,-71.12334
LAWRENCEVILLE,MYTZ,CTY,NEW JERSEY,40.283333,-74.73333
LAWTON,MYWX,CTY,KANSAS,37.221943,-94.63583
LAWSON AAF,MYXZ,MAP,GEORGIA,32.331665,-84.98722
LE HAVRE,MZJK,PRT,FRANCE,49.466667,0.11666667
LEAVENWORTH,MZXD,CTY,KANSAS,39.31111,-94.922226
LIVORNO,NBDY,PRT,ITALY,43.566666,10.3
LEHIGH VALLEY,NBHN,RTC,PENNSYLVANIA,41.166668,-75.833336
LEHIGH VALLEY,NBHO,NYI,PENNSYLVANIA,40.666668,-75.46667
LEHI,NBJC,CTY,UTAH,40.383335,-111.88333
LEMOORE NAS,NCBW,MAP,CALIFORNIA,36.333057,-119.952225
LETTERKENNY DEPOT,NDAM,AIN,PENNSYLVANIA,39.983334,-77.65
LETTERKENNY DEPOT,NDAN,AMO,PENNSYLVANIA,39.983334,-77.65
LEWES,NDNK,NYI,DELAWARE,38.76389,-75.13639
NEW ORLEANS,NEAC,CLN,LOUISIANA,29.831667,-90.01833
LEWISTOWN,NEFW,CTY,PENNSYLVANIA,40.95,-76.88333
LEXINGTON BLGR AD,NEKS,AIN,KENTUCKY,38.083332,-84.5
LEXINGTON,NELF,CTY,KENTUCKY,38.1,-84.5
LEXINGTON,NENL,CTY,MASSACHUSETTS,42.466667,-71.23333
LEXINGTON,NEQR,CTY,MISSOURI,39.183334,-93.86667
SIERRA VISTA MUNI,NEWR,JAP,ARIZONA,31.588612,-110.344444
WRIGHT AAF MIDCOA,NEYU,MAP,GEORGIA,31.888334,-81.56167
LINCOLN,NGCB,JAP,NEBRASKA,40.850834,-96.75916
LINCOLN,NGCS,CTY,NEBRASKA,40.816666,-96.683334
SAN DIEGO INTL,NGWV,JAP,CALIFORNIA,32.733334,-117.18972
LITTLE CREEK AMPH,NJNF,PRT,VIRGINIA,36.916668,-76.166664
LITTLE CREEK,NJNK,NYI,VIRGINIA,36.916668,-76.175
LITTLE ROCK AFB,NKAK,MAP,ARKANSAS,34.918335,-92.14306
LITTLE ROCK,NKBV,CTY,ARKANSAS,34.683334,-92.25
LIVERPOOL,NLFL,PRT,UNITED KINGDOM,53.416668,-3
RICKENBACKER INTL,NLZG,MAP,OHIO,39.81389,-82.92778
RICKENBACKER  ANG,NLZL,ANX,OHIO,39.814167,-82.93222
GENERAL EDWARD LA,NNGX,IAP,MASSACHUSETTS,42.363056,-71.006386
LOGAN,NNLX,CTY,UTAH,41.783333,-111.85
LOME,NNWH,PRT,TOGO,6.1666665,1.25
LONE STAR AMMO PL,NPMM,AIN,TEXAS,33.418056,-94.41805
LONG BEACH,NPTG,CTY,CALIFORNIA,33.766666,-118.2
LONG BEACH,NPTM,CAP,CALIFORNIA,33.81778,-118.151665
LONG BEACH CGAS,NPTN,ANX,CALIFORNIA,33.935276,-118.401665
LONG BEACH NSC,NPTR,PRT,CALIFORNIA,33.75,-118.2
LONG BEACH,NPTU,PRT,CALIFORNIA,33.766666,-118.183334
LONG BEACH    NSY,NPTW,NYI,CALIFORNIA,33.766666,-118.183334
LONG ISLAND,NPVL,BAY,NEW YORK,41.166668,-73
LORING INTL,NRCH,CAP,MAINE,46.950554,-67.88583
LOS ALAMITOS AAF,NRTX,MAP,CALIFORNIA,33.79,-118.05139
LOS ANGELES Z12,NRZE,CTY,CALIFORNIA,34.22111,-118.47639
LOS ANGELES,NSAB,CTY,CALIFORNIA,34.05,-118.28333
LOS ANGELES INTL,NSAG,JAP,CALIFORNIA,33.9425,-118.40806
LOS ANGELES,NSAN,PRT,CALIFORNIA,33.716667,-118.26667
LOUISVILLE,NSQG,APT,KENTUCKY,38.183334,-84.73333
LOUISVILLE,NSQM,CTY,KENTUCKY,38.266666,-85.78333
LOUISVILLE,NSQN,NYI,KENTUCKY,38.266666,-85.78333
LOVELL FLD,NTEA,CAP,TENNESSEE,35.03528,-85.20361
LOWRY,NTNB,TNG,COLORADO,39.716667,-104.9
LUALUALEI NAVMAG,NTUC,AMO,HAWAII,21.416666,-158.16667
LUALUALEI NMD,NTUF,NYI,HAWAII,21.416666,-158.16667
LUALUALEI WEST LO,NTUH,PRT,HAWAII,21.366667,-157.96666
LUBBOCK,NTWF,CTY,TEXAS,33.583332,-101.85
LUBBOCK PRESTON S,NTWM,CAP,TEXAS,33.663612,-101.82056
LUKE AFB,NUEX,MAP,ARIZONA,33.535,-112.38306
LYNCHBURG,NVED,CTY,VIRGINIA,37.416668,-79.166664
LYON,NVUS,CTY,MISSISSIPPI,34.216667,-90.53472
MACDILL AFB,NVZR,MAP,FLORIDA,27.849445,-82.52111
MADANIYIN,NWXN,AFD,TUNISIA,33.35,10.443611
MADIGAN GENERAL,NXBY,HSP,WASHINGTON,47.233334,-122.433334
MADILL,NXCC,CTY,OKLAHOMA,34.09722,-96.780556
MADISON,NXHE,CTY,WISCONSIN,43.083332,-89.36667
MAJORS,NYJY,CAP,TEXAS,33.06778,-96.06528
JBPH-H MAKALAPA,NYNF,NBA,HAWAII,21.333334,-157.95
MALMSTROM AFB HEL,NZAS,MHP,MONTANA,47.504723,-111.187225
FWD BASE,OPA1,OPA,TUNISIA,34.283333,9.6
FWD BASE 2ND,OPA2,OPA,TUNISIA,34.083332,9.433333
PATUXENT RIVER,PABH,HSP,MARYLAND,38.275276,-76.44778
MANCHESTER,PADV,CTY,NEW HAMPSHIRE,42.966667,-71.46667
MANDAN,PAJP,CTY,NORTH DAKOTA,46.816666,-100.9
MANHATTAN,PASP,CTY,KANSAS,39.183334,-96.57139
MANILA,PAXM,PRT,PHILIPPINES,14.583333,120.96667
MANITOWOC,PBDH,CTY,WISCONSIN,44.083332,-87.65
MANSFIELD,PBXH,CTY,OHIO,40.783333,-82.53333
MANSFIELD LAHM RG,PBXP,JAP,OHIO,40.82139,-82.51667
MANZANILLO,PCFC,PRT,MEXICO,19.033333,-104.316666
MANZANILLO,PCFG,PRT,PANAMA,9.363334,-79.88361
MARCH ARB,PCZP,MAP,CALIFORNIA,33.880833,-117.259445
MARCH,PCZT,RTC,CALIFORNIA,33.9,-117.25
MARE ISLAND,PDZE,NYI,CALIFORNIA,38.1,-122.26667
MARE ISLAND   NSY,PDZF,STG,CALIFORNIA,38.083332,-122.23333
PEARL HARBOR,PEBG,CLN,HAWAII,21.352222,-157.93666
PENDLETON,PEBH,CTY,CALIFORNIA,33.316944,-117.38361
MARIETTA,PEQA,COM,GEORGIA,33.916668,-84.51667
MARIETTA,PEQE,CTY,GEORGIA,33.95,-84.566666
MARIETTA      NAS,PEQF,STG,GEORGIA,33.9,-84.51667
MARION,PFKS,CTY,ILLINOIS,37.733334,-88.933334
MARION,PFTE,CTY,OHIO,40.616665,-83.11667
PHILADELPHIA,PHAG,FHG,PENNSYLVANIA,39.9,-75.23333
MARSHALL AAF,PHMS,MAP,KANSAS,39.052776,-96.76444
MARTIN,PJFS,AGS,ALABAMA,33.98611,-86.06389
MARTIN STATE,PJMS,JAP,MARYLAND,39.325554,-76.41389
MARTINSBURG,PJVS,CTY,WEST VIRGINIA,39.45,-77.96667
EASTERN WV RGNL S,PJVY,JAP,WEST VIRGINIA,39.401943,-77.984726
MARYVILLE,PKRY,CTY,MISSOURI,40.35,-94.86667
MASAN,PKVP,PRT,"KOREA, REP OF",35.183334,128.56667
SACRAMENTO MATHER,PLXL,MAP,CALIFORNIA,38.55528,-121.297226
MATTYDALE,PNCZ,CTY,NEW YORK,43.1,-76.15
MAXWELL AFB,PNQS,MAP,ALABAMA,32.383057,-86.36584
PORT HUENEME,PPBC,CLN,CALIFORNIA,34.167778,-119.195274
MAYPORT NS,PPSB,MAP,FLORIDA,30.391388,-81.424446
MAYPORT,PPSC,NYI,FLORIDA,30.4,-81.433334
MAYPORT NAVAL ST,PPSH,PRT,FLORIDA,30.4,-81.433334
MCALESTER     AAP,PQEK,AMO,OKLAHOMA,34.933334,-95.75
MCALESTER,PQEL,CTY,OKLAHOMA,34.933334,-95.75
MCALESTER AAP,PQEM,NYI,OKLAHOMA,34.933334,-95.75
MC CARRAN INTL,PQSY,CAP,NEVADA,36.08,-115.15222
JBLM MCCHORD FLD,PQWY,MAP,WASHINGTON,47.13778,-122.47639
ORLANDO,PRAY,HSP,FLORIDA,28.579166,-81.3225
MC CLELLAN AFLD,PRJY,APT,CALIFORNIA,38.667778,-121.40056
COBB CO MC COLLUM,PRNG,APT,GEORGIA,34.013054,-84.59695
MC CONNELL AFB,PRQE,MAP,KANSAS,37.623055,-97.2675
MCCONNELL     ANG,PRQG,ANX,KANSAS,37.623055,-97.26722
MCCONNELSVILLE,PRXK,CTY,OHIO,39.635834,-81.85
MC CLELLAN AFB,PRYV,STG,CALIFORNIA,38.65,-121.38333
ORLANDO INTL,PSAX,CAP,FLORIDA,28.429445,-81.30889
SPARTA FORT MC CO,PSBE,JAP,WISCONSIN,43.958332,-90.73778
MC ENTIRE JNGB,PSTE,MAP,SOUTH CAROLINA,33.920834,-80.80111
MC GHEE TYSON,PSXE,JAP,TENNESSEE,35.81111,-83.99416
MC GUIRE FLD,PTFL,MAP,NEW JERSEY,40.015556,-74.59167
MCGUIRE AFB,PTFM,ADM,NEW JERSEY,40.015556,-74.59055
MCGUIRE,PTFY,NAV,NEW JERSEY,40.016666,-74.6
OUED SIAH,PUBW,APT,TUNISIA,32.68833,9.879444
MCKEESPORT,PUCT,NYI,PENNSYLVANIA,40.343887,-79.83222
MECHANICSBURG,PVKT,NYI,PENNSYLVANIA,40.216667,-77.01667
MECHANICSBURG,PVSB,STG,PENNSYLVANIA,40.22278,-76.985275
MECHANICSBURG,PVSD,STG,PENNSYLVANIA,40.216667,-77.01667
MECHANICSBURG ICP,PVSE,STG,PENNSYLVANIA,40.216667,-77.01667
MEDINA,PWEL,TNG,TEXAS,29.80889,-99.24333
MELBOURNE,PWYL,CTY,FLORIDA,28.083334,-80.6
HOT SPGS MEMORIAL,PYGY,APT,ARKANSAS,34.5,-93.03333
MEMPHIS DEPOT,PYJT,AIN,TENNESSEE,35.116665,-90.066666
MEMPHIS       ANG,PYJX,ANX,TENNESSEE,35.05,-89.96667
MEMPHIS,PYKB,RTC,TENNESSEE,35.133335,-90.05
MEMPHIS,PYKC,STG,TENNESSEE,35.083332,-90
MEMPHIS,PYKE,CTY,TENNESSEE,35.116665,-90.083336
MEMPHIS,PYKG,NYI,TENNESSEE,35.131668,-89.976944
MEMPHIS INTL,PYKL,JAP,TENNESSEE,35.0425,-89.97667
MEMPHIS,PYKS,NYI,TENNESSEE,35.35,-89.86667
LITTLE RIVER,PYVR,APT,CALIFORNIA,39.261944,-123.75389
MERIDIAN,QALE,CTY,MISSISSIPPI,32.35,-88.7
MERIDIAN NAS,QALG,MAP,MISSISSIPPI,32.55361,-88.555275
MESQUITE,QBLU,CTY,TEXAS,32.75,-96.666664
COLUMBIA,QCDH,RTC,MISSOURI,38.983055,-92.360275
MIAMI,QCEY,CTY,FLORIDA,25.75,-80.25
MIAMI,QCFA,NYI,FLORIDA,25.65,-80.183334
MIAMI INTL,QCFE,IAP,FLORIDA,25.795279,-80.29
MIAMI,QCFF,PRT,FLORIDA,25.783333,-80.183334
MICHAEL AAF,QCQQ,MAP,UTAH,40.199444,-112.9375
MIDDLETOWN,QDVL,CTY,CONNECTICUT,41.56222,-72.65111
MIDDLETOWN,QEDS,CTY,RHODE ISLAND,41.533333,-71.28333
MIDWAY,QEPR,CTY,FLORIDA,30.011667,-83.07889
MILAN AMMO PLANT,QFND,AIN,TENNESSEE,35.933334,-88.78333
MILBANK,QFNM,CTY,SOUTH DAKOTA,45.218056,-96.61916
MILDENHALL,QFQE,MAP,UNITED KINGDOM,52.361946,0.4863889
MILLINGTON,QGVL,CTY,TENNESSEE,35.35,-89.9
MILWAUKEE,QHLE,CTY,WISCONSIN,43.033333,-87.916664
MILWAUKEE M 02,QHMA,STG,WISCONSIN,43.05,-87.933334
JEBEL ALI,QHPB,PRT,UNITED ARAB EMI,24.983334,55.05
MINA SAQR,QHPD,PRT,UNITED ARAB EMI,25.966667,56.05
MINA ZAYED,QHPF,PRT,UNITED ARAB EMI,24.516666,54.366665
MINNEAPOLIS ST PA,QJKL,JAP,MINNESOTA,44.881943,-93.221664
MINN ST PAUL,QJKS,SVC,MINNESOTA,44.95,-93.25
MINNEAPOLIS,QJNT,CTY,MINNESOTA,44.95,-93.25
MINOT AFB,QJVF,MAP,NORTH DAKOTA,48.415833,-101.358055
MINOT,QJVZ,CTY,NORTH DAKOTA,48.266666,-101.316666
MINOT INTL,QJWG,CAP,NORTH DAKOTA,48.25778,-101.27805
MIRAMAR MCAS,QKJA,MAP,CALIFORNIA,32.868332,-117.14167
MISSION,QKTA,CTY,KANSAS,39.02778,-94.655556
MOBERLY,QMDU,CTY,MISSOURI,39.433334,-92.433334
MOBILE,QMFU,CTY,ALABAMA,30.683332,-88.05
MOBILE,QMFZ,PRT,ALABAMA,30.683332,-88.11667
MOFFETT FEDERAL A,QMSN,MAP,CALIFORNIA,37.41611,-122.049164
MOKPO,QNPW,PRT,"KOREA, REP OF",34.783333,126.38333
HABIB BOURGUIBA I,QNVA,IAP,TUNISIA,35.75778,10.753889
MONROE,QPFW,CTY,GEORGIA,33.783333,-83.71667
MONROE,QPMA,CTY,WISCONSIN,42.6,-89.65
MONTGOMERY,QQSN,CTY,ALABAMA,32.35,-85.333336
MONTESSEUR,QRAW,APT,TUNISIA,31.493055,9.809722
MOODY AFB,QSEU,MAP,GEORGIA,30.967777,-83.193054
MOREHEAD CITY,QTUP,PRT,NORTH CAROLINA,34.65278,-76.675835
MOREHEAD CITY,QTUR,POL,NORTH CAROLINA,34.9,-76.88333
MORENO VALLEY,QTXL,AFD,CALIFORNIA,33.91528,-117.111115
MORGANTOWN,QUEG,CTY,WEST VIRGINIA,39.633335,-79.95
MORRISVILLE,QVNC,CTY,NORTH CAROLINA,35.8,-78.833336
MOUNDSVILLE,QWZM,CTY,WEST VIRGINIA,39.8,-80.71667
MT CLEMENS,QYDL,CTY,MICHIGAN,42.6,-82.88333
MOUNTAIN HOME AFB,QYZH,MAP,IDAHO,43.04361,-115.8725
MUKHOJIN NI,RBXH,PRT,"KOREA, REP OF",37.533333,129.1
MURRAY,RCXQ,CTY,KENTUCKY,36.583332,-88.3
MUSCAT,RCYQ,CTY,OMAN,23.616667,58.633335
MUSCAT,RCYT,PRT,OMAN,23.616667,58.6
MUSKOGEE,RDKD,CTY,OKLAHOMA,35.7,-95.36667
MYRTLE BEACH INTL,RDRD,JAP,SOUTH CAROLINA,33.67972,-78.92834
REMADA,REAG,APT,TUNISIA,32.30611,10.381945
NAGOYA,RELG,PRT,JAPAN,35.05,136.86667
NAHA,REPV,PRT,JAPAN,26.205278,127.67167
NAPLES,RGJW,PRT,ITALY,40.833332,14.266666
NEW ORLEANS NAVSA,RGNP,NYI,LOUISIANA,29.95,-90.05
NASHVILLE,RHAS,STG,TENNESSEE,36.167778,-86.78861
NASHVILLE,RHEL,CTY,TENNESSEE,36.166668,-86.8
NATICK LABORATORY,RHTC,AIN,MASSACHUSETTS,42.283333,-71.35
NAVY YARD,RJHC,NYI,DI OF COLUMBIA,38.866665,-77.066666
NEDERLAND,RJVF,AGS,TEXAS,29.983334,-94
NELLIS AFB,RKMF,MAP,NEVADA,36.23611,-115.034164
NEW CUMBERLAND DP,RPCM,AIN,PENNSYLVANIA,40.216667,-76.833336
NEW HAVEN,RPWN,CTY,CONNECTICUT,41.308056,-72.92861
NEW HAVEN,RPWO,NYI,CONNECTICUT,41.269444,-72.903336
NEW HAVEN MAP,RPYA,APT,CONNECTICUT,41.3,-72.916664
NEW LONDON,RQFA,CTY,CONNECTICUT,41.355556,-72.1
NEW LONDON,RQFF,NYI,CONNECTICUT,41.355556,-72.1
NEW LONDON,RQFK,PRT,CONNECTICUT,41.355556,-72.1
NEW ORLEANS NAS,RQLH,ANX,LOUISIANA,29.991112,-90.25139
NEW ORLEANS,RQMA,CTY,LOUISIANA,29.966667,-90.11667
LOUIS ARMSTRONG N,RQMN,IAP,LOUISIANA,29.993334,-90.25916
NEW ORLEANS NAS J,RQNA,MAP,LOUISIANA,29.827223,-90.026665
NEW ORLEANS NAV S,RQNB,CTY,LOUISIANA,29.833334,-90.01667
NEW ORLEANS SHYD,RQNJ,DEP,LOUISIANA,29.95,-90.066666
NEW ORLEANS,RQNK,PRT,LOUISIANA,29.95,-90.01667
NEW ORLEANS   NSA,RQNM,STG,LOUISIANA,30,-90.05
NEW RIVER MCAS,RQWP,MAP,NORTH CAROLINA,34.708332,-77.43972
NEW RIVER,RQXF,CTY,VIRGINIA,37.133335,-80.59167
NEW YORK,RRHQ,NYI,NEW YORK,40.583332,-73.88333
NEW YORK,RRHU,PRT,NEW YORK,40.716667,-74.03333
NEW YORK,RRJJ,CTY,NEW YORK,40.816666,-73.9
NEWARK LIBERTY IN,RRPQ,IAP,NEW JERSEY,40.6925,-74.16861
PORT NEWARK,RRQL,PRT,NEW JERSEY,40.716667,-74.183334
NEW YORK PORT EMB,RRRK,ADM,NEW YORK,40.666668,-73.96667
NEWBURGH,RSDQ,CTY,NEW YORK,41.5,-74
NEWPORT,RUAD,NYI,RHODE ISLAND,41.5,-71.333336
NEWPORT,RUAM,PRT,RHODE ISLAND,41.5,-71.333336
NEWPORT T2,RUAQ,PRT,RHODE ISLAND,41.5,-71.333336
NEWPORT NEWS,RULQ,CTY,VIRGINIA,37,-76.416664
NEWPORT NEWS,RULV,PRT,VIRGINIA,37,-76.4
NIAGARA FALLS,RVKC,CTY,NEW YORK,43.1,-79.066666
NIAGARA FALLS INT,RVKQ,JAP,NEW YORK,43.1075,-78.94583
NO CHARLESTON,RYSW,FHG,SOUTH CAROLINA,32.9,-80.03333
NO CHARLESTON,RYTJ,CTY,SOUTH CAROLINA,32.883335,-79.98333
NO HIGHLANDS,RZJQ,COM,CALIFORNIA,38.266666,-121.933334
NORTH ISLAND,RZMJ,NYI,CALIFORNIA,32.7,-117.2
NORTH ISLAND NAS,RZMK,AMO,CALIFORNIA,32.698612,-117.21333
NO LITTLE ROCK,RZPW,CTY,ARKANSAS,34.766666,-92.26667
NORTH ISLAND NAS,RZQH,IAP,CALIFORNIA,32.699165,-117.21528
N PROVIDENCE,SAAX,RPA,RHODE ISLAND,41.833332,-71.416664
SAN DIEGO 02,SABZ,CTY,CALIFORNIA,32.71528,-117.17194
SAN DIEGO ANG,SACB,AGS,CALIFORNIA,32.869167,-117.14361
NO SMITHFIELD,SAEJ,AGS,RHODE ISLAND,41.733334,-71.433334
NORCO,SAXL,CTY,CALIFORNIA,33.95,-117.55
NORFOLK GSA FAC,SBDD,DEP,VIRGINIA,36.85,-76.28333
NORFOLK       NSC,SBDG,STG,VIRGINIA,36.933334,-76.28333
NORFOLK,SBDJ,CTY,VIRGINIA,36.833332,-76.3
NORFOLK NST,SBDP,STG,VIRGINIA,36.933334,-76.28333
NORFOLK INTL,SBDQ,CAP,VIRGINIA,36.894722,-76.20111
NORFOLK NS,SBDW,MAP,VIRGINIA,36.93778,-76.28917
NORFOLK,SBDZ,NYI,VIRGINIA,36.85,-76.3
NORFOLK,SBEA,PRT,VIRGINIA,36.91,-76.3275
NORFOLK NAVY,SBEN,ADM,VIRGINIA,36.833332,-76.3
NORFOLK T2,SBEQ,PRT,VIRGINIA,36.933334,-76.28333
N TERRE HAUTE,SBKE,CTY,INDIANA,39.52778,-87.360275
NORRISTOWN,SBLE,CTY,PENNSYLVANIA,40.116665,-75.35
N ISLAND,SBNB,NYI,CALIFORNIA,32.699165,-117.21528
N ISLAND NAS,SBNP,STG,CALIFORNIA,32.7,-117.2
SAN BERNARDINO IN,SCEY,MAP,CALIFORNIA,34.095276,-117.235
NORTON,SCTF,CTY,KANSAS,39.83389,-99.89111
TUNISIASEABASE,SEA1,PRT,TUNISIA,34.283333,10.5
OAK HARBOR,SEDH,CTY,WASHINGTON,48.366665,-122.666664
