RoundTripID,MissionID,TailNumber,Fleet,HomeFleet,AircraftType,BaseAircraftType,Locked,MultiScoop,StartDay,EndDay,Completed,Duration,MsnFlyProportion,TankerMission,NumStops,NumAirRefuelings,TotalCrewRestHours,MaxRoutePayload,LoadedPAX,LatePAX,TotalLoadedStons,LateStons,LoadedPallets,LoadedContainers20,LoadedContainers40,LoadedBulkSTons,LoadedOversizeSTons,LoadedOutsizeSTons,TotalFlyingHours,LoadedFlyingHours,Miles,LoadedMiles,ChannelMission,ChannelName,ChannelStartTime,FuelLoadedPounds,StartApt,APOE,APOD,EndApt,ScheduledThroughToHome,Medevac
B747-400-XDAT005-D0027R0003,B747-400-XDAT005-D0027R0003S01,B747-400-XDAT005,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,27,30.445066,YES,3.4450665,9.63164,NO,6,0,39,105.358505,355,355,0,0,0,0,0,0,0,0,33.18164,14.153217,14202,6319,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
B747-400-AEDY001-D0027R0003,B747-400-AEDY001-D0027R0003S01,B747-400-AEDY001,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,YES,27.400639,30.58887,YES,3.1882305,8.003669,NO,7,0,36.79861,111.73067,158,152,0,0,0,0,0,0,0,0,25.517542,12.011173,10499,5404,NO,"",-1,0,AEDY,*,*,AEDY,YES,NO
KC10-XDAT003-D0027R0003,KC10-XDAT003-D0027R0003S01,KC10-XDAT003,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,27,30.659101,YES,3.6591015,8.695691,NO,8,0,40.5,72.560104,0,0,8.1,8.1,0,0,0,8.1,0,0,31.818415,18.61151,12511,7641,NO,"",-1,0,XDAT,BPWZ,FUQN,PTFL,YES,NO
C17-XDAT010-D0020R0002,C17-XDAT010-D0020R0002S03,C17-XDAT010,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,27.524399,30.898903,YES,3.374504,7.6902714,NO,7,0,38.25,81.7269,28,28,28,28,0,0,0,2,26,0,25.950851,12.937865,9535,4987,NO,"",-1,0,DKFX,TMKH,FUQN,DKFX,YES,NO
C17-XDAT003-D0027R0002,C17-XDAT003-D0027R0002S01,C17-XDAT003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,27.66471,30.901424,YES,3.2367153,8.706734,NO,6,0,35.45581,81.7269,28,28,40.3,40.3,0,0,0,20.5,19.8,0,28.181217,10.652325,10767,4303,NO,"",-1,0,XDAT,TMKH,FUQN,DKFX,YES,NO
B747-400-AEDY003-D0028R0002,B747-400-AEDY003-D0028R0002S01,B747-400-AEDY003,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,YES,28,31.278355,YES,3.2783546,8.443416,NO,7,0,36.79861,111.73067,355,355,0,0,0,0,0,0,0,0,27.68051,12.747059,11505,5679,NO,"",-1,0,AEDY,*,*,AEDY,YES,NO
CH47-SEA1002-D0031R0002,CH47-SEA1002-D0031R0002S01,CH47-SEA1002,STRATEGIC,STRATEGIC,CH47,CH47,NO,NO,31.34375,31.89493,YES,0.5511799,15.923939,NO,3,0,0,10.5,0,0,10,0,10,0,0,10,0,0,8.776955,8.266666,248,124,NO,"",-1,0,SEA1,SEA1,BQWK,SEA1,YES,NO
KC10-XDAT030-D0025R0001,KC10-XDAT030-D0025R0001S02,KC10-XDAT030,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,28.400448,32.091366,YES,3.690918,8.127069,NO,8,0,37,84.675,0,0,38,38,0,0,0,38,0,0,29.996347,12.175248,11549,4987,NO,"",-1,0,PTFL,TMKH,FUQN,XDAT,YES,NO
B747-400-AEDY004-D0029R0002,B747-400-AEDY004-D0029R0002S01,B747-400-AEDY004,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,YES,29,32.277046,YES,3.2770462,8.437205,NO,7,0,36,106.30253,355,77,0,0,0,0,0,0,0,0,27.64911,12.71566,11532,5706,NO,"",-1,0,AEDY,*,*,AEDY,YES,NO
C17-XDAT010-D0020R0002,C17-XDAT010-D0020R0002S04,C17-XDAT010,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,32.024307,32.361237,YES,0.33692932,17.322195,NO,2,0,15,0,0,0,0,0,0,0,0,0,0,0,5.8363557,0,2060,0,NO,"",-1,0,DKFX,"","",XDAT,YES,NO
C17-XDAT003-D0027R0002,C17-XDAT003-D0027R0002S02,C17-XDAT003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,32.027084,32.364014,YES,0.33692932,17.322195,NO,2,0,15,0,0,0,0,0,0,0,0,0,0,0,5.8363557,0,2060,0,NO,"",-1,0,DKFX,"","",XDAT,YES,NO
B747-400-XDAT002-D0029R0006,B747-400-XDAT002-D0029R0006S01,B747-400-XDAT002,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,29.445066,32.571945,YES,3.1268787,9.128921,NO,5,0,37.5,106.30253,355,0,0,0,0,0,0,0,0,0,28.545029,10.99789,12349,5213,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
KC10-XDAT036-D0025R0001,KC10-XDAT036-D0025R0001S02,KC10-XDAT036,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,29.212948,32.65835,YES,3.445404,7.6086235,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,26.214783,9.523741,10305,4051,NO,"",-1,0,PTFL,FJXT,HNTK,XDAT,YES,NO
C17-XDAT004-D0025R0002,C17-XDAT004-D0025R0002S02,C17-XDAT004,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,29.488409,32.682037,YES,3.1936283,8.500389,NO,6,0,44.80119,67.524,28,28,19.1,19.1,0,0,0,0,0,19.1,27.147083,12.295894,10129,5037,NO,"",-1,0,DKFX,AWUB,FUQN,DKFX,YES,NO
KC10-XDAT037-D0025R0001,KC10-XDAT037-D0025R0001S02,KC10-XDAT037,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,29.108782,32.72085,YES,3.61207,7.257551,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,26.214783,9.523741,10305,4051,NO,"",-1,0,PTFL,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT001-D0029R0007,B747-400-XDAT001-D0029R0007S01,B747-400-XDAT001,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,YES,29.965313,33.204685,YES,3.2393723,8.719252,NO,6,0,33.790375,121.6,355,355,0,0,0,0,0,0,0,0,28.244902,9.216476,12206,4323,NO,"",-1,0,XDAT,TMKH,*,XDAT,YES,NO
KC10-XDAT002-D0029R0005,KC10-XDAT002-D0029R0005S01,KC10-XDAT002,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,29,33.46003,YES,4.4600296,8.708298,NO,9,0,54,72.560104,0,0,55,55,0,0,0,0,55,0,38.839264,18.150253,15206,7398,NO,"",-1,0,XDAT,MBPB,HNTK,XDAT,YES,NO
KC10-XDAT004-D0029R0004,KC10-XDAT004-D0029R0004S01,KC10-XDAT004,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,29,33.46003,YES,4.4600296,8.708298,NO,9,0,54,72.560104,0,0,55,55,0,0,0,0,55,0,38.839264,18.150253,15206,7398,NO,"",-1,0,XDAT,MBPB,HNTK,XDAT,YES,NO
C17-XDAT001-D0030R0002,C17-XDAT001-D0030R0002S01,C17-XDAT001,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,30,33.54312,YES,3.5431213,8.759189,NO,8,0,38.25,86.1,0,0,4.2,4.2,0,0,0,2.8,1.4,0,31.034868,17.023287,11389,6605,NO,"",-1,0,XDAT,QYZH,HNTK,DKFX,YES,NO
KC10-XDAT032-D0029R0002,KC10-XDAT032-D0029R0002S01,KC10-XDAT032,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,29.169302,33.629333,YES,4.4600315,8.708294,NO,9,0,54,72.560104,0,0,14,14,0,0,0,0,14,0,38.839264,18.150253,15206,7398,NO,"",-1,0,XDAT,MBPB,HNTK,XDAT,YES,NO
C17-PQWY001-D0029R0003,C17-PQWY001-D0029R0003S01,C17-PQWY001,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,30.421598,33.63613,YES,3.2145329,8.601179,NO,6,0,48.471405,86.1,0,0,16,0,16,0,0,16,0,0,27.648773,10.092333,10528,4051,NO,"",-1,0,PQWY,FJXT,HNTK,DKFX,YES,NO
KC10-XDAT001-D0029R0005,KC10-XDAT001-D0029R0005S01,KC10-XDAT001,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,29,33.64122,YES,4.64122,7.8852186,NO,8,0,49,82.218,0,0,22,0,22,0,0,22,0,0,36.597034,15.112504,14562,6213,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-DKFX003-D0029R0004,C17-DKFX003-D0029R0004S01,C17-DKFX003,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,29.964167,33.662853,YES,3.6986866,6.561389,NO,7,0,45.32794,86.1,28,28,16,0,16,0,0,16,0,0,24.268522,11.29398,8875,4343,NO,"",-1,0,DKFX,*,HNTK,DKFX,YES,NO
B747-400-XDAT005-D0030R0004,B747-400-XDAT005-D0030R0004S01,B747-400-XDAT005,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,30.445066,33.730896,YES,3.2858295,8.935322,NO,6,0,39,114.84165,267,267,0,0,0,0,0,0,0,0,29.359943,12.578367,12387,5710,NO,"",-1,0,XDAT,BPWZ,FUQN,XDAT,YES,NO
C17-DKFX002-D0026R0004,C17-DKFX002-D0026R0004S02,C17-DKFX002,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,30.587372,33.801903,YES,3.214531,8.601184,NO,6,0,52.449966,86.1,0,0,16,0,16,0,0,16,0,0,27.648773,10.092333,10528,4051,NO,"",-1,0,PQWY,FJXT,HNTK,DKFX,YES,NO
B747-400-XDAT003-D0030R0005,B747-400-XDAT003-D0030R0005S01,B747-400-XDAT003,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,30.262524,33.861412,YES,3.5988884,7.931624,NO,5,0,37.5,106.30253,355,0,0,0,0,0,0,0,0,0,28.545029,10.99789,12349,5213,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
B747-400-XDAT006-D0030R0003,B747-400-XDAT006-D0030R0003S01,B747-400-XDAT006,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,30.734533,34.317226,YES,3.582693,8.284739,NO,6,0,39,119.99087,355,0,0,0,0,0,0,0,0,0,29.681675,12.134537,12656,5520,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
C17-XDAT002-D0031R0002,C17-XDAT002-D0031R0002S01,C17-XDAT002,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,31,34.358765,YES,3.3587646,8.592579,NO,7,0,38.25,86.1,28,28,16,0,16,0,0,16,0,0,28.86045,11.29398,10842,4343,NO,"",-1,0,XDAT,*,HNTK,DKFX,YES,NO
C17-DKFX001-D0031R0006,C17-DKFX001-D0031R0006S01,C17-DKFX001,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,31,34.417465,YES,3.4174652,8.213044,NO,8,0,53.25,86.1,28,28,16,0,16,0,0,16,0,0,28.067793,13.25505,10184,5108,NO,"",-1,0,DKFX,*,*,DKFX,YES,NO
KC10-XDAT005-D0031R0003,KC10-XDAT005-D0031R0003S01,KC10-XDAT005,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,31,34.475964,YES,3.4759636,9.17301,NO,7,0,35.5,71.331604,0,0,22,0,22,0,0,22,0,0,31.885048,10.400518,12754,4405,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-DKFX004-D0031R0002,C17-DKFX004-D0031R0002S01,C17-DKFX004,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,31,34.5141,YES,3.5140991,7.581577,NO,7,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,26.642412,12.478568,9626,4805,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
KC10-XDAT003-D0027R0003,KC10-XDAT003-D0027R0003S02,KC10-XDAT003,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,30.659101,34.712376,YES,4.053274,7.8463845,NO,8,0,49,82.218,0,0,11,0,11,0,0,11,0,0,31.803547,15.112504,12467,6213,NO,"",-1,0,PTFL,FJXT,HNTK,XDAT,YES,NO
CH47-SEA1003-D0034R0002,CH47-SEA1003-D0034R0002S01,CH47-SEA1003,STRATEGIC,STRATEGIC,CH47,CH47,NO,NO,34.34375,34.89493,YES,0.5511818,15.923883,NO,3,0,0,10.5,0,0,10,0,10,0,0,10,0,0,8.776955,8.266666,248,124,NO,"",-1,0,SEA1,SEA1,BQWK,SEA1,YES,NO
B747-400-XDAT004-D0032R0004,B747-400-XDAT004-D0032R0004S01,B747-400-XDAT004,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,32,35.126873,YES,3.126873,9.128938,NO,5,0,37.5,106.30253,355,0,0,0,0,0,0,0,0,0,28.545029,10.99789,12349,5213,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
C17-XDAT002-D0031R0002,C17-XDAT002-D0031R0002S02,C17-XDAT002,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,34.859028,35.19596,YES,0.33693314,17.322,NO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8363557,0,2060,0,NO,"",-1,0,DKFX,"","",XDAT,YES,NO
B747-400-XDAT007-D0032R0002,B747-400-XDAT007-D0032R0002S01,B747-400-XDAT007,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,32,35.299232,YES,3.2992325,8.996539,NO,6,0,39,119.99087,355,355,0,0,0,0,0,0,0,0,29.681675,12.134537,12656,5520,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
KC10-XDAT006-D0032R0003,KC10-XDAT006-D0032R0003S01,KC10-XDAT006,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,32,35.57384,YES,3.573841,8.6764555,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT007-D0032R0002,KC10-XDAT007-D0032R0002S01,KC10-XDAT007,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,32,35.60962,YES,3.6096191,8.590455,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT008-D0032R0002,KC10-XDAT008-D0032R0002S01,KC10-XDAT008,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,32,35.63634,YES,3.636341,8.527328,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT009-D0032R0003,KC10-XDAT009-D0032R0003S01,KC10-XDAT009,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,32,35.67212,YES,3.6721191,8.444244,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT002-D0032R0007,B747-400-XDAT002-D0032R0007S01,B747-400-XDAT002,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,32.571945,35.676506,YES,3.1045609,9.022029,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
B747-400-XDAT008-D0032R0002,B747-400-XDAT008-D0032R0002S01,B747-400-XDAT008,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,32.625,35.924232,YES,3.2992325,8.652021,NO,5,0,37.5,106.30253,355,355,0,0,0,0,0,0,0,0,28.545029,10.99789,12349,5213,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
KC10-XDAT036-D0032R0002,KC10-XDAT036-D0032R0002S01,KC10-XDAT036,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,32.65835,36.075367,YES,3.417015,9.074666,NO,7,0,32.53662,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT009-D0033R0001,B747-400-XDAT009-D0033R0001S01,B747-400-XDAT009,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,33,36.301506,YES,3.301506,8.483836,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
KC10-XDAT037-D0032R0002,KC10-XDAT037-D0032R0002S01,KC10-XDAT037,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,32.72085,36.328453,YES,3.6076012,8.595261,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-XDAT004-D0025R0002,C17-XDAT004-D0025R0002S03,C17-XDAT004,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,32.682037,36.68387,YES,4.001831,7.3201175,NO,8,0,46.57498,86.1,28,28,16,0,16,0,0,16,0,0,29.293873,13.655167,10631,5331,NO,"",-1,0,DKFX,*,*,DKFX,YES,NO
C17-PQWY001-D0029R0003,C17-PQWY001-D0029R0003S02,C17-PQWY001,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,33.63613,36.80357,YES,3.1674385,7.661876,NO,7,0,38.25,86.1,28,28,16,0,16,0,0,16,0,0,24.268522,11.29398,8875,4343,NO,"",-1,0,DKFX,*,HNTK,DKFX,YES,NO
KC10-XDAT002-D0033R0006,KC10-XDAT002-D0033R0006S01,KC10-XDAT002,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,33.46003,36.814545,YES,3.354515,9.243742,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT004-D0033R0005,KC10-XDAT004-D0033R0005S01,KC10-XDAT004,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,33.46003,36.814545,YES,3.354515,9.243742,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT003-D0033R0006,B747-400-XDAT003-D0033R0006S01,B747-400-XDAT003,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,33.861412,36.965973,YES,3.1045609,9.022029,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
KC10-XDAT001-D0033R0006,KC10-XDAT001-D0033R0006S01,KC10-XDAT001,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,33.64122,36.995735,YES,3.354515,9.243742,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT005-D0033R0005,B747-400-XDAT005-D0033R0005S01,B747-400-XDAT005,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,33.730896,37.175964,YES,3.4450684,9.631635,NO,6,0,39,105.358505,355,355,0,0,0,0,0,0,0,0,33.18164,14.153217,14202,6319,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
B747-400-XDAT010-D0034R0001,B747-400-XDAT010-D0034R0001S01,B747-400-XDAT010,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,34,37.263992,YES,3.2639923,8.745434,NO,5,0,37.5,106.30253,355,355,0,0,0,0,0,0,0,0,28.545029,10.99789,12349,5213,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
KC10-XDAT010-D0034R0001,KC10-XDAT010-D0034R0001S01,KC10-XDAT010,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,34,37.46211,YES,3.4621086,8.9564705,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-XDAT001-D0030R0002,C17-XDAT001-D0030R0002S02,C17-XDAT001,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,33.54312,37.744728,YES,4.2016068,8.113219,NO,8,0,51,86.1,12,12,80,0,0,0,0,0,80,0,34.08856,19.924715,12505,7684,NO,"",-1,0,DKFX,*,HNTK,DKFX,YES,NO
B747-400-XDAT006-D0034R0004,B747-400-XDAT006-D0034R0004S01,B747-400-XDAT006,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,34.317226,37.800964,YES,3.483738,8.040053,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
KC10-XDAT005-D0034R0004,KC10-XDAT005-D0034R0004S01,KC10-XDAT005,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,34.475964,37.83048,YES,3.354515,9.243742,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
CH47-SEA1001-D0037R0003,CH47-SEA1001-D0037R0003S01,CH47-SEA1001,STRATEGIC,STRATEGIC,CH47,CH47,NO,NO,37.34375,37.89493,YES,0.5511818,15.923883,NO,3,0,0,10.5,0,0,10,0,10,0,0,10,0,0,8.776955,8.266666,248,124,NO,"",-1,0,SEA1,SEA1,BQWK,SEA1,YES,NO
KC10-XDAT006-D0035R0004,KC10-XDAT006-D0035R0004S01,KC10-XDAT006,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,35.57384,38.06276,YES,2.4889183,10.138528,NO,6,0,22,84.675,0,0,22,0,22,0,0,22,0,0,25.233967,9.523741,10211,4051,NO,"",-1,0,XDAT,FJXT,HNTK,PTFL,YES,NO
KC10-XDAT007-D0035R0003,KC10-XDAT007-D0035R0003S01,KC10-XDAT007,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,35.60962,38.098537,YES,2.4889183,10.138528,NO,6,0,22,84.675,0,0,22,0,22,0,0,22,0,0,25.233967,9.523741,10211,4051,NO,"",-1,0,XDAT,FJXT,HNTK,PTFL,YES,NO
C17-PQWY005-D0035R0001,C17-PQWY005-D0035R0001S01,C17-PQWY005,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,35.5,38.10737,YES,2.6073685,9.905357,NO,6,0,25.5,86.1,0,0,71.2,71.2,0,0,0,0,71.2,0,25.826918,0.28806585,9831,70,NO,"",-1,0,PQWY,FUQN,HNTK,DKFX,YES,NO
KC10-XDAT003-D0034R0004,KC10-XDAT003-D0034R0004S01,KC10-XDAT003,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,34.712376,38.12939,YES,3.417015,9.074666,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT004-D0035R0005,B747-400-XDAT004-D0035R0005S01,B747-400-XDAT004,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,35.126873,38.253746,YES,3.126873,9.128938,NO,5,0,37.5,106.30253,355,355,0,0,0,0,0,0,0,0,28.545029,10.99789,12349,5213,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
KC10-XDAT011-D0035R0001,KC10-XDAT011-D0035R0001S01,KC10-XDAT011,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,35,38.354515,YES,3.354515,9.243742,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-PQWY002-D0035R0002,C17-PQWY002-D0035R0002S01,C17-PQWY002,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,35.625,38.48542,YES,2.8604202,10.078357,NO,6,0,55.5,86.1,0,0,16,0,16,0,0,16,0,0,28.828335,10.092333,10962,4051,NO,"",-1,0,PQWY,FJXT,HNTK,DKFX,YES,NO
C17-DKFX001-D0034R0007,C17-DKFX001-D0034R0007S01,C17-DKFX001,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,35.042465,38.582638,YES,3.5401726,8.746494,NO,8,0,68.25,86.1,28,28,39,0,9,0,0,9,30,0,30.9641,14.456769,11430,5706,NO,"",-1,0,DKFX,*,*,DKFX,YES,NO
B747-400-XDAT007-D0035R0003,B747-400-XDAT007-D0035R0003S01,B747-400-XDAT007,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,35.299232,38.7443,YES,3.4450684,9.631635,NO,6,0,39,105.358505,355,355,0,0,0,0,0,0,0,0,33.18164,14.153217,14202,6319,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
KC10-XDAT008-D0035R0003,KC10-XDAT008-D0035R0003S01,KC10-XDAT008,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,35.63634,38.990856,YES,3.354515,9.243742,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT012-D0035R0001,KC10-XDAT012-D0035R0001S01,KC10-XDAT012,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,35,39.057552,YES,4.0575523,8.103699,NO,7,0,48.953583,71.331604,0,0,22,0,22,0,0,22,0,0,32.881184,10.400518,13096,4405,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT002-D0035R0008,B747-400-XDAT002-D0035R0008S01,B747-400-XDAT002,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,35.676506,39.12727,YES,3.4507637,9.655352,NO,6,0,39,105.358505,157,157,0,0,0,0,0,0,0,0,33.318336,14.222662,14287,6350,NO,"",-1,0,XDAT,TMKH,HNTK,XDAT,YES,NO
C17-XDAT003-D0035R0003,C17-XDAT003-D0035R0003S01,C17-XDAT003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,35.75,39.1644,YES,3.4143982,8.660878,NO,7,0,38.25,86.1,0,0,50.3,50.3,0,0,0,0,50.3,0,29.571686,0.28806585,11282,70,NO,"",-1,0,XDAT,FUQN,HNTK,DKFX,YES,NO
C17-PQWY003-D0035R0002,C17-PQWY003-D0035R0002S01,C17-PQWY003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,35.875,39.347694,YES,3.4726944,9.098035,NO,7,0,53.25,86.1,0,0,46.5,46.5,0,0,0,0,46.5,0,31.594694,6.055841,11605,1844,NO,"",-1,0,PQWY,FUQN,HNTK,DKFX,YES,NO
B747-400-XDAT008-D0035R0003,B747-400-XDAT008-D0035R0003S01,B747-400-XDAT008,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,35.924232,39.409294,YES,3.4850616,8.053874,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.068247,8.972574,12190,4253,NO,"",-1,0,XDAT,TMKH,HNTK,XDAT,YES,NO
