RoundTripID,MissionID,TailNumber,Fleet,HomeFleet,AircraftType,BaseAircraftType,Locked,MultiScoop,StartDay,EndDay,Completed,Duration,MsnFlyProportion,TankerMission,NumStops,NumAirRefuelings,TotalCrewRestHours,MaxRoutePayload,LoadedPAX,LatePAX,TotalLoadedStons,LateStons,LoadedPallets,LoadedContainers20,LoadedContainers40,LoadedBulkSTons,LoadedOversizeSTons,LoadedOutsizeSTons,TotalFlyingHours,LoadedFlyingHours,Miles,LoadedMiles,ChannelMission,ChannelName,ChannelStartTime,FuelLoadedPounds,StartApt,APOE,APOD,EndApt,ScheduledThroughToHome,Medevac
B747-400-XDAT009-D0036R0002,B747-400-XDAT009-D0036R0002S01,B747-400-XDAT009,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,36.301506,39.42838,YES,3.126873,9.128938,NO,5,0,37.5,106.30253,355,355,0,0,0,0,0,0,0,0,28.545029,10.99789,12349,5213,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
C17-XDAT002-D0035R0003,C17-XDAT002-D0035R0003S01,C17-XDAT002,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,35.25,39.503727,YES,4.253727,8.307882,NO,8,0,66,86.1,0,0,46.5,46.5,0,0,0,0,46.5,0,35.339462,6.055841,13056,1844,NO,"",-1,0,XDAT,FUQN,HNTK,DKFX,YES,NO
C17-PQWY004-D0035R0002,C17-PQWY004-D0035R0002S01,C17-PQWY004,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,36.125,39.557735,YES,3.4327354,8.924577,NO,7,0,68.25,86.1,0,0,71.2,71.2,0,0,0,0,71.2,0,30.63571,0.28806585,11570,70,NO,"",-1,0,PQWY,FUQN,HNTK,DKFX,YES,NO
C17-PQWY005-D0035R0001,C17-PQWY005-D0035R0001S02,C17-PQWY005,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,39.23264,39.57438,YES,0.34173965,17.415913,NO,2,0,30,0,0,0,0,0,0,0,0,0,0,0,5.951708,0,2105,0,NO,"",-1,0,DKFX,"","",PQWY,YES,NO
B747-400-XDAT011-D0037R0001,B747-400-XDAT011-D0037R0001S01,B747-400-XDAT011,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,37,40.10456,YES,3.1045609,9.022029,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
C17-PQWY001-D0029R0003,C17-PQWY001-D0029R0003S03,C17-PQWY001,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,36.80357,40.13238,YES,3.3288116,8.00358,NO,7,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,26.642412,12.478568,9626,4805,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
KC10-XDAT004-D0036R0006,KC10-XDAT004-D0036R0006S01,KC10-XDAT004,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,36.814545,40.20559,YES,3.3910446,9.402721,NO,7,0,35.5,71.331604,0,0,22,0,22,0,0,22,0,0,31.885048,10.400518,12754,4405,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT002-D0036R0007,KC10-XDAT002-D0036R0007S01,KC10-XDAT002,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,36.814545,40.26809,YES,3.4535446,9.232557,NO,7,0,35.5,71.331604,0,0,22,0,22,0,0,22,0,0,31.885048,10.400518,12754,4405,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-DKFX002-D0036R0005,C17-DKFX002-D0036R0005S01,C17-DKFX002,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,37.03281,40.28656,YES,3.2537498,8.786793,NO,6,0,68.25,86.1,0,0,71.2,71.2,0,0,0,0,71.2,0,28.590027,6.055841,10599,1844,NO,"",-1,0,DKFX,FUQN,HNTK,DKFX,YES,NO
B747-400-XDAT003-D0036R0007,B747-400-XDAT003-D0036R0007S01,B747-400-XDAT003,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,YES,36.965973,40.35657,YES,3.3905983,8.516019,NO,7,0,37.5,106.30253,355,355,0,0,0,0,0,0,0,0,28.8744,11.635521,12353,5396,NO,"",-1,0,XDAT,*,*,XDAT,YES,NO
KC10-XDAT010-D0037R0002,KC10-XDAT010-D0037R0002S01,KC10-XDAT010,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,37.46211,40.612556,YES,3.1504478,8.287947,NO,6,0,35.08307,71.331604,0,0,22,0,22,0,0,22,0,0,26.110743,10.400518,10565,4405,NO,"",-1,0,XDAT,FJXT,HNTK,PTFL,YES,NO
C17-XDAT003-D0035R0003,C17-XDAT003-D0035R0003S02,C17-XDAT003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,40.289238,40.62617,YES,0.33693314,17.322,NO,2,0,15,0,0,0,0,0,0,0,0,0,0,0,5.8363557,0,2060,0,NO,"",-1,0,DKFX,"","",XDAT,YES,NO
B747-400-XDAT005-D0037R0006,B747-400-XDAT005-D0037R0006S01,B747-400-XDAT005,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,37.175964,40.72487,YES,3.5489044,8.363616,NO,6,0,39,119.99087,182,182,0,0,0,0,0,0,0,0,29.681675,12.134537,12656,5520,NO,"",-1,0,XDAT,UHGN,JEAH,XDAT,YES,NO
C17-XDAT004-D0025R0002,C17-XDAT004-D0025R0002S04,C17-XDAT004,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,36.68387,40.864525,YES,4.1806564,7.3726707,NO,7,0,51,86.1,0,0,16,0,16,0,0,16,0,0,30.822603,12.478568,11364,4805,NO,"",-1,0,DKFX,FJXT,HNTK,XDAT,YES,NO
CH47-SEA1002-D0040R0003,CH47-SEA1002-D0040R0003S01,CH47-SEA1002,STRATEGIC,STRATEGIC,CH47,CH47,NO,NO,40.34375,40.89493,YES,0.5511818,15.923883,NO,3,0,0,10.5,0,0,10,0,10,0,0,10,0,0,8.776955,8.266666,248,124,NO,"",-1,0,SEA1,SEA1,BQWK,SEA1,YES,NO
B747-400-XDAT006-D0037R0005,B747-400-XDAT006-D0037R0005S01,B747-400-XDAT006,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,37.800964,40.98157,YES,3.1806068,8.806318,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
KC10-XDAT006-D0035R0004,KC10-XDAT006-D0035R0004S02,KC10-XDAT006,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,38.62526,41.15931,YES,2.53405,8.412326,NO,6,0,27,71.331604,0,0,22,0,22,0,0,22,0,0,21.317255,10.400518,8470,4405,NO,"",-1,0,PTFL,FJXT,HNTK,PTFL,YES,NO
KC10-XDAT007-D0035R0003,KC10-XDAT007-D0035R0003S02,KC10-XDAT007,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,38.661037,41.196968,YES,2.5359306,8.406088,NO,6,0,27,71.331604,0,0,22,0,22,0,0,22,0,0,21.317255,10.400518,8470,4405,NO,"",-1,0,PTFL,FJXT,HNTK,PTFL,YES,NO
KC10-XDAT005-D0037R0005,KC10-XDAT005-D0037R0005S01,KC10-XDAT005,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,37.83048,41.401745,YES,3.5712662,8.682711,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT003-D0038R0005,KC10-XDAT003-D0038R0005S01,KC10-XDAT003,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,38.12939,41.540653,YES,3.4112625,9.08997,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-PQWY001-D0029R0003,C17-PQWY001-D0029R0003S04,C17-PQWY001,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,41.257637,41.599377,YES,0.34173965,17.415913,NO,2,0,30,0,0,0,0,0,0,0,0,0,0,0,5.951708,0,2105,0,NO,"",-1,0,DKFX,"","",PQWY,YES,NO
B747-400-XDAT004-D0038R0006,B747-400-XDAT004-D0038R0006S01,B747-400-XDAT004,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,38.253746,41.60657,YES,3.3528252,8.455283,NO,5,0,37.5,100.50966,355,355,0,0,0,0,0,0,0,0,28.349087,11.567511,12160,5483,NO,"",-1,0,XDAT,BPWZ,FUQN,XDAT,YES,NO
C17-XDAT001-D0030R0002,C17-XDAT001-D0030R0002S03,C17-XDAT001,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,37.744728,41.74656,YES,4.001831,7.3201175,NO,8,0,46.320557,86.1,28,28,16,0,16,0,0,16,0,0,29.293873,13.655167,10631,5331,NO,"",-1,0,DKFX,*,*,DKFX,YES,NO
C17-PQWY002-D0035R0002,C17-PQWY002-D0035R0002S02,C17-PQWY002,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,39.11042,42.183594,YES,3.0731735,7.8928757,NO,6,0,62.671417,86.1,0,0,16,0,16,0,0,16,0,0,24.256176,10.092333,8872,4051,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
B747-400-XDAT007-D0038R0004,B747-400-XDAT007-D0038R0004S01,B747-400-XDAT007,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,38.7443,42.23157,YES,3.4872704,8.031909,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
C17-DKFX003-D0039R0005,C17-DKFX003-D0039R0005S01,C17-DKFX003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,39,42.26635,YES,3.2663498,8.156631,NO,7,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,26.642412,12.478568,9626,4805,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
KC10-XDAT008-D0039R0004,KC10-XDAT008-D0039R0004S01,KC10-XDAT008,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,39,42.354515,YES,3.354515,9.243742,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT009-D0039R0004,KC10-XDAT009-D0039R0004S01,KC10-XDAT009,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,39,42.417015,YES,3.417015,9.074666,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-DKFX001-D0038R0008,C17-DKFX001-D0038R0008S01,C17-DKFX001,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,39.207638,42.64061,YES,3.432972,8.925593,NO,7,0,53.25,86.1,28,28,16,0,16,0,0,16,0,0,30.641312,14.13398,11344,5620,NO,"",-1,0,DKFX,*,HNTK,DKFX,YES,NO
C17-PQWY003-D0035R0002,C17-PQWY003-D0035R0002S02,C17-PQWY003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,39.347694,42.7089,YES,3.361206,7.926444,NO,7,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,26.642412,12.478568,9626,4805,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
B747-400-XDAT008-D0039R0004,B747-400-XDAT008-D0039R0004S01,B747-400-XDAT008,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,39.409294,42.85657,YES,3.447277,8.125091,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
B747-400-XDAT009-D0039R0003,B747-400-XDAT009-D0039R0003S01,B747-400-XDAT009,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,39.42838,42.897953,YES,3.469574,8.195623,NO,5,0,37.5,100.31656,355,355,0,0,0,0,0,0,0,0,28.435322,11.586498,12223,5492,NO,"",-1,0,XDAT,BPWZ,HNTK,XDAT,YES,NO
C17-DKFX004-D0040R0003,C17-DKFX004-D0040R0003S01,C17-DKFX004,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,40,43.07634,YES,3.0763397,7.909465,NO,6,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,24.332201,10.092333,8923,4051,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
C17-PQWY005-D0039R0002,C17-PQWY005-D0039R0002S01,C17-PQWY005,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,40.19938,43.43676,YES,3.237381,8.7098675,NO,6,0,53.25,81.7269,28,28,43.733334,43.733334,4,0,0,3.9333334,39.8,0,28.19716,10.652325,10774,4303,NO,"",-1,0,PQWY,TMKH,FUQN,DKFX,YES,NO
KC10-XDAT004-D0040R0007,KC10-XDAT004-D0040R0007S01,KC10-XDAT004,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,40.20559,43.596634,YES,3.3910446,9.402721,NO,7,0,35.5,71.331604,0,0,22,0,22,0,0,22,0,0,31.885048,10.400518,12754,4405,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-PQWY004-D0035R0002,C17-PQWY004-D0035R0002S02,C17-PQWY004,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,40.182735,43.615707,YES,3.432972,8.925593,NO,7,0,68.25,86.1,28,28,16,0,16,0,0,16,0,0,30.641312,14.13398,11344,5620,NO,"",-1,0,DKFX,*,HNTK,DKFX,YES,NO
C17-XDAT002-D0035R0003,C17-XDAT002-D0035R0003S02,C17-XDAT002,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,40.128727,43.6689,YES,3.5401726,8.746494,NO,8,0,68.25,86.1,28,28,16,0,16,0,0,16,0,0,30.9641,14.456769,11430,5706,NO,"",-1,0,DKFX,*,*,DKFX,YES,NO
CH47-SEA1003-D0043R0003,CH47-SEA1003-D0043R0003S01,CH47-SEA1003,STRATEGIC,STRATEGIC,CH47,CH47,NO,NO,43.34375,43.89493,YES,0.5511818,15.923883,NO,3,0,0,10.5,0,0,10,0,10,0,0,10,0,0,8.776955,8.266666,248,124,NO,"",-1,0,SEA1,SEA1,BQWK,SEA1,YES,NO
KC10-XDAT011-D0040R0002,KC10-XDAT011-D0040R0002S01,KC10-XDAT011,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,40,44.057552,YES,4.0575523,8.103699,NO,7,0,48.69403,71.331604,0,0,22,0,22,0,0,22,0,0,32.881184,10.400518,13096,4405,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT012-D0040R0002,KC10-XDAT012-D0040R0002S01,KC10-XDAT012,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,40,44.057552,YES,4.0575523,8.103699,NO,7,0,48.69403,71.331604,0,0,22,0,22,0,0,22,0,0,32.881184,10.400518,13096,4405,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT003-D0041R0006,KC10-XDAT003-D0041R0006S01,KC10-XDAT003,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,41.540653,44.0661,YES,2.5254478,10.339054,NO,6,0,22,71.331604,0,0,22,0,22,0,0,22,0,0,26.110743,10.400518,10565,4405,NO,"",-1,0,XDAT,FJXT,HNTK,PTFL,YES,NO
KC10-XDAT007-D0035R0003,KC10-XDAT007-D0035R0003S03,KC10-XDAT007,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,41.196968,44.147686,YES,2.950718,7.22443,NO,6,0,34.450806,71.331604,0,0,22,0,22,0,0,22,0,0,21.317255,10.400518,8470,4405,NO,"",-1,0,PTFL,FJXT,HNTK,PTFL,YES,NO
B747-400-XDAT005-D0040R0007,B747-400-XDAT005-D0040R0007S01,B747-400-XDAT005,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,40.72487,44.241966,YES,3.5170975,7.9637933,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
KC10-XDAT010-D0037R0002,KC10-XDAT010-D0037R0002S02,KC10-XDAT010,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,40.612556,44.276592,YES,3.6640358,7.1546197,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,26.214783,9.523741,10305,4051,NO,"",-1,0,PTFL,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT006-D0035R0004,KC10-XDAT006-D0035R0004S03,KC10-XDAT006,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,41.15931,44.339092,YES,3.1797829,8.244205,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,26.214783,9.523741,10305,4051,NO,"",-1,0,PTFL,FJXT,HNTK,XDAT,YES,NO
C17-DKFX002-D0040R0006,C17-DKFX002-D0040R0006S01,C17-DKFX002,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,40.91156,44.344532,YES,3.432972,8.925593,NO,7,0,53.25,86.1,28,28,16,0,16,0,0,16,0,0,30.641312,14.13398,11344,5620,NO,"",-1,0,DKFX,*,HNTK,DKFX,YES,NO
B747-400-XDAT006-D0040R0006,B747-400-XDAT006-D0040R0006S01,B747-400-XDAT006,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,40.98157,44.42664,YES,3.4450684,9.631635,NO,6,0,39,105.358505,355,355,0,0,0,0,0,0,0,0,33.18164,14.153217,14202,6319,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
C17-DKFX015-D0041R0003,C17-DKFX015-D0041R0003S01,C17-DKFX015,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,41,44.945602,YES,3.9456024,6.7717004,NO,7,0,66,86.1,0,0,16,0,16,0,0,16,0,0,26.718437,12.478568,9677,4805,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
C17-XDAT001-D0030R0002,C17-XDAT001-D0030R0002S04,C17-XDAT001,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,41.74656,44.993904,YES,3.247345,8.756805,NO,6,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,28.436367,10.092333,10610,4051,NO,"",-1,0,DKFX,FJXT,HNTK,XDAT,YES,NO
B747-400-XDAT004-D0041R0007,B747-400-XDAT004-D0041R0007S01,B747-400-XDAT004,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,41.60657,45.05164,YES,3.4450684,8.1303,NO,5,0,37.5,121.6,355,355,0,0,0,0,0,0,0,0,28.009438,8.981012,12140,4257,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
C17-DKFX005-D0041R0001,C17-DKFX005-D0041R0001S01,C17-DKFX005,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,41,45.1013,YES,4.1012993,7.736537,NO,8,0,51,86.1,0,0,80,80,0,0,0,0,80,0,31.729853,15.947571,11508,6094,NO,"",-1,0,DKFX,MBPB,HNTK,DKFX,YES,NO
KC10-XDAT005-D0042R0006,KC10-XDAT005-D0042R0006S01,KC10-XDAT005,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,42,45.150448,YES,3.1504478,8.287947,NO,6,0,33.024323,71.331604,0,0,22,0,22,0,0,22,0,0,26.110743,10.400518,10565,4405,NO,"",-1,0,XDAT,FJXT,HNTK,PTFL,YES,NO
C17-DKFX014-D0041R0003,C17-DKFX014-D0041R0003S01,C17-DKFX014,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,41.625,45.191883,YES,3.566883,8.874367,NO,8,0,53.25,86.1,0,0,44,44,0,0,0,0,44,0,31.653828,15.947571,11457,6094,NO,"",-1,0,DKFX,MBPB,HNTK,DKFX,YES,NO
B747-400-XDAT010-D0042R0002,B747-400-XDAT010-D0042R0002S01,B747-400-XDAT010,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,42,45.44507,YES,3.4450684,9.631635,NO,6,0,39,105.358505,355,355,0,0,0,0,0,0,0,0,33.18164,14.153217,14202,6319,NO,"",-1,0,XDAT,TMKH,FUQN,XDAT,YES,NO
C17-PQWY001-D0041R0004,C17-PQWY001-D0041R0004S01,C17-PQWY001,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,42.224377,45.650734,YES,3.4263573,8.896534,NO,7,0,53.25,81.7269,28,28,7.8666677,7.8666677,8,0,0,7.8666677,0,0,30.482702,12.937865,11458,4987,NO,"",-1,0,PQWY,TMKH,FUQN,DKFX,YES,NO
KC10-XDAT008-D0042R0005,KC10-XDAT008-D0042R0005S01,KC10-XDAT008,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,42.354515,45.71104,YES,3.3565254,9.238206,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
KC10-XDAT009-D0042R0005,KC10-XDAT009-D0042R0005S01,KC10-XDAT009,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,42.417015,45.77354,YES,3.3565254,9.238206,NO,7,0,35.5,84.675,0,0,22,0,22,0,0,22,0,0,31.008272,9.523741,12400,4051,NO,"",-1,0,XDAT,FJXT,HNTK,XDAT,YES,NO
C17-DKFX006-D0042R0001,C17-DKFX006-D0042R0001S01,C17-DKFX006,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,43.34015,45.816883,YES,2.4767342,9.218912,NO,5,0,25.5,86.1,0,0,53,53,0,0,0,0,53,0,22.832794,0.20987654,8843,51,NO,"",-1,0,DKFX,FUQN,JEAH,DKFX,YES,NO
C17-DKFX007-D0042R0001,C17-DKFX007-D0042R0001S01,C17-DKFX007,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,43.34015,45.863712,YES,2.5235634,9.047838,NO,5,0,25.5,86.1,0,0,54.4,54.4,0,0,0,0,54.4,0,22.832794,0.20987654,8843,51,NO,"",-1,0,DKFX,FUQN,JEAH,DKFX,YES,NO
C17-PQWY003-D0035R0002,C17-PQWY003-D0035R0002S03,C17-PQWY003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,42.7089,45.90677,YES,3.1978683,7.585108,NO,6,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,24.256176,10.092333,8872,4051,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
KC10-XDAT004-D0043R0008,KC10-XDAT004-D0043R0008S01,KC10-XDAT004,STRATEGIC,STRATEGIC,KC-10,KC-10,NO,NO,43.596634,46.12208,YES,2.5254478,10.339054,NO,6,0,22,71.331604,0,0,22,0,22,0,0,22,0,0,26.110743,10.400518,10565,4405,NO,"",-1,0,XDAT,FJXT,HNTK,PTFL,YES,NO
C17-DKFX004-D0043R0004,C17-DKFX004-D0043R0004S01,C17-DKFX004,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,43.07634,46.16617,YES,3.0898285,7.9797106,NO,6,0,38.25,86.1,0,0,16,0,16,0,0,16,0,0,24.655937,12.478568,9175,4805,NO,"",-1,0,DKFX,FJXT,HNTK,PTFL,YES,NO
B747-400-XDAT009-D0042R0004,B747-400-XDAT009-D0042R0004S01,B747-400-XDAT009,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,42.897953,46.187878,YES,3.2899246,8.954052,NO,6,0,39,119.88359,66,66,0,0,0,0,0,0,0,0,29.458157,12.15203,12540,5529,NO,"",-1,0,XDAT,FNWZ,HNTK,XDAT,YES,NO
B747-400-XDAT008-D0042R0005,B747-400-XDAT008-D0042R0005S01,B747-400-XDAT008,STRATEGIC,STRATEGIC,B-747P,B-747P,NO,NO,42.85657,46.25448,YES,3.3979073,8.368481,NO,5,0,37.5,100.31656,327,327,0,0,0,0,0,0,0,0,28.435322,11.586498,12223,5492,NO,"",-1,0,XDAT,BPWZ,HNTK,XDAT,YES,NO
C17-DKFX003-D0042R0006,C17-DKFX003-D0042R0006S01,C17-DKFX003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,42.26635,46.257305,YES,3.9909554,7.6665626,NO,7,0,51,86.1,0,0,16,0,16,0,0,16,0,0,30.596909,12.478568,11276,4805,NO,"",-1,0,DKFX,FJXT,HNTK,PQWY,YES,NO
C17-PQWY002-D0035R0002,C17-PQWY002-D0035R0002S03,C17-PQWY002,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,42.808594,46.348766,YES,3.5401726,8.746494,NO,8,0,53.25,86.1,28,28,16,0,16,0,0,16,0,0,30.9641,14.456769,11430,5706,NO,"",-1,0,DKFX,*,*,DKFX,YES,NO
C17-DKFX001-D0042R0009,C17-DKFX001-D0042R0009S01,C17-DKFX001,STRATEGIC,STRATEGIC,C-17,C-17,NO,YES,42.64061,46.4465,YES,3.8058891,6.461384,NO,8,0,46.67267,86.1,28,28,16,0,16,0,0,16,0,0,24.59131,11.616767,8961,4429,NO,"",-1,0,DKFX,*,*,DKFX,YES,NO
C17-XDAT003-D0043R0004,C17-XDAT003-D0043R0004S01,C17-XDAT003,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,43.25,46.851246,YES,3.6012459,8.214443,NO,7,0,38.25,86.1,0,0,54.4,54.4,0,0,0,0,54.4,0,29.58223,0.20987654,11300,51,NO,"",-1,0,XDAT,FUQN,JEAH,DKFX,YES,NO
CH47-SEA1001-D0046R0004,CH47-SEA1001-D0046R0004S01,CH47-SEA1001,STRATEGIC,STRATEGIC,CH47,CH47,NO,NO,46.34375,46.89493,YES,0.5511818,15.923883,NO,3,0,0,10.5,0,0,10,0,10,0,0,10,0,0,8.776955,8.266666,248,124,NO,"",-1,0,SEA1,SEA1,BQWK,SEA1,YES,NO
C17-PQWY006-D0042R0001,C17-PQWY006-D0042R0001S01,C17-PQWY006,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,42.75,46.921337,YES,4.171337,8.537347,NO,7,0,51,86.1,0,0,39.4,39.4,0,0,0,0,39.4,0,35.612152,6.052369,13282,1840,NO,"",-1,0,PQWY,FUQN,JEAH,PQWY,YES,NO
C17-PQWY004-D0035R0002,C17-PQWY004-D0035R0002S03,C17-PQWY004,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,44.585342,46.974205,YES,2.3888626,9.558019,NO,5,0,40.5,86.1,0,0,64.5,64.5,0,0,0,0,64.5,0,22.832794,0.20987654,8843,51,NO,"",-1,0,DKFX,FUQN,JEAH,DKFX,YES,NO
C17-XDAT002-D0035R0003,C17-XDAT002-D0035R0003S03,C17-XDAT002,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,44.679092,47.067955,YES,2.3888626,9.558019,NO,5,0,32.95102,86.1,0,0,55.6,55.6,0,0,0,0,55.6,0,22.832794,0.20987654,8843,51,NO,"",-1,0,DKFX,FUQN,JEAH,DKFX,YES,NO
C17-PQWY005-D0039R0002,C17-PQWY005-D0039R0002S02,C17-PQWY005,STRATEGIC,STRATEGIC,C-17,C-17,NO,NO,43.43676,47.23436,YES,3.7975998,7.0155926,NO,7,0,47.826324,86.1,0,0,16,0,16,0,0,16,0,0,26.642412,12.478568,9626,4805,NO,"",-1,0,DKFX,FJXT,HNTK,DKFX,YES,NO
