LocationName,LocationGeoloc,Organization,SupplyType,SupplyName,CargoItem,Day,TotalRequirement,ConsumptionDemand,AircraftFuelDemand,OtherDemand,TotalConsumptionDemand,LocalStockage,TheaterStockage,TotalStockage,SafetyLevel,OnHand,NetInventory,InventoryChange,Production,AirDeliveries,SeaDeliveries,LandDeliveries,InPlaceDeliveries,LocalUse,AirDepartures,SeaDepartures,LandDepartures,InPlaceDepartures,MissedDemand,Shortfall,Capacity,LocalDeliveries,ControlLimit
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GABES,HNTS,GABES (HNTS),0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MADANIYIN,NWXN,MADANIYIN,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,999999,999624,-375,0,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
SFAX,VKNG,SFAX,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
SIGONELLA,VRJT,SIGONELLA,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GABES,HNTS,GABES (HNTS),1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MADANIYIN,NWXN,MADANIYIN,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
SFAX,VKNG,SFAX,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
SIGONELLA,VRJT,SIGONELLA,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,1,GEN-AMMO,MDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GABES,HNTS,GABES (HNTS),2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MADANIYIN,NWXN,MADANIYIN,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
SFAX,VKNG,SFAX,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
SIGONELLA,VRJT,SIGONELLA,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,2,GEN-POL,GAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,1,0,0,0,0,0,0,0,0,0,999624,999999,375,375,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,1,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,2,0,0,0,0,0,0,0,0,0,999999,999949,-50,0,0,0,0,0,0,0,50,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,2,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,3,0,0,0,0,0,0,0,0,0,999949,999999,50,50,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,3,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,4,0,0,0,0,0,0,0,0,0,999999,999949,-50,0,0,0,0,0,0,50,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,4,0,0,0,0,0,0,0,0,0,999999,999924,-75,0,0,0,0,0,0,75,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,5,0,0,0,0,0,0,0,0,0,999949,999999,50,50,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,5,0,0,0,0,0,0,0,0,0,999924,999999,75,75,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,6,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,6,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,7,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,7,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,8,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,8,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,9,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,9,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,10,0,0,0,0,0,0,0,0,0,0,88,88,0,88,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,10,0,0,0,0,0,0,0,0,0,999999,999574,-425,0,0,0,0,0,0,50,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,10,0,0,0,0,0,0,0,0,0,999999,999924,-75,0,0,0,0,0,0,75,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,10,0.1996,0.166,0,0,0.166,0.0336,0,0.0336,0.02016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0.166,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,11,0,0,0,0,0,0,0,0,0,88,75,-13,0,37,0,0,0,0,0,0,50,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,11,0,0,0,0,0,0,0,0,0,999574,999999,425,425,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,11,0,0,0,0,0,0,0,0,0,999924,999999,75,75,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,11,0.1996,0.166,0,0,0.166,0.0336,0,0.0336,0.04032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0.332,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,12,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,12,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,12,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,12,0.19959998,0.166,0,0,0.166,0.033599995,0,0.033599995,0.06048,0,50,50,0,0,0,50,0,0,0,0,0,0,0.166,0.49799997,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,13,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,13,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,13,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,13,0.1996,0.166,0,0,0.166,0.033600003,0,0.033600003,0.08064,50,49.336,-0.66400146,0,0,0,0,0,0.6640011,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,14,0,0,0,0,0,0,0,0,0,75,25,-50,0,0,0,0,0,0,0,0,50,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,14,0.0998,0.083,0,0,0.083,0.0168,0,0.0168,0.01008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.083,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,14,0,0,0,0,0,0,0,0,0,999999,999624,-375,0,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,14,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,14,0.1996,0.166,0,0,0.166,0.033600003,0,0.033600003,0.10079999,49.336,49.17,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,15,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,15,0.0998,0.083,0,0,0.083,0.0168,0,0.0168,0.02016,0,50,50,0,0,0,50,0,0,0,0,0,0,0.083,0.166,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,15,0,0,0,0,0,0,0,0,0,999624,999999,375,375,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,15,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,15,1.3838,1.1475,0,0,1.1475,0.23629999,0,0.23629999,0.14177999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1475,1.1475,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,15,0.19959998,0.166,0,0,0.166,0.033599988,0,0.033599988,0.12096,49.17,49.003998,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,15,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,16,0,0,0,0,0,0,0,0,0,25,129,104,0,104,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,16,0.09979999,0.083,0,0,0.083,0.016799998,0,0.016799998,0.03024,50,49.751,-0.24900055,0,0,0,0,0,0.24900037,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,16,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,16,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,16,1.3838,1.1475,0,0,1.1475,0.23629999,0,0.23629999,0.28355998,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1475,2.295,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,16,0.19960001,0.166,0,0,0.166,0.033600017,0,0.033600017,0.14112,49.003998,48.837997,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,16,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,17,0,0,0,0,0,0,0,0,0,129,100,-29,0,21,0,0,0,0,0,0,50,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,17,0.0998,0.083,0,0,0.083,0.016800001,0,0.016800001,0.04032,49.751,49.668,-0.08300018,0,0,0,0,0,0.083,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,17,0,0,0,0,0,0,0,0,0,999999,999624,-375,0,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,17,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,17,1.3838,1.1475,0,0,1.1475,0.23629999,0,0.23629999,0.42533997,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1475,3.4425,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,17,0.19959998,0.166,0,0,0.166,0.033599988,0,0.033599988,0.16128,48.837997,48.671997,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,17,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.15,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,18,0,0,0,0,0,0,0,0,0,100,50,-50,0,0,0,0,0,0,0,0,50,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,18,0.0998,0.083,0,0,0.083,0.016800001,0,0.016800001,0.050399996,49.668,49.585,-0.08300018,0,0,0,0,0,0.083,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,18,0,0,0,0,0,0,0,0,0,999624,999949,325,375,0,0,0,0,0,0,50,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,18,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,18,1.3838,1.1475,0,0,1.1475,0.23629999,0,0.23629999,0.56711996,0,50,50,0,0,0,50,0,0,0,0,0,0,1.1475,4.59,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,18,0.19960003,0.166,0,0,0.166,0.033600032,0,0.033600032,0.18144001,48.671997,48.505997,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,18,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.2,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,19,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,19,0.09979999,0.083,0,0,0.083,0.016799994,0,0.016799994,0.06048,49.585,49.502,-0.08300018,0,0,0,0,0,0.083,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,19,0,0,0,0,0,0,0,0,0,999949,999999,50,50,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,19,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,19,1.3838,1.1475,0,0,1.1475,0.23629999,0,0.23629999,0.7089,50,94.262505,44.262505,0,0,0,50,0,5.7374964,0,0,0,0,0,3.8146973E-6,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,19,0.19959997,0.166,0,0,0.166,0.033599973,0,0.033599973,0.20159999,48.505997,48.339996,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,19,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.25,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,20,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,20,0.10080001,0.084,0,0,0.084,0.016800009,0,0.016800009,0.07056,49.502,49.418,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,20,0,0,0,0,0,0,0,0,0,999999,999624,-375,0,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,20,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,20,9.668399,8.056999,0,0,8.056999,1.6113999,0,1.6113999,1.6757399,94.262505,86.205505,-8.056999,0,0,0,0,0,8.056999,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,20,0.2016,0.168,0,0,0.168,0.033600003,0,0.033600003,0.22175999,48.339996,48.171997,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,20,0.3311905,0.3311905,0,0,0.3311905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3311905,0.5811905,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,21,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,21,0.10079999,0.084,0,0,0.084,0.016799994,0,0.016799994,0.08064,49.418,49.334,-0.083999634,0,0,0,0,0,0.084,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,21,0,0,0,0,0,0,0,0,0,999624,999624,0,375,0,0,0,0,0,0,375,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,21,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,21,9.668399,8.056999,0,0,8.056999,1.6113999,0,1.6113999,2.64258,86.205505,78.148506,-8.056999,0,0,0,0,0,8.056999,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,21,0.20159997,0.168,0,0,0.168,0.033599973,0,0.033599973,0.24192,48.171997,48.003998,-0.16799927,0,0,0,0,0,0.168,0,0,0,0,0,0,999999,0,0
