LocationName,LocationGeoloc,Organization,SupplyType,SupplyName,CargoItem,Day,TotalRequirement,ConsumptionDemand,AircraftFuelDemand,OtherDemand,TotalConsumptionDemand,LocalStockage,TheaterStockage,TotalStockage,SafetyLevel,OnHand,NetInventory,InventoryChange,Production,AirDeliveries,SeaDeliveries,LandDeliveries,InPlaceDeliveries,LocalUse,AirDepartures,SeaDepartures,LandDepartures,InPlaceDepartures,MissedDemand,Shortfall,Capacity,LocalDeliveries,ControlLimit
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,157,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,16.189056,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,157,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,162.87285,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,157,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,230.01532,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,157,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,255.71567,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,157,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1518.5815,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,158,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,38.181416,35.544914,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,158,0,0,0,0,0,0,0,0,0,1040.3701,738.22614,-302.14398,0,60,378,0,0,0,0,0,740.144,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,158,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,17.416946,17.167946,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,158,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,154.01645,127.90995,-26.106499,0,0,0,0,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,158,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,171.39099,178.21399,6.822998,0,0,0,46,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,158,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,215.5551,170.2001,-45.354996,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,158,0,0,0,0,0,0,0,0,0,999549,999549,0,450,0,0,0,0,0,0,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,158,0,0,0,0,0,0,0,0,0,999999,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,158,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,158,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1334.5062,1330.5062,-4,0,0,0,303.62903,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,158,0.166,0.166,0,0,0.166,0,0,0,0.504,25.316952,25.150951,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,158,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,16.31239,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,158,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,164.09572,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,158,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,231.84961,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,158,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,257.83875,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,158,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1532.9841,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,159,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,35.544914,32.908413,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,159,0,0,0,0,0,0,0,0,0,738.22614,608.2582,-129.96796,0,12,450,0,0,0,0,0,591.96796,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,159,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,17.167946,16.918945,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,159,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,127.90995,151.80345,23.893501,0,0,0,50,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,159,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,178.21399,212.568,34.354004,0,0,0,73.531006,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,159,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,170.2001,174.84511,4.6450043,0,0,0,50,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,159,0,0,0,0,0,0,0,0,0,999549,999524,-25,450,0,0,0,0,0,25,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,159,0,0,0,0,0,0,0,0,0,999999,999974,-25,0,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,159,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,159,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1330.5062,1546.1353,215.62903,0,0,0,523.25806,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,159,0.166,0.166,0,0,0.166,0,0,0,0.504,25.150951,24.984951,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,159,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,16.435722,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,159,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,165.31856,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,159,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,233.6839,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,159,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,259.96185,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,159,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1547.3867,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,160,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,32.908413,40.27191,7.3634987,0,0,0,10,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,160,0,0,0,0,0,0,0,0,0,608.2582,850.1933,241.93512,0,28,468,0,0,0,0,0,254.0649,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,160,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,16.918945,16.669945,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,160,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,151.80345,175.69696,23.893509,0,0,0,50,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,160,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,212.568,219.39099,6.822998,0,0,0,46,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,160,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,174.84511,253.5549,78.70979,0,0,0,124.0648,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,160,0,0,0,0,0,0,0,0,0,999524,999524,0,475,0,0,0,0,0,25,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,160,0,0,0,0,0,0,0,0,0,999974,999974,0,25,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,160,0,0,0,0,0,0,0,0,0,10,0,-10,0,0,0,0,0,0,0,0,10,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,160,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1546.1353,1601.7643,55.62903,0,0,0,363.25806,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,160,0.166,0.166,0,0,0.166,0,0,0,0.504,24.984951,24.81895,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,160,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,16.559055,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,160,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,166.54143,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,160,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,235.51819,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,160,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,262.08493,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,160,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1561.7896,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,161,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,40.27191,37.63541,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,161,0,0,0,0,0,0,0,0,0,850.1933,632.1933,-218,0,72,0,0,0,0,0,0,290,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,161,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,16.669945,16.420944,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,161,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,175.69696,199.59045,23.893494,0,0,0,50,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,161,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,219.39099,230.21399,10.822998,0,0,0,50,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,161,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,253.5549,340.1999,86.64499,0,0,0,132,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,161,0,0,0,0,0,0,0,0,0,999524,999974,450,475,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,161,0,0,0,0,0,0,0,0,0,999974,999974,0,25,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,161,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1601.7643,1368.1353,-233.62903,0,0,0,74,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,161,0.166,0.166,0,0,0.166,0,0,0,0.504,24.81895,24.65295,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,161,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,16.682388,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,161,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,167.76427,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,161,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,237.35245,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,161,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,264.20804,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,161,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1576.1921,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,162,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,37.63541,34.99891,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,162,0,0,0,0,0,0,0,0,0,632.1933,314.56433,-317.62897,0,0,198,0,0,0,0,0,515.62897,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,162,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,16.420944,16.171944,-0.24900055,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,162,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,199.59045,173.48395,-26.106506,0,0,0,0,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,162,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,230.21399,195.03699,-35.177002,0,0,0,4,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,162,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,340.1999,364.90982,24.70993,0,0,0,70.064896,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,162,0,0,0,0,0,0,0,0,0,999974,999499,-475,25,0,0,0,0,0,0,500,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,162,0,0,0,0,0,0,0,0,0,999974,999999,25,25,0,0,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,162,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1368.1353,1310.5062,-57.62903,0,0,0,250,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,162,0.166,0.166,0,0,0.166,0,0,0,0.504,24.65295,24.48695,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,162,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,16.805721,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,162,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,168.98714,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,162,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,239.18674,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,162,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,266.33112,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,162,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1590.5947,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,163,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,34.99891,32.362408,-2.6365013,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,163,0,0,0,0,0,0,0,0,0,314.56433,270,-44.56433,0,0,270,0,0,0,0,0,314.56433,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,163,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,16.171944,15.922944,-0.2489996,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,163,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,173.48395,147.37744,-26.106506,0,0,0,0,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,163,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,195.03699,201.85999,6.822998,0,0,0,46,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,163,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,364.90982,319.5548,-45.35501,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,163,0,0,0,0,0,0,0,0,0,999499,999524,25,500,0,0,0,0,0,25,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,163,0,0,0,0,0,0,0,0,0,999999,999974,-25,0,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,163,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1310.5062,1532.5061,221.99988,0,0,0,529.62897,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,163,0.166,0.166,0,0,0.166,0,0,0,0.504,24.48695,24.32095,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,163,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,16.929054,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,163,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,170.20998,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,163,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,241.02103,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,163,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,268.45422,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,163,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1604.9973,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,164,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,32.362408,29.725908,-2.6364994,0,0,0,0,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,164,0,0,0,0,0,0,0,0,0,270,420,150,0,60,360,0,0,0,0,0,270,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,164,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,15.922944,15.673944,-0.2489996,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,164,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,147.37744,121.27094,-26.106499,0,0,0,0,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,164,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,201.85999,186.68298,-15.177002,0,0,0,24,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,164,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,319.5548,274.19983,-45.35498,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,164,0,0,0,0,0,0,0,0,0,999524,999524,0,475,0,0,0,0,0,25,450,0,0,0,0,999999,0,0
DMA DPO PHILADEL,TECV,PHILADELPHIA,0,GEN-RESUPPLY,JDB,164,0,0,0,0,0,0,0,0,0,999974,999974,0,25,0,0,0,0,0,25,0,0,0,0,0,999999,0,0
TUNISIASEABASE,SEA1,SEABASE,0,GEN-RESUPPLY,JDB,164,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,0,GEN-RESUPPLY,JDB,164,307.62903,307.62903,0,0,307.62903,0,0,0,950.4811,1532.5061,1441.4414,-91.0647,0,0,0,216.56433,0,307.62903,0,0,0,0,0,0,999999,0,0
THYNA,FUQN,THYNA-EL MAOU,0,GEN-RESUPPLY,JDB,164,0.166,0.166,0,0,0.166,0,0,0,0.504,24.32095,24.15495,-0.16600037,0,0,0,0,0,0.166,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,ABN,2,GEN-POL,GAD,164,0.123333335,0.123333335,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123333335,17.052387,999999,0,0
GABES,HNTM,GABES (HNTM),2,GEN-POL,GAD,164,1.2228572,1.2228572,0,0,1.2228572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2228572,171.43285,999999,0,0
GAFSA,HPBF,GAFSA,2,GEN-POL,GAD,164,1.8342856,1.8342856,0,0,1.8342856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8342856,242.85532,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,2,GEN-POL,GAD,164,2.1230953,2.1230953,0,0,2.1230953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1230953,270.5773,999999,0,0
CHEIKH LARBI TEBE,WSVC,TEBESSA,2,GEN-POL,GAD,164,14.402619,14.402619,0,0,14.402619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.402619,1619.4001,999999,0,0
BIR EL ATER,BQWK,ABN,0,GEN-RESUPPLY,JDB,165,2.6365001,2.6365001,0,0,2.6365001,0,0,0,8.1449995,29.725908,37.08941,7.3635006,0,0,0,10,0,2.6365001,0,0,0,0,0,0,999999,0,0
BIR EL ATER,BQWK,BIR EL ATER,0,GEN-RESUPPLY,JDB,165,0,0,0,0,0,0,0,0,0,420,40,-380,0,40,0,0,0,0,0,0,420,0,0,0,999999,0,0
MATMATA,HNTK,GABES,0,GEN-RESUPPLY,JDB,165,0.24899998,0.24899998,0,0,0.24899998,0,0,0,0.75600004,15.673944,15.424945,-0.2489996,0,0,0,0,0,0.24899998,0,0,0,0,0,0,999999,0,0
GABES,HNTM,GABES (HNTM),0,GEN-RESUPPLY,JDB,165,26.1065,26.1065,0,0,26.1065,0,0,0,80.6655,121.27094,145.16444,23.893501,0,0,0,50,0,26.1065,0,0,0,0,0,0,999999,0,0
GAFSA,HPBF,GAFSA,0,GEN-RESUPPLY,JDB,165,39.177002,39.177002,0,0,39.177002,0,0,0,121.047,186.68298,173.50598,-13.177002,0,0,0,26,0,39.177002,0,0,0,0,0,0,999999,0,0
DJERBA,JEAH,JERBA-ZARZIS,0,GEN-RESUPPLY,JDB,165,45.354996,45.354996,0,0,45.354996,0,0,0,140.133,274.19983,228.84483,-45.354996,0,0,0,0,0,45.354996,0,0,0,0,0,0,999999,0,0
MECHANICSBURG,PVSD,MECHANICSBURG,0,GEN-RESUPPLY,JDB,165,0,0,0,0,0,0,0,0,0,999524,999524,0,475,0,0,0,0,0,25,450,0,0,0,0,999999,0,0
