Day,Fleet,AircraftType,OwnedAircraft,BorrowedAircraft,Shared,SchedulingCandidates,TotalUsed,TotalMissions,StartedMissions,ChannelMissions,RepositionMissions,EmptyMissions,AvailableUteHours,TotalFlyingHours,LoadedFlyingHours,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay,TotalMiles,LoadedMiles,BulkSTons,OverSTons,OutSTons,PAX,UnschedBulk,UnschedOver,UnschedOut,UnschedPAX,0DecileLoaded,1DecileLoaded,2DecileLoaded,3DecileLoaded,4DecileLoaded,5DecileLoaded,6DecileLoaded,7DecileLoaded,8DecileLoaded,9DecileLoaded
20,STRATEGIC,C-17,30,0,0,27,13,16,9,0,2,8,381.000,94.747,59.500,20.250,.000,10.120,22.605,.000,.000,4.485,139.841,.000,NO,.000,36530,10447,38.6,254.9,.0,224,102.7,34.0,19.1,660,8,0,0,0,0,1,0,1,0,6
20,STRATEGIC,C-5A,17,0,0,17,0,0,0,0,0,0,164.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
20,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
20,STRATEGIC,KC-10,26,0,0,24,4,4,0,0,0,3,260.000,26.252,5.956,.000,3.000,3.000,6.000,.000,.000,.000,25.415,.000,NO,.000,10315,3021,21.3,15.0,.0,0,102.7,34.0,.0,588,3,0,0,0,0,1,0,0,0,0
21,STRATEGIC,B-747P,43,0,0,40,6,8,3,0,0,3,430.000,52.486,22.857,12.000,9.000,3.000,1.500,.000,.000,.000,66.014,.000,NO,.000,13956,4617,.0,.0,.0,1253,105.3,.0,.0,914,3,0,0,0,0,0,2,0,0,3
21,STRATEGIC,C-17,30,0,0,18,12,12,0,0,0,0,381.000,94.255,73.979,.000,15.673,.000,32.649,.000,.000,7.834,137.589,.000,NO,.000,37499,31160,74.4,348.9,.0,306,29.9,11.6,19.1,121,0,0,0,0,0,1,1,2,1,7
21,STRATEGIC,C-5A,17,0,0,17,1,1,1,0,0,0,164.900,9.000,5.619,3.750,.000,.000,.000,.000,.000,.000,11.250,.000,NO,.000,763,763,.0,.0,.0,97,.0,.0,.0,0,0,0,0,1,0,0,0,0,0,0
21,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
21,STRATEGIC,KC-10,26,0,0,25,3,3,1,0,0,2,260.000,23.774,4.171,5.000,.000,1.500,1.500,.000,.000,.000,25.085,.000,NO,.000,8995,1506,20.5,22.4,.0,0,134.5,11.6,.0,173,2,0,0,0,0,1,0,0,0,0
22,STRATEGIC,B-747P,43,0,0,38,10,11,5,0,0,7,430.000,82.923,24.304,21.000,6.000,1.500,7.500,.000,.000,.000,121.077,.000,NO,.000,36894,6639,.0,.0,.0,1019,6.8,.0,.0,998,7,0,0,0,0,1,2,0,0,1
22,STRATEGIC,C-17,30,0,0,22,12,15,3,0,0,10,381.000,103.293,15.594,6.827,11.250,9.000,14.496,.000,.000,10.207,122.493,.000,NO,.000,30441,8257,61.6,99.4,.0,110,16.7,11.6,.0,63,10,0,0,0,0,1,1,1,1,1
22,STRATEGIC,C-5A,17,0,0,16,1,1,0,0,0,0,164.900,9.000,9.000,.000,.000,.000,3.250,.000,.000,.000,11.750,.000,NO,.000,3620,3620,.0,.0,.0,97,.0,.0,.0,0,0,0,0,1,0,0,0,0,0,0
22,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
22,STRATEGIC,KC-10,26,0,0,25,2,2,0,0,0,1,260.000,14.933,7.500,.000,.000,1.500,4.500,.000,.000,.000,13.500,.000,NO,.000,7256,4441,20.5,22.4,.0,0,16.7,11.6,.0,43,1,0,0,0,0,1,0,0,0,0
23,STRATEGIC,B-747P,43,0,0,35,11,13,3,0,0,6,430.000,103.509,47.386,10.829,9.375,3.000,9.000,.000,.000,38.217,90.070,.000,NO,.000,42157,13420,.0,.0,.0,2045,13.6,.0,.0,1571,6,0,0,0,0,1,0,0,1,5
23,STRATEGIC,C-17,30,0,0,25,12,12,1,0,1,9,381.000,73.975,25.471,.000,.000,15.750,13.500,.000,.000,9.422,84.438,.000,NO,.000,24559,4819,84.4,8.1,19.1,64,9.8,11.6,.0,23,9,0,0,0,0,0,3,0,0,0
23,STRATEGIC,C-5A,17,0,0,16,1,1,0,0,0,0,164.900,9.000,9.000,3.750,.000,.000,.000,.000,.000,.000,11.250,.000,NO,.000,3069,3069,.0,.0,.0,97,.0,.0,.0,0,0,0,0,1,0,0,0,0,0,0
23,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
23,STRATEGIC,KC-10,26,0,0,25,1,1,0,0,0,0,260.000,5.436,.504,.000,3.000,.000,1.500,.000,.000,.851,13.213,.000,NO,.000,1071,176,20.5,22.4,.0,0,13.7,.0,.0,25,0,0,0,0,0,1,0,0,0,0
24,STRATEGIC,B-747P,43,0,0,35,14,15,4,0,0,8,430.000,126.640,53.270,14.997,10.623,4.500,7.500,.000,.000,2.510,139.414,.000,NO,.000,37341,12416,.0,.0,.0,2037,.9,.0,.0,3149,8,1,0,0,0,0,0,0,1,5
24,STRATEGIC,C-17,30,0,0,27,9,11,6,0,2,5,381.000,58.516,27.217,7.673,6.750,4.500,11.250,.000,.000,2.250,114.427,.000,NO,.000,20505,9754,116.4,15.2,19.1,66,190.9,11.6,.0,59,5,1,0,0,0,0,3,2,0,0
24,STRATEGIC,C-5A,17,0,0,16,1,1,0,0,0,0,164.900,9.000,9.000,.000,.000,.000,3.250,.000,.000,.000,11.750,.000,NO,.000,3752,3752,3.0,.0,.0,97,180.1,.0,.0,0,0,0,0,1,0,0,0,0,0,0
24,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
24,STRATEGIC,KC-10,26,0,0,26,2,3,2,0,0,1,260.000,13.387,2.536,10.000,.000,.000,3.000,.000,.000,.000,21.613,.000,NO,.000,8292,2089,60.1,2.7,.0,0,190.9,11.6,.0,64,1,0,0,0,0,1,0,1,0,0
25,STRATEGIC,B-747P,43,0,0,36,12,12,0,0,0,6,430.000,62.686,27.833,7.377,9.000,8.104,7.500,.000,.000,.000,111.373,.000,NO,.000,41924,18158,.0,.0,.0,1755,.0,.0,.0,4669,6,1,0,0,0,0,0,0,0,5
25,STRATEGIC,C-17,40,0,0,33,10,11,2,0,2,5,508.000,79.007,34.877,8.077,4.500,4.500,18.000,.000,.000,5.566,99.502,.000,NO,.000,29779,12243,34.9,8.5,.0,58,48.0,.0,19.1,110,6,2,0,0,0,0,0,3,0,0
25,STRATEGIC,C-5A,37,0,0,36,1,1,0,0,0,0,358.900,7.252,7.252,.000,4.998,.000,.000,.000,.000,.000,11.750,.000,NO,.000,6418,6418,3.0,.0,.0,97,48.0,.0,.0,0,0,0,0,1,0,0,0,0,0,0
25,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
25,STRATEGIC,KC-10,38,0,0,36,10,10,8,0,0,8,380.000,53.718,16.311,35.771,.000,.000,1.831,.000,.000,8.168,36.512,.000,NO,.000,1708,1708,60.1,2.7,.0,0,48.0,.0,.0,65,8,0,0,0,0,1,0,1,0,0
26,STRATEGIC,B-747P,43,0,0,39,7,9,3,0,0,5,430.000,71.717,27.087,3.817,6.000,3.896,3.000,.000,.000,.000,80.466,.000,NO,.000,32873,13094,.0,.0,.0,1420,.0,.0,.0,4555,5,0,0,0,0,0,0,0,0,4
26,STRATEGIC,C-17,40,0,0,36,10,13,4,0,1,5,508.000,66.315,37.129,6.750,6.750,11.250,12.940,.000,.000,3.345,106.651,.000,NO,.000,28123,14455,82.9,1.4,.0,56,60.5,45.8,19.1,315,6,1,0,0,0,0,0,5,0,0
26,STRATEGIC,C-5A,37,0,0,36,1,1,0,0,0,1,358.900,7.498,.000,1.502,.000,.000,3.250,.000,.000,.000,11.750,.000,NO,.000,634,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
26,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
26,STRATEGIC,KC-10,38,0,0,28,10,10,0,0,0,0,380.000,84.709,75.214,9.229,11.065,.000,13.349,.000,.000,13.609,108.041,.000,NO,.000,33926,31282,204.4,14.3,.0,0,60.5,45.8,.0,220,1,0,0,1,0,1,0,7,0,0
27,STRATEGIC,B-747P,43,0,0,40,11,12,5,0,0,5,430.000,89.613,43.878,19.836,3.000,6.000,4.500,.000,.000,.000,81.342,.000,NO,.000,40030,11714,.0,.0,.0,1861,38.0,.0,.0,6563,6,0,1,0,0,0,0,0,0,5
27,STRATEGIC,C-17,40,0,0,34,9,11,3,0,2,6,508.000,66.304,23.578,4.500,5.981,4.500,18.560,.000,.000,3.287,108.468,.000,NO,.000,28206,12234,66.8,1.4,.0,2,38.0,.0,19.1,315,6,1,0,0,0,0,0,4,0,0
27,STRATEGIC,C-5A,37,0,0,37,1,1,0,0,0,1,358.900,8.814,.000,.000,.000,3.250,.000,.000,.000,.000,.000,.000,NO,.000,3341,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
27,STRATEGIC,CH47,3,0,0,3,3,3,4,0,0,0,30.000,26.331,24.800,6.750,6.604,4.772,.000,.000,.000,.000,.000,.000,NO,.000,372,0,30.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,3
27,STRATEGIC,KC-10,38,0,0,29,11,11,1,0,0,4,380.000,62.506,22.106,5.935,18.000,1.500,14.802,.000,.000,39.933,114.176,.000,NO,.000,33279,20782,108.0,11.6,.0,0,38.0,.0,.0,220,5,1,0,1,0,0,0,4,0,0
28,STRATEGIC,B-747P,43,0,0,35,9,9,1,0,0,1,430.000,56.244,31.452,5.548,15.000,.000,12.000,.000,.000,.000,127.208,.000,NO,.000,39742,24224,.0,.0,.0,1867,.0,.0,.0,9383,2,0,1,0,1,0,0,0,0,5
28,STRATEGIC,C-17,40,0,0,35,9,11,2,0,2,5,508.000,62.423,21.565,.769,4.500,9.000,8.093,.000,.000,6.311,73.222,.000,NO,.000,16990,7149,54.5,45.8,.0,56,.0,.0,.0,64,5,0,0,0,0,0,0,3,1,0
28,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
28,STRATEGIC,CH47,3,0,0,3,1,1,0,0,0,0,30.000,8.777,8.267,2.250,2.201,4.228,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
28,STRATEGIC,KC-10,38,0,0,31,10,11,1,0,0,10,380.000,88.997,11.455,5.000,.000,3.000,19.518,.000,.000,2.353,98.937,.000,NO,.000,31411,5007,8.1,.0,.0,0,.0,.0,.0,220,10,1,0,0,0,0,0,0,0,0
29,STRATEGIC,B-747P,43,0,0,36,10,12,3,0,0,8,430.000,95.274,23.279,8.201,9.000,3.000,6.000,.000,.000,.000,118.524,.000,NO,.000,28421,5837,.0,.0,.0,1220,.0,.0,.0,10246,8,0,0,0,1,0,0,0,0,3
29,STRATEGIC,C-17,40,0,0,36,7,10,3,0,1,6,508.000,48.972,7.354,2.461,4.500,6.750,9.907,.000,.000,7.638,87.773,.000,NO,.000,26274,4092,22.5,45.8,.0,56,11.0,.0,.0,0,6,0,0,0,0,0,0,1,1,0
29,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,11.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
29,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
29,STRATEGIC,KC-10,38,0,0,36,11,14,6,0,0,9,380.000,68.174,23.330,21.604,3.000,6.000,12.000,.000,.000,34.328,75.049,.000,NO,.000,31819,8305,46.1,124.0,.0,0,11.0,.0,.0,0,9,2,0,0,1,0,0,2,0,0
30,STRATEGIC,B-747P,73,0,0,69,10,13,3,0,0,8,730.000,65.425,29.208,15.000,10.095,9.000,.000,.000,.000,23.667,64.528,.000,NO,.000,42272,17765,.0,.0,.0,1294,.0,.0,.0,14830,8,0,0,0,1,0,0,0,0,4
30,STRATEGIC,C-17,40,0,0,36,8,8,1,0,0,5,508.000,41.697,14.002,10.991,.000,6.750,4.500,.000,.000,12.110,90.824,.000,NO,.000,11808,1388,2.8,1.4,19.1,56,.0,.0,.0,0,5,1,0,1,0,0,0,1,0,0
30,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
30,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
30,STRATEGIC,KC-10,38,0,0,31,8,9,1,0,0,2,380.000,71.789,60.836,5.000,9.000,.000,16.500,.000,.000,.975,88.736,.000,NO,.000,31444,26535,104.0,124.0,.0,0,.0,.0,.0,0,2,1,0,0,1,0,0,5,0,0
31,STRATEGIC,B-747P,73,0,0,67,7,7,0,0,0,2,730.000,46.664,38.526,1.905,11.430,1.500,3.000,.000,.000,10.211,75.971,.000,NO,.000,23068,17735,.0,.0,.0,1687,.0,.0,.0,17008,2,0,0,0,0,0,0,1,0,4
31,STRATEGIC,C-17,40,0,0,35,10,10,5,0,2,0,508.000,65.859,51.240,11.201,8.128,.000,13.500,.000,.000,5.946,116.132,.000,NO,.000,28702,21738,66.8,1.4,19.1,112,180.0,.0,.0,138,0,1,0,1,0,0,0,6,0,0
31,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,180.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
31,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
31,STRATEGIC,KC-10,38,0,0,30,9,9,1,0,0,3,380.000,75.411,29.037,5.000,12.000,.000,15.000,.000,.000,.000,108.589,.000,NO,.000,27466,11003,55.0,124.0,.0,0,180.0,.0,.0,0,3,1,0,1,0,0,0,4,0,0
32,STRATEGIC,B-747P,73,0,0,69,9,10,4,0,0,6,730.000,64.289,20.917,15.570,5.364,3.000,6.000,.000,.000,17.931,86.496,.000,NO,.000,40512,12818,.0,.0,.0,1332,.0,.0,.0,15390,6,0,0,0,0,0,0,1,0,3
32,STRATEGIC,C-17,40,0,0,33,10,11,1,0,2,7,508.000,72.499,29.483,3.122,6.750,6.750,18.000,.000,.000,.000,102.286,.000,NO,.000,29685,13751,50.8,1.4,.0,56,32.0,.0,.0,0,7,1,0,0,0,0,0,3,0,0
32,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,32.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
32,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
32,STRATEGIC,KC-10,38,0,0,32,13,15,6,0,0,13,380.000,95.360,16.346,24.810,6.000,4.500,10.500,.000,.000,26.828,122.195,.000,NO,.000,33795,10274,33.0,.0,.0,0,32.0,.0,.0,0,13,0,0,1,0,0,0,1,0,0
33,STRATEGIC,B-747P,73,0,0,68,9,11,3,0,0,7,730.000,81.471,31.046,5.481,8.796,4.500,4.073,.000,.000,5.933,86.659,.000,NO,.000,30415,12044,.0,.0,.0,1420,.0,.0,.0,15403,7,0,0,0,0,0,0,0,0,4
33,STRATEGIC,C-17,40,0,0,36,8,10,2,0,0,7,508.000,58.206,6.402,6.750,4.500,9.000,6.750,.000,.000,4.425,89.523,.000,NO,.000,19581,4357,32.0,.0,.0,28,.0,40.0,.0,0,7,0,0,0,0,0,0,3,0,0
33,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
33,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
33,STRATEGIC,KC-10,38,0,0,30,12,15,3,0,0,9,380.000,107.449,47.887,18.756,12.000,6.000,13.500,.000,.000,11.520,109.878,.000,NO,.000,46262,21671,132.0,.0,.0,0,26.0,.0,.0,0,9,0,0,0,0,0,0,6,0,0
34,STRATEGIC,B-747P,73,0,0,66,9,10,2,0,0,5,730.000,69.992,30.383,10.358,6.000,1.500,4.927,.000,.000,12.064,111.158,.000,NO,.000,26060,6250,.0,.0,.0,1775,.0,.0,.0,15111,5,0,0,0,0,0,0,0,0,5
34,STRATEGIC,C-17,40,0,0,37,6,8,2,0,1,4,508.000,46.569,26.845,4.500,2.250,6.750,6.750,.000,.000,.000,53.513,.000,NO,.000,13993,6145,16.0,80.0,.0,56,.0,10.0,.0,0,4,0,0,0,0,0,0,2,0,1
34,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
34,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
34,STRATEGIC,KC-10,38,0,0,29,12,14,3,0,0,8,380.000,115.997,39.200,13.292,13.542,3.000,19.500,.000,.000,2.582,120.086,.000,NO,.000,44524,18527,132.0,.0,.0,0,9.0,.0,.0,0,8,0,0,0,0,0,0,6,0,0
35,STRATEGIC,B-747P,73,0,0,68,9,13,4,0,0,8,730.000,84.188,24.801,9.000,11.692,6.000,4.500,.000,.000,.327,100.293,.000,NO,.000,45113,12330,.0,.0,.0,1775,.0,.0,.0,14396,8,0,0,0,0,0,0,0,0,5
35,STRATEGIC,C-17,40,0,0,36,10,11,6,0,1,6,508.000,64.651,18.769,6.750,6.750,2.250,11.469,.000,.000,1.567,97.266,.000,NO,.000,21589,9466,32.0,80.0,.0,68,124.0,14.0,.0,0,6,0,0,0,0,0,0,3,0,1
35,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,124.0,14.0,.0,0,0,0,0,0,0,0,0,0,0,0
35,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
35,STRATEGIC,KC-10,38,0,0,30,14,17,5,0,0,12,380.000,131.482,33.444,27.607,6.000,6.000,16.500,.000,.000,1.500,139.042,.000,NO,.000,46798,14570,110.0,.0,.0,0,124.0,14.0,.0,0,12,0,0,0,0,0,0,5,0,0
36,STRATEGIC,B-747P,73,0,0,66,9,11,2,0,0,8,730.000,76.014,30.294,6.308,3.000,3.000,7.060,.000,.000,9.073,111.545,.000,NO,.000,26775,7969,.0,.0,.0,867,.0,.0,.0,17857,8,0,0,0,1,0,0,0,0,2
36,STRATEGIC,C-17,40,0,0,32,11,13,3,0,0,9,508.000,84.318,17.911,6.750,4.500,4.500,16.367,.000,.000,11.292,136.273,.000,NO,.000,34861,7763,25.0,101.2,.0,28,48.0,14.0,9.0,0,9,0,0,0,0,0,0,2,1,0
36,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,48.0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0
36,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
36,STRATEGIC,KC-10,38,0,0,30,13,15,2,0,0,9,380.000,105.279,42.250,1.992,15.516,7.500,16.500,.000,.000,1.546,125.256,.000,NO,.000,45247,21839,132.0,.0,.0,0,48.0,14.0,.0,0,9,0,0,0,0,0,0,6,0,0
37,STRATEGIC,B-747P,73,0,0,67,10,12,3,0,0,6,730.000,82.686,34.545,12.164,12.000,4.500,4.503,.000,.000,5.992,100.490,.000,NO,.000,34164,16027,.0,.0,.0,1927,.0,.0,.0,18255,6,0,0,0,1,0,0,0,0,5
37,STRATEGIC,C-17,40,0,0,30,11,12,1,0,0,4,508.000,82.842,27.998,13.500,9.000,2.250,19.413,.000,.000,7.136,129.858,.000,NO,.000,36342,10740,57.0,244.5,.0,0,241.9,14.0,9.0,0,4,0,0,0,0,3,0,4,1,0
37,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,238.0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0
37,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
37,STRATEGIC,KC-10,38,0,0,30,10,12,2,0,0,10,380.000,93.309,15.551,17.484,.000,3.000,11.762,.000,.000,.000,114.445,.000,NO,.000,31154,4324,44.0,.0,.0,0,241.9,14.0,.0,0,10,0,0,0,0,0,0,2,0,0
38,STRATEGIC,B-747P,73,0,0,66,9,11,2,0,0,7,730.000,77.131,29.227,7.360,7.358,3.000,6.436,.000,.000,7.444,107.271,.000,NO,.000,41617,13879,.0,.0,.0,1247,.0,.0,.0,21290,7,0,0,0,0,1,0,0,0,3
38,STRATEGIC,C-17,40,0,0,32,11,14,3,0,1,5,508.000,66.951,21.889,2.250,11.250,6.750,15.750,.000,.000,4.679,144.364,.000,NO,.000,22643,11876,32.0,164.2,.0,28,151.8,53.8,9.0,0,5,0,0,0,0,2,0,3,1,0
38,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,140.0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0
38,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
38,STRATEGIC,KC-10,38,0,0,33,10,13,3,0,0,6,380.000,63.116,23.280,20.000,6.000,4.619,9.849,.000,.000,8.664,85.042,.000,NO,.000,29859,10654,154.0,.0,.0,0,151.8,53.8,.0,0,6,0,0,0,0,0,0,7,0,0
39,STRATEGIC,B-747P,73,0,0,67,9,11,2,0,0,7,730.000,66.292,17.031,9.119,9.000,4.500,4.500,.000,.000,24.083,77.560,.000,NO,.000,30702,6517,.0,.0,.0,1247,.0,.0,.0,20410,7,0,0,0,0,1,0,0,0,3
39,STRATEGIC,C-17,40,0,0,34,12,17,6,0,2,9,508.000,88.950,24.293,11.250,2.250,11.250,10.690,.000,.000,5.579,146.034,.000,NO,.000,31250,5571,48.0,.0,.0,56,39.9,14.0,9.0,0,9,0,0,0,0,0,0,4,0,0
39,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,32.0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0
39,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
39,STRATEGIC,KC-10,38,0,0,31,9,9,2,0,0,2,380.000,70.024,38.630,10.000,12.781,1.381,12.889,.000,.000,1.500,108.806,.000,NO,.000,35174,24396,154.0,.0,.0,0,39.9,14.0,.0,0,2,0,0,0,0,0,0,7,0,0
40,STRATEGIC,B-747P,73,0,0,69,8,10,2,0,0,7,730.000,68.723,28.210,1.990,4.789,6.000,1.500,.000,.000,1.661,70.403,.000,NO,.000,24748,6540,.0,.0,.0,1065,.0,.0,.0,19362,7,0,0,0,0,0,0,0,0,3
40,STRATEGIC,C-17,40,0,0,32,13,15,3,0,2,6,508.000,87.356,46.034,13.500,8.231,9.000,15.750,.000,.000,2.277,151.656,.000,NO,.000,38059,17928,96.0,.0,.0,84,169.9,14.0,9.0,0,6,0,0,0,0,0,0,8,0,0
40,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,162.0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0
40,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
