Day,Fleet,AircraftType,OwnedAircraft,BorrowedAircraft,Shared,SchedulingCandidates,TotalUsed,TotalMissions,StartedMissions,ChannelMissions,RepositionMissions,EmptyMissions,AvailableUteHours,TotalFlyingHours,LoadedFlyingHours,UploadHours,DownloadHours,HomeHours,EnrouteHours,RecoveryHours,ChannelSvcHours,MogDelay,CrewRestHours,ItineraryDelay,ConfigurationChange,ReconfigurationDelay,TotalMiles,LoadedMiles,BulkSTons,OverSTons,OutSTons,PAX,UnschedBulk,UnschedOver,UnschedOut,UnschedPAX,0DecileLoaded,1DecileLoaded,2DecileLoaded,3DecileLoaded,4DecileLoaded,5DecileLoaded,6DecileLoaded,7DecileLoaded,8DecileLoaded,9DecileLoaded
40,STRATEGIC,KC-10,38,0,0,32,11,13,4,0,0,9,380.000,88.748,20.548,22.219,6.000,3.000,13.500,.000,.000,5.410,107.557,.000,NO,.000,33742,8404,88.0,.0,.0,0,169.9,14.0,.0,0,9,0,0,0,0,0,0,4,0,0
41,STRATEGIC,B-747P,73,0,0,68,6,7,1,0,0,5,730.000,40.982,5.918,11.221,.000,1.500,4.500,.000,.000,11.730,74.067,.000,NO,.000,19625,1148,.0,.0,.0,710,.0,.0,.0,18554,5,0,0,0,0,0,0,0,0,2
41,STRATEGIC,C-17,40,0,0,31,14,16,5,0,1,6,508.000,110.700,53.784,14.171,11.250,4.500,18.560,.000,.000,3.476,173.343,.000,NO,.000,39552,19770,83.9,163.8,.0,112,64.0,14.0,9.0,0,6,0,0,0,0,1,0,7,0,1
41,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,64.0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0
41,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
41,STRATEGIC,KC-10,38,0,0,32,10,13,3,0,0,7,380.000,80.559,38.946,15.000,8.110,3.000,15.000,.000,.000,9.404,94.568,.000,NO,.000,36278,16868,132.0,.0,.0,0,64.0,14.0,.0,0,7,0,0,0,0,0,0,6,0,0
42,STRATEGIC,B-747P,73,0,0,70,7,9,3,0,0,5,730.000,64.766,26.936,4.076,3.000,4.500,1.500,.000,.000,6.343,65.372,.000,NO,.000,32900,13524,.0,.0,.0,1420,.0,.0,.0,17535,5,0,0,0,0,0,0,0,0,4
42,STRATEGIC,C-17,40,0,0,30,17,21,7,0,0,12,508.000,107.302,42.954,9.460,5.450,9.418,27.000,.000,.000,24.686,182.683,.000,NO,.000,46120,17708,80.0,124.0,.0,28,200.0,14.0,9.0,172,12,0,0,0,0,1,0,5,0,1
42,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,200.0,14.0,9.0,0,0,0,0,0,0,0,0,0,0,0
42,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
42,STRATEGIC,KC-10,38,0,0,31,10,12,3,0,0,7,380.000,88.710,28.149,15.890,11.621,3.000,10.500,.000,.000,5.628,104.651,.000,NO,.000,34458,15388,110.0,.0,.0,0,200.0,14.0,.0,0,7,0,0,0,0,0,0,5,0,0
43,STRATEGIC,B-747P,73,0,0,67,6,6,0,0,0,1,730.000,42.583,24.735,4.924,6.000,.000,6.000,.000,.000,6.615,77.879,.000,NO,.000,16872,10077,.0,.0,.0,1458,.0,.0,.0,17651,1,1,0,0,0,0,0,0,0,4
43,STRATEGIC,C-17,40,0,0,27,19,22,6,0,0,9,508.000,144.555,54.250,18.425,11.250,8.582,21.138,.000,.000,39.865,188.186,.000,NO,.000,51830,27722,71.9,231.4,.0,84,130.0,134.0,9.0,0,9,0,0,1,0,1,2,6,0,1
43,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,130.0,134.0,9.0,0,0,0,0,0,0,0,0,0,0,0
43,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
43,STRATEGIC,KC-10,38,0,0,29,10,11,1,0,0,8,380.000,89.138,25.492,5.015,8.555,1.737,16.500,.000,.000,3.976,115.078,.000,NO,.000,37640,13958,66.0,.0,.0,0,130.0,134.0,.0,0,8,0,0,0,0,0,0,3,0,0
44,STRATEGIC,B-747P,73,0,0,69,6,7,1,0,0,4,730.000,50.278,12.418,3.000,9.000,3.261,3.000,.000,.000,4.326,52.942,.000,NO,.000,24288,9188,.0,.0,.0,748,.0,.0,.0,17551,4,1,0,0,0,0,0,0,0,2
44,STRATEGIC,C-17,40,0,0,24,19,22,3,0,0,13,508.000,143.746,45.429,2.665,13.500,6.750,38.199,.000,.000,7.945,243.194,.000,NO,.000,53993,19200,103.9,39.4,.0,84,48.0,134.0,9.0,0,13,0,0,1,1,0,0,6,0,0
44,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,48.0,134.0,9.0,0,0,0,0,0,0,0,0,0,0,0
44,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
44,STRATEGIC,KC-10,38,0,0,34,8,11,3,0,0,9,380.000,64.081,15.605,15.809,1.736,5.763,12.000,.000,.000,8.142,56.370,.000,NO,.000,26510,5663,44.0,.0,.0,0,64.0,134.0,.0,0,9,0,0,0,0,0,0,2,0,0
45,STRATEGIC,B-747P,73,0,0,70,4,5,1,0,0,4,730.000,39.232,8.981,3.000,3.000,2.739,3.000,.000,.000,7.249,39.019,.000,NO,.000,12945,2062,.0,.0,.0,355,.0,.0,.0,16909,4,0,0,0,0,0,0,0,0,1
45,STRATEGIC,C-17,40,0,0,27,18,23,5,0,0,14,508.000,127.343,14.245,16.457,18.000,13.500,19.230,.000,.000,43.915,198.159,.000,NO,.000,55909,18591,80.0,228.2,.0,0,.0,.0,9.0,31,14,0,0,0,0,0,3,6,0,0
45,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,9.0,0,0,0,0,0,0,0,0,0,0,0
45,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
45,STRATEGIC,KC-10,38,0,0,34,10,13,6,0,0,6,380.000,89.617,41.248,23.545,9.000,3.000,7.500,.000,.000,9.466,97.872,.000,NO,.000,35269,14652,154.0,.0,.0,0,.0,.0,.0,0,6,0,0,0,0,0,0,7,0,0
46,STRATEGIC,B-747P,73,0,0,71,5,7,3,0,0,5,730.000,34.980,12.974,9.000,.000,3.000,3.000,.000,.000,11.441,58.579,.000,NO,.000,25322,3058,.0,.0,.0,710,.0,.0,.0,15219,5,0,0,0,0,0,0,0,0,2
46,STRATEGIC,C-17,40,0,0,29,20,26,8,0,2,14,508.000,156.384,57.332,21.724,4.500,14.119,30.312,.000,.000,5.285,221.767,.000,NO,.000,58319,17278,73.0,231.6,.0,28,148.0,39.2,9.0,3,14,1,0,1,0,0,0,6,0,2
46,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,148.0,39.2,9.0,0,0,0,0,0,0,0,0,0,0,0
46,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
46,STRATEGIC,KC-10,38,0,0,29,10,11,1,0,0,4,380.000,80.113,44.197,12.719,10.665,.000,18.225,.000,.000,18.079,86.699,.000,NO,.000,41163,27996,154.0,.0,.0,0,148.0,39.2,.0,0,4,0,0,0,0,0,0,7,0,0
47,STRATEGIC,B-747P,73,0,0,69,5,6,1,0,0,2,730.000,52.247,33.219,2.312,3.000,1.500,6.000,.000,.000,.000,54.941,.000,NO,.000,18993,11345,.0,.0,.0,1420,.0,.0,.0,14740,2,0,0,0,0,0,0,0,0,4
47,STRATEGIC,C-17,40,0,0,27,19,22,4,0,4,7,508.000,115.068,66.264,9.020,15.576,12.881,28.771,.000,.000,10.669,227.726,.000,NO,.000,43861,25789,121.0,272.4,.0,84,50.0,39.2,9.0,0,7,0,0,1,0,0,1,9,0,2
47,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,50.0,39.2,9.0,0,0,0,0,0,0,0,0,0,0,0
47,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
47,STRATEGIC,KC-10,38,0,0,31,10,13,3,0,0,10,380.000,84.137,9.848,1.335,6.919,4.500,13.275,.000,.000,.000,129.835,.000,NO,.000,29531,6623,66.0,.0,.0,0,50.0,39.2,.0,0,10,0,0,0,0,0,0,3,0,0
48,STRATEGIC,B-747P,73,0,0,68,8,8,3,0,0,2,730.000,62.399,27.657,9.688,9.000,.615,4.721,.000,.000,8.075,97.502,.000,NO,.000,27946,13993,.0,.0,.0,2130,.0,.0,.0,12439,2,0,0,0,0,0,0,0,0,6
48,STRATEGIC,C-17,40,0,0,28,18,21,4,0,4,11,508.000,141.082,44.976,6.875,8.749,14.675,30.849,.000,.000,6.821,187.542,.000,NO,.000,42915,19725,96.0,119.2,.0,56,.0,.0,9.0,0,11,0,0,0,1,0,0,6,0,1
48,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,9.0,0,0,0,0,0,0,0,0,0,0,0
48,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
48,STRATEGIC,KC-10,38,0,0,29,12,12,2,0,0,10,380.000,89.114,14.694,27.081,.000,1.856,9.643,.000,.000,41.094,103.414,.000,NO,.000,31344,4086,44.0,.0,.0,0,.0,.0,.0,0,10,0,0,0,0,0,0,2,0,0
49,STRATEGIC,B-747P,73,0,0,69,7,9,2,0,0,5,730.000,70.682,29.295,3.000,5.859,5.385,6.140,.000,.000,1.142,63.359,.000,NO,.000,35815,20777,.0,.0,.0,1420,.0,.0,.0,11614,5,0,0,0,0,0,0,0,0,4
49,STRATEGIC,C-17,40,0,0,33,16,18,4,0,4,12,508.000,95.404,20.143,9.251,6.525,19.075,12.651,.000,.000,.000,165.404,.000,NO,.000,34387,10008,32.0,39.2,.0,56,.0,.0,.0,0,12,0,1,0,1,0,0,2,0,0
49,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
49,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
49,STRATEGIC,KC-10,38,0,0,32,8,8,0,0,0,3,380.000,53.260,34.678,.000,15.000,8.122,8.980,.000,.000,.000,67.429,.000,NO,.000,25890,20499,110.0,.0,.0,0,.0,.0,.0,0,3,0,0,0,0,0,0,5,0,0
50,STRATEGIC,B-747P,73,0,0,67,7,7,1,0,0,2,730.000,53.873,21.645,6.141,6.000,.000,5.639,.000,.000,6.206,90.140,.000,NO,.000,18273,8311,.0,.0,.0,1775,.0,.0,.0,11566,2,0,0,0,0,0,0,0,0,5
50,STRATEGIC,C-17,40,0,0,36,12,16,6,0,2,8,508.000,84.560,17.845,11.475,4.500,13.500,10.100,.000,.000,.304,141.529,.000,NO,.000,35204,6974,38.0,39.2,.0,84,66.0,.0,.0,207,8,1,1,0,1,0,0,3,0,0
50,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,66.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
50,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
50,STRATEGIC,KC-10,38,0,0,33,9,9,4,0,0,5,380.000,80.620,12.822,20.000,.000,.521,14.377,.000,.000,3.000,98.003,.000,NO,.000,30102,5320,88.0,.0,.0,0,66.0,.0,.0,0,5,0,0,0,0,0,0,4,0,0
51,STRATEGIC,B-747P,73,0,0,70,8,9,2,0,0,5,730.000,66.094,27.777,3.703,4.992,6.000,4.068,.000,.000,.000,56.639,.000,NO,.000,35341,17135,.0,.0,.0,1272,.0,.0,.0,11004,5,0,0,0,0,1,0,0,0,3
51,STRATEGIC,C-17,40,0,0,32,10,10,0,0,0,3,508.000,68.317,40.423,13.500,2.421,4.500,13.305,.000,.000,2.483,115.143,.000,NO,.000,24084,15451,38.0,.0,9.0,87,.0,.0,.0,0,3,1,1,0,0,0,0,5,0,0
51,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
51,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
51,STRATEGIC,KC-10,38,0,0,34,9,12,3,0,0,8,380.000,68.034,25.273,5.000,12.000,7.500,6.000,.000,.000,1.376,92.300,.000,NO,.000,29336,12409,88.0,.0,.0,0,.0,.0,.0,0,8,0,0,0,0,0,0,4,0,0
52,STRATEGIC,B-747P,73,0,0,68,5,5,0,0,0,2,730.000,39.763,16.759,3.306,6.000,.000,4.932,.000,.000,.000,66.000,.000,NO,.000,12059,8580,.0,.0,.0,917,.0,.0,.0,12440,2,0,0,0,0,1,0,0,0,2
52,STRATEGIC,C-17,40,0,0,33,9,9,1,0,1,3,508.000,68.779,41.603,2.079,11.909,4.500,6.945,.000,.000,2.776,92.395,.000,NO,.000,27854,21539,80.0,.0,9.0,87,.0,.0,.0,0,3,1,0,0,0,0,0,5,0,0
52,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
52,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
52,STRATEGIC,KC-10,38,0,0,31,7,7,0,0,0,4,380.000,63.836,23.133,10.000,3.000,.000,16.500,.000,.000,.512,74.152,.000,NO,.000,24225,10381,66.0,.0,.0,0,.0,.0,.0,0,4,0,0,0,0,0,0,3,0,0
53,STRATEGIC,B-747P,73,0,0,71,6,8,3,0,0,6,730.000,50.581,9.328,9.000,3.000,4.500,3.000,.000,.000,11.050,41.919,.000,NO,.000,31262,7275,.0,.0,.0,710,.0,.0,.0,9939,6,0,0,0,0,0,0,0,0,2
53,STRATEGIC,C-17,40,0,0,33,7,7,0,0,0,5,508.000,52.444,1.924,1.591,9.000,1.843,10.107,.000,.000,.000,93.015,.000,NO,.000,17015,4188,32.0,.0,.0,31,.0,.0,.0,0,5,0,0,0,0,0,0,2,0,0
53,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
53,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
53,STRATEGIC,KC-10,38,0,0,35,7,7,0,0,0,5,380.000,40.527,5.438,.000,6.000,6.000,3.000,.000,.000,11.236,44.158,.000,NO,.000,15144,2284,44.0,.0,.0,0,.0,.0,.0,0,5,0,0,0,0,0,0,2,0,0
54,STRATEGIC,B-747P,73,0,0,69,6,7,2,0,0,3,730.000,55.027,31.731,6.000,6.000,1.500,4.287,.000,.000,.000,71.187,.000,NO,.000,24828,7161,.0,.0,.0,1420,.0,.0,.0,8848,3,0,0,0,0,0,0,0,0,4
54,STRATEGIC,C-17,40,0,0,39,6,7,1,0,0,6,508.000,31.863,.398,2.201,.000,11.543,5.643,.000,.000,.000,44.069,.000,NO,.000,11891,144,.0,.0,.0,28,.0,.0,.0,8,6,0,0,0,0,0,0,1,0,0
54,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
54,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
54,STRATEGIC,KC-10,38,0,0,36,7,8,5,0,0,4,380.000,65.324,14.322,25.000,.000,1.500,6.000,.000,.000,1.674,68.501,.000,NO,.000,23638,5942,88.0,.0,.0,0,.0,.0,.0,0,4,0,0,0,0,0,0,4,0,0
55,STRATEGIC,B-747P,73,0,0,68,6,6,0,0,0,3,730.000,39.021,18.856,.000,5.859,1.500,6.213,.000,.000,.000,73.191,.000,NO,.000,21174,13059,.0,.0,.0,1065,.0,.0,.0,9655,3,0,0,0,0,0,0,0,0,3
55,STRATEGIC,C-17,16,0,0,16,1,1,0,0,0,0,203.200,7.961,7.961,2.250,.000,.113,1.039,.000,.000,.000,12.750,.000,NO,.000,1806,1806,.0,.0,.0,28,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0
55,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
55,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
55,STRATEGIC,KC-10,38,0,0,33,7,7,0,0,0,2,380.000,49.324,31.548,.000,12.000,3.000,7.500,.000,.000,1.386,66.519,.000,NO,.000,20604,13926,110.0,.0,.0,0,.0,.0,.0,0,2,0,0,0,0,0,0,5,0,0
56,STRATEGIC,B-747P,73,0,0,70,5,6,1,0,0,4,730.000,44.285,4.048,3.141,3.000,3.000,3.000,.000,.000,.000,57.405,.000,NO,.000,14424,4927,.0,.0,.0,710,.0,.0,.0,8929,4,0,0,0,0,0,0,0,0,2
56,STRATEGIC,C-17,16,0,0,16,1,1,0,0,0,0,203.200,5.539,4.861,.000,4.500,.000,1.211,.000,.000,.000,12.750,.000,NO,.000,4056,4051,15.0,.0,.0,28,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0
56,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
56,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
56,STRATEGIC,KC-10,38,0,0,33,11,11,6,0,0,4,380.000,88.956,17.358,30.000,3.000,.000,13.500,.000,.000,9.000,119.544,.000,NO,.000,27080,9568,147.0,.0,.0,0,.0,.0,.0,0,4,0,0,0,0,1,0,6,0,0
57,STRATEGIC,B-747P,73,0,0,72,4,7,3,0,0,4,730.000,43.306,13.673,9.000,3.000,4.500,.521,.000,.000,9.889,25.784,.000,NO,.000,25706,5463,.0,.0,.0,1065,.0,.0,.0,7065,4,0,0,0,0,0,0,0,0,3
57,STRATEGIC,C-17,16,0,0,16,1,1,0,0,0,1,203.200,9.710,.000,.000,.000,.000,2.250,.000,.000,.000,12.040,.000,NO,.000,3678,0,.0,.0,.0,0,.0,.0,.0,0,1,0,0,0,0,0,0,0,0,0
57,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
57,STRATEGIC,CH47,3,0,0,3,1,1,1,0,0,0,30.000,8.777,8.267,2.250,2.201,2.250,.000,.000,.000,.000,.000,.000,NO,.000,124,0,10.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1
57,STRATEGIC,KC-10,38,0,0,31,11,11,0,0,0,5,380.000,82.642,43.273,.000,12.000,7.185,10.500,.000,.000,.000,91.207,.000,NO,.000,33793,19298,125.0,.0,.0,0,.0,.0,.0,0,5,0,0,0,0,1,0,5,0,0
58,STRATEGIC,B-747P,73,0,0,69,4,4,0,0,0,1,730.000,28.928,17.871,.000,5.057,.000,2.479,.000,.000,23.021,36.515,.000,NO,.000,8893,4556,.0,.0,.0,710,.0,.0,.0,8817,1,0,0,0,0,0,0,0,0,2
58,STRATEGIC,C-17,16,0,0,16,3,3,2,0,0,1,203.200,19.697,6.783,4.500,.000,2.250,1.690,.000,.000,.304,28.460,.000,NO,.000,7452,914,32.0,.0,.0,0,5.0,.0,.0,0,1,0,0,0,0,0,0,2,0,0
58,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,5.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
58,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
58,STRATEGIC,KC-10,38,0,0,32,10,10,4,0,0,4,380.000,81.843,19.043,20.000,6.000,.315,15.000,.000,.000,7.093,110.064,.000,NO,.000,33529,10987,125.0,.0,.0,0,5.0,.0,.0,0,4,0,0,0,0,1,0,5,0,0
59,STRATEGIC,B-747P,73,0,0,70,6,6,2,0,0,3,730.000,43.023,19.453,9.943,3.000,1.500,3.000,.000,.000,.880,64.317,.000,NO,.000,16104,3360,.0,.0,.0,799,.0,.0,.0,6203,3,0,0,0,0,0,0,0,0,3
59,STRATEGIC,C-17,16,0,0,14,2,2,0,0,0,0,203.200,15.788,15.788,.000,1.653,.000,5.060,.000,.000,.000,25.500,.000,NO,.000,7823,7823,32.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,2,0,0
59,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
59,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
59,STRATEGIC,KC-10,38,0,0,32,10,11,1,0,0,7,380.000,76.517,29.366,5.000,12.000,6.000,12.000,.000,.000,.000,85.008,.000,NO,.000,31490,14168,88.0,.0,.0,0,.0,.0,.0,0,7,0,0,0,0,0,0,4,0,0
60,STRATEGIC,B-747P,73,0,0,70,5,7,2,0,0,5,730.000,46.716,17.576,3.000,3.000,3.000,3.000,.000,.000,.000,61.284,.000,NO,.000,29157,10882,.0,.0,.0,710,.0,.0,.0,5525,5,0,0,0,0,0,0,0,0,2
60,STRATEGIC,C-17,16,0,0,14,3,3,1,0,0,2,203.200,22.462,5.519,5.097,.000,.000,6.190,.000,.000,.000,38.250,.000,NO,.000,6958,435,15.0,.0,.0,0,.0,.0,.0,0,2,0,0,0,0,0,0,1,0,0
60,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
60,STRATEGIC,CH47,3,0,0,3,0,0,0,0,0,0,30.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
60,STRATEGIC,KC-10,38,0,0,33,10,12,5,0,0,8,380.000,98.461,21.390,25.000,3.000,3.000,13.500,.000,.000,.000,97.039,.000,NO,.000,38258,9325,71.0,.0,.0,0,.0,.0,.0,0,8,1,0,0,0,0,0,3,0,0
61,STRATEGIC,B-747P,73,0,0,69,5,6,1,0,0,3,730.000,47.274,19.088,6.000,6.000,1.500,3.000,.000,.000,.000,56.226,.000,NO,.000,15837,4272,.0,.0,.0,1065,.0,.0,.0,5170,3,0,0,0,0,0,0,0,0,3
61,STRATEGIC,C-17,16,0,0,15,3,4,1,0,1,3,203.200,20.837,6.959,.000,1.481,4.500,2.810,.000,.000,.000,12.750,.000,NO,.000,9170,3856,15.0,.0,.0,0,.0,.0,.0,0,3,0,0,0,0,0,0,1,0,0
61,STRATEGIC,C-5A,37,0,0,37,0,0,0,0,0,0,358.900,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,NO,.000,0,0,.0,.0,.0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0
