Berth Group Utilization
GEOLOC<String>,COUNTRY STATE CODE<String>,PORT NAME<String>,BERTH GROUP<String>,Time<Day>,BERTH LENGTH<Ft>,MIN FEET USED<Ft>,MIN LENGTH USE<Percent>,AVG FEET USED<Ft>,AVG LENGTH USE<Percent>,MAX FEET USED<Ft>,MAX LENGTH USE<Percent>,MIN SHIPS ON<Ship>,AVG SHIPS ON<Ship>,MAX SHIPS ON<Ship>
VKNP,TN,SFAX,BG Safaqis NE-2 berth,12.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,13.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,14.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,15.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,16.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,17.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,18.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,19.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,20.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,21.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,22.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,23.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,24.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,25.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,26.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,27.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKNP,TN,SFAX,BG Safaqis NE-2 berth,28.0,1656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
