Vehicle Backlog
ASSET POOL<String>,VEHICLE TYPE<String>,Time<Day>,Vehicle Backlog<Integer>
BIZERTE DD,Commercial Bus 45-pax,165,0
BIZERTE DD,Commercial Bus 45-pax,166,0
BIZERTE DD,Commercial Bus 45-pax,167,0
BIZERTE DD,Commercial Bus 45-pax,168,0
BIZERTE DD,Commercial Bus 45-pax,169,0
BIZERTE DD,Commercial Bus 45-pax,170,0
BIZERTE DD,Commercial Bus 45-pax,171,0
BIZERTE DD,Commercial Bus 45-pax,172,0
BIZERTE DD,Commercial Bus 45-pax,173,0
BIZERTE DD,Commercial Bus 45-pax,174,0
BIZERTE DD,Commercial Bus 45-pax,175,0
BIZERTE DD,Commercial Bus 45-pax,176,0
BIZERTE DD,Commercial Bus 45-pax,177,0
BIZERTE DD,Commercial Bus 45-pax,178,0
BIZERTE DD,Commercial Bus 45-pax,179,0
BIZERTE DD,Commercial Bus 45-pax,180,0
BIZERTE DD,Commercial Bus 45-pax,181,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,0,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,1,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,2,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,3,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,4,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,5,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,6,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,7,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,8,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,9,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,10,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,11,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,12,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,13,32
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,14,5
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,15,6
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,16,12
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,17,32
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,18,27
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,19,12
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,20,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,21,32
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,22,19
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,23,11
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,24,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,25,35
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,26,1
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,27,16
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,28,14
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,29,31
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,30,34
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,31,18
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,32,18
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,33,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,34,9
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,35,15
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,36,3
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,37,3
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,38,1
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,39,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,40,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,41,10
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,42,2
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,43,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,44,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,45,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,46,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,47,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,48,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,49,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,50,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,51,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,52,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,53,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,54,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,55,2
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,56,2
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,57,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,58,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,59,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,60,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,61,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,62,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,63,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,64,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,65,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,66,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,67,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,68,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,69,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,70,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,71,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,72,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,73,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,74,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,75,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,76,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,77,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,78,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,79,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,80,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,81,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,82,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,83,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,84,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,85,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,86,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,87,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,88,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,89,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,90,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,91,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,92,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,93,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,94,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,95,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,96,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,97,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,98,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,99,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,100,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,101,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,102,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,103,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,104,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,105,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,106,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,107,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,108,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,109,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,110,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,111,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,112,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,113,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,114,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,115,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,116,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,117,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,118,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,119,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,120,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,121,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,122,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,123,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,124,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,125,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,126,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,127,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,128,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,129,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,130,0
