Vehicle Backlog
ASSET POOL<String>,VEHICLE TYPE<String>,Time<Day>,Vehicle Backlog<Integer>
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,131,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,132,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,133,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,134,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,135,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,136,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,137,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,138,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,139,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,140,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,141,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,142,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,143,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,144,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,145,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,146,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,147,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,148,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,149,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,150,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,151,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,152,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,153,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,154,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,155,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,156,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,157,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,158,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,159,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,160,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,161,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,162,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,163,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,164,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,165,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,166,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,167,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,168,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,169,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,170,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,171,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,172,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,173,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,174,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,175,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,176,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,177,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,178,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,179,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,180,0
BIZERTE DD,M123 10-Ton Tractor/M870 40-Ton Lowbed,181,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,0,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,1,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,2,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,3,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,4,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,5,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,6,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,7,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,8,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,9,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,10,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,11,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,12,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,13,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,14,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,15,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,16,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,17,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,18,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,19,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,20,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,21,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,22,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,23,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,24,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,25,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,26,1
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,27,20
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,28,5
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,29,9
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,30,41
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,31,16
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,32,10
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,33,12
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,34,17
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,35,19
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,36,5
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,37,4
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,38,6
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,39,23
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,40,57
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,41,114
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,42,25
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,43,13
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,44,31
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,45,18
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,46,13
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,47,63
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,48,26
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,49,36
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,50,33
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,51,63
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,52,20
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,53,63
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,54,7
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,55,72
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,56,63
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,57,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,58,26
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,59,34
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,60,35
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,61,36
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,62,55
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,63,67
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,64,65
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,65,42
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,66,27
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,67,49
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,68,69
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,69,82
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,70,72
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,71,51
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,72,49
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,73,73
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,74,98
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,75,58
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,76,83
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,77,85
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,78,82
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,79,70
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,80,56
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,81,93
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,82,96
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,83,76
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,84,100
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,85,103
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,86,58
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,87,104
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,88,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,89,141
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,90,134
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,91,13
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,92,24
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,93,79
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,94,102
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,95,94
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,96,111
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,97,11
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,98,123
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,99,108
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,100,53
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,101,111
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,102,63
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,103,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,104,14
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,105,114
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,106,79
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,107,80
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,108,77
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,109,47
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,110,24
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,111,25
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,112,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,113,241
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,114,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,115,76
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,116,105
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,117,99
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,118,58
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,119,54
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,120,112
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,121,58
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,122,33
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,123,67
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,124,36
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,125,67
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,126,117
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,127,91
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,128,82
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,129,66
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,130,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,131,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,132,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,133,162
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,134,12
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,135,407
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,136,255
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,137,6
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,138,301
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,139,249
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,140,20
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,141,7
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,142,74
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,143,80
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,144,25
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,145,13
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,146,1
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,147,88
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,148,150
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,149,160
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,150,213
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,151,58
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,152,18
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,153,18
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,154,91
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,155,96
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,156,2
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,157,53
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,158,119
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,159,90
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,160,42
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,161,30
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,162,74
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,163,30
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,164,15
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,165,54
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,166,29
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,167,8
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,168,8
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,169,92
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,170,132
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,171,112
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,172,144
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,173,91
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,174,67
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,175,0
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,176,10
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,177,70
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,178,60
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,179,95
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,180,88
BIZERTE DD,Commercial 10-Ton Tractor/Commercial Semitrailer,181,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,0,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,1,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,2,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,3,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,4,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,5,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,6,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,7,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,8,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,9,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,10,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,11,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,12,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,13,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,14,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,15,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,16,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,17,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,18,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,19,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,20,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,21,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,22,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,23,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,24,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,25,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,26,6
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,27,6
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,28,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,29,7
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,30,100
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,31,31
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,32,65
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,33,101
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,34,43
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,35,55
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,36,65
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,37,151
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,38,81
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,39,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,40,34
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,41,34
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,42,104
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,43,53
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,44,23
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,45,15
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,46,12
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,47,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,48,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,49,11
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,50,17
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,51,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,52,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,53,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,54,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,55,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,56,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,57,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,58,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,59,86
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,60,16
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,61,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,62,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,63,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,64,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,65,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,66,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,67,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,68,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,69,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,70,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,71,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,72,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,73,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,74,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,75,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,76,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,77,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,78,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,79,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,80,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,81,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,82,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,83,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,84,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,85,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,86,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,87,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,88,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,89,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,90,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,91,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,92,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,93,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,94,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,95,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,96,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,97,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,98,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,99,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,100,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,101,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,102,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,103,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,104,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,105,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,106,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,107,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,108,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,109,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,110,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,111,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,112,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,113,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,114,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,115,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,116,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,117,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,118,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,119,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,120,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,121,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,122,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,123,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,124,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,125,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,126,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,127,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,128,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,129,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,130,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,131,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,132,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,133,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,134,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,135,0
BIZERTE DD,Commercial HET Tractor/Commercial HET Trailer,136,0
