Tunisia Delivery Detail: Cargo (ST)
ETFPDD<Integer>,RLN<RLN>,Delivery Loc Code<LocationCode>,Available Day<Day>,Day of Initial Delivery<Day>,Day of 50% Delivery<Day>,Day of 80% Delivery<Day>,Day of 90% Delivery<Day>,Day of 100% Delivery<Day>,Required Day<Day>,Num Days Diff 100% - Initial<Integer>
1,1:0000067,,POE,,30,30,30,30,30,30
1,1:0000067,,POD,30,31,31,31,31,31,30
1,1:0000067,,DST,31,31,31,31,31,31,30
1,1:0000068,,DST,55,56,56,56,56,56,46
1,1:0000069,,DST,42,43,44,44,44,45,46
1,1:0000070,,DST,43,45,45,45,45,45,46
1,1:0000071,,POE,,31,31,31,31,31,31
1,1:0000071,,POD,31,32,32,32,32,32,31
1,1:0000071,,DST,32,32,32,32,32,32,31
1,1:0000072,,POE,,31,31,31,31,31,31
1,1:0000072,,POD,31,32,32,32,32,32,31
1,1:0000072,,DST,32,32,32,32,32,32,31
1,1:0000073,,POE,,31,31,31,31,31,38
1,1:0000074,,DST,43,45,54,54,54,54,47
1,1:0000075,,DST,43,45,45,46,46,46,47
1,1:0000076,,DST,45,46,47,47,47,47,47
1,1:0000077,,POE,,32,32,32,32,32,32
1,1:0000077,,POD,32,33,33,33,33,33,32
1,1:0000077,,DST,33,33,33,33,33,33,32
1,1:0000078,,DST,50,52,52,52,52,52,48
1,1:0000079,,DST,45,47,47,47,47,47,48
1,1:0000080,,DST,45,47,48,48,48,48,48
1,1:0000081,,POE,,33,33,33,33,33,33
1,1:0000081,,POD,33,33,33,33,33,33,33
1,1:0000081,,DST,33,33,33,33,33,33,33
1,1:0000082,,POE,,33,33,33,33,33,33
1,1:0000082,,POD,33,33,34,34,34,34,33
1,1:0000082,,DST,33,33,34,34,34,34,33
1,1:0000083,,DST,50,52,52,52,52,52,49
1,1:0000084,,DST,47,48,48,48,48,49,49
1,1:0000085,,DST,47,48,49,49,49,49,49
1,1:0000086,,POE,,34,34,34,34,34,34
1,1:0000086,,POD,34,35,35,35,35,35,34
1,1:0000086,,DST,35,35,35,35,35,35,34
1,1:0000087,,POE,,34,34,34,34,34,34
1,1:0000087,,POD,34,34,34,34,34,34,34
1,1:0000087,,DST,34,34,34,34,34,34,34
1,1:0000088,,POE,,34,34,34,34,34,34
1,1:0000088,,POD,34,34,35,35,35,35,34
1,1:0000088,,DST,34,34,35,35,35,35,34
1,1:0000089,,POE,,34,34,34,34,34,41
1,1:0000090,,POE,,35,35,35,35,35,35
1,1:0000090,,POD,35,36,36,37,37,37,35
1,1:0000090,,DST,36,36,36,37,37,37,35
1,1:0000091,,POE,,35,35,35,35,35,35
1,1:0000091,,POD,35,36,36,36,36,36,35
