Model,FedTime,Name,GeneratingOrg,ReceivingOrg,Origin,RLD,POE,POD,Destination,Operation,RDD,CargoType,Amount,Commodity,CargoCategoryCode,HighPriority,Platform,NumPlatforms,ToPoeOwnerName,ToPodOwnerName,ToPodMode,ToDestOwnerName
MAIN,0.05,1:0000000,MECHANICSBURG,BIR EL ATER,PVSD,0,"","",BQWK,THEATER1,11,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,0.05,1:0000001,MECHANICSBURG,BIR EL ATER,PVSD,4,"","",BQWK,THEATER1,11,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,0.05,1:0000002,PHILADELPHIA,BIR EL ATER,TECV,4,"","",BQWK,THEATER1,11,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,2.05,1:0000003,MECHANICSBURG,SEABASE,PVSD,2,"","",SEA1,THEATER1,17,STONS,50.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,6,,,SEA,
MAIN,10.05,1:0000004,MECHANICSBURG,BIR EL ATER,PVSD,10,"","",BQWK,THEATER1,10,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,10.05,1:0000005,MECHANICSBURG,BIR EL ATER,PVSD,10,"","",BQWK,THEATER1,10,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,10.05,1:0000006,PHILADELPHIA,BIR EL ATER,TECV,10,"","",BQWK,THEATER1,10,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,11.05,1:0000007,BIR EL ATER,THYNA-EL MAOU,BQWK,11,"","",FUQN,THEATER1,11,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,14.05,1:0000008,BIR EL ATER,GABES,BQWK,14,"","",HNTK,THEATER1,14,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,14.05,1:0000009,MECHANICSBURG,BIR EL ATER,PVSD,14,"","",BQWK,THEATER1,30,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,14.05,1:0000010,MECHANICSBURG,BIR EL ATER,PVSD,23,"","",BQWK,THEATER1,30,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,14.05,1:0000011,PHILADELPHIA,BIR EL ATER,TECV,23,"","",BQWK,THEATER1,30,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,17.05,1:0000012,BIR EL ATER,TEBESSA,BQWK,17,"","",WSVC,THEATER1,17,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,17.05,1:0000013,MECHANICSBURG,BIR EL ATER,PVSD,17,"","",BQWK,THEATER1,33,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,17.05,1:0000014,MECHANICSBURG,BIR EL ATER,PVSD,26,"","",BQWK,THEATER1,33,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,17.05,1:0000015,PHILADELPHIA,BIR EL ATER,TECV,26,"","",BQWK,THEATER1,33,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,18.05,1:0000016,BIR EL ATER,TEBESSA,BQWK,18,"","",WSVC,THEATER1,18,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,18.05,1:0000017,MECHANICSBURG,SEABASE,PVSD,18,"","",SEA1,THEATER1,33,STONS,50.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,6,,,SEA,
MAIN,20.05,1:0000018,MECHANICSBURG,BIR EL ATER,PVSD,20,"","",BQWK,THEATER1,36,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,20.05,1:0000019,MECHANICSBURG,BIR EL ATER,PVSD,29,"","",BQWK,THEATER1,36,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,20.05,1:0000020,PHILADELPHIA,BIR EL ATER,TECV,29,"","",BQWK,THEATER1,36,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,21.05,1:0000021,MECHANICSBURG,BIR EL ATER,PVSD,21,"","",BQWK,THEATER1,37,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,21.05,1:0000022,MECHANICSBURG,BIR EL ATER,PVSD,30,"","",BQWK,THEATER1,37,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,21.05,1:0000023,PHILADELPHIA,BIR EL ATER,TECV,30,"","",BQWK,THEATER1,37,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,22.05,1:0000024,BIR EL ATER,GABES (HNTM),BQWK,22,"","",HNTM,THEATER1,22,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,22.05,1:0000025,MECHANICSBURG,BIR EL ATER,PVSD,22,"","",BQWK,THEATER1,38,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,22.05,1:0000026,MECHANICSBURG,BIR EL ATER,PVSD,31,"","",BQWK,THEATER1,38,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,22.05,1:0000027,PHILADELPHIA,BIR EL ATER,TECV,31,"","",BQWK,THEATER1,38,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,23.05,1:0000028,MECHANICSBURG,BIR EL ATER,PVSD,23,"","",BQWK,THEATER1,23,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,23.05,1:0000029,MECHANICSBURG,BIR EL ATER,PVSD,23,"","",BQWK,THEATER1,23,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,23.05,1:0000030,PHILADELPHIA,BIR EL ATER,TECV,23,"","",BQWK,THEATER1,23,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,24.05,1:0000031,MECHANICSBURG,SEABASE,PVSD,24,"","",SEA1,THEATER1,24,STONS,50.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,6,,,SEA,
MAIN,24.05,1:0000032,MECHANICSBURG,BIR EL ATER,PVSD,24,"","",BQWK,THEATER1,40,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,24.05,1:0000033,MECHANICSBURG,BIR EL ATER,PVSD,33,"","",BQWK,THEATER1,40,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,24.05,1:0000034,PHILADELPHIA,BIR EL ATER,TECV,33,"","",BQWK,THEATER1,40,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,25.05,1:0000035,MECHANICSBURG,BIR EL ATER,PVSD,25,"","",BQWK,THEATER1,41,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,25.05,1:0000036,MECHANICSBURG,BIR EL ATER,PVSD,34,"","",BQWK,THEATER1,41,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,25.05,1:0000037,PHILADELPHIA,BIR EL ATER,TECV,34,"","",BQWK,THEATER1,41,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,26.05,1:0000038,MECHANICSBURG,BIR EL ATER,PVSD,26,"","",BQWK,THEATER1,42,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,26.05,1:0000039,MECHANICSBURG,BIR EL ATER,PVSD,35,"","",BQWK,THEATER1,42,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,26.05,1:0000040,PHILADELPHIA,BIR EL ATER,TECV,35,"","",BQWK,THEATER1,42,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,27.05,1:0000041,SEABASE,ABN,SEA1,27,"","",BQWK,THEATER1,27,STONS,10.0,GEN-RESUPPLY,JDB,true,PALLET_463L,10,,,AIR,
MAIN,27.05,1:0000042,SEABASE,ABN,SEA1,27,"","",BQWK,THEATER1,32,STONS,10.0,GEN-RESUPPLY,JDB,true,PALLET_463L,10,,,AIR,
MAIN,27.05,1:0000043,SEABASE,ABN,SEA1,27,"","",BQWK,THEATER1,28,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,27.05,1:0000044,SEABASE,ABN,SEA1,27,"","",BQWK,THEATER1,34,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,27.05,1:0000045,MECHANICSBURG,BIR EL ATER,PVSD,27,"","",BQWK,THEATER1,43,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,27.05,1:0000046,MECHANICSBURG,BIR EL ATER,PVSD,36,"","",BQWK,THEATER1,43,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,27.05,1:0000047,PHILADELPHIA,BIR EL ATER,TECV,36,"","",BQWK,THEATER1,43,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,28.05,1:0000048,BIR EL ATER,GAFSA,BQWK,28,"","",HPBF,THEATER1,28,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,28.05,1:0000049,BIR EL ATER,GABES (HNTM),BQWK,28,"","",HNTM,THEATER1,28,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,28.05,1:0000050,BIR EL ATER,GABES (HNTM),BQWK,28,"","",HNTM,THEATER1,28,STONS,7.5714263916015625,GEN-RESUPPLY,JDB,true,PALLET_463L,8,,,LAND,
MAIN,29.05,1:0000051,BIR EL ATER,GAFSA,BQWK,29,"","",HPBF,THEATER1,29,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,29.05,1:0000052,BIR EL ATER,TEBESSA,BQWK,29,"","",WSVC,THEATER1,29,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,29.05,1:0000053,BIR EL ATER,TEBESSA,BQWK,29,"","",WSVC,THEATER1,29,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,29.05,1:0000054,BIR EL ATER,TEBESSA,BQWK,29,"","",WSVC,THEATER1,29,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,29.05,1:0000055,BIR EL ATER,TEBESSA,BQWK,29,"","",WSVC,THEATER1,29,STONS,32.600982666015625,GEN-RESUPPLY,JDB,true,PALLET_463L,33,,,LAND,
MAIN,29.05,1:0000056,BIR EL ATER,GABES (HNTM),BQWK,29,"","",HNTM,THEATER1,29,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,29.05,1:0000057,BIR EL ATER,GABES (HNTM),BQWK,29,"","",HNTM,THEATER1,29,STONS,37.23920440673828,GEN-RESUPPLY,JDB,true,PALLET_463L,38,,,LAND,
MAIN,29.05,1:0000058,MECHANICSBURG,BIR EL ATER,PVSD,29,"","",BQWK,THEATER1,45,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,29.05,1:0000059,MECHANICSBURG,BIR EL ATER,PVSD,38,"","",BQWK,THEATER1,45,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,29.05,1:0000060,PHILADELPHIA,BIR EL ATER,TECV,38,"","",BQWK,THEATER1,45,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,30.05,1:0000061,BIR EL ATER,TEBESSA,BQWK,30,"","",WSVC,THEATER1,30,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,30.05,1:0000062,BIR EL ATER,TEBESSA,BQWK,30,"","",WSVC,THEATER1,30,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,30.05,1:0000063,BIR EL ATER,TEBESSA,BQWK,30,"","",WSVC,THEATER1,30,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,30.05,1:0000064,BIR EL ATER,TEBESSA,BQWK,30,"","",WSVC,THEATER1,30,STONS,47.8126220703125,GEN-RESUPPLY,JDB,true,PALLET_463L,48,,,LAND,
MAIN,30.05,1:0000065,BIR EL ATER,GABES (HNTM),BQWK,30,"","",HNTM,THEATER1,30,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,30.05,1:0000066,BIR EL ATER,GABES (HNTM),BQWK,30,"","",HNTM,THEATER1,30,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,30.05,1:0000067,BIR EL ATER,GABES (HNTM),BQWK,30,"","",HNTM,THEATER1,30,STONS,11.622474670410156,GEN-RESUPPLY,JDB,true,PALLET_463L,12,,,LAND,
MAIN,30.05,1:0000068,MECHANICSBURG,BIR EL ATER,PVSD,30,"","",BQWK,THEATER1,46,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,30.05,1:0000069,MECHANICSBURG,BIR EL ATER,PVSD,39,"","",BQWK,THEATER1,46,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,30.05,1:0000070,PHILADELPHIA,BIR EL ATER,TECV,39,"","",BQWK,THEATER1,46,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,31.05,1:0000071,BIR EL ATER,GABES (HNTM),BQWK,31,"","",HNTM,THEATER1,31,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,31.05,1:0000072,BIR EL ATER,GABES (HNTM),BQWK,31,"","",HNTM,THEATER1,31,STONS,43.617218017578125,GEN-RESUPPLY,JDB,true,PALLET_463L,44,,,LAND,
MAIN,31.05,1:0000073,SEABASE,ABN,SEA1,31,"","",BQWK,THEATER1,38,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,31.05,1:0000074,MECHANICSBURG,BIR EL ATER,PVSD,31,"","",BQWK,THEATER1,47,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,31.05,1:0000075,MECHANICSBURG,BIR EL ATER,PVSD,40,"","",BQWK,THEATER1,47,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,31.05,1:0000076,PHILADELPHIA,BIR EL ATER,TECV,40,"","",BQWK,THEATER1,47,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,32.05,1:0000077,BIR EL ATER,GAFSA,BQWK,32,"","",HPBF,THEATER1,32,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,32.05,1:0000078,MECHANICSBURG,BIR EL ATER,PVSD,32,"","",BQWK,THEATER1,48,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,32.05,1:0000079,MECHANICSBURG,BIR EL ATER,PVSD,41,"","",BQWK,THEATER1,48,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,32.05,1:0000080,PHILADELPHIA,BIR EL ATER,TECV,41,"","",BQWK,THEATER1,48,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,33.05,1:0000081,BIR EL ATER,GAFSA,BQWK,33,"","",HPBF,THEATER1,33,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,33.05,1:0000082,BIR EL ATER,TEBESSA,BQWK,33,"","",WSVC,THEATER1,33,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,33.05,1:0000083,MECHANICSBURG,BIR EL ATER,PVSD,33,"","",BQWK,THEATER1,49,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,33.05,1:0000084,MECHANICSBURG,BIR EL ATER,PVSD,42,"","",BQWK,THEATER1,49,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,33.05,1:0000085,PHILADELPHIA,BIR EL ATER,TECV,42,"","",BQWK,THEATER1,49,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,34.05,1:0000086,BIR EL ATER,JERBA-ZARZIS,BQWK,34,"","",JEAH,THEATER1,34,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,34.05,1:0000087,BIR EL ATER,TEBESSA,BQWK,34,"","",WSVC,THEATER1,34,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,34.05,1:0000088,BIR EL ATER,TEBESSA,BQWK,34,"","",WSVC,THEATER1,34,STONS,48.095489501953125,GEN-RESUPPLY,JDB,true,PALLET_463L,49,,,LAND,
MAIN,34.05,1:0000089,SEABASE,ABN,SEA1,34,"","",BQWK,THEATER1,41,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,35.05,1:0000090,BIR EL ATER,JERBA-ZARZIS,BQWK,35,"","",JEAH,THEATER1,35,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,35.05,1:0000091,BIR EL ATER,GAFSA,BQWK,35,"","",HPBF,THEATER1,35,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,35.05,1:0000092,BIR EL ATER,TEBESSA,BQWK,35,"","",WSVC,THEATER1,35,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,35.05,1:0000093,BIR EL ATER,TEBESSA,BQWK,35,"","",WSVC,THEATER1,35,STONS,20.067031860351562,GEN-RESUPPLY,JDB,true,PALLET_463L,21,,,LAND,
MAIN,35.05,1:0000094,MECHANICSBURG,BIR EL ATER,PVSD,35,"","",BQWK,THEATER1,51,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,35.05,1:0000095,MECHANICSBURG,BIR EL ATER,PVSD,44,"","",BQWK,THEATER1,51,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,35.05,1:0000096,PHILADELPHIA,BIR EL ATER,TECV,44,"","",BQWK,THEATER1,51,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,36.05,1:0000097,BIR EL ATER,GAFSA,BQWK,36,"","",HPBF,THEATER1,36,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,36.05,1:0000098,BIR EL ATER,GAFSA,BQWK,36,"","",HPBF,THEATER1,36,STONS,21.946304321289062,GEN-RESUPPLY,JDB,true,PALLET_463L,22,,,LAND,
MAIN,36.05,1:0000099,BIR EL ATER,TEBESSA,BQWK,36,"","",WSVC,THEATER1,36,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,36.05,1:0000100,BIR EL ATER,TEBESSA,BQWK,36,"","",WSVC,THEATER1,36,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,36.05,1:0000101,BIR EL ATER,TEBESSA,BQWK,36,"","",WSVC,THEATER1,36,STONS,21.437782287597656,GEN-RESUPPLY,JDB,true,PALLET_463L,22,,,LAND,
MAIN,36.05,1:0000102,BIR EL ATER,GABES (HNTM),BQWK,36,"","",HNTM,THEATER1,36,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,36.05,1:0000103,MECHANICSBURG,BIR EL ATER,PVSD,36,"","",BQWK,THEATER1,52,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,36.05,1:0000104,MECHANICSBURG,BIR EL ATER,PVSD,45,"","",BQWK,THEATER1,52,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,36.05,1:0000105,PHILADELPHIA,BIR EL ATER,TECV,45,"","",BQWK,THEATER1,52,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,37.05,1:0000106,BIR EL ATER,GAFSA,BQWK,37,"","",HPBF,THEATER1,37,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,37.05,1:0000107,BIR EL ATER,GABES (HNTM),BQWK,37,"","",HNTM,THEATER1,37,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,37.05,1:0000108,BIR EL ATER,GABES (HNTM),BQWK,37,"","",HNTM,THEATER1,37,STONS,6.826480865478516,GEN-RESUPPLY,JDB,true,PALLET_463L,7,,,LAND,
MAIN,37.05,1:0000109,BIR EL ATER,TEBESSA,BQWK,37,"","",WSVC,THEATER1,37,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,37.05,1:0000110,SEABASE,ABN,SEA1,37,"","",BQWK,THEATER1,44,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,38.05,1:0000111,BIR EL ATER,JERBA-ZARZIS,BQWK,38,"","",JEAH,THEATER1,38,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,38.05,1:0000112,BIR EL ATER,GABES (HNTM),BQWK,38,"","",HNTM,THEATER1,38,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,38.05,1:0000113,BIR EL ATER,GAFSA,BQWK,38,"","",HPBF,THEATER1,38,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,38.05,1:0000114,BIR EL ATER,TEBESSA,BQWK,38,"","",WSVC,THEATER1,38,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,39.05,1:0000115,BIR EL ATER,JERBA-ZARZIS,BQWK,39,"","",JEAH,THEATER1,39,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,39.05,1:0000116,BIR EL ATER,JERBA-ZARZIS,BQWK,39,"","",JEAH,THEATER1,39,STONS,14.314300537109375,GEN-RESUPPLY,JDB,true,PALLET_463L,15,,,LAND,
MAIN,39.05,1:0000117,BIR EL ATER,TEBESSA,BQWK,39,"","",WSVC,THEATER1,39,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,39.05,1:0000118,BIR EL ATER,TEBESSA,BQWK,39,"","",WSVC,THEATER1,39,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,39.05,1:0000119,BIR EL ATER,TEBESSA,BQWK,39,"","",WSVC,THEATER1,39,STONS,6.3133392333984375,GEN-RESUPPLY,JDB,true,PALLET_463L,7,,,LAND,
MAIN,39.05,1:0000120,BIR EL ATER,GAFSA,BQWK,39,"","",HPBF,THEATER1,39,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,39.05,1:0000121,BIR EL ATER,GABES (HNTM),BQWK,39,"","",HNTM,THEATER1,39,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,39.05,1:0000122,MECHANICSBURG,BIR EL ATER,PVSD,39,"","",BQWK,THEATER1,55,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,39.05,1:0000123,MECHANICSBURG,BIR EL ATER,PVSD,48,"","",BQWK,THEATER1,55,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,39.05,1:0000124,PHILADELPHIA,BIR EL ATER,TECV,48,"","",BQWK,THEATER1,55,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,40.05,1:0000125,BIR EL ATER,JERBA-ZARZIS,BQWK,40,"","",JEAH,THEATER1,40,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,40.05,1:0000126,BIR EL ATER,TEBESSA,BQWK,40,"","",WSVC,THEATER1,40,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,40.05,1:0000127,BIR EL ATER,TEBESSA,BQWK,40,"","",WSVC,THEATER1,40,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,40.05,1:0000128,BIR EL ATER,TEBESSA,BQWK,40,"","",WSVC,THEATER1,40,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,40.05,1:0000129,BIR EL ATER,TEBESSA,BQWK,40,"","",WSVC,THEATER1,40,STONS,44.337005615234375,GEN-RESUPPLY,JDB,true,PALLET_463L,45,,,LAND,
MAIN,40.05,1:0000130,BIR EL ATER,GAFSA,BQWK,40,"","",HPBF,THEATER1,40,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,40.05,1:0000131,BIR EL ATER,GABES (HNTM),BQWK,40,"","",HNTM,THEATER1,40,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,40.05,1:0000132,SEABASE,ABN,SEA1,40,"","",BQWK,THEATER1,47,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,40.05,1:0000133,MECHANICSBURG,BIR EL ATER,PVSD,40,"","",BQWK,THEATER1,56,STONS,375.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,42,,,SEA,
MAIN,40.05,1:0000134,MECHANICSBURG,BIR EL ATER,PVSD,49,"","",BQWK,THEATER1,56,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,AIR,
MAIN,40.05,1:0000135,PHILADELPHIA,BIR EL ATER,TECV,49,"","",BQWK,THEATER1,56,STONS,75.0,GEN-RESUPPLY,JDB,false,PALLET_463L,75,,,AIR,
MAIN,41.05,1:0000136,BIR EL ATER,JERBA-ZARZIS,BQWK,41,"","",JEAH,THEATER1,41,STONS,50.0,GEN-RESUPPLY,JDB,true,PALLET_463L,50,,,LAND,
MAIN,41.05,1:0000137,BIR EL ATER,JERBA-ZARZIS,BQWK,41,"","",JEAH,THEATER1,41,STONS,14.194892883300781,GEN-RESUPPLY,JDB,true,PALLET_463L,15,,,LAND,
