Model,FedTime,Name,GeneratingOrg,ReceivingOrg,Origin,RLD,POE,POD,Destination,Operation,RDD,CargoType,Amount,Commodity,CargoCategoryCode,HighPriority,Platform,NumPlatforms,ToPoeOwnerName,ToPodOwnerName,ToPodMode,ToDestOwnerName
MAIN,66.05,1:0000370,MECHANICSBURG,BIR EL ATER,PVSD,75,"","",BQWK,THEATER1,82,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,66.05,1:0000371,PHILADELPHIA,BIR EL ATER,TECV,75,"","",BQWK,THEATER1,82,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,67.05,1:0000372,BIR EL ATER,GABES (HNTM),BQWK,67,"","",HNTM,THEATER1,67,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,67.05,1:0000373,BIR EL ATER,TEBESSA,BQWK,67,"","",WSVC,THEATER1,67,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,67.05,1:0000374,BIR EL ATER,TEBESSA,BQWK,67,"","",WSVC,THEATER1,67,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,67.05,1:0000375,BIR EL ATER,TEBESSA,BQWK,67,"","",WSVC,THEATER1,67,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,67.05,1:0000376,BIR EL ATER,TEBESSA,BQWK,67,"","",WSVC,THEATER1,67,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,67.05,1:0000377,BIR EL ATER,TEBESSA,BQWK,67,"","",WSVC,THEATER1,67,STONS,31.9344482421875,GEN-RESUPPLY,JDB,false,PALLET_463L,32,,,LAND,
MAIN,67.05,1:0000378,BIR EL ATER,GAFSA,BQWK,67,"","",HPBF,THEATER1,67,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,67.05,1:0000379,BIR EL ATER,JERBA-ZARZIS,BQWK,67,"","",JEAH,THEATER1,67,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,67.05,1:0000380,MECHANICSBURG,BIR EL ATER,PVSD,67,"","",BQWK,THEATER1,83,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,67.05,1:0000381,MECHANICSBURG,BIR EL ATER,PVSD,76,"","",BQWK,THEATER1,83,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,67.05,1:0000382,PHILADELPHIA,BIR EL ATER,TECV,76,"","",BQWK,THEATER1,83,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,68.05,1:0000383,BIR EL ATER,GABES (HNTM),BQWK,68,"","",HNTM,THEATER1,68,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,68.05,1:0000384,BIR EL ATER,TEBESSA,BQWK,68,"","",WSVC,THEATER1,68,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,68.05,1:0000385,BIR EL ATER,TEBESSA,BQWK,68,"","",WSVC,THEATER1,68,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,68.05,1:0000386,BIR EL ATER,TEBESSA,BQWK,68,"","",WSVC,THEATER1,68,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,68.05,1:0000387,BIR EL ATER,TEBESSA,BQWK,68,"","",WSVC,THEATER1,68,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,68.05,1:0000388,BIR EL ATER,TEBESSA,BQWK,68,"","",WSVC,THEATER1,68,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,68.05,1:0000389,BIR EL ATER,TEBESSA,BQWK,68,"","",WSVC,THEATER1,68,STONS,17.596405029296875,GEN-RESUPPLY,JDB,false,PALLET_463L,18,,,LAND,
MAIN,68.05,1:0000390,BIR EL ATER,JERBA-ZARZIS,BQWK,68,"","",JEAH,THEATER1,68,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000391,BIR EL ATER,GABES (HNTM),BQWK,69,"","",HNTM,THEATER1,69,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000392,BIR EL ATER,TEBESSA,BQWK,69,"","",WSVC,THEATER1,69,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000393,BIR EL ATER,TEBESSA,BQWK,69,"","",WSVC,THEATER1,69,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000394,BIR EL ATER,TEBESSA,BQWK,69,"","",WSVC,THEATER1,69,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000395,BIR EL ATER,TEBESSA,BQWK,69,"","",WSVC,THEATER1,69,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000396,BIR EL ATER,TEBESSA,BQWK,69,"","",WSVC,THEATER1,69,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000397,BIR EL ATER,TEBESSA,BQWK,69,"","",WSVC,THEATER1,69,STONS,32.640960693359375,GEN-RESUPPLY,JDB,false,PALLET_463L,33,,,LAND,
MAIN,69.05,1:0000398,BIR EL ATER,JERBA-ZARZIS,BQWK,69,"","",JEAH,THEATER1,69,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,69.05,1:0000399,BIR EL ATER,JERBA-ZARZIS,BQWK,69,"","",JEAH,THEATER1,69,STONS,22.904212951660156,GEN-RESUPPLY,JDB,false,PALLET_463L,23,,,LAND,
MAIN,69.05,1:0000400,SEABASE,ABN,SEA1,69,"","",BQWK,THEATER1,76,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,69.05,1:0000401,MECHANICSBURG,BIR EL ATER,PVSD,69,"","",BQWK,THEATER1,85,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,69.05,1:0000402,MECHANICSBURG,BIR EL ATER,PVSD,78,"","",BQWK,THEATER1,85,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,69.05,1:0000403,PHILADELPHIA,BIR EL ATER,TECV,78,"","",BQWK,THEATER1,85,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,70.05,1:0000404,BIR EL ATER,TEBESSA,BQWK,70,"","",WSVC,THEATER1,70,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,70.05,1:0000405,BIR EL ATER,TEBESSA,BQWK,70,"","",WSVC,THEATER1,70,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,70.05,1:0000406,BIR EL ATER,TEBESSA,BQWK,70,"","",WSVC,THEATER1,70,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,70.05,1:0000407,BIR EL ATER,TEBESSA,BQWK,70,"","",WSVC,THEATER1,70,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,70.05,1:0000408,BIR EL ATER,TEBESSA,BQWK,70,"","",WSVC,THEATER1,70,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,70.05,1:0000409,BIR EL ATER,TEBESSA,BQWK,70,"","",WSVC,THEATER1,70,STONS,45.83660888671875,GEN-RESUPPLY,JDB,false,PALLET_463L,46,,,LAND,
MAIN,70.05,1:0000410,BIR EL ATER,GAFSA,BQWK,70,"","",HPBF,THEATER1,70,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,70.05,1:0000411,BIR EL ATER,JERBA-ZARZIS,BQWK,70,"","",JEAH,THEATER1,70,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,70.05,1:0000412,MECHANICSBURG,BIR EL ATER,PVSD,70,"","",BQWK,THEATER1,86,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,70.05,1:0000413,MECHANICSBURG,BIR EL ATER,PVSD,79,"","",BQWK,THEATER1,86,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,70.05,1:0000414,PHILADELPHIA,BIR EL ATER,TECV,79,"","",BQWK,THEATER1,86,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,71.05,1:0000415,BIR EL ATER,JERBA-ZARZIS,BQWK,71,"","",JEAH,THEATER1,71,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,71.05,1:0000416,BIR EL ATER,JERBA-ZARZIS,BQWK,71,"","",JEAH,THEATER1,71,STONS,17.614181518554688,GEN-RESUPPLY,JDB,false,PALLET_463L,18,,,LAND,
MAIN,71.05,1:0000417,BIR EL ATER,GAFSA,BQWK,71,"","",HPBF,THEATER1,71,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,71.05,1:0000418,BIR EL ATER,TEBESSA,BQWK,71,"","",WSVC,THEATER1,71,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,71.05,1:0000419,BIR EL ATER,TEBESSA,BQWK,71,"","",WSVC,THEATER1,71,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,71.05,1:0000420,BIR EL ATER,TEBESSA,BQWK,71,"","",WSVC,THEATER1,71,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,71.05,1:0000421,BIR EL ATER,TEBESSA,BQWK,71,"","",WSVC,THEATER1,71,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,71.05,1:0000422,BIR EL ATER,TEBESSA,BQWK,71,"","",WSVC,THEATER1,71,STONS,16.551910400390625,GEN-RESUPPLY,JDB,false,PALLET_463L,17,,,LAND,
MAIN,71.05,1:0000423,MECHANICSBURG,BIR EL ATER,PVSD,71,"","",BQWK,THEATER1,87,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,71.05,1:0000424,MECHANICSBURG,BIR EL ATER,PVSD,80,"","",BQWK,THEATER1,87,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,71.05,1:0000425,PHILADELPHIA,BIR EL ATER,TECV,80,"","",BQWK,THEATER1,87,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,72.05,1:0000426,BIR EL ATER,GAFSA,BQWK,72,"","",HPBF,THEATER1,72,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,72.05,1:0000427,BIR EL ATER,GAFSA,BQWK,72,"","",HPBF,THEATER1,72,STONS,16.241607666015625,GEN-RESUPPLY,JDB,false,PALLET_463L,17,,,LAND,
MAIN,72.05,1:0000428,BIR EL ATER,TEBESSA,BQWK,72,"","",WSVC,THEATER1,72,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,72.05,1:0000429,BIR EL ATER,TEBESSA,BQWK,72,"","",WSVC,THEATER1,72,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,72.05,1:0000430,BIR EL ATER,TEBESSA,BQWK,72,"","",WSVC,THEATER1,72,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,72.05,1:0000431,BIR EL ATER,TEBESSA,BQWK,72,"","",WSVC,THEATER1,72,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,72.05,1:0000432,BIR EL ATER,TEBESSA,BQWK,72,"","",WSVC,THEATER1,72,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,72.05,1:0000433,BIR EL ATER,TEBESSA,BQWK,72,"","",WSVC,THEATER1,72,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,72.05,1:0000434,BIR EL ATER,TEBESSA,BQWK,72,"","",WSVC,THEATER1,72,STONS,2.96148681640625,GEN-RESUPPLY,JDB,false,PALLET_463L,3,,,LAND,
MAIN,72.05,1:0000435,MECHANICSBURG,BIR EL ATER,PVSD,72,"","",BQWK,THEATER1,88,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,72.05,1:0000436,MECHANICSBURG,BIR EL ATER,PVSD,81,"","",BQWK,THEATER1,88,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,72.05,1:0000437,PHILADELPHIA,BIR EL ATER,TECV,81,"","",BQWK,THEATER1,88,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,73.05,1:0000438,BIR EL ATER,GABES (HNTM),BQWK,73,"","",HNTM,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000439,BIR EL ATER,TEBESSA,BQWK,73,"","",WSVC,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000440,BIR EL ATER,TEBESSA,BQWK,73,"","",WSVC,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000441,BIR EL ATER,TEBESSA,BQWK,73,"","",WSVC,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000442,BIR EL ATER,TEBESSA,BQWK,73,"","",WSVC,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000443,BIR EL ATER,TEBESSA,BQWK,73,"","",WSVC,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000444,BIR EL ATER,TEBESSA,BQWK,73,"","",WSVC,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000445,BIR EL ATER,TEBESSA,BQWK,73,"","",WSVC,THEATER1,73,STONS,37.5882568359375,GEN-RESUPPLY,JDB,false,PALLET_463L,38,,,LAND,
MAIN,73.05,1:0000446,BIR EL ATER,GAFSA,BQWK,73,"","",HPBF,THEATER1,73,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,73.05,1:0000447,SEABASE,ABN,SEA1,73,"","",BQWK,THEATER1,80,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,73.05,1:0000448,MECHANICSBURG,SEABASE,PVSD,73,"","",SEA1,THEATER1,88,STONS,50.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,6,,,SEA,
MAIN,73.05,1:0000449,MECHANICSBURG,BIR EL ATER,PVSD,73,"","",BQWK,THEATER1,89,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,73.05,1:0000450,MECHANICSBURG,BIR EL ATER,PVSD,82,"","",BQWK,THEATER1,89,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,73.05,1:0000451,PHILADELPHIA,BIR EL ATER,TECV,82,"","",BQWK,THEATER1,89,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,74.05,1:0000452,BIR EL ATER,GABES (HNTM),BQWK,74,"","",HNTM,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000453,BIR EL ATER,TEBESSA,BQWK,74,"","",WSVC,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000454,BIR EL ATER,TEBESSA,BQWK,74,"","",WSVC,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000455,BIR EL ATER,TEBESSA,BQWK,74,"","",WSVC,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000456,BIR EL ATER,TEBESSA,BQWK,74,"","",WSVC,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000457,BIR EL ATER,TEBESSA,BQWK,74,"","",WSVC,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000458,BIR EL ATER,TEBESSA,BQWK,74,"","",WSVC,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000459,BIR EL ATER,TEBESSA,BQWK,74,"","",WSVC,THEATER1,74,STONS,40.209320068359375,GEN-RESUPPLY,JDB,false,PALLET_463L,41,,,LAND,
MAIN,74.05,1:0000460,BIR EL ATER,GAFSA,BQWK,74,"","",HPBF,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000461,BIR EL ATER,JERBA-ZARZIS,BQWK,74,"","",JEAH,THEATER1,74,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,74.05,1:0000462,MECHANICSBURG,BIR EL ATER,PVSD,74,"","",BQWK,THEATER1,90,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,74.05,1:0000463,MECHANICSBURG,BIR EL ATER,PVSD,83,"","",BQWK,THEATER1,90,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,74.05,1:0000464,PHILADELPHIA,BIR EL ATER,TECV,83,"","",BQWK,THEATER1,90,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,75.05,1:0000465,BIR EL ATER,GABES (HNTM),BQWK,75,"","",HNTM,THEATER1,75,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,75.05,1:0000466,BIR EL ATER,TEBESSA,BQWK,75,"","",WSVC,THEATER1,75,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,75.05,1:0000467,BIR EL ATER,TEBESSA,BQWK,75,"","",WSVC,THEATER1,75,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,75.05,1:0000468,BIR EL ATER,TEBESSA,BQWK,75,"","",WSVC,THEATER1,75,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,75.05,1:0000469,BIR EL ATER,TEBESSA,BQWK,75,"","",WSVC,THEATER1,75,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,75.05,1:0000470,BIR EL ATER,TEBESSA,BQWK,75,"","",WSVC,THEATER1,75,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,75.05,1:0000471,BIR EL ATER,TEBESSA,BQWK,75,"","",WSVC,THEATER1,75,STONS,28.51226806640625,GEN-RESUPPLY,JDB,false,PALLET_463L,29,,,LAND,
MAIN,75.05,1:0000472,BIR EL ATER,JERBA-ZARZIS,BQWK,75,"","",JEAH,THEATER1,75,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,75.05,1:0000473,BIR EL ATER,JERBA-ZARZIS,BQWK,75,"","",JEAH,THEATER1,75,STONS,8.515731811523438,GEN-RESUPPLY,JDB,false,PALLET_463L,9,,,LAND,
MAIN,76.05,1:0000474,BIR EL ATER,JERBA-ZARZIS,BQWK,76,"","",JEAH,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000475,BIR EL ATER,JERBA-ZARZIS,BQWK,76,"","",JEAH,THEATER1,76,STONS,41.87071990966797,GEN-RESUPPLY,JDB,false,PALLET_463L,42,,,LAND,
MAIN,76.05,1:0000476,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000477,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000478,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000479,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000480,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000481,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000482,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000483,BIR EL ATER,TEBESSA,BQWK,76,"","",WSVC,THEATER1,76,STONS,1.73516845703125,GEN-RESUPPLY,JDB,false,PALLET_463L,2,,,LAND,
MAIN,76.05,1:0000484,BIR EL ATER,GAFSA,BQWK,76,"","",HPBF,THEATER1,76,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,76.05,1:0000485,SEABASE,ABN,SEA1,76,"","",BQWK,THEATER1,83,STONS,10.0,GEN-RESUPPLY,JDB,false,PALLET_463L,10,,,AIR,
MAIN,76.05,1:0000486,MECHANICSBURG,BIR EL ATER,PVSD,76,"","",BQWK,THEATER1,92,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,76.05,1:0000487,MECHANICSBURG,BIR EL ATER,PVSD,85,"","",BQWK,THEATER1,92,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,76.05,1:0000488,PHILADELPHIA,BIR EL ATER,TECV,85,"","",BQWK,THEATER1,92,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,77.05,1:0000489,BIR EL ATER,TEBESSA,BQWK,77,"","",WSVC,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000490,BIR EL ATER,TEBESSA,BQWK,77,"","",WSVC,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000491,BIR EL ATER,TEBESSA,BQWK,77,"","",WSVC,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000492,BIR EL ATER,TEBESSA,BQWK,77,"","",WSVC,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000493,BIR EL ATER,TEBESSA,BQWK,77,"","",WSVC,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000494,BIR EL ATER,TEBESSA,BQWK,77,"","",WSVC,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000495,BIR EL ATER,TEBESSA,BQWK,77,"","",WSVC,THEATER1,77,STONS,41.58282470703125,GEN-RESUPPLY,JDB,false,PALLET_463L,42,,,LAND,
MAIN,77.05,1:0000496,BIR EL ATER,GAFSA,BQWK,77,"","",HPBF,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000497,BIR EL ATER,JERBA-ZARZIS,BQWK,77,"","",JEAH,THEATER1,77,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,77.05,1:0000498,BIR EL ATER,JERBA-ZARZIS,BQWK,77,"","",JEAH,THEATER1,77,STONS,7.2257232666015625,GEN-RESUPPLY,JDB,false,PALLET_463L,8,,,LAND,
MAIN,77.05,1:0000499,MECHANICSBURG,BIR EL ATER,PVSD,77,"","",BQWK,THEATER1,93,STONS,450.0,GEN-RESUPPLY,JDB,false,CONTAINER_20_FOOT,50,,,SEA,
MAIN,77.05,1:0000500,MECHANICSBURG,BIR EL ATER,PVSD,86,"","",BQWK,THEATER1,93,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,77.05,1:0000501,PHILADELPHIA,BIR EL ATER,TECV,86,"","",BQWK,THEATER1,93,STONS,25.0,GEN-RESUPPLY,JDB,false,PALLET_463L,25,,,AIR,
MAIN,78.05,1:0000502,BIR EL ATER,TEBESSA,BQWK,78,"","",WSVC,THEATER1,78,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,78.05,1:0000503,BIR EL ATER,TEBESSA,BQWK,78,"","",WSVC,THEATER1,78,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,78.05,1:0000504,BIR EL ATER,TEBESSA,BQWK,78,"","",WSVC,THEATER1,78,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,78.05,1:0000505,BIR EL ATER,TEBESSA,BQWK,78,"","",WSVC,THEATER1,78,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,78.05,1:0000506,BIR EL ATER,TEBESSA,BQWK,78,"","",WSVC,THEATER1,78,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,78.05,1:0000507,BIR EL ATER,TEBESSA,BQWK,78,"","",WSVC,THEATER1,78,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
MAIN,78.05,1:0000508,BIR EL ATER,TEBESSA,BQWK,78,"","",WSVC,THEATER1,78,STONS,37.58306884765625,GEN-RESUPPLY,JDB,false,PALLET_463L,38,,,LAND,
MAIN,78.05,1:0000509,BIR EL ATER,GAFSA,BQWK,78,"","",HPBF,THEATER1,78,STONS,50.0,GEN-RESUPPLY,JDB,false,PALLET_463L,50,,,LAND,
