Model,FedTime,AssetID,AssetType,FromLocation,RampName,FromTime,MissionID,Mode,ToLocation,ToTime,CrewDutyLeft,CrewStatus,GroundDelay,LoadDelay,FuelAmount,ChannelMissionId,ConfigurationChange,ReconfigureTime
MAIN,7.05,KC10-XDAT001,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,7,KC10-XDAT001-D0007R0001S01,AIR,FJXT,7.2101846,0.5520833,CHANGE,0,0,0,,false,0
MAIN,7.05,KC10-XDAT002,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,7,KC10-XDAT002-D0007R0001S01,AIR,FJXT,7.2101846,0.5520833,CHANGE,0,0,0,,false,0
MAIN,7.05,KC10-XDAT003,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,7,KC10-XDAT003-D0007R0001S01,AIR,FJXT,7.2101846,0.5520833,CHANGE,0,0,0,,false,0
MAIN,7.05,KC10-XDAT004,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,7,KC10-XDAT004-D0007R0001S01,AIR,FJXT,7.2101846,0.5520833,CHANGE,0,0,0,,false,0
MAIN,7.1,C17-DKFX001,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,7.09375,C17-DKFX001-D0007R0001S01,AIR,MQNA,7.354959,0.5520833,WORK,0,0,0,,false,0
MAIN,7.45,C17-DKFX001,C-17,MQNA,RAMP1,7.448709,C17-DKFX001-D0007R0001S01,AIR,FUQN,7.640694,0.19712415,WORK,0,0,0,,false,0
MAIN,7.85,KC10-XDAT001,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,7.8351846,KC10-XDAT001-D0007R0001S01,AIR,MQNA,8.05232,0.5520833,REST,0,0,0,,false,0
MAIN,7.85,KC10-XDAT002,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,7.8351846,KC10-XDAT002-D0007R0001S01,AIR,MQNA,8.05232,0.5520833,REST,0,0,0,,false,0
MAIN,7.85,KC10-XDAT003,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,7.8351846,KC10-XDAT003-D0007R0001S01,AIR,MQNA,8.05232,0.5520833,REST,0,0,0,,false,0
MAIN,7.9,KC10-XDAT004,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,7.8976846,KC10-XDAT004-D0007R0001S01,AIR,MQNA,8.11482,0.5520833,REST,0.0625,0,0,,false,0
MAIN,8.05,KC10-XDAT005,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,8,KC10-XDAT005-D0008R0001S01,AIR,FJXT,8.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,8.05,KC10-XDAT006,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,8,KC10-XDAT006-D0008R0001S01,AIR,FJXT,8.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,8.15,KC10-XDAT001,KC-10,MQNA,RAMP1,8.11482,KC10-XDAT001-D0007R0001S01,AIR,HNTK,8.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,8.15,KC10-XDAT002,KC-10,MQNA,RAMP1,8.11482,KC10-XDAT002-D0007R0001S01,AIR,HNTK,8.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,8.15,KC10-XDAT003,KC-10,MQNA,RAMP1,8.11482,KC10-XDAT003-D0007R0001S01,AIR,HNTK,8.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,8.2,KC10-XDAT004,KC-10,MQNA,RAMP1,8.17732,KC10-XDAT004-D0007R0001S01,AIR,HNTK,8.357007,0.27244824,WORK,0,0,0,,false,0
MAIN,8.3,C17-DKFX001,C-17,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,8.265694,C17-DKFX001-D0007R0001S01,AIR,PTFL,8.698496,0.5520833,REST,0,0,0,,false,0
MAIN,8.85,KC10-XDAT005,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,8.835184,KC10-XDAT005-D0008R0001S01,AIR,MQNA,9.05232,0.5520833,REST,0,0,0,,false,0
MAIN,8.85,KC10-XDAT006,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,8.835184,KC10-XDAT006-D0008R0001S01,AIR,MQNA,9.05232,0.5520833,REST,0,0,0,,false,0
MAIN,8.95,KC10-XDAT001,KC-10,HNTK,GABES -HNTK-APT-parking,8.919507,KC10-XDAT001-D0007R0001S01,AIR,MQNA,9.123475,0.5520833,REST,0,0,0,,false,0
MAIN,8.95,KC10-XDAT002,KC-10,HNTK,GABES -HNTK-APT-parking,8.919507,KC10-XDAT002-D0007R0001S01,AIR,MQNA,9.123475,0.5520833,REST,0,0,0,,false,0
MAIN,8.95,KC10-XDAT003,KC-10,HNTK,GABES -HNTK-APT-parking,8.919507,KC10-XDAT003-D0007R0001S01,AIR,MQNA,9.123475,0.5520833,REST,0,0,0,,false,0
MAIN,9,KC10-XDAT004,KC-10,HNTK,GABES -HNTK-APT-parking,8.982007,KC10-XDAT004-D0007R0001S01,AIR,MQNA,9.185975,0.5520833,REST,0,0,0,,false,0
MAIN,9.15,KC10-XDAT005,KC-10,MQNA,RAMP1,9.11482,KC10-XDAT005-D0008R0001S01,AIR,HNTK,9.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,9.15,KC10-XDAT006,KC-10,MQNA,RAMP1,9.11482,KC10-XDAT006-D0008R0001S01,AIR,HNTK,9.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,9.2,KC10-XDAT001,KC-10,MQNA,RAMP1,9.185975,KC10-XDAT001-D0007R0001S01,AIR,PTFL,9.426415,0.28561538,WORK,0,0,0,,false,0
MAIN,9.2,KC10-XDAT002,KC-10,MQNA,RAMP1,9.185975,KC10-XDAT002-D0007R0001S01,AIR,PTFL,9.426415,0.28561538,WORK,0,0,0,,false,0
MAIN,9.2,KC10-XDAT003,KC-10,MQNA,RAMP1,9.185975,KC10-XDAT003-D0007R0001S01,AIR,PTFL,9.426415,0.28561538,WORK,0,0,0,,false,0
MAIN,9.25,KC10-XDAT004,KC-10,MQNA,RAMP1,9.248475,KC10-XDAT004-D0007R0001S01,AIR,PTFL,9.488915,0.28561538,WORK,0,0,0,,false,0
MAIN,9.35,C17-DKFX001,C-17,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,9.323496,C17-DKFX001-D0007R0001S01,AIR,DKFX,9.409433,0.5520833,REST,0,0,0,,false,0
MAIN,9.95,KC10-XDAT005,KC-10,HNTK,GABES -HNTK-APT-parking,9.919507,KC10-XDAT005-D0008R0001S01,AIR,MQNA,10.123475,0.5520833,REST,0,0,0,,false,0
MAIN,9.95,KC10-XDAT006,KC-10,HNTK,GABES -HNTK-APT-parking,9.919507,KC10-XDAT006-D0008R0001S01,AIR,MQNA,10.123475,0.5520833,REST,0,0,0,,false,0
MAIN,10.05,B747-400-XDAT001,B-747P,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,10,B747-400-XDAT001-D0010R0001S01,AIR,QKJA,10.057927,0.5520833,CHANGE,0,0,0,,false,0
MAIN,10.1,KC10-XDAT001,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,10.051415,KC10-XDAT001-D0007R0001S01,AIR,XDAT,10.292011,0.5520833,REST,0,0,0,,false,0
MAIN,10.1,KC10-XDAT002,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,10.051415,KC10-XDAT002-D0007R0001S01,AIR,XDAT,10.292011,0.5520833,REST,0,0,0,,false,0
MAIN,10.1,KC10-XDAT003,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,10.051415,KC10-XDAT003-D0007R0001S01,AIR,XDAT,10.292011,0.5520833,REST,0,0,0,,false,0
MAIN,10.15,KC10-XDAT004,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,10.113915,KC10-XDAT004-D0007R0001S01,AIR,XDAT,10.354511,0.5520833,REST,0,0,0,,false,0
MAIN,10.2,B747-400-XDAT001,B-747P,QKJA,MIRAMAR NAS -QKJA-MAP-PARKING,10.182927,B747-400-XDAT001-D0010R0001S01,AIR,TMKH,10.36147,0.36915648,WORK,0,0,0,,false,0
MAIN,10.2,KC10-XDAT005,KC-10,MQNA,RAMP1,10.185975,KC10-XDAT005-D0008R0001S01,AIR,PTFL,10.426415,0.28561538,WORK,0,0,0,,false,0
MAIN,10.2,KC10-XDAT006,KC-10,MQNA,RAMP1,10.185975,KC10-XDAT006-D0008R0001S01,AIR,PTFL,10.426415,0.28561538,WORK,0,0,0,,false,0
MAIN,10.4,KC10-XDAT001,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,10.354511,KC10-XDAT001-D0010R0002S01,AIR,QKJA,10.416778,0.5520833,CHANGE,0,0,0,,false,0
MAIN,10.65,KC10-XDAT001,KC-10,QKJA,MIRAMAR NAS -QKJA-MAP-PARKING,10.625111,KC10-XDAT001-D0010R0002S01,AIR,PTFL,10.828484,0.28148407,WORK,0,0,0,,false,0
MAIN,11,B747-400-XDAT001,B-747P,TMKH,POPE AFB -TMKH-MAP-PARKING,10.98647,B747-400-XDAT001-D0010R0001S01,AIR,HNTK,11.360328,0.5520833,REST,0,0,0,,false,0
MAIN,11.1,KC10-XDAT005,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,11.051415,KC10-XDAT005-D0008R0001S01,AIR,XDAT,11.292011,0.5520833,REST,0,0,0,,false,0
MAIN,11.1,KC10-XDAT006,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,11.051415,KC10-XDAT006-D0008R0001S01,AIR,XDAT,11.292011,0.5520833,REST,0,0,0,,false,0
MAIN,11.5,KC10-XDAT001,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,11.453484,KC10-XDAT001-D0010R0002S01,AIR,MQNA,11.6659,0.5520833,REST,0,0,0,,false,0
MAIN,11.5,B747-400-XDAT001,B-747P,HNTK,GABES -HNTK-APT-parking,11.485328,B747-400-XDAT001-D0010R0001S01,AIR,FUQN,11.49549,0.053226054,WORK,0,0,0,,false,0
MAIN,11.75,KC10-XDAT001,KC-10,MQNA,RAMP1,11.7284,KC10-XDAT001-D0010R0002S01,AIR,HNTK,11.908088,0.27716678,WORK,0,0,0,,false,0
MAIN,12.05,C17-DKFX001,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,12,C17-DKFX001-D0012R0002S01,AIR,TMKH,12.025034,0.3723958,WORK,0,0,0,,false,0
MAIN,12.05,C17-DKFX002,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,12,C17-DKFX002-D0012R0001S01,AIR,TMKH,12.025034,0.5520833,WORK,0,0,0,,false,0
MAIN,12.05,C17-XDAT001,C-17,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,12,C17-XDAT001-D0012R0001S01,AIR,TMKH,12.213197,0.5520833,CHANGE,0,0,0,,false,0
MAIN,12.05,C17-PQWY001,C-17,PQWY,MCCHORD AFB -PQWY-MAP-PARKING,12,C17-PQWY001-D0012R0001S01,AIR,TMKH,12.213861,0.5520833,WORK,0,0,0,,false,0
MAIN,12.05,B747-400-XDAT002,B-747P,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,12,B747-400-XDAT002-D0012R0001S01,AIR,TMKH,12.192211,0.5520833,CHANGE,0,0,0,,false,0
MAIN,12.15,C17-DKFX001,C-17,TMKH,POPE AFB -TMKH-MAP-PARKING,12.118784,C17-DKFX001-D0012R0002S01,AIR,MQNA,12.3706455,0.2536115,WORK,0,0,0,,false,0
MAIN,12.15,C17-DKFX002,C-17,TMKH,POPE AFB -TMKH-MAP-PARKING,12.118784,C17-DKFX002-D0012R0001S01,AIR,MQNA,12.3706455,0.433299,WORK,0,0,0,,false,0
MAIN,12.15,B747-400-XDAT001,B-747P,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,12.12049,B747-400-XDAT001-D0010R0001S01,AIR,TYFR,12.237044,0.5520833,REST,0,0,0,,false,0
MAIN,12.55,KC10-XDAT001,KC-10,HNTK,GABES -HNTK-APT-parking,12.533088,KC10-XDAT001-D0010R0002S01,AIR,MQNA,12.737056,0.5520833,REST,0,0,0,,false,0
MAIN,12.85,KC10-XDAT001,KC-10,MQNA,RAMP1,12.799556,KC10-XDAT001-D0010R0002S01,AIR,PTFL,13.039996,0.28561538,WORK,0,0,0,,false,0
MAIN,12.85,B747-400-XDAT002,B-747P,TMKH,POPE AFB -TMKH-MAP-PARKING,12.817211,B747-400-XDAT002-D0012R0001S01,AIR,CWKW,13.279325,0.5520833,REST,0,0,0,,false,0
MAIN,12.85,C17-XDAT001,C-17,TMKH,POPE AFB -TMKH-MAP-PARKING,12.838197,C17-XDAT001-D0012R0001S01,AIR,MQNA,13.090058,0.5520833,REST,0,0,0,,false,0
MAIN,12.85,C17-PQWY001,C-17,TMKH,POPE AFB -TMKH-MAP-PARKING,12.838861,C17-PQWY001-D0012R0001S01,AIR,MQNA,13.090723,0.5520833,REST,0,0,0,,false,0
MAIN,12.9,B747-400-XDAT001,B-747P,TYFR,RAMP1,12.862044,B747-400-XDAT001-D0010R0001S01,AIR,XDAT,13.34613,0.5520833,REST,0,0,0,,false,0
MAIN,13,C17-DKFX001,C-17,MQNA,RAMP1,12.9956455,C17-DKFX001-D0012R0002S01,AIR,FUQN,13.187631,0.5520833,REST,0,0,0,,false,0
MAIN,13,C17-DKFX002,C-17,MQNA,RAMP1,12.9956455,C17-DKFX002-D0012R0001S01,AIR,FUQN,13.187631,0.5520833,REST,0,0,0,,false,0
MAIN,13.05,KC10-XDAT002,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,13,KC10-XDAT002-D0013R0002S01,AIR,FJXT,13.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,13.05,KC10-XDAT003,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,13,KC10-XDAT003-D0013R0002S01,AIR,FJXT,13.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,13.05,KC10-XDAT004,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,13,KC10-XDAT004-D0013R0002S01,AIR,TMKH,13.201214,0.5520833,CHANGE,0,0,0,,false,0
MAIN,13.2,C17-XDAT001,C-17,MQNA,RAMP1,13.183808,C17-XDAT001-D0012R0001S01,AIR,FUQN,13.375793,0.20647141,WORK,0,0,0,,false,0
MAIN,13.2,C17-PQWY001,C-17,MQNA,RAMP1,13.184473,C17-PQWY001-D0012R0001S01,AIR,FUQN,13.376458,0.20647141,WORK,0,0,0,,false,0
MAIN,13.3,C17-DKFX001,C-17,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,13.281381,C17-DKFX001-D0012R0002S01,AIR,MQNA,13.501101,0.26634836,WORK,0,0,0,,false,0
MAIN,13.3,C17-DKFX002,C-17,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,13.281381,C17-DKFX002-D0012R0001S01,AIR,MQNA,13.501101,0.26634836,WORK,0,0,0,,false,0
MAIN,13.45,B747-400-XDAT001,B-747P,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,13.40863,B747-400-XDAT001-D0013R0002S01,AIR,TMKH,13.6008415,0.5520833,CHANGE,0,0,0,,false,0
MAIN,13.45,KC10-XDAT004,KC-10,TMKH,POPE AFB -TMKH-MAP-PARKING,13.409547,KC10-XDAT004-D0013R0002S01,AIR,PTFL,13.46557,0.14253621,WORK,0,0,0,,false,0
MAIN,13.7,KC10-XDAT001,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,13.664996,KC10-XDAT001-D0010R0002S02,AIR,FJXT,13.675452,0.045174956,REST,0,0,0,,false,0
MAIN,13.9,KC10-XDAT001,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,13.883785,KC10-XDAT001-D0010R0002S02,AIR,MQNA,14.100921,0.33329433,WORK,0,0,0,,false,0
MAIN,13.95,B747-400-XDAT002,B-747P,CWKW,RAMP1,13.904325,B747-400-XDAT002-D0012R0001S01,AIR,FUQN,14.031929,0.5520833,REST,0,0,0,,false,0
MAIN,13.95,KC10-XDAT002,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,13.908965,KC10-XDAT002-D0013R0002S01,AIR,MQNA,14.126101,0.5520833,REST,0.07378101,0,0,,false,0
MAIN,13.95,KC10-XDAT003,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,13.908965,KC10-XDAT003-D0013R0002S01,AIR,MQNA,14.126101,0.5520833,REST,0.07378101,0,0,,false,0
MAIN,14.05,KC10-XDAT005,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,14,KC10-XDAT005-D0014R0002S01,AIR,FJXT,14.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,14.05,KC10-XDAT006,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,14,KC10-XDAT006-D0014R0002S01,AIR,FJXT,14.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,14.05,KC10-XDAT007,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,14,KC10-XDAT007-D0014R0001S01,AIR,FJXT,14.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,14.05,KC10-XDAT008,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,14,KC10-XDAT008-D0014R0001S01,AIR,FJXT,14.210184,0.5520833,CHANGE,0,0,0,,false,0
MAIN,14.05,C17-XDAT001,C-17,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,14.000793,C17-XDAT001-D0012R0001S01,AIR,MQNA,14.220513,0.5520833,REST,0,0,0,,false,0
MAIN,14.05,C17-PQWY001,C-17,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,14.001458,C17-PQWY001-D0012R0001S01,AIR,MQNA,14.221178,0.5520833,REST,0,0,0,,false,0
MAIN,14.1,KC10-XDAT004,KC-10,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,14.09057,KC10-XDAT004-D0013R0002S01,AIR,TYFR,14.409016,0.5520833,REST,0,0,0,,false,0
MAIN,14.15,C17-DKFX001,C-17,MQNA,RAMP1,14.126101,C17-DKFX001-D0012R0002S01,AIR,DKFX,14.423554,0.5520833,REST,0,0,0,,false,0
MAIN,14.15,C17-DKFX002,C-17,MQNA,RAMP1,14.126101,C17-DKFX002-D0012R0001S01,AIR,DKFX,14.423554,0.5520833,REST,0,0,0,,false,0
MAIN,14.2,B747-400-XDAT002,B-747P,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,14.156929,B747-400-XDAT002-D0012R0001S01,AIR,TYFR,14.273483,0.29947913,WORK,0,0,0,,false,0
MAIN,14.2,KC10-XDAT002,KC-10,MQNA,RAMP1,14.188601,KC10-XDAT002-D0013R0002S01,AIR,HNTK,14.368288,0.27244824,WORK,0,0,0,,false,0
MAIN,14.2,KC10-XDAT003,KC-10,MQNA,RAMP1,14.188601,KC10-XDAT003-D0013R0002S01,AIR,HNTK,14.368288,0.27244824,WORK,0,0,0,,false,0
MAIN,14.25,B747-400-XDAT001,B-747P,TMKH,POPE AFB -TMKH-MAP-PARKING,14.2258415,B747-400-XDAT001-D0013R0002S01,AIR,CWKW,14.687955,0.5520833,REST,0,0,0,,false,0
MAIN,14.5,KC10-XDAT004,KC-10,TYFR,RAMP1,14.471516,KC10-XDAT004-D0013R0002S01,AIR,FUQN,14.578142,0.17113793,WORK,0,0,0,,false,0
MAIN,14.55,C17-DKFX001,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,14.517304,C17-DKFX001-D0014R0003S01,AIR,TMKH,14.542338,0.16087961,WORK,0,0,0,,false,0
MAIN,14.55,C17-DKFX002,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,14.517304,C17-DKFX002-D0014R0002S01,AIR,TMKH,14.542338,0.16087961,WORK,0,0,0,,false,0
MAIN,14.75,KC10-XDAT001,KC-10,MQNA,RAMP1,14.725921,KC10-XDAT001-D0010R0002S02,AIR,HNTK,14.905608,0.5520833,REST,0,0,0,,false,0
MAIN,14.85,KC10-XDAT005,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,14.835184,KC10-XDAT005-D0014R0002S01,AIR,MQNA,15.05232,0.5520833,REST,0,0,0,,false,0
MAIN,14.85,KC10-XDAT006,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,14.835184,KC10-XDAT006-D0014R0002S01,AIR,MQNA,15.05232,0.5520833,REST,0,0,0,,false,0
MAIN,14.85,KC10-XDAT007,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,14.835184,KC10-XDAT007-D0014R0001S01,AIR,MQNA,15.05232,0.5520833,REST,0,0,0,,false,0
MAIN,14.85,C17-XDAT001,C-17,MQNA,RAMP1,14.845513,C17-XDAT001-D0012R0001S01,AIR,DKFX,15.142967,0.5520833,REST,0,0,0,,false,0
MAIN,14.85,C17-PQWY001,C-17,MQNA,RAMP1,14.846178,C17-PQWY001-D0012R0001S01,AIR,DKFX,15.143632,0.5520833,REST,0,0,0,,false,0
MAIN,14.9,KC10-XDAT008,KC-10,FJXT,DOVER AFB -FJXT-MAP-PARKING,14.897684,KC10-XDAT008-D0014R0001S01,AIR,MQNA,15.11482,0.5520833,REST,0.0625,0,0,,false,0
MAIN,14.9,B747-400-XDAT002,B-747P,TYFR,RAMP1,14.898483,B747-400-XDAT002-D0012R0001S01,AIR,XDAT,15.382569,0.5520833,REST,0,0,0,,false,0
MAIN,15,KC10-XDAT002,KC-10,HNTK,GABES -HNTK-APT-parking,14.993288,KC10-XDAT002-D0013R0002S01,AIR,MQNA,15.197256,0.5520833,REST,0,0,0,,false,0
MAIN,15,KC10-XDAT003,KC-10,HNTK,GABES -HNTK-APT-parking,14.993288,KC10-XDAT003-D0013R0002S01,AIR,MQNA,15.197256,0.5520833,REST,0,0,0,,false,0
MAIN,15.05,C17-XDAT002,C-17,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,15,C17-XDAT002-D0015R0001S01,AIR,TMKH,15.213197,0.5520833,CHANGE,0,0,0,,false,0
MAIN,15.05,KC10-XDAT009,KC-10,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,15,KC10-XDAT009-D0015R0001S01,AIR,TMKH,15.201214,0.5520833,CHANGE,0,0,0,,false,0
MAIN,15.05,KC10-XDAT001,KC-10,HNTK,GABES -HNTK-APT-parking,15.030608,KC10-XDAT001-D0010R0002S02,AIR,MQNA,15.234576,0.24739581,WORK,0,0,0,,false,0
MAIN,15.15,KC10-XDAT005,KC-10,MQNA,RAMP1,15.11482,KC10-XDAT005-D0014R0002S01,AIR,HNTK,15.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,15.15,KC10-XDAT006,KC-10,MQNA,RAMP1,15.11482,KC10-XDAT006-D0014R0002S01,AIR,HNTK,15.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,15.15,KC10-XDAT007,KC-10,MQNA,RAMP1,15.11482,KC10-XDAT007-D0014R0001S01,AIR,HNTK,15.294507,0.27244824,WORK,0,0,0,,false,0
MAIN,15.2,C17-DKFX001,C-17,TMKH,POPE AFB -TMKH-MAP-PARKING,15.167338,C17-DKFX001-D0014R0003S01,AIR,MQNA,15.4192,0.5520833,REST,0,0,0,,false,0
MAIN,15.2,KC10-XDAT008,KC-10,MQNA,RAMP1,15.17732,KC10-XDAT008-D0014R0001S01,AIR,HNTK,15.357007,0.27244824,WORK,0,0,0,,false,0
MAIN,15.25,KC10-XDAT004,KC-10,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,15.203142,KC10-XDAT004-D0013R0002S01,AIR,MQNA,15.4086275,0.5520833,REST,0,0,0,,false,0
MAIN,15.25,C17-DKFX002,C-17,TMKH,POPE AFB -TMKH-MAP-PARKING,15.219266,C17-DKFX002-D0014R0002S01,AIR,MQNA,15.4711275,0.5520833,REST,0.051927567,0,0,,false,0
MAIN,15.25,C17-XDAT001,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,15.236717,C17-XDAT001-D0012R0001S02,AIR,TMKH,15.261751,0.16087961,WORK,0,0,0,,false,0
MAIN,15.25,C17-PQWY001,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,15.237382,C17-PQWY001-D0012R0001S02,AIR,TMKH,15.262416,0.16087961,WORK,0,0,0,,false,0
MAIN,15.3,KC10-XDAT002,KC-10,MQNA,RAMP1,15.259756,KC10-XDAT002-D0013R0002S01,AIR,PTFL,15.500196,0.28561538,WORK,0,0,0,,false,0
MAIN,15.3,KC10-XDAT003,KC-10,MQNA,RAMP1,15.259756,KC10-XDAT003-D0013R0002S01,AIR,PTFL,15.500196,0.28561538,WORK,0,0,0,,false,0
MAIN,15.35,B747-400-XDAT001,B-747P,CWKW,RAMP1,15.312955,B747-400-XDAT001-D0013R0002S01,AIR,FUQN,15.440559,0.5520833,REST,0,0,0,,false,0
MAIN,15.45,B747-400-XDAT002,B-747P,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,15.445069,B747-400-XDAT002-D0015R0002S01,AIR,TMKH,15.63728,0.5520833,CHANGE,0,0,0,,false,0
MAIN,15.5,KC10-XDAT004,KC-10,MQNA,RAMP1,15.4711275,KC10-XDAT004-D0013R0002S01,AIR,PTFL,15.711568,0.28409773,WORK,0,0,0,,false,0
MAIN,15.55,C17-DKFX001,C-17,MQNA,RAMP1,15.51295,C17-DKFX001-D0014R0003S01,AIR,FUQN,15.704935,0.20647141,WORK,0,0,0,,false,0
MAIN,15.6,C17-DKFX002,C-17,MQNA,RAMP1,15.5648775,C17-DKFX002-D0014R0002S01,AIR,FUQN,15.756863,0.20647141,WORK,0,0,0,,false,0
MAIN,15.6,B747-400-XDAT001,B-747P,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,15.565559,B747-400-XDAT001-D0013R0002S01,AIR,TYFR,15.682114,0.29947913,WORK,0,0,0,,false,0
MAIN,15.75,C17-DKFX014,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,15.714286,C17-DKFX014-D0015R0001S01,AIR,TMKH,15.73932,0.5520833,WORK,0,0,0,,false,0
MAIN,15.75,C17-XDAT010,C-17,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,15.720915,C17-XDAT010-D0015R0001S01,AIR,TMKH,15.934112,0.5520833,CHANGE,0.00662899,0,0,,false,0
MAIN,15.9,C17-DKFX015,C-17,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,15.857142,C17-DKFX015-D0015R0001S01,AIR,TMKH,15.882176,0.5520833,WORK,0,0,0,,false,0
MAIN,15.9,C17-XDAT011,C-17,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,15.857142,C17-XDAT011-D0015R0001S01,AIR,TMKH,16.07034,0.5520833,CHANGE,0,0,0,,false,0
MAIN,15.9,KC10-XDAT001,KC-10,MQNA,RAMP1,15.859576,KC10-XDAT001-D0010R0002S02,AIR,PTFL,16.100018,0.5520833,REST,0,0,0,,false,0
MAIN,15.95,KC10-XDAT005,KC-10,HNTK,GABES -HNTK-APT-parking,15.919507,KC10-XDAT005-D0014R0002S01,AIR,MQNA,16.123474,0.5520833,REST,0,0,0,,false,0
MAIN,15.95,KC10-XDAT006,KC-10,HNTK,GABES -HNTK-APT-parking,15.919507,KC10-XDAT006-D0014R0002S01,AIR,MQNA,16.123474,0.5520833,REST,0,0,0,,false,0
MAIN,15.95,KC10-XDAT007,KC-10,HNTK,GABES -HNTK-APT-parking,15.919507,KC10-XDAT007-D0014R0001S01,AIR,MQNA,16.123474,0.5520833,REST,0,0,0,,false,0
