PurposeCode
UNKNOWN
LOAD
UNLOAD
ENROUTE
RECOVER
EXPEDITE
HOME
HOLD
TRNS_LOAD
TRNS_UNLOAD
CHANNEL_ENR
VISA_ENR
UNLOAD_LOAD
RECOVER_LOAD
REFUELING
REC_AIR_REFUELING
PurposeCode
