Model,FedTime,Amount,AssetID,CargoType,DynamicPOD,FromLocationType,FromPurpose,MissionID,MissionNum,RLN,VirtualRlnId,CCC,ToLocationType,ToPurpose,DepartTime,SqFt,MTons,NumContainers,NumItems,Hot,LoadRule,CommodityType,Consolidated
MAIN,9.15,10.5,5432112,STONS,VKNP,POE,LOAD,5432112-1,1,1:0YBPC,"",R1D,POD,UNLOAD,9.125,280,0,0,1,false,1,5,false
MAIN,9.15,10.5,5432112,STONS,VKNP,POE,LOAD,5432112-1,1,1:0YBPC,"",R1D,POD,UNLOAD,9.125,280,0,0,1,false,1,5,false
MAIN,9.15,30.0,5432112,STONS,VKNP,POE,LOAD,5432112-1,1,1:0YBPC,"",R2D,POD,UNLOAD,9.125,794.4001,0,0,6,false,1,5,false
MAIN,9.15,90.0,5432112,STONS,VKNP,POE,LOAD,5432112-1,1,1:0YBPC,"",R2D,POD,UNLOAD,9.125,2383.2,0,0,18,false,1,5,false
MAIN,15.8,4.900000095367432,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",R2D,POD,UNLOAD,15.791666984558105,97.6,0,0,1,false,1,5,false
MAIN,15.8,73.5,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",R2D,POD,UNLOAD,15.791666984558105,1464,0,0,15,false,1,5,false
MAIN,15.8,11.0,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",J3B,POD,UNLOAD,15.791666984558105,209,0,1.8206898,0,false,20,5,false
MAIN,15.8,0.39999961853027344,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",J3B,POD,UNLOAD,15.791666984558105,19,0,0.1793102,0,false,20,5,false
MAIN,15.8,14.700000762939453,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",R2D,POD,UNLOAD,15.791666984558105,292.8,0,0,3,false,1,5,false
MAIN,15.8,4.900000095367432,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",R2D,POD,UNLOAD,15.791666984558105,97.6,0,0,1,false,1,5,false
MAIN,15.8,4.5,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",R2D,POD,UNLOAD,15.791666984558105,98.40015,0,0,1,false,1,5,false
MAIN,15.8,4.900000095367432,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0YBTC,"",R2D,POD,UNLOAD,15.791666984558105,97.6,0,0,1,false,1,5,false
MAIN,15.8,72.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",A2D,POD,UNLOAD,15.791666984558105,1611,0,0,15,false,1,5,false
MAIN,15.8,0.8999999761581421,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",A3D,POD,UNLOAD,15.791666984558105,30,0,0,1,false,1,5,false
MAIN,15.8,0.8999999761581421,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",A3D,POD,UNLOAD,15.791666984558105,30,0,0,1,false,1,5,false
MAIN,15.8,9.600000381469727,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",A2D,POD,UNLOAD,15.791666984558105,214.8,0,0,2,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",A2D,POD,UNLOAD,15.791666984558105,107.4,0,0,1,false,1,5,false
MAIN,15.8,4.900001525878906,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",A2D,POD,UNLOAD,15.791666984558105,108.79993,0,0,1,false,1,5,false
MAIN,15.8,8.09999942779541,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",J7C,POD,UNLOAD,15.791666984558105,167.40001,0,0,9,false,1,5,false
MAIN,15.8,1.2000007629394531,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GF,"",J7C,POD,UNLOAD,15.791666984558105,18.59999,0,0,1,false,1,5,false
MAIN,15.8,0.5,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:00GF,"",M7C,POD,UNLOAD,15.791666984558105,1,0,1,0,false,20,5,false
MAIN,15.8,1.399999976158142,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",M7C,POD,UNLOAD,15.791666984558105,0.6,0,0.6666667,0,false,20,16,false
MAIN,15.8,0.8000000715255737,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",M7C,POD,UNLOAD,15.791666984558105,0.39999998,0,0.3333333,0,false,20,16,false
MAIN,15.8,1.399999976158142,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R3D,POD,UNLOAD,15.791666984558105,50,0,0,1,false,1,16,false
MAIN,15.8,16.5,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,185,0,0,1,false,1,16,false
MAIN,15.8,36.900001525878906,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,555,0,0,3,false,1,16,false
MAIN,15.8,61.19999694824219,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,1020,0,0,6,false,1,16,false
MAIN,15.8,148.5,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,1665,0,0,9,false,1,16,false
MAIN,15.8,209.10000610351562,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,3145,0,0,17,false,1,16,false
MAIN,15.8,40.79999923706055,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,680,0,0,4,false,1,16,false
MAIN,15.8,53.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,850,0,0,5,false,1,16,false
MAIN,15.8,36.599998474121094,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,488,0,0,2,false,1,16,false
MAIN,15.8,15.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,354,0,0,2,false,1,16,false
MAIN,15.8,2.6999998092651367,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2B,POD,UNLOAD,15.791666984558105,210,0,0,3,false,1,16,false
MAIN,15.8,3.5999999046325684,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2B,POD,UNLOAD,15.791666984558105,280,0,0,4,false,1,16,false
MAIN,15.8,1.7999999523162842,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2B,POD,UNLOAD,15.791666984558105,140,0,0,2,false,1,16,false
MAIN,15.8,2.799999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,109,0,0,1,false,1,16,false
MAIN,15.8,2.799999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,108,0,0,1,false,1,16,false
MAIN,15.8,8.399999618530273,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,327,0,0,3,false,1,16,false
MAIN,15.8,2.799999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,109,0,0,1,false,1,16,false
MAIN,15.8,6.199999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,228,0,0,2,false,1,16,false
MAIN,15.8,3.0999999046325684,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,114,0,0,1,false,1,16,false
MAIN,15.8,3.5999999046325684,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,122,0,0,1,false,1,16,false
MAIN,15.8,2.799999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,108,0,0,1,false,1,16,false
MAIN,15.8,53.20000076293945,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,2052,0,0,19,false,1,16,false
MAIN,15.8,15.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,456,0,0,2,false,1,16,false
MAIN,15.8,2.799999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,108,0,0,1,false,1,16,false
MAIN,15.8,2.9000000953674316,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,111,0,0,1,false,1,16,false
MAIN,15.8,2.6999998092651367,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,243,0,0,3,false,1,16,false
MAIN,15.8,7.199999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,648,0,0,8,false,1,16,false
MAIN,15.8,0.8999999761581421,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,81,0,0,1,false,1,16,false
MAIN,15.8,4.199999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,222,0,0,2,false,1,16,false
MAIN,15.8,12.59999942779541,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,666,0,0,6,false,1,16,false
MAIN,15.8,18.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,700,0,0,5,false,1,16,false
MAIN,15.8,38.400001525878906,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,1224,0,0,8,false,1,16,false
MAIN,15.8,2.0999999046325684,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,111,0,0,1,false,1,16,false
MAIN,15.8,9.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",J7C,POD,UNLOAD,15.791666984558105,178.2,0,0,9,false,1,16,false
MAIN,15.8,2.200000047683716,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",J1D,POD,UNLOAD,15.791666984558105,385,0,0,11,false,1,16,false
MAIN,15.8,2.299999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",J2D,POD,UNLOAD,15.791666984558105,101,0,0,1,false,1,16,false
MAIN,15.8,6.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",J7C,POD,UNLOAD,15.791666984558105,118.799995,0,0,6,false,1,16,false
MAIN,15.8,0.1999969482421875,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",J7C,POD,UNLOAD,15.791666984558105,23.200073,0,0,1,false,1,16,false
MAIN,15.8,81.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",J7C,POD,UNLOAD,15.791666984558105,1603.7999,0,0,81,false,1,16,false
MAIN,15.8,132.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,1480,0,0,8,false,1,16,false
MAIN,15.8,12.300000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,185,0,0,1,false,1,16,false
MAIN,15.8,135.3000030517578,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,2035,0,0,11,false,1,16,false
MAIN,15.8,10.199999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,170,0,0,1,false,1,16,false
MAIN,15.8,30.599998474121094,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,510,0,0,3,false,1,16,false
MAIN,15.8,10.600000381469727,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R1D,POD,UNLOAD,15.791666984558105,170,0,0,1,false,1,16,false
MAIN,15.8,6.299999713897705,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2B,POD,UNLOAD,15.791666984558105,490,0,0,7,false,1,16,false
MAIN,15.8,0.8999999761581421,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2B,POD,UNLOAD,15.791666984558105,70,0,0,1,false,1,16,false
MAIN,15.8,56.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,2160,0,0,20,false,1,16,false
MAIN,15.8,7.900000095367432,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,228,0,0,1,false,1,16,false
MAIN,15.8,7.900000095367432,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,228,0,0,1,false,1,16,false
MAIN,15.8,2.799999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,108,0,0,1,false,1,16,false
MAIN,15.8,158.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,4560,0,0,20,false,1,16,false
MAIN,15.8,2.799999952316284,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,108,0,0,1,false,1,16,false
MAIN,15.8,50.39999771118164,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,1944,0,0,18,false,1,16,false
MAIN,15.8,14.399999618530273,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,1296,0,0,16,false,1,16,false
MAIN,15.8,10.799999237060547,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,420,0,0,3,false,1,16,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,153,0,0,1,false,1,16,false
MAIN,15.8,72.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,2295,0,0,15,false,1,16,false
MAIN,15.8,2.0999999046325684,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0TABC,"",R2D,POD,UNLOAD,15.791666984558105,111,0,0,1,false,1,16,false
MAIN,15.8,5.0,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",J3B,POD,UNLOAD,15.791666984558105,99,0,0.89285713,0,false,20,22,false
MAIN,15.8,0.4499998092651367,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",J3B,POD,UNLOAD,15.791666984558105,10,0,0.107142866,0,false,20,22,false
MAIN,15.8,4.699999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",R2D,POD,UNLOAD,15.791666984558105,93.4,0,0,1,false,1,22,false
MAIN,15.8,4.699999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",R2D,POD,UNLOAD,15.791666984558105,93.4,0,0,1,false,1,22,false
MAIN,15.8,4.3000030517578125,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",R2D,POD,UNLOAD,15.791666984558105,94.400024,0,0,1,false,1,22,false
MAIN,15.8,18.799999237060547,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",R2D,POD,UNLOAD,15.791666984558105,373.6,0,0,4,false,1,22,false
MAIN,15.8,5.0,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",J3B,POD,UNLOAD,15.791666984558105,99,0,0.89285713,0,false,20,22,false
MAIN,15.8,0.4499998092651367,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",J3B,POD,UNLOAD,15.791666984558105,10,0,0.107142866,0,false,20,22,false
MAIN,15.8,37.599998474121094,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0VAAC,"",R2D,POD,UNLOAD,15.791666984558105,747.2,0,0,8,false,1,22,false
MAIN,15.8,5.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,99.8,0,0,1,false,1,22,false
MAIN,15.8,9.600000381469727,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R1D,POD,UNLOAD,15.791666984558105,191,0,0,1,false,1,22,false
MAIN,15.8,9.5,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R1D,POD,UNLOAD,15.791666984558105,191,0,0,1,false,1,22,false
MAIN,15.8,5.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,99.8,0,0,1,false,1,22,false
MAIN,15.8,2.9000244140625,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,101,0,0,1,false,1,22,false
MAIN,15.8,80.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1596.8,0,0,16,false,1,22,false
MAIN,15.8,5.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,99.8,0,0,1,false,1,22,false
MAIN,15.8,6.692307472229004,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,132.50769,0,0.9666667,0,false,20,22,false
MAIN,15.8,0.03846153989434242,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,2.1076941,0,0.0333333,0,false,20,22,false
MAIN,15.8,40.153846740722656,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,795.04614,0,5.8,0,false,20,22,false
MAIN,15.8,0.23076923191547394,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,12.646165,0,0.19999981,0,false,20,22,false
MAIN,15.8,26.769229888916016,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,530.03076,0,3.8666668,0,false,20,22,false
MAIN,15.8,0.1538461595773697,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,8.430777,0,0.1333332,0,false,20,22,false
MAIN,15.8,13.384614944458008,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,265.01538,0,1.9333334,0,false,20,22,false
MAIN,15.8,0.07692307978868484,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",J3B,POD,UNLOAD,15.791666984558105,4.2153883,0,0.0666666,0,false,20,22,false
MAIN,15.8,60.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1197.6001,0,0,12,false,1,22,false
MAIN,15.8,5.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,99.8,0,0,1,false,1,22,false
MAIN,15.8,100.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1996,0,0,20,false,1,22,false
MAIN,15.8,5.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,99.8,0,0,1,false,1,22,false
MAIN,15.8,20.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,399.2,0,0,4,false,1,22,false
MAIN,15.8,95.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1896.2001,0,0,19,false,1,22,false
MAIN,15.8,100.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1996,0,0,20,false,1,22,false
MAIN,15.8,100.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1996,0,0,20,false,1,22,false
MAIN,15.8,100.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1996,0,0,20,false,1,22,false
MAIN,15.8,100.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1996,0,0,20,false,1,22,false
MAIN,15.8,100.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1996,0,0,20,false,1,22,false
MAIN,15.8,95.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1896.2001,0,0,19,false,1,22,false
MAIN,15.8,100.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0RAAC,"",R2D,POD,UNLOAD,15.791666984558105,1996,0,0,20,false,1,22,false
MAIN,15.8,8.09999942779541,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",J7C,POD,UNLOAD,15.791666984558105,167.40001,0,0,9,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,5.1999969482421875,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,173.1001,0,0,1,false,1,5,false
MAIN,15.8,1.7999999523162842,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",J7C,POD,UNLOAD,15.791666984558105,37.2,0,0,2,false,1,5,false
MAIN,15.8,1.3000001907348633,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",J7C,POD,UNLOAD,15.791666984558105,19.399994,0,0,1,false,1,5,false
MAIN,15.8,0.20000000298023224,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:00GH,"",M7C,POD,UNLOAD,15.791666984558105,1,0,1,0,false,20,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,4.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00GH,"",A2D,POD,UNLOAD,15.791666984558105,172.9,0,0,1,false,1,5,false
MAIN,15.8,8.800000190734863,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",A2D,POD,UNLOAD,15.791666984558105,957,0,0,2,false,1,5,false
MAIN,15.8,12.199999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",A1D,POD,UNLOAD,15.791666984558105,231.5,0,0,1,false,1,5,false
MAIN,15.8,12.199999809265137,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",A1D,POD,UNLOAD,15.791666984558105,231.5,0,0,1,false,1,5,false
MAIN,15.8,4.400000095367432,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",A2D,POD,UNLOAD,15.791666984558105,478.5,0,0,1,false,1,5,false
MAIN,15.8,4.19999885559082,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",A2D,POD,UNLOAD,15.791666984558105,478.5,0,0,1,false,1,5,false
MAIN,15.8,12.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",J7C,POD,UNLOAD,15.791666984558105,237.59999,0,0,12,false,1,5,false
MAIN,15.8,0.8999996185302734,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",J7C,POD,UNLOAD,15.791666984558105,20.40001,0,0,1,false,1,5,false
MAIN,15.8,3.5999999046325684,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",J2C,POD,UNLOAD,15.791666984558105,181.5,0,0,1,false,1,5,false
MAIN,15.8,3.5,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:00JD,"",J2C,POD,UNLOAD,15.791666984558105,181.5,0,0,1,false,1,5,false
MAIN,15.8,0.6000000238418579,7208297,CONTAINER_20,APFD,POE,LOAD,7208297-1,1,1:00JD,"",M7C,POD,UNLOAD,15.791666984558105,1,0,1,0,false,20,5,false
MAIN,15.8,1.399999976158142,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0HBGC,"",R3D,POD,UNLOAD,15.791666984558105,50,0,0,1,false,1,22,false
MAIN,15.8,1.7999999523162842,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0HBGC,"",R2B,POD,UNLOAD,15.791666984558105,136,0,0,2,false,1,22,false
MAIN,15.8,15.0,7208297,STONS,APFD,POE,LOAD,7208297-1,1,1:0HBGC,"",J7C,POD,UNLOAD,15.791666984558105,298.5,0,0,15,false,1,22,false
