Model,FedTime,ToTime,ToPurpose,ToLocation,RampName,FromTime,FromPurpose,FromLocation,Mode,AssetType,AssetID,Fleet,CrewType,CrewID,CrewAugmentedSize,CrewAugmentedDuty,MissionID,EarliestReleaseTime,Craf,Contam,Hot,Acl,CrewDutyLeft,OnGroundTime,ServiceTime,ScheduleDelay,CrewRestTime,FuelAmount,ChannelMissionId,SaamId,SaamLegId,ReconfigureTime
MAIN,7.25,7.2101846,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,7,HOME,XDAT,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0007R0001S01,7.8351846,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,7.25,7.2101846,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,7,HOME,XDAT,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0007R0001S01,7.8351846,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,7.25,7.2101846,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,7,HOME,XDAT,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0007R0001S01,7.8351846,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,7.25,7.2101846,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,7,HOME,XDAT,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0007R0001S01,7.8976846,false,false,false,84.675,0.34189898,0.6875,0.20833333,0.0625,0.4166667,0,,"","",0
MAIN,7.4,7.354959,ENROUTE,MQNA,RAMP1,7.09375,LOAD,DKFX,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0007R0001S01,7.448709,false,false,false,79.81125,0.29087415,0.09375,0.09375,0,0,0,,"","",0
MAIN,7.65,7.640694,UNLOAD,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,7.448709,ENROUTE,MQNA,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0007R0001S01,8.265694,false,false,false,86.1,0.005139202,0.6249995,0.09375,0,0.53125,0,,"","",0
MAIN,8.1,8.05232,ENROUTE,MQNA,RAMP1,7.8351846,LOAD,FJXT,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0007R0001S01,8.11482,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,8.1,8.05232,ENROUTE,MQNA,RAMP1,7.8351846,LOAD,FJXT,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0007R0001S01,8.11482,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,8.1,8.05232,ENROUTE,MQNA,RAMP1,7.8351846,LOAD,FJXT,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0007R0001S01,8.11482,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,8.15,8.11482,ENROUTE,MQNA,RAMP1,7.8976846,LOAD,FJXT,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0007R0001S01,8.17732,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,8.25,8.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,8,HOME,XDAT,AIR,KC-10,KC10-XDAT005,STRATEGIC,"","",false,false,KC10-XDAT005-D0008R0001S01,8.835184,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,8.25,8.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,8,HOME,XDAT,AIR,KC-10,KC10-XDAT006,STRATEGIC,"","",false,false,KC10-XDAT006-D0008R0001S01,8.835184,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,8.3,8.294507,UNLOAD,HNTK,GABES -HNTK-APT-parking,8.11482,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0007R0001S01,8.919507,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,8.3,8.294507,UNLOAD,HNTK,GABES -HNTK-APT-parking,8.11482,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0007R0001S01,8.919507,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,8.3,8.294507,UNLOAD,HNTK,GABES -HNTK-APT-parking,8.11482,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0007R0001S01,8.919507,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,8.4,8.357007,UNLOAD,HNTK,GABES -HNTK-APT-parking,8.17732,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0007R0001S01,8.982007,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,8.7,8.698496,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,8.265694,UNLOAD,FUQN,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0007R0001S01,9.323496,false,false,false,13.172001,0.11928144,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,9.1,9.05232,ENROUTE,MQNA,RAMP1,8.835184,LOAD,FJXT,AIR,KC-10,KC10-XDAT005,STRATEGIC,"","",false,false,KC10-XDAT005-D0008R0001S01,9.11482,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,9.1,9.05232,ENROUTE,MQNA,RAMP1,8.835184,LOAD,FJXT,AIR,KC-10,KC10-XDAT006,STRATEGIC,"","",false,false,KC10-XDAT006-D0008R0001S01,9.11482,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,9.15,9.123475,ENROUTE,MQNA,RAMP1,8.919507,UNLOAD,HNTK,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0007R0001S01,9.185975,false,false,false,84.675,0.34811538,0.0625,0.0625,0,0,0,,"","",0
MAIN,9.15,9.123475,ENROUTE,MQNA,RAMP1,8.919507,UNLOAD,HNTK,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0007R0001S01,9.185975,false,false,false,84.675,0.34811538,0.0625,0.0625,0,0,0,,"","",0
MAIN,9.15,9.123475,ENROUTE,MQNA,RAMP1,8.919507,UNLOAD,HNTK,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0007R0001S01,9.185975,false,false,false,84.675,0.34811538,0.0625,0.0625,0,0,0,,"","",0
MAIN,9.2,9.185975,ENROUTE,MQNA,RAMP1,8.982007,UNLOAD,HNTK,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0007R0001S01,9.248475,false,false,false,84.675,0.34811538,0.0625,0.0625,0,0,0,,"","",0
MAIN,9.3,9.294507,UNLOAD,HNTK,GABES -HNTK-APT-parking,9.11482,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT005,STRATEGIC,"","",false,false,KC10-XDAT005-D0008R0001S01,9.919507,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,9.3,9.294507,UNLOAD,HNTK,GABES -HNTK-APT-parking,9.11482,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT006,STRATEGIC,"","",false,false,KC10-XDAT006-D0008R0001S01,9.919507,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,9.45,9.409433,HOME,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,9.323496,ENROUTE,PTFL,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0007R0001S01,9.503183,false,false,false,86.1,0.4661458,0.09375,0.09375,0,0,0,,"","",0
MAIN,9.45,9.426415,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,9.185975,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0007R0001S01,10.051415,false,false,false,84.675,0.045174956,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,9.45,9.426415,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,9.185975,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0007R0001S01,10.051415,false,false,false,84.675,0.045174956,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,9.45,9.426415,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,9.185975,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0007R0001S01,10.051415,false,false,false,84.675,0.045174956,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,9.5,9.488915,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,9.248475,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0007R0001S01,10.113915,false,false,false,84.675,0.045174956,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,10.1,10.057927,LOAD,QKJA,MIRAMAR NAS -QKJA-MAP-PARKING,10,HOME,XDAT,AIR,B-747P,B747-400-XDAT001,STRATEGIC,"","",false,false,B747-400-XDAT001-D0010R0001S01,10.182927,true,false,false,121.6,0.49415648,0.125,0.125,0,0,0,,"","",0
MAIN,10.15,10.123475,ENROUTE,MQNA,RAMP1,9.919507,UNLOAD,HNTK,AIR,KC-10,KC10-XDAT005,STRATEGIC,"","",false,false,KC10-XDAT005-D0008R0001S01,10.185975,false,false,false,84.675,0.34811538,0.0625,0.0625,0,0,0,,"","",0
MAIN,10.15,10.123475,ENROUTE,MQNA,RAMP1,9.919507,UNLOAD,HNTK,AIR,KC-10,KC10-XDAT006,STRATEGIC,"","",false,false,KC10-XDAT006-D0008R0001S01,10.185975,false,false,false,84.675,0.34811538,0.0625,0.0625,0,0,0,,"","",0
MAIN,10.3,10.292011,HOME,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,10.051415,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0007R0001S01,10.354511,false,false,false,84.675,0.31148726,0.0625,0.0625,0,0,0,,"","",0
MAIN,10.3,10.292011,HOME,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,10.051415,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0007R0001S01,10.354511,false,false,false,84.675,0.31148726,0.0625,0.0625,0,0,0,,"","",0
MAIN,10.3,10.292011,HOME,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,10.051415,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0007R0001S01,10.354511,false,false,false,84.675,0.31148726,0.0625,0.0625,0,0,0,,"","",0
MAIN,10.4,10.354511,HOME,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,10.113915,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0007R0001S01,10.417011,false,false,false,84.675,0.31148726,0.0625,0.0625,0,0,0,,"","",0
MAIN,10.4,10.36147,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,10.182927,LOAD,QKJA,AIR,B-747P,B747-400-XDAT001,STRATEGIC,"","",false,false,B747-400-XDAT001-D0010R0001S01,10.98647,true,false,false,121.6,0.19061357,0.625,0.125,0,0.5,0,,"","",0
MAIN,10.45,10.416778,LOAD,QKJA,MIRAMAR NAS -QKJA-MAP-PARKING,10.354511,HOME,XDAT,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S01,10.625111,false,false,false,84.675,0.48981738,0.20833302,0.20833333,0,0,0,,"","",0
MAIN,10.45,10.426415,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,10.185975,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT005,STRATEGIC,"","",false,false,KC10-XDAT005-D0008R0001S01,11.051415,false,false,false,84.675,0.045174956,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,10.45,10.426415,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,10.185975,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT006,STRATEGIC,"","",false,false,KC10-XDAT006-D0008R0001S01,11.051415,false,false,false,84.675,0.045174956,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,10.85,10.828484,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,10.625111,LOAD,QKJA,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S01,11.453484,false,false,false,84.675,0.07811123,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,11.3,11.292011,HOME,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,11.051415,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT005,STRATEGIC,"","",false,false,KC10-XDAT005-D0008R0001S01,11.354511,false,false,false,84.675,0.31148726,0.0625,0.0625,0,0,0,,"","",0
MAIN,11.3,11.292011,HOME,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,11.051415,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT006,STRATEGIC,"","",false,false,KC10-XDAT006-D0008R0001S01,11.354511,false,false,false,84.675,0.31148726,0.0625,0.0625,0,0,0,,"","",0
MAIN,11.4,11.360328,UNLOAD,HNTK,GABES -HNTK-APT-parking,10.98647,LOAD,TMKH,AIR,B-747P,B747-400-XDAT001,STRATEGIC,"","",false,false,B747-400-XDAT001-D0010R0001S01,11.485328,true,false,false,121.6,0.17822605,0.125,0.125,0,0,0,,"","",0
MAIN,11.5,11.49549,UNLOAD,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,11.485328,UNLOAD,HNTK,AIR,B-747P,B747-400-XDAT001,STRATEGIC,"","",false,false,B747-400-XDAT001-D0010R0001S01,12.12049,true,false,false,121.6,0.04306345,0.625,0.125,0,0.5,0,,"","",0
MAIN,11.7,11.6659,ENROUTE,MQNA,RAMP1,11.453484,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S01,11.7284,false,false,false,84.675,0.33966678,0.0625,0.0625,0,0,0,,"","",0
MAIN,11.95,11.908088,UNLOAD,HNTK,GABES -HNTK-APT-parking,11.7284,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S01,12.533088,false,false,false,84.675,0.097479284,0.625,0.125,0,0.5,0,,"","",0
MAIN,12.05,12.025034,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,12,HOME,DKFX,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0012R0002S01,12.118784,false,false,false,86.1,0.3473615,0.09375,0.09375,0,0,0,,"","",0
MAIN,12.05,12.025034,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,12,HOME,DKFX,AIR,C-17,C17-DKFX002,STRATEGIC,"","",false,false,C17-DKFX002-D0012R0001S01,12.118784,false,false,false,86.1,0.527049,0.09375,0.09375,0,0,0,,"","",0
MAIN,12.2,12.192211,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,12,HOME,XDAT,AIR,B-747P,B747-400-XDAT002,STRATEGIC,"","",false,false,B747-400-XDAT002-D0012R0001S01,12.817211,true,false,false,121.6,0.35987258,0.625,0.125,0,0.5,0,,"","",0
MAIN,12.25,12.213197,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,12,HOME,XDAT,AIR,C-17,C17-XDAT001,STRATEGIC,"","",false,false,C17-XDAT001-D0012R0001S01,12.838197,false,false,false,86.1,0.33888638,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,12.25,12.213861,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,12,HOME,PQWY,AIR,C-17,C17-PQWY001,STRATEGIC,"","",false,false,C17-PQWY001-D0012R0001S01,12.838861,false,false,false,86.1,0.33822203,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,12.25,12.237044,ENROUTE,TYFR,RAMP1,12.12049,UNLOAD,FUQN,AIR,B-747P,B747-400-XDAT001,STRATEGIC,"","",false,false,B747-400-XDAT001-D0010R0001S01,12.862044,true,false,false,121.6,0.43552864,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,12.4,12.3706455,ENROUTE,MQNA,RAMP1,12.118784,LOAD,TMKH,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0012R0002S01,12.9956455,false,false,false,81.7269,0.0017496049,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,12.4,12.3706455,ENROUTE,MQNA,RAMP1,12.118784,LOAD,TMKH,AIR,C-17,C17-DKFX002,STRATEGIC,"","",false,false,C17-DKFX002-D0012R0001S01,12.9956455,false,false,false,81.7269,0.1814371,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,12.75,12.737056,ENROUTE,MQNA,RAMP1,12.533088,UNLOAD,HNTK,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S01,12.799556,false,false,false,84.675,0.34811538,0.0625,0.0625,0,0,0,,"","",0
MAIN,13.05,13.039996,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,12.799556,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S01,13.664996,false,false,false,84.675,0.045174956,0.625,0.0625,0,0,0,,"","",0
MAIN,13.1,13.090058,ENROUTE,MQNA,RAMP1,12.838197,LOAD,TMKH,AIR,C-17,C17-XDAT001,STRATEGIC,"","",false,false,C17-XDAT001-D0012R0001S01,13.183808,false,false,false,81.7269,0.3002214,0.09375,0.09375,0,0,0,,"","",0
MAIN,13.1,13.090723,ENROUTE,MQNA,RAMP1,12.838861,LOAD,TMKH,AIR,C-17,C17-PQWY001,STRATEGIC,"","",false,false,C17-PQWY001-D0012R0001S01,13.184473,false,false,false,81.7269,0.3002214,0.09375,0.09375,0,0,0,,"","",0
MAIN,13.2,13.187631,UNLOAD,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,12.9956455,ENROUTE,MQNA,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0012R0002S01,13.281381,false,false,false,86.1,0.36009836,0.09375,0.09375,0,0,0,,"","",0
MAIN,13.2,13.187631,UNLOAD,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,12.9956455,ENROUTE,MQNA,AIR,C-17,C17-DKFX002,STRATEGIC,"","",false,false,C17-DKFX002-D0012R0001S01,13.281381,false,false,false,86.1,0.36009836,0.09375,0.09375,0,0,0,,"","",0
MAIN,13.25,13.201214,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,13,HOME,XDAT,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0013R0002S01,13.409547,false,false,false,84.675,0.35086954,0.20833302,0.20833333,0,0,0,,"","",0
MAIN,13.25,13.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,13,HOME,XDAT,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0013R0002S01,13.908965,false,false,false,84.675,0.34189898,0.698781,0.20833333,0.07378101,0.4166667,0,,"","",0
MAIN,13.25,13.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,13,HOME,XDAT,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0013R0002S01,13.908965,false,false,false,84.675,0.34189898,0.698781,0.20833333,0.07378101,0.4166667,0,,"","",0
MAIN,13.3,13.279325,ENROUTE,CWKW,RAMP1,12.817211,LOAD,TMKH,AIR,B-747P,B747-400-XDAT002,STRATEGIC,"","",false,false,B747-400-XDAT002-D0012R0001S01,13.904325,true,false,false,105.358505,0.08997008,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,13.35,13.34613,HOME,XDAT,TRAVIS AFB -XDAT-MAP-PARKING,12.862044,ENROUTE,TYFR,AIR,B-747P,B747-400-XDAT001,STRATEGIC,"","",false,false,B747-400-XDAT001-D0010R0001S01,13.40863,true,false,false,100.01619,0.067997664,0.0625,0.0625,0,0,0,,"","",0
MAIN,13.4,13.375793,UNLOAD,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,13.183808,ENROUTE,MQNA,AIR,C-17,C17-XDAT001,STRATEGIC,"","",false,false,C17-XDAT001-D0012R0001S01,14.000793,false,false,false,86.1,0.014486462,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,13.4,13.376458,UNLOAD,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,13.184473,ENROUTE,MQNA,AIR,C-17,C17-PQWY001,STRATEGIC,"","",false,false,C17-PQWY001-D0012R0001S01,14.001458,false,false,false,86.1,0.014486462,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,13.5,13.46557,ENROUTE,PTFL,MC GUIRE AFB -PTFL-MAP-PARKING,13.409547,LOAD,TMKH,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0013R0002S01,14.09057,false,false,false,84.675,0.086512506,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,13.55,13.501101,ENROUTE,MQNA,RAMP1,13.281381,UNLOAD,FUQN,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0012R0002S01,14.126101,false,false,false,86.1,0.04662855,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,13.55,13.501101,ENROUTE,MQNA,RAMP1,13.281381,UNLOAD,FUQN,AIR,C-17,C17-DKFX002,STRATEGIC,"","",false,false,C17-DKFX002-D0012R0001S01,14.126101,false,false,false,86.1,0.04662855,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,13.65,13.6008415,LOAD,TMKH,POPE AFB -TMKH-MAP-PARKING,13.40863,HOME,XDAT,AIR,B-747P,B747-400-XDAT001,STRATEGIC,"","",false,false,B747-400-XDAT001-D0013R0002S01,14.2258415,true,false,false,121.6,0.35987258,0.625,0.125,0,0.5,0,,"","",0
MAIN,13.7,13.675452,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,13.664996,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S02,13.883785,false,false,false,84.675,0.54162765,0.20833302,0.20833333,0,0,0,,"","",0
MAIN,14.05,14.031929,UNLOAD,FUQN,THYNA-EL MAOU -FUQN-IAP-parking,13.904325,ENROUTE,CWKW,AIR,B-747P,B747-400-XDAT002,STRATEGIC,"","",false,false,B747-400-XDAT002-D0012R0001S01,14.156929,true,false,false,121.6,0.42447913,0.125,0.125,0,0,0,,"","",0
MAIN,14.15,14.100921,ENROUTE,MQNA,RAMP1,13.883785,LOAD,FJXT,AIR,KC-10,KC10-XDAT001,STRATEGIC,"","",false,false,KC10-XDAT001-D0010R0002S02,14.725921,false,false,false,84.675,0.116159275,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,14.15,14.126101,ENROUTE,MQNA,RAMP1,13.908965,LOAD,FJXT,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0013R0002S01,14.188601,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,14.15,14.126101,ENROUTE,MQNA,RAMP1,13.908965,LOAD,FJXT,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0013R0002S01,14.188601,false,false,false,84.675,0.33494824,0.0625,0.0625,0,0,0,,"","",0
MAIN,14.25,14.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,14,HOME,XDAT,AIR,KC-10,KC10-XDAT005,STRATEGIC,"","",false,false,KC10-XDAT005-D0014R0002S01,14.835184,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,14.25,14.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,14,HOME,XDAT,AIR,KC-10,KC10-XDAT006,STRATEGIC,"","",false,false,KC10-XDAT006-D0014R0002S01,14.835184,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,14.25,14.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,14,HOME,XDAT,AIR,KC-10,KC10-XDAT007,STRATEGIC,"","",false,false,KC10-XDAT007-D0014R0001S01,14.835184,false,false,false,84.675,0.34189898,0.625,0.20833333,0,0.4166667,0,,"","",0
MAIN,14.25,14.210184,LOAD,FJXT,DOVER AFB -FJXT-MAP-PARKING,14,HOME,XDAT,AIR,KC-10,KC10-XDAT008,STRATEGIC,"","",false,false,KC10-XDAT008-D0014R0001S01,14.897684,false,false,false,84.675,0.34189898,0.6875,0.20833333,0.0625,0.4166667,0,,"","",0
MAIN,14.25,14.220513,ENROUTE,MQNA,RAMP1,14.000793,UNLOAD,FUQN,AIR,C-17,C17-XDAT001,STRATEGIC,"","",false,false,C17-XDAT001-D0012R0001S01,14.845513,false,false,false,86.1,0.3323635,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,14.25,14.221178,ENROUTE,MQNA,RAMP1,14.001458,UNLOAD,FUQN,AIR,C-17,C17-PQWY001,STRATEGIC,"","",false,false,C17-PQWY001-D0012R0001S01,14.846178,false,false,false,86.1,0.3323635,0.625,0.09375,0,0.53125,0,,"","",0
MAIN,14.3,14.273483,ENROUTE,TYFR,RAMP1,14.156929,UNLOAD,FUQN,AIR,B-747P,B747-400-XDAT002,STRATEGIC,"","",false,false,B747-400-XDAT002-D0012R0001S01,14.898483,true,false,false,121.6,0.18292445,0.625,0.0625,0,0.5625,0,,"","",0
MAIN,14.4,14.368288,UNLOAD,HNTK,GABES -HNTK-APT-parking,14.188601,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT002,STRATEGIC,"","",false,false,KC10-XDAT002-D0013R0002S01,14.993288,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,14.4,14.368288,UNLOAD,HNTK,GABES -HNTK-APT-parking,14.188601,ENROUTE,MQNA,AIR,KC-10,KC10-XDAT003,STRATEGIC,"","",false,false,KC10-XDAT003-D0013R0002S01,14.993288,false,false,false,84.675,0.09276074,0.625,0.125,0,0.5,0,,"","",0
MAIN,14.45,14.409016,ENROUTE,TYFR,RAMP1,14.09057,ENROUTE,PTFL,AIR,KC-10,KC10-XDAT004,STRATEGIC,"","",false,false,KC10-XDAT004-D0013R0002S01,14.471516,false,false,false,72.560104,0.23363793,0.0625,0.0625,0,0,0,,"","",0
MAIN,14.45,14.423554,HOME,DKFX,CHARLESTON AFB-IN -DKFX-JAP-PARKING,14.126101,ENROUTE,MQNA,AIR,C-17,C17-DKFX001,STRATEGIC,"","",false,false,C17-DKFX001-D0012R0002S01,14.517304,false,false,false,72.92265,0.2546296,0.09375,0.09375,0,0,0,,"","",0
