Model,FedTime,MissionId,UID,Stons,Pax,Length,Width,Height,X,Y,Hazmat,CompartmentName,LegId,SeatCode
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAB.PAX_1,1.8000001,12,0,0,0,0,0,false,FORE/CENTER/LOWER,1,PAX
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAD.PAX_1,1.8000001,12,0,0,0,0,0,false,FORE/CENTER/LOWER,1,PAX
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAB.D2D0001_1,1.4,0,129,71,75,582,32,false,AFT/CENTER/LOWER,1,
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAB.J3D0001_1,1.3,0,108,88,70,717,19,false,AFT/CENTER/LOWER,1,
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAB.J3D0002_1,1.5,0,108,88,76,603,109,false,AFT/CENTER/LOWER,1,
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAD.D2D0001_1,1.4,0,129,71,75,334,73,false,AFT/CENTER/LOWER,1,
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAD.J3D0001_1,1.3,0,108,88,70,717,113,false,AFT/CENTER/LOWER,1,
MAIN,7.4,C17-DKFX001-D0007R0001S01,1:5CCAD.J3D0002_1,1.5,0,108,88,76,468,67,false,AFT/CENTER/LOWER,1,
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAB.PAX_1,1.8000001,12,0,0,0,0,0,false,FORE/CENTER/LOWER,2,PAX
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAD.PAX_1,1.8000001,12,0,0,0,0,0,false,FORE/CENTER/LOWER,2,PAX
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAB.D2D0001_1,1.4,0,129,71,75,582,32,false,AFT/CENTER/LOWER,2,
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAB.J3D0001_1,1.3,0,108,88,70,717,19,false,AFT/CENTER/LOWER,2,
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAB.J3D0002_1,1.5,0,108,88,76,603,109,false,AFT/CENTER/LOWER,2,
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAD.D2D0001_1,1.4,0,129,71,75,334,73,false,AFT/CENTER/LOWER,2,
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAD.J3D0001_1,1.3,0,108,88,70,717,113,false,AFT/CENTER/LOWER,2,
MAIN,7.65,C17-DKFX001-D0007R0001S01,1:5CCAD.J3D0002_1,1.5,0,108,88,76,468,67,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT1_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT2_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT3_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT4_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT5_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT6_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT7_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT8_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT9_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT10_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT11_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT12_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT13_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT14_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT15_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT16_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT17_1,1,0,108,88,60,126,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT18_1,1,0,108,88,60,1152,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT19_1,1,0,108,88,60,1038,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT20_1,1,0,108,88,60,12,14,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT21_1,1,0,108,88,60,1152,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT001-D0007R0001S01,1:0000001.PLT22_1,1,0,108,88,60,12,108,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT23_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT24_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT25_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT26_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT27_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT28_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT29_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT30_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT31_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT32_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT33_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT34_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT35_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT36_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT37_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT38_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT39_1,1,0,108,88,60,126,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT40_1,1,0,108,88,60,1152,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT41_1,1,0,108,88,60,1038,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT42_1,1,0,108,88,60,12,14,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT43_1,1,0,108,88,60,1152,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT002-D0007R0001S01,1:0000001.PLT44_1,1,0,108,88,60,12,108,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000001.PLT45_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000001.PLT46_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000001.PLT47_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000001.PLT48_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000001.PLT49_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000001.PLT50_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT1_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT2_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT3_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT4_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT5_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT6_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT7_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT8_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT9_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT10_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT11_1,1,0,108,88,60,126,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT12_1,1,0,108,88,60,1152,15,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT13_1,1,0,108,88,60,1038,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT14_1,1,0,108,88,60,12,14,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT15_1,1,0,108,88,60,1152,109,false,AFT/CENTER/LOWER,2,
MAIN,8.1,KC10-XDAT003-D0007R0001S01,1:0000002.PLT16_1,1,0,108,88,60,12,108,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT17_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT18_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT19_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT20_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT21_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT22_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT23_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT24_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT25_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT26_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT27_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT28_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT29_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT30_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT31_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT32_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT33_1,1,0,108,88,60,126,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT34_1,1,0,108,88,60,1152,15,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT35_1,1,0,108,88,60,1038,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT36_1,1,0,108,88,60,12,14,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT37_1,1,0,108,88,60,1152,109,false,AFT/CENTER/LOWER,2,
MAIN,8.15,KC10-XDAT004-D0007R0001S01,1:0000002.PLT38_1,1,0,108,88,60,12,108,false,AFT/CENTER/LOWER,2,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT1_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT2_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT3_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT4_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT5_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT6_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT7_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT8_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT9_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT10_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT11_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT12_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT13_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT14_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT15_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT16_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT17_1,1,0,108,88,60,126,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT18_1,1,0,108,88,60,1152,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT19_1,1,0,108,88,60,1038,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT20_1,1,0,108,88,60,12,14,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT21_1,1,0,108,88,60,1152,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT001-D0007R0001S01,1:0000001.PLT22_1,1,0,108,88,60,12,108,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT23_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT24_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT25_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT26_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT27_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT28_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT29_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT30_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT31_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT32_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT33_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT34_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT35_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT36_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT37_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT38_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT39_1,1,0,108,88,60,126,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT40_1,1,0,108,88,60,1152,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT41_1,1,0,108,88,60,1038,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT42_1,1,0,108,88,60,12,14,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT43_1,1,0,108,88,60,1152,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT002-D0007R0001S01,1:0000001.PLT44_1,1,0,108,88,60,12,108,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000001.PLT45_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000001.PLT46_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000001.PLT47_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000001.PLT48_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000001.PLT49_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000001.PLT50_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT1_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT2_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT3_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT4_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT5_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT6_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT7_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT8_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT9_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT10_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT11_1,1,0,108,88,60,126,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT12_1,1,0,108,88,60,1152,15,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT13_1,1,0,108,88,60,1038,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT14_1,1,0,108,88,60,12,14,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT15_1,1,0,108,88,60,1152,109,false,AFT/CENTER/LOWER,3,
MAIN,8.3,KC10-XDAT003-D0007R0001S01,1:0000002.PLT16_1,1,0,108,88,60,12,108,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT17_1,1,0,108,88,60,582,15,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT18_1,1,0,108,88,60,696,15,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT19_1,1,0,108,88,60,582,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT20_1,1,0,108,88,60,468,15,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT21_1,1,0,108,88,60,696,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT22_1,1,0,108,88,60,354,15,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT23_1,1,0,108,88,60,468,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT24_1,1,0,108,88,60,810,15,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT25_1,1,0,108,88,60,354,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT26_1,1,0,108,88,60,924,15,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT27_1,1,0,108,88,60,810,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT28_1,1,0,108,88,60,240,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT29_1,1,0,108,88,60,924,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT30_1,1,0,108,88,60,126,109,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT31_1,1,0,108,88,60,240,15,false,AFT/CENTER/LOWER,3,
MAIN,8.4,KC10-XDAT004-D0007R0001S01,1:0000002.PLT32_1,1,0,108,88,60,1038,15,false,AFT/CENTER/LOWER,3,
