Model,FedTime,AssetID,AmountAvailable,AmountAvailableAddSea,AmountPlanned,AmountCommited,AmountCancelled
MAIN,16.05,8616295,10.600006103515625,0.0,0.0,0.0,0.0
MAIN,16.05,8616300,10.600006103515625,0.0,0.0,0.0,0.0
MAIN,16.05,8616922,10.600006103515625,0.0,0.0,0.0,0.0
MAIN,16.05,8616934,10.600006103515625,0.0,0.0,0.0,0.0
MAIN,16.05,8718706,5972.699951171875,0.0,0.0,0.0,0.0
MAIN,16.05,8902395,7450.217926025391,6404.699859619141,149.00000023841858,0.0,0.0
MAIN,16.05,8902400,359.6173553466797,4244.89990234375,19.09999990463257,19.09999990463257,0.0
MAIN,16.05,8912663,5972.699951171875,0.0,0.0,0.0,0.0
MAIN,16.05,9002037,11440.699890136719,0.0,0.0,0.0,0.0
MAIN,16.05,9007817,4244.89990234375,0.0,0.0,0.0,0.0
MAIN,16.05,9012288,10093.017318725586,0.0,0.0,0.0,0.0
MAIN,16.05,9012290,10093.017318725586,0.0,0.0,0.0,0.0
MAIN,16.05,9015187,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,16.05,9015199,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,16.05,9015204,1727.800048828125,7892.199920654297,964.8000008612871,0.0,0.0
MAIN,16.05,9015219,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,16.05,9021253,13903.899658203125,0.0,0.0,0.0,0.0
MAIN,16.05,9030137,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,16.05,9030149,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,16.05,9064267,15854.199783325195,0.0,0.0,0.0,0.0
MAIN,16.05,90664384,265.4175720214844,0.0,37.20000076293945,37.20000076293945,0.0
MAIN,16.05,9101601,11820.817367553711,0.0,0.0,0.0,0.0
MAIN,16.05,9108295,19005.617721557617,0.0,0.0,0.0,0.0
MAIN,16.05,9118836,12589.717330932617,0.0,0.0,0.0,0.0
MAIN,16.05,9137349,0.0,407.0348815917969,0.0,0.0,0.0
MAIN,17.05,1000059,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,17.05,1811111,750.0,0.0,375.0,375.0,0.0
MAIN,17.05,5555007,1105.8999633789062,0.0,0.0,0.0,0.0
MAIN,17.05,6372812,77.0,0.0,0.0,0.0,0.0
MAIN,17.05,6421347,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,17.05,6510899,0.0,0.0,0.0,0.0,0.0
MAIN,17.05,6708379,5369.4000244140625,0.0,0.0,0.0,0.0
MAIN,17.05,6801664,4240.5,0.0,0.0,0.0,0.0
MAIN,17.05,6812211,77.0,0.0,0.0,0.0,0.0
MAIN,17.05,6817845,0.0,0.0,0.0,0.0,0.0
MAIN,17.05,6905252,5369.4000244140625,0.0,0.0,0.0,0.0
MAIN,17.05,7026259,0.0,443.1521759033203,0.0,0.0,0.0
MAIN,17.05,7114185,77.0,0.0,0.0,0.0,0.0
MAIN,17.05,7116315,2535.7000122070312,0.0,0.0,0.0,0.0
MAIN,17.05,7218462,0.0,162319.0998916626,149.00000023841858,149.00000023841858,0.0
MAIN,17.05,7224306,5369.4000244140625,0.0,0.0,0.0,0.0
MAIN,17.05,7224904,3564.5999755859375,0.0,0.0,0.0,0.0
MAIN,17.05,7227205,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,17.05,7334204,730.8999633789062,7011.300048828125,4396.737913608551,0.0,0.0
MAIN,17.05,7390117,4971.399963378906,0.0,0.0,0.0,0.0
MAIN,17.05,7395351,4971.399963378906,0.0,4240.5,4240.5,0.0
MAIN,17.05,7614915,4240.5,0.0,0.0,0.0,0.0
MAIN,17.05,7617890,1188.185546875,0.0,0.0,0.0,0.0
MAIN,17.05,7617905,1188.185546875,12012.056610107422,13123.242156982422,0.0,0.0
MAIN,17.05,7634331,0.0,4240.5,0.0,0.0,0.0
MAIN,17.05,7635933,2458.7000122070312,0.0,0.0,0.0,0.0
MAIN,17.05,7635945,5369.4000244140625,0.0,0.0,0.0,0.0
MAIN,17.05,7704930,730.8999633789062,0.0,0.0,0.0,0.0
MAIN,17.05,7714349,2458.7000122070312,0.0,0.0,0.0,0.0
MAIN,17.05,7717171,4586.300018310547,0.0,345.80001068115234,0.0,0.0
MAIN,17.05,7729459,5369.4000244140625,0.0,0.0,0.0,0.0
MAIN,17.05,7729461,77.0,0.0,0.0,0.0,0.0
MAIN,17.05,7820411,1727.800048828125,13627.299911499023,2978.562026977539,0.0,0.0
MAIN,17.05,7820423,4971.399963378906,0.0,0.0,0.0,0.0
MAIN,17.05,7820980,77.0,0.0,0.0,0.0,0.0
MAIN,17.05,7825409,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,17.05,7825423,1727.800048828125,0.0,0.0,0.0,0.0
MAIN,17.05,8026048,4240.5,0.0,0.0,0.0,0.0
MAIN,17.05,8200709,3564.5999755859375,0.0,0.0,0.0,0.0
