Model,FedTime,AssetID,MissionID,AssetLocation,AssetType,LocationType,ReleaseTime,BerthName,Contam
MAIN,108.15,6812211,6812211-2,FQZF,CONT-NSS,POE,108.140274,Unconstrained,false
MAIN,108.9,7303205,7303205-1,RUAM,FSS,POE,108.87361,Unconstrained,false
MAIN,108.9,7302897,7302897-4,RUAM,FSS,POE,108.87361,Unconstrained,false
MAIN,110.15,8902400,8902400-4,RUAM,CONT-NSS,POE,110.129166,Unconstrained,false
MAIN,111,7226897,7226897-1,RUAM,FSS,POE,110.958336,Unconstrained,false
MAIN,111.55,8902395,8902395-4,VKNP,CONT-NSS,POD,111.5,BG Safaqis cont-1 berth,false
MAIN,111.55,7224904,7224904-3,FQZF,CONT-NSS,POE,111.51667,Unconstrained,false
MAIN,111.95,6828624,6828624-5,RUAM,CONT-NSS,POE,111.941666,Unconstrained,false
MAIN,112.6,7315571,7315571-4,VKNP,FSS,POD,112.583336,BG Safaqis cont-1 berth,false
MAIN,112.9,7236153,7236153-4,RUAM,FSS,POE,112.87361,Unconstrained,false
MAIN,113.15,8408894,8408894-1,RUAQ,BREAKBULK,POE,113.125,RUAQ BG,false
MAIN,113.35,7320411,7320411-4,VKNP,BARGE(T-AKB),POD,113.333336,BG Safaqis cont-1 berth,false
MAIN,113.55,7319632,7319632-1,VKNP,FSS,POD,113.5,BG Safaqis cont-2 berth,false
MAIN,113.65,6916861,6916861-4,RUAQ,CONT-NSS,POE,113.625,RUAQ BG,false
MAIN,114.95,7223508,7223508-1,RUAM,FSS,POE,114.92083,Unconstrained,false
MAIN,114.95,7224306,7224306-5,RUAM,CONT-NSS,POE,114.941666,Unconstrained,false
MAIN,115.45,7303205,7303205-1,VKNP,FSS,POD,115.416664,BG Safaqis cont-1 berth,false
MAIN,115.55,7302897,7302897-4,VKNP,FSS,POD,115.5,BG Safaqis cont-2 berth,false
MAIN,116.6,7218462,7218462-4,RUAM,CONT-NSS,POE,116.561806,Unconstrained,false
MAIN,116.6,6812211,6812211-2,VKNP,CONT-NSS,POD,116.583336,BG Safaqis cont-1 berth,false
MAIN,117.55,7226897,7226897-1,VKNP,FSS,POD,117.541664,BG Safaqis cont-1 berth,false
MAIN,118.2,8902400,8902400-4,VKNP,CONT-NSS,POD,118.166664,BG Safaqis cont-1 berth,false
MAIN,119.45,7236153,7236153-4,VKNP,FSS,POD,119.416664,BG Safaqis cont-1 berth,false
MAIN,119.7,6828624,6828624-5,VKNP,CONT-NSS,POD,119.666664,BG Safaqis cont-2 berth,false
MAIN,120,7224904,7224904-3,VKNP,CONT-NSS,POD,119.958336,BG Safaqis cont-1 berth,false
MAIN,120.1,7235329,7235329-1,FQZF,CONT-NSS,POE,120.07222,Unconstrained,false
MAIN,121.55,7223508,7223508-1,VKNP,FSS,POD,121.5,BG Safaqis cont-1 berth,false
MAIN,121.85,8408894,8408894-1,VKNP,BREAKBULK,POD,121.833336,BG Safaqis cont-1 berth,false
MAIN,122,6916861,6916861-4,VKNP,CONT-NSS,POD,121.958336,BG Safaqis cont-2 berth,false
MAIN,122.35,7304792,7304792-4,RRRK,BARGE(T-AKB),POE,122.333336,NEW YORK berth group-RRRK,false
MAIN,122.65,7224306,7224306-5,VKNP,CONT-NSS,POD,122.625,BG Safaqis cont-1 berth,false
MAIN,122.7,8820004,8820004-1,FQZF,CONT-NSS,POE,122.666664,Unconstrained,false
MAIN,124.55,7218462,7218462-4,VKNP,CONT-NSS,POD,124.5,BG Safaqis cont-1 berth,false
MAIN,127.1,7235329,7235329-1,SEA1,CONT-NSS,POD,127.083336,N/A,false
MAIN,127.3,8902395,8902395-5,RRRK,CONT-NSS,POE,127.291664,NEW YORK berth group-RRRK,false
MAIN,131.35,7320411,7320411-5,RRRK,BARGE(T-AKB),POE,131.33333,NEW YORK berth group-RRRK,false
MAIN,131.35,7304792,7304792-4,VKNP,BARGE(T-AKB),POD,131.33333,BG Safaqis cont-1 berth,false
MAIN,132.9,7319632,7319632-2,RUAM,FSS,POE,132.87361,Unconstrained,false
MAIN,133.2,8820004,8820004-1,VKNP,CONT-NSS,POD,133.16667,BG Safaqis cont-1 berth,false
MAIN,134.05,9085522,9085522-2,RUAM,VISA CONT,POE,134.0493,Unconstrained,false
MAIN,135.9,8902395,8902395-5,VKNP,CONT-NSS,POD,135.875,BG Safaqis cont-1 berth,false
MAIN,136.95,6828624,6828624-6,RUAM,CONT-NSS,POE,136.94167,Unconstrained,false
MAIN,137.15,8221545,8221545-2,RUAM,CONT-SS,POE,137.12674,Unconstrained,false
MAIN,137.15,8902400,8902400-5,RUAM,CONT-NSS,POE,137.12917,Unconstrained,false
MAIN,137.75,7315571,7315571-5,RUAM,FSS,POE,137.71666,Unconstrained,false
MAIN,139.2,7325253,7325253-4,RUAM,FSS,POE,139.18611,Unconstrained,false
MAIN,139.5,7319632,7319632-2,VKNP,FSS,POD,139.45833,BG Safaqis cont-1 berth,false
MAIN,139.6,9015204,9015204-2,RRRK,CONT-SS,POE,139.58333,NEW YORK berth group-RRRK,false
MAIN,140.35,7320411,7320411-5,VKNP,BARGE(T-AKB),POD,140.33333,BG Safaqis cont-1 berth,false
MAIN,140.9,7302897,7302897-5,RUAM,FSS,POE,140.87361,Unconstrained,false
MAIN,140.9,7236153,7236153-5,RUAM,FSS,POE,140.87361,Unconstrained,false
MAIN,141.05,9085522,9085522-2,SEA1,VISA CONT,POD,141,N/A,false
MAIN,142.4,7226897,7226897-2,RUAM,FSS,POE,142.37083,Unconstrained,false
MAIN,143.3,7233278,7233278-4,RUAM,CONT-NSS,POE,143.25,Unconstrained,false
MAIN,144.35,7223508,7223508-2,RUAM,FSS,POE,144.32083,Unconstrained,false
MAIN,144.35,7315571,7315571-5,VKNP,FSS,POD,144.33333,BG Safaqis cont-1 berth,false
MAIN,144.65,6828624,6828624-6,VKNP,CONT-NSS,POD,144.625,BG Safaqis cont-1 berth,false
MAIN,145.2,8902400,8902400-5,VKNP,CONT-NSS,POD,145.16667,BG Safaqis cont-1 berth,false
MAIN,145.8,7325253,7325253-4,VKNP,FSS,POD,145.79167,BG Safaqis cont-1 berth,false
MAIN,146.8,8221545,8221545-2,VKNP,CONT-SS,POD,146.79167,BG Safaqis cont-1 berth,false
MAIN,147.45,7302897,7302897-5,VKNP,FSS,POD,147.41667,BG Safaqis cont-1 berth,false
MAIN,147.55,7236153,7236153-5,VKNP,FSS,POD,147.5,BG Safaqis cont-2 berth,false
MAIN,147.6,7218462,7218462-5,RUAM,CONT-NSS,POE,147.5618,Unconstrained,false
MAIN,147.9,9015204,9015204-2,VKNP,CONT-SS,POD,147.875,BG Safaqis cont-1 berth,false
MAIN,148.9,7026259,7026259-5,RUAM,CONT-NSS,POE,148.89098,Unconstrained,false
MAIN,149,7226897,7226897-2,VKNP,FSS,POD,148.95833,BG Safaqis cont-1 berth,false
MAIN,149.35,7304792,7304792-5,RRRK,BARGE(T-AKB),POE,149.33333,NEW YORK berth group-RRRK,false
MAIN,150.9,7303205,7303205-2,RUAM,FSS,POE,150.87361,Unconstrained,false
MAIN,150.95,7223508,7223508-2,VKNP,FSS,POD,150.91667,BG Safaqis cont-1 berth,false
MAIN,151.45,7233278,7233278-4,VKNP,CONT-NSS,POD,151.41667,BG Safaqis cont-1 berth,false
MAIN,154.9,7319632,7319632-3,RUAM,FSS,POE,154.87361,Unconstrained,false
MAIN,155.7,7218462,7218462-5,VKNP,CONT-NSS,POD,155.66667,BG Safaqis cont-1 berth,false
MAIN,155.75,7315571,7315571-6,RUAM,FSS,POE,155.71666,Unconstrained,false
MAIN,157.3,7026259,7026259-5,VKNP,CONT-NSS,POD,157.29167,BG Safaqis cont-1 berth,false
MAIN,157.55,7303205,7303205-2,VKNP,FSS,POD,157.5,BG Safaqis cont-2 berth,false
MAIN,158.05,9085522,9085522-3,RUAM,VISA CONT,POE,158.0493,Unconstrained,false
MAIN,158.35,7304792,7304792-5,VKNP,BARGE(T-AKB),POD,158.33333,BG Safaqis cont-1 berth,false
MAIN,158.55,7224904,7224904-4,FQZF,CONT-NSS,POE,158.51666,Unconstrained,false
MAIN,159.35,7320411,7320411-6,RRRK,BARGE(T-AKB),POE,159.33333,NEW YORK berth group-RRRK,false
MAIN,159.95,6828624,6828624-7,RUAM,CONT-NSS,POE,159.94167,Unconstrained,false
MAIN,161.5,7319632,7319632-3,VKNP,FSS,POD,161.45833,BG Safaqis cont-1 berth,false
MAIN,161.5,7002071,7002071-2,RUAM,CONT-NSS,POE,161.46458,Unconstrained,false
MAIN,161.9,7302897,7302897-6,RUAM,FSS,POE,161.87361,Unconstrained,false
MAIN,161.9,7236153,7236153-6,RUAM,FSS,POE,161.87361,Unconstrained,false
MAIN,161.95,7226897,7226897-3,RUAM,FSS,POE,161.92084,Unconstrained,false
MAIN,162.35,7315571,7315571-6,VKNP,FSS,POD,162.33333,BG Safaqis cont-1 berth,false
MAIN,162.95,7223508,7223508-3,RUAM,FSS,POE,162.92084,Unconstrained,false
MAIN,163.9,6913259,6913259-2,RUAM,CONT-NSS,POE,163.89305,Unconstrained,false
MAIN,164,7224306,7224306-6,RUAM,CONT-NSS,POE,163.95833,Unconstrained,false
MAIN,165.05,9085522,9085522-3,SEA1,VISA CONT,POD,165,N/A,false
MAIN,165.1,6905252,6905252-4,RUAM,CONT-NSS,POE,165.06805,Unconstrained,false
MAIN,166.5,1811111,1811111-5,RUAM,CONT-NSS,POE,166.47708,Unconstrained,false
MAIN,167,7224904,7224904-4,VKNP,CONT-NSS,POD,166.95833,BG Safaqis cont-1 berth,false
MAIN,167.25,7233278,7233278-5,RUAM,CONT-NSS,POE,167.22327,Unconstrained,false
MAIN,167.7,6828624,6828624-7,VKNP,CONT-NSS,POD,167.66667,BG Safaqis cont-1 berth,false
MAIN,168.15,8221545,8221545-3,RUAM,CONT-SS,POE,168.12674,Unconstrained,false
MAIN,168.2,6708379,6708379-4,RUAM,CONT-NSS,POE,168.17986,Unconstrained,false
MAIN,168.35,7320411,7320411-6,VKNP,BARGE(T-AKB),POD,168.33333,BG Safaqis cont-1 berth,false
MAIN,168.55,7302897,7302897-6,VKNP,FSS,POD,168.5,BG Safaqis cont-2 berth,false
MAIN,168.55,7236153,7236153-6,VKNP,FSS,POD,168.54167,BG Safaqis NE-1 berth,false
MAIN,168.6,7226897,7226897-3,VKNP,FSS,POD,168.58333,BG Safaqis NE-2 berth,false
MAIN,169.2,7002071,7002071-2,VKNP,CONT-NSS,POD,169.16667,BG Safaqis cont-1 berth,false
MAIN,169.55,7223508,7223508-3,VKNP,FSS,POD,169.5,BG Safaqis cont-1 berth,false
MAIN,170.6,7218462,7218462-6,RUAM,CONT-NSS,POE,170.5618,Unconstrained,false
MAIN,171.05,9074391,9074391-2,RUAM,VISA CONT,POE,171.0493,Unconstrained,false
MAIN,171.6,6913259,6913259-2,VKNP,CONT-NSS,POD,171.58333,BG Safaqis cont-1 berth,false
MAIN,171.65,7224306,7224306-6,VKNP,CONT-NSS,POD,171.625,BG Safaqis cont-2 berth,false
MAIN,172.9,7303205,7303205-3,RUAM,FSS,POE,172.87361,Unconstrained,false
MAIN,173.05,6905252,6905252-4,VKNP,CONT-NSS,POD,173,BG Safaqis cont-1 berth,false
MAIN,174.2,1811111,1811111-5,VKNP,CONT-NSS,POD,174.16667,BG Safaqis cont-1 berth,false
MAIN,175.2,7233278,7233278-5,VKNP,CONT-NSS,POD,175.16667,BG Safaqis cont-1 berth,false
MAIN,176.25,6708379,6708379-4,VKNP,CONT-NSS,POD,176.20833,BG Safaqis cont-1 berth,false
MAIN,177.55,6820579,6820579-3,FQZF,CONT-NSS,POE,177.53055,Unconstrained,false
MAIN,177.8,8221545,8221545-3,VKNP,CONT-SS,POD,177.79167,BG Safaqis cont-1 berth,false
MAIN,178.05,9074391,9074391-2,SEA1,VISA CONT,POD,178,N/A,false
MAIN,178.6,7218462,7218462-6,VKNP,CONT-NSS,POD,178.58333,BG Safaqis cont-1 berth,false
MAIN,179.45,7303205,7303205-3,VKNP,FSS,POD,179.41667,BG Safaqis cont-1 berth,false
MAIN,179.6,9015204,9015204-3,RRRK,CONT-SS,POE,179.58333,NEW YORK berth group-RRRK,false
