Model,FedTime,Key,PositionUpdateTime,ShipStatus,Longitude,Latitude
MAIN,167.05,1811111,0,AT_SEA_LOADED,-65.60379791259766,40.27638626098633
MAIN,167.05,6828624,0,AT_SEA_LOADED,11.0,37.5
MAIN,167.05,7002071,0,AT_SEA_LOADED,-5.75,35.95000076293945
MAIN,167.05,6820579,0,AT_SEA_EMPTY,-113.64468383789062,26.086084365844727
MAIN,167.05,6708379,0,AT_SEA_EMPTY,-71.33333587646484,41.5
MAIN,167.05,7302897,0,AT_SEA_LOADED,-0.6000000238418579,36.20000076293945
MAIN,167.05,7236153,0,AT_SEA_LOADED,-0.6000000238418579,36.20000076293945
MAIN,167.05,7320411,0,AT_SEA_LOADED,4.330331802368164,37.255924224853516
MAIN,167.05,7226897,0,AT_SEA_LOADED,-1.4528319835662842,36.08876037597656
MAIN,167.05,9074391,0,AT_SEA_EMPTY,-40.47787857055664,30.47787857055664
MAIN,167.05,7224904,0,AT_SEA_EMPTY,11.600000381469727,35.0
MAIN,167.05,9085522,0,AT_SEA_EMPTY,-7.338520526885986,34.287757873535156
MAIN,167.1,7226897,0,AT_SEA_LOADED,-0.6000000238418579,36.20000076293945
MAIN,167.15,7304792,0,AT_SEA_EMPTY,-70.0,30.0
MAIN,167.15,7002071,0,AT_SEA_LOADED,-4.699999809265137,36.0
MAIN,167.15,9085522,0,AT_SEA_EMPTY,-8.800000190734863,33.599998474121094
MAIN,167.2,7218462,0,AT_SEA_EMPTY,-80.9000015258789,24.600000381469727
MAIN,167.25,7233278,0,AT_SEA_LOADED,-71.25,41.5
MAIN,167.3,6828624,0,AT_SEA_LOADED,11.600000381469727,35.0
MAIN,167.3,7002071,0,AT_SEA_LOADED,-2.9000000953674316,35.900001525878906
MAIN,167.35,7302897,0,AT_SEA_LOADED,3.0999999046325684,37.20000076293945
MAIN,167.35,7236153,0,AT_SEA_LOADED,3.0999999046325684,37.20000076293945
MAIN,167.35,7320411,0,AT_SEA_LOADED,7.5,37.400001525878906
MAIN,167.35,7224904,0,AT_SEA_EMPTY,11.0,37.5
MAIN,167.4,7218462,0,AT_SEA_EMPTY,-79.9000015258789,25.700000762939453
MAIN,167.4,9085522,0,AT_SEA_EMPTY,-10.100000381469727,31.799999237060547
MAIN,167.4,7226897,0,AT_SEA_LOADED,3.0999999046325684,37.20000076293945
MAIN,167.4,6828624,0,AT_SEA_LOADED,11.600000381469727,35.0
MAIN,167.45,7223508,0,AT_SEA_LOADED,-9.25,36.79999923706055
MAIN,167.45,7218462,0,AT_SEA_EMPTY,-79.80000305175781,26.399999618530273
MAIN,167.45,7233278,0,AT_SEA_LOADED,-69.5,40.29999923706055
MAIN,167.55,7002071,0,AT_SEA_LOADED,-0.6000000238418579,36.20000076293945
MAIN,167.6,6820579,0,AT_SEA_EMPTY,-109.69999694824219,22.5
MAIN,167.65,7302897,0,AT_SEA_LOADED,7.5,37.400001525878906
MAIN,167.65,7236153,0,AT_SEA_LOADED,7.5,37.400001525878906
MAIN,167.7,7224904,0,AT_SEA_EMPTY,7.5,37.400001525878906
MAIN,167.7,7320411,0,AT_SEA_LOADED,11.0,37.5
MAIN,167.7,6828624,0,AT_SEA_EMPTY,10.766666412353516,34.733333587646484
MAIN,167.7,7223508,0,AT_SEA_LOADED,-5.75,35.95000076293945
MAIN,167.7,7226897,0,AT_SEA_LOADED,7.5,37.400001525878906
MAIN,167.75,7802718,0,AT_SEA_EMPTY,-75.0,18.5
MAIN,167.75,6828624,0,AT_SEA_EMPTY,11.600000381469727,35.0
MAIN,167.8,7223508,0,AT_SEA_LOADED,-4.699999809265137,36.0
MAIN,167.85,7002071,0,AT_SEA_LOADED,3.0999999046325684,37.20000076293945
MAIN,167.9,7223508,0,AT_SEA_LOADED,-2.9000000953674316,35.900001525878906
MAIN,167.9,7325253,0,AT_SEA_EMPTY,-88.80899810791016,29.35300064086914
MAIN,167.9,7302897,0,AT_SEA_LOADED,11.0,37.5
MAIN,167.9,7236153,0,AT_SEA_LOADED,11.0,37.5
MAIN,167.95,7802718,0,AT_SEA_EMPTY,-73.9000015258789,20.0
MAIN,167.95,7226897,0,AT_SEA_LOADED,11.0,37.5
MAIN,168,7319632,0,AT_SEA_EMPTY,-70.0,30.0
MAIN,168,7320411,0,AT_SEA_LOADED,11.600000381469727,35.0
MAIN,168.05,6913259,0,AT_SEA_LOADED,-22.07936668395996,40.012603759765625
MAIN,168.05,7224306,0,AT_SEA_LOADED,-22.872100830078125,40.01740646362305
MAIN,168.05,7315571,0,AT_SEA_EMPTY,-62.550201416015625,40.25788116455078
MAIN,168.05,6905252,0,AT_SEA_LOADED,-37.88673782348633,40.10840606689453
MAIN,168.05,1811111,0,AT_SEA_LOADED,-53.45979690551758,40.20278549194336
MAIN,168.05,9074391,0,AT_SEA_EMPTY,-48.2098388671875,38.2098388671875
MAIN,168.05,7304792,0,AT_SEA_EMPTY,-77.06383514404297,27.029979705810547
MAIN,168.05,9085522,0,AT_SEA_EMPTY,-14.072114944458008,26.369766235351562
MAIN,168.05,7218462,0,AT_SEA_EMPTY,-77.45260620117188,30.994905471801758
MAIN,168.05,7233278,0,AT_SEA_LOADED,-62.92566680908203,40.260154724121094
MAIN,168.05,6820579,0,AT_SEA_EMPTY,-106.59352111816406,20.17013931274414
MAIN,168.05,7224904,0,AT_SEA_EMPTY,3.653996706008911,37.225181579589844
