Model,FedTime,Name,VirtualRlnId,Type,EncodedDetails,ServiceCode,OplanId,Pax,Pol,TotalSTons,DestinationModeSource,ToPoeOwnerName,ToPodOwnerName,ToDestOwnerName,Rdd,Preloaded,Commodity,Rld,BrigadeKey
AMP,-2,1:0DBCC,,U,cargoCategoryCode=J7C&mtons=46.0&stons=18.2&sqft=364.0;cargoCategoryCode=M7C&mtons=1.0&stons=0.4&sqft=1.0;cargoCategoryCode=R1D&mtons=280.4&stons=92.6&sqft=1227.0;cargoCategoryCode=J2D&mtons=96.0&stons=23.0&sqft=480.0;cargoCategoryCode=R2B&mtons=19.8&stons=1.8&sqft=140.0;cargoCategoryCode=R2D&mtons=370.6&stons=68.9&sqft=2482.0,A,090TP,0,0,204.9,LD,MAIN,MAIN,MAIN,30,false,CSS-SUPPLY,0,PSY
AMP,-2,1:0DBCP,,U,No Details,A,090TP,110,0,0,LD,MAIN,MAIN,MAIN,30,false,CSS-SUPPLY,0,PSY
AMP,-2,1:0DBDC,,U,cargoCategoryCode=J3D&mtons=13.2&stons=5.0&sqft=66.0;cargoCategoryCode=J7C&mtons=49.0&stons=19.6&sqft=392.0;cargoCategoryCode=M7C&mtons=1.0&stons=0.4&sqft=1.0;cargoCategoryCode=R1D&mtons=233.0&stons=70.1&sqft=1056.0;cargoCategoryCode=A2D&mtons=47.2&stons=12.4&sqft=222.0;cargoCategoryCode=J2B&mtons=33.9&stons=17.3&sqft=210.0;cargoCategoryCode=J2D&mtons=189.4&stons=41.3&sqft=1094.0;cargoCategoryCode=R2B&mtons=45.199997&stons=6.7&sqft=333.0;cargoCategoryCode=R2D&mtons=209.0&stons=65.1&sqft=1745.0,A,090TP,0,0,237.9,LD,MAIN,MAIN,MAIN,30,false,CSS-SUPPLY,0,PSY
AMP,-2,1:0DBDP,,U,No Details,A,090TP,118,0,0,LD,MAIN,MAIN,MAIN,30,false,CSS-SUPPLY,0,PSY
AMP,-2,1:0EBFC,,U,cargoCategoryCode=J7C&mtons=74.0&stons=29.8&sqft=596.0;cargoCategoryCode=M7C&mtons=1.0&stons=0.9&sqft=1.0;cargoCategoryCode=R3D&mtons=10.0&stons=1.4&sqft=50.0;cargoCategoryCode=A1D&mtons=95.0&stons=28.7&sqft=303.0;cargoCategoryCode=R1D&mtons=179.0&stons=49.4&sqft=695.0;cargoCategoryCode=A2D&mtons=260.0&stons=79.8&sqft=1283.0;cargoCategoryCode=J2B&mtons=19.0&stons=6.8&sqft=253.0;cargoCategoryCode=R2B&mtons=253.0&stons=43.8&sqft=1843.0;cargoCategoryCode=R2D&mtons=1232.0&stons=278.7&sqft=7869.0,A,090TP,0,0,519.30005,LD,MAIN,MAIN,MAIN,32,false,CSS-OTHER,0,ELW
AMP,-2,1:0EBFP,,U,No Details,A,090TP,181,0,0,LD,MAIN,MAIN,MAIN,32,false,CSS-OTHER,0,ELW
AMP,-2,1:0EBQC,,U,cargoCategoryCode=A3B&mtons=6.3&stons=2.5&sqft=45.0;cargoCategoryCode=J7C&mtons=324.0&stons=129.7&sqft=2594.0;cargoCategoryCode=M7C&mtons=7.0&stons=6.9&sqft=1.0;cargoCategoryCode=R3B&mtons=10.5&stons=1.5&sqft=105.0;cargoCategoryCode=R3D&mtons=46.5&stons=7.0&sqft=250.0;cargoCategoryCode=A1D&mtons=188.4&stons=57.4&sqft=606.0;cargoCategoryCode=R1D&mtons=423.3&stons=99.3&sqft=1607.0;cargoCategoryCode=A2D&mtons=1575.2&stons=577.9&sqft=7922.0;cargoCategoryCode=J2B&mtons=16.800001&stons=4.0&sqft=262.0;cargoCategoryCode=R2B&mtons=653.39996&stons=98.4&sqft=4895.0;cargoCategoryCode=R2D&mtons=5298.4004&stons=1502.6&sqft=30874.0,A,090TP,0,0,2487.2,LD,MAIN,MAIN,MAIN,32,false,CS-OTHER,0,ENP
AMP,-2,1:0EBQP,,U,No Details,A,090TP,784,0,0,LD,MAIN,MAIN,MAIN,32,false,CS-OTHER,0,ENP
AMP,-2,1:0EBRC,,U,cargoCategoryCode=A3B&mtons=6.3&stons=2.5&sqft=45.0;cargoCategoryCode=J7C&mtons=324.0&stons=129.7&sqft=2594.0;cargoCategoryCode=M7C&mtons=7.0&stons=6.9&sqft=1.0;cargoCategoryCode=R3B&mtons=10.5&stons=1.5&sqft=105.0;cargoCategoryCode=R3D&mtons=46.5&stons=7.0&sqft=250.0;cargoCategoryCode=A1D&mtons=188.4&stons=57.4&sqft=606.0;cargoCategoryCode=R1D&mtons=423.3&stons=99.3&sqft=1607.0;cargoCategoryCode=A2D&mtons=1575.2&stons=577.9&sqft=7922.0;cargoCategoryCode=J2B&mtons=16.800001&stons=4.0&sqft=262.0;cargoCategoryCode=R2B&mtons=653.39996&stons=98.4&sqft=4895.0;cargoCategoryCode=R2D&mtons=5298.4004&stons=1502.6&sqft=30874.0,A,090TP,0,0,2487.2,LD,MAIN,MAIN,MAIN,32,false,CS-OTHER,0,ELW
AMP,-2,1:0EBRP,,U,No Details,A,090TP,739,0,0,LD,MAIN,MAIN,MAIN,32,false,CS-OTHER,0,ELW
AMP,-2,1:0EGBC,,U,cargoCategoryCode=J3B&mtons=86.4&stons=5.4&sqft=594.0;cargoCategoryCode=J7C&mtons=73.0&stons=29.2&sqft=584.0;cargoCategoryCode=M7C&mtons=1.0&stons=0.7&sqft=14.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=A1D&mtons=156.0&stons=45.6&sqft=648.0;cargoCategoryCode=R1D&mtons=2004.5999&stons=559.2&sqft=8915.0;cargoCategoryCode=A2B&mtons=15.2&stons=4.9&sqft=91.0;cargoCategoryCode=A2D&mtons=1207.2&stons=483.6&sqft=5991.0;cargoCategoryCode=J2D&mtons=27.0&stons=10.8&sqft=258.0;cargoCategoryCode=R2B&mtons=31.199999&stons=3.6&sqft=274.0;cargoCategoryCode=R2D&mtons=1991.0&stons=390.5&sqft=10617.0,A,090TP,0,0,1534.9,LD,MAIN,MAIN,MAIN,36,false,CSS-OTHER,9,ABN
AMP,-2,1:0EGBP,,U,No Details,A,090TP,176,0,0,LD,MAIN,MAIN,MAIN,36,false,CSS-OTHER,9,ABN
AMP,-2,1:0HBGC,,U,cargoCategoryCode=J7C&mtons=60.0&stons=23.9&sqft=478.0;cargoCategoryCode=M7C&mtons=4.0&stons=3.7&sqft=74.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=C0D&mtons=10308.601&stons=1186.2&sqft=27954.0;cargoCategoryCode=R1D&mtons=77.5&stons=29.9&sqft=352.0;cargoCategoryCode=R2B&mtons=24.099998&stons=2.7&sqft=206.0;cargoCategoryCode=R2D&mtons=211.99998&stons=40.0&sqft=1278.0,A,090TP,0,0,1287.7999,XX,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,H20
AMP,-2,1:0HEDC,,U,cargoCategoryCode=J7C&mtons=70.0&stons=28.0&sqft=560.0;cargoCategoryCode=M7C&mtons=1.0&stons=1.0&sqft=20.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2984.7&stons=599.9&sqft=12219.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=7839.9&stons=1219.5&sqft=40736.0,A,090TP,0,0,1853,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0HEDP,,U,No Details,A,090TP,169,0,0,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0HEEC,,U,cargoCategoryCode=J7C&mtons=71.0&stons=28.2&sqft=564.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.6&sqft=32.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2715.3&stons=685.3&sqft=12280.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=3393.9998&stons=443.8&sqft=15984.0,A,090TP,0,0,1163.5,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0HEEP,,U,No Details,A,090TP,170,0,0,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0HEHC,,U,cargoCategoryCode=J7C&mtons=70.0&stons=28.0&sqft=560.0;cargoCategoryCode=M7C&mtons=1.0&stons=1.0&sqft=20.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2984.7&stons=599.9&sqft=12219.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=7839.9&stons=1219.5&sqft=40736.0,A,090TP,0,0,1853,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0HEHP,,U,No Details,A,090TP,169,0,0,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0HHD,,U,No Details,A,090TP,100,0,0,LD,MAIN,MAIN,MAIN,30,false,CSS-SUPPLY,0,PSY
AMP,-2,1:0HNBC,,U,cargoCategoryCode=J7C&mtons=46.0&stons=18.1&sqft=362.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.5&sqft=1.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2788.2&stons=775.8&sqft=12603.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=25.3&stons=2.5&sqft=161.0;cargoCategoryCode=R2D&mtons=1126.9&stons=166.0&sqft=6502.0,A,090TP,0,0,967.6,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TLT
AMP,-2,1:0HNBP,,U,No Details,A,090TP,109,0,0,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TLT
AMP,-2,1:0HVCC,,U,cargoCategoryCode=J7C&mtons=70.0&stons=28.0&sqft=560.0;cargoCategoryCode=M7C&mtons=1.0&stons=1.0&sqft=20.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2984.7&stons=599.9&sqft=12219.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=7839.9&stons=1219.5&sqft=40736.0,A,090TP,0,0,1853,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0HVCP,,U,No Details,A,090TP,169,0,0,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0J1EC,,U,cargoCategoryCode=J3B&mtons=40.0&stons=16.2&sqft=324.0;cargoCategoryCode=R2D&mtons=130.0&stons=36.8&sqft=736.0,A,090TP,0,0,53,LD,MAIN,MAIN,MAIN,40,false,CSS-OTHER,0,MON
AMP,-2,1:0J1EP,,U,No Details,A,090TP,66,0,0,XX,MAIN,MAIN,MAIN,38,false,CSS-OTHER,0,MON
AMP,-2,1:0JAAC,,U,cargoCategoryCode=J3B&mtons=74.0&stons=30.5&sqft=610.0;cargoCategoryCode=R1D&mtons=60.0&stons=19.1&sqft=382.0;cargoCategoryCode=R2D&mtons=5661.0&stons=1103.0&sqft=22060.0,A,090TP,0,0,1152.6,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0JAAP,,U,No Details,A,090TP,170,0,0,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0JKBC,,U,cargoCategoryCode=J7C&mtons=71.0&stons=28.2&sqft=564.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.6&sqft=32.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2715.3&stons=685.3&sqft=12280.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=3393.9998&stons=443.8&sqft=15984.0,A,090TP,0,0,1163.5,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0JKBP,,U,No Details,A,090TP,170,0,0,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0JLBC,,U,cargoCategoryCode=J7C&mtons=71.0&stons=28.2&sqft=564.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.6&sqft=32.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2715.3&stons=685.3&sqft=12280.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=3393.9998&stons=443.8&sqft=15984.0,A,090TP,0,0,1163.5,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0JLDP,,U,No Details,A,090TP,166,0,0,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0JXC,,U,cargoCategoryCode=J7C&mtons=3.0&stons=1.0&sqft=20.0;cargoCategoryCode=M7C&mtons=1.0&stons=0.1&sqft=1.0;cargoCategoryCode=R1D&mtons=50.0&stons=9.0&sqft=188.0,A,090TP,6,0,10.1,LD,MAIN,MAIN,MAIN,32,false,CSS-OTHER,0,ELW
AMP,-2,1:0KFA,,U,cargoCategoryCode=J3B&mtons=91.0&stons=31.0&sqft=532.0;cargoCategoryCode=R3D&mtons=10.0&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=21879.0&stons=4506.9&sqft=86267.0;cargoCategoryCode=J2D&mtons=50.0&stons=11.5&sqft=259.0;cargoCategoryCode=R2B&mtons=162.0&stons=34.7&sqft=1375.0;cargoCategoryCode=R2D&mtons=907.0&stons=265.4&sqft=4994.0,A,090TP,0,0,4850.9,LD,MAIN,MAIN,MAIN,32,false,CSS-OTHER,0,THE
AMP,-2,1:0KFBC,,U,cargoCategoryCode=J7C&mtons=340.0&stons=135.8&sqft=2716.0;cargoCategoryCode=M7C&mtons=4.0&stons=4.4&sqft=1.0;cargoCategoryCode=R3B&mtons=22.2&stons=2.4&sqft=240.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=A1D&mtons=1943.7&stons=1218.0&sqft=8237.0;cargoCategoryCode=R1D&mtons=1716.5&stons=469.0&sqft=7779.0;cargoCategoryCode=A2D&mtons=3347.3003&stons=1640.6&sqft=16223.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.2&sqft=101.0;cargoCategoryCode=R2B&mtons=530.5&stons=97.4&sqft=4383.0;cargoCategoryCode=R2D&mtons=2561.9&stons=673.7&sqft=15124.0,A,090TP,0,0,4244.9,LD,MAIN,MAIN,MAIN,43,false,ARMOR,15,1ME
AMP,-2,1:0KFBP,,U,No Details,A,090TP,821,0,0,LD,MAIN,MAIN,MAIN,43,false,ARMOR,15,1ME
AMP,-2,1:0KGA,,U,cargoCategoryCode=J3B&mtons=91.0&stons=31.0&sqft=532.0;cargoCategoryCode=R3D&mtons=10.0&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=21879.0&stons=4506.9&sqft=86267.0;cargoCategoryCode=J2D&mtons=50.0&stons=11.5&sqft=259.0;cargoCategoryCode=R2B&mtons=162.0&stons=34.7&sqft=1375.0;cargoCategoryCode=R2D&mtons=907.0&stons=265.4&sqft=4994.0,A,090TP,0,0,4850.9,LD,MAIN,MAIN,MAIN,32,false,CSS-OTHER,0,THE
AMP,-2,1:0KGBC,,U,cargoCategoryCode=J7C&mtons=71.0&stons=28.2&sqft=564.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.6&sqft=32.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2715.3&stons=685.3&sqft=12280.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=3393.9998&stons=443.8&sqft=15984.0,A,090TP,0,0,1163.5,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0KGBP,,U,No Details,A,090TP,170,0,0,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0KHA,,U,cargoCategoryCode=J3B&mtons=91.0&stons=31.0&sqft=532.0;cargoCategoryCode=R3D&mtons=10.0&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=21879.0&stons=4506.9&sqft=86267.0;cargoCategoryCode=J2D&mtons=50.0&stons=11.5&sqft=259.0;cargoCategoryCode=R2B&mtons=162.0&stons=34.7&sqft=1375.0;cargoCategoryCode=R2D&mtons=907.0&stons=265.4&sqft=4994.0,A,090TP,0,0,4850.9,LD,MAIN,MAIN,MAIN,32,false,CSS-OTHER,0,THE
AMP,-2,1:0LAA,,U,cargoCategoryCode=J7C&mtons=151.0&stons=60.5&sqft=1210.0;cargoCategoryCode=R2B&mtons=127.0&stons=26.0&sqft=1137.0;cargoCategoryCode=R2D&mtons=89.0&stons=19.8&sqft=531.0,A,090TP,220,0,106.3,LD,MAIN,MAIN,MAIN,27,false,CSS-OTHER,0,ABN
AMP,-2,1:0LAB,,U,No Details,A,090TP,150,0,0,LD,MAIN,MAIN,MAIN,20,false,CSS-OTHER,17,ABN
AMP,-2,1:0LBGC,,U,cargoCategoryCode=J7C&mtons=46.0&stons=18.4&sqft=368.0;cargoCategoryCode=M7C&mtons=3.0&stons=2.7&sqft=54.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=A1D&mtons=83.4&stons=55.1&sqft=323.0;cargoCategoryCode=R1D&mtons=229.6&stons=75.6&sqft=1036.0;cargoCategoryCode=A2D&mtons=642.10004&stons=271.2&sqft=3367.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=560.1&stons=159.3&sqft=3130.0,A,090TP,0,0,584.60004,LD,MAIN,MAIN,MAIN,43,false,CSS-OTHER,15,1ME
AMP,-2,1:0LBGP,,U,No Details,A,090TP,111,0,0,LD,MAIN,MAIN,MAIN,43,false,CSS-OTHER,15,1ME
AMP,-2,1:0MAAC,,U,cargoCategoryCode=J7C&mtons=71.0&stons=28.2&sqft=564.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.6&sqft=32.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2715.3&stons=685.3&sqft=12280.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=3393.9998&stons=443.8&sqft=15984.0,A,090TP,0,0,1163.5,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0MAAP,,U,No Details,A,090TP,170,0,0,LD,MAIN,MAIN,MAIN,22,false,CSS-OTHER,0,TPL
AMP,-2,1:0MBDC,,U,cargoCategoryCode=J7C&mtons=70.0&stons=28.0&sqft=560.0;cargoCategoryCode=M7C&mtons=1.0&stons=1.0&sqft=20.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2984.7&stons=599.9&sqft=12219.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=7839.9&stons=1219.5&sqft=40736.0,A,090TP,0,0,1853,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0MBDP,,U,No Details,A,090TP,169,0,0,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0MBKC,,U,cargoCategoryCode=J7C&mtons=70.0&stons=28.0&sqft=560.0;cargoCategoryCode=M7C&mtons=1.0&stons=1.0&sqft=20.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=R1D&mtons=2984.7&stons=599.9&sqft=12219.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=9.9&stons=0.9&sqft=70.0;cargoCategoryCode=R2D&mtons=7839.9&stons=1219.5&sqft=40736.0,A,090TP,0,0,1853,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0MBKP,,U,No Details,A,090TP,169,0,0,LD,MAIN,MAIN,MAIN,24,false,CSS-OTHER,0,TMD
AMP,-2,1:0NACC,,U,cargoCategoryCode=J7C&mtons=46.0&stons=18.2&sqft=364.0;cargoCategoryCode=M7C&mtons=1.0&stons=0.4&sqft=1.0;cargoCategoryCode=R1D&mtons=280.4&stons=92.6&sqft=1227.0;cargoCategoryCode=J2D&mtons=96.0&stons=23.0&sqft=480.0;cargoCategoryCode=R2B&mtons=19.8&stons=1.8&sqft=140.0;cargoCategoryCode=R2D&mtons=370.6&stons=68.9&sqft=2482.0,A,090TP,0,0,204.9,LD,MAIN,MAIN,MAIN,30,false,CSS-SUPPLY,0,PSY
AMP,-2,1:0NACP,,U,No Details,A,090TP,110,0,0,LD,MAIN,MAIN,MAIN,30,false,CSS-SUPPLY,0,PSY
AMP,-2,1:0QAAC,,U,cargoCategoryCode=J3B&mtons=145.8&stons=11.7&sqft=1044.0;cargoCategoryCode=J7C&mtons=240.0&stons=96.0&sqft=1920.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.9&sqft=38.0;cargoCategoryCode=R3D&mtons=37.2&stons=5.6&sqft=200.0;cargoCategoryCode=A1D&mtons=234.0&stons=68.4&sqft=972.0;cargoCategoryCode=R1D&mtons=3820.0999&stons=1269.8&sqft=17126.0;cargoCategoryCode=A2B&mtons=15.2&stons=4.9&sqft=91.0;cargoCategoryCode=A2D&mtons=1431.6001&stons=581.1&sqft=7047.0;cargoCategoryCode=J2D&mtons=40.5&stons=16.2&sqft=387.0;cargoCategoryCode=R2B&mtons=192.79999&stons=23.9&sqft=1400.0;cargoCategoryCode=R2D&mtons=4057.3003&stons=758.5&sqft=24901.0,A,090TP,0,0,2838,LD,MAIN,MAIN,MAIN,26,false,CS-OTHER,0,ABN
AMP,-2,1:0QAAP,,U,No Details,A,090TP,580,0,0,LD,MAIN,MAIN,MAIN,26,false,CS-OTHER,0,ABN
AMP,-2,1:0QAEC,,U,cargoCategoryCode=A3B&mtons=6.3&stons=2.5&sqft=45.0;cargoCategoryCode=J7C&mtons=324.0&stons=129.7&sqft=2594.0;cargoCategoryCode=M7C&mtons=7.0&stons=6.9&sqft=1.0;cargoCategoryCode=R3B&mtons=10.5&stons=1.5&sqft=105.0;cargoCategoryCode=R3D&mtons=46.5&stons=7.0&sqft=250.0;cargoCategoryCode=A1D&mtons=188.4&stons=57.4&sqft=606.0;cargoCategoryCode=R1D&mtons=423.3&stons=99.3&sqft=1607.0;cargoCategoryCode=A2D&mtons=1575.2&stons=577.9&sqft=7922.0;cargoCategoryCode=J2B&mtons=16.800001&stons=4.0&sqft=262.0;cargoCategoryCode=R2B&mtons=653.39996&stons=98.4&sqft=4895.0;cargoCategoryCode=R2D&mtons=5298.4004&stons=1502.6&sqft=30874.0,A,090TP,0,0,2487.2,LD,MAIN,MAIN,MAIN,32,false,CS-OTHER,0,ECB
AMP,-2,1:0QAEP,,U,No Details,A,090TP,784,0,0,LD,MAIN,MAIN,MAIN,32,false,CS-OTHER,0,ECB
AMP,-2,1:0QAFC,,U,cargoCategoryCode=J3B&mtons=145.8&stons=11.7&sqft=1044.0;cargoCategoryCode=J7C&mtons=240.0&stons=96.0&sqft=1920.0;cargoCategoryCode=M7C&mtons=2.0&stons=1.9&sqft=38.0;cargoCategoryCode=R3D&mtons=37.2&stons=5.6&sqft=200.0;cargoCategoryCode=A1D&mtons=234.0&stons=68.4&sqft=972.0;cargoCategoryCode=R1D&mtons=3820.0999&stons=1269.8&sqft=17126.0;cargoCategoryCode=A2B&mtons=15.2&stons=4.9&sqft=91.0;cargoCategoryCode=A2D&mtons=1431.6001&stons=581.1&sqft=7047.0;cargoCategoryCode=J2D&mtons=40.5&stons=16.2&sqft=387.0;cargoCategoryCode=R2B&mtons=192.79999&stons=23.9&sqft=1400.0;cargoCategoryCode=R2D&mtons=4057.3003&stons=758.5&sqft=24901.0,A,090TP,0,0,2838,LD,MAIN,MAIN,MAIN,26,false,CS-OTHER,0,ABN
AMP,-2,1:0QAFP,,U,No Details,A,090TP,580,0,0,LD,MAIN,MAIN,MAIN,26,false,CS-OTHER,0,ABN
AMP,-2,1:0QBJ,,U,cargoCategoryCode=J3C&mtons=1.0&stons=0.1&sqft=2.0;cargoCategoryCode=J7C&mtons=1.0&stons=0.3&sqft=6.0;cargoCategoryCode=M7C&mtons=1.0&stons=0.1&sqft=1.0;cargoCategoryCode=R2D&mtons=36.0&stons=7.1&sqft=176.0,A,090TP,2,0,7.6,LD,MAIN,MAIN,MAIN,32,false,CSS-OTHER,0,ELW
AMP,-2,1:0RAAC,,U,cargoCategoryCode=J3B&mtons=216.0&stons=87.5&sqft=1750.0;cargoCategoryCode=R1D&mtons=60.0&stons=19.1&sqft=382.0;cargoCategoryCode=R2D&mtons=6299.0&stons=1077.9&sqft=21558.0,A,090TP,0,0,1184.5,LD,MAIN,MAIN,MAIN,26,false,CSS-OTHER,0,ABN
AMP,-2,1:0RAAP,,U,No Details,A,090TP,514,0,0,LD,MAIN,MAIN,MAIN,26,false,CSS-OTHER,0,ABN
AMP,-2,1:0TABC,,U,cargoCategoryCode=J7C&mtons=241.0&stons=96.2&sqft=1924.0;cargoCategoryCode=M7C&mtons=3.0&stons=2.2&sqft=1.0;cargoCategoryCode=R3D&mtons=9.3&stons=1.4&sqft=50.0;cargoCategoryCode=J1D&mtons=88.0&stons=2.2&sqft=385.0;cargoCategoryCode=R1D&mtons=2983.8&stons=948.6&sqft=13492.0;cargoCategoryCode=J2D&mtons=17.7&stons=2.3&sqft=101.0;cargoCategoryCode=R2B&mtons=168.29999&stons=15.3&sqft=1190.0;cargoCategoryCode=R2D&mtons=3190.9001&stons=583.2&sqft=21458.0,A,090TP,0,0,1651.3999,LD,MAIN,MAIN,MAIN,26,false,CS-OTHER,0,ABN
AMP,-2,1:0TABP,,U,No Details,A,090TP,581,0,0,LD,MAIN,MAIN,MAIN,26,false,CS-OTHER,0,ABN
AMP,-2,1:0TAE1,,U,cargoCategoryCode=J3C&mtons=11.0&stons=1.8&sqft=66.0;cargoCategoryCode=R1D&mtons=546.0&stons=234.0&sqft=4680.0;cargoCategoryCode=A2D&mtons=145.0&stons=57.3&sqft=668.0;cargoCategoryCode=R2B&mtons=142.0&stons=41.7&sqft=1198.0;cargoCategoryCode=R2D&mtons=45.0&stons=21.0&sqft=470.0,A,090TP,59,0,355.8,LD,MAIN,MAIN,MAIN,32,false,CS-OTHER,0,MRS
