Model,FedTime,RoundTripID,MissionID,AssetID,StartTime
MAIN,40.05,C17-DKFX004-D0040R0003,C17-DKFX004-D0040R0003S01,C17-DKFX004,40
MAIN,40.25,KC10-XDAT004-D0040R0007,KC10-XDAT004-D0040R0007S01,KC10-XDAT004,40.20559
MAIN,40.3,CH47-SEA1002-D0040R0003,CH47-SEA1002-D0040R0003S01,CH47-SEA1002,40.25
MAIN,40.3,C17-DKFX002-D0040R0006,C17-DKFX002-D0040R0006S01,C17-DKFX002,40.28656
MAIN,40.65,KC10-XDAT010-D0037R0002,KC10-XDAT010-D0037R0002S02,KC10-XDAT010,40.612556
MAIN,40.65,C17-PQWY001-D0029R0003,C17-PQWY001-D0029R0003S04,C17-PQWY001,40.632637
MAIN,40.75,B747-400-XDAT005-D0040R0007,B747-400-XDAT005-D0040R0007S01,B747-400-XDAT005,40.72487
MAIN,41,B747-400-XDAT006-D0040R0006,B747-400-XDAT006-D0040R0006S01,B747-400-XDAT006,40.98157
MAIN,41.05,C17-DKFX015-D0041R0003,C17-DKFX015-D0041R0003S01,C17-DKFX015,41
MAIN,41.05,C17-DKFX005-D0041R0001,C17-DKFX005-D0041R0001S01,C17-DKFX005,41
MAIN,41.05,C17-DKFX014-D0041R0003,C17-DKFX014-D0041R0003S01,C17-DKFX014,41
MAIN,41.2,KC10-XDAT006-D0035R0004,KC10-XDAT006-D0035R0004S03,KC10-XDAT006,41.15931
MAIN,41.2,KC10-XDAT007-D0035R0003,KC10-XDAT007-D0035R0003S03,KC10-XDAT007,41.196968
MAIN,41.55,KC10-XDAT003-D0041R0006,KC10-XDAT003-D0041R0006S01,KC10-XDAT003,41.540653
MAIN,41.65,C17-PQWY001-D0041R0004,C17-PQWY001-D0041R0004S01,C17-PQWY001,41.599377
MAIN,41.65,B747-400-XDAT004-D0041R0007,B747-400-XDAT004-D0041R0007S01,B747-400-XDAT004,41.60657
MAIN,41.75,C17-XDAT001-D0030R0002,C17-XDAT001-D0030R0002S04,C17-XDAT001,41.74656
MAIN,42.05,KC10-XDAT005-D0042R0006,KC10-XDAT005-D0042R0006S01,KC10-XDAT005,42
MAIN,42.05,B747-400-XDAT010-D0042R0002,B747-400-XDAT010-D0042R0002S01,B747-400-XDAT010,42
MAIN,42.2,C17-PQWY002-D0035R0002,C17-PQWY002-D0035R0002S03,C17-PQWY002,42.183594
MAIN,42.3,C17-DKFX003-D0042R0006,C17-DKFX003-D0042R0006S01,C17-DKFX003,42.26635
MAIN,42.4,KC10-XDAT008-D0042R0005,KC10-XDAT008-D0042R0005S01,KC10-XDAT008,42.354515
MAIN,42.45,KC10-XDAT009-D0042R0005,KC10-XDAT009-D0042R0005S01,KC10-XDAT009,42.417015
MAIN,42.55,C17-DKFX006-D0042R0001,C17-DKFX006-D0042R0001S01,C17-DKFX006,42.5
MAIN,42.55,C17-DKFX007-D0042R0001,C17-DKFX007-D0042R0001S01,C17-DKFX007,42.5
MAIN,42.65,C17-DKFX001-D0042R0009,C17-DKFX001-D0042R0009S01,C17-DKFX001,42.64061
MAIN,42.75,C17-PQWY003-D0035R0002,C17-PQWY003-D0035R0002S03,C17-PQWY003,42.7089
MAIN,42.8,C17-PQWY006-D0042R0001,C17-PQWY006-D0042R0001S01,C17-PQWY006,42.75
MAIN,42.9,B747-400-XDAT008-D0042R0005,B747-400-XDAT008-D0042R0005S01,B747-400-XDAT008,42.85657
MAIN,42.9,B747-400-XDAT009-D0042R0004,B747-400-XDAT009-D0042R0004S01,B747-400-XDAT009,42.897953
MAIN,43.1,C17-DKFX004-D0043R0004,C17-DKFX004-D0043R0004S01,C17-DKFX004,43.07634
MAIN,43.3,C17-XDAT003-D0043R0004,C17-XDAT003-D0043R0004S01,C17-XDAT003,43.25
MAIN,43.3,CH47-SEA1003-D0043R0003,CH47-SEA1003-D0043R0003S01,CH47-SEA1003,43.25
MAIN,43.45,C17-PQWY005-D0039R0002,C17-PQWY005-D0039R0002S02,C17-PQWY005,43.43676
MAIN,43.6,KC10-XDAT004-D0043R0008,KC10-XDAT004-D0043R0008S01,KC10-XDAT004,43.596634
MAIN,43.65,C17-PQWY004-D0035R0002,C17-PQWY004-D0035R0002S03,C17-PQWY004,43.615707
MAIN,43.7,C17-XDAT002-D0035R0003,C17-XDAT002-D0035R0003S03,C17-XDAT002,43.6689
MAIN,43.8,C17-XDAT004-D0043R0003,C17-XDAT004-D0043R0003S01,C17-XDAT004,43.75
MAIN,44.1,KC10-XDAT003-D0041R0006,KC10-XDAT003-D0041R0006S02,KC10-XDAT003,44.0661
MAIN,44.15,KC10-XDAT007-D0035R0003,KC10-XDAT007-D0035R0003S04,KC10-XDAT007,44.147686
MAIN,44.35,KC10-XDAT006-D0044R0005,KC10-XDAT006-D0044R0005S01,KC10-XDAT006,44.339092
MAIN,44.35,C17-DKFX002-D0044R0007,C17-DKFX002-D0044R0007S01,C17-DKFX002,44.344532
MAIN,44.45,B747-400-XDAT006-D0044R0007,B747-400-XDAT006-D0044R0007S01,B747-400-XDAT006,44.42664
MAIN,44.95,C17-DKFX015-D0044R0004,C17-DKFX015-D0044R0004S01,C17-DKFX015,44.945602
MAIN,45,C17-XDAT001-D0044R0003,C17-XDAT001-D0044R0003S01,C17-XDAT001,44.993904
MAIN,45.05,KC10-XDAT010-D0045R0003,KC10-XDAT010-D0045R0003S01,KC10-XDAT010,45
MAIN,45.05,KC10-XDAT011-D0045R0003,KC10-XDAT011-D0045R0003S01,KC10-XDAT011,45
MAIN,45.05,KC10-XDAT012-D0045R0003,KC10-XDAT012-D0045R0003S01,KC10-XDAT012,45
MAIN,45.15,C17-DKFX005-D0045R0002,C17-DKFX005-D0045R0002S01,C17-DKFX005,45.1013
MAIN,45.2,KC10-XDAT005-D0042R0006,KC10-XDAT005-D0042R0006S02,KC10-XDAT005,45.150448
MAIN,45.45,B747-400-XDAT010-D0045R0003,B747-400-XDAT010-D0045R0003S01,B747-400-XDAT010,45.44507
MAIN,45.7,C17-PQWY001-D0041R0004,C17-PQWY001-D0041R0004S02,C17-PQWY001,45.650734
MAIN,45.75,KC10-XDAT008-D0045R0006,KC10-XDAT008-D0045R0006S01,KC10-XDAT008,45.71104
MAIN,45.8,KC10-XDAT009-D0045R0006,KC10-XDAT009-D0045R0006S01,KC10-XDAT009,45.77354
MAIN,45.85,C17-DKFX006-D0045R0002,C17-DKFX006-D0045R0002S01,C17-DKFX006,45.816883
MAIN,45.9,C17-DKFX007-D0045R0002,C17-DKFX007-D0045R0002S01,C17-DKFX007,45.863712
MAIN,45.95,C17-PQWY003-D0035R0002,C17-PQWY003-D0035R0002S04,C17-PQWY003,45.90677
MAIN,46.05,C17-DKFX014-D0046R0004,C17-DKFX014-D0046R0004S01,C17-DKFX014,46
MAIN,46.05,B747-400-XDAT004-D0046R0008,B747-400-XDAT004-D0046R0008S01,B747-400-XDAT004,46
MAIN,46.05,C17-DKFX008-D0046R0001,C17-DKFX008-D0046R0001S01,C17-DKFX008,46
MAIN,46.15,KC10-XDAT004-D0043R0008,KC10-XDAT004-D0043R0008S02,KC10-XDAT004,46.12208
MAIN,46.2,C17-DKFX004-D0043R0004,C17-DKFX004-D0043R0004S02,C17-DKFX004,46.16617
MAIN,46.2,B747-400-XDAT009-D0046R0005,B747-400-XDAT009-D0046R0005S01,B747-400-XDAT009,46.187878
MAIN,46.3,CH47-SEA1001-D0046R0004,CH47-SEA1001-D0046R0004S01,CH47-SEA1001,46.25
MAIN,46.3,B747-400-XDAT008-D0046R0006,B747-400-XDAT008-D0046R0006S01,B747-400-XDAT008,46.25448
MAIN,46.45,C17-DKFX001-D0046R0010,C17-DKFX001-D0046R0010S01,C17-DKFX001,46.4465
MAIN,46.8,C17-DKFX003-D0042R0006,C17-DKFX003-D0042R0006S02,C17-DKFX003,46.757637
MAIN,46.85,C17-PQWY002-D0035R0002,C17-PQWY002-D0035R0002S04,C17-PQWY002,46.849304
MAIN,46.9,C17-XDAT003-D0043R0004,C17-XDAT003-D0043R0004S02,C17-XDAT003,46.851246
MAIN,47,C17-PQWY004-D0035R0002,C17-PQWY004-D0035R0002S04,C17-PQWY004,46.974205
MAIN,47.6,C17-XDAT002-D0035R0003,C17-XDAT002-D0035R0003S04,C17-XDAT002,47.568054
MAIN,47.7,C17-DKFX003-D0047R0007,C17-DKFX003-D0047R0007S01,C17-DKFX003,47.69366
MAIN,47.75,B747-400-XDAT006-D0047R0008,B747-400-XDAT006-D0047R0008S01,B747-400-XDAT006,47.711468
MAIN,47.75,C17-PQWY005-D0039R0002,C17-PQWY005-D0039R0002S03,C17-PQWY005,47.734722
MAIN,47.85,KC10-XDAT007-D0047R0004,KC10-XDAT007-D0047R0004S01,KC10-XDAT007,47.814037
MAIN,47.9,KC10-XDAT003-D0047R0007,KC10-XDAT003-D0047R0007S01,KC10-XDAT003,47.876537
MAIN,47.95,KC10-XDAT006-D0047R0006,KC10-XDAT006-D0047R0006S01,KC10-XDAT006,47.907787
MAIN,48,C17-DKFX002-D0047R0008,C17-DKFX002-D0047R0008S01,C17-DKFX002,47.97735
MAIN,48.05,KC10-XDAT013-D0048R0001,KC10-XDAT013-D0048R0001S01,KC10-XDAT013,48
MAIN,48.05,KC10-XDAT014-D0048R0001,KC10-XDAT014-D0048R0001S01,KC10-XDAT014,48
MAIN,48.05,B747-400-XDAT007-D0048R0005,B747-400-XDAT007-D0048R0005S01,B747-400-XDAT007,48
MAIN,48.05,B747-400-XDAT011-D0048R0002,B747-400-XDAT011-D0048R0002S01,B747-400-XDAT011,48
MAIN,48.05,B747-400-XDAT012-D0048R0001,B747-400-XDAT012-D0048R0001S01,B747-400-XDAT012,48
MAIN,48.2,C17-XDAT004-D0043R0003,C17-XDAT004-D0043R0003S02,C17-XDAT004,48.172916
MAIN,48.4,C17-DKFX015-D0048R0005,C17-DKFX015-D0048R0005S01,C17-DKFX015,48.38884
MAIN,48.55,C17-XDAT002-D0048R0004,C17-XDAT002-D0048R0004S01,C17-XDAT002,48.529987
MAIN,48.9,C17-XDAT001-D0044R0003,C17-XDAT001-D0044R0003S02,C17-XDAT001,48.854862
MAIN,49.5,C17-PQWY003-D0035R0002,C17-PQWY003-D0035R0002S05,C17-PQWY003,49.486805
MAIN,49.55,C17-PQWY001-D0041R0004,C17-PQWY001-D0041R0004S03,C17-PQWY001,49.54514
MAIN,49.75,B747-400-XDAT008-D0049R0007,B747-400-XDAT008-D0049R0007S01,B747-400-XDAT008,49.699547
MAIN,49.85,C17-DKFX006-D0049R0003,C17-DKFX006-D0049R0003S01,C17-DKFX006,49.83016
MAIN,49.9,B747-400-XDAT009-D0049R0006,B747-400-XDAT009-D0049R0006S01,B747-400-XDAT009,49.8707
MAIN,50,C17-DKFX005-D0045R0002,C17-DKFX005-D0045R0002S02,C17-DKFX005,49.993057
MAIN,50.05,KC10-XDAT008-D0050R0007,KC10-XDAT008-D0050R0007S01,KC10-XDAT008,50
MAIN,50.05,KC10-XDAT009-D0050R0007,KC10-XDAT009-D0050R0007S01,KC10-XDAT009,50
MAIN,50.05,KC10-XDAT010-D0050R0004,KC10-XDAT010-D0050R0004S01,KC10-XDAT010,50
MAIN,50.05,KC10-XDAT011-D0050R0004,KC10-XDAT011-D0050R0004S01,KC10-XDAT011,50
MAIN,50.05,C17-DKFX007-D0050R0003,C17-DKFX007-D0050R0003S01,C17-DKFX007,50
MAIN,50.05,C17-PQWY002-D0050R0003,C17-PQWY002-D0050R0003S01,C17-PQWY002,50
MAIN,50.05,B747-400-XDAT010-D0050R0004,B747-400-XDAT010-D0050R0004S01,B747-400-XDAT010,50
MAIN,50.3,CH47-SEA1002-D0050R0004,CH47-SEA1002-D0050R0004S01,CH47-SEA1002,50.25
MAIN,50.3,C17-XDAT003-D0043R0004,C17-XDAT003-D0043R0004S03,C17-XDAT003,50.296303
MAIN,50.85,C17-DKFX004-D0050R0005,C17-DKFX004-D0050R0005S01,C17-DKFX004,50.839554
MAIN,51,C17-DKFX003-D0050R0008,C17-DKFX003-D0050R0008S01,C17-DKFX003,50.9683
MAIN,51,C17-PQWY004-D0050R0003,C17-PQWY004-D0050R0003S01,C17-PQWY004,50.99232
MAIN,51.05,B747-400-XDAT013-D0051R0001,B747-400-XDAT013-D0051R0001S01,B747-400-XDAT013,51
MAIN,51.25,KC10-XDAT007-D0051R0005,KC10-XDAT007-D0051R0005S01,KC10-XDAT007,51.205082
MAIN,51.8,B747-400-XDAT011-D0051R0003,B747-400-XDAT011-D0051R0003S01,B747-400-XDAT011,51.781536
MAIN,51.85,KC10-XDAT013-D0051R0002,KC10-XDAT013-D0051R0002S01,KC10-XDAT013,51.803646
MAIN,51.85,KC10-XDAT014-D0051R0002,KC10-XDAT014-D0051R0002S01,KC10-XDAT014,51.833916
MAIN,52.45,C17-XDAT002-D0048R0004,C17-XDAT002-D0048R0004S02,C17-XDAT002,52.40972
MAIN,53.05,B747-400-XDAT007-D0053R0006,B747-400-XDAT007-D0053R0006S01,B747-400-XDAT007,53
MAIN,53.3,CH47-SEA1003-D0053R0004,CH47-SEA1003-D0053R0004S01,CH47-SEA1003,53.25
MAIN,53.35,B747-400-XDAT009-D0053R0007,B747-400-XDAT009-D0053R0007S01,B747-400-XDAT009,53.33015
MAIN,53.5,B747-400-XDAT010-D0053R0005,B747-400-XDAT010-D0053R0005S01,B747-400-XDAT010,53.45945
MAIN,54.05,KC10-XDAT010-D0054R0005,KC10-XDAT010-D0054R0005S01,KC10-XDAT010,54
MAIN,54.05,KC10-XDAT011-D0054R0005,KC10-XDAT011-D0054R0005S01,KC10-XDAT011,54
MAIN,54.05,KC10-XDAT012-D0054R0004,KC10-XDAT012-D0054R0004S01,KC10-XDAT012,54
MAIN,54.05,KC10-XDAT015-D0054R0001,KC10-XDAT015-D0054R0001S01,KC10-XDAT015,54
MAIN,54.05,B747-400-XDAT012-D0054R0002,B747-400-XDAT012-D0054R0002S01,B747-400-XDAT012,54
MAIN,54.15,C17-PQWY004-D0050R0003,C17-PQWY004-D0050R0003S02,C17-PQWY004,54.12408
MAIN,54.3,B747-400-XDAT013-D0054R0002,B747-400-XDAT013-D0054R0002S01,B747-400-XDAT013,54.285828
MAIN,54.6,KC10-XDAT007-D0054R0006,KC10-XDAT007-D0054R0006S01,KC10-XDAT007,54.559597
MAIN,56.05,KC10-XDAT013-D0056R0003,KC10-XDAT013-D0056R0003S01,KC10-XDAT013,56
MAIN,56.05,KC10-XDAT014-D0056R0003,KC10-XDAT014-D0056R0003S01,KC10-XDAT014,56
MAIN,56.05,KC10-XDAT016-D0056R0001,KC10-XDAT016-D0056R0001S01,KC10-XDAT016,56
MAIN,56.05,KC10-XDAT017-D0056R0001,KC10-XDAT017-D0056R0001S01,KC10-XDAT017,56
MAIN,56.05,KC10-XDAT018-D0056R0001,KC10-XDAT018-D0056R0001S01,KC10-XDAT018,56
MAIN,56.05,KC10-XDAT019-D0056R0001,KC10-XDAT019-D0056R0001S01,KC10-XDAT019,56
MAIN,56.15,B747-400-XDAT007-D0056R0007,B747-400-XDAT007-D0056R0007S01,B747-400-XDAT007,56.117973
MAIN,57.1,B747-400-XDAT010-D0057R0006,B747-400-XDAT010-D0057R0006S01,B747-400-XDAT010,57.08445
MAIN,57.3,CH47-SEA1001-D0057R0005,CH47-SEA1001-D0057R0005S01,CH47-SEA1001,57.25
MAIN,57.3,B747-400-XDAT012-D0057R0003,B747-400-XDAT012-D0057R0003S01,B747-400-XDAT012,57.294025
MAIN,57.6,B747-400-XDAT013-D0057R0003,B747-400-XDAT013-D0057R0003S01,B747-400-XDAT013,57.579853
MAIN,58.05,KC10-XDAT010-D0058R0006,KC10-XDAT010-D0058R0006S01,KC10-XDAT010,58
MAIN,58.05,KC10-XDAT011-D0058R0006,KC10-XDAT011-D0058R0006S01,KC10-XDAT011,58
MAIN,58.05,KC10-XDAT012-D0058R0005,KC10-XDAT012-D0058R0005S01,KC10-XDAT012,58
MAIN,58.05,KC10-XDAT015-D0058R0002,KC10-XDAT015-D0058R0002S01,KC10-XDAT015,58
MAIN,58.05,C17-DKFX014-D0058R0005,C17-DKFX014-D0058R0005S01,C17-DKFX014,58
MAIN,58.05,C17-PQWY006-D0058R0002,C17-PQWY006-D0058R0002S01,C17-PQWY006,58
MAIN,59.05,B747-400-XDAT011-D0059R0004,B747-400-XDAT011-D0059R0004S01,B747-400-XDAT011,59
MAIN,59.05,B747-400-XDAT014-D0059R0001,B747-400-XDAT014-D0059R0001S01,B747-400-XDAT014,59
MAIN,59.4,KC10-XDAT013-D0059R0004,KC10-XDAT013-D0059R0004S01,KC10-XDAT013,59.354515
MAIN,60.05,KC10-XDAT014-D0060R0004,KC10-XDAT014-D0060R0004S01,KC10-XDAT014,60
MAIN,60.05,KC10-XDAT016-D0060R0002,KC10-XDAT016-D0060R0002S01,KC10-XDAT016,60
MAIN,60.05,KC10-XDAT017-D0060R0002,KC10-XDAT017-D0060R0002S01,KC10-XDAT017,60
MAIN,60.05,C17-DKFX015-D0060R0006,C17-DKFX015-D0060R0006S01,C17-DKFX015,60
MAIN,60.25,B747-400-XDAT010-D0060R0007,B747-400-XDAT010-D0060R0007S01,B747-400-XDAT010,60.202423
MAIN,60.35,KC10-XDAT018-D0060R0002,KC10-XDAT018-D0060R0002S01,KC10-XDAT018,60.33738
MAIN,60.35,KC10-XDAT019-D0060R0002,KC10-XDAT019-D0060R0002S01,KC10-XDAT019,60.33738
MAIN,60.85,B747-400-XDAT012-D0060R0004,B747-400-XDAT012-D0060R0004S01,B747-400-XDAT012,60.827423
MAIN,61.3,CH47-SEA1002-D0061R0005,CH47-SEA1002-D0061R0005S01,CH47-SEA1002,61.25
MAIN,61.5,B747-400-XDAT013-D0061R0004,B747-400-XDAT013-D0061R0004S01,B747-400-XDAT013,61.452423
MAIN,61.85,C17-PQWY006-D0058R0002,C17-PQWY006-D0058R0002S02,C17-PQWY006,61.82153
MAIN,62.05,KC10-XDAT011-D0062R0007,KC10-XDAT011-D0062R0007S01,KC10-XDAT011,62
MAIN,62.05,KC10-XDAT012-D0062R0006,KC10-XDAT012-D0062R0006S01,KC10-XDAT012,62
MAIN,62.05,KC10-XDAT015-D0062R0003,KC10-XDAT015-D0062R0003S01,KC10-XDAT015,62
MAIN,62.05,KC10-XDAT020-D0062R0001,KC10-XDAT020-D0062R0001S01,KC10-XDAT020,62
MAIN,62.05,KC10-XDAT021-D0062R0001,KC10-XDAT021-D0062R0001S01,KC10-XDAT021,62
MAIN,62.3,B747-400-XDAT011-D0062R0005,B747-400-XDAT011-D0062R0005S01,B747-400-XDAT011,62.27048
MAIN,62.5,B747-400-XDAT014-D0062R0002,B747-400-XDAT014-D0062R0002S01,B747-400-XDAT014,62.45945
MAIN,62.75,KC10-XDAT013-D0062R0005,KC10-XDAT013-D0062R0005S01,KC10-XDAT013,62.70903
MAIN,63.05,C17-XDAT008-D0063R0001,C17-XDAT008-D0063R0001S01,C17-XDAT008,63
MAIN,63.4,KC10-XDAT014-D0063R0005,KC10-XDAT014-D0063R0005S01,KC10-XDAT014,63.354515
MAIN,63.4,KC10-XDAT016-D0063R0003,KC10-XDAT016-D0063R0003S01,KC10-XDAT016,63.354515
MAIN,63.4,KC10-XDAT017-D0063R0003,KC10-XDAT017-D0063R0003S01,KC10-XDAT017,63.354515
MAIN,63.5,KC10-XDAT019-D0060R0002,KC10-XDAT019-D0060R0002S02,KC10-XDAT019,63.487827
MAIN,63.7,KC10-XDAT018-D0063R0003,KC10-XDAT018-D0063R0003S01,KC10-XDAT018,63.691895
MAIN,63.95,B747-400-XDAT012-D0063R0005,B747-400-XDAT012-D0063R0005S01,B747-400-XDAT012,63.945396
MAIN,64.05,KC10-XDAT022-D0064R0001,KC10-XDAT022-D0064R0001S01,KC10-XDAT022,64
MAIN,64.05,KC10-XDAT023-D0064R0001,KC10-XDAT023-D0064R0001S01,KC10-XDAT023,64
MAIN,64.05,KC10-XDAT024-D0064R0001,KC10-XDAT024-D0064R0001S01,KC10-XDAT024,64
MAIN,64.05,KC10-XDAT025-D0064R0001,KC10-XDAT025-D0064R0001S01,KC10-XDAT025,64
MAIN,64.05,KC10-XDAT026-D0064R0001,KC10-XDAT026-D0064R0001S01,KC10-XDAT026,64
MAIN,64.05,C5A-XDAT001-D0064R0002,C5A-XDAT001-D0064R0002S01,C5A-XDAT001,64
MAIN,64.6,B747-400-XDAT013-D0064R0005,B747-400-XDAT013-D0064R0005S01,B747-400-XDAT013,64.5704
MAIN,65.3,CH47-SEA1003-D0065R0005,CH47-SEA1003-D0065R0005S01,CH47-SEA1003,65.25
MAIN,65.55,B747-400-XDAT011-D0065R0006,B747-400-XDAT011-D0065R0006S01,B747-400-XDAT011,65.52867
MAIN,65.95,B747-400-XDAT014-D0065R0003,B747-400-XDAT014-D0065R0003S01,B747-400-XDAT014,65.9189
MAIN,66.05,B747-400-XDAT015-D0066R0001,B747-400-XDAT015-D0066R0001S01,B747-400-XDAT015,66
MAIN,66.05,B747-400-XDAT016-D0066R0001,B747-400-XDAT016-D0066R0001S01,B747-400-XDAT016,66
MAIN,66.2,C17-XDAT008-D0063R0001,C17-XDAT008-D0063R0001S02,C17-XDAT008,66.19028
MAIN,67.05,KC10-XDAT012-D0067R0007,KC10-XDAT012-D0067R0007S01,KC10-XDAT012,67
MAIN,67.05,KC10-XDAT013-D0067R0006,KC10-XDAT013-D0067R0006S01,KC10-XDAT013,67
MAIN,67.1,B747-400-XDAT012-D0067R0006,B747-400-XDAT012-D0067R0006S01,B747-400-XDAT012,67.06337
MAIN,67.2,KC10-XDAT026-D0064R0001,KC10-XDAT026-D0064R0001S02,KC10-XDAT026,67.150444
MAIN,67.25,KC10-XDAT025-D0064R0001,KC10-XDAT025-D0064R0001S02,KC10-XDAT025,67.23891
MAIN,67.4,KC10-XDAT022-D0067R0002,KC10-XDAT022-D0067R0002S01,KC10-XDAT022,67.3545
MAIN,67.45,KC10-XDAT023-D0067R0002,KC10-XDAT023-D0067R0002S01,KC10-XDAT023,67.417
MAIN,67.7,B747-400-XDAT013-D0067R0006,B747-400-XDAT013-D0067R0006S01,B747-400-XDAT013,67.68837
MAIN,68.65,B747-400-XDAT011-D0068R0007,B747-400-XDAT011-D0068R0007S01,B747-400-XDAT011,68.646645
MAIN,69.05,KC10-XDAT014-D0069R0006,KC10-XDAT014-D0069R0006S01,KC10-XDAT014,69
MAIN,69.05,KC10-XDAT015-D0069R0004,KC10-XDAT015-D0069R0004S01,KC10-XDAT015,69
MAIN,69.05,KC10-XDAT016-D0069R0004,KC10-XDAT016-D0069R0004S01,KC10-XDAT016,69
MAIN,69.05,KC10-XDAT017-D0069R0004,KC10-XDAT017-D0069R0004S01,KC10-XDAT017,69
MAIN,69.05,KC10-XDAT018-D0069R0004,KC10-XDAT018-D0069R0004S01,KC10-XDAT018,69
MAIN,69.05,KC10-XDAT019-D0069R0003,KC10-XDAT019-D0069R0003S01,KC10-XDAT019,69
MAIN,69.3,CH47-SEA1001-D0069R0006,CH47-SEA1001-D0069R0006S01,CH47-SEA1001,69.25
MAIN,69.3,B747-400-XDAT014-D0069R0004,B747-400-XDAT014-D0069R0004S01,B747-400-XDAT014,69.271645
MAIN,69.65,B747-400-XDAT015-D0069R0002,B747-400-XDAT015-D0069R0002S01,B747-400-XDAT015,69.61311
MAIN,70.25,B747-400-XDAT012-D0070R0007,B747-400-XDAT012-D0070R0007S01,B747-400-XDAT012,70.23811
MAIN,70.9,B747-400-XDAT013-D0070R0007,B747-400-XDAT013-D0070R0007S01,B747-400-XDAT013,70.86311
MAIN,72.05,KC10-XDAT013-D0072R0007,KC10-XDAT013-D0072R0007S01,KC10-XDAT013,72
MAIN,72.4,KC10-XDAT014-D0072R0007,KC10-XDAT014-D0072R0007S01,KC10-XDAT014,72.3545
MAIN,72.45,KC10-XDAT015-D0072R0005,KC10-XDAT015-D0072R0005S01,KC10-XDAT015,72.417
MAIN,72.5,KC10-XDAT016-D0072R0005,KC10-XDAT016-D0072R0005S01,KC10-XDAT016,72.4795
MAIN,72.55,KC10-XDAT017-D0072R0005,KC10-XDAT017-D0072R0005S01,KC10-XDAT017,72.50419
MAIN,73.3,CH47-SEA1002-D0073R0006,CH47-SEA1002-D0073R0006S01,CH47-SEA1002,73.25
MAIN,75.05,KC10-XDAT018-D0075R0005,KC10-XDAT018-D0075R0005S01,KC10-XDAT018,75
MAIN,75.05,KC10-XDAT019-D0075R0004,KC10-XDAT019-D0075R0004S01,KC10-XDAT019,75
MAIN,75.65,KC10-XDAT017-D0072R0005,KC10-XDAT017-D0072R0005S02,KC10-XDAT017,75.618095
MAIN,75.8,KC10-XDAT015-D0075R0006,KC10-XDAT015-D0075R0006S01,KC10-XDAT015,75.7715
MAIN,75.85,KC10-XDAT016-D0075R0006,KC10-XDAT016-D0075R0006S01,KC10-XDAT016,75.834
MAIN,76.3,CH47-SEA1003-D0076R0006,CH47-SEA1003-D0076R0006S01,CH47-SEA1003,76.25
MAIN,77.05,KC10-XDAT020-D0077R0002,KC10-XDAT020-D0077R0002S01,KC10-XDAT020,77
MAIN,77.05,KC10-XDAT021-D0077R0002,KC10-XDAT021-D0077R0002S01,KC10-XDAT021,77
MAIN,77.05,KC10-XDAT022-D0077R0003,KC10-XDAT022-D0077R0003S01,KC10-XDAT022,77
MAIN,77.05,KC10-XDAT023-D0077R0003,KC10-XDAT023-D0077R0003S01,KC10-XDAT023,77
MAIN,77.05,C17-DKFX014-D0077R0006,C17-DKFX014-D0077R0006S01,C17-DKFX014,77
MAIN,79.05,KC10-XDAT017-D0079R0006,KC10-XDAT017-D0079R0006S01,KC10-XDAT017,79
MAIN,79.15,KC10-XDAT015-D0079R0007,KC10-XDAT015-D0079R0007S01,KC10-XDAT015,79.126
MAIN,79.2,KC10-XDAT016-D0079R0007,KC10-XDAT016-D0079R0007S01,KC10-XDAT016,79.1885
MAIN,80.3,CH47-SEA1001-D0080R0007,CH47-SEA1001-D0080R0007S01,CH47-SEA1001,80.25
MAIN,81.05,KC10-XDAT018-D0081R0006,KC10-XDAT018-D0081R0006S01,KC10-XDAT018,81
MAIN,81.05,KC10-XDAT019-D0081R0005,KC10-XDAT019-D0081R0005S01,KC10-XDAT019,81
MAIN,81.05,KC10-XDAT020-D0081R0003,KC10-XDAT020-D0081R0003S01,KC10-XDAT020,81
MAIN,81.05,KC10-XDAT021-D0081R0003,KC10-XDAT021-D0081R0003S01,KC10-XDAT021,81
MAIN,81.05,C17-DKFX014-D0081R0007,C17-DKFX014-D0081R0007S01,C17-DKFX014,81
MAIN,84.05,C17-XDAT008-D0084R0002,C17-XDAT008-D0084R0002S01,C17-XDAT008,84
MAIN,84.05,C17-XDAT009-D0084R0001,C17-XDAT009-D0084R0001S01,C17-XDAT009,84
MAIN,84.05,C17-XDAT010-D0084R0003,C17-XDAT010-D0084R0003S01,C17-XDAT010,84
MAIN,84.05,C17-XDAT011-D0084R0002,C17-XDAT011-D0084R0002S01,C17-XDAT011,84
MAIN,84.3,CH47-SEA1002-D0084R0007,CH47-SEA1002-D0084R0007S01,CH47-SEA1002,84.25
MAIN,84.4,KC10-XDAT018-D0084R0007,KC10-XDAT018-D0084R0007S01,KC10-XDAT018,84.3545
MAIN,84.4,KC10-XDAT019-D0084R0006,KC10-XDAT019-D0084R0006S01,KC10-XDAT019,84.3545
MAIN,84.4,KC10-XDAT020-D0084R0004,KC10-XDAT020-D0084R0004S01,KC10-XDAT020,84.3545
MAIN,84.45,KC10-XDAT021-D0084R0004,KC10-XDAT021-D0084R0004S01,KC10-XDAT021,84.417
MAIN,86.05,KC10-XDAT022-D0086R0004,KC10-XDAT022-D0086R0004S01,KC10-XDAT022,86
MAIN,86.05,KC10-XDAT023-D0086R0004,KC10-XDAT023-D0086R0004S01,KC10-XDAT023,86
