Model,FedTime,SqFt,MTons,NumContainers,NumItems,ArrivalTime,CargoID,Amount,CargoType,RLN,VirtualRlnId,CCC,MissionID,MissionNum,AssetID,FromPurpose,FromLocationType,ToPurpose,ToLocationType,DynamicPOD,Hot,OnloadGeoloc,LoadTime,OffloadGeoloc,LoadRule,Decontaminatable,CommodityType,Consolidated
MAIN,24.6,450.66666,0,0,2,24.585417,1:0HEDC.R1D0001,25.799999237060547,STONS,1:0HEDC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,225.33333,0,0,1,24.585417,1:0HEDC.R1D0002,12.899999618530273,STONS,1:0HEDC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,2048,0,0,8,24.585417,1:0HEDC.R1D0003,73.5999984741211,STONS,1:0HEDC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,93.333336,0,0,1,24.585417,1:0HEDC.R2B0001,0.8999999761581421,STONS,1:0HEDC,,R2B,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,89.333336,0,0,1,24.585417,1:0HEDC.R2D0001,1.5,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,720,0,0,5,24.585417,1:0HEDC.R2D0005,14.0,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,380,0,0,1,24.585417,1:0HEDC.R2D0006,21.799999237060547,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,186.66667,0,0,1,24.585417,1:0HEDC.R2D0007,3.5999999046325684,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,148,0,0,1,24.585417,1:0HEDC.R2D0008,2.0999999046325684,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,66.666664,0,0,1,24.585417,1:0HEDC.R3D0001,1.399999976158142,STONS,1:0HEDC,,R3D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,5668,0,0,13,24.585417,1:0HEDC.R2D0003,126.0999984741211,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,4796,0,0,11,24.585417,1:0HEDC.R2D0003,106.69999694824219,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,2616,0,0,6,24.585417,1:0HEDC.R2D0003,58.19999694824219,STONS,1:0HEDC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,373.33334,0,0,14,24.585417,1:0HEDC.J7C0001,14.0,STONS,1:0HEDC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,53.333332,0,0,2,24.585417,1:0HEDC.J7C0001,2.0,STONS,1:0HEDC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,26.666666,0,0,1,24.585417,1:0HEDC.J7C0002,1.0,STONS,1:0HEDC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,134.66667,0,0,1,24.585417,1:0HEDC.J2D0001,2.299999952316284,STONS,1:0HEDC,,J2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,26.666666,0,0,1,24.585417,1:0HEDC.J7C0001,1.0,STONS,1:0HEDC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,240,0,0,9,24.585417,1:0HEDC.J7C0001,9.0,STONS,1:0HEDC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,26.666666,0,0,1,24.585417,1:0HEDC.J7C0001,1.0,STONS,1:0HEDC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,66.666664,0,0,1,24.585417,1:0HEHC.R3D0001,1.399999976158142,STONS,1:0HEHC,,R3D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,225.33333,0,0,1,24.585417,1:0HEHC.R1D0001,12.899999618530273,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,225.33333,0,0,1,24.585417,1:0HEHC.R1D0001,12.899999618530273,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,225.33333,0,0,1,24.585417,1:0HEHC.R1D0002,12.899999618530273,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,2560,0,0,10,24.585417,1:0HEHC.R1D0003,92.0,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,325.33334,0,0,1,24.585417,1:0HEHC.R2D0004,8.199999809265137,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,720,0,0,5,24.585417,1:0HEHC.R2D0005,14.0,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,380,0,0,1,24.585417,1:0HEHC.R2D0006,21.799999237060547,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,186.66667,0,0,1,24.585417,1:0HEHC.R2D0007,3.5999999046325684,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,148,0,0,1,24.585417,1:0HEHC.R2D0008,2.0999999046325684,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,4096,0,0,16,24.585417,1:0HEHC.R1D0003,147.1999969482422,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,2304,0,0,9,24.585417,1:0HEHC.R1D0003,82.79999542236328,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,93.333336,0,0,1,24.585417,1:0HEHC.R2B0001,0.8999999761581421,STONS,1:0HEHC,,R2B,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,89.333336,0,0,1,24.585417,1:0HEHC.R2D0001,1.5,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,145.33333,0,0,1,24.585417,1:0HEHC.R2D0002,4.300000190734863,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,3488,0,0,8,24.585417,1:0HEHC.R2D0003,77.5999984741211,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,5120,0,0,20,24.585417,1:0HEHC.R1D0003,184.0,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,872,0,0,2,24.585417,1:0HEHC.R2D0003,19.399999618530273,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HEHC.R2D0003,9.699999809265137,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,872,0,0,2,24.585417,1:0HEHC.R2D0003,19.399999618530273,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,5232,0,0,12,24.585417,1:0HEHC.R2D0003,116.39999389648438,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,1744,0,0,4,24.585417,1:0HEHC.R2D0003,38.79999923706055,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,1744,0,0,4,24.585417,1:0HEHC.R2D0003,38.79999923706055,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,256,0,0,1,24.585417,1:0HEHC.R1D0003,9.199999809265137,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,1024,0,0,4,24.585417,1:0HEHC.R1D0003,36.79999923706055,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,256,0,0,1,24.585417,1:0HEHC.R1D0003,9.199999809265137,STONS,1:0HEHC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HEHC.R2D0003,9.699999809265137,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,7848,0,0,18,24.585417,1:0HEHC.R2D0003,174.59999084472656,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HEHC.R2D0003,9.699999809265137,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,8284,0,0,19,24.585417,1:0HEHC.R2D0003,184.3000030517578,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HEHC.R2D0003,9.699999809265137,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,2616,0,0,6,24.585417,1:0HEHC.R2D0003,58.19999694824219,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HEHC.R2D0003,9.699999809265137,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,8720,0,0,20,24.585417,1:0HEHC.R2D0003,194.0,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HEHC.R2D0003,9.699999809265137,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,6540,0,0,15,24.585417,1:0HEHC.R2D0003,145.5,STONS,1:0HEHC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,134.66667,0,0,1,24.585417,1:0HEHC.J2D0001,2.299999952316284,STONS,1:0HEHC,,J2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,26.666666,0,0,1,24.585417,1:0HEHC.J7C0001,1.0,STONS,1:0HEHC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,240,0,0,9,24.585417,1:0HEHC.J7C0001,9.0,STONS,1:0HEHC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,26.666666,0,0,1,24.585417,1:0HEHC.J7C0002,1.0,STONS,1:0HEHC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,426.66666,0,0,16,24.585417,1:0HEHC.J7C0001,16.0,STONS,1:0HEHC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,26.666666,0,0,1,24.585417,1:0HEHC.J7C0001,1.0,STONS,1:0HEHC,,J7C,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,8,true,22,false
MAIN,24.6,66.666664,0,0,1,24.585417,1:0HNBC.R3D0001,1.399999976158142,STONS,1:0HNBC,,R3D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,226.66667,0,0,1,24.585417,1:0HNBC.R1D0001,12.300000190734863,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,226.66667,0,0,1,24.585417,1:0HNBC.R1D0001,12.300000190734863,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,226.66667,0,0,1,24.585417,1:0HNBC.R1D0002,12.800000190734863,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,1253.3334,0,0,5,24.585417,1:0HNBC.R1D0003,51.0,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,2960,0,0,12,24.585417,1:0HNBC.R1D0004,139.20001220703125,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,493.33334,0,0,2,24.585417,1:0HNBC.R1D0004,23.200000762939453,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,318.66666,0,0,1,24.585417,1:0HNBC.R1D0005,18.200000762939453,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,472,0,0,2,24.585417,1:0HNBC.R1D0006,15.0,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,93.333336,0,0,1,24.585417,1:0HNBC.R2B0001,0.8999999761581421,STONS,1:0HNBC,,R2B,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,121.333336,0,0,1,24.585417,1:0HNBC.R2B0002,1.600000023841858,STONS,1:0HNBC,,R2B,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,146.66667,0,0,1,24.585417,1:0HNBC.R2D0001,2.200000047683716,STONS,1:0HNBC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,6308,0,0,19,24.585417,1:0HNBC.R2D0002,129.1999969482422,STONS,1:0HNBC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,1253.3334,0,0,5,24.585417,1:0HNBC.R1D0003,51.0,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,246.66667,0,0,1,24.585417,1:0HNBC.R1D0004,11.600000381469727,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,3700,0,0,15,24.585417,1:0HNBC.R1D0004,174.0,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,246.66667,0,0,1,24.585417,1:0HNBC.R1D0004,11.600000381469727,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,4933.3335,0,0,20,24.585417,1:0HNBC.R1D0004,232.0,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,246.66667,0,0,1,24.585417,1:0HNBC.R1D0004,11.600000381469727,STONS,1:0HNBC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,332,0,0,1,24.585417,1:0HNBC.R2D0002,6.800000190734863,STONS,1:0HNBC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,66.666664,0,0,1,24.585417,1:0HVCC.R3D0001,1.399999976158142,STONS,1:0HVCC,,R3D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,225.33333,0,0,1,24.585417,1:0HVCC.R1D0001,12.899999618530273,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,225.33333,0,0,1,24.585417,1:0HVCC.R1D0001,12.899999618530273,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,225.33333,0,0,1,24.585417,1:0HVCC.R1D0002,12.899999618530273,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,256,0,0,1,24.585417,1:0HVCC.R1D0003,9.199999809265137,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,256,0,0,1,24.585417,1:0HVCC.R1D0003,9.199999809265137,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,93.333336,0,0,1,24.585417,1:0HVCC.R2B0001,0.8999999761581421,STONS,1:0HVCC,,R2B,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,89.333336,0,0,1,24.585417,1:0HVCC.R2D0001,1.5,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,145.33333,0,0,1,24.585417,1:0HVCC.R2D0002,4.300000190734863,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HVCC.R2D0003,9.699999809265137,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,7412,0,0,17,24.585417,1:0HVCC.R2D0003,164.89999389648438,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,6104,0,0,14,24.585417,1:0HVCC.R2D0003,135.8000030517578,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,4352,0,0,17,24.585417,1:0HVCC.R1D0003,156.39999389648438,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,256,0,0,1,24.585417,1:0HVCC.R1D0003,9.199999809265137,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,5120,0,0,20,24.585417,1:0HVCC.R1D0003,184.0,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,256,0,0,1,24.585417,1:0HVCC.R1D0003,9.199999809265137,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,5120,0,0,20,24.585417,1:0HVCC.R1D0003,184.0,STONS,1:0HVCC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,6976,0,0,16,24.585417,1:0HVCC.R2D0003,155.1999969482422,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HVCC.R2D0003,9.699999809265137,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,8720,0,0,20,24.585417,1:0HVCC.R2D0003,194.0,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HVCC.R2D0003,9.699999809265137,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,8284,0,0,19,24.585417,1:0HVCC.R2D0003,184.3000030517578,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,436,0,0,1,24.585417,1:0HVCC.R2D0003,9.699999809265137,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,872,0,0,2,24.585417,1:0HVCC.R2D0003,19.399999618530273,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,8720,0,0,20,24.585417,1:0HVCC.R2D0003,194.0,STONS,1:0HVCC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,1461.3334,0,0,4,24.585417,1:0VABC.R1D0001,54.79999923706055,STONS,1:0VABC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,365.33334,0,0,1,24.585417,1:0VABC.R1D0002,13.700004577636719,STONS,1:0VABC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,148.26692,0,0,1,24.585417,1:0VABC.R2D0002,0.20001220703125,STONS,1:0VABC,,R2D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,365.33334,0,0,1,24.585417,1:0VABC.R1D0001,13.699999809265137,STONS,1:0VABC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.6,365.33334,0,0,1,24.585417,1:0VABC.R1D0001,13.699999809265137,STONS,1:0VABC,,R1D,7302897-1,1,7302897,LOAD,POE,UNLOAD,POD,HNTS,false,QTUP,16.083334,HNTS,1,true,22,false
MAIN,24.75,254.66667,0,0,1,24.722918,1:0YBQC.R1D0001,9.600000381469727,STONS,1:0YBQC,,R1D,7315571-1,1,7315571,LOAD,POE,UNLOAD,POD,HNTS,false,ZBES,15.515278,HNTS,1,true,5,false
