Name,GeolocCode,LocationType,CountryState,Latitude,Longitude
DALLAS AFIT 02,EZTV,UNUSED,UNUSED,32.783333,-96.8
DALLAS AFIT 03,EZTW,UNUSED,UNUSED,32.783333,-96.8
DAM NECK,EZXV,UNUSED,UNUSED,36.833332,-76
DANA POINT,FAFL,UNUSED,UNUSED,33.466667,-117.71667
MONTGOMERY RGNL,FAKZ,UNUSED,UNUSED,32.300556,-86.39389
DANVILLE,FAQZ,UNUSED,UNUSED,40.15,-87.61667
DARMSTADT AAF,FAXN,UNUSED,UNUSED,49.853333,8.5847225
DAVENPORT,FBDH,UNUSED,UNUSED,41.523613,-90.5775
OWENSBORO DAVIESS,FBMV,UNUSED,UNUSED,37.738888,-87.16695
DAVIS MONTHAN AFB,FBNV,UNUSED,UNUSED,32.16639,-110.88306
DAVIS MONTHAN,FBPW,UNUSED,UNUSED,32.166668,-110.88333
DAYTON,FCHZ,UNUSED,UNUSED,39.75,-84.2
DAYTON DESC,FCKD,UNUSED,UNUSED,39.75,-84.166664
DAYTONA BEACH,FCLF,UNUSED,UNUSED,29.233334,-81.05
DECATUR,FCXN,UNUSED,UNUSED,34.583332,-87
DEF DEPOT OGDEN,FDHB,UNUSED,UNUSED,41.233334,-111.75
DELAWARE,FDVA,UNUSED,UNUSED,40.283333,-83.05
DEMOPOLIS,FEDX,UNUSED,UNUSED,32.466667,-87.416664
DENVER,FEQM,UNUSED,UNUSED,39.739166,-104.98417
DENVER,FERR,UNUSED,UNUSED,39.765278,-104.87945
DENVER INTL,FERX,UNUSED,UNUSED,39.861668,-104.67306
DES MOINES,FFAJ,UNUSED,UNUSED,41.600555,-93.60889
DES MOINES INTL,FFAR,UNUSED,UNUSED,41.53389,-93.663055
DETROIT,FFJF,UNUSED,UNUSED,42.333332,-83
DETROIT,FFJG,UNUSED,UNUSED,42.6,-82.833336
DETROIT MET,FFKG,UNUSED,UNUSED,42.383335,-83.083336
DEXTER,FFRS,UNUSED,UNUSED,45.016666,-69.26667
DEXTER,FFSQ,UNUSED,UNUSED,36.783333,-89.95
DIEGO GARCIA EAST,FGDB,UNUSED,UNUSED,-7.35,72.46667
DIEGO GARCIA NSF,FGDC,UNUSED,UNUSED,-7.3133335,72.41111
DIEGO GARCIA,FGDD,UNUSED,UNUSED,-7.2555556,72.405556
DJERBA,FGTS,UNUSED,UNUSED,33.833332,11
DJERBA,FGTW,UNUSED,UNUSED,33.833332,10.833333
DJEDEIDA,FGTZ,UNUSED,UNUSED,36.86222,9.931111
DOBBINS ARB,FGWB,UNUSED,UNUSED,33.91528,-84.51639
DOBBINS       ANG,FGWD,UNUSED,UNUSED,33.916668,-84.51667
DOTHAN,FJMG,UNUSED,UNUSED,31.183332,-85.35
DOTHAN RGNL,FJMK,UNUSED,UNUSED,31.321112,-85.44945
DOUGLAS,FJPP,UNUSED,UNUSED,31.35,-109.5
CHARLOTTE DOUGLAS,FJRP,UNUSED,UNUSED,35.21361,-80.949165
DOVER AFB,FJXT,UNUSED,UNUSED,39.129444,-75.465836
DOVER,FJYB,UNUSED,UNUSED,39.158054,-75.52472
DOVER,FKJG,UNUSED,UNUSED,39.106388,-75.50222
DOVER,FKLJ,UNUSED,UNUSED,40.883335,-74.566666
DOVER,FKLK,UNUSED,UNUSED,40.883335,-74.55
BANGOR INTL,FKNN,UNUSED,UNUSED,44.8075,-68.82806
DRAPER,FLMT,UNUSED,UNUSED,40.533333,-111.85
DRIGGS,FLUP,UNUSED,UNUSED,43.75,-111.083336
DUBAI,FMAZ,UNUSED,UNUSED,25.25,55.266666
DUBLIN,FMCH,UNUSED,UNUSED,32.516666,-82.9
DUBUQUE,FMEN,UNUSED,UNUSED,42.500557,-90.664444
WASHINGTON DULLES,FMJN,UNUSED,UNUSED,38.9475,-77.46
DULUTH,FMKT,UNUSED,UNUSED,46.782223,-92.10667
DULUTH,FMKZ,UNUSED,UNUSED,46.816666,-92.083336
DULUTH INTL,FMLH,UNUSED,UNUSED,46.842224,-92.19361
DULUTH,FMLT,UNUSED,UNUSED,46.766666,-92.1
DULLES,FMNJ,UNUSED,UNUSED,38.983334,-77.416664
DURBAN,FNLD,UNUSED,UNUSED,-29.966667,30.966667
DURHAM,FNQD,UNUSED,UNUSED,36,-78.9
DUTCH HARBOR,FNSH,UNUSED,UNUSED,53.916668,-166.6
DYERSBURG,FNVH,UNUSED,UNUSED,36.033333,-89.35
DYESS AFB,FNWZ,UNUSED,UNUSED,32.418335,-99.85667
FORD ISLAND NALF,FPAA,UNUSED,UNUSED,21.365,-157.95972
E LANSING,FPZW,UNUSED,UNUSED,42.783333,-84.833336
EAST POINT,FQLT,UNUSED,UNUSED,33.666668,-84.45
E ST LOUIS,FQNZ,UNUSED,UNUSED,38.6,-90.15
E WINDSOR,FQQZ,UNUSED,UNUSED,41.85,-72.6
EARLE NWS,FQZF,UNUSED,UNUSED,40.016666,-74.6
EARLE NWS,FQZJ,UNUSED,UNUSED,40.016666,-74.6
EATON,FRLV,UNUSED,UNUSED,39.75,-84.63333
EAU CLAIRE,FRPD,UNUSED,UNUSED,44.8,-91.5
EBENSBURG,FRRD,UNUSED,UNUSED,40.433334,-78.75
EDGEFIELD,FRYQ,UNUSED,UNUSED,33.783333,-81.933334
EDGEMONT,FSAD,UNUSED,UNUSED,40.25,-76.95
EDGEWOOD ARSENAL,FSCD,UNUSED,UNUSED,39.383335,-76.28333
EDINGER FIELD,FSJA,UNUSED,UNUSED,44.004723,-88.870834
EDWARDS AFB,FSPM,UNUSED,UNUSED,34.918056,-117.879166
DUKE FLD,FTEP,UNUSED,UNUSED,30.648611,-86.52194
EGLIN AFB,FTET,UNUSED,UNUSED,30.466667,-86.48333
HURLBURT FLD,FTEV,UNUSED,UNUSED,30.427778,-86.68916
EGLIN AFB,FTFA,UNUSED,UNUSED,30.483334,-86.525276
EIELSON AFB,FTQW,UNUSED,UNUSED,64.66556,-147.1014
EL AOUINA,FTXW,UNUSED,UNUSED,36.85,10.233334
EL BORMA,FTZH,UNUSED,UNUSED,31.703888,9.254167
EL KALA,FUPD,UNUSED,UNUSED,36.9,8.433333
THYNA,FUQN,UNUSED,UNUSED,34.71639,10.691667
EL PASO,FUTD,UNUSED,UNUSED,31.766666,-106.46667
EL PASO INTL,FUTL,UNUSED,UNUSED,31.807222,-106.37639
EL TORO MCAS,FUZD,UNUSED,UNUSED,33.673332,-117.73
ELIZABETHPORT,FVMT,UNUSED,UNUSED,40.65,-74.183334
ELKO,FWEV,UNUSED,UNUSED,40.816666,-115.78333
ELLICOTT CITY,FWHZ,UNUSED,UNUSED,39.216667,-76.8
ELLINGTON,FWJH,UNUSED,UNUSED,29.607222,-95.15889
ELLSWORTH AFB,FXBM,UNUSED,UNUSED,44.145,-103.103615
ELMENDORF,FXQZ,UNUSED,UNUSED,61.233334,-149.9
JB ELMENDORF-RICH,FXSB,UNUSED,UNUSED,61.25139,-149.8064
ELMENDORF,FXSK,UNUSED,UNUSED,61.25,-149.8
ENCINO,GAFH,UNUSED,UNUSED,34.166668,-118.46667
ALEXANDRIA INTL,GAMH,UNUSED,UNUSED,31.3275,-92.548615
KINGSTON G1,GATE,UNUSED,UNUSED,41.94278,-74.00611
EPHRATA,GCCW,UNUSED,UNUSED,47.316666,-119.55
ERIE,GCRR,UNUSED,UNUSED,42.133335,-80.03333
ESLER RGNL,GEQZ,UNUSED,UNUSED,31.395,-92.29583
EUGENE,GFPP,UNUSED,UNUSED,44.05,-123.066666
EUREKA,GFVP,UNUSED,UNUSED,40.816666,-124.166664
EUTAW,GGAD,UNUSED,UNUSED,32.833332,-87.86667
EVANSVILLE,GGFX,UNUSED,UNUSED,37.974724,-87.55583
EVERETT,GGNF,UNUSED,UNUSED,47.983334,-122.2
EVERETT,GGNJ,UNUSED,UNUSED,48,-122.21667
FRANCIS E WARREN,GHLN,UNUSED,UNUSED,41.133335,-104.867226
F E WARREN AFB,GHZO,UNUSED,UNUSED,41.2,-104.833336
FAIRBANKS,GJFV,UNUSED,UNUSED,64.85,-147.71666
FAIRBANKS INTL,GJFZ,UNUSED,UNUSED,64.815,-147.85638
FAIRCHILD AFB,GJKZ,UNUSED,UNUSED,47.615,-117.65583
FAIRFIELD,GKLX,UNUSED,UNUSED,41.14111,-73.26417
FAIRFORD,GKVB,UNUSED,UNUSED,51.683334,-1.79
FAIRMONT,GKZK,UNUSED,UNUSED,39.5,-80.2
SCHRIEVER AFB,GLEN,UNUSED,UNUSED,38.833332,-104.833336
FALLON NAS,GLRZ,UNUSED,UNUSED,39.417778,-118.69861
FALLS CHURCH,GLTD,UNUSED,UNUSED,38.9,-77.183334
FALLBROOK,GLZN,UNUSED,UNUSED,33.383335,-117.25
FAR ROCKAWAY,GMGG,UNUSED,UNUSED,40.6,-73.75
FARRELL,GNMJ,UNUSED,UNUSED,41.216667,-80.5
FAYETTEVILLE,GNYJ,UNUSED,UNUSED,35.05,-79.88333
FELIXSTOWE,GPEN,UNUSED,UNUSED,51.95,1.3166667
FELKER AAF,GPGK,UNUSED,UNUSED,37.1325,-76.60861
GROTON NEW LONDON,GRAQ,UNUSED,UNUSED,41.33,-72.04528
GROTON,GRBE,UNUSED,UNUSED,41.398888,-72.08806
FITZSIMONS GENRL,GRRY,UNUSED,UNUSED,39.733334,-104.833336
FLORENCE,GTVP,UNUSED,UNUSED,34.2,-79.73333
FLUSHING,GUDX,UNUSED,UNUSED,40.716667,-73.833336
FOLSOM,GUHN,UNUSED,UNUSED,39.883335,-75.3
FORBES FLD,GUQE,UNUSED,UNUSED,38.950832,-95.66361
FORD ISLAND,GUYP,UNUSED,UNUSED,21.366667,-157.96666
JBPH-H FORD ISLAN,GUYU,UNUSED,UNUSED,21.366667,-157.96666
FOREST PARK,GVDN,UNUSED,UNUSED,41.866665,-87.8
FOREST PARK,GVEZ,UNUSED,UNUSED,33.633335,-84.333336
FOREST PARK,GVGZ,UNUSED,UNUSED,41.866665,-87.8
WAYNESVILLE ST RO,GWAW,UNUSED,UNUSED,37.741665,-92.14083
PENSACOLA NAS,GWDD,UNUSED,UNUSED,30.353333,-87.318054
FOS,GWZP,UNUSED,UNUSED,43.4,4.866667
FOUR LAKES,GXTN,UNUSED,UNUSED,47.633335,-117.65
FRANKFORT,GYPS,UNUSED,UNUSED,38.216667,-84.833336
FRANKFURT MAIN,GYRZ,UNUSED,UNUSED,50.033333,8.570556
FREEPORT,HAAZ,UNUSED,UNUSED,30.498056,-86.13611
FREEPORT,HABZ,UNUSED,UNUSED,42.3,-89.61667
FREEPORT,HAGC,UNUSED,UNUSED,29,-95.4
FRESNO YOSEMITE I,HAWR,UNUSED,UNUSED,36.77639,-119.71861
FRESNO,HAWS,UNUSED,UNUSED,36.783333,-119.833336
FREEWAY,HAYS,UNUSED,UNUSED,-25.474167,28.289722
FRESNO IAP,HAYW,UNUSED,UNUSED,36.77111,-119.71361
BALTIMORE WASHING,HBFB,UNUSED,UNUSED,39.175278,-76.668335
FT BELVOIR,HCHL,UNUSED,UNUSED,38.683334,-77.13333
FT BEN HARRISON,HCKL,UNUSED,UNUSED,39.85,-85.98333
FT BENNING,HCML,UNUSED,UNUSED,32.383335,-84.88333
FT BLISS,HCRL,UNUSED,UNUSED,31.8,-106.416664
FT BRAGG,HCTG,UNUSED,UNUSED,39.45,-123.816666
FT BRAGG,HCTL,UNUSED,UNUSED,35.133335,-78.98333
FT BRAGG,HCTM,UNUSED,UNUSED,35.133335,-79
FT CAMPBELL,HDBL,UNUSED,UNUSED,36.666668,-87.48333
FT CARSON,HDDL,UNUSED,UNUSED,38.683334,-104.76667
FT CHAFFEE,HDFL,UNUSED,UNUSED,35.3,-94.28333
FT DEPOSIT,HEDM,UNUSED,UNUSED,31.983889,-86.56834
FT DEPOSIT,HEDR,UNUSED,UNUSED,31.966667,-86.6
FT DERUSSY,HEFA,UNUSED,UNUSED,21.283333,-157.85
FT DES MOINES,HEFE,UNUSED,UNUSED,41.583332,-93.583336
FT DETRICK,HEFL,UNUSED,UNUSED,39.433334,-77.35
FT DEVENS,HEHL,UNUSED,UNUSED,42.533333,-71.566666
FT DIX,HEKP,UNUSED,UNUSED,40.016666,-74.86667
FT DIX,HEKQ,UNUSED,UNUSED,40.033333,-74.63333
FT DODGE,HEMP,UNUSED,UNUSED,42.4975,-94.16778
FT DODGE,HEMT,UNUSED,UNUSED,42.516666,-94.166664
FT DOUGLAS,HEPT,UNUSED,UNUSED,40.766666,-111.833336
FT EUSTIS,HERT,UNUSED,UNUSED,37.15,-76.583336
FT GEORGE MEADE,HEZW,UNUSED,UNUSED,39.1,-76.71667
FT GORDON,HFDZ,UNUSED,UNUSED,33.416668,-82.13333
FT HAMILTON,HFHZ,UNUSED,UNUSED,40.583332,-74.03333
FT HAYES,HFMZ,UNUSED,UNUSED,39.983334,-82.98333
FT HOOD,HFTZ,UNUSED,UNUSED,31.133333,-97.76667
FT HUACHUCA,HFVZ,UNUSED,UNUSED,31.55,-110.333336
FT IRWIN,HFXZ,UNUSED,UNUSED,35.383335,-116.583336
FT WAINWRIGHT AAF,HFZY,UNUSED,UNUSED,64.833336,-147.58333
FT WAINWRIGHT,HFZZ,UNUSED,UNUSED,64.833336,-147.58333
FT JACKSON,HGBZ,UNUSED,UNUSED,34.05,-80.933334
FT KNOX,HGFW,UNUSED,UNUSED,37.916668,-85.96667
FT KNOX,HGFZ,UNUSED,UNUSED,37.9,-85.98333
FT LAWTON,HGLC,UNUSED,UNUSED,47.65,-122.4
FT LEAVENWORTH,HGNC,UNUSED,UNUSED,39.35,-94.916664
FT LEE,HGQC,UNUSED,UNUSED,37.216667,-77.38333
FT LEE,HGQH,UNUSED,UNUSED,37.216667,-77.333336
FT LEONARD WOOD,HGSH,UNUSED,UNUSED,37.733334,-92.11667
JBLM LEWIS,HGUH,UNUSED,UNUSED,47.083332,-122.6
FT MCCOY,HHFD,UNUSED,UNUSED,29.364721,-81.967224
FT MEADE,HHHC,UNUSED,UNUSED,39.670834,-76.76
FT MEADE,HHHD,UNUSED,UNUSED,27.716667,-81.816666
FT MCCLELLAN,HHJL,UNUSED,UNUSED,33.7,-85.76667
FT MEADE,HHKD,UNUSED,UNUSED,44.416668,-103.46667
FT MCNAIR,HHNL,UNUSED,UNUSED,38.866665,-77.066666
FT MCPHERSON,HHQL,UNUSED,UNUSED,33.7,-84.416664
FT MONMOUTH,HHYL,UNUSED,UNUSED,40.3,-74.05
FT MYER,HJCQ,UNUSED,UNUSED,38.916668,-77.166664
FT ORD,HJMC,UNUSED,UNUSED,36.658333,-121.808334
FT PIERCE,HJTH,UNUSED,UNUSED,27.466667,-80.333336
FORT PIERCE,HJTL,UNUSED,UNUSED,27.466667,-80.333336
FT STEWART,HJUT,UNUSED,UNUSED,31.833334,-81.666664
FT POLK,HJVH,UNUSED,UNUSED,31.033333,-93.183334
FT POLK,HJVJ,UNUSED,UNUSED,31.066668,-93.2
FT RICHARDSON,HJZH,UNUSED,UNUSED,61.25,-149.75
FT RICHARDSON,HJZJ,UNUSED,UNUSED,61.25,-149.78334
FT RILEY,HKBN,UNUSED,UNUSED,39.166668,-96.816666
FT ROSECRANS,HKEN,UNUSED,UNUSED,32.683334,-117.23333
FT RUCKER,HKFN,UNUSED,UNUSED,31.316668,-85.73333
FT RUGER,HKGN,UNUSED,UNUSED,21.266666,-157.81667
FT SAM HOUSTON,HKHN,UNUSED,UNUSED,29.45,-98.45
FT SHAFTER,HKJN,UNUSED,UNUSED,21.3,-157.88333
FT SHERIDAN,HKLN,UNUSED,UNUSED,42.216667,-87.8
FT SILL,HKNN,UNUSED,UNUSED,34.65,-98.4
FT SMITH,HKRV,UNUSED,UNUSED,35.366665,-94.45
FORT SMITH RGNL,HKRZ,UNUSED,UNUSED,35.336666,-94.3675
FT SNELLING,HKSZ,UNUSED,UNUSED,44.9,-93.2
FT STEWART,HKUZ,UNUSED,UNUSED,31.85,-81.6
FT STORY,HKVZ,UNUSED,UNUSED,36.933334,-76.03333
FT THOMAS,HKXZ,UNUSED,UNUSED,39.066666,-84.4
FT TILDEN,HKYZ,UNUSED,UNUSED,40.55,-73.916664
FLUSHING,HKZY,UNUSED,UNUSED,40.78389,-73.7675
FT TOTTEN,HKZZ,UNUSED,UNUSED,40.783333,-73.76667
FT VALLEY,HLCC,UNUSED,UNUSED,32.566666,-83.88333
FT WADSWORTH,HLEC,UNUSED,UNUSED,40.583332,-74.05
FT WAINWRIGHT,HLED,UNUSED,UNUSED,64.833336,-147.58333
FT WAYNE,HLLL,UNUSED,UNUSED,41.130554,-85.12889
FT WORTH,HMAZ,UNUSED,UNUSED,32.75,-97.3
FT WORTH,HMBA,UNUSED,UNUSED,32.75,-97.333336
FT WORTH,HMBP,UNUSED,UNUSED,32.788887,-97.36389
FUJAIRAH,HMGB,UNUSED,UNUSED,25.083334,56.3
FULTON,HMZW,UNUSED,UNUSED,38.833332,-91.95
ANTLERS,HNRN,UNUSED,UNUSED,34.234165,-95.61916
MATMATA,HNTK,UNUSED,UNUSED,33.733334,9.919167
GABES,HNTM,UNUSED,UNUSED,33.9,10.116667
GABES,HNTS,UNUSED,UNUSED,33.85,10.116667
GAFSA,HPBF,UNUSED,UNUSED,34.426388,8.828055
GAINESVILLE,HPKT,UNUSED,UNUSED,29.666666,-82.333336
GAINESVILLE,HPMW,UNUSED,UNUSED,34.3,-84.583336
GALVESTON,HQLH,UNUSED,UNUSED,29.3,-94.8
GALVESTON,HQLL,UNUSED,UNUSED,29.283333,-94.8
GARDEN CITY,HREQ,UNUSED,UNUSED,37.97167,-100.87222
GARDEN CITY,HRLU,UNUSED,UNUSED,40.7,-73.71667
GARDEN CITY,HRNV,UNUSED,UNUSED,40.7,-73.71667
GARLAND,HSKD,UNUSED,UNUSED,32.916668,-96.61667
GARY,HSUG,UNUSED,UNUSED,41.593334,-87.34639
GASTONIA,HSWP,UNUSED,UNUSED,35.233334,-81.2
GATE CITY,HSYA,UNUSED,UNUSED,36.6,-82.583336
GEN B MITCHELL,HTUV,UNUSED,UNUSED,42.95028,-87.897224
GENERAL MITCHELL,HTUX,UNUSED,UNUSED,42.946945,-87.89694
GENOVA,HUPR,UNUSED,UNUSED,44.416668,8.833333
SOUTHERN CALIFORN,HUUA,UNUSED,UNUSED,34.5975,-117.38306
GEORGETOWN,HVWA,UNUSED,UNUSED,38.69,-75.38583
GEORGETOWN,HVZP,UNUSED,UNUSED,33.383335,-79.3
GILA BEND AF AUX,HXCZ,UNUSED,UNUSED,32.8875,-112.72
GLASGOW,HYRF,UNUSED,UNUSED,37,-85.916664
JACKSONVILLE,JAAK,UNUSED,UNUSED,30.208334,-81.700554
GLENS FALLS,JADW,UNUSED,UNUSED,43.3,-73.666664
CHICAGO CGAS,JAFZ,UNUSED,UNUSED,42.090557,-87.82
WAYNE EXECUTIVE J,JBUU,UNUSED,UNUSED,35.460556,-77.965
GOODFELLOW AFB,JCGU,UNUSED,UNUSED,31.431667,-100.40389
DJERBA,JEAH,UNUSED,UNUSED,33.875557,10.777223
GOWEN FIELD,JEGW,UNUSED,UNUSED,43.566666,-116.23333
GRAND FORKS AFB,JFSD,UNUSED,UNUSED,47.961113,-97.40111
GRAND JUNCTION,JGGZ,UNUSED,UNUSED,39.06389,-108.55
GRAND RAPIDS,JGMH,UNUSED,UNUSED,43,-85.7
FAYETTEVILLE RGNL,JHPM,UNUSED,UNUSED,34.99111,-78.88028
GRANTS MILAN MUNI,JHVQ,UNUSED,UNUSED,35.16722,-107.90195
GRAVESEND,JJRP,UNUSED,UNUSED,51.45,0.38333333
GREAT FALLS,JKSB,UNUSED,UNUSED,47.516666,-111.3
GREAT FALLS INTL,JKSE,UNUSED,UNUSED,47.482777,-111.37055
GREAT LAKES,JKWE,UNUSED,UNUSED,42.3,-87.833336
GREAT LAKES NAVY,JKWF,UNUSED,UNUSED,42.3,-87.833336
GREAT LAKES,JKWG,UNUSED,UNUSED,42.3,-87.833336
GREAT LAKES TNG,JKWP,UNUSED,UNUSED,42.3,-87.833336
GENERAL DOWNING P,JLQN,UNUSED,UNUSED,40.664165,-89.69334
PITTSBURGH MONROE,JLSN,UNUSED,UNUSED,40.452778,-79.775
PITTSBURGH INTL,JLSS,UNUSED,UNUSED,40.49139,-80.23278
NEW CASTLE,JLWS,UNUSED,UNUSED,39.67861,-75.60667
GREEN BAY,JMCZ,UNUSED,UNUSED,44.516666,-88.01667
GREENSBORO,JNHL,UNUSED,UNUSED,32.683334,-87.566666
GREENSBORO,JNHQ,UNUSED,UNUSED,36.05,-79.833336
GREENSBURG,JNPY,UNUSED,UNUSED,40.283333,-79.566666
GREENVILLE,JPJE,UNUSED,UNUSED,35.6,-77.38333
GREENVILLE,JPNJ,UNUSED,UNUSED,34.866665,-82.416664
GREENVILLE DOWNTO,JPNN,UNUSED,UNUSED,34.848057,-82.35
GREENVILLE SPARTA,JPPK,UNUSED,UNUSED,34.895557,-82.21889
GREENWOOD,JPXG,UNUSED,UNUSED,34.183334,-82.166664
GREER,JQCS,UNUSED,UNUSED,34.95,-82.21667
MANCHESTER,JQMA,UNUSED,UNUSED,42.932777,-71.43584
GRIFFISS INTL,JREZ,UNUSED,UNUSED,43.23389,-75.406944
GROTON,JRZT,UNUSED,UNUSED,41.35,-72.07889
GROTON,JRZU,UNUSED,UNUSED,41.328335,-72.04667
GUAM PORT,JSSN,UNUSED,UNUSED,13.580556,144.92778
GULFPORT,JTUW,UNUSED,UNUSED,30.35,-89.13333
GULFPORT,JTUX,UNUSED,UNUSED,30.367777,-89.09333
GULFPORT BILOXI I,JTVE,UNUSED,UNUSED,30.407223,-89.07
GULFPORT      CBC,JTVG,UNUSED,UNUSED,30.35,-89.083336
GULFPORT,JTVH,UNUSED,UNUSED,30.35,-89.083336
MAXWELL GUNTER AF,JUBJ,UNUSED,UNUSED,33.97361,-86.086945
HADLOCK,JVZQ,UNUSED,UNUSED,48.031944,-122.75694
HAIFA,JWJY,UNUSED,UNUSED,32.8,35.033333
HAKATA,JWTD,UNUSED,UNUSED,33.6,130.4
HALIFAX,JXKM,UNUSED,UNUSED,44.65,-63.583332
HALL,JXPJ,UNUSED,UNUSED,34.208332,-87.629166
HAMBURG,JYPN,UNUSED,UNUSED,53.533333,9.95
HAMILTON,JYVJ,UNUSED,UNUSED,34.133335,-87.98333
HAMILTON,JZQS,UNUSED,UNUSED,39.416668,-84.6
MCCHORD,JZSU,UNUSED,UNUSED,47.05,-119.666664
HAMMOND,KAFF,UNUSED,UNUSED,30.516666,-90.416664
SYRACUSE HANCOCK,KBHT,UNUSED,UNUSED,43.11111,-76.10639
HARLINGEN,KDFD,UNUSED,UNUSED,26.2,-97.71667
KENNEDY INTRANATI,KEAQ,UNUSED,UNUSED,33.52639,-83.638054
HARRINGTON,KEFP,UNUSED,UNUSED,38.92361,-75.57806
HARRISBURG,KEMJ,UNUSED,UNUSED,40.266666,-76.833336
HARRISON,KERD,UNUSED,UNUSED,36.266666,-93.15
HARTFORD,KFDS,UNUSED,UNUSED,41.76361,-72.685555
HARTFORD,KFKV,UNUSED,UNUSED,43.316666,-88.36667
HATTIESBURG,KGLC,UNUSED,UNUSED,31.333334,-89.316666
HAWAII,KHFQ,UNUSED,UNUSED,21,-157
HAWTHORNE INDUSTR,KHSH,UNUSED,UNUSED,38.545,-118.6325
HAWTHORNE AAP,KHST,UNUSED,UNUSED,38.55,-118.63333
HAYS,KJER,UNUSED,UNUSED,38.879166,-99.326385
HAYWARD,KJGR,UNUSED,UNUSED,37.666668,-122.083336
HAYWARD EXECUTIVE,KJGW,UNUSED,UNUSED,37.65889,-122.121666
HECTOR INTL,KKGA,UNUSED,UNUSED,46.920555,-96.815834
HEMPSTEAD,KLKD,UNUSED,UNUSED,40.7,-73.61667
HENDERSON,KLSD,UNUSED,UNUSED,36.016666,-115
HENDERSON,KLUK,UNUSED,UNUSED,35.433334,-88.65
HENRY POST AAF,KLZU,UNUSED,UNUSED,34.649723,-98.40222
HIALEAH,KNJD,UNUSED,UNUSED,25.816668,-80.28333
JBPH-H HICKAM FLD,KNMD,UNUSED,UNUSED,21.31611,-157.92667
DMA DPO HICKAM,KNMK,UNUSED,UNUSED,21.3375,-157.95416
HILL AFB,KRSM,UNUSED,UNUSED,41.12389,-111.97305
HILL AFB,KRSQ,UNUSED,UNUSED,41.106388,-111.980835
HILLSBORO,KSRM,UNUSED,UNUSED,47.416668,-97.066666
HOBART,KUHK,UNUSED,UNUSED,41.532223,-87.255
HOLLOMAN AFB,KWRD,UNUSED,UNUSED,32.852222,-106.10917
ST PAUL DOWNTOWN,KXPD,UNUSED,UNUSED,44.934723,-93.06028
HOMESTEAD AFB,KYJL,UNUSED,UNUSED,25.488056,-80.38389
HONG KONG ABERDEE,KZPH,UNUSED,UNUSED,22.233334,114.13333
HONOLULU,KZTR,UNUSED,UNUSED,21.316668,-157.95
HONOLULU INTL,KZTV,UNUSED,UNUSED,21.31611,-157.92667
HONOLULU,KZTZ,UNUSED,UNUSED,21.333334,-157.95
HOOD AAF,KZVP,UNUSED,UNUSED,31.13861,-97.71445
HOUSTON,LCMM,UNUSED,UNUSED,29.75,-95.36667
HOUSTON,LCMT,UNUSED,UNUSED,29.75,-95.416664
TERRE HAUTE INTL,LDXF,UNUSED,UNUSED,39.45139,-87.3075
HUMBOLDT,LDXZ,UNUSED,UNUSED,35.8,-88.88333
LEMOORE,LEAS,UNUSED,UNUSED,36.2625,-119.89
HUNTER,LEKF,UNUSED,UNUSED,32.009724,-81.14611
HUNTER AAF,LEXG,UNUSED,UNUSED,32.01,-81.14611
FT HUNTER LIGGETT,LEXN,UNUSED,UNUSED,36,-121.23333
HUNTINGTON,LFMS,UNUSED,UNUSED,38.416668,-82.416664
HUNTSVILLE,LFSF,UNUSED,UNUSED,34.7,-86.583336
HUNTSVILLE INTL C,LFSU,UNUSED,UNUSED,34.637222,-86.775
HURLEY,LFWC,UNUSED,UNUSED,46.45,-90.2
HURON,LGAA,UNUSED,UNUSED,44.351665,-98.7175
HUTCHINSON,LGJZ,UNUSED,UNUSED,38.060833,-97.92944
HYANNIS,LGSL,UNUSED,UNUSED,41.65,-70.26667
JOHN F KENNEDY IN,LHNZ,UNUSED,UNUSED,40.63972,-73.77889
INDEPENDENCE,LKCM,UNUSED,UNUSED,37.224167,-95.70805
INDEPENDENCE,LKEV,UNUSED,UNUSED,39.066666,-94.45
FT INDIANTOWN GAP,LKLW,UNUSED,UNUSED,40.433334,-76.583336
INDIAN ISLAND,LKPE,UNUSED,UNUSED,48.075,-122.75
INDIAN ISLAND ORD,LKPF,UNUSED,UNUSED,48.083332,-122.7
CREECH AFB,LKTC,UNUSED,UNUSED,36.587223,-115.67333
INDIANAPOLIS INTL,LLFN,UNUSED,UNUSED,39.717224,-86.29472
INDIANAPOLIS,LLFQ,UNUSED,UNUSED,39.768333,-86.15806
FT INDIANTOWN GAP,LLLB,UNUSED,UNUSED,40.366665,-76.63333
INGLESIDE,LLTY,UNUSED,UNUSED,27.85,-97.23333
INGLESIDE,LLXC,UNUSED,UNUSED,27.869167,-97.20194
INKSTER,LMDV,UNUSED,UNUSED,42.31889,-83.2675
IOWA AR AMMO PLT,LNLM,UNUSED,UNUSED,42.533333,-93.26667
LONG BEACH,LPAS,UNUSED,UNUSED,33.83,-118.086945
IRVINE,LPNH,UNUSED,UNUSED,33.67,-117.82333
IZMIR,LRNC,UNUSED,UNUSED,38.42389,27.129723
JACKSON,LRUD,UNUSED,UNUSED,33.3,-83.96667
JACKSON EVERS INT,LRXQ,UNUSED,UNUSED,32.31111,-90.075836
JACKSON,LRXY,UNUSED,UNUSED,32.333332,-90.183334
JACKSON,LSAU,UNUSED,UNUSED,35.616665,-88.833336
JACKSON BARRACKS,LSBC,UNUSED,UNUSED,29.95,-90
