Key,Day,Enabled,Description,EventPhase,GEN-RESUPPLY,GEN-AMMO,GEN-POL
TEBESSA,0,true,,,3,0,0
MECHANICSBURG,0,true,,,3,0,0
PHILADELPHIA,0,true,,,3,0,0
JERBA-ZARZIS,0,true,,,3,0,0
SFAX,0,true,,,3,0,0
ABN,0,true,,,3,0,0
THYNA-EL MAOU,0,true,,,3,0,0
MADANIYIN,0,true,,,3,0,0
GABES,0,true,,,3,0,0
GABES (HNTM),0,true,,,3,0,0
SIGONELLA,0,true,,,3,0,0
SEABASE,0,true,,,3,0,0
GABES (HNTS),0,true,,,3,0,0
BIR EL ATER,0,true,,,3,0,0
GAFSA,0,true,,,3,0,0
