StartName,StartGeo,EndName,EndGeo,Time
MOREHEAD CITY,QTUP,HARRINGTON,KEFP,0.7
MOREHEAD CITY,QTUP,HARRISBURG,KEMJ,0.8
MOREHEAD CITY,QTUP,HARRISON,KERD,2.0
MOREHEAD CITY,QTUP,HARTFORD,KFDS,1.2
MOREHEAD CITY,QTUP,HARTFORD,KFKV,1.9
MOREHEAD CITY,QTUP,HATTIESBURG,KGLC,1.7
MOREHEAD CITY,QTUP,HAWTHORNE INDUSTR,KHSH,5.1
MOREHEAD CITY,QTUP,HAWTHORNE AAP,KHST,5.1
MOREHEAD CITY,QTUP,HAYS,KJER,2.8
MOREHEAD CITY,QTUP,HAYWARD,KJGR,5.5
MOREHEAD CITY,QTUP,HAYWARD EXECUTIVE,KJGW,5.5
MOREHEAD CITY,QTUP,HECTOR INTL,KKGA,2.9
MOREHEAD CITY,QTUP,HEMPSTEAD,KLKD,1.0
MOREHEAD CITY,QTUP,HENDERSON,KLSD,4.7
MOREHEAD CITY,QTUP,HENDERSON,KLUK,1.5
MOREHEAD CITY,QTUP,HENRY POST AAF,KLZU,2.7
MOREHEAD CITY,QTUP,HIALEAH,KNJD,1.4
MOREHEAD CITY,QTUP,HILL AFB,KRSM,4.3
MOREHEAD CITY,QTUP,HILL AFB,KRSQ,4.3
MOREHEAD CITY,QTUP,HILLSBORO,KSRM,3.0
MOREHEAD CITY,QTUP,HOBART,KUHK,1.6
MOREHEAD CITY,QTUP,HOLLOMAN AFB,KWRD,3.7
MOREHEAD CITY,QTUP,ST PAUL DOWNTOWN,KXPD,2.4
MOREHEAD CITY,QTUP,HOMESTEAD AFB,KYJL,1.5
MOREHEAD CITY,QTUP,HOOD AAF,KZVP,2.7
MOREHEAD CITY,QTUP,HOUSTON,LCMM,2.5
MOREHEAD CITY,QTUP,HOUSTON,LCMT,2.5
MOREHEAD CITY,QTUP,TERRE HAUTE INTL,LDXF,1.5
MOREHEAD CITY,QTUP,HUMBOLDT,LDXZ,1.5
MOREHEAD CITY,QTUP,LEMOORE,LEAS,5.3
MOREHEAD CITY,QTUP,HUNTER,LEKF,0.7
MOREHEAD CITY,QTUP,HUNTER AAF,LEXG,0.7
MOREHEAD CITY,QTUP,FT HUNTER LIGGETT,LEXN,5.4
MOREHEAD CITY,QTUP,HUNTINGTON,LFMS,0.9
MOREHEAD CITY,QTUP,HUNTSVILLE,LFSF,1.2
MOREHEAD CITY,QTUP,HUNTSVILLE INTL C,LFSU,1.3
MOREHEAD CITY,QTUP,HURLEY,LFWC,2.3
MOREHEAD CITY,QTUP,HURON,LGAA,2.9
MOREHEAD CITY,QTUP,HUTCHINSON,LGJZ,2.6
MOREHEAD CITY,QTUP,HYANNIS,LGSL,1.3
MOREHEAD CITY,QTUP,JOHN F KENNEDY IN,LHNZ,1.0
MOREHEAD CITY,QTUP,INDEPENDENCE,LKCM,2.3
MOREHEAD CITY,QTUP,INDEPENDENCE,LKEV,2.2
MOREHEAD CITY,QTUP,FT INDIANTOWN GAP,LKLW,0.9
MOREHEAD CITY,QTUP,INDIAN ISLAND,LKPE,5.5
MOREHEAD CITY,QTUP,INDIAN ISLAND ORD,LKPF,5.5
MOREHEAD CITY,QTUP,CREECH AFB,LKTC,4.8
MOREHEAD CITY,QTUP,INDIANAPOLIS INTL,LLFN,1.4
MOREHEAD CITY,QTUP,INDIANAPOLIS,LLFQ,1.4
MOREHEAD CITY,QTUP,FT INDIANTOWN GAP,LLLB,0.9
MOREHEAD CITY,QTUP,INGLESIDE,LLTY,2.8
MOREHEAD CITY,QTUP,INGLESIDE,LLXC,2.8
MOREHEAD CITY,QTUP,INKSTER,LMDV,1.4
MOREHEAD CITY,QTUP,IOWA AR AMMO PLT,LNLM,2.3
MOREHEAD CITY,QTUP,LONG BEACH,LPAS,5.1
MOREHEAD CITY,QTUP,IRVINE,LPNH,5.1
MOREHEAD CITY,QTUP,JACKSON,LRUD,0.9
MOREHEAD CITY,QTUP,JACKSON EVERS INT,LRXQ,1.7
MOREHEAD CITY,QTUP,JACKSON,LRXY,1.7
MOREHEAD CITY,QTUP,JACKSON,LSAU,1.5
MOREHEAD CITY,QTUP,JACKSON BARRACKS,LSBC,1.8
MOREHEAD CITY,QTUP,JACKSONVILLE,LSEK,0.9
MOREHEAD CITY,QTUP,JACKSONVILLE,LSFY,0.9
MOREHEAD CITY,QTUP,JACKSONVILLE INTL,LSGA,0.9
MOREHEAD CITY,QTUP,JACKSONVILLE,LSGB,0.9
MOREHEAD CITY,QTUP,JACKSONVILLE NAS,LSGE,0.9
MOREHEAD CITY,QTUP,JACKSONVILLE,LSGG,0.9
MOREHEAD CITY,QTUP,JACKSONVILLE,LSGM,0.9
MOREHEAD CITY,QTUP,JACKSONVILLE JCT,LSLG,0.9
MOREHEAD CITY,QTUP,JASPER,LTRC,1.3
MOREHEAD CITY,QTUP,JEFFERSON,LTUJ,2.4
MOREHEAD CITY,QTUP,JEFFERSON BRK,LTUY,1.7
MOREHEAD CITY,QTUP,JEFFERSON BARRACK,LTVJ,1.7
MOREHEAD CITY,QTUP,JEFFERSON,LTVK,0.6
MOREHEAD CITY,QTUP,JEFFERSON CITY,LTWH,2.0
MOREHEAD CITY,QTUP,JACK BROOKS RGNL,LTYB,2.3
MOREHEAD CITY,QTUP,JEFFERSONVILLE,LUCN,1.2
MOREHEAD CITY,QTUP,JERSEY CITY,LUNH,1.0
MOREHEAD CITY,QTUP,JOE FOSS FLD,LUXC,2.7
MOREHEAD CITY,QTUP,CHARLESTON EXECUT,LVDB,0.5
MOREHEAD CITY,QTUP,JOHNSON CITY,LVGY,0.7
MOREHEAD CITY,QTUP,JOHNSTON,LVMC,2.3
MOREHEAD CITY,QTUP,JOHNSTOWN,LVQT,0.9
MOREHEAD CITY,QTUP,JOHN MURTHA JOHNS,LVQX,0.9
MOREHEAD CITY,QTUP,WARMINSTER NAWC,LVSH,0.9
MOREHEAD CITY,QTUP,JOLIET,LVTN,1.7
MOREHEAD CITY,QTUP,JONESBORO,LVXY,1.7
MOREHEAD CITY,QTUP,JOPLIN,LWAT,2.2
MOREHEAD CITY,QTUP,JUNCTION CITY,LWLZ,2.1
MOREHEAD CITY,QTUP,K I SAWYER AFB,LWRC,2.1
MOREHEAD CITY,QTUP,YEAGER,LYBH,0.8
MOREHEAD CITY,QTUP,KANSAS CITY,LYLC,2.3
MOREHEAD CITY,QTUP,KANSAS CITY,LYNH,2.3
MOREHEAD CITY,QTUP,KANSAS CITY,LYNK,2.3
MOREHEAD CITY,QTUP,KANSAS CITY INTL,LYNM,2.3
MOREHEAD CITY,QTUP,KANSAS CTY REC CT,LYNS,2.3
MOREHEAD CITY,QTUP,KEARNY,MAAU,1.0
MOREHEAD CITY,QTUP,KEEDYSVILLE,MADG,0.7
MOREHEAD CITY,QTUP,KEENE,MAFU,1.3
MOREHEAD CITY,QTUP,KEESLER AFB,MAHG,1.7
MOREHEAD CITY,QTUP,KELLOG,MBLS,2.3
MOREHEAD CITY,QTUP,W K KELLOGG,MBMV,1.5
MOREHEAD CITY,QTUP,JBSA KELLY AFB,MBPB,2.9
MOREHEAD CITY,QTUP,KELLY CORNERS,MBPD,1.2
MOREHEAD CITY,QTUP,KENOSHA,MCYS,1.8
MOREHEAD CITY,QTUP,KENT,MDDS,5.4
MOREHEAD CITY,QTUP,KEY FLD,MDVL,1.6
MOREHEAD CITY,QTUP,KEY WEST NAVY,MDWT,1.6
MOREHEAD CITY,QTUP,KEY WEST NAS,MDWY,1.6
MOREHEAD CITY,QTUP,KEY WEST,MDXB,1.7
MOREHEAD CITY,QTUP,KEYPORT NTS,MDYA,5.5
MOREHEAD CITY,QTUP,WHIDBEY IS     SB,MDYH,5.5
MOREHEAD CITY,QTUP,MILLINGTON RGNL,MEAN,1.6
MOREHEAD CITY,QTUP,KINGS BAY,MFRN,0.8
MOREHEAD CITY,QTUP,KINGS MILLS,MFSZ,1.1
MOREHEAD CITY,QTUP,KINGS MILL ORD PL,MFTE,1.1
MOREHEAD CITY,QTUP,KLAMATH FALLS,MFWM,5.4
MOREHEAD CITY,QTUP,KINGWOOD,MGMD,0.8
MOREHEAD CITY,QTUP,KIRTLAND AFB,MHMV,3.7
MOREHEAD CITY,QTUP,MILLINGTON,MJAT,1.6
MOREHEAD CITY,QTUP,KISSIMMEE GATEWAY,MJDH,1.1
MOREHEAD CITY,QTUP,KLAMATH FALLS,MJNV,5.4
MOREHEAD CITY,QTUP,KNOXVILLE,MJYV,0.9
MOREHEAD CITY,QTUP,LA CROSSE,MMQR,2.2
MOREHEAD CITY,QTUP,LA GRANDE,MMUL,5.0
MOREHEAD CITY,QTUP,LA PORTE,MNWA,2.5
MOREHEAD CITY,QTUP,LA TUNA,MPBP,3.8
MOREHEAD CITY,QTUP,MONTGOMERY,MPCP,1.3
MOREHEAD CITY,QTUP,JBSA LACKLAND AFB,MPLS,2.9
MOREHEAD CITY,QTUP,LAFAYETTE,MQEJ,1.5
MOREHEAD CITY,QTUP,LAFAYETTE,MQFA,2.1
MOREHEAD CITY,QTUP,LAKE CHARLES,MQST,2.2
MOREHEAD CITY,QTUP,LAKE CITY,MQUK,1.0
MOREHEAD CITY,QTUP,LAKE CTY AMMO PLT,MQUZ,2.2
MOREHEAD CITY,QTUP,LAKE MEAD BASE,MRKT,4.7
MOREHEAD CITY,QTUP,LAKEHURST,MSBK,0.9
MOREHEAD CITY,QTUP,LAKELAND,MSDK,1.2
MOREHEAD CITY,QTUP,LAMBERT ST LOUIS,MSQB,1.8
MOREHEAD CITY,QTUP,LANCASTER,MTET,0.8
MOREHEAD CITY,QTUP,LANCASTER,MTEU,0.8
MOREHEAD CITY,QTUP,JB LANGLEY-EUSTIS,MUHJ,0.4
MOREHEAD CITY,QTUP,LANSING,MUUU,1.5
MOREHEAD CITY,QTUP,LARAMIE,MVHZ,3.6
MOREHEAD CITY,QTUP,LAREDO,MVKR,3.1
MOREHEAD CITY,QTUP,LAS VEGAS,MWRJ,4.7
MOREHEAD CITY,QTUP,LATHAM,MWWC,1.3
MOREHEAD CITY,QTUP,LATHROP,MWXP,5.4
MOREHEAD CITY,QTUP,LAUGHLIN AFB,MXDP,3.2
MOREHEAD CITY,QTUP,LAURENCE G HANSCO,MXRD,1.3
MOREHEAD CITY,QTUP,LAWRENCE,MYKJ,2.3
MOREHEAD CITY,QTUP,LAWRENCE,MYMU,1.4
MOREHEAD CITY,QTUP,LAWRENCE MUNI,MYMW,1.4
MOREHEAD CITY,QTUP,LAWRENCEVILLE,MYTZ,0.9
MOREHEAD CITY,QTUP,LAWTON,MYWX,2.2
MOREHEAD CITY,QTUP,LAWSON AAF,MYXZ,1.1
MOREHEAD CITY,QTUP,LEAVENWORTH,MZXD,2.3
MOREHEAD CITY,QTUP,LEHIGH VALLEY,NBHN,1.0
MOREHEAD CITY,QTUP,LEHIGH VALLEY,NBHO,0.9
MOREHEAD CITY,QTUP,LEHI,NBJC,4.3
MOREHEAD CITY,QTUP,LEMOORE NAS,NCBW,5.3
MOREHEAD CITY,QTUP,LETTERKENNY DEPOT,NDAM,0.8
MOREHEAD CITY,QTUP,LETTERKENNY DEPOT,NDAN,0.8
MOREHEAD CITY,QTUP,LEWES,NDNK,0.6
MOREHEAD CITY,QTUP,NEW ORLEANS,NEAC,1.8
MOREHEAD CITY,QTUP,LEWISTOWN,NEFW,0.9
MOREHEAD CITY,QTUP,LEXINGTON BLGR AD,NEKS,1.1
MOREHEAD CITY,QTUP,LEXINGTON,NELF,1.1
MOREHEAD CITY,QTUP,LEXINGTON,NENL,1.3
MOREHEAD CITY,QTUP,LEXINGTON,NEQR,2.2
MOREHEAD CITY,QTUP,SIERRA VISTA MUNI,NEWR,4.3
MOREHEAD CITY,QTUP,WRIGHT AAF MIDCOA,NEYU,0.7
MOREHEAD CITY,QTUP,LINCOLN,NGCB,2.6
MOREHEAD CITY,QTUP,LINCOLN,NGCS,2.5
MOREHEAD CITY,QTUP,SAN DIEGO INTL,NGWV,5.1
MOREHEAD CITY,QTUP,LITTLE CREEK AMPH,NJNF,0.3
MOREHEAD CITY,QTUP,LITTLE CREEK,NJNK,0.3
MOREHEAD CITY,QTUP,LITTLE ROCK AFB,NKAK,1.9
MOREHEAD CITY,QTUP,LITTLE ROCK,NKBV,1.9
MOREHEAD CITY,QTUP,RICKENBACKER INTL,NLZG,1.1
MOREHEAD CITY,QTUP,RICKENBACKER  ANG,NLZL,1.1
MOREHEAD CITY,QTUP,GENERAL EDWARD LA,NNGX,1.3
MOREHEAD CITY,QTUP,LOGAN,NNLX,4.3
MOREHEAD CITY,QTUP,LONE STAR AMMO PL,NPMM,2.2
MOREHEAD CITY,QTUP,LONG BEACH,NPTG,5.1
MOREHEAD CITY,QTUP,LONG BEACH,NPTM,5.1
MOREHEAD CITY,QTUP,LONG BEACH CGAS,NPTN,5.2
MOREHEAD CITY,QTUP,LONG BEACH NSC,NPTR,5.1
MOREHEAD CITY,QTUP,LONG BEACH,NPTU,5.1
MOREHEAD CITY,QTUP,LONG BEACH    NSY,NPTW,5.1
MOREHEAD CITY,QTUP,LONG ISLAND,NPVL,1.1
MOREHEAD CITY,QTUP,LORING INTL,NRCH,2.1
MOREHEAD CITY,QTUP,LOS ALAMITOS AAF,NRTX,5.1
MOREHEAD CITY,QTUP,LOS ANGELES Z12,NRZE,5.2
MOREHEAD CITY,QTUP,LOS ANGELES,NSAB,5.1
MOREHEAD CITY,QTUP,LOS ANGELES INTL,NSAG,5.2
MOREHEAD CITY,QTUP,LOS ANGELES,NSAN,5.1
MOREHEAD CITY,QTUP,LOUISVILLE,NSQG,1.1
MOREHEAD CITY,QTUP,LOUISVILLE,NSQM,1.2
MOREHEAD CITY,QTUP,LOUISVILLE,NSQN,1.2
MOREHEAD CITY,QTUP,LOVELL FLD,NTEA,1.1
MOREHEAD CITY,QTUP,LOWRY,NTNB,3.5
MOREHEAD CITY,QTUP,LUBBOCK,NTWF,3.1
MOREHEAD CITY,QTUP,LUBBOCK PRESTON S,NTWM,3.1
MOREHEAD CITY,QTUP,LUKE AFB,NUEX,4.4
MOREHEAD CITY,QTUP,LYNCHBURG,NVED,0.5
MOREHEAD CITY,QTUP,LYON,NVUS,1.7
MOREHEAD CITY,QTUP,MACDILL AFB,NVZR,1.3
MOREHEAD CITY,QTUP,MADIGAN GENERAL,NXBY,5.5
MOREHEAD CITY,QTUP,MADILL,NXCC,2.5
MOREHEAD CITY,QTUP,MADISON,NXHE,1.9
MOREHEAD CITY,QTUP,MAJORS,NYJY,2.4
MOREHEAD CITY,QTUP,MALMSTROM AFB HEL,NZAS,4.3
MOREHEAD CITY,QTUP,PATUXENT RIVER,PABH,0.5
MOREHEAD CITY,QTUP,MANCHESTER,PADV,1.4
MOREHEAD CITY,QTUP,MANDAN,PAJP,3.3
MOREHEAD CITY,QTUP,MANHATTAN,PASP,2.5
MOREHEAD CITY,QTUP,MANITOWOC,PBDH,1.9
MOREHEAD CITY,QTUP,MANSFIELD,PBXH,1.2
MOREHEAD CITY,QTUP,MANSFIELD LAHM RG,PBXP,1.2
MOREHEAD CITY,QTUP,MARCH ARB,PCZP,5.0
MOREHEAD CITY,QTUP,MARCH,PCZT,5.0
MOREHEAD CITY,QTUP,MARE ISLAND,PDZE,5.5
MOREHEAD CITY,QTUP,MARE ISLAND   NSY,PDZF,5.5
MOREHEAD CITY,QTUP,PENDLETON,PEBH,5.1
MOREHEAD CITY,QTUP,MARIETTA,PEQA,1.0
MOREHEAD CITY,QTUP,MARIETTA,PEQE,1.0
MOREHEAD CITY,QTUP,MARIETTA      NAS,PEQF,1.0
MOREHEAD CITY,QTUP,MARION,PFKS,1.6
MOREHEAD CITY,QTUP,MARION,PFTE,1.2
MOREHEAD CITY,QTUP,PHILADELPHIA,PHAG,0.8
MOREHEAD CITY,QTUP,MARSHALL AAF,PHMS,2.5
MOREHEAD CITY,QTUP,MARTIN,PJFS,1.2
MOREHEAD CITY,QTUP,MARTIN STATE,PJMS,0.7
MOREHEAD CITY,QTUP,MARTINSBURG,PJVS,0.7
MOREHEAD CITY,QTUP,EASTERN WV RGNL S,PJVY,0.7
MOREHEAD CITY,QTUP,MARYVILLE,PKRY,2.3
MOREHEAD CITY,QTUP,SACRAMENTO MATHER,PLXL,5.4
MOREHEAD CITY,QTUP,MATTYDALE,PNCZ,1.3
MOREHEAD CITY,QTUP,MAXWELL AFB,PNQS,1.3
MOREHEAD CITY,QTUP,PORT HUENEME,PPBC,5.2
MOREHEAD CITY,QTUP,MAYPORT NS,PPSB,0.9
MOREHEAD CITY,QTUP,MAYPORT,PPSC,0.9
MOREHEAD CITY,QTUP,MAYPORT NAVAL ST,PPSH,0.9
MOREHEAD CITY,QTUP,MCALESTER     AAP,PQEK,2.4
MOREHEAD CITY,QTUP,MCALESTER,PQEL,2.4
MOREHEAD CITY,QTUP,MCALESTER AAP,PQEM,2.4
MOREHEAD CITY,QTUP,MC CARRAN INTL,PQSY,4.7
MOREHEAD CITY,QTUP,JBLM MCCHORD FLD,PQWY,5.5
MOREHEAD CITY,QTUP,ORLANDO,PRAY,1.1
MOREHEAD CITY,QTUP,MC CLELLAN AFLD,PRJY,5.4
MOREHEAD CITY,QTUP,COBB CO MC COLLUM,PRNG,1.0
MOREHEAD CITY,QTUP,MC CONNELL AFB,PRQE,2.5
MOREHEAD CITY,QTUP,MCCONNELL     ANG,PRQG,2.5
MOREHEAD CITY,QTUP,MCCONNELSVILLE,PRXK,1.0
MOREHEAD CITY,QTUP,MC CLELLAN AFB,PRYV,5.4
MOREHEAD CITY,QTUP,ORLANDO INTL,PSAX,1.1
MOREHEAD CITY,QTUP,SPARTA FORT MC CO,PSBE,2.1
MOREHEAD CITY,QTUP,MC ENTIRE JNGB,PSTE,0.5
MOREHEAD CITY,QTUP,MC GHEE TYSON,PSXE,0.9
MOREHEAD CITY,QTUP,MC GUIRE FLD,PTFL,0.8
MOREHEAD CITY,QTUP,MCGUIRE AFB,PTFM,0.8
MOREHEAD CITY,QTUP,MCGUIRE,PTFY,0.8
MOREHEAD CITY,QTUP,MCKEESPORT,PUCT,0.9
MOREHEAD CITY,QTUP,MECHANICSBURG,PVKT,0.8
MOREHEAD CITY,QTUP,MECHANICSBURG,PVSB,0.8
MOREHEAD CITY,QTUP,MECHANICSBURG,PVSD,0.8
MOREHEAD CITY,QTUP,MECHANICSBURG ICP,PVSE,0.8
MOREHEAD CITY,QTUP,MEDINA,PWEL,3.0
MOREHEAD CITY,QTUP,MELBOURNE,PWYL,1.1
MOREHEAD CITY,QTUP,HOT SPGS MEMORIAL,PYGY,2.0
MOREHEAD CITY,QTUP,MEMPHIS DEPOT,PYJT,1.7
MOREHEAD CITY,QTUP,MEMPHIS       ANG,PYJX,1.6
MOREHEAD CITY,QTUP,MEMPHIS,PYKB,1.7
MOREHEAD CITY,QTUP,MEMPHIS,PYKC,1.6
MOREHEAD CITY,QTUP,MEMPHIS,PYKE,1.7
MOREHEAD CITY,QTUP,MEMPHIS,PYKG,1.6
MOREHEAD CITY,QTUP,MEMPHIS INTL,PYKL,1.6
MOREHEAD CITY,QTUP,MEMPHIS,PYKS,1.6
MOREHEAD CITY,QTUP,LITTLE RIVER,PYVR,5.6
MOREHEAD CITY,QTUP,MERIDIAN,QALE,1.5
MOREHEAD CITY,QTUP,MERIDIAN NAS,QALG,1.5
MOREHEAD CITY,QTUP,MESQUITE,QBLU,2.5
MOREHEAD CITY,QTUP,COLUMBIA,QCDH,2.0
MOREHEAD CITY,QTUP,MIAMI,QCEY,1.4
MOREHEAD CITY,QTUP,MIAMI,QCFA,1.4
MOREHEAD CITY,QTUP,MIAMI INTL,QCFE,1.4
MOREHEAD CITY,QTUP,MIAMI,QCFF,1.4
MOREHEAD CITY,QTUP,MICHAEL AAF,QCQQ,4.4
MOREHEAD CITY,QTUP,MIDDLETOWN,QDVL,1.1
MOREHEAD CITY,QTUP,MIDDLETOWN,QEDS,1.2
MOREHEAD CITY,QTUP,MIDWAY,QEPR,1.1
MOREHEAD CITY,QTUP,MILAN AMMO PLANT,QFND,1.5
MOREHEAD CITY,QTUP,MILBANK,QFNM,2.8
MOREHEAD CITY,QTUP,MILLINGTON,QGVL,1.6
MOREHEAD CITY,QTUP,MILWAUKEE,QHLE,1.8
MOREHEAD CITY,QTUP,MILWAUKEE M 02,QHMA,1.8
MOREHEAD CITY,QTUP,MINNEAPOLIS ST PA,QJKL,2.4
MOREHEAD CITY,QTUP,MINN ST PAUL,QJKS,2.5
MOREHEAD CITY,QTUP,MINNEAPOLIS,QJNT,2.5
MOREHEAD CITY,QTUP,MINOT AFB,QJVF,3.4
MOREHEAD CITY,QTUP,MINOT,QJVZ,3.4
MOREHEAD CITY,QTUP,MINOT INTL,QJWG,3.4
MOREHEAD CITY,QTUP,MIRAMAR MCAS,QKJA,5.0
MOREHEAD CITY,QTUP,MISSION,QKTA,2.3
MOREHEAD CITY,QTUP,MOBERLY,QMDU,2.0
MOREHEAD CITY,QTUP,MOBILE,QMFU,1.6
MOREHEAD CITY,QTUP,MOBILE,QMFZ,1.6
MOREHEAD CITY,QTUP,MOFFETT FEDERAL A,QMSN,5.5
MOREHEAD CITY,QTUP,MONROE,QPFW,0.9
MOREHEAD CITY,QTUP,MONROE,QPMA,1.9
MOREHEAD CITY,QTUP,MONTGOMERY,QQSN,1.1
MOREHEAD CITY,QTUP,MOODY AFB,QSEU,1.0
MOREHEAD CITY,QTUP,MOREHEAD CITY,QTUP,0.0
MOREHEAD CITY,QTUP,MOREHEAD CITY,QTUR,0.0
MOREHEAD CITY,QTUP,MORENO VALLEY,QTXL,5.0
MOREHEAD CITY,QTUP,MORGANTOWN,QUEG,0.8
MOREHEAD CITY,QTUP,MORRISVILLE,QVNC,0.3
MOREHEAD CITY,QTUP,MOUNDSVILLE,QWZM,0.9
MOREHEAD CITY,QTUP,MT CLEMENS,QYDL,1.4
MOREHEAD CITY,QTUP,MOUNTAIN HOME AFB,QYZH,4.7
MOREHEAD CITY,QTUP,MURRAY,RCXQ,1.5
MOREHEAD CITY,QTUP,MUSKOGEE,RDKD,2.3
MOREHEAD CITY,QTUP,MYRTLE BEACH INTL,RDRD,0.3
MOREHEAD CITY,QTUP,NEW ORLEANS NAVSA,RGNP,1.8
MOREHEAD CITY,QTUP,NASHVILLE,RHAS,1.3
MOREHEAD CITY,QTUP,NASHVILLE,RHEL,1.3
MOREHEAD CITY,QTUP,NATICK LABORATORY,RHTC,1.3
MOREHEAD CITY,QTUP,NAVY YARD,RJHC,0.6
MOREHEAD CITY,QTUP,NEDERLAND,RJVF,2.3
MOREHEAD CITY,QTUP,NELLIS AFB,RKMF,4.7
MOREHEAD CITY,QTUP,NEW CUMBERLAND DP,RPCM,0.8
MOREHEAD CITY,QTUP,NEW HAVEN,RPWN,1.1
MOREHEAD CITY,QTUP,NEW HAVEN,RPWO,1.1
MOREHEAD CITY,QTUP,NEW HAVEN MAP,RPYA,1.1
MOREHEAD CITY,QTUP,NEW LONDON,RQFA,1.1
MOREHEAD CITY,QTUP,NEW LONDON,RQFF,1.1
MOREHEAD CITY,QTUP,NEW LONDON,RQFK,1.1
MOREHEAD CITY,QTUP,NEW ORLEANS NAS,RQLH,1.9
MOREHEAD CITY,QTUP,NEW ORLEANS,RQMA,1.8
MOREHEAD CITY,QTUP,LOUIS ARMSTRONG N,RQMN,1.9
MOREHEAD CITY,QTUP,NEW ORLEANS NAS J,RQNA,1.8
MOREHEAD CITY,QTUP,NEW ORLEANS NAV S,RQNB,1.8
MOREHEAD CITY,QTUP,NEW ORLEANS SHYD,RQNJ,1.8
MOREHEAD CITY,QTUP,NEW ORLEANS,RQNK,1.8
MOREHEAD CITY,QTUP,NEW ORLEANS   NSA,RQNM,1.8
MOREHEAD CITY,QTUP,NEW RIVER MCAS,RQWP,0.1
MOREHEAD CITY,QTUP,NEW RIVER,RQXF,0.6
MOREHEAD CITY,QTUP,NEW YORK,RRHQ,0.9
MOREHEAD CITY,QTUP,NEW YORK,RRHU,1.0
MOREHEAD CITY,QTUP,NEW YORK,RRJJ,1.0
MOREHEAD CITY,QTUP,NEWARK LIBERTY IN,RRPQ,1.0
MOREHEAD CITY,QTUP,PORT NEWARK,RRQL,1.0
MOREHEAD CITY,QTUP,NEW YORK PORT EMB,RRRK,1.0
MOREHEAD CITY,QTUP,NEWBURGH,RSDQ,1.1
MOREHEAD CITY,QTUP,NEWPORT,RUAD,1.2
MOREHEAD CITY,QTUP,NEWPORT,RUAM,1.2
MOREHEAD CITY,QTUP,NEWPORT T2,RUAQ,1.2
MOREHEAD CITY,QTUP,NEWPORT NEWS,RULQ,0.4
MOREHEAD CITY,QTUP,NEWPORT NEWS,RULV,0.4
MOREHEAD CITY,QTUP,NIAGARA FALLS,RVKC,1.3
MOREHEAD CITY,QTUP,NIAGARA FALLS INT,RVKQ,1.3
MOREHEAD CITY,QTUP,NO CHARLESTON,RYSW,0.5
MOREHEAD CITY,QTUP,NO CHARLESTON,RYTJ,0.5
MOREHEAD CITY,QTUP,NO HIGHLANDS,RZJQ,5.5
MOREHEAD CITY,QTUP,NORTH ISLAND,RZMJ,5.1
MOREHEAD CITY,QTUP,NORTH ISLAND NAS,RZMK,5.1
MOREHEAD CITY,QTUP,NO LITTLE ROCK,RZPW,1.9
MOREHEAD CITY,QTUP,NORTH ISLAND NAS,RZQH,5.1
MOREHEAD CITY,QTUP,N PROVIDENCE,SAAX,1.2
MOREHEAD CITY,QTUP,SAN DIEGO 02,SABZ,5.0
MOREHEAD CITY,QTUP,SAN DIEGO ANG,SACB,5.0
MOREHEAD CITY,QTUP,NO SMITHFIELD,SAEJ,1.2
MOREHEAD CITY,QTUP,NORCO,SAXL,5.1
MOREHEAD CITY,QTUP,NORFOLK GSA FAC,SBDD,0.3
MOREHEAD CITY,QTUP,NORFOLK       NSC,SBDG,0.3
MOREHEAD CITY,QTUP,NORFOLK,SBDJ,0.3
MOREHEAD CITY,QTUP,NORFOLK NST,SBDP,0.3
MOREHEAD CITY,QTUP,NORFOLK INTL,SBDQ,0.3
MOREHEAD CITY,QTUP,NORFOLK NS,SBDW,0.3
MOREHEAD CITY,QTUP,NORFOLK,SBDZ,0.3
MOREHEAD CITY,QTUP,NORFOLK,SBEA,0.3
MOREHEAD CITY,QTUP,NORFOLK NAVY,SBEN,0.3
MOREHEAD CITY,QTUP,NORFOLK T2,SBEQ,0.3
MOREHEAD CITY,QTUP,N TERRE HAUTE,SBKE,1.5
MOREHEAD CITY,QTUP,NORRISTOWN,SBLE,0.8
MOREHEAD CITY,QTUP,N ISLAND,SBNB,5.1
MOREHEAD CITY,QTUP,N ISLAND NAS,SBNP,5.1
MOREHEAD CITY,QTUP,SAN BERNARDINO IN,SCEY,5.0
MOREHEAD CITY,QTUP,NORTON,SCTF,2.9
MOREHEAD CITY,QTUP,OAK HARBOR,SEDH,5.5
MOREHEAD CITY,QTUP,OAK RIDGE,SEHB,0.9
MOREHEAD CITY,QTUP,OAKLAND,SERB,5.5
MOREHEAD CITY,QTUP,OAKLAND,SERH,5.5
MOREHEAD CITY,QTUP,OAKLAND,SERJ,5.5
MOREHEAD CITY,QTUP,OAKLAND,SERS,5.5
MOREHEAD CITY,QTUP,OAKLAND SEALAND T,SERU,5.5
MOREHEAD CITY,QTUP,OAKLAND NAVY,SESW,5.5
MOREHEAD CITY,QTUP,OAKLAND ARMY BASE,SETE,5.5
MOREHEAD CITY,QTUP,OCALA,SFHB,1.1
MOREHEAD CITY,QTUP,OCEANA NAS,SFPH,0.3
MOREHEAD CITY,QTUP,OCEANA,SFPM,0.3
MOREHEAD CITY,QTUP,OFFUTT AFB,SGBP,2.5
MOREHEAD CITY,QTUP,OGDEN,SGNV,4.3
