StartName,StartGeo,EndName,EndGeo,Time
FT BRAGG,HCTM,CONCORD,EGNN,5.2
FT BRAGG,HCTM,CORPUS CHRISTI NA,ENCN,2.6
FT BRAGG,HCTM,EARLE NWS,FQZF,0.9
FT BRAGG,HCTM,FREEPORT,HAGC,2.3
FT BRAGG,HCTM,GULFPORT,JTVH,1.5
FT BRAGG,HCTM,HOUSTON,LCMT,2.2
FT BRAGG,HCTM,INDIAN ISLAND,LKPE,5.2
FT BRAGG,HCTM,JACKSONVILLE,LSGM,0.8
FT BRAGG,HCTM,LONG BEACH,NPTU,4.8
FT BRAGG,HCTM,LOS ANGELES,NSAN,4.9
FT BRAGG,HCTM,MAYPORT NAVAL ST,PPSH,0.8
FT BRAGG,HCTM,MIAMI,QCFF,1.4
FT BRAGG,HCTM,MOREHEAD CITY,QTUP,0.3
FT BRAGG,HCTM,NEW ORLEANS,RQNK,1.6
FT BRAGG,HCTM,NEW YORK,RRHU,1.0
FT BRAGG,HCTM,NEW YORK PORT EMB,RRRK,1.0
FT BRAGG,HCTM,NEWPORT,RUAM,1.3
FT BRAGG,HCTM,NEWPORT T2,RUAQ,1.3
FT BRAGG,HCTM,NEWPORT NEWS,RULV,0.4
FT BRAGG,HCTM,NORFOLK,SBEA,0.4
FT BRAGG,HCTM,NORFOLK T2,SBEQ,0.4
FT BRAGG,HCTM,OAKLAND SEALAND T,SERU,5.2
FT BRAGG,HCTM,POPE AAF,TMKH,0.0
FT BRAGG,HCTM,PORT EVERGLADES,TNVX,1.4
FT BRAGG,HCTM,PORT HUENEME NCBC,TNZY,4.9
FT BRAGG,HCTM,PORTLAND,TQKG,5.2
FT BRAGG,HCTM,SAN DIEGO,UTAC,4.8
FT BRAGG,HCTM,SAN PEDRO,UULX,4.8
FT BRAGG,HCTM,SAVANNAH,UZXJ,0.5
FT BRAGG,HCTM,SEATTLE,VFVN,5.2
FT BRAGG,HCTM,SOUTHPORT MILITAR,WMPT,0.2
FT BRAGG,HCTM,TACOMA,WPVT,5.2
FT BRAGG,HCTM,VANCOUVER,XUDT,5.2
FT BRAGG,HCTM,WILMINGTON,ZBES,0.2
FT CAMPBELL,HDBL,BALTIMORE OUTPORT,AVBU,1.4
FT CAMPBELL,HDBL,BEAUMONT T2,BBNQ,1.3
FT CAMPBELL,HDBL,BEAUMONT,BBNV,1.3
FT CAMPBELL,HDBL,CAMPBELL AAF,CYWF,0.0
FT CAMPBELL,HDBL,CHARLESTON,DKSD,1.1
FT CAMPBELL,HDBL,CONCORD,EGNN,4.1
FT CAMPBELL,HDBL,CORPUS CHRISTI NA,ENCN,1.8
FT CAMPBELL,HDBL,EARLE NWS,FQZF,1.6
FT CAMPBELL,HDBL,FREEPORT,HAGC,1.5
FT CAMPBELL,HDBL,GULFPORT,JTVH,1.0
FT CAMPBELL,HDBL,HOUSTON,LCMT,1.4
FT CAMPBELL,HDBL,INDIAN ISLAND,LKPE,4.2
FT CAMPBELL,HDBL,JACKSONVILLE,LSGM,1.2
FT CAMPBELL,HDBL,LONG BEACH,NPTU,3.8
FT CAMPBELL,HDBL,LOS ANGELES,NSAN,3.8
FT CAMPBELL,HDBL,MAYPORT NAVAL ST,PPSH,1.2
FT CAMPBELL,HDBL,MIAMI,QCFF,1.9
FT CAMPBELL,HDBL,MOREHEAD CITY,QTUP,1.4
FT CAMPBELL,HDBL,NEW ORLEANS,RQNK,1.1
FT CAMPBELL,HDBL,NEW YORK,RRHU,1.7
FT CAMPBELL,HDBL,NEW YORK PORT EMB,RRRK,1.7
FT CAMPBELL,HDBL,NEWPORT,RUAM,2.0
FT CAMPBELL,HDBL,NEWPORT T2,RUAQ,2.0
FT CAMPBELL,HDBL,NEWPORT NEWS,RULV,1.3
FT CAMPBELL,HDBL,NORFOLK,SBEA,1.3
FT CAMPBELL,HDBL,NORFOLK T2,SBEQ,1.3
FT CAMPBELL,HDBL,OAKLAND SEALAND T,SERU,4.2
FT CAMPBELL,HDBL,PORT EVERGLADES,TNVX,1.8
FT CAMPBELL,HDBL,PORT HUENEME NCBC,TNZY,3.9
FT CAMPBELL,HDBL,PORTLAND,TQKG,4.2
FT CAMPBELL,HDBL,SAN DIEGO,UTAC,3.7
FT CAMPBELL,HDBL,SAN PEDRO,UULX,3.8
FT CAMPBELL,HDBL,SAVANNAH,UZXJ,1.0
FT CAMPBELL,HDBL,SEATTLE,VFVN,4.2
FT CAMPBELL,HDBL,SOUTHPORT MILITAR,WMPT,1.2
FT CAMPBELL,HDBL,TACOMA,WPVT,4.2
FT CAMPBELL,HDBL,VANCOUVER,XUDT,4.2
FT CAMPBELL,HDBL,WILMINGTON,ZBES,1.2
FT CARSON,HDDL,BALTIMORE OUTPORT,AVBU,3.3
FT CARSON,HDDL,BEAUMONT T2,BBNQ,1.8
FT CARSON,HDDL,BEAUMONT,BBNV,1.8
FT CARSON,HDDL,CHARLESTON,DKSD,3.2
FT CARSON,HDDL,CONCORD,EGNN,2.0
FT CARSON,HDDL,CORPUS CHRISTI NA,ENCN,1.9
FT CARSON,HDDL,EARLE NWS,FQZF,3.5
FT CARSON,HDDL,FREEPORT,HAGC,1.9
FT CARSON,HDDL,GULFPORT,JTVH,2.3
FT CARSON,HDDL,HOUSTON,LCMT,1.8
FT CARSON,HDDL,INDIAN ISLAND,LKPE,2.4
FT CARSON,HDDL,JACKSONVILLE,LSGM,3.1
FT CARSON,HDDL,LONG BEACH,NPTU,1.8
FT CARSON,HDDL,LOS ANGELES,NSAN,1.8
FT CARSON,HDDL,MAYPORT NAVAL ST,PPSH,3.1
FT CARSON,HDDL,MIAMI,QCFF,3.7
FT CARSON,HDDL,MOREHEAD CITY,QTUP,3.4
FT CARSON,HDDL,NEW ORLEANS,RQNK,2.2
FT CARSON,HDDL,NEW YORK,RRHU,3.6
FT CARSON,HDDL,NEW YORK PORT EMB,RRRK,3.6
FT CARSON,HDDL,NEWPORT,RUAM,3.9
FT CARSON,HDDL,NEWPORT T2,RUAQ,3.9
FT CARSON,HDDL,NEWPORT NEWS,RULV,3.4
FT CARSON,HDDL,NORFOLK,SBEA,3.4
FT CARSON,HDDL,NORFOLK T2,SBEQ,3.4
FT CARSON,HDDL,OAKLAND SEALAND T,SERU,2.1
FT CARSON,HDDL,CITY OF COLORADO,TDHV,1.0
FT CARSON,HDDL,PORT EVERGLADES,TNVX,3.6
FT CARSON,HDDL,PORT HUENEME NCBC,TNZY,1.9
FT CARSON,HDDL,PORTLAND,TQKG,2.2
FT CARSON,HDDL,SAN DIEGO,UTAC,1.8
FT CARSON,HDDL,SAN PEDRO,UULX,1.8
FT CARSON,HDDL,SAVANNAH,UZXJ,3.1
FT CARSON,HDDL,SEATTLE,VFVN,2.3
FT CARSON,HDDL,SOUTHPORT MILITAR,WMPT,3.3
FT CARSON,HDDL,TACOMA,WPVT,2.3
FT CARSON,HDDL,VANCOUVER,XUDT,2.3
FT CARSON,HDDL,WILMINGTON,ZBES,3.3
FT CHAFFEE,HDFL,BALTIMORE OUTPORT,AVBU,2.2
FT CHAFFEE,HDFL,BEAUMONT T2,BBNQ,0.8
FT CHAFFEE,HDFL,BEAUMONT,BBNV,0.8
FT CHAFFEE,HDFL,CHARLESTON,DKSD,1.8
FT CHAFFEE,HDFL,CONCORD,EGNN,3.4
FT CHAFFEE,HDFL,CORPUS CHRISTI NA,ENCN,1.2
FT CHAFFEE,HDFL,EARLE NWS,FQZF,2.4
FT CHAFFEE,HDFL,FREEPORT,HAGC,1.0
FT CHAFFEE,HDFL,GULFPORT,JTVH,1.0
FT CHAFFEE,HDFL,HOUSTON,LCMT,0.8
FT CHAFFEE,HDFL,INDIAN ISLAND,LKPE,3.7
FT CHAFFEE,HDFL,JACKSONVILLE,LSGM,1.8
FT CHAFFEE,HDFL,LITTLE ROCK AFB,NKAK,0.3
FT CHAFFEE,HDFL,LONG BEACH,NPTU,3.0
FT CHAFFEE,HDFL,LOS ANGELES,NSAN,3.0
FT CHAFFEE,HDFL,MAYPORT NAVAL ST,PPSH,1.8
FT CHAFFEE,HDFL,MIAMI,QCFF,2.3
FT CHAFFEE,HDFL,MOREHEAD CITY,QTUP,2.2
FT CHAFFEE,HDFL,NEW ORLEANS,RQNK,1.0
FT CHAFFEE,HDFL,NEW YORK,RRHU,2.5
FT CHAFFEE,HDFL,NEW YORK PORT EMB,RRRK,2.5
FT CHAFFEE,HDFL,NEWPORT,RUAM,2.9
FT CHAFFEE,HDFL,NEWPORT T2,RUAQ,2.9
FT CHAFFEE,HDFL,NEWPORT NEWS,RULV,2.2
FT CHAFFEE,HDFL,NORFOLK,SBEA,2.2
FT CHAFFEE,HDFL,NORFOLK T2,SBEQ,2.2
FT CHAFFEE,HDFL,OAKLAND SEALAND T,SERU,3.4
FT CHAFFEE,HDFL,PORT EVERGLADES,TNVX,2.3
FT CHAFFEE,HDFL,PORT HUENEME NCBC,TNZY,3.1
FT CHAFFEE,HDFL,PORTLAND,TQKG,3.6
FT CHAFFEE,HDFL,SAN DIEGO,UTAC,2.9
FT CHAFFEE,HDFL,SAN PEDRO,UULX,3.0
FT CHAFFEE,HDFL,SAVANNAH,UZXJ,1.7
FT CHAFFEE,HDFL,SEATTLE,VFVN,3.6
FT CHAFFEE,HDFL,SOUTHPORT MILITAR,WMPT,2.0
FT CHAFFEE,HDFL,TACOMA,WPVT,3.6
FT CHAFFEE,HDFL,VANCOUVER,XUDT,3.6
FT CHAFFEE,HDFL,WILMINGTON,ZBES,2.0
FT DEPOSIT,HEDM,BALTIMORE OUTPORT,AVBU,1.6
FT DEPOSIT,HEDM,BEAUMONT T2,BBNQ,1.0
FT DEPOSIT,HEDM,BEAUMONT,BBNV,1.0
FT DEPOSIT,HEDM,CHARLESTON,DKSD,0.9
FT DEPOSIT,HEDM,CONCORD,EGNN,4.4
FT DEPOSIT,HEDM,CORPUS CHRISTI NA,ENCN,1.5
FT DEPOSIT,HEDM,EARLE NWS,FQZF,1.9
FT DEPOSIT,HEDM,FREEPORT,HAGC,1.2
FT DEPOSIT,HEDM,GULFPORT,JTVH,0.4
FT DEPOSIT,HEDM,HOUSTON,LCMT,1.2
FT DEPOSIT,HEDM,INDIAN ISLAND,LKPE,4.8
FT DEPOSIT,HEDM,JACKSONVILLE,LSGM,0.7
FT DEPOSIT,HEDM,LONG BEACH,NPTU,4.0
FT DEPOSIT,HEDM,LOS ANGELES,NSAN,4.0
FT DEPOSIT,HEDM,MAXWELL AFB,PNQS,0.1
FT DEPOSIT,HEDM,MAYPORT NAVAL ST,PPSH,0.7
FT DEPOSIT,HEDM,MIAMI,QCFF,1.3
FT DEPOSIT,HEDM,MOREHEAD CITY,QTUP,1.3
FT DEPOSIT,HEDM,NEW ORLEANS,RQNK,0.5
FT DEPOSIT,HEDM,NEW YORK,RRHU,2.0
FT DEPOSIT,HEDM,NEW YORK PORT EMB,RRRK,2.0
FT DEPOSIT,HEDM,NEWPORT,RUAM,2.3
FT DEPOSIT,HEDM,NEWPORT T2,RUAQ,2.3
FT DEPOSIT,HEDM,NEWPORT NEWS,RULV,1.5
FT DEPOSIT,HEDM,NORFOLK,SBEA,1.5
FT DEPOSIT,HEDM,NORFOLK T2,SBEQ,1.5
FT DEPOSIT,HEDM,OAKLAND SEALAND T,SERU,4.5
FT DEPOSIT,HEDM,PORT EVERGLADES,TNVX,1.2
FT DEPOSIT,HEDM,PORT HUENEME NCBC,TNZY,4.1
FT DEPOSIT,HEDM,PORTLAND,TQKG,4.6
FT DEPOSIT,HEDM,SAN DIEGO,UTAC,3.9
FT DEPOSIT,HEDM,SAN PEDRO,UULX,4.0
FT DEPOSIT,HEDM,SAVANNAH,UZXJ,0.7
FT DEPOSIT,HEDM,SEATTLE,VFVN,4.7
FT DEPOSIT,HEDM,SOUTHPORT MILITAR,WMPT,1.1
FT DEPOSIT,HEDM,TACOMA,WPVT,4.7
FT DEPOSIT,HEDM,VANCOUVER,XUDT,4.7
FT DEPOSIT,HEDM,WILMINGTON,ZBES,1.1
FT DEPOSIT,HEDR,BALTIMORE OUTPORT,AVBU,1.6
FT DEPOSIT,HEDR,BEAUMONT T2,BBNQ,1.0
FT DEPOSIT,HEDR,BEAUMONT,BBNV,1.0
FT DEPOSIT,HEDR,CHARLESTON,DKSD,0.9
FT DEPOSIT,HEDR,CONCORD,EGNN,4.4
FT DEPOSIT,HEDR,CORPUS CHRISTI NA,ENCN,1.5
FT DEPOSIT,HEDR,EARLE NWS,FQZF,1.9
FT DEPOSIT,HEDR,FREEPORT,HAGC,1.2
FT DEPOSIT,HEDR,GULFPORT,JTVH,0.4
FT DEPOSIT,HEDR,HOUSTON,LCMT,1.2
FT DEPOSIT,HEDR,INDIAN ISLAND,LKPE,4.8
FT DEPOSIT,HEDR,JACKSONVILLE,LSGM,0.7
FT DEPOSIT,HEDR,LONG BEACH,NPTU,4.0
FT DEPOSIT,HEDR,LOS ANGELES,NSAN,4.0
FT DEPOSIT,HEDR,MAXWELL AFB,PNQS,0.1
FT DEPOSIT,HEDR,MAYPORT NAVAL ST,PPSH,0.7
FT DEPOSIT,HEDR,MIAMI,QCFF,1.3
FT DEPOSIT,HEDR,MOREHEAD CITY,QTUP,1.3
FT DEPOSIT,HEDR,NEW ORLEANS,RQNK,0.5
FT DEPOSIT,HEDR,NEW YORK,RRHU,2.0
FT DEPOSIT,HEDR,NEW YORK PORT EMB,RRRK,2.0
FT DEPOSIT,HEDR,NEWPORT,RUAM,2.3
FT DEPOSIT,HEDR,NEWPORT T2,RUAQ,2.3
FT DEPOSIT,HEDR,NEWPORT NEWS,RULV,1.5
FT DEPOSIT,HEDR,NORFOLK,SBEA,1.5
FT DEPOSIT,HEDR,NORFOLK T2,SBEQ,1.5
FT DEPOSIT,HEDR,OAKLAND SEALAND T,SERU,4.5
FT DEPOSIT,HEDR,PORT EVERGLADES,TNVX,1.2
FT DEPOSIT,HEDR,PORT HUENEME NCBC,TNZY,4.1
FT DEPOSIT,HEDR,PORTLAND,TQKG,4.6
FT DEPOSIT,HEDR,SAN DIEGO,UTAC,3.9
FT DEPOSIT,HEDR,SAN PEDRO,UULX,4.0
FT DEPOSIT,HEDR,SAVANNAH,UZXJ,0.7
FT DEPOSIT,HEDR,SEATTLE,VFVN,4.7
FT DEPOSIT,HEDR,SOUTHPORT MILITAR,WMPT,1.1
FT DEPOSIT,HEDR,TACOMA,WPVT,4.7
FT DEPOSIT,HEDR,VANCOUVER,XUDT,4.7
FT DEPOSIT,HEDR,WILMINGTON,ZBES,1.1
FT DERUSSY,HEFA,HONOLULU INTL,KZTV,0.0
FT DERUSSY,HEFA,HONOLULU,KZTZ,0.0
FT DERUSSY,HEFA,PEARL HARBOR NAD,SYZZ,0.0
FT DES MOINES,HEFE,BALTIMORE OUTPORT,AVBU,2.0
FT DES MOINES,HEFE,BEAUMONT T2,BBNQ,1.7
FT DES MOINES,HEFE,BEAUMONT,BBNV,1.7
FT DES MOINES,HEFE,CHARLESTON,DKSD,2.1
FT DES MOINES,HEFE,CONCORD,EGNN,3.3
FT DES MOINES,HEFE,CORPUS CHRISTI NA,ENCN,2.1
FT DES MOINES,HEFE,EARLE NWS,FQZF,2.2
FT DES MOINES,HEFE,FREEPORT,HAGC,1.9
FT DES MOINES,HEFE,GULFPORT,JTVH,1.8
FT DES MOINES,HEFE,HOUSTON,LCMT,1.8
FT DES MOINES,HEFE,INDIAN ISLAND,LKPE,3.2
FT DES MOINES,HEFE,JACKSONVILLE,LSGM,2.2
FT DES MOINES,HEFE,LONG BEACH,NPTU,3.1
FT DES MOINES,HEFE,LOS ANGELES,NSAN,3.2
FT DES MOINES,HEFE,MAYPORT NAVAL ST,PPSH,2.2
FT DES MOINES,HEFE,MIAMI,QCFF,2.9
FT DES MOINES,HEFE,MOREHEAD CITY,QTUP,2.3
FT DES MOINES,HEFE,NEW ORLEANS,RQNK,1.8
FT DES MOINES,HEFE,NEW YORK,RRHU,2.2
FT DES MOINES,HEFE,NEW YORK PORT EMB,RRRK,2.2
FT DES MOINES,HEFE,NEWPORT,RUAM,2.5
FT DES MOINES,HEFE,NEWPORT T2,RUAQ,2.5
FT DES MOINES,HEFE,NEWPORT NEWS,RULV,2.1
FT DES MOINES,HEFE,NORFOLK,SBEA,2.1
FT DES MOINES,HEFE,NORFOLK T2,SBEQ,2.1
FT DES MOINES,HEFE,OAKLAND SEALAND T,SERU,3.4
FT DES MOINES,HEFE,OFFUTT AFB,SGBP,0.3
FT DES MOINES,HEFE,PORT EVERGLADES,TNVX,2.9
FT DES MOINES,HEFE,PORT HUENEME NCBC,TNZY,3.2
FT DES MOINES,HEFE,PORTLAND,TQKG,3.2
FT DES MOINES,HEFE,SAN DIEGO,UTAC,3.1
FT DES MOINES,HEFE,SAN PEDRO,UULX,3.2
FT DES MOINES,HEFE,SAVANNAH,UZXJ,2.1
FT DES MOINES,HEFE,SEATTLE,VFVN,3.2
FT DES MOINES,HEFE,SOUTHPORT MILITAR,WMPT,2.2
FT DES MOINES,HEFE,TACOMA,WPVT,3.2
FT DES MOINES,HEFE,VANCOUVER,XUDT,3.2
FT DES MOINES,HEFE,WILMINGTON,ZBES,2.2
FT DETRICK,HEFL,BALTIMORE OUTPORT,AVBU,0.1
FT DETRICK,HEFL,BEAUMONT T2,BBNQ,2.5
FT DETRICK,HEFL,BEAUMONT,BBNV,2.5
FT DETRICK,HEFL,CHARLESTON,DKSD,1.0
FT DETRICK,HEFL,CONCORD,EGNN,5.2
FT DETRICK,HEFL,CORPUS CHRISTI NA,ENCN,3.0
FT DETRICK,HEFL,EARLE NWS,FQZF,0.3
FT DETRICK,HEFL,FREEPORT,HAGC,2.7
FT DETRICK,HEFL,GULFPORT,JTVH,2.0
FT DETRICK,HEFL,HOUSTON,LCMT,2.7
FT DETRICK,HEFL,INDIAN ISLAND,LKPE,5.0
FT DETRICK,HEFL,JACKSONVILLE,LSGM,1.5
FT DETRICK,HEFL,LONG BEACH,NPTU,5.0
FT DETRICK,HEFL,LOS ANGELES,NSAN,5.0
FT DETRICK,HEFL,EASTERN WV RGNL S,PJVY,0.1
FT DETRICK,HEFL,MAYPORT NAVAL ST,PPSH,1.4
FT DETRICK,HEFL,MIAMI,QCFF,2.1
FT DETRICK,HEFL,MOREHEAD CITY,QTUP,0.7
FT DETRICK,HEFL,NEW ORLEANS,RQNK,2.1
FT DETRICK,HEFL,NEW YORK,RRHU,0.4
FT DETRICK,HEFL,NEW YORK PORT EMB,RRRK,0.4
FT DETRICK,HEFL,NEWPORT,RUAM,0.8
FT DETRICK,HEFL,NEWPORT T2,RUAQ,0.8
FT DETRICK,HEFL,NEWPORT NEWS,RULV,0.4
FT DETRICK,HEFL,NORFOLK,SBEA,0.4
FT DETRICK,HEFL,NORFOLK T2,SBEQ,0.4
FT DETRICK,HEFL,OAKLAND SEALAND T,SERU,5.2
FT DETRICK,HEFL,PORT EVERGLADES,TNVX,2.0
FT DETRICK,HEFL,PORT HUENEME NCBC,TNZY,5.1
FT DETRICK,HEFL,PORTLAND,TQKG,5.0
FT DETRICK,HEFL,SAN DIEGO,UTAC,4.9
FT DETRICK,HEFL,SAN PEDRO,UULX,5.0
FT DETRICK,HEFL,SAVANNAH,UZXJ,1.2
FT DETRICK,HEFL,SEATTLE,VFVN,5.0
FT DETRICK,HEFL,SOUTHPORT MILITAR,WMPT,0.8
FT DETRICK,HEFL,TACOMA,WPVT,5.0
FT DETRICK,HEFL,VANCOUVER,XUDT,5.1
FT DETRICK,HEFL,WILMINGTON,ZBES,0.8
FT DEVENS,HEHL,BALTIMORE OUTPORT,AVBU,0.8
FT DEVENS,HEHL,BEAUMONT T2,BBNQ,3.3
FT DEVENS,HEHL,BEAUMONT,BBNV,3.3
FT DEVENS,HEHL,CHARLESTON,DKSD,1.8
FT DEVENS,HEHL,CONCORD,EGNN,5.8
FT DEVENS,HEHL,CORPUS CHRISTI NA,ENCN,3.8
FT DEVENS,HEHL,EARLE NWS,FQZF,0.5
FT DEVENS,HEHL,FREEPORT,HAGC,3.5
FT DEVENS,HEHL,GULFPORT,JTVH,2.8
FT DEVENS,HEHL,HOUSTON,LCMT,3.5
FT DEVENS,HEHL,INDIAN ISLAND,LKPE,5.4
FT DEVENS,HEHL,JACKSONVILLE,LSGM,2.2
FT DEVENS,HEHL,GENERAL EDWARD LA,NNGX,0.1
FT DEVENS,HEHL,LONG BEACH,NPTU,5.6
FT DEVENS,HEHL,LOS ANGELES,NSAN,5.6
FT DEVENS,HEHL,MAYPORT NAVAL ST,PPSH,2.2
FT DEVENS,HEHL,MIAMI,QCFF,2.7
FT DEVENS,HEHL,MOREHEAD CITY,QTUP,1.3
FT DEVENS,HEHL,NEW ORLEANS,RQNK,2.9
FT DEVENS,HEHL,NEW YORK,RRHU,0.4
FT DEVENS,HEHL,NEW YORK PORT EMB,RRRK,0.4
FT DEVENS,HEHL,NEWPORT,RUAM,0.2
FT DEVENS,HEHL,NEWPORT T2,RUAQ,0.2
FT DEVENS,HEHL,NEWPORT NEWS,RULV,1.0
FT DEVENS,HEHL,NORFOLK,SBEA,1.0
FT DEVENS,HEHL,NORFOLK T2,SBEQ,1.0
FT DEVENS,HEHL,OAKLAND SEALAND T,SERU,5.8
FT DEVENS,HEHL,PORT EVERGLADES,TNVX,2.7
FT DEVENS,HEHL,PORT HUENEME NCBC,TNZY,5.7
FT DEVENS,HEHL,PORTLAND,TQKG,5.5
FT DEVENS,HEHL,SAN DIEGO,UTAC,5.6
FT DEVENS,HEHL,SAN PEDRO,UULX,5.6
FT DEVENS,HEHL,SAVANNAH,UZXJ,1.9
FT DEVENS,HEHL,SEATTLE,VFVN,5.4
FT DEVENS,HEHL,SOUTHPORT MILITAR,WMPT,1.5
FT DEVENS,HEHL,TACOMA,WPVT,5.4
FT DEVENS,HEHL,VANCOUVER,XUDT,5.5
FT DEVENS,HEHL,WILMINGTON,ZBES,1.5
FT DIX,HEKP,BALTIMORE OUTPORT,AVBU,0.2
FT DIX,HEKP,BEAUMONT T2,BBNQ,2.8
FT DIX,HEKP,BEAUMONT,BBNV,2.8
FT DIX,HEKP,CHARLESTON,DKSD,1.2
FT DIX,HEKP,CONCORD,EGNN,5.5
FT DIX,HEKP,CORPUS CHRISTI NA,ENCN,3.3
FT DIX,HEKP,EARLE NWS,FQZF,0.0
FT DIX,HEKP,FREEPORT,HAGC,3.0
FT DIX,HEKP,GULFPORT,JTVH,2.3
FT DIX,HEKP,HOUSTON,LCMT,3.0
FT DIX,HEKP,INDIAN ISLAND,LKPE,5.2
FT DIX,HEKP,JACKSONVILLE,LSGM,1.7
FT DIX,HEKP,LONG BEACH,NPTU,5.2
FT DIX,HEKP,LOS ANGELES,NSAN,5.3
FT DIX,HEKP,MAYPORT NAVAL ST,PPSH,1.7
FT DIX,HEKP,MC GUIRE FLD,PTFL,3.0
FT DIX,HEKP,MIAMI,QCFF,2.2
FT DIX,HEKP,MOREHEAD CITY,QTUP,0.8
FT DIX,HEKP,NEW ORLEANS,RQNK,2.4
FT DIX,HEKP,NEW YORK,RRHU,0.1
FT DIX,HEKP,NEW YORK PORT EMB,RRRK,0.1
FT DIX,HEKP,NEWPORT,RUAM,0.5
FT DIX,HEKP,NEWPORT T2,RUAQ,0.5
FT DIX,HEKP,NEWPORT NEWS,RULV,0.5
FT DIX,HEKP,NORFOLK,SBEA,0.5
FT DIX,HEKP,NORFOLK T2,SBEQ,0.5
FT DIX,HEKP,OAKLAND SEALAND T,SERU,5.5
FT DIX,HEKP,PORT EVERGLADES,TNVX,2.2
FT DIX,HEKP,PORT HUENEME NCBC,TNZY,5.3
FT DIX,HEKP,PORTLAND,TQKG,5.3
FT DIX,HEKP,SAN DIEGO,UTAC,5.2
FT DIX,HEKP,SAN PEDRO,UULX,5.3
FT DIX,HEKP,SAVANNAH,UZXJ,1.4
FT DIX,HEKP,SEATTLE,VFVN,5.2
FT DIX,HEKP,SOUTHPORT MILITAR,WMPT,1.0
FT DIX,HEKP,TACOMA,WPVT,5.2
FT DIX,HEKP,VANCOUVER,XUDT,5.3
FT DIX,HEKP,WILMINGTON,ZBES,0.9
FT DIX,HEKQ,BALTIMORE OUTPORT,AVBU,0.3
FT DIX,HEKQ,BEAUMONT T2,BBNQ,2.8
FT DIX,HEKQ,BEAUMONT,BBNV,2.8
FT DIX,HEKQ,CHARLESTON,DKSD,1.3
FT DIX,HEKQ,CONCORD,EGNN,5.5
FT DIX,HEKQ,CORPUS CHRISTI NA,ENCN,3.4
FT DIX,HEKQ,EARLE NWS,FQZF,0.0
FT DIX,HEKQ,FREEPORT,HAGC,3.0
FT DIX,HEKQ,GULFPORT,JTVH,2.3
FT DIX,HEKQ,HOUSTON,LCMT,3.0
FT DIX,HEKQ,INDIAN ISLAND,LKPE,5.3
FT DIX,HEKQ,JACKSONVILLE,LSGM,1.7
FT DIX,HEKQ,LONG BEACH,NPTU,5.3
FT DIX,HEKQ,LOS ANGELES,NSAN,5.3
FT DIX,HEKQ,MAYPORT NAVAL ST,PPSH,1.7
FT DIX,HEKQ,MC GUIRE FLD,PTFL,0.0
FT DIX,HEKQ,MIAMI,QCFF,2.2
FT DIX,HEKQ,MOREHEAD CITY,QTUP,0.8
FT DIX,HEKQ,NEW ORLEANS,RQNK,2.4
FT DIX,HEKQ,NEW YORK,RRHU,0.1
FT DIX,HEKQ,NEW YORK PORT EMB,RRRK,0.1
FT DIX,HEKQ,NEWPORT,RUAM,0.4
FT DIX,HEKQ,NEWPORT T2,RUAQ,0.4
FT DIX,HEKQ,NEWPORT NEWS,RULV,0.5
FT DIX,HEKQ,NORFOLK,SBEA,0.5
FT DIX,HEKQ,NORFOLK T2,SBEQ,0.5
FT DIX,HEKQ,OAKLAND SEALAND T,SERU,5.5
FT DIX,HEKQ,PORT EVERGLADES,TNVX,2.2
FT DIX,HEKQ,PORT HUENEME NCBC,TNZY,5.4
FT DIX,HEKQ,PORTLAND,TQKG,5.3
FT DIX,HEKQ,SAN DIEGO,UTAC,5.2
FT DIX,HEKQ,SAN PEDRO,UULX,5.3
FT DIX,HEKQ,SAVANNAH,UZXJ,1.4
FT DIX,HEKQ,SEATTLE,VFVN,5.2
FT DIX,HEKQ,SOUTHPORT MILITAR,WMPT,1.0
FT DIX,HEKQ,TACOMA,WPVT,5.2
FT DIX,HEKQ,VANCOUVER,XUDT,5.3
FT DIX,HEKQ,WILMINGTON,ZBES,1.0
FT DODGE,HEMP,BALTIMORE OUTPORT,AVBU,2.1
FT DODGE,HEMP,BEAUMONT T2,BBNQ,1.9
FT DODGE,HEMP,BEAUMONT,BBNV,1.9
FT DODGE,HEMP,CHARLESTON,DKSD,2.2
FT DODGE,HEMP,CONCORD,EGNN,3.3
FT DODGE,HEMP,CORPUS CHRISTI NA,ENCN,2.2
FT DODGE,HEMP,EARLE NWS,FQZF,2.2
FT DODGE,HEMP,FREEPORT,HAGC,2.0
FT DODGE,HEMP,GULFPORT,JTVH,1.9
FT DODGE,HEMP,HOUSTON,LCMT,1.9
FT DODGE,HEMP,INDIAN ISLAND,LKPE,3.1
FT DODGE,HEMP,JACKSONVILLE,LSGM,2.4
FT DODGE,HEMP,LONG BEACH,NPTU,3.1
FT DODGE,HEMP,LOS ANGELES,NSAN,3.1
FT DODGE,HEMP,MAYPORT NAVAL ST,PPSH,2.4
FT DODGE,HEMP,MIAMI,QCFF,3.0
FT DODGE,HEMP,MOREHEAD CITY,QTUP,2.4
FT DODGE,HEMP,NEW ORLEANS,RQNK,1.9
FT DODGE,HEMP,NEW YORK,RRHU,2.3
FT DODGE,HEMP,NEW YORK PORT EMB,RRRK,2.3
FT DODGE,HEMP,NEWPORT,RUAM,2.6
FT DODGE,HEMP,NEWPORT T2,RUAQ,2.6
FT DODGE,HEMP,NEWPORT NEWS,RULV,2.2
