Name,AcType,Day,Enabled,Description,EventPhase,MinimumUtilization,Penalty
STRATEGIC,B-747P,0,true,,,0,0.0
STRATEGIC,C-17,0,true,,,0,0.0
STRATEGIC,C-5A,0,true,,,0,0.0
STRATEGIC,CH47,0,true,,,0,0.0
STRATEGIC,KC-10,0,true,,,0,0.0
