Berth Group Utilization
GEOLOC<String>,COUNTRY STATE CODE<String>,PORT NAME<String>,BERTH GROUP<String>,Time<Day>,BERTH LENGTH<Ft>,MIN FEET USED<Ft>,MIN LENGTH USE<Percent>,AVG FEET USED<Ft>,AVG LENGTH USE<Percent>,MAX FEET USED<Ft>,MAX LENGTH USE<Percent>,MIN SHIPS ON<Ship>,AVG SHIPS ON<Ship>,MAX SHIPS ON<Ship>
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,123.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,124.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,125.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,126.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,127.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,128.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,129.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,130.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,131.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,132.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,133.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,134.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,135.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,136.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,137.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,138.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,139.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,140.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,141.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,142.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,143.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,144.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,145.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,146.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,147.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,148.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,149.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,150.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,151.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,152.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,153.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,154.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,155.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,156.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,157.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,158.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,159.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,160.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,161.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,162.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,163.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,164.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,165.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,166.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSD,45,CHARLESTON,Charleston-DKSD Terminal-19777,167.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
