Road Capacities
ID<>,Name<>,Capacity<STON>,Capacity Rate<Veh/Day>,Usage Rating<Float>
2558,I25 11746-2558,2000.0,0.0,0.0
244,I25 3246-244,2000.0,0.0,0.0
970,I25 3282-970,2000.0,0.0,0.0
1754,I25+ 11660-1754,2000.0,0.0,0.0
1540,I25+ 11664-1540,2000.0,0.0,0.0
4740,I25+ 11673-4740,2000.0,0.0,0.0
751,I25+ 11678-751,2000.0,0.0,0.0
4437,I25+ 11682-4437,2000.0,0.0,0.0
1424,I25+ 11684-1424,2000.0,0.0,0.0
2490,I25+ 11712-2490,2000.0,0.0,0.0
1074,I25+ 11713-1074,2000.0,0.0,0.0
2448,I25+ 11747-2448,2000.0,0.0,0.0
3114,I25+ 11761-3114,2000.0,0.0,0.0
1520,I25+ 11773-1520,2000.0,0.0,0.0
1538,I25+ 11800-1538,2000.0,0.0,0.0
2164,I25+ 11817-2164,2000.0,0.0,0.0
3823,I25+ 11818-3823,2000.0,0.0,0.0
5817,I25+ 11825-5817,2000.0,0.0,0.0
314,I25+ 11861-314,2000.0,0.0,0.0
1928,I25+ 11862-1928,2000.0,0.0,0.0
5761,I25+ 11888-5761,2000.0,0.0,0.0
835,I25+ 20442-835,2000.0,0.0,0.0
984,I25+ 3244-984,2000.0,0.0,0.0
595,I25+ 3250-595,2000.0,0.0,0.0
5749,I25+ 3256-5749,2000.0,0.0,0.0
4318,I25+ 3268-4318,2000.0,0.0,0.0
1202,I25+ 3326-1202,2000.0,0.0,0.0
1731,I25+ 3331-1731,2000.0,0.0,0.0
2297,I25+ 3396-2297,2000.0,0.0,0.0
3832,I25+ 3407-3832,2000.0,0.0,0.0
3478,I25+ 3456-3478,2000.0,0.0,0.0
209,I25+-209,2000.0,0.0,0.0
4445,I25-4445,2000.0,0.0,0.0
4173,I26  N+-4173,2000.0,0.0,0.0
6024,I26 15938-6024,2000.0,0.0,0.0
201,I26 15940-201,2000.0,0.0,0.0
1861,I26 15941-1861,2000.0,0.0,0.0
1028,I26 15944-1028,2000.0,0.0,0.0
1858,I26+ 10441-1858,2000.0,0.0,0.0
5818,I26+ 15720-5818,2000.0,0.0,0.0
5968,I26+ 15728-5968,2000.0,0.0,0.0
2008,I26+ 15776-2008,2000.0,0.0,0.0
3777,I26+ 15879-3777,2000.0,0.0,0.0
3691,I26+ 15913-3691,2000.0,0.0,0.0
2067,I26+ 15926-2067,2000.0,0.0,0.0
2591,I26+ 15945-2591,2000.0,0.0,0.0
4550,I26+-4550,2000.0,0.0,0.0
1810,I26-1810,2000.0,0.0,0.0
5028,I264 19042-5028,2000.0,0.0,0.0
271,I264+ 19027-271,2000.0,0.0,0.0
708,I264+ 19029-708,2000.0,0.0,0.0
1127,I264+ 19032-1127,2000.0,0.0,0.0
2269,I264+ 19041-2269,2000.0,0.0,0.0
5662,I264+ 19056-5662,2000.0,0.0,0.0
4789,I27 16646-4789,2000.0,0.0,0.0
898,I27+ 16647-898,2000.0,0.0,0.0
1897,I27+ 16658-1897,2000.0,0.0,0.0
5252,I27+ 16696-5252,2000.0,0.0,0.0
2580,I27+ 16697-2580,2000.0,0.0,0.0
1490,I27+ 16769-1490,2000.0,0.0,0.0
4891,I27+ 16778-4891,2000.0,0.0,0.0
4066,I27+ 16783-4066,2000.0,0.0,0.0
3229,I27+-3229,2000.0,0.0,0.0
5765,I270 8244-5765,2000.0,0.0,0.0
4673,I270 9468-4673,2000.0,0.0,0.0
79,I270+ 6121-79,2000.0,0.0,0.0
5233,I270+ 8270-5233,2000.0,0.0,0.0
2283,I270+ 8318-2283,2000.0,0.0,0.0
382,I270+ 9450-382,2000.0,0.0,0.0
4593,I270+ 9466-4593,2000.0,0.0,0.0
3318,I270+-3318,2000.0,0.0,0.0
3747,I270-3747,2000.0,0.0,0.0
1796,I276+ 14863-1796,2000.0,0.0,0.0
2952,I276+ 14867-2952,2000.0,0.0,0.0
2397,I276+ 14894-2397,2000.0,0.0,0.0
5215,I276+ 14904-5215,2000.0,0.0,0.0
507,I276+ 14914-507,2000.0,0.0,0.0
3870,I276+ 14921-3870,2000.0,0.0,0.0
938,I276+-938,2000.0,0.0,0.0
2639,I277 10867-2639,2000.0,0.0,0.0
3721,I277+-3721,2000.0,0.0,0.0
732,I285 4516-732,2000.0,0.0,0.0
1295,I285+ 4534-1295,2000.0,0.0,0.0
6011,I285+ 4539-6011,2000.0,0.0,0.0
5537,I29 9310-5537,2000.0,0.0,0.0
6121,I29 9351-6121,2000.0,0.0,0.0
2798,I29+ 5349-2798,2000.0,0.0,0.0
550,I29+ 5369-550,2000.0,0.0,0.0
437,I29+ 9268-437,2000.0,0.0,0.0
2452,I29+ 9277-2452,2000.0,0.0,0.0
1659,I29+ 9302-1659,2000.0,0.0,0.0
223,I29+ 9307-223,2000.0,0.0,0.0
4747,I29+ 9319-4747,2000.0,0.0,0.0
2310,I29+ 9331-2310,2000.0,0.0,0.0
4809,I29+ 9342-4809,2000.0,0.0,0.0
2918,I290 7800-2918,2000.0,0.0,0.0
1678,I290 7813-1678,2000.0,0.0,0.0
3677,I290+ 7796-3677,2000.0,0.0,0.0
1601,I290+ 7808-1601,2000.0,0.0,0.0
530,I290+ 7847-530,2000.0,0.0,0.0
2258,I290-2258,2000.0,0.0,0.0
3589,I294 5598-3589,2000.0,0.0,0.0
1991,I294 5612-1991,2000.0,0.0,0.0
4587,I294+ 5578-4587,2000.0,0.0,0.0
1920,I294+ 5607-1920,2000.0,0.0,0.0
5087,I294+ 5618-5087,2000.0,0.0,0.0
1860,I294+ 5652-1860,2000.0,0.0,0.0
4924,I294+ 5666-4924,2000.0,0.0,0.0
