Rail Use
Time<Day>,Asset Pool<String>,Capacity<Float>,InUse<Float>,Available<Float>,Utilization<Percent>
141.0,one,720.0,0.0,720.0,0.0
142.0,one,720.0,0.0,720.0,0.0
143.0,one,720.0,0.0,720.0,0.0
144.0,one,720.0,0.0,720.0,0.0
145.0,one,720.0,0.0,720.0,0.0
146.0,one,720.0,0.0,720.0,0.0
147.0,one,720.0,0.0,720.0,0.0
148.0,one,720.0,0.0,720.0,0.0
149.0,one,720.0,0.0,720.0,0.0
150.0,one,720.0,0.0,720.0,0.0
151.0,one,720.0,0.0,720.0,0.0
152.0,one,720.0,0.0,720.0,0.0
153.0,one,720.0,0.0,720.0,0.0
154.0,one,720.0,0.0,720.0,0.0
155.0,one,720.0,0.0,720.0,0.0
156.0,one,720.0,0.0,720.0,0.0
157.0,one,720.0,0.0,720.0,0.0
158.0,one,720.0,0.0,720.0,0.0
159.0,one,720.0,0.0,720.0,0.0
160.0,one,720.0,0.0,720.0,0.0
161.0,one,720.0,0.0,720.0,0.0
162.0,one,720.0,0.0,720.0,0.0
163.0,one,720.0,0.0,720.0,0.0
164.0,one,720.0,0.0,720.0,0.0
165.0,one,720.0,0.0,720.0,0.0
166.0,one,720.0,0.0,720.0,0.0
167.0,one,720.0,0.0,720.0,0.0
168.0,one,720.0,0.0,720.0,0.0
169.0,one,720.0,0.0,720.0,0.0
170.0,one,720.0,0.0,720.0,0.0
171.0,one,720.0,0.0,720.0,0.0
172.0,one,720.0,0.0,720.0,0.0
173.0,one,720.0,0.0,720.0,0.0
174.0,one,720.0,0.0,720.0,0.0
175.0,one,720.0,0.0,720.0,0.0
176.0,one,720.0,0.0,720.0,0.0
177.0,one,720.0,0.0,720.0,0.0
178.0,one,720.0,0.0,720.0,0.0
179.0,one,720.0,0.0,720.0,0.0
180.0,one,720.0,0.0,720.0,0.0
0.0,five,133.0,0.0,133.0,0.0
1.0,five,133.0,0.0,133.0,0.0
2.0,five,133.0,0.0,133.0,0.0
3.0,five,133.0,0.0,133.0,0.0
4.0,five,133.0,0.0,133.0,0.0
5.0,five,133.0,0.0,133.0,0.0
6.0,five,133.0,0.0,133.0,0.0
7.0,five,133.0,0.0,133.0,0.0
8.0,five,133.0,0.0,133.0,0.0
9.0,five,133.0,104.0,29.0,0.7819549
10.0,five,133.0,110.0,23.0,0.8270677
11.0,five,133.0,110.0,23.0,0.8270677
12.0,five,133.0,110.0,23.0,0.8270677
13.0,five,133.0,110.0,23.0,0.8270677
14.0,five,133.0,110.0,23.0,0.8270677
15.0,five,133.0,31.0,102.0,0.23308271
16.0,five,133.0,31.0,102.0,0.23308271
17.0,five,133.0,31.0,102.0,0.23308271
18.0,five,133.0,31.0,102.0,0.23308271
19.0,five,133.0,31.0,102.0,0.23308271
