Vehicle Backlog
ASSET POOL<String>,VEHICLE TYPE<String>,Time<Day>,Vehicle Backlog<Integer>
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,28,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,29,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,30,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,31,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,32,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,33,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,34,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,35,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,36,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,37,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,38,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,39,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,40,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,41,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,42,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,43,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,44,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,45,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,46,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,47,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,48,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,49,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,50,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,51,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,52,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,53,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,54,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,55,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,56,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,57,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,58,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,59,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,60,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,61,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,62,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,63,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,64,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,65,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,66,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,67,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,68,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,69,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,70,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,71,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,72,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,73,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,74,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,75,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,76,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,77,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,78,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,79,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,80,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,81,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,82,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,83,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,84,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,85,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,86,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,87,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,88,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,89,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,90,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,91,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,92,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,93,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,94,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,95,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,96,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,97,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,98,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,99,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,100,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,101,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,102,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,103,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,104,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,105,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,106,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,107,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,108,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,109,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,110,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,111,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,112,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,113,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,114,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,115,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,116,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,117,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,118,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,119,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,120,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,121,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,122,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,123,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,124,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,125,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,126,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,127,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,128,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,129,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,130,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,131,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,132,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,133,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,134,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,135,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,136,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,137,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,138,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,139,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,140,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,141,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,142,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,143,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,144,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,145,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,146,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,147,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,148,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,149,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,150,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,151,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,152,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,153,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,154,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,155,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,156,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,157,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,158,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,159,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,160,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,161,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,162,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,163,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,164,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,165,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,166,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,167,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,168,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,169,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,170,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,171,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,172,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,173,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,174,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,175,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,176,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,177,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,178,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,179,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,180,0
eleven,Commercial 10-Ton Tractor/Commercial Semitrailer,181,0
eleven,68FLAT,0,0
eleven,68FLAT,1,0
eleven,68FLAT,2,0
eleven,68FLAT,3,0
eleven,68FLAT,4,0
eleven,68FLAT,5,2
eleven,68FLAT,6,0
eleven,68FLAT,7,0
eleven,68FLAT,8,0
eleven,68FLAT,9,578
eleven,68FLAT,10,662
eleven,68FLAT,11,602
eleven,68FLAT,12,477
eleven,68FLAT,13,724
eleven,68FLAT,14,660
eleven,68FLAT,15,195
eleven,68FLAT,16,270
eleven,68FLAT,17,633
eleven,68FLAT,18,692
eleven,68FLAT,19,419
eleven,68FLAT,20,505
eleven,68FLAT,21,769
eleven,68FLAT,22,931
eleven,68FLAT,23,919
eleven,68FLAT,24,713
eleven,68FLAT,25,91
eleven,68FLAT,26,458
eleven,68FLAT,27,128
eleven,68FLAT,28,86
eleven,68FLAT,29,52
eleven,68FLAT,30,16
eleven,68FLAT,31,0
eleven,68FLAT,32,0
eleven,68FLAT,33,0
eleven,68FLAT,34,0
eleven,68FLAT,35,0
eleven,68FLAT,36,0
eleven,68FLAT,37,0
eleven,68FLAT,38,0
eleven,68FLAT,39,0
eleven,68FLAT,40,0
eleven,68FLAT,41,0
eleven,68FLAT,42,0
eleven,68FLAT,43,0
eleven,68FLAT,44,0
eleven,68FLAT,45,0
eleven,68FLAT,46,0
eleven,68FLAT,47,0
eleven,68FLAT,48,0
eleven,68FLAT,49,0
eleven,68FLAT,50,0
eleven,68FLAT,51,0
eleven,68FLAT,52,0
eleven,68FLAT,53,0
eleven,68FLAT,54,0
eleven,68FLAT,55,0
eleven,68FLAT,56,0
eleven,68FLAT,57,0
eleven,68FLAT,58,0
eleven,68FLAT,59,0
eleven,68FLAT,60,0
eleven,68FLAT,61,0
eleven,68FLAT,62,0
eleven,68FLAT,63,0
eleven,68FLAT,64,0
eleven,68FLAT,65,0
eleven,68FLAT,66,0
eleven,68FLAT,67,0
eleven,68FLAT,68,0
eleven,68FLAT,69,0
eleven,68FLAT,70,0
eleven,68FLAT,71,0
eleven,68FLAT,72,0
eleven,68FLAT,73,0
eleven,68FLAT,74,0
eleven,68FLAT,75,0
eleven,68FLAT,76,0
eleven,68FLAT,77,0
eleven,68FLAT,78,0
eleven,68FLAT,79,0
eleven,68FLAT,80,0
eleven,68FLAT,81,0
eleven,68FLAT,82,0
eleven,68FLAT,83,0
eleven,68FLAT,84,0
eleven,68FLAT,85,0
eleven,68FLAT,86,0
eleven,68FLAT,87,0
eleven,68FLAT,88,0
eleven,68FLAT,89,0
eleven,68FLAT,90,0
eleven,68FLAT,91,0
eleven,68FLAT,92,0
eleven,68FLAT,93,0
eleven,68FLAT,94,0
eleven,68FLAT,95,0
eleven,68FLAT,96,0
eleven,68FLAT,97,0
eleven,68FLAT,98,0
eleven,68FLAT,99,0
eleven,68FLAT,100,0
eleven,68FLAT,101,0
eleven,68FLAT,102,0
eleven,68FLAT,103,0
eleven,68FLAT,104,0
eleven,68FLAT,105,0
eleven,68FLAT,106,0
eleven,68FLAT,107,0
eleven,68FLAT,108,0
eleven,68FLAT,109,0
eleven,68FLAT,110,0
eleven,68FLAT,111,0
eleven,68FLAT,112,0
eleven,68FLAT,113,0
eleven,68FLAT,114,0
eleven,68FLAT,115,0
eleven,68FLAT,116,0
eleven,68FLAT,117,0
eleven,68FLAT,118,0
eleven,68FLAT,119,0
eleven,68FLAT,120,0
eleven,68FLAT,121,0
eleven,68FLAT,122,0
eleven,68FLAT,123,0
eleven,68FLAT,124,0
eleven,68FLAT,125,0
eleven,68FLAT,126,0
eleven,68FLAT,127,0
eleven,68FLAT,128,0
eleven,68FLAT,129,0
eleven,68FLAT,130,0
eleven,68FLAT,131,0
eleven,68FLAT,132,0
eleven,68FLAT,133,0
eleven,68FLAT,134,0
eleven,68FLAT,135,0
eleven,68FLAT,136,0
eleven,68FLAT,137,0
eleven,68FLAT,138,0
eleven,68FLAT,139,0
eleven,68FLAT,140,0
eleven,68FLAT,141,0
eleven,68FLAT,142,0
eleven,68FLAT,143,0
eleven,68FLAT,144,0
eleven,68FLAT,145,0
eleven,68FLAT,146,0
eleven,68FLAT,147,0
eleven,68FLAT,148,0
eleven,68FLAT,149,0
eleven,68FLAT,150,0
eleven,68FLAT,151,0
eleven,68FLAT,152,0
eleven,68FLAT,153,0
eleven,68FLAT,154,0
eleven,68FLAT,155,0
eleven,68FLAT,156,0
eleven,68FLAT,157,0
eleven,68FLAT,158,0
eleven,68FLAT,159,0
eleven,68FLAT,160,0
eleven,68FLAT,161,0
eleven,68FLAT,162,0
eleven,68FLAT,163,0
eleven,68FLAT,164,0
eleven,68FLAT,165,0
eleven,68FLAT,166,0
eleven,68FLAT,167,0
eleven,68FLAT,168,0
eleven,68FLAT,169,0
eleven,68FLAT,170,0
eleven,68FLAT,171,0
eleven,68FLAT,172,0
eleven,68FLAT,173,0
eleven,68FLAT,174,0
eleven,68FLAT,175,0
eleven,68FLAT,176,0
eleven,68FLAT,177,0
eleven,68FLAT,178,0
eleven,68FLAT,179,0
eleven,68FLAT,180,0
eleven,68FLAT,181,0
two,Commercial Bus 45-pax,0,0
two,Commercial Bus 45-pax,1,0
two,Commercial Bus 45-pax,2,0
two,Commercial Bus 45-pax,3,0
two,Commercial Bus 45-pax,4,0
two,Commercial Bus 45-pax,5,1
two,Commercial Bus 45-pax,6,1
two,Commercial Bus 45-pax,7,0
two,Commercial Bus 45-pax,8,0
two,Commercial Bus 45-pax,9,0
two,Commercial Bus 45-pax,10,0
two,Commercial Bus 45-pax,11,8
two,Commercial Bus 45-pax,12,8
two,Commercial Bus 45-pax,13,8
two,Commercial Bus 45-pax,14,0
two,Commercial Bus 45-pax,15,0
two,Commercial Bus 45-pax,16,0
two,Commercial Bus 45-pax,17,0
two,Commercial Bus 45-pax,18,0
two,Commercial Bus 45-pax,19,0
two,Commercial Bus 45-pax,20,5
two,Commercial Bus 45-pax,21,8
two,Commercial Bus 45-pax,22,5
two,Commercial Bus 45-pax,23,0
two,Commercial Bus 45-pax,24,8
two,Commercial Bus 45-pax,25,8
two,Commercial Bus 45-pax,26,7
two,Commercial Bus 45-pax,27,0
two,Commercial Bus 45-pax,28,0
two,Commercial Bus 45-pax,29,0
two,Commercial Bus 45-pax,30,0
two,Commercial Bus 45-pax,31,9
two,Commercial Bus 45-pax,32,8
two,Commercial Bus 45-pax,33,0
two,Commercial Bus 45-pax,34,26
two,Commercial Bus 45-pax,35,0
two,Commercial Bus 45-pax,36,0
two,Commercial Bus 45-pax,37,0
two,Commercial Bus 45-pax,38,0
two,Commercial Bus 45-pax,39,0
two,Commercial Bus 45-pax,40,0
two,Commercial Bus 45-pax,41,0
two,Commercial Bus 45-pax,42,0
two,Commercial Bus 45-pax,43,0
two,Commercial Bus 45-pax,44,0
two,Commercial Bus 45-pax,45,0
two,Commercial Bus 45-pax,46,0
two,Commercial Bus 45-pax,47,0
two,Commercial Bus 45-pax,48,0
two,Commercial Bus 45-pax,49,0
two,Commercial Bus 45-pax,50,0
two,Commercial Bus 45-pax,51,0
two,Commercial Bus 45-pax,52,0
two,Commercial Bus 45-pax,53,0
two,Commercial Bus 45-pax,54,0
two,Commercial Bus 45-pax,55,0
two,Commercial Bus 45-pax,56,0
two,Commercial Bus 45-pax,57,0
two,Commercial Bus 45-pax,58,0
two,Commercial Bus 45-pax,59,0
two,Commercial Bus 45-pax,60,0
two,Commercial Bus 45-pax,61,0
two,Commercial Bus 45-pax,62,0
two,Commercial Bus 45-pax,63,0
two,Commercial Bus 45-pax,64,0
two,Commercial Bus 45-pax,65,0
two,Commercial Bus 45-pax,66,0
two,Commercial Bus 45-pax,67,0
two,Commercial Bus 45-pax,68,0
two,Commercial Bus 45-pax,69,0
two,Commercial Bus 45-pax,70,0
two,Commercial Bus 45-pax,71,0
two,Commercial Bus 45-pax,72,0
two,Commercial Bus 45-pax,73,0
two,Commercial Bus 45-pax,74,0
two,Commercial Bus 45-pax,75,0
two,Commercial Bus 45-pax,76,0
two,Commercial Bus 45-pax,77,0
two,Commercial Bus 45-pax,78,0
two,Commercial Bus 45-pax,79,0
two,Commercial Bus 45-pax,80,0
two,Commercial Bus 45-pax,81,0
two,Commercial Bus 45-pax,82,0
two,Commercial Bus 45-pax,83,0
two,Commercial Bus 45-pax,84,0
two,Commercial Bus 45-pax,85,0
two,Commercial Bus 45-pax,86,0
two,Commercial Bus 45-pax,87,0
two,Commercial Bus 45-pax,88,0
two,Commercial Bus 45-pax,89,0
two,Commercial Bus 45-pax,90,0
two,Commercial Bus 45-pax,91,0
two,Commercial Bus 45-pax,92,0
two,Commercial Bus 45-pax,93,0
two,Commercial Bus 45-pax,94,0
two,Commercial Bus 45-pax,95,0
two,Commercial Bus 45-pax,96,0
two,Commercial Bus 45-pax,97,0
two,Commercial Bus 45-pax,98,0
two,Commercial Bus 45-pax,99,0
two,Commercial Bus 45-pax,100,0
two,Commercial Bus 45-pax,101,0
two,Commercial Bus 45-pax,102,0
two,Commercial Bus 45-pax,103,0
two,Commercial Bus 45-pax,104,0
two,Commercial Bus 45-pax,105,0
two,Commercial Bus 45-pax,106,0
two,Commercial Bus 45-pax,107,0
two,Commercial Bus 45-pax,108,0
two,Commercial Bus 45-pax,109,0
two,Commercial Bus 45-pax,110,0
two,Commercial Bus 45-pax,111,0
two,Commercial Bus 45-pax,112,0
two,Commercial Bus 45-pax,113,0
two,Commercial Bus 45-pax,114,0
two,Commercial Bus 45-pax,115,0
two,Commercial Bus 45-pax,116,0
two,Commercial Bus 45-pax,117,0
two,Commercial Bus 45-pax,118,0
two,Commercial Bus 45-pax,119,0
two,Commercial Bus 45-pax,120,0
two,Commercial Bus 45-pax,121,0
two,Commercial Bus 45-pax,122,0
two,Commercial Bus 45-pax,123,0
two,Commercial Bus 45-pax,124,0
two,Commercial Bus 45-pax,125,0
two,Commercial Bus 45-pax,126,0
two,Commercial Bus 45-pax,127,0
two,Commercial Bus 45-pax,128,0
two,Commercial Bus 45-pax,129,0
two,Commercial Bus 45-pax,130,0
two,Commercial Bus 45-pax,131,0
two,Commercial Bus 45-pax,132,0
two,Commercial Bus 45-pax,133,0
two,Commercial Bus 45-pax,134,0
two,Commercial Bus 45-pax,135,0
two,Commercial Bus 45-pax,136,0
two,Commercial Bus 45-pax,137,0
two,Commercial Bus 45-pax,138,0
two,Commercial Bus 45-pax,139,0
two,Commercial Bus 45-pax,140,0
two,Commercial Bus 45-pax,141,0
two,Commercial Bus 45-pax,142,0
two,Commercial Bus 45-pax,143,0
two,Commercial Bus 45-pax,144,0
two,Commercial Bus 45-pax,145,0
two,Commercial Bus 45-pax,146,0
two,Commercial Bus 45-pax,147,0
two,Commercial Bus 45-pax,148,0
two,Commercial Bus 45-pax,149,0
two,Commercial Bus 45-pax,150,0
two,Commercial Bus 45-pax,151,0
two,Commercial Bus 45-pax,152,0
two,Commercial Bus 45-pax,153,0
two,Commercial Bus 45-pax,154,0
two,Commercial Bus 45-pax,155,0
two,Commercial Bus 45-pax,156,0
two,Commercial Bus 45-pax,157,0
two,Commercial Bus 45-pax,158,0
two,Commercial Bus 45-pax,159,0
two,Commercial Bus 45-pax,160,0
two,Commercial Bus 45-pax,161,0
two,Commercial Bus 45-pax,162,0
two,Commercial Bus 45-pax,163,0
two,Commercial Bus 45-pax,164,0
two,Commercial Bus 45-pax,165,0
two,Commercial Bus 45-pax,166,0
two,Commercial Bus 45-pax,167,0
two,Commercial Bus 45-pax,168,0
two,Commercial Bus 45-pax,169,0
two,Commercial Bus 45-pax,170,0
two,Commercial Bus 45-pax,171,0
two,Commercial Bus 45-pax,172,0
two,Commercial Bus 45-pax,173,0
two,Commercial Bus 45-pax,174,0
two,Commercial Bus 45-pax,175,0
two,Commercial Bus 45-pax,176,0
two,Commercial Bus 45-pax,177,0
two,Commercial Bus 45-pax,178,0
two,Commercial Bus 45-pax,179,0
two,Commercial Bus 45-pax,180,0
two,Commercial Bus 45-pax,181,0
one,commercial medium railcar,0,0
one,commercial medium railcar,1,0
one,commercial medium railcar,2,0
one,commercial medium railcar,3,0
one,commercial medium railcar,4,0
one,commercial medium railcar,5,0
one,commercial medium railcar,6,0
one,commercial medium railcar,7,0
one,commercial medium railcar,8,0
one,commercial medium railcar,9,1030
one,commercial medium railcar,10,845
one,commercial medium railcar,11,786
one,commercial medium railcar,12,687
one,commercial medium railcar,13,674
one,commercial medium railcar,14,648
one,commercial medium railcar,15,660
one,commercial medium railcar,16,850
one,commercial medium railcar,17,839
one,commercial medium railcar,18,897
one,commercial medium railcar,19,810
one,commercial medium railcar,20,762
one,commercial medium railcar,21,660
one,commercial medium railcar,22,660
one,commercial medium railcar,23,587
one,commercial medium railcar,24,485
one,commercial medium railcar,25,439
one,commercial medium railcar,26,369
one,commercial medium railcar,27,261
one,commercial medium railcar,28,224
one,commercial medium railcar,29,132
one,commercial medium railcar,30,91
one,commercial medium railcar,31,22
one,commercial medium railcar,32,3
one,commercial medium railcar,33,3
one,commercial medium railcar,34,0
one,commercial medium railcar,35,0
one,commercial medium railcar,36,0
one,commercial medium railcar,37,0
one,commercial medium railcar,38,0
one,commercial medium railcar,39,0
one,commercial medium railcar,40,0
one,commercial medium railcar,41,0
one,commercial medium railcar,42,0
one,commercial medium railcar,43,0
one,commercial medium railcar,44,0
one,commercial medium railcar,45,0
one,commercial medium railcar,46,0
one,commercial medium railcar,47,0
one,commercial medium railcar,48,0
one,commercial medium railcar,49,0
one,commercial medium railcar,50,0
one,commercial medium railcar,51,0
one,commercial medium railcar,52,0
one,commercial medium railcar,53,0
one,commercial medium railcar,54,0
one,commercial medium railcar,55,0
one,commercial medium railcar,56,0
one,commercial medium railcar,57,0
one,commercial medium railcar,58,0
one,commercial medium railcar,59,0
one,commercial medium railcar,60,0
one,commercial medium railcar,61,0
one,commercial medium railcar,62,0
one,commercial medium railcar,63,0
one,commercial medium railcar,64,0
one,commercial medium railcar,65,0
one,commercial medium railcar,66,0
one,commercial medium railcar,67,0
one,commercial medium railcar,68,0
one,commercial medium railcar,69,0
one,commercial medium railcar,70,0
one,commercial medium railcar,71,0
one,commercial medium railcar,72,0
one,commercial medium railcar,73,0
one,commercial medium railcar,74,0
one,commercial medium railcar,75,0
one,commercial medium railcar,76,0
one,commercial medium railcar,77,0
one,commercial medium railcar,78,0
one,commercial medium railcar,79,0
one,commercial medium railcar,80,0
one,commercial medium railcar,81,0
one,commercial medium railcar,82,0
one,commercial medium railcar,83,0
one,commercial medium railcar,84,0
one,commercial medium railcar,85,0
one,commercial medium railcar,86,0
one,commercial medium railcar,87,0
one,commercial medium railcar,88,0
one,commercial medium railcar,89,0
one,commercial medium railcar,90,0
one,commercial medium railcar,91,0
one,commercial medium railcar,92,0
one,commercial medium railcar,93,0
one,commercial medium railcar,94,0
one,commercial medium railcar,95,0
one,commercial medium railcar,96,0
one,commercial medium railcar,97,0
one,commercial medium railcar,98,0
one,commercial medium railcar,99,0
one,commercial medium railcar,100,0
one,commercial medium railcar,101,0
one,commercial medium railcar,102,0
one,commercial medium railcar,103,0
one,commercial medium railcar,104,0
one,commercial medium railcar,105,0
one,commercial medium railcar,106,0
one,commercial medium railcar,107,0
one,commercial medium railcar,108,0
one,commercial medium railcar,109,0
one,commercial medium railcar,110,0
one,commercial medium railcar,111,0
one,commercial medium railcar,112,0
one,commercial medium railcar,113,0
one,commercial medium railcar,114,0
one,commercial medium railcar,115,0
one,commercial medium railcar,116,0
one,commercial medium railcar,117,0
one,commercial medium railcar,118,0
one,commercial medium railcar,119,0
one,commercial medium railcar,120,0
one,commercial medium railcar,121,0
one,commercial medium railcar,122,0
one,commercial medium railcar,123,0
one,commercial medium railcar,124,0
one,commercial medium railcar,125,0
one,commercial medium railcar,126,0
one,commercial medium railcar,127,0
one,commercial medium railcar,128,0
one,commercial medium railcar,129,0
one,commercial medium railcar,130,0
one,commercial medium railcar,131,0
one,commercial medium railcar,132,0
one,commercial medium railcar,133,0
one,commercial medium railcar,134,0
one,commercial medium railcar,135,0
one,commercial medium railcar,136,0
one,commercial medium railcar,137,0
one,commercial medium railcar,138,0
one,commercial medium railcar,139,0
one,commercial medium railcar,140,0
one,commercial medium railcar,141,0
one,commercial medium railcar,142,0
one,commercial medium railcar,143,0
one,commercial medium railcar,144,0
one,commercial medium railcar,145,0
one,commercial medium railcar,146,0
one,commercial medium railcar,147,0
one,commercial medium railcar,148,0
one,commercial medium railcar,149,0
one,commercial medium railcar,150,0
one,commercial medium railcar,151,0
one,commercial medium railcar,152,0
one,commercial medium railcar,153,0
one,commercial medium railcar,154,0
one,commercial medium railcar,155,0
one,commercial medium railcar,156,0
one,commercial medium railcar,157,0
one,commercial medium railcar,158,0
one,commercial medium railcar,159,0
one,commercial medium railcar,160,0
one,commercial medium railcar,161,0
one,commercial medium railcar,162,0
one,commercial medium railcar,163,0
one,commercial medium railcar,164,0
one,commercial medium railcar,165,0
one,commercial medium railcar,166,0
one,commercial medium railcar,167,0
one,commercial medium railcar,168,0
one,commercial medium railcar,169,0
one,commercial medium railcar,170,0
one,commercial medium railcar,171,0
one,commercial medium railcar,172,0
one,commercial medium railcar,173,0
one,commercial medium railcar,174,0
one,commercial medium railcar,175,0
one,commercial medium railcar,176,0
one,commercial medium railcar,177,0
one,commercial medium railcar,178,0
one,commercial medium railcar,179,0
