KEY,SHAPE_ROW,CountryState,CountryStateCode,Length,LineStyle,LineWidth,LineColor,RoadRate,RoadRateOfMarch,One-way,CivilianTraffic,AvailableMilitary,type,From,To,RoadClass,MSR,DisplayName,Modified,WeightLimit,WidthLimit,HeightLimit,MLCLimit
I264+ 19056-5662,5662,51,51,,,,,,,,,,,intersection 1851,intersection 3038,,,,,,,,
I264+ 7028-1463,1463,21,21,,,,,,,,,,,intersection 2066,intersection 651,,,,,,,,
I264+ 7054-5172,5172,21,21,,,,,,,,,,,intersection 1445,intersection 224,,,,,,,,
I264+-1275,1275,21,21,,,,,,,,,,,intersection 761,intersection 1847,,,,,,,,
I264-3726,3726,21,21,,,,,,,,,,,intersection 761,intersection 1445,,,,,,,,
I265 16228-5694,5694,47,47,,,,,,,,,,,intersection 2835,intersection 2595,,,,,,,,
I265 16234-2066,2066,47,47,,,,,,,,,,,intersection 2594,intersection 2595,,,,,,,,
I265 7058-3384,3384,21,21,,,,,,,,,,,intersection 640,intersection 2190,,,,,,,,
I265+ 7010-1581,1581,21,21,,,,,,,,,,,intersection 2190,intersection 731,,,,,,,,
I265+ 7095-381,381,21,21,,,,,,,,,,,intersection 640,intersection 641,,,,,,,,
I265+-3741,3741,18,18,,,,,,,,,,,intersection 3203,intersection 2567,,,,,,,,
I265-2033,2033,18,18,,,,,,,,,,,intersection 2566,intersection 2567,,,,,,,,
I27 16646-4789,4789,48,48,,,,,,,,,,,intersection 3343,intersection 1386,,,,,,,,
I27+ 16647-898,898,48,48,,,,,,,,,,,intersection 1385,intersection 1386,,,,,,,,
I27+ 16658-1897,1897,48,48,,,,,,,,,,,intersection 2469,intersection 1385,,,,,,,,
I27+ 16696-5252,5252,48,48,,,,,,,,,,,intersection 2469,intersection 2980,,,,,,,,
I27+ 16697-2580,2580,48,48,,,,,,,,,,,intersection 938,intersection 2980,,,,,,,,
I27+ 16769-1490,1490,48,48,,,,,,,,,,,intersection 2092,intersection 938,,,,,,,,
I27+ 16778-4891,4891,48,48,,,,,,,,,,,intersection 1295,intersection 2092,,,,,,,,
I27+ 16783-4066,4066,48,48,,,,,,,,,,,intersection 2496,intersection 1295,,,,,,,,
I27+ 16789-1936,1936,48,48,,,,,,,,,,,intersection 2495,intersection 2496,,,,,,,,
I27+-3229,3229,48,48,,,,,,,,,,,intersection 3343,intersection 627,,,,,,,,
I27-374,374,48,48,,,,,,,,,,,intersection 627,intersection 628,,,,,,,,
I270 13375-5217,5217,39,39,,,,,,,,,,,intersection 1224,intersection 1923,,,,,,,,
I270 13392-3249,3249,39,39,,,,,,,,,,,intersection 2986,intersection 1224,,,,,,,,
I270 8093-5571,5571,24,24,,,,,,,,,,,intersection 1781,intersection 2762,,,,,,,,
I270 8244-5765,5765,24,24,,,,,,,,,,,intersection 2763,intersection 3082,,,,,,,,
I270 9468-4673,4673,29,29,,,,,,,,,,,intersection 2628,intersection 3789,,,,,,,,
I270+ 13341-1339,1339,39,39,,,,,,,,,,,intersection 1923,intersection 1924,,,,,,,,
I270+ 13342-2546,2546,39,39,,,,,,,,,,,intersection 1924,intersection 1156,,,,,,,,
I270+ 13346-738,738,39,39,,,,,,,,,,,intersection 1155,intersection 1156,,,,,,,,
I270+ 13423-6150,6150,39,39,,,,,,,,,,,intersection 3266,intersection 2986,,,,,,,,
I270+ 13428-4322,4322,39,39,,,,,,,,,,,intersection 11,intersection 1155,,,,,,,,
I270+ 13472-1090,1090,39,39,,,,,,,,,,,intersection 1622,intersection 11,,,,,,,,
I270+ 13473-3059,3059,39,39,,,,,,,,,,,intersection 3266,intersection 1622,,,,,,,,
I270+ 6121-79,79,17,17,,,,,,,,,,,intersection 139,intersection 140,,,,,,,,
I270+ 8270-5233,5233,24,24,,,,,,,,,,,intersection 3082,intersection 1291,,,,,,,,
I270+ 8318-2283,2283,24,24,,,,,,,,,,,intersection 2762,intersection 2763,,,,,,,,
I270+ 9450-382,382,17,17,,,,,,,,,,,intersection 140,intersection 642,,,,,,,,
I270+ 9466-4593,4593,29,29,,,,,,,,,,,intersection 642,intersection 3789,,,,,,,,
I270+ 9485-5405,5405,29,29,,,,,,,,,,,intersection 3233,intersection 2628,,,,,,,,
I270+ 9522-4775,4775,29,29,,,,,,,,,,,intersection 2075,intersection 3233,,,,,,,,
I270+ 9558-2105,2105,29,29,,,,,,,,,,,intersection 2630,intersection 2075,,,,,,,,
I270+-3318,3318,08,08,,,,,,,,,,,intersection 2296,intersection 3385,,,,,,,,
I270-3747,3747,24,24,,,,,,,,,,,intersection 3531,intersection 2762,,,,,,,,
I271 13123-1425,1425,39,39,,,,,,,,,,,intersection 2027,intersection 1771,,,,,,,,
I271 13205-5321,5321,39,39,,,,,,,,,,,intersection 3855,intersection 3656,,,,,,,,
I271 13211-4378,4378,39,39,,,,,,,,,,,intersection 3656,intersection 2327,,,,,,,,
I271+ 13113-5085,5085,39,39,,,,,,,,,,,intersection 2027,intersection 3871,,,,,,,,
I271+ 13140-1210,1210,39,39,,,,,,,,,,,intersection 271,intersection 1771,,,,,,,,
I271+ 13154-3102,3102,39,39,,,,,,,,,,,intersection 3166,intersection 271,,,,,,,,
I271+ 13190-4981,4981,39,39,,,,,,,,,,,intersection 3855,intersection 3166,,,,,,,,
I271+ 13223-1728,1728,39,39,,,,,,,,,,,intersection 2327,intersection 2328,,,,,,,,
I271+-5374,5374,39,39,,,,,,,,,,,intersection 3900,intersection 1750,,,,,,,,
I271-5473,5473,39,39,,,,,,,,,,,intersection 3900,intersection 3871,,,,,,,,
I275 13596-2028,2028,39,39,,,,,,,,,,,intersection 253,intersection 2560,,,,,,,,
I275 13634-2759,2759,39,39,,,,,,,,,,,intersection 2486,intersection 787,,,,,,,,
I275 4092-4029,4029,12,12,,,,,,,,,,,intersection 3644,intersection 3645,,,,,,,,
I275 4123-3492,3492,12,12,,,,,,,,,,,intersection 3461,intersection 1941,,,,,,,,
I275 4124-5919,5919,12,12,,,,,,,,,,,intersection 3461,intersection 3357,,,,,,,,
I275 4125-3247,3247,12,12,,,,,,,,,,,intersection 3357,intersection 3358,,,,,,,,
I275 6975-532,532,21,21,,,,,,,,,,,intersection 863,intersection 864,,,,,,,,
I275+ 13547-2775,2775,39,39,,,,,,,,,,,intersection 347,intersection 2087,,,,,,,,
I275+ 13548-1876,1876,39,39,,,,,,,,,,,intersection 788,intersection 347,,,,,,,,
I275+ 13561-478,478,39,39,,,,,,,,,,,intersection 787,intersection 788,,,,,,,,
I275+ 13570-1484,1484,39,39,,,,,,,,,,,intersection 2087,intersection 1823,,,,,,,,
I275+ 13639-1921,1921,39,39,,,,,,,,,,,intersection 2486,intersection 820,,,,,,,,
I275+ 16323-5747,5747,47,47,,,,,,,,,,,intersection 3870,intersection 3473,,,,,,,,
I275+ 4132-4188,4188,12,12,,,,,,,,,,,intersection 3358,intersection 3691,,,,,,,,
I275+ 4133-6014,6014,12,12,,,,,,,,,,,intersection 3553,intersection 3691,,,,,,,,
I275+ 4141-3757,3757,12,12,,,,,,,,,,,intersection 3188,intersection 3553,,,,,,,,
I275+ 4145-4145,4145,12,12,,,,,,,,,,,intersection 2944,intersection 3188,,,,,,,,
I275+ 6549-3307,3307,21,21,,,,,,,,,,,intersection 1568,intersection 2560,,,,,,,,
I275+ 6968-5990,5990,21,21,,,,,,,,,,,intersection 3202,intersection 1568,,,,,,,,
I275+ 6971-574,574,39,39,,,,,,,,,,,intersection 820,intersection 864,,,,,,,,
I275+ 6977-4917,4917,21,21,,,,,,,,,,,intersection 863,intersection 3202,,,,,,,,
I275+ 8727-5799,5799,26,26,,,,,,,,,,,intersection 1711,intersection 676,,,,,,,,
I275+ 8898-4847,4847,26,26,,,,,,,,,,,intersection 2103,intersection 1711,,,,,,,,
I275+-5158,5158,12,12,,,,,,,,,,,intersection 1941,intersection 3645,,,,,,,,
I275-5784,5784,12,12,,,,,,,,,,,intersection 3644,intersection 3109,,,,,,,,
I276+ 14863-1796,1796,42,42,,,,,,,,,,,intersection 906,intersection 2379,,,,,,,,
I276+ 14867-2952,2952,42,42,,,,,,,,,,,intersection 2379,intersection 2431,,,,,,,,
I276+ 14894-2397,2397,34,34,,,,,,,,,,,intersection 781,intersection 906,,,,,,,,
I276+ 14904-5215,5215,42,42,,,,,,,,,,,intersection 2431,intersection 829,,,,,,,,
I276+ 14914-507,507,42,42,,,,,,,,,,,intersection 829,intersection 830,,,,,,,,
I276+ 14921-3870,3870,42,42,,,,,,,,,,,intersection 830,intersection 1087,,,,,,,,
I276+-938,938,34,34,,,,,,,,,,,intersection 1434,intersection 781,,,,,,,,
I277 10482-1933,1933,37,37,,,,,,,,,,,intersection 1967,intersection 319,,,,,,,,
I277 10867-2639,2639,37,37,,,,,,,,,,,intersection 1042,intersection 693,,,,,,,,
I277 F+-1998,1998,37,37,,,,,,,,,,,intersection 318,intersection 2536,,,,,,,,
I277+ 10484-183,183,37,37,,,,,,,,,,,intersection 318,intersection 319,,,,,,,,
I277+ 13276-3231,3231,39,39,,,,,,,,,,,intersection 2999,intersection 128,,,,,,,,
I277+-3721,3721,37,37,,,,,,,,,,,intersection 693,intersection 1580,,,,,,,,
I277-1372,1372,37,37,,,,,,,,,,,intersection 1967,intersection 1042,,,,,,,,
I278 12948-375,375,31,31,,,,,,,,,,,intersection 629,intersection 630,,,,,,,,
I278 12983-4701,4701,36,36,,,,,,,,,,,intersection 2402,intersection 1935,,,,,,,,
I278+ 11628-4922,4922,34,34,,,,,,,,,,,intersection 3523,intersection 3846,,,,,,,,
I278+ 12799-1820,1820,36,36,,,,,,,,,,,intersection 1631,intersection 2402,,,,,,,,
I278+ 12812-3839,3839,36,36,,,,,,,,,,,intersection 1935,intersection 3028,,,,,,,,
I278+ 12870-3966,3966,36,36,,,,,,,,,,,intersection 3027,intersection 1353,,,,,,,,
I278+ 12883-4391,4391,36,36,,,,,,,,,,,intersection 1353,intersection 3742,,,,,,,,
I278+ 12884-5061,5061,36,36,,,,,,,,,,,intersection 344,intersection 3742,,,,,,,,
I278+ 12891-2891,2891,36,36,,,,,,,,,,,intersection 3177,intersection 344,,,,,,,,
I278+ 12896-3785,3785,36,36,,,,,,,,,,,intersection 3177,intersection 3248,,,,,,,,
I278+ 12907-640,640,36,36,,,,,,,,,,,intersection 1012,intersection 1013,,,,,,,,
I278+ 12911-4877,4877,36,36,,,,,,,,,,,intersection 3498,intersection 1012,,,,,,,,
I278+ 12923-3604,3604,36,36,,,,,,,,,,,intersection 1441,intersection 3498,,,,,,,,
I278+ 12944-1530,1530,36,36,,,,,,,,,,,intersection 1441,intersection 629,,,,,,,,
I278+ 12986-2654,2654,36,36,,,,,,,,,,,intersection 3027,intersection 3028,,,,,,,,
I278+-4037,4037,36,36,,,,,,,,,,,intersection 630,intersection 3523,,,,,,,,
I278-3027,3027,36,36,,,,,,,,,,,intersection 1013,intersection 3248,,,,,,,,
I279 14721-5143,5143,42,42,,,,,,,,,,,intersection 673,intersection 3797,,,,,,,,
I279+ 14691-4183,4183,42,42,,,,,,,,,,,intersection 3132,intersection 1335,,,,,,,,
I279+ 14693-864,864,42,42,,,,,,,,,,,intersection 1334,intersection 1335,,,,,,,,
I279+ 14720-4661,4661,42,42,,,,,,,,,,,intersection 3796,intersection 3797,,,,,,,,
I279+ 14736-403,403,42,42,,,,,,,,,,,intersection 673,intersection 674,,,,,,,,
I279+-3004,3004,42,42,,,,,,,,,,,intersection 3132,intersection 1373,,,,,,,,
I279-4653,4653,42,42,,,,,,,,,,,intersection 1334,intersection 3796,,,,,,,,
I280+ 11371-5728,5728,34,34,,,,,,,,,,,intersection 1049,intersection 3485,,,,,,,,
I280+ 11404-6120,6120,34,34,,,,,,,,,,,intersection 568,intersection 1049,,,,,,,,
I280+ 13026-852,852,39,39,,,,,,,,,,,intersection 1316,intersection 1317,,,,,,,,
I280+ 2272-776,776,06,06,,,,,,,,,,,intersection 1182,intersection 1207,,,,,,,,
I280+ 2299-2095,2095,06,06,,,,,,,,,,,intersection 518,intersection 1182,,,,,,,,
I280+ 2306-5020,5020,06,06,,,,,,,,,,,intersection 1207,intersection 3373,,,,,,,,
I280+ 2334-5418,5418,06,06,,,,,,,,,,,intersection 3373,intersection 3702,,,,,,,,
I280+ 2432-5452,5452,06,06,,,,,,,,,,,intersection 389,intersection 3908,,,,,,,,
I280+ 2838-4247,4247,06,06,,,,,,,,,,,intersection 3702,intersection 59,,,,,,,,
I280+ 5301-2835,2835,17,17,,,,,,,,,,,intersection 3144,intersection 2727,,,,,,,,
I280+ 5806-5130,5130,17,17,,,,,,,,,,,intersection 2688,intersection 3144,,,,,,,,
I280+-225,225,06,06,,,,,,,,,,,intersection 59,intersection 389,,,,,,,,
I283+-1734,1734,42,42,,,,,,,,,,,intersection 649,intersection 1430,,,,,,,,
I285 4509-4273,4273,13,13,,,,,,,,,,,intersection 3234,intersection 3247,,,,,,,,
I285 4516-732,732,13,13,,,,,,,,,,,intersection 1145,intersection 1146,,,,,,,,
I285+ 4449-1336,1336,13,13,,,,,,,,,,,intersection 392,intersection 1676,,,,,,,,
I285+ 4455-3026,3026,13,13,,,,,,,,,,,intersection 3247,intersection 1677,,,,,,,,
I285+ 4519-2989,2989,13,13,,,,,,,,,,,intersection 221,intersection 3234,,,,,,,,
I285+ 4534-1295,1295,13,13,,,,,,,,,,,intersection 1146,intersection 1871,,,,,,,,
I285+ 4539-6011,6011,13,13,,,,,,,,,,,intersection 1871,intersection 936,,,,,,,,
I285+-4907,4907,13,13,,,,,,,,,,,intersection 1145,intersection 392,,,,,,,,
I285-1136,1136,13,13,,,,,,,,,,,intersection 1676,intersection 1677,,,,,,,,
I287 11378-3635,3635,34,34,,,,,,,,,,,intersection 2159,intersection 3510,,,,,,,,
I287 11396-1869,1869,34,34,,,,,,,,,,,intersection 2447,intersection 2448,,,,,,,,
I287 11467-4913,4913,34,34,,,,,,,,,,,intersection 1541,intersection 1428,,,,,,,,
I287 11477-5513,5513,34,34,,,,,,,,,,,intersection 1423,intersection 1541,,,,,,,,
I287+ 11315-4090,4090,34,34,,,,,,,,,,,intersection 1462,intersection 3416,,,,,,,,
I287+ 11353-3154,3154,34,34,,,,,,,,,,,intersection 2048,intersection 3314,,,,,,,,
I287+ 11370-1547,1547,34,34,,,,,,,,,,,intersection 2159,intersection 2048,,,,,,,,
I287+ 11381-4422,4422,34,34,,,,,,,,,,,intersection 2447,intersection 3510,,,,,,,,
I287+ 11398-3761,3761,34,34,,,,,,,,,,,intersection 1427,intersection 2448,,,,,,,,
I287+ 11459-932,932,34,34,,,,,,,,,,,intersection 1427,intersection 1428,,,,,,,,
I287+ 11480-6076,6076,34,34,,,,,,,,,,,intersection 1465,intersection 1423,,,,,,,,
I287+ 12692-961,961,34,34,,,,,,,,,,,intersection 1462,intersection 1463,,,,,,,,
I287+ 12712-4206,4206,36,36,,,,,,,,,,,intersection 873,intersection 3697,,,,,,,,
I287+ 12727-539,539,36,36,,,,,,,,,,,intersection 172,intersection 873,,,,,,,,
I287+-3391,3391,34,34,,,,,,,,,,,intersection 3415,intersection 3416,,,,,,,,
I287-4478,4478,34,34,,,,,,,,,,,intersection 3415,intersection 3314,,,,,,,,
I29 5184-1828,1828,19,19,,,,,,,,,,,intersection 66,intersection 714,,,,,,,,
I29 5340-4901,4901,19,19,,,,,,,,,,,intersection 3820,intersection 65,,,,,,,,
I29 5346-2381,2381,19,19,,,,,,,,,,,intersection 2837,intersection 2838,,,,,,,,
I29 5346-SPLIT-5712,5712,19,19,,,,,,,,,,,intersection 2837,intersection 2032,,,,,,,,
I29 5348-5675,5675,19,19,,,,,,,,,,,intersection 2647,intersection 2032,,,,,,,,
I29 9310-5537,5537,29,29,,,,,,,,,,,intersection 3223,intersection 385,,,,,,,,
I29 9351-6121,6121,29,29,,,,,,,,,,,intersection 3826,intersection 2378,,,,,,,,
I29+ 10966-5610,5610,38,38,,,,,,,,,,,intersection 3890,intersection 3446,,,,,,,,
I29+ 10988-5999,5999,38,38,,,,,,,,,,,intersection 2686,intersection 3890,,,,,,,,
I29+ 11011-2184,2184,38,38,,,,,,,,,,,intersection 2599,intersection 2686,,,,,,,,
I29+ 11068-5054,5054,46,46,,,,,,,,,,,intersection 3814,intersection 2599,,,,,,,,
I29+ 11087-3494,3494,38,38,,,,,,,,,,,intersection 3446,intersection 3462,,,,,,,,
I29+ 16039-5149,5149,46,46,,,,,,,,,,,intersection 2207,intersection 3814,,,,,,,,
I29+ 16063-1597,1597,46,46,,,,,,,,,,,intersection 2206,intersection 2207,,,,,,,,
I29+ 16086-4496,4496,46,46,,,,,,,,,,,intersection 397,intersection 2206,,,,,,,,
I29+ 16140-1983,1983,46,46,,,,,,,,,,,intersection 1440,intersection 397,,,,,,,,
I29+ 16143-942,942,46,46,,,,,,,,,,,intersection 1439,intersection 1440,,,,,,,,
I29+ 16157-1922,1922,19,19,,,,,,,,,,,intersection 2487,intersection 1439,,,,,,,,
I29+ 5342-5228,5228,19,19,,,,,,,,,,,intersection 2838,intersection 3820,,,,,,,,
I29+ 5349-2798,2798,19,19,,,,,,,,,,,intersection 2577,intersection 2647,,,,,,,,
I29+ 5353-2045,2045,19,19,,,,,,,,,,,intersection 888,intersection 2577,,,,,,,,
I29+ 5369-550,550,29,29,,,,,,,,,,,intersection 726,intersection 888,,,,,,,,
I29+ 9268-437,437,29,29,,,,,,,,,,,intersection 725,intersection 726,,,,,,,,
I29+ 9277-2452,2452,29,29,,,,,,,,,,,intersection 939,intersection 725,,,,,,,,
I29+ 9302-1659,1659,29,29,,,,,,,,,,,intersection 386,intersection 939,,,,,,,,
I29+ 9307-223,223,29,29,,,,,,,,,,,intersection 385,intersection 386,,,,,,,,
I29+ 9319-4747,4747,29,29,,,,,,,,,,,intersection 346,intersection 3223,,,,,,,,
I29+ 9331-2310,2310,29,29,,,,,,,,,,,intersection 2789,intersection 346,,,,,,,,
I29+ 9342-4809,4809,29,29,,,,,,,,,,,intersection 3826,intersection 2789,,,,,,,,
I29+-38,38,19,19,,,,,,,,,,,intersection 65,intersection 66,,,,,,,,
I29-3275,3275,19,19,,,,,,,,,,,intersection 714,intersection 2487,,,,,,,,
I290 7800-2918,2918,25,25,,,,,,,,,,,intersection 2193,intersection 2213,,,,,,,,
I290 7813-1678,1678,25,25,,,,,,,,,,,intersection 860,intersection 2214,,,,,,,,
I290+ 12343-2899,2899,36,36,,,,,,,,,,,intersection 2013,intersection 1733,,,,,,,,
I290+ 12347-4289,4289,36,36,,,,,,,,,,,intersection 1733,intersection 1615,,,,,,,,
I290+ 5616-736,736,17,17,,,,,,,,,,,intersection 1152,intersection 1153,,,,,,,,
I290+ 5645-2062,2062,17,17,,,,,,,,,,,intersection 1001,intersection 2591,,,,,,,,
I290+ 5647-5030,5030,17,17,,,,,,,,,,,intersection 2591,intersection 2440,,,,,,,,
I290+ 7796-3677,3677,25,25,,,,,,,,,,,intersection 1858,intersection 2193,,,,,,,,
I290+ 7808-1601,1601,25,25,,,,,,,,,,,intersection 2213,intersection 2214,,,,,,,,
I290+ 7847-530,530,25,25,,,,,,,,,,,intersection 860,intersection 119,,,,,,,,
I290+-2505,2505,17,17,,,,,,,,,,,intersection 1153,intersection 1139,,,,,,,,
I290-2258,2258,17,17,,,,,,,,,,,intersection 2440,intersection 1152,,,,,,,,
I291+ 3486-5993,5993,09,09,,,,,,,,,,,intersection 1791,intersection 2498,,,,,,,,
I291+ 7904-6113,6113,25,25,,,,,,,,,,,intersection 3154,intersection 3508,,,,,,,,
I291+-4016,4016,09,09,,,,,,,,,,,intersection 2498,intersection 1628,,,,,,,,
I293+ 11290-238,238,33,33,,,,,,,,,,,intersection 412,intersection 413,,,,,,,,
I293+ 11291-5006,5006,33,33,,,,,,,,,,,intersection 413,intersection 2480,,,,,,,,
I293+-1916,1916,33,33,,,,,,,,,,,intersection 2480,intersection 2481,,,,,,,,
I294 5598-3589,3589,17,17,,,,,,,,,,,intersection 53,intersection 3468,,,,,,,,
I294 5612-1991,1991,17,17,,,,,,,,,,,intersection 2485,intersection 2532,,,,,,,,
I294+ 5578-4587,4587,17,17,,,,,,,,,,,intersection 3468,intersection 3495,,,,,,,,
I294+ 5607-1920,1920,17,17,,,,,,,,,,,intersection 2485,intersection 53,,,,,,,,
I294+ 5618-5087,5087,17,17,,,,,,,,,,,intersection 1152,intersection 2532,,,,,,,,
I294+ 5652-1860,1860,17,17,,,,,,,,,,,intersection 2439,intersection 2440,,,,,,,,
I294+ 5666-4924,4924,17,17,,,,,,,,,,,intersection 825,intersection 2439,,,,,,,,
I294+ 5713-504,504,17,17,,,,,,,,,,,intersection 824,intersection 825,,,,,,,,
I294+ 5740-3448,3448,17,17,,,,,,,,,,,intersection 2188,intersection 824,,,,,,,,
I294+ 5754-1575,1575,17,17,,,,,,,,,,,intersection 1571,intersection 2188,,,,,,,,
I294+-3594,3594,17,17,,,,,,,,,,,intersection 3495,intersection 1749,,,,,,,,
I294-1192,1192,17,17,,,,,,,,,,,intersection 1162,intersection 1749,,,,,,,,
I295 11552-4285,4285,34,34,,,,,,,,,,,intersection 2666,intersection 1702,,,,,,,,
I295 11576-210,210,34,34,,,,,,,,,,,intersection 365,intersection 366,,,,,,,,
I295 11647-824,824,34,34,,,,,,,,,,,intersection 365,intersection 781,,,,,,,,
I295 12803-5190,5190,36,36,,,,,,,,,,,intersection 1732,intersection 1631,,,,,,,,
I295 12877-2561,2561,36,36,,,,,,,,,,,intersection 1474,intersection 192,,,,,,,,
I295 12879-2695,2695,36,36,,,,,,,,,,,intersection 3054,intersection 192,,,,,,,,
I295 18937-1359,1359,51,51,,,,,,,,,,,intersection 1948,intersection 1949,,,,,,,,
I295 3676-807,807,48,48,,,,,,,,,,,intersection 1251,intersection 1252,,,,,,,,
I295 3701-726,726,10,10,,,,,,,,,,,intersection 1134,intersection 1135,,,,,,,,
I295 3817-4245,4245,12,12,,,,,,,,,,,intersection 278,intersection 916,,,,,,,,
I295 3832-568,568,12,12,,,,,,,,,,,intersection 916,intersection 917,,,,,,,,
I295+ 11564-4687,4687,34,34,,,,,,,,,,,intersection 366,intersection 2666,,,,,,,,
I295+ 11598-475,475,34,34,,,,,,,,,,,intersection 781,intersection 782,,,,,,,,
I295+ 11600-2890,2890,34,34,,,,,,,,,,,intersection 2535,intersection 782,,,,,,,,
I295+ 11609-1995,1995,34,34,,,,,,,,,,,intersection 2535,intersection 2422,,,,,,,,
I295+ 12814-1180,1180,36,36,,,,,,,,,,,intersection 1731,intersection 1732,,,,,,,,
I295+ 12843-2247,2247,36,36,,,,,,,,,,,intersection 193,intersection 1731,,,,,,,,
I295+ 12872-109,109,36,36,,,,,,,,,,,intersection 192,intersection 193,,,,,,,,
I295+ 15605-678,678,25,25,,,,,,,,,,,intersection 1065,intersection 1066,,,,,,,,
I295+ 15614-994,994,44,44,,,,,,,,,,,intersection 1506,intersection 1066,,,,,,,,
I295+ 18762-5894,5894,51,51,,,,,,,,,,,intersection 3213,intersection 101,,,,,,,,
I295+ 18764-2948,2948,51,51,,,,,,,,,,,intersection 244,intersection 3213,,,,,,,,
I295+ 18808-5313,5313,51,51,,,,,,,,,,,intersection 1949,intersection 244,,,,,,,,
I295+ 20568-4681,4681,23,23,,,,,,,,,,,intersection 1832,intersection 173,,,,,,,,
I295+ 20575-3833,3833,23,23,,,,,,,,,,,intersection 1832,intersection 3576,,,,,,,,
I295+ 20585-2565,2565,23,23,,,,,,,,,,,intersection 2966,intersection 1489,,,,,,,,
I295+ 20608-4855,4855,23,23,,,,,,,,,,,intersection 2966,intersection 3576,,,,,,,,
I295+ 3672-4383,4383,11,11,,,,,,,,,,,YMFW intersection,intersection 2605,,,,,,,,
I295+ 3678-653,653,24,24,,,,,,,,,,,intersection 1032,intersection 1033,,,,,,,,
I295+ 3699-5110,5110,10,10,,,,,,,,,,,intersection 1135,intersection 1810,,,,,,,,
I295+ 3702-3522,3522,34,34,,,,,,,,,,,intersection 2923,intersection 1134,,,,,,,,
I295+ 3844-2080,2080,12,12,,,,,,,,,,,intersection 1698,intersection 917,,,,,,,,
I295+ 3874-1153,1153,12,12,,,,,,,,,,,intersection 1697,intersection 1698,,,,,,,,
I295+ 3910-1982,1982,12,12,,,,,,,,,,,intersection 2020,intersection 1697,,,,,,,,
I295+-5171,5171,48,48,,,,,,,,,,,intersection 1251,intersection 2605,,,,,,,,
I295-2611,2611,51,51,,,,,,,,,,,intersection 1033,intersection 1252,,,,,,,,
I296+-5077,5077,26,26,,,,,,,,,,,intersection 1194,intersection 981,,,,,,,,
I296-4487,4487,26,26,,,,,,,,,,,intersection 3766,intersection 1194,,,,,,,,
I30 16801-4280,4280,48,48,,,,,,,,,,,intersection 2005,intersection 2852,,,,,,,,
I30 16802-2399,2399,48,48,,,,,,,,,,,intersection 2852,intersection 985,,,,,,,,
I30 16867-569,569,48,48,,,,,,,,,,,intersection 427,intersection 918,,,,,,,,
I30 17001-4038,4038,48,48,,,,,,,,,,,intersection 2734,intersection 2913,,,,,,,,
I30 907-184,184,05,05,,,,,,,,,,,intersection 320,intersection 321,,,,,,,,
I30+ 16809-1404,1404,48,48,,,,,,,,,,,intersection 2004,intersection 2005,,,,,,,,
I30+ 16856-620,620,48,48,,,,,,,,,,,intersection 985,intersection 986,,,,,,,,
I30+ 16866-4815,4815,48,48,,,,,,,,,,,intersection 986,intersection 918,,,,,,,,
I30+ 16952-247,247,48,48,,,,,,,,,,,intersection 427,intersection 428,,,,,,,,
I30+ 16973-5942,5942,48,48,,,,,,,,,,,intersection 428,intersection 1991,,,,,,,,
I30+ 16974-1394,1394,48,48,,,,,,,,,,,intersection 1990,intersection 1991,,,,,,,,
I30+ 16985-4467,4467,48,48,,,,,,,,,,,intersection 1990,intersection 7,,,,,,,,
I30+ 17000-2244,2244,48,48,,,,,,,,,,,intersection 7,intersection 2734,,,,,,,,
I30+ 17016-4762,4762,48,48,,,,,,,,,,,intersection 2913,intersection 1748,,,,,,,,
I30+ 17021-5446,5446,48,48,,,,,,,,,,,intersection 1748,intersection 2794,,,,,,,,
I30+ 17035-3405,3405,48,48,,,,,,,,,,,intersection 2794,intersection 1822,,,,,,,,
I30+ 17037-1251,1251,48,48,,,,,,,,,,,intersection 1822,intersection 789,,,,,,,,
I30+ 17044-3476,3476,48,48,,,,,,,,,,,intersection 789,intersection 407,,,,,,,,
I30+ 17052-3880,3880,48,48,,,,,,,,,,,intersection 859,intersection 3336,,,,,,,,
I30+ 17056-5000,5000,48,48,,,,,,,,,,,intersection 407,intersection 859,,,,,,,,
I30+ 17074-4265,4265,48,48,,,,,,,,,,,intersection 3336,intersection 2943,,,,,,,,
I30+ 838-5343,5343,05,05,,,,,,,,,,,intersection 2215,intersection 3511,,,,,,,,
I30+ 852-4574,4574,05,05,,,,,,,,,,,intersection 2215,intersection 3106,,,,,,,,
I30+ 877-4020,4020,05,05,,,,,,,,,,,intersection 3106,intersection 402,,,,,,,,
I30+ 894-3977,3977,05,05,,,,,,,,,,,intersection 402,intersection 2919,,,,,,,,
I30+ 895-2494,2494,05,05,,,,,,,,,,,intersection 320,intersection 2919,,,,,,,,
I30+ 941-1464,1464,05,05,,,,,,,,,,,intersection 321,intersection 2004,,,,,,,,
I30+-3637,3637,05,05,,,,,,,,,,,intersection 3511,intersection 3074,,,,,,,,
I30-3968,3968,05,05,,,,,,,,,,,intersection 3074,intersection 2467,,,,,,,,
I305+ 2583-4085,4085,06,06,,,,,,,,,,,intersection 2984,intersection 450,,,,,,,,
I305+-3336,3336,06,06,,,,,,,,,,,intersection 1576,intersection 2984,,,,,,,,
I310 7609-292,292,22,22,,,,,,,,,,,intersection 498,intersection 499,,,,,,,,
I310+-1428,1428,22,22,,,,,,,,,,,intersection 2031,intersection 499,,,,,,,,
