KEY,SHAPE_ROW,CountryState,CountryStateCode,Length,LineStyle,LineWidth,LineColor,RoadRate,RoadRateOfMarch,One-way,CivilianTraffic,AvailableMilitary,type,From,To,RoadClass,MSR,DisplayName,Modified,WeightLimit,WidthLimit,HeightLimit,MLCLimit
ROAD LINK - 20728-2857,2857,null,null,2.24,,,,,,,,,road,geos-XHEA,ints-5319,,,,,,,,
ROAD LINK - 20729-1213,1213,null,null,1.49,,,,,,,,,road,geos-XHDV,ints-5524,,,,,,,,
ROAD LINK - 20730-121,121,null,null,2.18,,,,,,,,,road,geos-XHDU,ints-2858,,,,,,,,
ROAD LINK - 20731-5306,5306,null,null,1.71,,,,,,,,,road,geos-XGFG,ints-2745,,,,,,,,
ROAD LINK - 20732-3796,3796,null,null,11.38,,,,,,,,,road,geos-XGBX,ints-477,,,,,,,,
ROAD LINK - 20733-1979,1979,null,null,0.21,,,,,,,,,road,geos-XFUA,ints-1947,,,,,,,,
ROAD LINK - 20734-1009,1009,null,null,0.96,,,,,,,,,road,geos-XFHH,ints-3887,,,,,,,,
ROAD LINK - 20735-1157,1157,null,null,2.25,,,,,,,,,road,geos-XEBA,ints-140,,,,,,,,
ROAD LINK - 20736-5815,5815,null,null,1.21,,,,,,,,,road,geos-XDSV,ints-5941,,,,,,,,
ROAD LINK - 20737-3962,3962,null,null,2.32,,,,,,,,,road,geos-XDQU,ints-2055,,,,,,,,
ROAD LINK - 20738-2481,2481,null,null,0.4,,,,,,,,,road,geos-XDMT,ints-2206,,,,,,,,
ROAD LINK - 20739-1453,1453,null,null,0.74,,,,,,,,,road,geos-XDAT,ints-2206,,,,,,,,
ROAD LINK - 20740-94,94,null,null,1.76,,,,,,,,,road,geos-XCYE,ints-5672,,,,,,,,
ROAD LINK - 20742-3805,3805,null,null,0.89,,,,,,,,,road,geos-XCQM,ints-1611,,,,,,,,
ROAD LINK - 20743-2321,2321,null,null,0.26,,,,,,,,,road,geos-XCFY,ints-976,,,,,,,,
ROAD LINK - 20744-483,483,null,null,0.59,,,,,,,,,road,geos-XAUD,ints-5429,,,,,,,,
ROAD LINK - 20745-4290,4290,null,null,0.59,,,,,,,,,road,geos-XATX,ints-5429,,,,,,,,
ROAD LINK - 20746-3992,3992,null,null,0.48,,,,,,,,,road,geos-XAHR,ints-6073,,,,,,,,
ROAD LINK - 20747-2510,2510,null,null,1.49,,,,,,,,,road,geos-XABX,ints-3182,,,,,,,,
ROAD LINK - 20748-1494,1494,null,null,0.07,,,,,,,,,road,geos-XABS,ints-3182,,,,,,,,
ROAD LINK - 20749-6063,6063,null,null,2.32,,,,,,,,,road,geos-WYYD,ints-3760,,,,,,,,
ROAD LINK - 20750-5783,5783,null,null,0.57,,,,,,,,,road,geos-WYTD,ints-358,,,,,,,,
ROAD LINK - 20751-3922,3922,null,null,0.88,,,,,,,,,road,geos-WYPX,ints-218,,,,,,,,
ROAD LINK - 20752-2446,2446,null,null,1.91,,,,,,,,,road,geos-WXVK,ints-2472,,,,,,,,
ROAD LINK - 20753-1418,1418,null,null,0.66,,,,,,,,,road,geos-WXVE,ints-2304,,,,,,,,
ROAD LINK - 20754-5944,5944,null,null,1.1,,,,,,,,,road,geos-WXPV,ints-2380,,,,,,,,
ROAD LINK - 20755-4481,4481,null,null,0.52,,,,,,,,,road,geos-WWSD,ints-199,,,,,,,,
ROAD LINK - 20756-93,93,null,null,23.99,,,,,,,,,road,geos-WVQD,ints-525,,,,,,,,
ROAD LINK - 20757-25,25,null,null,3.77,,,,,,,,,road,geos-WUND,ints-608,,,,,,,,
ROAD LINK - 20758-5366,5366,null,null,0.83,,,,,,,,,road,geos-WUKK,ints-2935,,,,,,,,
ROAD LINK - 20759-3875,3875,null,null,2.33,,,,,,,,,road,geos-WTVR,ints-6456,,,,,,,,
ROAD LINK - 20760-4626,4626,null,null,1.98,,,,,,,,,road,geos-WSSB,ints-1303,,,,,,,,
ROAD LINK - 20761-2998,2998,null,null,5.02,,,,,,,,,road,geos-WSPX,ints-3923,,,,,,,,
ROAD LINK - 20762-1354,1354,null,null,1.8,,,,,,,,,road,geos-WRLQ,ints-3250,,,,,,,,
ROAD LINK - 20763-5895,5895,null,null,1.77,,,,,,,,,road,geos-WRLK,ints-6461,,,,,,,,
ROAD LINK - 20764-1900,1900,null,null,3.42,,,,,,,,,road,geos-WRDQ,ints-4793,,,,,,,,
ROAD LINK - 20765-243,243,null,null,0.52,,,,,,,,,road,geos-WPVJ,ints-3427,,,,,,,,
ROAD LINK - 20766-4832,4832,null,null,0.5,,,,,,,,,road,geos-WPJC,ints-5057,,,,,,,,
ROAD LINK - 20767-3385,3385,null,null,7.23,,,,,,,,,road,geos-WMYX,ints-1003,,,,,,,,
ROAD LINK - 20768-3285,3285,null,null,2.23,,,,,,,,,road,geos-WMSA,ints-1753,,,,,,,,
ROAD LINK - 20769-1643,1643,null,null,3.45,,,,,,,,,road,geos-WMDB,ints-1613,,,,,,,,
ROAD LINK - 20770-4528,4528,null,null,6.97,,,,,,,,,road,geos-WKVB,ints-5865,,,,,,,,
ROAD LINK - 20771-885,885,null,null,22.09,,,,,,,,,road,geos-WKJP,ints-1990,,,,,,,,
ROAD LINK - 20772-5502,5502,null,null,0.37,,,,,,,,,road,geos-WJUP,ints-850,,,,,,,,
ROAD LINK - 20773-4597,4597,null,null,0.3,,,,,,,,,road,geos-WJAP,ints-2998,,,,,,,,
ROAD LINK - 20774-2924,2924,null,null,1.3,,,,,,,,,road,geos-WHAY,ints-4422,,,,,,,,
ROAD LINK - 20775-1284,1284,null,null,0.77,,,,,,,,,road,geos-WHAH,ints-5781,,,,,,,,
ROAD LINK - 20776-3518,3518,null,null,44.43,,,,,,,,,road,geos-WHAF,ints-5781,,,,,,,,
ROAD LINK - 20777-1833,1833,null,null,2.22,,,,,,,,,road,geos-WFKY,ints-357,,,,,,,,
ROAD LINK - 20778-752,752,null,null,12.95,,,,,,,,,road,geos-WFGE,ints-3748,,,,,,,,
ROAD LINK - 20779-132,132,null,null,2.99,,,,,,,,,road,geos-WEPE,ints-5759,,,,,,,,
ROAD LINK - 20780-2412,2412,null,null,0.68,,,,,,,,,road,geos-WEAS,ints-1233,,,,,,,,
ROAD LINK - 20781-977,977,null,null,0.19,,,,,,,,,road,geos-WDEY,ints-377,,,,,,,,
ROAD LINK - 20782-4159,4159,null,null,7.37,,,,,,,,,road,geos-WCXE,ints-463,,,,,,,,
ROAD LINK - 20783-2669,2669,null,null,1.32,,,,,,,,,road,geos-WCPS,ints-3456,,,,,,,,
ROAD LINK - 20784-5112,5112,null,null,1.36,,,,,,,,,road,geos-WCPR,ints-2283,,,,,,,,
ROAD LINK - 20785-3659,3659,null,null,32.36,,,,,,,,,road,geos-WCNN,ints-1008,,,,,,,,
ROAD LINK - 20786-2174,2174,null,null,0.18,,,,,,,,,road,geos-WCJX,ints-2371,,,,,,,,
ROAD LINK - 20787-712,712,null,null,3.98,,,,,,,,,road,geos-WAZX,ints-6164,,,,,,,,
ROAD LINK - 20788-4689,4689,null,null,3.01,,,,,,,,,road,geos-WADJ,ints-1911,,,,,,,,
ROAD LINK - 20789-3837,3837,null,null,4.97,,,,,,,,,road,geos-WAAZ,ints-5489,,,,,,,,
ROAD LINK - 20790-1271,1271,null,null,3.97,,,,,,,,,road,geos-WAAR,ints-3501,,,,,,,,
ROAD LINK - 20791-6208,6208,null,null,4.25,,,,,,,,,road,geos-VZYD,ints-4317,,,,,,,,
ROAD LINK - 20792-4069,4069,null,null,1.36,,,,,,,,,road,geos-VZXY,ints-1520,,,,,,,,
ROAD LINK - 20793-808,808,null,null,1.2,,,,,,,,,road,geos-VZWF,ints-5635,,,,,,,,
ROAD LINK - 20794-5739,5739,null,null,3.9,,,,,,,,,road,geos-VZUR,ints-2636,,,,,,,,
ROAD LINK - 20795-4294,4294,null,null,0.58,,,,,,,,,road,geos-VZQN,ints-6244,,,,,,,,
ROAD LINK - 20796-496,496,null,null,4.98,,,,,,,,,road,geos-VZDE,ints-5007,,,,,,,,
ROAD LINK - 20797-5280,5280,null,null,2.19,,,,,,,,,road,geos-VZCR,ints-2232,,,,,,,,
ROAD LINK - 20798-3803,3803,null,null,0.94,,,,,,,,,road,geos-VZCD,ints-5243,,,,,,,,
ROAD LINK - 20799-2318,2318,null,null,1.9,,,,,,,,,road,geos-VZBT,ints-2232,,,,,,,,
ROAD LINK - 20800-3035,3035,null,null,9.64,,,,,,,,,road,geos-VZAS,ints-775,,,,,,,,
ROAD LINK - 20801-4671,4671,null,null,1.45,,,,,,,,,road,geos-VYTD,ints-4868,,,,,,,,
ROAD LINK - 20802-5861,5861,null,null,2.35,,,,,,,,,road,geos-VYRR,ints-4846,,,,,,,,
ROAD LINK - 20803-5989,5989,null,null,1.54,,,,,,,,,road,geos-VYNX,ints-2435,,,,,,,,
ROAD LINK - 20804-1025,1025,null,null,3.82,,,,,,,,,road,geos-VYFJ,ints-2409,,,,,,,,
ROAD LINK - 20805-2668,2668,null,null,1.84,,,,,,,,,road,geos-VXXK,ints-5009,,,,,,,,
ROAD LINK - 20806-3910,3910,null,null,5.63,,,,,,,,,road,geos-VXWQ,ints-1522,,,,,,,,
ROAD LINK - 20807-5580,5580,null,null,7.91,,,,,,,,,road,geos-VXTN,ints-5455,,,,,,,,
ROAD LINK - 20808-2209,2209,null,null,6.87,,,,,,,,,road,geos-VXTM,ints-5455,,,,,,,,
ROAD LINK - 20809-3868,3868,null,null,0.95,,,,,,,,,road,geos-VXBD,ints-5232,,,,,,,,
ROAD LINK - 20810-3312,3312,null,null,7.91,,,,,,,,,road,geos-VWCR,ints-5455,,,,,,,,
ROAD LINK - 20811-5930,5930,null,null,2.67,,,,,,,,,road,geos-VVYX,ints-3907,,,,,,,,
ROAD LINK - 20812-1179,1179,null,null,2.84,,,,,,,,,road,geos-VVYR,ints-3967,,,,,,,,
ROAD LINK - 20813-2597,2597,null,null,1.4,,,,,,,,,road,geos-VVRK,ints-611,,,,,,,,
ROAD LINK - 20814-2512,2512,null,null,0.81,,,,,,,,,road,geos-VVMD,ints-5505,,,,,,,,
ROAD LINK - 20815-3964,3964,null,null,2.69,,,,,,,,,road,geos-VURP,ints-6427,,,,,,,,
ROAD LINK - 20816-740,740,null,null,1.48,,,,,,,,,road,geos-VUKL,ints-6055,,,,,,,,
ROAD LINK - 20817-2208,2208,null,null,4.17,,,,,,,,,road,geos-VUGV,ints-1462,,,,,,,,
ROAD LINK - 20818-3727,3727,null,null,1.33,,,,,,,,,road,geos-VTNB,ints-1494,,,,,,,,
ROAD LINK - 20819-5109,5109,null,null,1.41,,,,,,,,,road,geos-VSTP,ints-759,,,,,,,,
ROAD LINK - 20820-6122,6122,null,null,5.78,,,,,,,,,road,geos-VSTN,ints-1526,,,,,,,,
ROAD LINK - 20821-1434,1434,null,null,2.16,,,,,,,,,road,geos-VSSB,ints-3815,,,,,,,,
ROAD LINK - 20822-2854,2854,null,null,0.8,,,,,,,,,road,geos-VSRP,ints-74,,,,,,,,
ROAD LINK - 20823-4338,4338,null,null,0.64,,,,,,,,,road,geos-VSFP,ints-3861,,,,,,,,
ROAD LINK - 20824-5764,5764,null,null,36.15,,,,,,,,,road,geos-VRVB,ints-6104,,,,,,,,
ROAD LINK - 20825-5693,5693,null,null,1.87,,,,,,,,,road,geos-VRES,ints-1167,,,,,,,,
ROAD LINK - 20826-900,900,null,null,0.92,,,,,,,,,road,geos-VQHV,ints-3059,,,,,,,,
ROAD LINK - 20827-2344,2344,null,null,0.45,,,,,,,,,road,geos-VQHP,ints-4103,,,,,,,,
ROAD LINK - 20828-5433,5433,null,null,3.1,,,,,,,,,road,geos-VNVP,ints-5500,,,,,,,,
ROAD LINK - 20829-647,647,null,null,5.35,,,,,,,,,road,geos-VMLV,ints-4013,,,,,,,,
ROAD LINK - 20830-1485,1485,null,null,1.69,,,,,,,,,road,geos-VLSB,ints-6302,,,,,,,,
ROAD LINK - 20831-3124,3124,null,null,1.32,,,,,,,,,road,geos-VLLM,ints-3652,,,,,,,,
ROAD LINK - 20832-3206,3206,null,null,5.82,,,,,,,,,road,geos-VKSB,ints-2982,,,,,,,,
ROAD LINK - 20833-5264,5264,null,null,5.66,,,,,,,,,road,geos-VKAG,ints-189,,,,,,,,
ROAD LINK - 20834-686,686,null,null,0.37,,,,,,,,,road,geos-VHRJ,ints-1059,,,,,,,,
ROAD LINK - 20835-2324,2324,null,null,7.09,,,,,,,,,road,geos-VHAW,ints-1764,,,,,,,,
ROAD LINK - 20836-3967,3967,null,null,7.09,,,,,,,,,road,geos-VHAV,ints-1764,,,,,,,,
ROAD LINK - 20837-5631,5631,null,null,1.5,,,,,,,,,road,geos-VGLZ,ints-837,,,,,,,,
ROAD LINK - 20838-1058,1058,null,null,2.11,,,,,,,,,road,geos-VFZM,ints-595,,,,,,,,
ROAD LINK - 20839-2693,2693,null,null,0.59,,,,,,,,,road,geos-VFXM,ints-3776,,,,,,,,
ROAD LINK - 20840-1735,1735,null,null,3.22,,,,,,,,,road,geos-VFVD,ints-447,,,,,,,,
ROAD LINK - 20841-3252,3252,null,null,0.56,,,,,,,,,road,geos-VFUL,ints-985,,,,,,,,
ROAD LINK - 20842-5041,5041,null,null,0.19,,,,,,,,,road,geos-VFTE,ints-5722,,,,,,,,
ROAD LINK - 20843-481,481,null,null,0.56,,,,,,,,,road,geos-VFTA,ints-985,,,,,,,,
ROAD LINK - 20844-1997,1997,null,null,8.2,,,,,,,,,road,geos-VFHZ,ints-4796,,,,,,,,
ROAD LINK - 20846-5318,5318,null,null,3.53,,,,,,,,,road,geos-VFHU,ints-4628,,,,,,,,
ROAD LINK - 20848-2373,2373,null,null,2.1,,,,,,,,,road,geos-VCHR,ints-2393,,,,,,,,
ROAD LINK - 20849-4055,4055,null,null,3.0,,,,,,,,,road,geos-VBDZ,ints-4250,,,,,,,,
ROAD LINK - 20850-4537,4537,null,null,2.47,,,,,,,,,road,geos-UZYJ,ints-2055,,,,,,,,
ROAD LINK - 20851-6125,6125,null,null,0.03,,,,,,,,,road,geos-UZXM,ints-3603,,,,,,,,
ROAD LINK - 20852-26,26,null,null,0.03,,,,,,,,,road,geos-UZXF,ints-3603,,,,,,,,
ROAD LINK - 20853-1634,1634,null,null,27.16,,,,,,,,,road,geos-UZVD,ints-1177,,,,,,,,
ROAD LINK - 20854-3517,3517,null,null,1.82,,,,,,,,,road,geos-UZLZ,ints-2960,,,,,,,,
ROAD LINK - 20855-3743,3743,null,null,3.28,,,,,,,,,road,geos-UWLL,ints-409,,,,,,,,
ROAD LINK - 20856-906,906,null,null,2.04,,,,,,,,,road,geos-UWGE,ints-4500,,,,,,,,
ROAD LINK - 20857-2357,2357,null,null,0.45,,,,,,,,,road,geos-UWES,ints-3801,,,,,,,,
ROAD LINK - 20858-2689,2689,null,null,2.0,,,,,,,,,road,geos-UWDG,ints-2249,,,,,,,,
ROAD LINK - 20859-4281,4281,null,null,2.82,,,,,,,,,road,geos-UWDE,ints-2329,,,,,,,,
ROAD LINK - 20860-1793,1793,null,null,1.25,,,,,,,,,road,geos-UWCY,ints-2686,,,,,,,,
ROAD LINK - 20861-4772,4772,null,null,0.58,,,,,,,,,road,geos-UUPL,ints-4743,,,,,,,,
ROAD LINK - 20862-400,400,null,null,1.59,,,,,,,,,road,geos-UULX,ints-35,,,,,,,,
ROAD LINK - 20863-1848,1848,null,null,0.32,,,,,,,,,road,geos-UTZU,ints-1741,,,,,,,,
ROAD LINK - 20864-3723,3723,null,null,0.78,,,,,,,,,road,geos-UTUL,ints-1429,,,,,,,,
ROAD LINK - 20865-5161,5161,null,null,0.86,,,,,,,,,road,geos-UTSE,ints-6052,,,,,,,,
ROAD LINK - 20866-760,760,null,null,3.36,,,,,,,,,road,geos-UTRY,ints-3316,,,,,,,,
ROAD LINK - 20867-2226,2226,null,null,1.11,,,,,,,,,road,geos-UTLY,ints-4584,,,,,,,,
ROAD LINK - 20868-3750,3750,null,null,0.4,,,,,,,,,road,geos-UTLS,ints-560,,,,,,,,
ROAD LINK - 20870-3914,3914,null,null,1.15,,,,,,,,,road,geos-UTKY,ints-88,,,,,,,,
ROAD LINK - 20871-5594,5594,null,null,0.38,,,,,,,,,road,geos-UTKS,ints-4584,,,,,,,,
ROAD LINK - 20872-2944,2944,null,null,,,,,,,,,,road,geos-UTCS,ints-3529,,,,,,,,
ROAD LINK - 20873-4406,4406,null,null,,,,,,,,,,road,geos-UTBS,ints-3529,,,,,,,,
ROAD LINK - 20875-1483,1483,null,null,0.29,,,,,,,,,road,geos-UTBL,ints-3202,,,,,,,,
ROAD LINK - 20876-3331,3331,null,null,0.88,,,,,,,,,road,geos-UTAV,ints-2363,,,,,,,,
ROAD LINK - 20877-4390,4390,null,null,0.6,,,,,,,,,road,geos-UTAR,ints-2873,,,,,,,,
ROAD LINK - 20878-6222,6222,null,null,0.88,,,,,,,,,road,geos-UTAD,ints-2363,,,,,,,,
ROAD LINK - 20879-1479,1479,null,null,0.88,,,,,,,,,road,geos-USZV,ints-2363,,,,,,,,
ROAD LINK - 20880-5426,5426,null,null,0.51,,,,,,,,,road,geos-USZF,ints-3385,,,,,,,,
ROAD LINK - 20881-442,442,null,null,0.51,,,,,,,,,road,geos-USZE,ints-3385,,,,,,,,
ROAD LINK - 20882-2093,2093,null,null,1.07,,,,,,,,,road,geos-USZD,ints-3257,,,,,,,,
ROAD LINK - 20883-5720,5720,null,null,0.5,,,,,,,,,road,geos-USXL,ints-333,,,,,,,,
ROAD LINK - 20884-1174,1174,null,null,0.26,,,,,,,,,road,geos-USUL,ints-1088,,,,,,,,
ROAD LINK - 20885-2393,2393,null,null,0.26,,,,,,,,,road,geos-USUJ,ints-1088,,,,,,,,
ROAD LINK - 20886-4530,4530,null,null,0.33,,,,,,,,,road,geos-USTK,ints-3650,,,,,,,,
ROAD LINK - 20887-6185,6185,null,null,0.92,,,,,,,,,road,geos-USTE,ints-3650,,,,,,,,
ROAD LINK - 20888-1243,1243,null,null,0.21,,,,,,,,,road,geos-USQX,ints-1162,,,,,,,,
ROAD LINK - 20889-2877,2877,null,null,1.32,,,,,,,,,road,geos-USQP,ints-4426,,,,,,,,
ROAD LINK - 20890-656,656,null,null,0.92,,,,,,,,,road,geos-USQL,ints-1536,,,,,,,,
ROAD LINK - 20891-2134,2134,null,null,23.5,,,,,,,,,road,geos-USGB,ints-1709,,,,,,,,
ROAD LINK - 20892-3626,3626,null,null,1.4,,,,,,,,,road,geos-USEB,ints-3142,,,,,,,,
ROAD LINK - 20893-5841,5841,null,null,2.41,,,,,,,,,road,geos-USDV,ints-106,,,,,,,,
ROAD LINK - 20894-2642,2642,null,null,2.8,,,,,,,,,road,geos-URWP,ints-6287,,,,,,,,
ROAD LINK - 20895-4123,4123,null,null,1.75,,,,,,,,,road,geos-URTH,ints-3344,,,,,,,,
ROAD LINK - 20896-6151,6151,null,null,1.8,,,,,,,,,road,geos-URPB,ints-4097,,,,,,,,
ROAD LINK - 20897-1570,1570,null,null,25.65,,,,,,,,,road,geos-UQJP,ints-2878,,,,,,,,
ROAD LINK - 20898-2836,2836,null,null,0.88,,,,,,,,,road,geos-UPWV,ints-2749,,,,,,,,
ROAD LINK - 20899-4843,4843,null,null,1.01,,,,,,,,,road,geos-UPWJ,ints-3985,,,,,,,,
ROAD LINK - 20900-5224,5224,null,null,0.44,,,,,,,,,road,geos-UPBB,ints-653,,,,,,,,
ROAD LINK - 20901-3596,3596,null,null,1.02,,,,,,,,,road,geos-UNUW,ints-4358,,,,,,,,
ROAD LINK - 20902-2216,2216,null,null,4.07,,,,,,,,,road,geos-UNFA,ints-1074,,,,,,,,
ROAD LINK - 20903-746,746,null,null,0.8,,,,,,,,,road,geos-UMVV,ints-5164,,,,,,,,
ROAD LINK - 20904-135,135,null,null,1.27,,,,,,,,,road,geos-UMLH,ints-79,,,,,,,,
ROAD LINK - 20905-4731,4731,null,null,1.72,,,,,,,,,road,geos-UMHZ,ints-4581,,,,,,,,
ROAD LINK - 20906-3479,3479,null,null,1.54,,,,,,,,,road,geos-UMHK,ints-4379,,,,,,,,
ROAD LINK - 20907-1811,1811,null,null,0.41,,,,,,,,,road,geos-UMEL,ints-1697,,,,,,,,
ROAD LINK - 20908-6022,6022,null,null,2.63,,,,,,,,,road,geos-ULYB,ints-5531,,,,,,,,
ROAD LINK - 20909-4370,4370,null,null,20.33,,,,,,,,,road,geos-ULFR,ints-810,,,,,,,,
ROAD LINK - 20910-3253,3253,null,null,18.16,,,,,,,,,road,geos-ULAB,ints-1229,,,,,,,,
ROAD LINK - 20911-1604,1604,null,null,6.2,,,,,,,,,road,geos-UKUV,ints-2051,,,,,,,,
ROAD LINK - 20912-362,362,null,null,5.45,,,,,,,,,road,geos-UKDP,ints-5370,,,,,,,,
ROAD LINK - 20913-4910,4910,null,null,1.05,,,,,,,,,road,geos-UKAP,ints-5689,,,,,,,,
ROAD LINK - 20914-4449,4449,null,null,1.28,,,,,,,,,road,geos-UJKH,ints-5915,,,,,,,,
ROAD LINK - 20915-4340,4340,null,null,0.8,,,,,,,,,road,geos-UJJB,ints-3511,,,,,,,,
ROAD LINK - 20916-3103,3103,null,null,2.78,,,,,,,,,road,geos-UJJA,ints-2891,,,,,,,,
ROAD LINK - 20918-5582,5582,null,null,0.75,,,,,,,,,road,geos-UJBZ,ints-1498,,,,,,,,
ROAD LINK - 20919-3917,3917,null,null,0.94,,,,,,,,,road,geos-UHJK,ints-5182,,,,,,,,
ROAD LINK - 20920-2255,2255,null,null,1.47,,,,,,,,,road,geos-UHHZ,ints-5182,,,,,,,,
ROAD LINK - 20921-91,91,null,null,0.71,,,,,,,,,road,geos-UHCE,ints-95,,,,,,,,
ROAD LINK - 20922-5071,5071,null,null,0.64,,,,,,,,,road,geos-UHBY,ints-1549,,,,,,,,
ROAD LINK - 20923-3431,3431,null,null,21.79,,,,,,,,,road,geos-UGCS,ints-3079,,,,,,,,
ROAD LINK - 20924-2942,2942,null,null,0.64,,,,,,,,,road,geos-UGCF,ints-2122,,,,,,,,
ROAD LINK - 20925-1211,1211,null,null,1.56,,,,,,,,,road,geos-UFD1,ints-3244,,,,,,,,
ROAD LINK - 20926-1528,1528,null,null,1.83,,,,,,,,,road,geos-UFCV,ints-5002,,,,,,,,
ROAD LINK - 20927-6092,6092,null,null,1.83,,,,,,,,,road,geos-UFCS,ints-5002,,,,,,,,
ROAD LINK - 20928-4045,4045,null,null,0.95,,,,,,,,,road,geos-UEXP,ints-62,,,,,,,,
ROAD LINK - 20929-2392,2392,null,null,1.14,,,,,,,,,road,geos-UEXL,ints-5935,,,,,,,,
ROAD LINK - 20930-457,457,null,null,0.64,,,,,,,,,road,geos-UEND,ints-3732,,,,,,,,
ROAD LINK - 20931-5274,5274,null,null,1.31,,,,,,,,,road,geos-UEBP,ints-6360,,,,,,,,
ROAD LINK - 20932-4400,4400,null,null,1.64,,,,,,,,,road,geos-UEBL,ints-6360,,,,,,,,
ROAD LINK - 20933-2928,2928,null,null,2.75,,,,,,,,,road,geos-UCTL,ints-4552,,,,,,,,
ROAD LINK - 20934-1067,1067,null,null,0.27,,,,,,,,,road,geos-UCTE,ints-4428,,,,,,,,
ROAD LINK - 20935-5821,5821,null,null,0.49,,,,,,,,,road,geos-UCMH,ints-1410,,,,,,,,
ROAD LINK - 20936-3996,3996,null,null,11.29,,,,,,,,,road,geos-UBNS,ints-6361,,,,,,,,
ROAD LINK - 20937-4097,4097,null,null,5.95,,,,,,,,,road,geos-UBHS,ints-2635,,,,,,,,
ROAD LINK - 20938-662,662,null,null,1.98,,,,,,,,,road,geos-UBHP,ints-3691,,,,,,,,
ROAD LINK - 20939-5447,5447,null,null,3.95,,,,,,,,,road,geos-UAUW,ints-4036,,,,,,,,
ROAD LINK - 20940-4846,4846,null,null,4.5,,,,,,,,,road,geos-UAKE,ints-4498,,,,,,,,
ROAD LINK - 20941-4561,4561,null,null,6.1,,,,,,,,,road,geos-UABY,ints-5533,,,,,,,,
ROAD LINK - 20942-3094,3094,null,null,2.07,,,,,,,,,road,geos-UABS,ints-5533,,,,,,,,
ROAD LINK - 20943-1353,1353,null,null,0.37,,,,,,,,,road,geos-TZHY,ints-6379,,,,,,,,
ROAD LINK - 20944-5707,5707,null,null,4.13,,,,,,,,,road,geos-TYMX,ints-3643,,,,,,,,
ROAD LINK - 20945-4258,4258,null,null,2.09,,,,,,,,,road,geos-TXCE,ints-2992,,,,,,,,
ROAD LINK - 20946-2371,2371,null,null,0.21,,,,,,,,,road,geos-TWZR,ints-5563,,,,,,,,
ROAD LINK - 20947-925,925,null,null,0.15,,,,,,,,,road,geos-TWVH,ints-530,,,,,,,,
ROAD LINK - 20948-5300,5300,null,null,4.68,,,,,,,,,road,geos-TWLR,ints-1998,,,,,,,,
ROAD LINK - 20949-3840,3840,null,null,1.4,,,,,,,,,road,geos-TWEH,ints-4939,,,,,,,,
ROAD LINK - 20950-4835,4835,null,null,1.4,,,,,,,,,road,geos-TWEG,ints-4939,,,,,,,,
ROAD LINK - 20951-3063,3063,null,null,9.13,,,,,,,,,road,geos-TWAC,ints-2246,,,,,,,,
ROAD LINK - 20952-1420,1420,null,null,4.17,,,,,,,,,road,geos-TVYY,ints-769,,,,,,,,
ROAD LINK - 20953-5974,5974,null,null,4.17,,,,,,,,,road,geos-TVYX,ints-769,,,,,,,,
ROAD LINK - 20954-4635,4635,null,null,4.17,,,,,,,,,road,geos-TVYC,ints-769,,,,,,,,
ROAD LINK - 20955-3008,3008,null,null,44.35,,,,,,,,,road,geos-TUMM,ints-2803,,,,,,,,
ROAD LINK - 20956-1400,1400,null,null,0.67,,,,,,,,,road,geos-TUJL,ints-1469,,,,,,,,
ROAD LINK - 20957-5953,5953,null,null,0.19,,,,,,,,,road,geos-TTWZ,ints-6175,,,,,,,,
ROAD LINK - 20958-4293,4293,null,null,0.1,,,,,,,,,road,geos-TTWX,ints-1210,,,,,,,,
ROAD LINK - 20959-4216,4216,null,null,0.26,,,,,,,,,road,geos-TSRD,ints-3237,,,,,,,,
ROAD LINK - 20960-4209,4209,null,null,4.28,,,,,,,,,road,geos-TSKU,ints-4808,,,,,,,,
ROAD LINK - 20961-2726,2726,null,null,0.96,,,,,,,,,road,geos-TRAH,ints-3887,,,,,,,,
ROAD LINK - 20962-4971,4971,null,null,0.38,,,,,,,,,road,geos-TQUK,ints-6174,,,,,,,,
ROAD LINK - 20963-3358,3358,null,null,1.84,,,,,,,,,road,geos-TQUD,ints-4655,,,,,,,,
ROAD LINK - 20964-1694,1694,null,null,0.3,,,,,,,,,road,geos-TQTV,ints-6408,,,,,,,,
ROAD LINK - 20965-1443,1443,null,null,0.3,,,,,,,,,road,geos-TQRU,ints-5985,,,,,,,,
ROAD LINK - 20967-4361,4361,null,null,2.34,,,,,,,,,road,geos-TQKD,ints-2420,,,,,,,,
ROAD LINK - 20968-2686,2686,null,null,2.04,,,,,,,,,road,geos-TQJX,ints-5571,,,,,,,,
ROAD LINK - 20969-983,983,null,null,2.4,,,,,,,,,road,geos-TQJG,ints-3676,,,,,,,,
ROAD LINK - 20970-2555,2555,null,null,2.04,,,,,,,,,road,geos-TQJF,ints-5571,,,,,,,,
ROAD LINK - 20971-1260,1260,null,null,0.58,,,,,,,,,road,geos-TQGJ,ints-2615,,,,,,,,
ROAD LINK - 20972-5909,5909,null,null,15.72,,,,,,,,,road,geos-TPSL,ints-6345,,,,,,,,
ROAD LINK - 20973-2921,2921,null,null,1.07,,,,,,,,,road,geos-TPRZ,ints-5478,,,,,,,,
ROAD LINK - 20974-1454,1454,null,null,0.49,,,,,,,,,road,geos-TPAR,ints-2182,,,,,,,,
