KEY,SHAPE_ROW,AvailableMilitary,type,CraneQuantity,ContOffRate,ContOnRate,BBOffRate,BBOnRate,ServeAll,Port,BerthsServed,FromDay,ToDay,Available,Ramps,Modified,DifferentCSC
YRTKGENERAL PU01_Crane,134217727,,,,,,,,,YRTK,,,,,,,null
ZLVWBBULK/RORO01_Crane,134217727,,,,,,,,,ZLVW,,,,,,,null
ZLVWBBULK/RORO02_Crane,134217727,,,,,,,,,ZLVW,,,,,,,null
ZLVWBREAKBULK 01_Crane,134217727,,,,,,,,,ZLVW,,,,,,,null
ZLVWGENERAL PU01_Crane,134217727,,,,,,,,,ZLVW,,,,,,,null
ZMJJVISA      01_Crane,134217727,,,,,,,,,ZMJJ,,,,,,,null
ZNMCBBULK/RORO01_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCBBULK/RORO02_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCBBULK/RORO03_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCBBULK/RORO04_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCGENERAL PU01_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCGENERAL PU02_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCGENERAL PU03_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCGENERAL PU04_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCGENERAL PU05_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCRORO      01_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZNMCVISA      01_Crane,134217727,,,,,,,,,ZNMC,,,,,,,null
ZSJCVISA      01_Crane,134217727,,,,,,,,,ZSJC,,,,,,,null
gantry crane-AVBU Terminal-19774,51,,,,,,,,,AVBU,"all-purpose berth-AVBU Terminal-19773,",,,,,,null
gantry crane-DKSD Terminal-19779,52,,,,,,,,,DKSD,"Charleston-all-purpose berth-DKSD -19778,",,,,,,null
gantry crane-FQZF Terminal-19856,64,,,,,,,,,FQZF,"all-purpose berth-FQZF Terminal-19855,",,,,,,null
