KEY,SHAPE_ROW,BerthLength,ShipSpacing,BerthDepth,BerthWidth,ApronWidth,AvailableMilitary,TankerOnOffPerShip,type,HotCargo,Overhang,Pumps,PrevBerth,NextBerth,Port,BerthGroup,FromDay,ToDay,Available,TerminalName,Modified,DifferentCSC,TotalNEWLimit
GULFPORT -JTVH-PRT:GULFPORT all-purpose berth-JTVH,19,5000.0,50.0,55.0,800.0,120.0,true,2000.0,ALL-PURPOSE,Both,0.0,0,null,null,GULFPORT -JTVH-PRT,GULFPORT BG-JTVH Terminal-19783,-999.0,99999.0,true,GULFPORT -JTVH-PRT,M,false,
HAIFA -JWJY-PRT:HEFAA -JWJY-PRT:JWJYVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,HEFAA -JWJY-PRT,JWJYVISA      01,0.0,99999.0,true,,M,false,
HAKATA -JWTD-PRT:JWTDVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,HAKATA -JWTD-PRT,JWTDVISA      01,0.0,99999.0,true,,M,false,
HALIFAX -JXKM-PRT:JXKMGENERAL PU01,134217727,2000.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,HALIFAX -JXKM-PRT,JXKMGENERAL PU01,0.0,99999.0,true,,M,false,
HALIFAX -JXKM-PRT:JXKMVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,HALIFAX -JXKM-PRT,JXKMVISA      01,0.0,99999.0,true,,M,false,
HAMBURG -JYPN-PRT:JYPNVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,HAMBURG -JYPN-PRT,JYPNVISA      01,0.0,99999.0,true,,M,false,
HONG KONG ABERDEE -KZPH-PRT:HONG KONG-ABERDEE -KZPH-PRT:KZPHVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,HONG KONG-ABERDEE -KZPH-PRT,KZPHVISA      01,0.0,99999.0,true,,M,false,
HONOLULU -KZTZ-PRT:KZTZVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,HONOLULU -KZTZ-PRT,KZTZVISA      01,0.0,99999.0,true,,M,false,
HOUSTON -LCMT-PRT:LCMTVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,HOUSTON -LCMT-PRT,LCMTVISA      01,0.0,99999.0,true,,M,false,
INDIAN ISLAND -LKPE-PRT:INDIAN ISLAND ORD -LKPE-NYI:LKPEBBULK/AMMO01,134217727,660.0,50.0,55.0,800.0,60.0,true,2000.0,BBULK/AMMO,BOTH,0.0,0,null,null,INDIAN ISLAND ORD -LKPE-NYI,LKPEBBULK/AMMO01,0.0,99999.0,true,,M,false,
INDIAN ISLAND -LKPE-PRT:INDIAN ISLAND ORD -LKPE-NYI:LKPECONT/AMMO 01,134217727,1000.0,50.0,55.0,800.0,60.0,true,2000.0,CONT/AMMO,BOTH,0.0,0,null,null,INDIAN ISLAND ORD -LKPE-NYI,LKPECONT/AMMO 01,0.0,99999.0,true,,M,false,
INDIAN OCEAN -00IO-OCN:00IOGENERAL PU01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,INDIAN OCEAN -00IO-OCN,00IOGENERAL PU01,0.0,99999.0,true,,M,false,
IZMIR -LRNC-PRT:LRNCVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,IZMIR -LRNC-PRT,LRNCVISA      01,0.0,99999.0,true,,M,false,
JACKSONVILLE -LSGM-PRT:JACKSONVILLE all-purpose berth-LSGM,29,5000.0,50.0,55.0,800.0,120.0,true,2000.0,ALL-PURPOSE,Both,0.0,0,null,null,JACKSONVILLE -LSGM-PRT,JACKSONVILLE berth group-LSGM,-999.0,99999.0,true,JACKSONVILLE -LSGM-PRT,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO01,134217727,2378.0,50.0,44.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO01,0.0,99999.0,true,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO02,134217727,1968.0,50.0,44.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO02,0.0,99999.0,true,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO03,134217727,1394.0,50.0,44.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO03,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO04,134217727,890.0,50.0,39.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO04,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO05,134217727,1230.0,50.0,39.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO05,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO06,134217727,5904.0,50.0,39.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO06,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO07,134217727,3690.0,50.0,44.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO07,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO08,134217727,2460.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO08,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO09,134217727,656.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO09,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO10,134217727,1722.0,50.0,39.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO10,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPBBULK/RORO11,134217727,1640.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPBBULK/RORO11,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPGENERAL PU01,134217727,7052.0,50.0,39.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPGENERAL PU01,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPGENERAL PU02,134217727,5330.0,50.0,44.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPGENERAL PU02,0.0,99999.0,false,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPRORO      01,134217727,1476.0,50.0,44.0,800.0,60.0,true,2000.0,RORO,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPRORO      01,0.0,99999.0,true,,M,false,
JEDDAH -LUTP-PRT:JUDDAH -LUTP-PRT:LUTPVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,JUDDAH -LUTP-PRT,LUTPVISA      01,0.0,99999.0,true,,M,false,
JUBAIL PORT -LWEV-PRT:JUBAIL -LWEV-PRT:LWEVBBULK/RORO01,134217727,3280.0,50.0,44.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,JUBAIL -LWEV-PRT,LWEVBBULK/RORO01,0.0,99999.0,true,,M,false,
JUBAIL PORT -LWEV-PRT:JUBAIL -LWEV-PRT:LWEVGENERAL PU01,134217727,1968.0,50.0,44.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,JUBAIL -LWEV-PRT,LWEVGENERAL PU01,0.0,99999.0,true,,M,false,
JUBAIL PORT -LWEV-PRT:JUBAIL -LWEV-PRT:LWEVGENERAL PU02,134217727,1640.0,50.0,44.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,JUBAIL -LWEV-PRT,LWEVGENERAL PU02,0.0,99999.0,true,,M,false,
JUBAIL PORT -LWEV-PRT:JUBAIL -LWEV-PRT:LWEVGENERAL PU03,134217727,5562.0,50.0,37.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,JUBAIL -LWEV-PRT,LWEVGENERAL PU03,0.0,99999.0,true,,M,false,
KANDLA -LYAP-PRT:LYAPVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,KANDLA -LYAP-PRT,LYAPVISA      01,0.0,99999.0,true,,M,false,
KAOHSIUNG TSOYING -LYRV-NYI:KAOHSIUNG-TSOYING -LYRV-NYI:LYRVVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,KAOHSIUNG-TSOYING -LYRV-NYI,LYRVVISA      01,0.0,99999.0,true,,M,false,
KARACHI -LYTM-PRT:LYTMJLOTS     01,134217727,3000.0,50.0,40.0,800.0,60.0,true,500.0,JLOTS,BOTH,0.0,0,null,null,KARACHI -LYTM-PRT,LYTMJLOTS     01,0.0,99999.0,true,,M,false,
KARACHI -LYTM-PRT:LYTMVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,KARACHI -LYTM-PRT,LYTMVISA      01,0.0,99999.0,false,,M,false,
KOBE -MKAG-PRT:MKAGVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,KOBE -MKAG-PRT,MKAGVISA      01,0.0,99999.0,true,,M,false,
KOPER -MLDL-PRT:MLDLGENERAL PU01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,KOPER -MLDL-PRT,MLDLGENERAL PU01,0.0,99999.0,true,,M,false,
KOPER -MLDL-PRT:MLDLVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,KOPER -MLDL-PRT,MLDLVISA      01,0.0,99999.0,true,,M,false,
KUNSAN -MLWY-PRT:MLWYBBULK/RORO01,134217727,1807.0,,26.0,,,true,,BBULK/RORO,BOTH,,,null,null,KUNSAN -MLWY-PRT,MLWYBBULK/RORO01,0.0,,false,,,false,
KUNSAN -MLWY-PRT:MLWYBBULK/RORO02,134217727,2100.0,,26.0,,,true,,BBULK/RORO,BOTH,,,null,null,KUNSAN -MLWY-PRT,MLWYBBULK/RORO02,0.0,,false,,,false,
KUNSAN -MLWY-PRT:MLWYGENERAL PU01,134217727,1722.0,,26.0,,,true,,GENERAL PURP,BOTH,,,null,null,KUNSAN -MLWY-PRT,MLWYGENERAL PU01,0.0,,false,,,false,
KWANGYANG -MMGH-PRT:MMGHGENERAL PU01,134217727,2361.0,50.0,39.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,KWANGYANG -MMGH-PRT,MMGHGENERAL PU01,0.0,99999.0,true,,M,false,
KWANGYANG -MMGH-PRT:MMGHGENERAL PU02,134217727,918.0,50.0,46.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,KWANGYANG -MMGH-PRT,MMGHGENERAL PU02,0.0,99999.0,true,,M,false,
KWANGYANG -MMGH-PRT:MMGHGENERAL PU03,134217727,787.0,50.0,37.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,KWANGYANG -MMGH-PRT,MMGHGENERAL PU03,0.0,99999.0,true,,M,false,
KWANGYANG -MMGH-PRT:MMGHGENERAL PU04,134217727,4362.0,50.0,46.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,KWANGYANG -MMGH-PRT,MMGHGENERAL PU04,0.0,99999.0,true,,M,false,
KWANGYANG -MMGH-PRT:MMGHRORO      01,134217727,2427.0,50.0,23.0,800.0,60.0,true,2000.0,RORO,BOTH,0.0,0,null,null,KWANGYANG -MMGH-PRT,MMGHRORO      01,0.0,99999.0,true,,M,false,
KWANGYANG -MMGH-PRT:MMGHVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,KWANGYANG -MMGH-PRT,MMGHVISA      01,0.0,99999.0,true,,M,false,
LE HAVRE -MZJK-PRT:MZJKVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,LE HAVRE -MZJK-PRT,MZJKVISA      01,0.0,99999.0,true,,M,false,
LIVERPOOL -NLFL-PRT:NLFLGENERAL PU01,134217727,2000.0,50.0,36.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,LIVERPOOL -NLFL-PRT,NLFLGENERAL PU01,0.0,99999.0,true,,M,false,
LIVORNO -NBDY-PRT:NBDYVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,LIVORNO -NBDY-PRT,NBDYVISA      01,0.0,99999.0,true,,M,false,
LOME -NNWH-PRT:NNWHVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,LOME -NNWH-PRT,NNWHVISA      01,0.0,99999.0,true,,M,false,
LONG BEACH -NPTU-PRT:LONG BEACH all-purpose berth-NPTU,24,5000.0,50.0,55.0,800.0,120.0,true,2000.0,ALL-PURPOSE,Both,0.0,0,null,null,LONG BEACH -NPTU-PRT,LONG BEACH berth group-NPTU,-999.0,99999.0,true,LONG BEACH -NPTU-PRT,M,false,
LOS ANGELES -NSAN-PRT:NSANGENERAL PU01,134217727,1000.0,50.0,45.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,LOS ANGELES -NSAN-PRT,NSANGENERAL PU01,0.0,99999.0,false,,M,false,
LOS ANGELES -NSAN-PRT:NSANVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,LOS ANGELES -NSAN-PRT,NSANVISA      01,0.0,99999.0,true,,M,false,
MANILA -PAXM-PRT:PAXMVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,MANILA -PAXM-PRT,PAXMVISA      01,0.0,99999.0,true,,M,false,
MANZANILLO -PCFC-PRT:PCFCVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,MANZANILLO -PCFC-PRT,PCFCVISA      01,0.0,99999.0,true,,M,false,
"MANZANILLO -PCFG-PRT:MANZANILLO, PAN -PCFG-PRT:PCFGVISA      01",134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,"MANZANILLO, PAN -PCFG-PRT",PCFGVISA      01,0.0,99999.0,true,,M,false,
MASAN -PKVP-PRT:PKVPBBULK/RORO01,134217727,1377.0,50.0,30.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MASAN -PKVP-PRT,PKVPBBULK/RORO01,0.0,99999.0,true,,M,false,
MASAN -PKVP-PRT:PKVPBBULK/RORO02,134217727,1377.0,50.0,36.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MASAN -PKVP-PRT,PKVPBBULK/RORO02,0.0,99999.0,true,,M,false,
MASAN -PKVP-PRT:PKVPGENERAL PU01,134217727,3444.0,50.0,33.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,MASAN -PKVP-PRT,PKVPGENERAL PU01,0.0,99999.0,true,,M,false,
MIAMI -QCFF-PRT:QCFFVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,MIAMI -QCFF-PRT,QCFFVISA      01,0.0,99999.0,true,,M,false,
MINA JEBEL ALI -QHPB-PRT:QHPBBBULK/RORO01,134217727,6156.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA JEBEL ALI -QHPB-PRT,QHPBBBULK/RORO01,0.0,99999.0,true,,M,false,
MINA JEBEL ALI -QHPB-PRT:QHPBBBULK/RORO02,134217727,7692.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA JEBEL ALI -QHPB-PRT,QHPBBBULK/RORO02,0.0,99999.0,false,,M,false,
MINA JEBEL ALI -QHPB-PRT:QHPBBBULK/RORO03,134217727,3078.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA JEBEL ALI -QHPB-PRT,QHPBBBULK/RORO03,0.0,99999.0,false,,M,false,
MINA JEBEL ALI -QHPB-PRT:QHPBGENERAL PU01,134217727,4001.0,50.0,43.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,MINA JEBEL ALI -QHPB-PRT,QHPBGENERAL PU01,0.0,99999.0,true,,M,false,
MINA JEBEL ALI -QHPB-PRT:QHPBVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,MINA JEBEL ALI -QHPB-PRT,QHPBVISA      01,0.0,99999.0,true,,M,false,
MINA QABOOS -TVXA-PRT:QABOOS -TVXA-PRT:TVXABBULK/RORO01,134217727,750.0,50.0,31.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,QABOOS -TVXA-PRT,TVXABBULK/RORO01,0.0,99999.0,false,,M,false,
MINA QABOOS -TVXA-PRT:QABOOS -TVXA-PRT:TVXABBULK/RORO02,134217727,650.0,50.0,30.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,QABOOS -TVXA-PRT,TVXABBULK/RORO02,0.0,99999.0,false,,M,false,
MINA QABOOS -TVXA-PRT:QABOOS -TVXA-PRT:TVXABBULK/RORO03,134217727,1200.0,50.0,28.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,QABOOS -TVXA-PRT,TVXABBULK/RORO03,0.0,99999.0,false,,M,false,
MINA QABOOS -TVXA-PRT:QABOOS -TVXA-PRT:TVXABREAKBULK 01,134217727,600.0,50.0,30.0,800.0,60.0,true,2000.0,BREAKBULK,BOTH,0.0,0,null,null,QABOOS -TVXA-PRT,TVXABREAKBULK 01,0.0,99999.0,false,,M,false,
MINA QABOOS -TVXA-PRT:QABOOS -TVXA-PRT:TVXAGENERAL PU01,134217727,1500.0,50.0,34.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,QABOOS -TVXA-PRT,TVXAGENERAL PU01,0.0,99999.0,true,,M,false,
MINA QABOOS -TVXA-PRT:QABOOS -TVXA-PRT:TVXAGENERAL PU02,134217727,1200.0,50.0,30.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,QABOOS -TVXA-PRT,TVXAGENERAL PU02,0.0,99999.0,false,,M,false,
MINA SAQR -QHPD-PRT:QHPDBBULK/RORO01,134217727,656.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA SAQR -QHPD-PRT,QHPDBBULK/RORO01,0.0,99999.0,true,,M,false,
MINA SAQR -QHPD-PRT:QHPDBBULK/RORO02,134217727,1312.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA SAQR -QHPD-PRT,QHPDBBULK/RORO02,0.0,99999.0,false,,M,false,
MINA SAQR -QHPD-PRT:QHPDGENERAL PU01,134217727,1968.0,50.0,37.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,MINA SAQR -QHPD-PRT,QHPDGENERAL PU01,0.0,99999.0,true,,M,false,
MINA ZAYED -QHPF-PRT:QHPFBBULK/RORO01,134217727,3050.0,50.0,31.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA ZAYED -QHPF-PRT,QHPFBBULK/RORO01,0.0,99999.0,false,,M,false,
MINA ZAYED -QHPF-PRT:QHPFBBULK/RORO02,134217727,656.0,50.0,34.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA ZAYED -QHPF-PRT,QHPFBBULK/RORO02,0.0,99999.0,false,,M,false,
MINA ZAYED -QHPF-PRT:QHPFBBULK/RORO03,134217727,1902.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA ZAYED -QHPF-PRT,QHPFBBULK/RORO03,0.0,99999.0,false,,M,false,
MINA ZAYED -QHPF-PRT:QHPFBBULK/RORO04,134217727,1148.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MINA ZAYED -QHPF-PRT,QHPFBBULK/RORO04,0.0,99999.0,false,,M,false,
MINA ZAYED -QHPF-PRT:QHPFGENERAL PU01,134217727,1508.0,50.0,42.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,MINA ZAYED -QHPF-PRT,QHPFGENERAL PU01,0.0,99999.0,true,,M,false,
MINA ZAYED -QHPF-PRT:QHPFGENERAL PU02,134217727,1508.0,50.0,34.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,MINA ZAYED -QHPF-PRT,QHPFGENERAL PU02,0.0,99999.0,true,,M,false,
MINA ZAYED -QHPF-PRT:QHPFVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,MINA ZAYED -QHPF-PRT,QHPFVISA      01,0.0,99999.0,true,,M,false,
MOKPO -QNPW-PRT:QNPWBBULK/RORO01,134217727,1607.0,50.0,49.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,MOKPO -QNPW-PRT,QNPWBBULK/RORO01,0.0,99999.0,false,,M,false,
MOKPO -QNPW-PRT:QNPWBREAKBULK 01,134217727,551.0,50.0,29.0,800.0,60.0,true,2000.0,BREAKBULK,BOTH,0.0,0,null,null,MOKPO -QNPW-PRT,QNPWBREAKBULK 01,0.0,99999.0,false,,M,false,
MOREHEAD CITY -QTUP-PRT:MOREHEAD CITY All PurP-QTUP -19793,20,5000.0,50.0,55.0,800.0,120.0,true,2000.0,ALL-PURPOSE,Both,0.0,0,null,null,MOREHEAD CITY -QTUP-PRT,MOREHEAD CITY BG-QTUP -19792,-999.0,99999.0,true,MOREHEAD CITY -QTUP-PRT,M,false,
MUHAMMAD QASIM -BQWA-PRT:GOTH JUMO-BIN QAS -BQWA-PRT:BQWAVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,GOTH JUMO-BIN QAS -BQWA-PRT,BQWAVISA      01,0.0,99999.0,true,,M,false,
MUKHOJIN NI -RBXH-PRT:RBXHBBULK/RORO01,134217727,968.0,,26.0,,,true,,BBULK/RORO,BOTH,,,null,null,MUKHOJIN NI -RBXH-PRT,RBXHBBULK/RORO01,0.0,,false,,,false,
MUKHOJIN NI -RBXH-PRT:RBXHGENERAL PU01,134217727,1083.0,,30.0,,,true,,GENERAL PURP,BOTH,,,null,null,MUKHOJIN NI -RBXH-PRT,RBXHGENERAL PU01,0.0,,false,,,false,
MUSCAT -RCYQ-CTY:RCYQVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,MUSCAT -RCYQ-CTY,RCYQVISA      01,0.0,99999.0,true,,M,false,
MUSCAT -RCYT-PRT:MASQAT -RCYT-PRT:RCYTVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,MASQAT -RCYT-PRT,RCYTVISA      01,0.0,99999.0,true,,M,false,
NAGOYA -RELG-PRT:RELGVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,NAGOYA -RELG-PRT,RELGVISA      01,0.0,99999.0,true,,M,false,
NAHA -REPV-PRT:REPVBBULK/AMMO01,134217727,750.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/AMMO,BOTH,0.0,0,null,null,NAHA -REPV-PRT,REPVBBULK/AMMO01,0.0,99999.0,false,,M,false,
NAHA -REPV-PRT:REPVBBULK/CONT01,134217727,1000.0,50.0,37.0,800.0,60.0,true,2000.0,BBULK/CONTNR,BOTH,0.0,0,null,null,NAHA -REPV-PRT,REPVBBULK/CONT01,0.0,99999.0,true,,M,false,
NAHA -REPV-PRT:REPVBBULK/RORO01,134217727,1067.0,50.0,34.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,NAHA -REPV-PRT,REPVBBULK/RORO01,0.0,99999.0,true,,M,false,
NAHA -REPV-PRT:REPVBBULK/RORO02,134217727,1554.0,50.0,34.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,NAHA -REPV-PRT,REPVBBULK/RORO02,0.0,99999.0,true,,M,false,
NAHA -REPV-PRT:REPVBBULK/RORO03,134217727,505.0,50.0,34.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,NAHA -REPV-PRT,REPVBBULK/RORO03,0.0,99999.0,true,,M,false,
NAHA -REPV-PRT:REPVBBULK/RORO04,134217727,501.0,50.0,34.0,800.0,60.0,true,2000.0,BBULK/RORO,BOTH,0.0,0,null,null,NAHA -REPV-PRT,REPVBBULK/RORO04,0.0,99999.0,true,,M,false,
NAHA -REPV-PRT:REPVVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,NAHA -REPV-PRT,REPVVISA      01,0.0,99999.0,true,,M,false,
NAPLES -RGJW-PRT:RGJWGENERAL PU01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,GENERAL PURP,BOTH,0.0,0,null,null,NAPLES -RGJW-PRT,RGJWGENERAL PU01,0.0,99999.0,true,,M,false,
NAPLES -RGJW-PRT:RGJWVISA      01,134217727,9999.0,50.0,99.0,800.0,60.0,true,2000.0,VISA,BOTH,0.0,0,null,null,NAPLES -RGJW-PRT,RGJWVISA      01,0.0,99999.0,true,,M,false,
