KEY,SHAPE_ROW,CountryStateCode,Latitude,Longitude
CVVM intersection,6893,,37.504398345947266,-77.3197021484375
CWBG intersection,7134,,44.233299255371094,-85.36669921875
CWCE intersection,7131,,40.29999923706055,-81.0
CWKR intersection,7967,,34.66669845581055,-77.33329772949219
CWWK intersection,7161,,43.650001525878906,-116.66670227050781
CYCQ intersection,7206,,33.516700744628906,-92.83329772949219
CYEQ intersection,7203,,39.93330001831055,-75.11669921875
CYJU intersection,7251,,34.266700744628906,-80.5999984741211
CYPV intersection,7865,,34.11669921875,-92.0333023071289
CYTW intersection,7778,,21.31920051574707,-157.9293975830078
CYWF intersection,7017,,36.67166519165039,-87.49333190917969
CZJF intersection,7242,,48.483299255371094,-99.19999694824219
CZQZ intersection,7025,,34.3849983215332,-103.32389068603516
DBMT intersection,7478,,37.31669998168945,-89.5167007446289
DBRT intersection,7493,,39.08330154418945,-74.81670379638672
DCFT intersection,6952,,39.844200134277344,-89.67890167236328
DDPF intersection,7083,,32.768890380859375,-97.44110870361328
DDPK intersection,7819,,32.78329849243164,-97.43329620361328
DDQW intersection,8127,,32.733299255371094,-97.43329620361328
DEFW intersection,7573,,37.16669845581055,-94.33329772949219
DERM intersection,7603,,42.83330154418945,-106.33329772949219
DESR intersection,7096,,37.38055419921875,-120.56722259521484
DGAB intersection,7100,,30.216100692749023,-81.875
DGGB intersection,7650,,42.00830078125,-91.6438980102539
DGGD intersection,8206,,41.96689987182617,-91.66470336914062
DGXC intersection,7959,,32.93330001831055,-87.13330078125
DHQB intersection,7154,,39.95000076293945,-77.66670227050781
DHRF intersection,7152,,33.58330154418945,-84.36669921875
DJCF intersection,6764,,34.141700744628906,-119.11109924316406
DKAD intersection,7195,,35.29999923706055,-94.04720306396484
DKFX intersection,6906,,32.899166107177734,-80.03888702392578
DKFY intersection,7808,,32.78329849243164,-79.91670227050781
DKGJ intersection,7755,,32.90330123901367,-79.97969818115234
DKGK intersection,7200,,32.79999923706055,-79.9666976928711
DKGL intersection,8144,,32.77640151977539,-79.931396484375
DKGT intersection,7809,,32.900001525878906,-80.0333023071289
DKSD intersection,8058,,32.78333282470703,-79.91666412353516
DKTB intersection,7714,,32.763301849365234,-79.93000030517578
DKTT intersection,8117,,38.349998474121094,-81.7667007446289
DKTX intersection,7254,,38.36669921875,-81.63330078125
DKVL intersection,8151,,32.900001525878906,-80.0333023071289
DLAL intersection,7232,,35.233299255371094,-80.83329772949219
DLUL intersection,7277,,36.016700744628906,-86.5167007446289
DLZC intersection,7976,,37.25,-76.66670227050781
DNJC intersection,7297,,42.7494010925293,-95.55139923095703
DNNH intersection,6754,,34.900001525878906,-76.88330078125
DNNL intersection,7027,,34.90250015258789,-76.88138580322266
DNNM intersection,7978,,34.900001525878906,-76.86669921875
DNRV intersection,7360,,39.83330154418945,-75.38330078125
DPEZ intersection,6933,,41.155799865722656,-104.81220245361328
DPFM intersection,7374,,38.81669998168945,-104.7166976928711
DPLX intersection,7370,,41.88330078125,-87.5999984741211
DPMA intersection,7984,,42.08330154418945,-87.81670379638672
DPMZ intersection,6932,,41.97809982299805,-87.90609741210938
DPNB intersection,7760,,41.97805404663086,-87.90611267089844
DPNV intersection,7365,,41.70140075683594,-87.7791976928711
DPYZ intersection,7401,,42.18330001831055,-72.61669921875
DRYL intersection,7465,,43.16669845581055,-87.9666976928711
DTVB intersection,6854,,39.04779815673828,-84.6686019897461
DTVP intersection,7521,,39.099998474121094,-84.5
DTWB intersection,7695,,39.43330001831055,-84.5
DUHW intersection,7526,,45.41669845581055,-122.58329772949219
DVYP intersection,7591,,39.266700744628906,-80.3499984741211
DXFX intersection,7655,,37.63079833984375,-81.68309783935547
DYCZ intersection,7798,,41.5,-81.69999694824219
DYDV intersection,7658,,35.150001525878906,-84.88330078125
DYVS intersection,7163,,42.41669845581055,-71.68329620361328
DYWP intersection,7164,,32.33689880371094,-90.32939910888672
EAPD intersection,7366,,34.400001525878906,-103.18329620361328
EAQQ intersection,7364,,35.53329849243164,-82.91670227050781
EAZP intersection,6837,,32.69279861450195,-83.64939880371094
EDUG intersection,7988,,38.766700744628906,-104.80000305175781
EDUJ intersection,7429,,38.833900451660156,-104.82080078125
EDVT intersection,7421,,40.28329849243164,-74.18329620361328
EDYN intersection,7427,,38.96670150756836,-92.33329772949219
EEBS intersection,7497,,34.0,-81.0
EEHR intersection,7506,,32.46670150756836,-84.9832992553711
EEMW intersection,6852,,32.5161018371582,-84.93890380859375
EEPZ intersection,7073,,33.64360046386719,-88.44390106201172
EFGH intersection,7789,,39.81669998168945,-82.93329620361328
EFGV intersection,7469,,39.96670150756836,-83.0
EFGX intersection,7996,,39.983299255371094,-82.91670227050781
EFHH intersection,7788,,39.97639846801758,-82.90560150146484
EGDZ intersection,7583,,33.88330078125,-118.30000305175781
EGNA intersection,7821,,37.983299255371094,-122.05000305175781
EGND intersection,7567,,37.983299255371094,-122.05000305175781
EGNF intersection,7820,,37.983299255371094,-122.05000305175781
EGNN intersection,8191,,37.93333435058594,-121.93333435058594
EHNP intersection,7527,,40.016700744628906,-79.58329772949219
EKWU intersection,8048,,43.38330078125,-124.19999694824219
EKWW intersection,7199,,42.16669845581055,-124.16670227050781
EMVX intersection,8134,,32.70000076293945,-117.16670227050781
EMVY intersection,8135,,32.66669845581055,-117.16670227050781
ENCB intersection,7964,,27.683300018310547,-97.2667007446289
ENCF intersection,7127,,27.799999237060547,-97.4000015258789
ENCJ intersection,7696,,27.69059944152832,-97.28939819335938
ENCK intersection,6979,,27.692800521850586,-97.29109954833984
ENCN intersection,8037,,27.816667556762695,-97.4000015258789
ENID intersection,7748,,36.41510009765625,-97.864501953125
EQDF intersection,6775,,41.72079849243164,-71.5988998413086
EQYH intersection,7877,,38.11669921875,-77.25
ERCH intersection,7883,,39.349998474121094,-86.0333023071289
ERDH intersection,7885,,31.316699981689453,-92.41670227050781
ERDY intersection,7869,,30.0,-81.9832992553711
ERIE intersection,7749,,42.12260055541992,-80.07740020751953
ERUW intersection,7897,,39.45000076293945,-79.7166976928711
ESBW intersection,7899,,42.54999923706055,-94.18329620361328
ESGM intersection,7890,,44.08919906616211,-75.80970001220703
ESHH intersection,7736,,36.937198638916016,-76.28970336914062
ESLM intersection,7889,,41.53329849243164,-70.61669921875
ESPS intersection,7893,,44.66669845581055,-84.66670227050781
ETFA intersection,7995,,34.66669845581055,-77.33329772949219
ETFB intersection,7740,,34.66669845581055,-77.33329772949219
ETMB intersection,7935,,44.099998474121094,-90.68340301513672
ETRB intersection,7928,,47.11669921875,-122.56670379638672
ETVL intersection,7724,,33.31669998168945,-117.38330078125
ETVM intersection,7931,,37.73059844970703,-121.90139770507812
ETZB intersection,7741,,33.31666564941406,-117.38333129882812
ETZC intersection,7998,,33.31669998168945,-117.38330078125
EUBC intersection,6785,,41.53329849243164,-83.0250015258789
EUDB intersection,7936,,37.04999923706055,-77.93329620361328
EUFG intersection,7937,,44.099998474121094,-103.2332992553711
EUFM intersection,7938,,40.11669921875,-123.9666976928711
EUFN intersection,7939,,44.06669998168945,-96.7667007446289
EUHB intersection,7941,,35.83219909667969,-120.74359893798828
EUKB intersection,7942,,34.83330154418945,-92.30000305175781
EURB intersection,7945,,31.158300399780273,-89.31670379638672
EUVB intersection,7742,,21.36669921875,-157.9167022705078
EUVH intersection,8001,,21.36669921875,-157.9167022705078
EUVJ intersection,7999,,21.299999237060547,-157.88330078125
EUVK intersection,8000,,21.33329963684082,-157.91419982910156
EWFK intersection,8169,,39.71670150756836,-86.2667007446289
EWFL intersection,7816,,38.87030029296875,-86.90139770507812
EWYN intersection,7447,,41.75,-124.33329772949219
EXAN intersection,7614,,41.05860137939453,-94.36109924316406
EXCN intersection,7609,,30.816699981689453,-86.55000305175781
EXGM intersection,8106,,38.04999923706055,-122.2166976928711
EZGG intersection,7533,,32.79999923706055,-85.7667007446289
EZHK intersection,7536,,38.33110046386719,-77.05139923095703
EZSE intersection,6855,,32.89670181274414,-97.04109954833984
EZTC intersection,7542,,32.28329849243164,-96.7833023071289
EZTH intersection,7077,,32.73440170288086,-96.96720123291016
EZTV intersection,7768,,32.78329849243164,-96.80000305175781
EZTW intersection,7769,,32.78329849243164,-96.80000305175781
EZXV intersection,8022,,36.83330154418945,-76.0
FAKZ intersection,6892,,32.29999923706055,-86.39109802246094
FAQZ intersection,7380,,40.150001525878906,-87.61669921875
FBDH intersection,7369,,41.52360153198242,-90.57749938964844
FBMV intersection,6839,,37.74079895019531,-87.16580200195312
FBNV intersection,7041,,32.16666793823242,-110.88166809082031
FBPW intersection,8026,,32.16669845581055,-110.88330078125
FCHZ intersection,7333,,39.75,-84.19999694824219
FCKD intersection,7703,,39.75,-84.16670227050781
FCLF intersection,7331,,29.233299255371094,-81.05000305175781
FDHB intersection,7888,,41.233299255371094,-111.75
FDVA intersection,7307,,40.28329849243164,-83.05000305175781
FEDX intersection,7292,,32.46670150756836,-87.41670227050781
FEQM intersection,7269,,39.739200592041016,-104.98419952392578
FERR intersection,8119,,39.76530075073242,-104.87940216064453
FERX intersection,6802,,39.858299255371094,-104.66690063476562
FFAJ intersection,7501,,41.60060119628906,-93.60890197753906
FFAR intersection,6951,,41.58330154418945,-93.58329772949219
FFJF intersection,7494,,42.33330154418945,-83.0
FFJG intersection,7791,,42.599998474121094,-82.83329772949219
FFKG intersection,8002,,42.38330078125,-83.08329772949219
FFRS intersection,7516,,45.016700744628906,-69.2667007446289
FFSQ intersection,7514,,36.78329849243164,-89.94999694824219
FGTS intersection,7790,TN,33.83333206176758,11.0
FGTW intersection,8091,TN,33.83333206176758,10.833333015441895
FGTZ intersection,6805,TN,36.862220764160156,9.931111335754395
FGWB intersection,7066,,33.915279388427734,-84.51638793945312
FGWD intersection,7832,,33.91669845581055,-84.5167007446289
FJMG intersection,7651,,31.183300018310547,-85.3499984741211
FJMK intersection,6864,,31.31999969482422,-85.44830322265625
FJPP intersection,7648,,31.350000381469727,-109.5
FJRP intersection,6970,,35.21390151977539,-80.93669891357422
FJXT intersection,7109,,39.12666702270508,-75.46499633789062
FJYB intersection,7657,,39.15810012817383,-75.52469635009766
FKJG intersection,7689,,39.10639953613281,-75.502197265625
FKLJ intersection,7624,,40.88330078125,-74.56670379638672
FKLK intersection,8015,,40.88330078125,-74.55000305175781
FKNN intersection,6965,,44.807498931884766,-68.82859802246094
FLMT intersection,7575,,40.53329849243164,-111.8499984741211
FLUP intersection,7587,,43.75,-111.08329772949219
FMCH intersection,7600,,32.516700744628906,-82.9000015258789
FMEN intersection,7607,,42.5005989074707,-90.66439819335938
FMJN intersection,6886,,38.94419860839844,-77.45719909667969
FMKT intersection,8185,,46.78219985961914,-92.10669708251953
FMKZ intersection,7528,,46.81669998168945,-92.08329772949219
FMLH intersection,6954,,46.842201232910156,-92.19280242919922
FMLT intersection,8098,,46.766700744628906,-92.0999984741211
FMNJ intersection,7681,,38.983299255371094,-77.41670227050781
FNQD intersection,7265,,36.0,-78.9000015258789
FNVH intersection,7268,,36.03329849243164,-89.3499984741211
FNWZ intersection,7020,,32.420555114746094,-99.85388946533203
FPAA intersection,6738,,21.365800857543945,-157.96470642089844
FPZW intersection,7339,,42.78329849243164,-84.83329772949219
FQLT intersection,7352,,33.66669845581055,-84.44999694824219
FQNZ intersection,7356,,38.599998474121094,-90.1500015258789
FQQZ intersection,7368,,41.849998474121094,-72.5999984741211
FQZF intersection,8165,,40.016666412353516,-74.5999984741211
FQZJ intersection,7814,,40.016700744628906,-74.5999984741211
FRPD intersection,7386,,44.79999923706055,-91.5
FRRD intersection,7388,,40.43330001831055,-78.75
FRYQ intersection,7135,,33.78329849243164,-81.93329620361328
FSAD intersection,7119,,40.25,-76.94999694824219
FSCD intersection,7837,,39.38330078125,-76.2833023071289
FSJA intersection,6797,,44.00469970703125,-88.87079620361328
FSPM intersection,6981,,34.904998779296875,-117.88279724121094
FTEP intersection,6986,,30.65166664123535,-86.52305603027344
FTET intersection,7965,,30.466699600219727,-86.4832992553711
FTEV intersection,6987,,30.427221298217773,-86.68944549560547
FTFA intersection,6990,,30.486665725708008,-86.52666473388672
FTQW intersection,6869,,64.66500091552734,-147.09719848632812
FTXW intersection,7208,TN,36.849998474121094,10.233333587646484
FTZH intersection,6735,TN,31.719999313354492,9.270000457763672
FUQN intersection,6874,TN,34.718055725097656,10.691666603088379
FUTD intersection,7214,,31.766700744628906,-106.4666976928711
FUTL intersection,6817,,31.806699752807617,-106.377197265625
FUZD intersection,7012,,33.67194366455078,-117.72611236572266
FVMT intersection,8056,,40.66666793823242,-74.21666717529297
FWEV intersection,7556,,40.81669998168945,-115.7833023071289
FWHZ intersection,7565,,39.21670150756836,-76.80000305175781
FWJH intersection,6958,,29.60689926147461,-95.15859985351562
FXBM intersection,7094,,44.14500045776367,-103.10310363769531
FXQZ intersection,7574,,61.233299255371094,-149.89999389648438
FXSB intersection,6888,,61.253334045410156,-149.7916717529297
FXSK intersection,8207,,61.25,-149.8000030517578
GAFH intersection,7327,,34.16669845581055,-118.4666976928711
GAMH intersection,7030,,31.324167251586914,-92.54694366455078
GATE intersection,7750,,46.84189987182617,-123.1239013671875
GCRR intersection,8068,,42.13330078125,-80.0333023071289
GEQZ intersection,6813,,31.395299911499023,-92.29720306396484
GFPP intersection,7144,,44.04999923706055,-123.06670379638672
GFVP intersection,8039,,40.81669998168945,-124.16670227050781
GGAD intersection,7229,,32.83330154418945,-87.86669921875
GGFX intersection,7236,,37.974700927734375,-87.55580139160156
GGNF intersection,7255,,47.983299255371094,-122.19999694824219
GGNJ intersection,8057,,48.0,-122.2166976928711
GHLN intersection,7001,,41.150001525878906,-104.80000305175781
GHZO intersection,7972,,41.20000076293945,-104.83329772949219
GJFV intersection,7550,,64.8499984741211,-147.71670532226562
GJFZ intersection,6856,,64.81439971923828,-147.86279296875
GJKZ intersection,7082,,47.614723205566406,-117.65499877929688
GKLX intersection,7665,,41.1411018371582,-73.26419830322266
GLEN intersection,6760,,38.83330154418945,-104.83329772949219
GLRZ intersection,7105,,39.41389846801758,-118.693603515625
GLTD intersection,7610,,38.900001525878906,-77.18329620361328
GLZN intersection,8198,,33.38330078125,-117.25
GMGG intersection,7457,,40.599998474121094,-73.75
GNMJ intersection,7426,,41.21670150756836,-80.5
GNYJ intersection,7678,,35.04999923706055,-79.88330078125
GPGK intersection,7069,,37.13249969482422,-76.60919952392578
GRAQ intersection,6931,,41.3286018371582,-72.04640197753906
GRBE intersection,7721,,41.39889907836914,-72.08809661865234
GRRY intersection,7722,,39.733299255371094,-104.83329772949219
GTVP intersection,7304,,34.20000076293945,-79.7332992553711
GUDX intersection,7329,,40.71670150756836,-73.83329772949219
GUHN intersection,7328,,39.88330078125,-75.30000305175781
GUQE intersection,6925,,38.95249938964844,-95.6624984741211
GUYP intersection,7857,,21.36669921875,-157.96670532226562
GUYU intersection,8143,,21.36669921875,-157.96670532226562
GVDN intersection,8146,,41.86669921875,-87.80000305175781
GVGZ intersection,7210,,41.86669921875,-87.80000305175781
GWAW intersection,7009,,37.74190139770508,-92.13999938964844
GWDD intersection,7008,,30.352800369262695,-87.32029724121094
GXTN intersection,7670,,47.63330078125,-117.6500015258789
GYPS intersection,7174,,38.21670150756836,-84.83329772949219
HAAZ intersection,7500,,30.49810028076172,-86.13610076904297
HABZ intersection,7502,,42.29999923706055,-89.61669921875
HAWR intersection,6941,,36.77669906616211,-119.71720123291016
HAWS intersection,7423,,36.78329849243164,-119.83329772949219
HAYS intersection,7751,ZA,40.400001525878906,-79.93060302734375
HAYW intersection,6795,,36.77109909057617,-119.7136001586914
HBFB intersection,6845,,39.17499923706055,-76.66940307617188
HCHL intersection,7924,,38.68330001831055,-77.13330078125
HCKL intersection,7922,,39.849998474121094,-85.9832992553711
HCML intersection,7923,,32.38333511352539,-84.88333129882812
HCRL intersection,7913,,31.799999237060547,-106.41666412353516
HCTL intersection,7911,,35.13333511352539,-78.98332977294922
HCTM intersection,7985,,35.13330078125,-79.0
HDBL intersection,7918,,36.66669845581055,-87.4832992553711
HDDL intersection,7915,,38.68333435058594,-104.76667022705078
HDFL intersection,7916,,35.29999923706055,-94.2833023071289
HEDM intersection,7359,,31.98390007019043,-86.56829833984375
HEDR intersection,7908,,31.966699600219727,-86.5999984741211
HEFA intersection,7909,,21.283300399780273,-157.85000610351562
HEFE intersection,7910,,41.58330154418945,-93.58329772949219
HEFL intersection,7907,,39.43330001831055,-77.3499984741211
HEHL intersection,7906,,42.53329849243164,-71.56670379638672
HEKP intersection,7905,,40.016666412353516,-74.86666870117188
HEKQ intersection,7676,,40.03329849243164,-74.63330078125
HEMP intersection,7349,,42.497501373291016,-94.16780090332031
HEMT intersection,7745,,42.516700744628906,-94.16670227050781
HEPT intersection,7902,,40.766700744628906,-111.83329772949219
HERT intersection,7903,,37.150001525878906,-76.58333587646484
HEZW intersection,7894,,39.099998474121094,-76.7166976928711
HFDZ intersection,7898,,33.41666793823242,-82.13333129882812
