Airport,Fleet,AcType,Day,Enabled,Description,EventPhase,Data
FPAA,STRATEGIC,B-747P,0,true,,,9999
FPAA,STRATEGIC,C-17,0,true,,,9999
FPAA,STRATEGIC,C-5A,0,true,,,9999
FPAA,STRATEGIC,CH47,0,true,,,0
FPAA,STRATEGIC,KC-10,0,true,,,9999
FSJA,STRATEGIC,B-747P,0,true,,,9999
FSJA,STRATEGIC,C-17,0,true,,,9999
FSJA,STRATEGIC,C-5A,0,true,,,9999
FSJA,STRATEGIC,CH47,0,true,,,0
FSJA,STRATEGIC,KC-10,0,true,,,9999
FSPM,STRATEGIC,B-747P,0,true,,,9999
FSPM,STRATEGIC,C-17,0,true,,,9999
FSPM,STRATEGIC,C-5A,0,true,,,9999
FSPM,STRATEGIC,CH47,0,true,,,0
FSPM,STRATEGIC,KC-10,0,true,,,9999
FTEP,STRATEGIC,B-747P,0,true,,,0
FTEP,STRATEGIC,C-17,0,true,,,0
FTEP,STRATEGIC,C-5A,0,true,,,0
FTEP,STRATEGIC,CH47,0,true,,,0
FTEP,STRATEGIC,KC-10,0,true,,,0
FTEV,STRATEGIC,B-747P,0,true,,,0
FTEV,STRATEGIC,C-17,0,true,,,0
FTEV,STRATEGIC,C-5A,0,true,,,0
FTEV,STRATEGIC,CH47,0,true,,,0
FTEV,STRATEGIC,KC-10,0,true,,,0
FTFA,STRATEGIC,B-747P,0,true,,,0
FTFA,STRATEGIC,C-17,0,true,,,0
FTFA,STRATEGIC,C-5A,0,true,,,0
FTFA,STRATEGIC,CH47,0,true,,,0
FTFA,STRATEGIC,KC-10,0,true,,,0
FTQW,STRATEGIC,B-747P,0,true,,,9999
FTQW,STRATEGIC,C-17,0,true,,,9999
FTQW,STRATEGIC,C-5A,0,true,,,9999
FTQW,STRATEGIC,CH47,0,true,,,0
FTQW,STRATEGIC,KC-10,0,true,,,9999
FTZH,STRATEGIC,B-747P,0,true,,,0
FTZH,STRATEGIC,C-17,0,true,,,0
FTZH,STRATEGIC,C-5A,0,true,,,0
FTZH,STRATEGIC,CH47,0,true,,,0
FTZH,STRATEGIC,KC-10,0,true,,,0
FUQN,STRATEGIC,B-747P,0,true,,,0
FUQN,STRATEGIC,C-17,0,true,,,0
FUQN,STRATEGIC,C-5A,0,true,,,0
FUQN,STRATEGIC,CH47,0,true,,,0
FUQN,STRATEGIC,KC-10,0,true,,,0
FUTL,STRATEGIC,B-747P,0,true,,,9999
FUTL,STRATEGIC,C-17,0,true,,,9999
FUTL,STRATEGIC,C-5A,0,true,,,9999
FUTL,STRATEGIC,CH47,0,true,,,0
FUTL,STRATEGIC,KC-10,0,true,,,9999
FUZD,STRATEGIC,B-747P,0,true,,,0
FUZD,STRATEGIC,C-17,0,true,,,0
FUZD,STRATEGIC,C-5A,0,true,,,0
FUZD,STRATEGIC,CH47,0,true,,,0
FUZD,STRATEGIC,KC-10,0,true,,,0
FWJH,STRATEGIC,B-747P,0,true,,,9999
FWJH,STRATEGIC,C-17,0,true,,,9999
FWJH,STRATEGIC,C-5A,0,true,,,9999
FWJH,STRATEGIC,CH47,0,true,,,0
FWJH,STRATEGIC,KC-10,0,true,,,9999
FXBM,STRATEGIC,B-747P,0,true,,,9999
FXBM,STRATEGIC,C-17,0,true,,,9999
FXBM,STRATEGIC,C-5A,0,true,,,9999
FXBM,STRATEGIC,CH47,0,true,,,0
FXBM,STRATEGIC,KC-10,0,true,,,9999
FXSB,STRATEGIC,B-747P,0,true,,,0
FXSB,STRATEGIC,C-17,0,true,,,0
FXSB,STRATEGIC,C-5A,0,true,,,0
FXSB,STRATEGIC,CH47,0,true,,,0
FXSB,STRATEGIC,KC-10,0,true,,,0
GAMH,STRATEGIC,B-747P,0,true,,,0
GAMH,STRATEGIC,C-17,0,true,,,0
GAMH,STRATEGIC,C-5A,0,true,,,0
GAMH,STRATEGIC,CH47,0,true,,,0
GAMH,STRATEGIC,KC-10,0,true,,,0
GEQZ,STRATEGIC,B-747P,0,true,,,9999
GEQZ,STRATEGIC,C-17,0,true,,,9999
GEQZ,STRATEGIC,C-5A,0,true,,,9999
GEQZ,STRATEGIC,CH47,0,true,,,0
GEQZ,STRATEGIC,KC-10,0,true,,,9999
GHLN,STRATEGIC,B-747P,0,true,,,0
GHLN,STRATEGIC,C-17,0,true,,,0
GHLN,STRATEGIC,C-5A,0,true,,,0
GHLN,STRATEGIC,CH47,0,true,,,0
GHLN,STRATEGIC,KC-10,0,true,,,0
GJFZ,STRATEGIC,B-747P,0,true,,,9999
GJFZ,STRATEGIC,C-17,0,true,,,9999
GJFZ,STRATEGIC,C-5A,0,true,,,9999
GJFZ,STRATEGIC,CH47,0,true,,,0
GJFZ,STRATEGIC,KC-10,0,true,,,9999
GJKZ,STRATEGIC,B-747P,0,true,,,0
GJKZ,STRATEGIC,C-17,0,true,,,0
GJKZ,STRATEGIC,C-5A,0,true,,,0
GJKZ,STRATEGIC,CH47,0,true,,,0
GJKZ,STRATEGIC,KC-10,0,true,,,0
GKVB,STRATEGIC,B-747P,0,true,,,0
GKVB,STRATEGIC,C-17,0,true,,,0
GKVB,STRATEGIC,C-5A,0,true,,,0
GKVB,STRATEGIC,CH47,0,true,,,0
GKVB,STRATEGIC,KC-10,0,true,,,0
GLEN,STRATEGIC,B-747P,0,true,,,9999
GLEN,STRATEGIC,C-17,0,true,,,9999
GLEN,STRATEGIC,C-5A,0,true,,,9999
GLEN,STRATEGIC,CH47,0,true,,,0
GLEN,STRATEGIC,KC-10,0,true,,,9999
GLRZ,STRATEGIC,B-747P,0,true,,,9999
GLRZ,STRATEGIC,C-17,0,true,,,9999
GLRZ,STRATEGIC,C-5A,0,true,,,9999
GLRZ,STRATEGIC,CH47,0,true,,,0
GLRZ,STRATEGIC,KC-10,0,true,,,9999
GPGK,STRATEGIC,B-747P,0,true,,,9999
GPGK,STRATEGIC,C-17,0,true,,,9999
GPGK,STRATEGIC,C-5A,0,true,,,9999
GPGK,STRATEGIC,CH47,0,true,,,0
GPGK,STRATEGIC,KC-10,0,true,,,9999
GRAQ,STRATEGIC,B-747P,0,true,,,9999
GRAQ,STRATEGIC,C-17,0,true,,,9999
GRAQ,STRATEGIC,C-5A,0,true,,,9999
GRAQ,STRATEGIC,CH47,0,true,,,0
GRAQ,STRATEGIC,KC-10,0,true,,,9999
GUQE,STRATEGIC,B-747P,0,true,,,0
GUQE,STRATEGIC,C-17,0,true,,,0
GUQE,STRATEGIC,C-5A,0,true,,,0
GUQE,STRATEGIC,CH47,0,true,,,0
GUQE,STRATEGIC,KC-10,0,true,,,0
GWAW,STRATEGIC,B-747P,0,true,,,9999
GWAW,STRATEGIC,C-17,0,true,,,9999
GWAW,STRATEGIC,C-5A,0,true,,,9999
GWAW,STRATEGIC,CH47,0,true,,,0
GWAW,STRATEGIC,KC-10,0,true,,,9999
GWDD,STRATEGIC,B-747P,0,true,,,9999
GWDD,STRATEGIC,C-17,0,true,,,9999
GWDD,STRATEGIC,C-5A,0,true,,,9999
GWDD,STRATEGIC,CH47,0,true,,,0
GWDD,STRATEGIC,KC-10,0,true,,,9999
GYRZ,STRATEGIC,B-747P,0,true,,,0
GYRZ,STRATEGIC,C-17,0,true,,,0
GYRZ,STRATEGIC,C-5A,0,true,,,0
GYRZ,STRATEGIC,CH47,0,true,,,0
GYRZ,STRATEGIC,KC-10,0,true,,,0
HAWR,STRATEGIC,B-747P,0,true,,,9999
HAWR,STRATEGIC,C-17,0,true,,,9999
HAWR,STRATEGIC,C-5A,0,true,,,9999
HAWR,STRATEGIC,CH47,0,true,,,0
HAWR,STRATEGIC,KC-10,0,true,,,9999
HAYW,STRATEGIC,B-747P,0,true,,,9999
HAYW,STRATEGIC,C-17,0,true,,,9999
HAYW,STRATEGIC,C-5A,0,true,,,9999
HAYW,STRATEGIC,CH47,0,true,,,0
HAYW,STRATEGIC,KC-10,0,true,,,9999
HBFB,STRATEGIC,B-747P,0,true,,,9999
HBFB,STRATEGIC,C-17,0,true,,,9999
HBFB,STRATEGIC,C-5A,0,true,,,9999
HBFB,STRATEGIC,CH47,0,true,,,0
HBFB,STRATEGIC,KC-10,0,true,,,9999
HFZY,STRATEGIC,B-747P,0,true,,,9999
HFZY,STRATEGIC,C-17,0,true,,,9999
HFZY,STRATEGIC,C-5A,0,true,,,9999
HFZY,STRATEGIC,CH47,0,true,,,0
HFZY,STRATEGIC,KC-10,0,true,,,9999
HGQC,STRATEGIC,B-747P,0,true,,,9999
HGQC,STRATEGIC,C-17,0,true,,,9999
HGQC,STRATEGIC,C-5A,0,true,,,9999
HGQC,STRATEGIC,CH47,0,true,,,0
HGQC,STRATEGIC,KC-10,0,true,,,9999
HKRZ,STRATEGIC,B-747P,0,true,,,9999
HKRZ,STRATEGIC,C-17,0,true,,,9999
HKRZ,STRATEGIC,C-5A,0,true,,,9999
HKRZ,STRATEGIC,CH47,0,true,,,0
HKRZ,STRATEGIC,KC-10,0,true,,,9999
HNTK,STRATEGIC,B-747P,0,true,,,0
HNTK,STRATEGIC,C-17,0,true,,,0
HNTK,STRATEGIC,C-5A,0,true,,,0
HNTK,STRATEGIC,CH47,0,true,,,0
HNTK,STRATEGIC,KC-10,0,true,,,0
HPBF,STRATEGIC,B-747P,0,true,,,0
HPBF,STRATEGIC,C-17,0,true,,,0
HPBF,STRATEGIC,C-5A,0,true,,,0
HPBF,STRATEGIC,CH47,0,true,,,0
HPBF,STRATEGIC,KC-10,0,true,,,0
HSKD,STRATEGIC,B-747P,0,true,,,9999
HSKD,STRATEGIC,C-17,0,true,,,9999
HSKD,STRATEGIC,C-5A,0,true,,,9999
HSKD,STRATEGIC,CH47,0,true,,,0
HSKD,STRATEGIC,KC-10,0,true,,,9999
HTUV,STRATEGIC,B-747P,0,true,,,9999
HTUV,STRATEGIC,C-17,0,true,,,9999
HTUV,STRATEGIC,C-5A,0,true,,,9999
HTUV,STRATEGIC,CH47,0,true,,,0
HTUV,STRATEGIC,KC-10,0,true,,,9999
HTUX,STRATEGIC,B-747P,0,true,,,0
HTUX,STRATEGIC,C-17,0,true,,,0
HTUX,STRATEGIC,C-5A,0,true,,,0
HTUX,STRATEGIC,CH47,0,true,,,0
HTUX,STRATEGIC,KC-10,0,true,,,0
HUUA,STRATEGIC,B-747P,0,true,,,0
HUUA,STRATEGIC,C-17,0,true,,,0
HUUA,STRATEGIC,C-5A,0,true,,,0
HUUA,STRATEGIC,CH47,0,true,,,0
HUUA,STRATEGIC,KC-10,0,true,,,0
HXCZ,STRATEGIC,B-747P,0,true,,,9999
HXCZ,STRATEGIC,C-17,0,true,,,9999
HXCZ,STRATEGIC,C-5A,0,true,,,9999
HXCZ,STRATEGIC,CH47,0,true,,,0
HXCZ,STRATEGIC,KC-10,0,true,,,9999
JAFZ,STRATEGIC,B-747P,0,true,,,9999
JAFZ,STRATEGIC,C-17,0,true,,,9999
JAFZ,STRATEGIC,C-5A,0,true,,,9999
JAFZ,STRATEGIC,CH47,0,true,,,0
JAFZ,STRATEGIC,KC-10,0,true,,,9999
JBUU,STRATEGIC,B-747P,0,true,,,9999
JBUU,STRATEGIC,C-17,0,true,,,9999
JBUU,STRATEGIC,C-5A,0,true,,,9999
JBUU,STRATEGIC,CH47,0,true,,,0
JBUU,STRATEGIC,KC-10,0,true,,,9999
JCGU,STRATEGIC,B-747P,0,true,,,9999
JCGU,STRATEGIC,C-17,0,true,,,9999
JCGU,STRATEGIC,C-5A,0,true,,,9999
JCGU,STRATEGIC,CH47,0,true,,,0
JCGU,STRATEGIC,KC-10,0,true,,,9999
JEAH,STRATEGIC,B-747P,0,true,,,0
JEAH,STRATEGIC,C-17,0,true,,,0
JEAH,STRATEGIC,C-5A,0,true,,,0
JEAH,STRATEGIC,CH47,0,true,,,0
JEAH,STRATEGIC,KC-10,0,true,,,0
JFSD,STRATEGIC,B-747P,0,true,,,0
JFSD,STRATEGIC,C-17,0,true,,,0
JFSD,STRATEGIC,C-5A,0,true,,,0
JFSD,STRATEGIC,CH47,0,true,,,0
JFSD,STRATEGIC,KC-10,0,true,,,0
JHPM,STRATEGIC,B-747P,0,true,,,9999
JHPM,STRATEGIC,C-17,0,true,,,9999
JHPM,STRATEGIC,C-5A,0,true,,,9999
JHPM,STRATEGIC,CH47,0,true,,,0
JHPM,STRATEGIC,KC-10,0,true,,,9999
JHVQ,STRATEGIC,B-747P,0,true,,,9999
JHVQ,STRATEGIC,C-17,0,true,,,9999
JHVQ,STRATEGIC,C-5A,0,true,,,9999
JHVQ,STRATEGIC,CH47,0,true,,,0
JHVQ,STRATEGIC,KC-10,0,true,,,9999
JKSE,STRATEGIC,B-747P,0,true,,,9999
JKSE,STRATEGIC,C-17,0,true,,,9999
JKSE,STRATEGIC,C-5A,0,true,,,9999
JKSE,STRATEGIC,CH47,0,true,,,0
JKSE,STRATEGIC,KC-10,0,true,,,9999
JLQN,STRATEGIC,B-747P,0,true,,,9999
JLQN,STRATEGIC,C-17,0,true,,,9999
JLQN,STRATEGIC,C-5A,0,true,,,9999
JLQN,STRATEGIC,CH47,0,true,,,0
JLQN,STRATEGIC,KC-10,0,true,,,9999
JLSN,STRATEGIC,B-747P,0,true,,,9999
JLSN,STRATEGIC,C-17,0,true,,,9999
JLSN,STRATEGIC,C-5A,0,true,,,9999
JLSN,STRATEGIC,CH47,0,true,,,0
JLSN,STRATEGIC,KC-10,0,true,,,9999
JLSS,STRATEGIC,B-747P,0,true,,,9999
JLSS,STRATEGIC,C-17,0,true,,,9999
JLSS,STRATEGIC,C-5A,0,true,,,9999
JLSS,STRATEGIC,CH47,0,true,,,0
JLSS,STRATEGIC,KC-10,0,true,,,9999
JLWS,STRATEGIC,B-747P,0,true,,,9999
JLWS,STRATEGIC,C-17,0,true,,,9999
JLWS,STRATEGIC,C-5A,0,true,,,9999
JLWS,STRATEGIC,CH47,0,true,,,0
JLWS,STRATEGIC,KC-10,0,true,,,9999
JPNN,STRATEGIC,B-747P,0,true,,,9999
JPNN,STRATEGIC,C-17,0,true,,,9999
JPNN,STRATEGIC,C-5A,0,true,,,9999
JPNN,STRATEGIC,CH47,0,true,,,0
JPNN,STRATEGIC,KC-10,0,true,,,9999
JPPK,STRATEGIC,B-747P,0,true,,,9999
JPPK,STRATEGIC,C-17,0,true,,,9999
JPPK,STRATEGIC,C-5A,0,true,,,9999
JPPK,STRATEGIC,CH47,0,true,,,0
JPPK,STRATEGIC,KC-10,0,true,,,9999
JQMA,STRATEGIC,B-747P,0,true,,,9999
JQMA,STRATEGIC,C-17,0,true,,,9999
JQMA,STRATEGIC,C-5A,0,true,,,9999
JQMA,STRATEGIC,CH47,0,true,,,0
JQMA,STRATEGIC,KC-10,0,true,,,9999
JREZ,STRATEGIC,B-747P,0,true,,,0
JREZ,STRATEGIC,C-17,0,true,,,0
JREZ,STRATEGIC,C-5A,0,true,,,0
JREZ,STRATEGIC,CH47,0,true,,,0
JREZ,STRATEGIC,KC-10,0,true,,,0
JTVE,STRATEGIC,B-747P,0,true,,,9999
JTVE,STRATEGIC,C-17,0,true,,,9999
JTVE,STRATEGIC,C-5A,0,true,,,9999
JTVE,STRATEGIC,CH47,0,true,,,0
JTVE,STRATEGIC,KC-10,0,true,,,9999
JUBJ,STRATEGIC,B-747P,0,true,,,9999
JUBJ,STRATEGIC,C-17,0,true,,,9999
JUBJ,STRATEGIC,C-5A,0,true,,,9999
JUBJ,STRATEGIC,CH47,0,true,,,0
JUBJ,STRATEGIC,KC-10,0,true,,,9999
JXPJ,STRATEGIC,B-747P,0,true,,,9999
JXPJ,STRATEGIC,C-17,0,true,,,9999
JXPJ,STRATEGIC,C-5A,0,true,,,9999
JXPJ,STRATEGIC,CH47,0,true,,,0
JXPJ,STRATEGIC,KC-10,0,true,,,9999
KBHT,STRATEGIC,B-747P,0,true,,,9999
KBHT,STRATEGIC,C-17,0,true,,,9999
KBHT,STRATEGIC,C-5A,0,true,,,9999
KBHT,STRATEGIC,CH47,0,true,,,0
KBHT,STRATEGIC,KC-10,0,true,,,9999
KEAQ,STRATEGIC,B-747P,0,true,,,9999
KEAQ,STRATEGIC,C-17,0,true,,,9999
KEAQ,STRATEGIC,C-5A,0,true,,,9999
KEAQ,STRATEGIC,CH47,0,true,,,0
KEAQ,STRATEGIC,KC-10,0,true,,,9999
KJGW,STRATEGIC,B-747P,0,true,,,0
KJGW,STRATEGIC,C-17,0,true,,,0
KJGW,STRATEGIC,C-5A,0,true,,,0
KJGW,STRATEGIC,CH47,0,true,,,0
KJGW,STRATEGIC,KC-10,0,true,,,0
KKGA,STRATEGIC,B-747P,0,true,,,9999
KKGA,STRATEGIC,C-17,0,true,,,9999
KKGA,STRATEGIC,C-5A,0,true,,,9999
KKGA,STRATEGIC,CH47,0,true,,,0
KKGA,STRATEGIC,KC-10,0,true,,,9999
KLZU,STRATEGIC,B-747P,0,true,,,9999
KLZU,STRATEGIC,C-17,0,true,,,9999
KLZU,STRATEGIC,C-5A,0,true,,,9999
KLZU,STRATEGIC,CH47,0,true,,,0
KLZU,STRATEGIC,KC-10,0,true,,,9999
KNMD,STRATEGIC,B-747P,0,true,,,0
KNMD,STRATEGIC,C-17,0,true,,,0
KNMD,STRATEGIC,C-5A,0,true,,,0
KNMD,STRATEGIC,CH47,0,true,,,0
KNMD,STRATEGIC,KC-10,0,true,,,0
KRSM,STRATEGIC,B-747P,0,true,,,0
KRSM,STRATEGIC,C-17,0,true,,,0
KRSM,STRATEGIC,C-5A,0,true,,,0
KRSM,STRATEGIC,CH47,0,true,,,0
KRSM,STRATEGIC,KC-10,0,true,,,0
KWRD,STRATEGIC,B-747P,0,true,,,0
KWRD,STRATEGIC,C-17,0,true,,,0
KWRD,STRATEGIC,C-5A,0,true,,,0
KWRD,STRATEGIC,CH47,0,true,,,0
KWRD,STRATEGIC,KC-10,0,true,,,0
KXPD,STRATEGIC,B-747P,0,true,,,9999
KXPD,STRATEGIC,C-17,0,true,,,9999
KXPD,STRATEGIC,C-5A,0,true,,,9999
KXPD,STRATEGIC,CH47,0,true,,,0
KXPD,STRATEGIC,KC-10,0,true,,,9999
KYJL,STRATEGIC,B-747P,0,true,,,0
KYJL,STRATEGIC,C-17,0,true,,,0
KYJL,STRATEGIC,C-5A,0,true,,,0
KYJL,STRATEGIC,CH47,0,true,,,0
KYJL,STRATEGIC,KC-10,0,true,,,0
KZTV,STRATEGIC,B-747P,0,true,,,0
KZTV,STRATEGIC,C-17,0,true,,,0
KZTV,STRATEGIC,C-5A,0,true,,,0
KZTV,STRATEGIC,CH47,0,true,,,0
KZTV,STRATEGIC,KC-10,0,true,,,0
KZVP,STRATEGIC,B-747P,0,true,,,9999
KZVP,STRATEGIC,C-17,0,true,,,9999
KZVP,STRATEGIC,C-5A,0,true,,,9999
KZVP,STRATEGIC,CH47,0,true,,,0
KZVP,STRATEGIC,KC-10,0,true,,,9999
LDXF,STRATEGIC,B-747P,0,true,,,9999
LDXF,STRATEGIC,C-17,0,true,,,9999
LDXF,STRATEGIC,C-5A,0,true,,,9999
LDXF,STRATEGIC,CH47,0,true,,,0
LDXF,STRATEGIC,KC-10,0,true,,,9999
LEXG,STRATEGIC,B-747P,0,true,,,0
LEXG,STRATEGIC,C-17,0,true,,,0
LEXG,STRATEGIC,C-5A,0,true,,,0
LEXG,STRATEGIC,CH47,0,true,,,0
LEXG,STRATEGIC,KC-10,0,true,,,0
LFSU,STRATEGIC,B-747P,0,true,,,9999
LFSU,STRATEGIC,C-17,0,true,,,9999
LFSU,STRATEGIC,C-5A,0,true,,,9999
LFSU,STRATEGIC,CH47,0,true,,,0
LFSU,STRATEGIC,KC-10,0,true,,,9999
LHNZ,STRATEGIC,B-747P,0,true,,,9999
LHNZ,STRATEGIC,C-17,0,true,,,9999
LHNZ,STRATEGIC,C-5A,0,true,,,9999
LHNZ,STRATEGIC,CH47,0,true,,,0
LHNZ,STRATEGIC,KC-10,0,true,,,9999
LKLW,STRATEGIC,B-747P,0,true,,,9999
LKLW,STRATEGIC,C-17,0,true,,,9999
LKLW,STRATEGIC,C-5A,0,true,,,9999
LKLW,STRATEGIC,CH47,0,true,,,0
LKLW,STRATEGIC,KC-10,0,true,,,9999
LKTC,STRATEGIC,B-747P,0,true,,,9999
LKTC,STRATEGIC,C-17,0,true,,,9999
LKTC,STRATEGIC,C-5A,0,true,,,9999
LKTC,STRATEGIC,CH47,0,true,,,0
LKTC,STRATEGIC,KC-10,0,true,,,9999
LLFN,STRATEGIC,B-747P,0,true,,,9999
LLFN,STRATEGIC,C-17,0,true,,,9999
LLFN,STRATEGIC,C-5A,0,true,,,9999
LLFN,STRATEGIC,CH47,0,true,,,0
LLFN,STRATEGIC,KC-10,0,true,,,9999
LRXQ,STRATEGIC,B-747P,0,true,,,9999
LRXQ,STRATEGIC,C-17,0,true,,,9999
LRXQ,STRATEGIC,C-5A,0,true,,,9999
LRXQ,STRATEGIC,CH47,0,true,,,0
LRXQ,STRATEGIC,KC-10,0,true,,,9999
LSBC,STRATEGIC,B-747P,0,true,,,9999
LSBC,STRATEGIC,C-17,0,true,,,9999
LSBC,STRATEGIC,C-5A,0,true,,,9999
LSBC,STRATEGIC,CH47,0,true,,,0
LSBC,STRATEGIC,KC-10,0,true,,,9999
LSGA,STRATEGIC,B-747P,0,true,,,9999
LSGA,STRATEGIC,C-17,0,true,,,9999
LSGA,STRATEGIC,C-5A,0,true,,,9999
LSGA,STRATEGIC,CH47,0,true,,,0
LSGA,STRATEGIC,KC-10,0,true,,,9999
LSGE,STRATEGIC,B-747P,0,true,,,0
LSGE,STRATEGIC,C-17,0,true,,,0
LSGE,STRATEGIC,C-5A,0,true,,,0
LSGE,STRATEGIC,CH47,0,true,,,0
LSGE,STRATEGIC,KC-10,0,true,,,0
LTUY,STRATEGIC,B-747P,0,true,,,9999
LTUY,STRATEGIC,C-17,0,true,,,9999
LTUY,STRATEGIC,C-5A,0,true,,,9999
LTUY,STRATEGIC,CH47,0,true,,,0
LTUY,STRATEGIC,KC-10,0,true,,,9999
LTYB,STRATEGIC,B-747P,0,true,,,9999
LTYB,STRATEGIC,C-17,0,true,,,9999
LTYB,STRATEGIC,C-5A,0,true,,,9999
LTYB,STRATEGIC,CH47,0,true,,,0
LTYB,STRATEGIC,KC-10,0,true,,,9999
LUXC,STRATEGIC,B-747P,0,true,,,9999
LUXC,STRATEGIC,C-17,0,true,,,9999
LUXC,STRATEGIC,C-5A,0,true,,,9999
LUXC,STRATEGIC,CH47,0,true,,,0
LUXC,STRATEGIC,KC-10,0,true,,,9999
LVDB,STRATEGIC,B-747P,0,true,,,9999
LVDB,STRATEGIC,C-17,0,true,,,9999
LVDB,STRATEGIC,C-5A,0,true,,,9999
LVDB,STRATEGIC,CH47,0,true,,,0
LVDB,STRATEGIC,KC-10,0,true,,,9999
LVQX,STRATEGIC,B-747P,0,true,,,9999
LVQX,STRATEGIC,C-17,0,true,,,9999
LVQX,STRATEGIC,C-5A,0,true,,,9999
LVQX,STRATEGIC,CH47,0,true,,,0
LVQX,STRATEGIC,KC-10,0,true,,,9999
LVSH,STRATEGIC,B-747P,0,true,,,9999
LVSH,STRATEGIC,C-17,0,true,,,9999
LVSH,STRATEGIC,C-5A,0,true,,,9999
LVSH,STRATEGIC,CH47,0,true,,,0
LVSH,STRATEGIC,KC-10,0,true,,,9999
LWRC,STRATEGIC,B-747P,0,true,,,9999
LWRC,STRATEGIC,C-17,0,true,,,9999
LWRC,STRATEGIC,C-5A,0,true,,,9999
LWRC,STRATEGIC,CH47,0,true,,,0
LWRC,STRATEGIC,KC-10,0,true,,,9999
LXEZ,STRATEGIC,B-747P,0,true,,,0
LXEZ,STRATEGIC,C-17,0,true,,,0
LXEZ,STRATEGIC,C-5A,0,true,,,0
LXEZ,STRATEGIC,CH47,0,true,,,0
LXEZ,STRATEGIC,KC-10,0,true,,,0
LYAX,STRATEGIC,B-747P,0,true,,,0
LYAX,STRATEGIC,C-17,0,true,,,0
LYAX,STRATEGIC,C-5A,0,true,,,0
LYAX,STRATEGIC,CH47,0,true,,,0
LYAX,STRATEGIC,KC-10,0,true,,,0
LYBH,STRATEGIC,B-747P,0,true,,,9999
LYBH,STRATEGIC,C-17,0,true,,,9999
LYBH,STRATEGIC,C-5A,0,true,,,9999
LYBH,STRATEGIC,CH47,0,true,,,0
LYBH,STRATEGIC,KC-10,0,true,,,9999
LYNM,STRATEGIC,B-747P,0,true,,,9999
LYNM,STRATEGIC,C-17,0,true,,,9999
LYNM,STRATEGIC,C-5A,0,true,,,9999
LYNM,STRATEGIC,CH47,0,true,,,0
LYNM,STRATEGIC,KC-10,0,true,,,9999
MAHG,STRATEGIC,B-747P,0,true,,,0
MAHG,STRATEGIC,C-17,0,true,,,0
MAHG,STRATEGIC,C-5A,0,true,,,0
MAHG,STRATEGIC,CH47,0,true,,,0
MAHG,STRATEGIC,KC-10,0,true,,,0
MBMV,STRATEGIC,B-747P,0,true,,,9999
MBMV,STRATEGIC,C-17,0,true,,,9999
MBMV,STRATEGIC,C-5A,0,true,,,9999
MBMV,STRATEGIC,CH47,0,true,,,0
MBMV,STRATEGIC,KC-10,0,true,,,9999
MBPB,STRATEGIC,B-747P,0,true,,,0
MBPB,STRATEGIC,C-17,0,true,,,0
MBPB,STRATEGIC,C-5A,0,true,,,0
MBPB,STRATEGIC,CH47,0,true,,,0
MBPB,STRATEGIC,KC-10,0,true,,,0
MDVL,STRATEGIC,B-747P,0,true,,,9999
MDVL,STRATEGIC,C-17,0,true,,,9999
MDVL,STRATEGIC,C-5A,0,true,,,9999
MDVL,STRATEGIC,CH47,0,true,,,0
MDVL,STRATEGIC,KC-10,0,true,,,9999
MDWY,STRATEGIC,B-747P,0,true,,,9999
MDWY,STRATEGIC,C-17,0,true,,,9999
MDWY,STRATEGIC,C-5A,0,true,,,9999
MDWY,STRATEGIC,CH47,0,true,,,0
MDWY,STRATEGIC,KC-10,0,true,,,9999
MEAN,STRATEGIC,B-747P,0,true,,,9999
MEAN,STRATEGIC,C-17,0,true,,,9999
MEAN,STRATEGIC,C-5A,0,true,,,9999
MEAN,STRATEGIC,CH47,0,true,,,0
MEAN,STRATEGIC,KC-10,0,true,,,9999
MEPJ,STRATEGIC,B-747P,0,true,,,0
MEPJ,STRATEGIC,C-17,0,true,,,0
MEPJ,STRATEGIC,C-5A,0,true,,,0
MEPJ,STRATEGIC,CH47,0,true,,,0
MEPJ,STRATEGIC,KC-10,0,true,,,0
MFWM,STRATEGIC,B-747P,0,true,,,9999
MFWM,STRATEGIC,C-17,0,true,,,9999
MFWM,STRATEGIC,C-5A,0,true,,,9999
MFWM,STRATEGIC,CH47,0,true,,,0
MFWM,STRATEGIC,KC-10,0,true,,,9999
MHMV,STRATEGIC,B-747P,0,true,,,0
MHMV,STRATEGIC,C-17,0,true,,,0
MHMV,STRATEGIC,C-5A,0,true,,,0
MHMV,STRATEGIC,CH47,0,true,,,0
MHMV,STRATEGIC,KC-10,0,true,,,0
MJDH,STRATEGIC,B-747P,0,true,,,9999
MJDH,STRATEGIC,C-17,0,true,,,9999
MJDH,STRATEGIC,C-5A,0,true,,,9999
MJDH,STRATEGIC,CH47,0,true,,,0
MJDH,STRATEGIC,KC-10,0,true,,,9999
MLRV,STRATEGIC,B-747P,0,true,,,9999
MLRV,STRATEGIC,C-17,0,true,,,9999
MLRV,STRATEGIC,C-5A,0,true,,,9999
MLRV,STRATEGIC,CH47,0,true,,,0
MLRV,STRATEGIC,KC-10,0,true,,,9999
MNWA,STRATEGIC,B-747P,0,true,,,9999
MNWA,STRATEGIC,C-17,0,true,,,9999
MNWA,STRATEGIC,C-5A,0,true,,,9999
MNWA,STRATEGIC,CH47,0,true,,,0
MNWA,STRATEGIC,KC-10,0,true,,,9999
