RLN,CCC,Mtons,Stons,Sqft,NumPieces,Length,Width,Height,Description,LongDescription,DodicId,HazardDivision,StorageCompatibilityGroup,NetExplosivePounds
04DDC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0DAAC,J2B,10.2,0.5,73,1,151,70,67,K39774HOIST UN,,Default*,ONE_PNT_ONE,A,0
0DAAC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DAAC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2B,7.9,1.5,76,1,147,74,50,W95537TRAILER,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2B,15.4,3.4,91,3,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2D,21.9,3.7,110,2,171,93,95,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2D,13.3,5.3,114,1,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2D,12.5,3.5,108,10,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2D,13,2.9,111,4,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2D,8.8,0.9,81,6,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0DAAC,R2D,16.799999,1.4,139,1,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0DBBC,J2D,32,6.8,160,1,240,96,96,F55289FINISHIN,,Default*,ONE_PNT_ONE,A,0
0DBBC,J2D,32,8.1,160,2,240,96,96,P50291PRESS SE,,Default*,ONE_PNT_ONE,A,0
0DBBC,R1D,48.599998,9.1,177,1,265,96,132,P61665PRTG PLT,,Default*,ONE_PNT_ONE,A,0
0DBBC,R1D,40.900002,16.9,185,2,278,96,106,T41135TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBBC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBBC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,26.4,5.6,132,3,198,96,96,D34883DOLLY SE,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,9.4,1.4,110,1,169,94,41,E02807CHASSIS,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,19.700001,3.4,109,2,165,95,87,G78306GEN SET,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,13.3,3.1,114,2,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,12.5,2.8,108,2,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,17.6,3.5,114,6,191,86,74,T92242TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,8.8,0.9,81,2,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0DBBC,R2D,16.799999,1.4,139,1,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0DBCC,J2D,32,6.8,160,1,240,96,96,F55289FINISHIN,,Default*,ONE_PNT_ONE,A,0
0DBCC,J2D,32,8.1,160,2,240,96,96,P50291PRESS SE,,Default*,ONE_PNT_ONE,A,0
0DBCC,R1D,48.599998,9.1,177,1,265,96,132,P61665PRTG PLT,,Default*,ONE_PNT_ONE,A,0
0DBCC,R1D,40.900002,16.9,185,2,278,96,106,T41135TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBCC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBCC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,26.4,5.6,132,3,198,96,96,D34883DOLLY SE,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,9.4,1.4,110,1,169,94,41,E02807CHASSIS,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,19.700001,3.4,109,2,165,95,87,G78306GEN SET,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,13.3,3.1,114,2,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,12.5,2.8,108,2,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,17.6,3.5,114,6,191,86,74,T92242TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,8.8,0.9,81,2,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0DBCC,R2D,16.799999,1.4,139,1,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0DBDC,A2D,47.200001,12.4,222,1,317,101,102,T73347TRK LIFT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2B,15.5,1.8,91,1,156,84,82,C81761CAMERA C,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2B,6.2,4.8,40,2,114,50,75,J40150GEN SET,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2B,6,5.9,39,1,113,50,74,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,25.200001,9.6,126,2,216,84,96,P55630PRINT PR,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,14.8,2.1,86,1,145,85,83,R38590RECEIVIN,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,15.4,2.2,89,1,147,87,83,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,15.4,1.8,89,1,147,87,83,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,15.4,2.3,89,1,147,87,83,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,15.4,2.2,89,1,147,87,83,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,15.4,2.5,89,1,147,87,83,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,15.4,2.9,89,1,147,87,83,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,15.4,2.2,89,1,147,87,83,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,11.4,2.7,73,1,122,86,75,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J2D,5,1.2,60,1,93,93,40,X17831TRANSMIT,,Default*,ONE_PNT_ONE,A,0
0DBDC,J3D,13.2,5,66,1,108,88,96,T73347TRK LIFT,,Default*,ONE_PNT_ONE,A,0
0DBDC,R1D,37.5,12.3,170,3,255,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBDC,R1D,37.5,12.8,170,1,255,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0DBDC,R1D,41.5,10.2,188,2,282,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2B,14.4,1.9,97,1,169,83,71,P42262POWER PL,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2B,11,3,96,1,166,83,55,W95811TRAILER,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2D,6.2,4.1,61,5,92,95,49,G34805DOLLY SE,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2D,19,2.5,109,2,165,95,84,G53778GEN SET,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2D,12.5,4,108,6,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2D,13,4.1,111,1,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2D,8.8,1.9,81,4,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0DBDC,R2D,16.799999,3.9,139,1,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBQC,A1D,94.199997,28.700001,303,2,344,127,149,F39378CRANE WH,,Default*,ONE_PNT_ONE,A,0
0EBQC,A2D,40.900002,14.7,216,4,327,95,91,G74783GRADER R,,Default*,ONE_PNT_ONE,A,0
0EBQC,A2D,41.400002,15.5,219,10,297,106,91,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0EBQC,A2D,8.2,3.3,70,1,117,86,56,S12575ROLLER T,,Default*,ONE_PNT_ONE,A,0
0EBQC,A2D,35.400002,8,167,12,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0EBQC,A2D,39.599998,15.6,190,1,271,101,100,T49119TRUCK FR,,Default*,ONE_PNT_ONE,A,0
0EBQC,A2D,37.5,17.799999,186,14,243,110,97,W76473TRACTOR,,Default*,ONE_PNT_ONE,A,0
0EBQC,A3B,6.3,2.5,45,1,97,67,67,S10682ROLLER T,,Default*,ONE_PNT_ONE,A,0
0EBQC,J2B,1.7,0.3,27,2,120,32,30,C04653BOOM EXT,,Default*,ONE_PNT_ONE,A,0
0EBQC,J2B,2.9,0.7,45,2,197,33,31,F39378BOOM POI,,Default*,ONE_PNT_ONE,A,0
0EBQC,J2B,3.8,1,59,2,184,46,31,F39378BOOM FOO,,Default*,ONE_PNT_ONE,A,0
0EBQC,R1D,69,15.1,283,1,392,104,117,D28736DISTR WT,,Default*,ONE_PNT_ONE,A,0
0EBQC,R1D,57.299999,7.7,208,1,316,95,132,S74832STLR VAN,,Default*,ONE_PNT_ONE,A,0
0EBQC,R1D,64.199997,16.6,245,1,356,99,126,T13152SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0EBQC,R1D,68.400002,18.799999,253,1,375,97,130,T42725TRUCK CO,,Default*,ONE_PNT_ONE,A,0
0EBQC,R1D,54.799999,13.7,206,3,299,99,128,T91656TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,9.3,1.4,76,6,147,74,59,J47617GEN SET,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,13.9,1.9,103,1,176,84,65,J47480GEN SET,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,20.4,4.2,129,3,223,83,76,T59346TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,19.6,4.2,124,3,217,82,76,T59482TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,10.9,1.1,76,12,146,75,69,W58486TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,11,1.9,96,14,166,83,55,W95811TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,15.4,1.5,91,7,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2B,7.9,1.4,76,9,147,74,50,W95537TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,27.799999,6.3,131,4,192,98,102,D20529DISPENSE,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,22.5,3.6,115,3,178,93,94,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,19.799999,2.7,119,5,175,98,80,L85283LUB SVC,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,22.799999,4.5,144,5,214,97,76,P11866PNEU TL&,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,49.599998,8.5,340,3,510,96,70,S70594STLR LOW,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,23.700001,3.5,112,2,189,85,102,T07543TRUCK UT,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,17.9,3.3,115,4,192,86,75,T05028TRUCK UT,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,17.299999,2.8,102,1,172,85,82,T16988SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,21.6,3.7,126,5,214,85,82,T10138SHOP EQP,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,59,19.700001,281,8,400,101,101,T39586TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,56.700001,21.700001,269,1,384,101,101,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,56.299999,19.1,267,4,401,96,101,T87243TRK TANK,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,22.1,4,196,3,294,96,54,T96975TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,12.1,2.4,135,37,211,92,43,W94536TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,43.799999,11.6,224,5,332,97,94,X40968TRK CGO,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,41,11,209,4,311,97,94,X40831TRK CGO,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,29.799999,6.6,177,12,265,96,81,X40009TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,38.900002,13.1,199,12,295,97,94,X43845TRUCK DU,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,36,12.5,184,48,273,97,94,X43708TRUCK DU,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,31.4,6.8,186,8,279,96,81,X40146TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBQC,R2D,35,10.6,179,1,265,97,94,X59326TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0EBQC,R3B,2.1,0.3,21,5,84,36,48,Z44650MOTORCYC,,Default*,ONE_PNT_ONE,A,0
0EBQC,R3D,9.3,1.4,50,5,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0EBRC,A1D,94.199997,28.700001,303,2,344,127,149,F39378CRANE WH,,Default*,ONE_PNT_ONE,A,0
0EBRC,A2D,40.900002,14.7,216,4,327,95,91,G74783GRADER R,,Default*,ONE_PNT_ONE,A,0
0EBRC,A2D,41.400002,15.5,219,10,297,106,91,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0EBRC,A2D,8.2,3.3,70,1,117,86,56,S12575ROLLER T,,Default*,ONE_PNT_ONE,A,0
0EBRC,A2D,35.400002,8,167,12,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0EBRC,A2D,39.599998,15.6,190,1,271,101,100,T49119TRUCK FR,,Default*,ONE_PNT_ONE,A,0
0EBRC,A2D,37.5,17.799999,186,14,243,110,97,W76473TRACTOR,,Default*,ONE_PNT_ONE,A,0
0EBRC,A3B,6.3,2.5,45,1,97,67,67,S10682ROLLER T,,Default*,ONE_PNT_ONE,A,0
0EBRC,J2B,1.7,0.3,27,2,120,32,30,C04653BOOM EXT,,Default*,ONE_PNT_ONE,A,0
0EBRC,J2B,2.9,0.7,45,2,197,33,31,F39378BOOM POI,,Default*,ONE_PNT_ONE,A,0
0EBRC,J2B,3.8,1,59,2,184,46,31,F39378BOOM FOO,,Default*,ONE_PNT_ONE,A,0
0EBRC,R1D,69,15.1,283,1,392,104,117,D28736DISTR WT,,Default*,ONE_PNT_ONE,A,0
0EBRC,R1D,57.299999,7.7,208,1,316,95,132,S74832STLR VAN,,Default*,ONE_PNT_ONE,A,0
0EBRC,R1D,64.199997,16.6,245,1,356,99,126,T13152SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0EBRC,R1D,68.400002,18.799999,253,1,375,97,130,T42725TRUCK CO,,Default*,ONE_PNT_ONE,A,0
0EBRC,R1D,54.799999,13.7,206,3,299,99,128,T91656TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,9.3,1.4,76,6,147,74,59,J47617GEN SET,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,13.9,1.9,103,1,176,84,65,J47480GEN SET,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,20.4,4.2,129,3,223,83,76,T59346TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,19.6,4.2,124,3,217,82,76,T59482TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,10.9,1.1,76,12,146,75,69,W58486TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,11,1.9,96,14,166,83,55,W95811TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,15.4,1.5,91,7,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2B,7.9,1.4,76,9,147,74,50,W95537TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,27.799999,6.3,131,4,192,98,102,D20529DISPENSE,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,22.5,3.6,115,3,178,93,94,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,19.799999,2.7,119,5,175,98,80,L85283LUB SVC,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,22.799999,4.5,144,5,214,97,76,P11866PNEU TL&,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,49.599998,8.5,340,3,510,96,70,S70594STLR LOW,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,23.700001,3.5,112,2,189,85,102,T07543TRUCK UT,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,17.9,3.3,115,4,192,86,75,T05028TRUCK UT,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,17.299999,2.8,102,1,172,85,82,T16988SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,21.6,3.7,126,5,214,85,82,T10138SHOP EQP,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,59,19.700001,281,8,400,101,101,T39586TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,56.700001,21.700001,269,1,384,101,101,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,56.299999,19.1,267,4,401,96,101,T87243TRK TANK,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,22.1,4,196,3,294,96,54,T96975TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,12.1,2.4,135,37,211,92,43,W94536TRAILER,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,43.799999,11.6,224,5,332,97,94,X40968TRK CGO,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,41,11,209,4,311,97,94,X40831TRK CGO,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,29.799999,6.6,177,12,265,96,81,X40009TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,38.900002,13.1,199,12,295,97,94,X43845TRUCK DU,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,36,12.5,184,48,273,97,94,X43708TRUCK DU,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,31.4,6.8,186,8,279,96,81,X40146TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0EBRC,R2D,35,10.6,179,1,265,97,94,X59326TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0EBRC,R3B,2.1,0.3,21,5,84,36,48,Z44650MOTORCYC,,Default*,ONE_PNT_ONE,A,0
0EBRC,R3D,9.3,1.4,50,5,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0EGBC,A1D,26,7.6,108,6,208,75,115,R19753ROLLER M,,Default*,ONE_PNT_ONE,A,0
0EGBC,A2B,15.2,4.9,91,1,166,79,80,T49255TRUCK LI,,Default*,ONE_PNT_ONE,A,0
0EGBC,A2D,39.900002,12.2,206,3,309,96,93,C36219CRANE WH,,Default*,ONE_PNT_ONE,A,0
0EGBC,A2D,44,15.5,220,9,330,96,96,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0EGBC,A2D,38.5,14.6,181,6,253,103,102,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0EGBC,A2D,8.3,1.7,85,3,139,88,47,S12164ROLLER T,,Default*,ONE_PNT_ONE,A,0
0EGBC,A2D,36.299999,17.9,171,12,230,107,102,T76541TRACTOR,,Default*,ONE_PNT_ONE,A,0
0EGBC,J2D,4.5,1.8,43,6,58,106,51,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0EGBC,J3B,9.6,0.6,66,9,108,88,70,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,69,15.2,283,3,392,104,117,D28736DISTR WT,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,64.199997,16.700001,245,1,356,99,126,T13152SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,40.900002,15.8,185,6,278,96,106,T41036TRK CARG,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,37.5,10.2,170,2,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,37.5,10.6,170,1,255,96,106,T42063TRK CARG,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,41.799999,10.3,189,12,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,41.799999,12.5,189,18,284,96,106,T65526TRK DUMP,,Default*,ONE_PNT_ONE,A,0
0EGBC,R1D,40.5,7.5,177,3,265,96,110,V12141TANK&PUM,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2B,7.1,0.9,68,3,151,65,50,F79334FLOODLIG,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,21.200001,2.8,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,19.799999,2.7,119,1,175,98,80,L85283LUB SVC,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,22.799999,4.5,144,3,214,97,76,P11866PNEU TL&,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,24.299999,4.7,118,3,191,89,99,S25681SHP EQP,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,62.700001,15.9,287,9,393,105,105,S29971SCRAPER,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,60.200001,8.2,332,12,416,115,87,S70517STLR LOW,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,35.400002,8,167,6,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,12.5,2.8,108,6,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,13.3,3.3,114,3,191,86,56,T61630TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,60.5,21.799999,285,1,402,102,102,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,26.200001,4.8,153,1,230,96,82,T95555TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0EGBC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0EGBC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0HBGC,C0D,572.700012,65.900002,1553,18,884,253,177,L36739LANDING,,Default*,ONE_PNT_ONE,A,0
0HBGC,R1D,40.299999,17,183,1,274,96,106,T41135TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HBGC,R1D,37.200001,12.9,169,1,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2B,7.1,0.9,68,2,151,65,50,F79334FLOODLIG,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2D,24.299999,4.7,118,2,191,89,99,S25681SHP EQP,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2D,12.5,3.3,108,2,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2D,13.3,3.3,114,2,191,86,56,T61630TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2D,24.1,3.7,119,2,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0HBGC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0HBGC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0HEDC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0HEDC,R1D,37.200001,12.9,169,2,253,96,106,T60081TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HEDC,R1D,37.200001,12.9,169,1,253,96,106,T60149TRK CARG,,Default*,ONE_PNT_ONE,A,0
0HEDC,R1D,47.099998,9.2,192,61,276,100,118,T61103TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,4.4,1.5,67,1,103,93,32,F60598FIFTH WH,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,63.299999,9.7,327,120,490,96,93,S70159STLR FLA,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,52.900002,8.2,244,1,366,96,104,S73372STLR TAN,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,12.5,2.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,60.5,21.799999,285,1,402,102,102,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,23,3.6,140,1,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0HEDC,R2D,19.4,2.1,111,1,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0HEDC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0HEEC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
