RLN,CCC,Mtons,Stons,Sqft,NumPieces,Length,Width,Height,Description,LongDescription,DodicId,HazardDivision,StorageCompatibilityGroup,NetExplosivePounds
0QAAC,R2D,24.299999,4.7,118,4,191,89,99,S25681SHP EQP,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,62.700001,15.9,287,9,393,105,105,S29971SCRAPER,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,60.200001,8.2,332,15,416,115,87,S70517STLR LOW,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,17.299999,2.9,102,1,172,85,82,T16988SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,35.400002,8,167,18,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,22.200001,3.6,122,1,205,86,87,T38707TRK AMB,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,12.5,2.8,108,25,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,13,2.9,111,8,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,13.3,3.3,114,4,191,86,56,T61630TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,26.200001,4.8,153,4,230,96,82,T95555TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,8.8,0.9,81,2,136,86,52,T95992TRL CGO,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,23,3.6,140,14,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,18.5,1.6,96,4,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,13.7,2.9,149,18,219,98,44,W94536TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAAC,R2D,19.4,2.1,111,2,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0QAAC,R3D,9.3,1.4,50,4,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0QAEC,A1D,94.199997,28.700001,303,2,344,127,149,F39378CRANE WH,,Default*,ONE_PNT_ONE,A,0
0QAEC,A2D,40.900002,14.7,216,4,327,95,91,G74783GRADER R,,Default*,ONE_PNT_ONE,A,0
0QAEC,A2D,41.400002,15.5,219,10,297,106,91,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0QAEC,A2D,8.2,3.3,70,1,117,86,56,S12575ROLLER T,,Default*,ONE_PNT_ONE,A,0
0QAEC,A2D,35.400002,8,167,12,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0QAEC,A2D,39.599998,15.6,190,1,271,101,100,T49119TRUCK FR,,Default*,ONE_PNT_ONE,A,0
0QAEC,A2D,37.5,17.799999,186,14,243,110,97,W76473TRACTOR,,Default*,ONE_PNT_ONE,A,0
0QAEC,A3B,6.3,2.5,45,1,97,67,67,S10682ROLLER T,,Default*,ONE_PNT_ONE,A,0
0QAEC,J2B,1.7,0.3,27,2,120,32,30,C04653BOOM EXT,,Default*,ONE_PNT_ONE,A,0
0QAEC,J2B,2.9,0.7,45,2,197,33,31,F39378BOOM POI,,Default*,ONE_PNT_ONE,A,0
0QAEC,J2B,3.8,1,59,2,184,46,31,F39378BOOM FOO,,Default*,ONE_PNT_ONE,A,0
0QAEC,R1D,69,15.1,283,1,392,104,117,D28736DISTR WT,,Default*,ONE_PNT_ONE,A,0
0QAEC,R1D,57.299999,7.7,208,1,316,95,132,S74832STLR VAN,,Default*,ONE_PNT_ONE,A,0
0QAEC,R1D,64.199997,16.6,245,1,356,99,126,T13152SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0QAEC,R1D,68.400002,18.799999,253,1,375,97,130,T42725TRUCK CO,,Default*,ONE_PNT_ONE,A,0
0QAEC,R1D,54.799999,13.7,206,3,299,99,128,T91656TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,9.3,1.4,76,6,147,74,59,J47617GEN SET,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,13.9,1.9,103,1,176,84,65,J47480GEN SET,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,20.4,4.2,129,3,223,83,76,T59346TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,19.6,4.2,124,3,217,82,76,T59482TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,10.9,1.1,76,12,146,75,69,W58486TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,11,1.9,96,14,166,83,55,W95811TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,15.4,1.5,91,7,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2B,7.9,1.4,76,9,147,74,50,W95537TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,27.799999,6.3,131,4,192,98,102,D20529DISPENSE,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,22.5,3.6,115,3,178,93,94,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,19.799999,2.7,119,5,175,98,80,L85283LUB SVC,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,22.799999,4.5,144,5,214,97,76,P11866PNEU TL&,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,49.599998,8.5,340,3,510,96,70,S70594STLR LOW,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,23.700001,3.5,112,2,189,85,102,T07543TRUCK UT,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,17.9,3.3,115,4,192,86,75,T05028TRUCK UT,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,17.299999,2.8,102,1,172,85,82,T16988SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,21.6,3.7,126,5,214,85,82,T10138SHOP EQP,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,59,19.700001,281,8,400,101,101,T39586TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,56.700001,21.700001,269,1,384,101,101,T63093TRUCK WR,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,56.299999,19.1,267,4,401,96,101,T87243TRK TANK,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,22.1,4,196,3,294,96,54,T96975TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,12.1,2.4,135,37,211,92,43,W94536TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,43.799999,11.6,224,5,332,97,94,X40968TRK CGO,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,41,11,209,4,311,97,94,X40831TRK CGO,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,29.799999,6.6,177,12,265,96,81,X40009TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,38.900002,13.1,199,12,295,97,94,X43845TRUCK DU,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,36,12.5,184,48,273,97,94,X43708TRUCK DU,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,31.4,6.8,186,8,279,96,81,X40146TRUCK CA,,Default*,ONE_PNT_ONE,A,0
0QAEC,R2D,35,10.6,179,1,265,97,94,X59326TRUCK TR,,Default*,ONE_PNT_ONE,A,0
0QAEC,R3B,2.1,0.3,21,5,84,36,48,Z44650MOTORCYC,,Default*,ONE_PNT_ONE,A,0
0QAEC,R3D,9.3,1.4,50,5,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0QAFC,A1D,26,7.6,108,9,208,75,115,R19753ROLLER M,,Default*,ONE_PNT_ONE,A,0
0QAFC,A2B,15.2,4.9,91,1,166,79,80,T49255TRUCK LI,,Default*,ONE_PNT_ONE,A,0
0QAFC,A2D,39.900002,12.2,206,3,309,96,93,C36219CRANE WH,,Default*,ONE_PNT_ONE,A,0
0QAFC,A2D,44,15.5,220,9,330,96,96,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0QAFC,A2D,38.5,14.6,181,9,253,103,102,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0QAFC,A2D,8.3,1.7,85,3,139,88,47,S12164ROLLER T,,Default*,ONE_PNT_ONE,A,0
0QAFC,A2D,36.299999,17.9,171,15,230,107,102,T76541TRACTOR,,Default*,ONE_PNT_ONE,A,0
0QAFC,J2D,4.5,1.8,43,9,58,106,51,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0QAFC,J3B,6.6,0.7,50,9,105,68,64,E84531CNTNR AS,,Default*,ONE_PNT_ONE,A,0
0QAFC,J3B,9.6,0.6,66,9,108,88,70,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,69,15.2,283,3,392,104,117,D28736DISTR WT,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,64.199997,16.700001,245,1,356,99,126,T13152SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,40.900002,16.799999,185,13,278,96,106,T41036TRK CARG,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,37.5,12.7,170,14,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,37.5,13.1,170,4,255,96,106,T42063TRK CARG,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,41.799999,10.3,189,15,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,41.799999,16.299999,189,26,284,96,106,T65526TRK DUMP,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,41.799999,12.9,189,6,284,96,106,T65594TRK DUMP,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,53.900002,18.299999,244,4,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0QAFC,R1D,40.5,7.5,177,4,265,96,110,V12141TANK&PUM,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2B,7.1,0.9,68,3,151,65,50,F79334FLOODLIG,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2B,9.9,0.9,70,6,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2B,9.7,1.5,61,4,112,79,76,T30377TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2B,10.9,1.5,76,6,146,75,69,W58486TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2B,7.9,0.8,76,1,147,74,50,W95537TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,9.4,1.4,110,6,169,94,41,E02807CHASSIS,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,31.1,2.8,161,3,254,91,93,K28601KITCHEN,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,21.200001,2.8,109,2,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,18.4,3.1,125,6,187,96,71,L67342LAUNCHR,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,19.799999,2.7,119,4,175,98,80,L85283LUB SVC,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,22.799999,4.5,144,6,214,97,76,P11866PNEU TL&,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,24.299999,4.7,118,4,191,89,99,S25681SHP EQP,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,62.700001,15.9,287,9,393,105,105,S29971SCRAPER,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,60.200001,8.2,332,15,416,115,87,S70517STLR LOW,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,17.299999,2.9,102,1,172,85,82,T16988SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,35.400002,8,167,18,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,22.200001,3.6,122,1,205,86,87,T38707TRK AMB,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,12.5,2.8,108,25,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,13,2.9,111,8,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,13.3,3.3,114,4,191,86,56,T61630TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,26.200001,4.8,153,4,230,96,82,T95555TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,8.8,0.9,81,2,136,86,52,T95992TRL CGO,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,23,3.6,140,14,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,18.5,1.6,96,4,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,13.7,2.9,149,18,219,98,44,W94536TRAILER,,Default*,ONE_PNT_ONE,A,0
0QAFC,R2D,19.4,2.1,111,2,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0QAFC,R3D,9.3,1.4,50,4,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0TABC,J1D,8,0.2,35,11,96,53,108,J87705INSTL/EQ,,Default*,ONE_PNT_ONE,A,0
0TABC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0TABC,R1D,40.900002,16.5,185,18,278,96,106,T41036TRK CARG,,Default*,ONE_PNT_ONE,A,0
0TABC,R1D,40.900002,12.3,185,32,278,96,106,T41104TRK CARG,,Default*,ONE_PNT_ONE,A,0
0TABC,R1D,37.5,10.2,170,14,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0TABC,R1D,37.5,10.6,170,6,255,96,106,T42063TRK CARG,,Default*,ONE_PNT_ONE,A,0
0TABC,R1D,53.900002,18.299999,244,2,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0TABC,R1D,40.5,7.5,177,2,265,96,110,V12141TANK&PUM,,Default*,ONE_PNT_ONE,A,0
0TABC,R2B,9.9,0.9,70,17,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,40.900002,7.9,228,24,296,111,86,K57821HOWITZER,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,21.200001,2.8,109,5,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,13.3,3.1,114,3,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,22.200001,3.6,122,1,205,86,87,T38707TRK AMB,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,12.5,2.8,108,62,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,13,2.9,111,1,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,8.8,0.9,81,3,136,86,52,T95924TLR CGO,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,8.8,0.9,81,25,136,86,52,T95992TRL CGO,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,19.4,2.1,111,10,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,23,3.6,140,8,210,96,79,Z36068TRL CARG,,Default*,ONE_PNT_ONE,A,0
0TABC,R2D,26.200001,4.8,153,24,230,96,82,Z90712TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0TABC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0YADC,J1D,8,0.2,35,8,96,53,108,J87705INSTL/EQ,,Default*,ONE_PNT_ONE,A,0
0YADC,R1D,40.900002,17.299999,185,1,278,96,106,T41104TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YADC,R1D,37.5,12.7,170,5,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YADC,R1D,53.900002,18.299999,244,1,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0YADC,R2B,9.9,0.9,70,3,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,31.1,2.8,161,1,254,91,93,K28601KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,21.200001,4.3,109,1,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,13.3,5.3,114,4,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,12.5,3.6,108,17,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,13,2.9,111,3,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,13.3,3.3,114,2,191,86,56,T61630TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,26.200001,4.8,153,1,230,96,82,T95555TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,8.8,0.9,81,5,136,86,52,T95924TLR CGO,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,8.8,0.9,81,4,136,86,52,T95992TRL CGO,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,23,3.6,140,2,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,13.1,1.5,116,1,178,94,54,W95811TLR CARG,,Default*,ONE_PNT_ONE,A,0
0YADC,R2D,19.4,2.1,111,2,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0YADC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0YAFC,J1D,8,0.2,35,10,96,53,108,J87705INSTL/EQ,,Default*,ONE_PNT_ONE,A,0
0YAFC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0YAFC,R1D,40.900002,16.799999,185,7,278,96,106,T41036TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YAFC,R1D,40.900002,17.299999,185,3,278,96,106,T41104TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YAFC,R1D,37.5,12.7,170,7,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YAFC,R1D,37.5,13.1,170,5,255,96,106,T42063TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YAFC,R1D,53.900002,18.299999,244,2,366,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0YAFC,R1D,40.5,7.5,177,1,265,96,110,V12141TANK&PUM,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2B,9.9,0.9,70,7,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2B,12,4,109,1,187,84,53,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,11.3,1.3,81,1,135,86,67,G53403GEN SET,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,13.9,1.6,87,1,147,85,77,G53403GEN SET,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,31.1,2.8,161,4,254,91,93,K28601KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,21.200001,4.3,109,2,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,20.700001,5.1,114,3,191,86,87,S50205STRIKER,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,21,6.3,123,1,199,89,82,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,27.4,6.7,129,1,216,86,102,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,13.3,4.5,114,43,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,12.5,2.8,108,46,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,13,2.9,111,5,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,26.200001,4.8,153,10,230,96,82,T95555TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,8.8,0.9,81,5,136,86,52,T95924TLR CGO,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,8.8,0.9,81,11,136,86,52,T95992TRL CGO,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,23,3.6,140,4,210,96,79,T96564TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,18.5,1.6,96,1,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,19.4,2.1,111,6,163,98,84,W98825TRLR TK,,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,13.9,1.6,87,1,147,85,77,"YA0042CHASSIS,",,Default*,ONE_PNT_ONE,A,0
0YAFC,R2D,17.200001,1.6,95,1,161,85,87,YA0345ANTENNA,,Default*,ONE_PNT_ONE,A,0
0YAFC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0YBAC,R1D,37.5,12.7,170,1,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YBAC,R2B,15.4,3.4,91,1,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0YBAC,R2D,35.400002,8,167,6,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0YBAC,R2D,12.5,3.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YBAC,R2D,13,2.9,111,9,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YBAC,R2D,8.8,0.9,81,9,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0YBBC,R1D,37.5,12.7,170,1,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YBBC,R2B,15.4,3.4,91,1,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0YBBC,R2D,35.400002,8,167,6,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0YBBC,R2D,12.5,3.8,108,5,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YBBC,R2D,13,2.9,111,9,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YBBC,R2D,8.8,0.9,81,9,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0YBCC,A2B,15.2,4.9,91,1,166,79,80,T49255TRUCK LI,,Default*,ONE_PNT_ONE,A,0
0YBCC,A2D,44,15.5,220,2,330,96,96,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0YBCC,A2D,38.5,14.6,181,3,253,103,102,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0YBCC,A2D,36.299999,17.9,171,6,230,107,102,T76541TRACTOR,,Default*,ONE_PNT_ONE,A,0
0YBCC,J2D,4.5,1.8,43,3,58,106,51,L76556LOADER S,,Default*,ONE_PNT_ONE,A,0
0YBCC,J2D,17.700001,2.3,101,1,167,87,84,W32730SHOP EQU,,Default*,ONE_PNT_ONE,A,0
0YBCC,J3B,9.6,0.6,66,2,108,88,70,J74920GRADER R,,Default*,ONE_PNT_ONE,A,0
0YBCC,R1D,37.5,12.7,170,5,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YBCC,R1D,37.5,13.1,170,2,255,96,106,T42063TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YBCC,R1D,41.799999,10.3,189,6,284,96,106,T61239TRK TRAC,,Default*,ONE_PNT_ONE,A,0
0YBCC,R1D,41.799999,14.7,189,9,284,96,106,T65526TRK DUMP,,Default*,ONE_PNT_ONE,A,0
0YBCC,R1D,52.900002,18.200001,239,1,359,96,106,T94709TRK WREC,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2B,9.9,0.9,70,1,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2B,9.7,1.5,61,1,112,79,76,T30377TOOL OUT,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2B,15.4,1.6,91,2,162,81,81,W98825TRAILER,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,31.1,2.8,161,4,254,91,93,K28601KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,21.200001,2.8,109,2,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,19.799999,2.7,119,1,175,98,80,L85283LUB SVC,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,24.299999,4.7,118,1,191,89,99,S25681SHP EQP,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,60.200001,8.2,332,6,416,115,87,S70517STLR LOW,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,13.3,3.1,114,1,191,86,56,T07679TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,35.400002,8,167,9,250,96,102,T34437TRAC WHL,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,12.5,2.8,108,22,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,8.8,0.9,81,7,136,86,52,T95992TRL CARG,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,18.5,1.6,96,3,166,83,93,V19950TK UNIT,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,24.1,3.7,119,1,179,96,97,W48391WLD SHOP,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,16.799999,1.4,139,4,209,96,58,Z36068TRAILER,,Default*,ONE_PNT_ONE,A,0
0YBCC,R2D,17.700001,2.5,147,3,220,96,58,Z90712TRLR CGO,,Default*,ONE_PNT_ONE,A,0
0YBCC,R3D,9.3,1.4,50,1,100,72,89,C32887CLEANER,,Default*,ONE_PNT_ONE,A,0
0YCAC,J1D,8,0.2,35,2,96,53,108,J87705INSTL/EQ,,Default*,ONE_PNT_ONE,A,0
0YCAC,R1D,37.5,12.7,170,14,255,96,106,T41995TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YCAC,R1D,37.5,13.1,170,2,255,96,106,T42063TRK CARG,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2B,9.9,0.9,70,2,146,69,68,L63994LIGHT SE,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2D,11.3,1.3,81,1,135,86,67,G42170GEN SET,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2D,31.1,2.8,161,5,254,91,93,K28601KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2D,21.200001,4.3,109,3,171,92,93,L28351KITCHEN,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2D,16.4,4.1,106,20,180,85,74,T05096TRUCK UT,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2D,22.200001,4.3,122,4,205,86,87,T38707TRK AMB,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2D,12.5,4,108,33,180,86,56,T61494TRK UTIL,,Default*,ONE_PNT_ONE,A,0
0YCAC,R2D,13,4.1,111,8,186,86,56,T61562TRK UTIL,,Default*,ONE_PNT_ONE,A,0
