ScenarioName,Rln,CargoId,Location,FromLocation,ToLocation,Ccc,Mode,ClosureTimePeriod,Rdd,CloseDay,Cargo,Pax,Pol,AirStons,Bulk,Over,Out,AirPax,SeaStons,Area,Vol,Cntr,SeaPax,SeaPol
metadata-scenario,1:0EBQC,1:0EBQC.A2D0006,HPBF,HNTS,HPBF,A2D,ROAD,On Time,32,32,88.99999618530273,0,0.0,0.0,0.0,0.0,0.0,0,88.99999618530273,88.99999618530273,0.0,0.0,0,0.0
metadata-scenario,1:03AUP,1:03AUP.PAX,JEAH,JEAH,JEAH,PAX,NONE,Early,34,33,0.0,514,0.0,0.0,0.0,0.0,0.0,514,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:WP00025,1:WP00025.PAX,WSVC,FUQN,WSVC,PAX,ROAD,6 - 9 Days Late,38,45,0.0,28,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:00FK,1:00FK.J7C0002,WSVC,FUQN,WSVC,J7C,ROAD,1 - 2 Days Late,17,19,0.5,0,0.0,0.5,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:03AKC,1:03AKC.R2D0006,NWXN,VKNP,NWXN,R2D,ROAD,6 - 9 Days Late,34,42,83.99999856948853,0,0.0,0.0,0.0,0.0,0.0,0,83.99999856948853,83.99999856948853,0.0,0.0,0,0.0
metadata-scenario,1:0YCCC,1:0YCCC.R2D0002,WSVC,HNTS,WSVC,R2D,ROAD,3 - 5 Days Late,37,42,13.999999761581421,0,0.0,0.0,0.0,0.0,0.0,0,13.999999761581421,13.999999761581421,0.0,0.0,0,0.0
metadata-scenario,1:0ZDC,1:0ZDC.R1D0001,BQWK,VKNP,BQWK,R1D,ROAD,3 - 5 Days Late,28,32,305.79998779296875,0,0.0,0.0,0.0,0.0,0.0,0,305.79998779296875,305.79998779296875,0.0,0.0,0,0.0
metadata-scenario,1:0YCAC,1:0YCAC.R1D0001,WSVC,HNTS,WSVC,R1D,ROAD,6 - 9 Days Late,37,43,177.7999906539917,0,0.0,0.0,0.0,0.0,0.0,0,177.7999906539917,177.7999906539917,0.0,0.0,0,0.0
metadata-scenario,1:0ZHCC,1:0ZHCC.A2D0002,NWXN,JEAH,NWXN,A2D,ROAD,10+ Days Late,34,45,12.899999618530273,0,0.0,0.0,0.0,0.0,0.0,0,12.899999618530273,12.899999618530273,0.0,0.0,0,0.0
metadata-scenario,1:0DBCC,1:0DBCC.R2D0005,HPBF,HNTS,HPBF,R2D,ROAD,Early,30,29,6.199999809265137,0,0.0,0.0,0.0,0.0,0.0,0,6.199999809265137,6.199999809265137,0.0,0.0,0,0.0
metadata-scenario,1:03AGC,1:03AGC.R2D0009,NWXN,HNTS,NWXN,R2D,ROAD,Early,34,30,212.29999160766602,0,0.0,0.0,0.0,0.0,0.0,0,212.29999160766602,212.29999160766602,0.0,0.0,0,0.0
metadata-scenario,1:0YADC,1:0YADC.R1D0003,WSVC,HNTS,WSVC,R1D,ROAD,1 - 2 Days Late,26,27,18.299999237060547,0,0.0,0.0,0.0,0.0,0.0,0,18.299999237060547,18.299999237060547,0.0,0.0,0,0.0
metadata-scenario,1:0YAFC,1:0YAFC.J7C0002,WSVC,HNTS,WSVC,J7C,ROAD,10+ Days Late,26,36,0.3000030517578125,0,0.0,0.0,0.0,0.0,0.0,0,0.3000030517578125,0.3000030517578125,0.0,0.0,0,0.0
metadata-scenario,1:00HDC,1:00HDC.A2D0001,WSVC,HNTS,WSVC,A2D,ROAD,6 - 9 Days Late,18,26,151.90000247955322,0,0.0,0.0,0.0,0.0,0.0,0,151.90000247955322,151.90000247955322,0.0,0.0,0,0.0
metadata-scenario,1:03AKC,1:03AKC.A1D0001,NWXN,VKNP,NWXN,A1D,ROAD,Early,34,33,452.1999816894531,0,0.0,0.0,0.0,0.0,0.0,0,452.1999816894531,452.1999816894531,0.0,0.0,0,0.0
metadata-scenario,1:0EBQC,1:0EBQC.R2D0008,HPBF,HNTS,HPBF,R2D,ROAD,3 - 5 Days Late,32,35,2.799999952316284,0,0.0,0.0,0.0,0.0,0.0,0,2.799999952316284,2.799999952316284,0.0,0.0,0,0.0
metadata-scenario,1:0YBYP,1:0YBYP.PAX,WSVC,FUQN,WSVC,PAX,ROAD,10+ Days Late,37,51,0.0,98,0.0,0.0,0.0,0.0,0.0,98,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0MBKC,1:0MBKC.R2D0004,HNTM,HNTS,HNTM,R2D,ROAD,1 - 2 Days Late,24,26,8.199999809265137,0,0.0,0.0,0.0,0.0,0.0,0,8.199999809265137,8.199999809265137,0.0,0.0,0,0.0
metadata-scenario,1:0YADC,1:0YADC.R2D0012,WSVC,HNTS,WSVC,R2D,ROAD,1 - 2 Days Late,26,27,1.5,0,0.0,0.0,0.0,0.0,0.0,0,1.5,1.5,0.0,0.0,0,0.0
metadata-scenario,1:0ZDC,1:0ZDC.R1D0002,BQWK,VKNP,BQWK,R1D,ROAD,3 - 5 Days Late,28,32,14.800048828125,0,0.0,0.0,0.0,0.0,0.0,0,14.800048828125,14.800048828125002,0.0,0.0,0,0.0
metadata-scenario,1:00FK,1:00FK.J7C0001,WSVC,FUQN,WSVC,J7C,ROAD,1 - 2 Days Late,17,19,6.0,0,0.0,6.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:WP00031,1:WP00031.PAX,WSVC,FUQN,WSVC,PAX,ROAD,Early,27,26,0.0,90,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0EBRC,1:0EBRC.R2B0003,HPBF,HNTS,HPBF,R2B,ROAD,Early,32,30,12.59999942779541,0,0.0,0.0,0.0,0.0,0.0,0,12.59999942779541,12.59999942779541,0.0,0.0,0,0.0
metadata-scenario,1:0YBUC,1:0YBUC.J3B0001 et al.,WSVC,HNTS,WSVC,J3B,ROAD,1 - 2 Days Late,37,38,327.07236842026833,0,0.0,0.0,0.0,0.0,0.0,0,327.07236842026833,0.0,0.0,327.07236842026833,0,0.0
metadata-scenario,1:5NMH1,1:5NMH1.J3D0002,FUQN,FUQN,FUQN,J3D,NONE,1 - 2 Days Late,28,29,0.9000005722045898,0,0.0,0.9000005722045898,0.9000005722045898,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0YADC,1:0YADC.R1D0002,WSVC,HNTS,WSVC,R1D,ROAD,1 - 2 Days Late,26,27,63.499999046325684,0,0.0,0.0,0.0,0.0,0.0,0,63.499999046325684,63.499999046325684,0.0,0.0,0,0.0
metadata-scenario,1:0EBQC,1:0EBQC.R2D0009,HPBF,HNTS,HPBF,R2D,ROAD,3 - 5 Days Late,32,35,18.50000023841858,0,0.0,0.0,0.0,0.0,0.0,0,18.50000023841858,18.50000023841858,0.0,0.0,0,0.0
metadata-scenario,1:03AEC,1:03AEC.A1D0003,WSVC,HNTS,WSVC,A1D,ROAD,Early,40,38,168.0,0,0.0,0.0,0.0,0.0,0.0,0,168.0,168.0,0.0,0.0,0,0.0
metadata-scenario,1:0TAEC,1:0TAEC.R2D0001,WSVC,HNTS,WSVC,R2D,ROAD,10+ Days Late,32,42,945.0,0,0.0,0.0,0.0,0.0,0.0,0,945.0,945.0,0.0,0.0,0,0.0
metadata-scenario,1:0DBBC,1:0DBBC.R2B0001,HPBF,HNTS,HPBF,R2B,ROAD,Early,30,26,1.7999999523162842,0,0.0,0.0,0.0,0.0,0.0,0,1.7999999523162842,1.7999999523162842,0.0,0.0,0,0.0
metadata-scenario,1:0YCCC,1:0YCCC.R2D0003,WSVC,HNTS,WSVC,R2D,ROAD,3 - 5 Days Late,37,42,12.90000057220459,0,0.0,0.0,0.0,0.0,0.0,0,12.90000057220459,12.90000057220459,0.0,0.0,0,0.0
metadata-scenario,1:0YCAC,1:0YCAC.R2D0011,WSVC,HNTS,WSVC,R2D,ROAD,6 - 9 Days Late,37,43,48.79999923706055,0,0.0,0.0,0.0,0.0,0.0,0,48.79999923706055,48.79999923706055,0.0,0.0,0,0.0
metadata-scenario,1:0MBKC,1:0MBKC.R2D0003,HNTM,HNTS,HNTM,R2D,ROAD,1 - 2 Days Late,24,26,223.09999465942383,0,0.0,0.0,0.0,0.0,0.0,0,223.09999465942383,223.09999465942383,0.0,0.0,0,0.0
metadata-scenario,1:0ZBB,1:0ZBB.R1D0002,BQWK,VKNP,BQWK,R1D,ROAD,1 - 2 Days Late,28,29,12.800000190734863,0,0.0,0.0,0.0,0.0,0.0,0,12.800000190734863,12.800000190734863,0.0,0.0,0,0.0
metadata-scenario,1:0YBRC,1:0YBRC.R2D0001,WSVC,HNTS,WSVC,R2D,ROAD,10+ Days Late,37,56,135.0,0,0.0,0.0,0.0,0.0,0.0,0,135.0,135.0,0.0,0.0,0,0.0
metadata-scenario,1:00JE,1:00JE.A2D0001,WSVC,FUQN,WSVC,A2D,ROAD,1 - 2 Days Late,27,28,7.800000190734863,0,0.0,7.800000190734863,0.0,7.800000190734863,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:03AGC,1:03AGC.R1D0004,NWXN,HNTS,NWXN,R1D,ROAD,Early,34,30,103.19999694824219,0,0.0,0.0,0.0,0.0,0.0,0,103.19999694824219,103.19999694824219,0.0,0.0,0,0.0
metadata-scenario,1:0QAFC,1:0QAFC.R2D0014,WSVC,HNTS,WSVC,R2D,ROAD,10+ Days Late,26,37,23.200000762939453,0,0.0,0.0,0.0,0.0,0.0,0,23.200000762939453,23.200000762939453,0.0,0.0,0,0.0
metadata-scenario,1:0QAFC,1:0QAFC.A2D0005,WSVC,HNTS,WSVC,A2D,ROAD,10+ Days Late,26,38,268.49998688697815,0,0.0,0.0,0.0,0.0,0.0,0,268.49998688697815,268.49998688697815,0.0,0.0,0,0.0
metadata-scenario,1:0ZHFC,1:0ZHFC.R2D0015,NWXN,VKNP,NWXN,R2D,ROAD,10+ Days Late,34,50,1.600000023841858,0,0.0,0.0,0.0,0.0,0.0,0,1.600000023841858,1.600000023841858,0.0,0.0,0,0.0
metadata-scenario,1:00HK,1:00HK.PAX,WSVC,FUQN,WSVC,PAX,ROAD,3 - 5 Days Late,18,23,0.0,17,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:WP00022,1:WP00022.PAX,WSVC,FUQN,WSVC,PAX,ROAD,3 - 5 Days Late,34,37,0.0,28,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0YCAC,1:0YCAC.R1D0002,WSVC,HNTS,WSVC,R1D,ROAD,6 - 9 Days Late,37,43,26.200000762939453,0,0.0,0.0,0.0,0.0,0.0,0,26.200000762939453,26.200000762939453,0.0,0.0,0,0.0
metadata-scenario,1:0DAAC,1:0DAAC.J7C0002,HPBF,HNTS,HPBF,J7C,ROAD,On Time,30,30,0.6000003814697266,0,0.0,0.0,0.0,0.0,0.0,0,0.6000003814697266,0.6000003814697266,0.0,0.0,0,0.0
metadata-scenario,1:5CCAU,1:5CCAU.PAX,HNTK,HNTK,HNTK,PAX,NONE,6 - 9 Days Late,28,35,0.0,12,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0HNBC,1:0HNBC.R2D0006,HNTM,HNTS,HNTM,R2D,ROAD,10+ Days Late,24,35,5.0,0,0.0,0.0,0.0,0.0,0.0,0,5.0,5.0,0.0,0.0,0,0.0
metadata-scenario,1:03AKC,1:03AKC.J2D0002,NWXN,VKNP,NWXN,J2D,ROAD,On Time,34,34,48.79999923706055,0,0.0,0.0,0.0,0.0,0.0,0,48.79999923706055,48.79999923706055,0.0,0.0,0,0.0
metadata-scenario,1:0ZHFC,1:0ZHFC.J7C0001,NWXN,VKNP,NWXN,J7C,ROAD,10+ Days Late,34,47,14.0,0,0.0,0.0,0.0,0.0,0.0,0,14.0,14.0,0.0,0.0,0,0.0
metadata-scenario,1:00FG,1:00FG.A2D0002,WSVC,FUQN,WSVC,A2D,ROAD,1 - 2 Days Late,17,18,5.79998779296875,0,0.0,5.79998779296875,0.0,5.79998779296875,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:WP00040,1:WP00040.PAX,BQWK,HNTK,BQWK,PAX,ROAD,3 - 5 Days Late,40,43,0.0,56,0.0,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:FR00022,1:FR00022.JCD0002,HNTM,HNTK,HNTM,JCD,ROAD,1 - 2 Days Late,43,44,4.0,0,0.0,4.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0ZHFC,1:0ZHFC.R2D0004,NWXN,VKNP,NWXN,R2D,ROAD,Early,34,30,148.00000190734863,0,0.0,0.0,0.0,0.0,0.0,0,148.00000190734863,148.00000190734863,0.0,0.0,0,0.0
metadata-scenario,1:0ZHFC,1:0ZHFC.A1D0002,NWXN,VKNP,NWXN,A1D,ROAD,Early,34,30,1159.2000274658203,0,0.0,0.0,0.0,0.0,0.0,0,1159.2000274658203,1159.2000274658203,0.0,0.0,0,0.0
metadata-scenario,1:0YBCC,1:0YBCC.R2D0008,WSVC,VKNP,WSVC,R2D,ROAD,On Time,37,37,47.59999918937683,0,0.0,0.0,0.0,0.0,0.0,0,47.59999918937683,47.59999918937683,0.0,0.0,0,0.0
metadata-scenario,1:0ZDB,1:0ZDB.R2D0001,BQWK,VKNP,BQWK,R2D,ROAD,3 - 5 Days Late,28,32,85.0,0,0.0,0.0,0.0,0.0,0.0,0,85.0,85.0,0.0,0.0,0,0.0
metadata-scenario,1:FR00022,1:FR00022.JCD0001,HNTM,HNTK,HNTM,JCD,ROAD,1 - 2 Days Late,43,44,105.0,0,0.0,105.0,0.0,105.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:03AJC,1:03AJC.R2D0015,NWXN,VKNP,NWXN,R2D,ROAD,On Time,34,34,1.600000023841858,0,0.0,0.0,0.0,0.0,0.0,0,1.600000023841858,1.600000023841858,0.0,0.0,0,0.0
metadata-scenario,1:0YAFC,1:0YAFC.J1D0001,WSVC,HNTS,WSVC,J1D,ROAD,10+ Days Late,26,36,2.000000014901161,0,0.0,0.0,0.0,0.0,0.0,0,2.000000014901161,2.000000014901161,0.0,0.0,0,0.0
metadata-scenario,1:03AKC,1:03AKC.R2D0007,NWXN,VKNP,NWXN,R2D,ROAD,6 - 9 Days Late,34,42,2.9000000953674316,0,0.0,0.0,0.0,0.0,0.0,0,2.9000000953674316,2.900000095367432,0.0,0.0,0,0.0
metadata-scenario,1:0YCCC,1:0YCCC.R2D0001,WSVC,HNTS,WSVC,R2D,ROAD,3 - 5 Days Late,37,42,1.2999999523162842,0,0.0,0.0,0.0,0.0,0.0,0,1.2999999523162842,1.2999999523162842,0.0,0.0,0,0.0
metadata-scenario,1:0MAAC,1:0MAAC.M7C0001 et al.,HNTM,HNTS,HNTM,M7C,ROAD,3 - 5 Days Late,22,26,1.600000023841858,0,0.0,0.0,0.0,0.0,0.0,0,1.600000023841858,0.0,0.0,1.600000023841858,0,0.0
metadata-scenario,1:AR00055,1:AR00055.GAD,HNTM,HNTS,HNTM,GAD,ROAD,1 - 2 Days Late,43,45,0.0,0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,6.0
metadata-scenario,1:0YCAC,1:0YCAC.R2D0012,WSVC,HNTS,WSVC,R2D,ROAD,6 - 9 Days Late,37,43,22.799999237060547,0,0.0,0.0,0.0,0.0,0.0,0,22.799999237060547,22.799999237060547,0.0,0.0,0,0.0
metadata-scenario,1:AR00050,1:AR00050.GAD,HNTM,HNTS,HNTM,GAD,ROAD,Early,49,45,0.0,0,160.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,160.0
metadata-scenario,1:0DBCC,1:0DBCC.J2D0001,HPBF,HNTS,HPBF,J2D,ROAD,On Time,30,30,6.800000190734863,0,0.0,0.0,0.0,0.0,0.0,0,6.800000190734863,6.800000190734863,0.0,0.0,0,0.0
metadata-scenario,1:03AGC,1:03AGC.R2D0016,NWXN,HNTS,NWXN,R2D,ROAD,Early,34,30,3.700000047683716,0,0.0,0.0,0.0,0.0,0.0,0,3.700000047683716,3.700000047683716,0.0,0.0,0,0.0
metadata-scenario,1:0YCBC,1:0YCBC.R2D0012,WSVC,HNTS,WSVC,R2D,ROAD,10+ Days Late,37,71,22.799999237060547,0,0.0,0.0,0.0,0.0,0.0,0,22.799999237060547,22.799999237060547,0.0,0.0,0,0.0
metadata-scenario,1:0EBQC,1:0EBQC.R2B0001,HPBF,HNTS,HPBF,R2B,ROAD,On Time,32,32,8.399999856948853,0,0.0,0.0,0.0,0.0,0.0,0,8.399999856948853,8.399999856948853,0.0,0.0,0,0.0
metadata-scenario,1:0TAEC,1:0TAEC.J2B0001 et al.,WSVC,HNTS,WSVC,J2B,ROAD,10+ Days Late,32,51,124.5999966263771,0,0.0,0.0,0.0,0.0,0.0,0,124.5999966263771,0.0,0.0,124.5999966263771,0,0.0
metadata-scenario,1:0QAAC,1:0QAAC.R2B0003,WSVC,HNTS,WSVC,R2B,ROAD,10+ Days Late,26,36,4.4999998807907104,0,0.0,0.0,0.0,0.0,0.0,0,4.4999998807907104,4.4999998807907104,0.0,0.0,0,0.0
metadata-scenario,1:0YADC,1:0YADC.R2D0013,WSVC,HNTS,WSVC,R2D,ROAD,1 - 2 Days Late,26,27,4.199999809265137,0,0.0,0.0,0.0,0.0,0.0,0,4.199999809265137,4.199999809265137,0.0,0.0,0,0.0
metadata-scenario,1:0ZHCC,1:0ZHCC.J3D0001,NWXN,VKNP,NWXN,J3D,ROAD,Early,34,33,25.19999885559082,0,0.0,0.0,0.0,0.0,0.0,0,25.19999885559082,25.19999885559082,0.0,0.0,0,0.0
metadata-scenario,1:0KFBC,1:0KFBC.R2D0006,WSVC,HNTS,WSVC,R2D,ROAD,Early,43,41,158.2000026702881,0,0.0,0.0,0.0,0.0,0.0,0,158.2000026702881,158.2000026702881,0.0,0.0,0,0.0
metadata-scenario,1:0ZHCC,1:0ZHCC.R2D0017,NWXN,VKNP,NWXN,R2D,ROAD,10+ Days Late,34,49,16.799999237060547,0,0.0,0.0,0.0,0.0,0.0,0,16.799999237060547,16.799999237060547,0.0,0.0,0,0.0
metadata-scenario,1:0EBQC,1:0EBQC.R2D0007,HPBF,HNTS,HPBF,R2D,ROAD,3 - 5 Days Late,32,35,13.199999809265137,0,0.0,0.0,0.0,0.0,0.0,0,13.199999809265137,13.199999809265137,0.0,0.0,0,0.0
metadata-scenario,1:0YCAC,1:0YCAC.M7C0001 et al.,WSVC,HNTS,WSVC,M7C,ROAD,3 - 5 Days Late,37,41,3.4000000953674316,0,0.0,0.0,0.0,0.0,0.0,0,3.4000000953674316,0.0,0.0,3.4000000953674316,0,0.0
metadata-scenario,1:0DBDC,1:0DBDC.J2D0001,HPBF,HNTS,HPBF,J2D,ROAD,On Time,30,30,19.200000762939453,0,0.0,0.0,0.0,0.0,0.0,0,19.200000762939453,19.200000762939453,0.0,0.0,0,0.0
metadata-scenario,1:0QAFC,1:0QAFC.R2D0020,WSVC,HNTS,WSVC,R2D,ROAD,10+ Days Late,26,37,3.700000047683716,0,0.0,0.0,0.0,0.0,0.0,0,3.700000047683716,3.700000047683716,0.0,0.0,0,0.0
metadata-scenario,1:0QAAC,1:0QAAC.R2D0008,WSVC,HNTS,WSVC,R2D,ROAD,10+ Days Late,26,37,143.09999656677246,0,0.0,0.0,0.0,0.0,0.0,0,143.09999656677246,143.09999656677246,0.0,0.0,0,0.0
metadata-scenario,1:03AGC,1:03AGC.R2D0006,NWXN,HNTS,NWXN,R2D,ROAD,Early,34,31,13.999999761581421,0,0.0,0.0,0.0,0.0,0.0,0,13.999999761581421,13.999999761581421,0.0,0.0,0,0.0
metadata-scenario,1:0YADC,1:0YADC.R1D0001,WSVC,HNTS,WSVC,R1D,ROAD,1 - 2 Days Late,26,27,17.299999237060547,0,0.0,0.0,0.0,0.0,0.0,0,17.299999237060547,17.299999237060547,0.0,0.0,0,0.0
metadata-scenario,1:0DBDC,1:0DBDC.R2B0002,HPBF,HNTS,HPBF,R2B,ROAD,Early,30,29,1.899999976158142,0,0.0,0.0,0.0,0.0,0.0,0,1.899999976158142,1.899999976158142,0.0,0.0,0,0.0
metadata-scenario,1:0EGBC,1:0EGBC.R2D0012,WSVC,VKNP,WSVC,R2D,ROAD,Early,36,35,7.199999809265137,0,0.0,0.0,0.0,0.0,0.0,0,7.199999809265137,7.199999809265137,0.0,0.0,0,0.0
metadata-scenario,1:0QAEC,1:0QAEC.R2D0020,HPBF,VKNP,HPBF,R2D,ROAD,10+ Days Late,32,44,12.5,0,0.0,0.0,0.0,0.0,0.0,0,12.5,12.5,0.0,0.0,0,0.0
metadata-scenario,1:00HDC,1:00HDC.J7C0002,WSVC,HNTS,WSVC,J7C,ROAD,6 - 9 Days Late,18,26,0.3000030517578125,0,0.0,0.0,0.0,0.0,0.0,0,0.3000030517578125,0.3000030517578125,0.0,0.0,0,0.0
metadata-scenario,1:0EGBC,1:0EGBC.A2D0003,WSVC,VKNP,WSVC,A2D,ROAD,On Time,36,36,43.79999351501465,0,0.0,0.0,0.0,0.0,0.0,0,43.79999351501465,43.79999351501465,0.0,0.0,0,0.0
metadata-scenario,1:00GDC,1:00GDC.R1D0001,WSVC,VKNP,WSVC,R1D,ROAD,10+ Days Late,25,37,9.600000381469727,0,0.0,0.0,0.0,0.0,0.0,0,9.600000381469727,9.600000381469727,0.0,0.0,0,0.0
metadata-scenario,1:03AFC,1:03AFC.A1D0001,WSVC,VKNP,WSVC,A1D,ROAD,1 - 2 Days Late,40,42,36.0,0,0.0,0.0,0.0,0.0,0.0,0,36.0,36.0,0.0,0.0,0,0.0
metadata-scenario,1:0EGBC,1:0EGBC.J7C0001,WSVC,VKNP,WSVC,J7C,ROAD,On Time,36,36,29.0,0,0.0,0.0,0.0,0.0,0.0,0,29.0,29.0,0.0,0.0,0,0.0
metadata-scenario,1:0QAAC,1:0QAAC.A2D0005,WSVC,HNTS,WSVC,A2D,ROAD,10+ Days Late,26,37,161.09999656677246,0,0.0,0.0,0.0,0.0,0.0,0,161.09999656677246,161.09999656677246,0.0,0.0,0,0.0
metadata-scenario,1:03AEC,1:03AEC.M7C0001 et al.,WSVC,HNTS,WSVC,M7C,ROAD,Early,40,39,4.400000095367432,0,0.0,0.0,0.0,0.0,0.0,0,4.400000095367432,0.0,0.0,4.400000095367432,0,0.0
metadata-scenario,1:00FTC,1:00FTC.R2D0001,WSVC,VKNP,WSVC,R2D,ROAD,10+ Days Late,27,37,7.199999809265137,0,0.0,0.0,0.0,0.0,0.0,0,7.199999809265137,7.199999809265137,0.0,0.0,0,0.0
metadata-scenario,1:00JE,1:00JE.J7C0001,WSVC,FUQN,WSVC,J7C,ROAD,1 - 2 Days Late,27,28,8.099999785423279,0,0.0,8.099999785423279,8.099999785423279,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0QAEC,1:0QAEC.A2D0002,HPBF,VKNP,HPBF,A2D,ROAD,3 - 5 Days Late,32,35,62.0,0,0.0,0.0,0.0,0.0,0.0,0,62.0,62.0,0.0,0.0,0,0.0
metadata-scenario,1:0EBQC,1:0EBQC.R2D0006,HPBF,HNTS,HPBF,R2D,ROAD,3 - 5 Days Late,32,35,7.0,0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,0.0,0.0,0,0.0
metadata-scenario,1:0KFBC,1:0KFBC.R2D0002,WSVC,HNTS,WSVC,R2D,ROAD,10+ Days Late,43,59,10.799999713897705,0,0.0,0.0,0.0,0.0,0.0,0,10.799999713897705,10.799999713897705,0.0,0.0,0,0.0
metadata-scenario,1:00HF,1:00HF.PAX,WSVC,FUQN,WSVC,PAX,ROAD,3 - 5 Days Late,18,23,0.0,56,0.0,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0,0.0
metadata-scenario,1:0DBCC,1:0DBCC.M7C0001,HPBF,HNTS,HPBF,M7C,ROAD,3 - 5 Days Late,30,35,0.4000000059604645,0,0.0,0.0,0.0,0.0,0.0,0,0.4000000059604645,0.0,0.0,0.4000000059604645,0,0.0
metadata-scenario,1:00JD,1:00JD.J2C0002,OPA1,APFD,OPA1,J2C,ROAD,1 - 2 Days Late,27,28,3.5,0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.5,0.0,0.0,0,0.0
metadata-scenario,1:00FV,1:00FV.M7C0001,WSVC,VKNP,WSVC,M7C,ROAD,6 - 9 Days Late,27,34,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.5,0,0.0
metadata-scenario,1:0EBFC,1:0EBFC.A2D0001,HPBF,HNTS,HPBF,A2D,ROAD,Early,32,30,75.0,0,0.0,0.0,0.0,0.0,0.0,0,75.0,75.0,0.0,0.0,0,0.0
metadata-scenario,1:0MBKC,1:0MBKC.R2D0008,HNTM,HNTS,HNTM,R2D,ROAD,10+ Days Late,24,40,2.0999999046325684,0,0.0,0.0,0.0,0.0,0.0,0,2.0999999046325684,2.0999999046325684,0.0,0.0,0,0.0
metadata-scenario,1:03AKC,1:03AKC.R2D0002,NWXN,VKNP,NWXN,R2D,ROAD,6 - 9 Days Late,34,42,4.300000190734863,0,0.0,0.0,0.0,0.0,0.0,0,4.300000190734863,4.300000190734863,0.0,0.0,0,0.0
metadata-scenario,1:0YCCC,1:0YCCC.R2D0006,WSVC,HNTS,WSVC,R2D,ROAD,3 - 5 Days Late,37,42,132.0,0,0.0,0.0,0.0,0.0,0.0,0,132.0,132.0,0.0,0.0,0,0.0
metadata-scenario,1:0DBBC,1:0DBBC.R1D0004,HPBF,HNTS,HPBF,R1D,ROAD,Early,30,26,12.800000190734863,0,0.0,0.0,0.0,0.0,0.0,0,12.800000190734863,12.800000190734863,0.0,0.0,0,0.0
metadata-scenario,1:0KHA,1:0KHA.R2D0001,VKNG,HNTS,VKNG,R2D,ROAD,Early,32,31,68.60000133514404,0,0.0,0.0,0.0,0.0,0.0,0,68.60000133514404,68.60000133514404,0.0,0.0,0,0.0
metadata-scenario,1:0KFBC,1:0KFBC.A1D0004,WSVC,HNTS,WSVC,A1D,ROAD,Early,43,41,216.0,0,0.0,0.0,0.0,0.0,0.0,0,216.0,216.0,0.0,0.0,0,0.0
metadata-scenario,1:04DDC,1:04DDC.R2D0006,HNTM,HNTS,HNTM,R2D,ROAD,3 - 5 Days Late,24,27,21.799999237060547,0,0.0,0.0,0.0,0.0,0.0,0,21.799999237060547,21.799999237060547,0.0,0.0,0,0.0
metadata-scenario,1:0ZHFC,1:0ZHFC.R1D0001,NWXN,VKNP,NWXN,R1D,ROAD,Early,34,30,166.39999389648438,0,0.0,0.0,0.0,0.0,0.0,0,166.39999389648438,166.39999389648438,0.0,0.0,0,0.0
metadata-scenario,1:0EBRC,1:0EBRC.R3D0001,HPBF,HNTS,HPBF,R3D,ROAD,Early,32,30,6.9999998807907104,0,0.0,0.0,0.0,0.0,0.0,0,6.9999998807907104,6.9999998807907104,0.0,0.0,0,0.0
metadata-scenario,1:03AGC,1:03AGC.R1D0001,NWXN,HNTS,NWXN,R1D,ROAD,Early,34,31,83.19999694824219,0,0.0,0.0,0.0,0.0,0.0,0,83.19999694824219,83.19999694824219,0.0,0.0,0,0.0
metadata-scenario,1:03AUC,1:03AUC.R1D0001,NWXN,VKNP,NWXN,R1D,ROAD,Early,34,33,166.39999389648438,0,0.0,0.0,0.0,0.0,0.0,0,166.39999389648438,166.39999389648438,0.0,0.0,0,0.0
