pool_num,node_name,is_from_node
8,AZTG,1
8,WMYX,1
8,CWCE,1
8,CLCH,1
8,VWCR,1
8,GNMJ,1
8,PVSE,1
8,LUNH,1
8,FQQZ,1
8,DPYZ,1
8,MAAU,1
8,YKRS,1
8,JNPY,1
8,SAEJ,1
8,YRLZ,1
8,HKZY,1
8,NENL,1
8,YMSM,1
8,XYBW,1
8,SWMT,1
8,HAYS,1
8,WJUP,1
8,RPYA,1
8,YVGQ,1
8,TQRU,1
8,WKVB,1
8,AHTM,1
8,ZQEA,1
8,FFJG,1
8,PBXH,1
8,GKLX,1
8,FFRS,1
8,JRZT,1
8,RRPQ,1
8,THXR,1
8,SAAX,1
8,VZWF,1
8,THGC,1
8,WSPX,1
8,AXQD,1
8,ZHBP,1
8,PADV,1
8,JADW,1
8,RPWO,1
8,NEFW,1
8,MYTZ,1
8,YHAJ,1
8,MAFU,1
8,ZQEL,1
8,AFMY,1
8,QDVL,1
8,FSAD,1
8,TEBQ,1
8,HEHL,1
8,VXBD,1
8,ZHAP,1
8,NPVL,1
8,CSHW,1
8,ESGM,1
8,CQLW,1
8,HEKQ,1
8,FVMT,1
8,TZRL,1
8,UJBZ,1
8,JRZU,1
8,ZKPY,1
8,TNQV,1
8,CSKQ,1
8,MBPD,1
8,WFGE,1
8,NBHO,1
8,YKVG,1
8,RQFF,1
8,LGSL,1
8,MXRD,1
8,TDXQ,1
8,ZHAH,1
8,CMXJ,1
8,VXTM,1
8,NDAN,1
8,PBXP,1
8,SLFU,1
8,EDVT,1
8,SZTN,1
8,UABY,1
8,TWEH,1
8,MWWC,1
8,ZFTU,1
8,VHAV,1
8,HEKP,1
8,RQFK,1
8,EFGX,1
8,HRNV,1
8,LLLB,1
8,YEAF,1
8,SKXJ,1
8,NDAM,1
8,UNUW,1
8,THSW,1
8,BQUG,1
8,QEDS,1
8,PHAG,1
8,VXTN,1
8,ULKB,1
8,RRHU,1
8,GRBE,1
8,RQFA,1
8,TWEG,1
8,APNG,1
8,PVSB,1
8,ARPZ,1
8,THWA,1
8,SPBN,1
8,BCDZ,1
8,SZDT,1
8,JQMA,1
8,ADVM,1
8,ZAWA,1
8,VVRK,1
8,TTWZ,1
8,HLEC,1
8,RUAD,1
8,JLSN,1
8,UMLH,1
8,GCRR,1
8,AFMS,1
8,DVGK,1
8,LVQX,1
8,LVQT,1
8,GUDX,1
8,CMZJ,1
8,NNGX,1
8,JREZ,1
8,ADHB,1
8,FFKG,1
8,XATX,1
8,KFDS,1
8,VBDZ,1
8,EFHH,1
8,EQDF,1
8,YNJF,1
8,FRRD,1
8,CVLD,1
8,ADVK,1
8,TQQL,1
8,KLKD,1
8,RRRK,1
8,VGLZ,1
9,AVDC,1
9,MUHJ,1
9,NJNF,1
9,FKLK,1
9,UKDP,1
9,TZRL,1
9,AJXF,1
9,YTPM,1
9,AAMP,1
9,ZQAF,1
9,MGMD,1
9,PVKT,1
9,VHAW,1
9,TVYY,1
9,LFMS,1
9,PRXK,1
9,NNGX,1
9,JBUU,1
9,ABXK,1
9,TVYC,1
9,UABS,1
9,DNRV,1
9,FMNJ,1
9,HRLU,1
9,MXRD,1
9,BWBU,1
9,HJCQ,1
9,HEZW,1
9,FFJF,1
9,ZAWA,1
9,YLMY,1
9,GRBE,1
9,WXVE,1
9,NSQN,1
9,ATQZ,1
9,ZQLL,1
9,VXBD,1
9,XYBW,1
9,AEPL,1
9,CHBA,1
9,HLLL,1
9,NEFW,1
9,DLZC,1
9,JLSS,1
9,GLTD,1
9,MTEU,1
9,HCTM,1
9,QWZM,1
9,HGFZ,1
9,RPYA,1
9,HRNV,1
9,NBHO,1
9,FRRD,1
9,FVMT,1
9,EZHK,1
9,TQUH,1
9,APNG,1
9,SBLE,1
9,DPYZ,1
9,SEHB,1
9,FJYB,1
9,GUHN,1
9,RSDQ,1
9,TEBQ,1
9,NDAM,1
9,UHCE,1
9,DHQB,1
9,SWMT,1
9,WJUP,1
9,AQRC,1
9,YLLM,1
9,TWUT,1
9,HCTL,1
9,DTWB,1
9,TAYZ,1
9,MAAU,1
9,LGSL,1
9,UHBY,1
9,KEMJ,1
9,GKZK,1
9,ZQAE,1
9,HHYL,1
9,ESHH,1
9,LHNZ,1
9,AVBT,1
9,TQUK,1
9,WHAY,1
9,TDHU,1
9,VXTM,1
9,LKLW,1
9,PTFM,1
9,CMZJ,1
9,TWWH,1
9,DKTT,1
9,FQZJ,1
9,FSCD,1
9,GPGK,1
9,BQUG,1
9,ERIE,1
9,DTVB,1
9,TNQV,1
9,HAYS,1
9,ADHB,1
9,TLAC,1
9,TCKF,1
9,SBDD,1
9,LMDV,1
9,RRRK,1
9,ERUW,1
9,FQQZ,1
9,CVLD,1
9,ESLM,1
9,JLSN,1
9,AKUU,1
9,ZQAJ,1
9,YMSM,1
9,AHXM,1
9,NPVL,1
9,TTWX,1
9,PTFL,1
9,AJND,1
9,FJRP,1
9,EAQQ,1
9,FDVA,1
9,FCKD,1
9,ANAD,1
9,NDNK,1
9,JRZU,1
9,UEXL,1
9,NBHN,1
9,JNPY,1
9,THJC,1
9,AXQD,1
9,QDVL,1
9,ZQEL,1
9,NVED,1
9,RRJJ,1
9,DNNM,1
9,DKTX,1
9,PJMS,1
9,ZHBP,1
9,ZBBU,1
9,EUDB,1
9,NLZG,1
9,YMFW,1
9,VHAV,1
9,YEAF,1
9,NSQM,1
9,RQXF,1
9,EHNP,1
9,SBDP,1
9,FKJG,1
9,YMBF,1
9,TDWK,1
9,THGC,1
9,TQTV,1
9,ZRVL,1
9,AJXL,1
9,WSSB,1
9,YLJF,1
9,TVYX,1
9,SBDG,1
9,QEDS,1
9,WSPX,1
9,LUCN,1
9,HCKL,1
9,XCFY,1
9,AFMS,1
9,ZBVU,1
9,XZPR,1
9,NDAN,1
9,FRLV,1
9,YRLZ,1
9,WEAS,1
9,CAMK,1
9,SFPM,1
9,AFMY,1
9,GNYJ,1
9,SPBN,1
9,HFHZ,1
9,RPWN,1
9,FFKG,1
9,EFHH,1
9,YJQF,1
9,CPJF,1
9,PUCT,1
9,BPRE,1
9,RULQ,1
9,CEKT,1
9,EZXV,1
9,SAAX,1
9,KFDS,1
9,TMKH,1
9,QUEG,1
9,UFCV,1
9,SWHZ,1
9,GMGG,1
9,FJXT,1
9,HHHC,1
9,HERT,1
9,KLKD,1
9,ZHUE,1
9,MBMV,1
9,RJHC,1
9,YLDM,1
9,ATNZ,1
9,UFD1,1
9,ZABA,1
9,QYDL,1
9,FWHZ,1
9,SLFU,1
9,KEFP,1
9,MJYV,1
9,RRHU,1
9,LVSH,1
9,ULKB,1
9,CLCH,1
9,SAEJ,1
9,HVWA,1
9,RPCM,1
9,WMYX,1
9,EQYH,1
9,PJVS,1
9,ZRUZ,1
9,DYVS,1
9,UAKE,1
9,AYZZ,1
9,ZKPY,1
9,YKRS,1
9,ERCH,1
9,TDXT,1
9,LTVK,1
9,ZFTU,1
9,TDXG,1
9,JNHQ,1
9,HEKP,1
9,LUNH,1
9,LVQT,1
9,HKVZ,1
9,EWFK,1
9,WKVB,1
9,MTET,1
9,RQFA,1
9,JZQS,1
9,UMLH,1
9,JPJE,1
9,SYCM,1
9,BVGM,1
9,HKXZ,1
9,WYPX,1
9,HLEC,1
9,HGQH,1
9,EFGX,1
9,FFJG,1
9,AZTG,1
9,RUAD,1
9,TMKL,1
9,ZHAH,1
9,HSYA,1
9,HEHL,1
9,NEKS,1
9,NLZL,1
9,FCHZ,1
9,RPWO,1
9,YHAJ,1
9,NENL,1
