Name,GeolocCode,BerthType,BerthGroup,Active,FromDay,ToDay,Length,ShipSpacing,Depth,Width,ApronWidth,MilitaryAvailable,TankerLoadRate,AllowableCargo,Overhang,PolConnections
LYTMVISA      01,LYTM,VISA,LYTMVISA      01,false,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
WPAUGENERAL PU01,WPAU,GENERAL PURP,WPAUGENERAL PU01,true,0,99999,2000,50,36,800,60,true,2000,BOTH,0,0
00XTALL-PURPOS01,00XT,ALL-PURPOSE,00XTALL-PURPOS01,true,0,99999,999,50,99,800,120,true,2000,BOTH,0,0
WTJGVISA      01,WTJG,VISA,WTJGVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
SMXSVISA      01,SMXS,VISA,SMXSVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
ENCNBBULK/RORO01,ENCN,BBULK/RORO,ENCNBBULK/RORO01,true,0,99999,1000,50,36,800,60,true,2000,BOTH,0,0
ENCNBBULK/RORO02,ENCN,BBULK/RORO,ENCNBBULK/RORO02,true,0,99999,750,50,37,800,60,true,2000,BOTH,0,0
ENCNBREAKBULK 01,ENCN,BREAKBULK,ENCNBREAKBULK 01,false,0,99999,700,50,28,800,60,true,2000,BOTH,0,0
ENCNGENERAL PU01,ENCN,GENERAL PURP,ENCNGENERAL PU01,true,0,99999,1060,50,45,800,60,true,2000,BOTH,0,0
ADLS berth general purpose,ADLS,GENERAL PURP,BG ADLS berth general purpose,true,-999,99999,4000,50,90,800,180,true,2000,BOTH,0,0
ADLS berth container,ADLS,CONTAINER,BG ADLS berth container,true,-999,99999,4000,50,90,800,180,true,2000,BOTH,0,0
RBXHBBULK/RORO01,RBXH,BBULK/RORO,RBXHBBULK/RORO01,false,0,99999,968,50,26,800,60,true,2000,BOTH,0,0
RBXHGENERAL PU01,RBXH,GENERAL PURP,RBXHGENERAL PU01,false,0,99999,1083,50,30,800,60,true,2000,BOTH,0,0
XRVJVISA      01,XRVJ,VISA,XRVJVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
NORFOLK all-purpose berth-SBEA,SBEA,ALL-PURPOSE,NORFOLK berth group-SBEA,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
JXKMGENERAL PU01,JXKM,GENERAL PURP,JXKMGENERAL PU01,true,0,99999,2000,50,36,800,60,true,2000,BOTH,0,0
JXKMVISA      01,JXKM,VISA,JXKMVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
all-purpose berth-FQZF Terminal-19855,FQZF,ALL-PURPOSE,berth group-FQZF Terminal-19854,true,-999,99999,5000,50,70,800,120,true,2000,BOTH,0,0
TVJDBBULK/CONT01,TVJD,BBULK/CONTNR,TVJDBBULK/CONT01,true,0,99999,606,50,32,800,60,true,2000,BOTH,0,0
TVJDBBULK/RORO01,TVJD,BBULK/RORO,TVJDBBULK/RORO01,false,0,99999,1279,50,32,800,60,true,2000,BOTH,0,0
TVJDBREAKBULK 01,TVJD,BREAKBULK,TVJDBREAKBULK 01,false,0,99999,630,50,27,800,60,true,2000,BOTH,0,0
TVJDBREAKBULK 02,TVJD,BREAKBULK,TVJDBREAKBULK 02,false,0,99999,721,50,26,800,60,true,2000,BOTH,0,0
TVJDBREAKBULK 03,TVJD,BREAKBULK,TVJDBREAKBULK 03,false,0,99999,984,50,27,800,60,true,2000,BOTH,0,0
TVJDBREAKBULK 04,TVJD,BREAKBULK,TVJDBREAKBULK 04,false,0,99999,1433,50,27,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU01,TVJD,GENERAL PURP,TVJDGENERAL PU01,true,0,99999,656,50,32,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU02,TVJD,GENERAL PURP,TVJDGENERAL PU02,true,0,99999,1084,50,32,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU03,TVJD,GENERAL PURP,TVJDGENERAL PU03,true,0,99999,1318,50,29,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU04,TVJD,GENERAL PURP,TVJDGENERAL PU04,true,0,99999,2145,50,29,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU05,TVJD,GENERAL PURP,TVJDGENERAL PU05,true,0,99999,1541,50,29,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU06,TVJD,GENERAL PURP,TVJDGENERAL PU06,true,0,99999,1476,50,29,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU07,TVJD,GENERAL PURP,TVJDGENERAL PU07,false,0,99999,1374,50,29,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU08,TVJD,GENERAL PURP,TVJDGENERAL PU08,false,0,99999,1272,50,29,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU09,TVJD,GENERAL PURP,TVJDGENERAL PU09,true,0,99999,4592,50,42,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU10,TVJD,GENERAL PURP,TVJDGENERAL PU10,true,0,99999,4149,50,39,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU11,TVJD,GENERAL PURP,TVJDGENERAL PU11,true,0,99999,2952,50,42,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU12,TVJD,GENERAL PURP,TVJDGENERAL PU12,true,0,99999,1779,50,40,800,60,true,2000,BOTH,0,0
TVJDGENERAL PU13,TVJD,GENERAL PURP,TVJDGENERAL PU13,true,0,99999,2118,50,29,800,60,true,2000,BOTH,0,0
TVJDVISA      01,TVJD,VISA,TVJDVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
VSNFVISA      01,VSNF,VISA,VSNFVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
SBEQ,SBEQ,GENERAL PURP,SBEQ,true,0,99999,1000,50,50,800,120,true,2000,BOTH,0,0
TNZYBBULK/RORO01,TNZY,BBULK/RORO,TNZYBBULK/RORO01,false,0,99999,784,50,35,800,60,true,2000,BOTH,0,0
TNZYBBULK/RORO02,TNZY,BBULK/RORO,TNZYBBULK/RORO02,true,0,99999,1202,50,35,800,60,true,2000,BOTH,0,0
TNZYBBULK/RORO03,TNZY,BBULK/RORO,TNZYBBULK/RORO03,true,0,99999,1025,50,35,800,60,true,2000,BOTH,0,0
TNZYBBULK/RORO04,TNZY,BBULK/RORO,TNZYBBULK/RORO04,false,0,99999,1400,50,35,800,60,true,2000,BOTH,0,0
TNZYBBULK/RORO05,TNZY,BBULK/RORO,TNZYBBULK/RORO05,true,0,99999,1800,50,35,800,60,true,2000,BOTH,0,0
TNZYBREAKBULK 01,TNZY,BREAKBULK,TNZYBREAKBULK 01,false,0,99999,600,50,35,800,60,true,2000,BOTH,0,0
Safaqis cont-1 berth,VKNP,ALL-PURPOSE,BG Safaqis cont-1 berth,true,-999,99999,1640,50,44,800,120,true,2000,BOTH,0,0
Safaqis cont-2 berth,VKNP,ALL-PURPOSE,BG Safaqis cont-2 berth,true,-999,99999,1640,50,34,800,120,true,2000,BOTH,0,0
Safaqis NE-1 berth,VKNP,BBULK/RORO,BG Safaqis NE-1 berth,true,-999,99999,1656,50,34,800,180,true,2000,BOTH,0,0
Safaqis NE-2 berth,VKNP,BBULK/RORO,BG Safaqis NE-2 berth,true,-999,99999,1656,50,46,800,180,true,2000,BOTH,0,0
Safaqis NW-1 berth,VKNP,BBULK/RORO,BG Safaqis NW-1 berth,true,-999,99999,1804,50,35,800,180,true,2000,BOTH,0,0
Safaqis tanker berth,VKNP,TANKER,BG Safaqis tanker berth,true,-999,99999,1000,50,44,800,180,true,450,BOTH,0,2
Safaqis NW-2 berth,VKNP,BBULK/RORO,BG Safaqis NW-2 berth,true,-999,99999,1804,50,35,800,180,true,2000,BOTH,0,0
SALT,VKNP,BREAKBULK,BG SALT,true,-999,99999,492,50,34,800,180,true,2000,BOTH,0,0
NLFLGENERAL PU01,NLFL,GENERAL PURP,NLFLGENERAL PU01,true,0,99999,2000,50,36,800,60,true,2000,BOTH,0,0
FGDDBBULK/RORO01,FGDD,BBULK/RORO,FGDDBBULK/RORO01,true,0,99999,1000,50,45,800,60,true,2000,BOTH,0,0
FGDDGENERAL PU01,FGDD,GENERAL PURP,FGDDGENERAL PU01,true,0,99999,1000,50,45,800,60,true,2000,BOTH,0,0
FGTW berth container,FGTW,CONTAINER,BG FGTW berth container,true,-999,99999,4000,50,90,800,180,true,2000,BOTH,0,0
FGTW berth general purpose,FGTW,GENERAL PURP,BG FGTW berth general purpose,true,-999,99999,4000,50,90,800,180,true,2000,BOTH,0,0
SAN DIEGO all-purpose berth-UTAC,UTAC,ALL-PURPOSE,SAN DIEGO berth group-UTAC,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
RCYTVISA      01,RCYT,VISA,RCYTVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
NEWPORT NEWS all-purpose berth-RULV,RULV,ALL-PURPOSE,NEWPORT NEWS berth group-RULV,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
RCYQVISA      01,RCYQ,VISA,RCYQVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
00IOGENERAL PU01,00IO,GENERAL PURP,00IOGENERAL PU01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
all-purpose berth-APFD Terminal-19858,APFD,ALL-PURPOSE,berth group-APFD Terminal-19857,false,-999,99999,5000,50,70,800,120,false,2000,BOTH,0,0
XVMNVISA      01,XVMN,VISA,XVMNVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
Charleston-all-purpose berth-DKSD -19778,DKSD,ALL-PURPOSE,Charleston-DKSD Terminal-19777,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
FNSHVISA      01,FNSH,VISA,FNSHVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
EZMUVISA      01,EZMU,VISA,EZMUVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
VFVNGENERAL PU01,VFVN,GENERAL PURP,VFVNGENERAL PU01,true,0,99999,1580,50,50,800,60,true,2000,BOTH,0,0
VFVNGENERAL PU02,VFVN,GENERAL PURP,VFVNGENERAL PU02,false,0,99999,6049,50,40,800,60,true,2000,BOTH,0,0
VFVNGENERAL PU03,VFVN,GENERAL PURP,VFVNGENERAL PU03,true,0,99999,2750,50,45,800,60,true,2000,BOTH,0,0
VFVNVISA      01,VFVN,VISA,VFVNVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
APGWVISA      01,APGW,VISA,APGWVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
JSSNVISA      01,JSSN,VISA,JSSNVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
BQWAVISA      01,BQWA,VISA,BQWAVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
all-purpose berth-AVBU Terminal-19773,AVBU,ALL-PURPOSE,berth group-AVBU Terminal-19772,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
AEQTVISA      01,AEQT,VISA,AEQTVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
ZLVWBBULK/RORO01,ZLVW,BBULK/RORO,ZLVWBBULK/RORO01,false,0,99999,2624,50,39,800,60,true,2000,BOTH,0,0
ZLVWBBULK/RORO02,ZLVW,BBULK/RORO,ZLVWBBULK/RORO02,false,0,99999,721,50,34,800,60,true,2000,BOTH,0,0
ZLVWBREAKBULK 01,ZLVW,BREAKBULK,ZLVWBREAKBULK 01,false,0,99999,557,50,34,800,60,true,2000,BOTH,0,0
ZLVWGENERAL PU01,ZLVW,GENERAL PURP,ZLVWGENERAL PU01,false,0,99999,5851,50,45,800,60,true,2000,BOTH,0,0
TPPRGENERAL PU01,TPPR,GENERAL PURP,TPPRGENERAL PU01,true,0,99999,2000,50,36,800,60,true,2000,BOTH,0,0
TPPRVISA      01,TPPR,VISA,TPPRVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
JJRPVISA      01,JJRP,VISA,JJRPVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
GULFPORT all-purpose berth-JTVH,JTVH,ALL-PURPOSE,GULFPORT BG-JTVH Terminal-19783,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
REPVBBULK/AMMO01,REPV,BBULK/AMMO,REPVBBULK/AMMO01,false,0,99999,750,50,37,800,60,true,2000,BOTH,0,0
REPVBBULK/CONT01,REPV,BBULK/CONTNR,REPVBBULK/CONT01,true,0,99999,1000,50,37,800,60,true,2000,BOTH,0,0
REPVBBULK/RORO01,REPV,BBULK/RORO,REPVBBULK/RORO01,true,0,99999,1067,50,34,800,60,true,2000,BOTH,0,0
REPVBBULK/RORO02,REPV,BBULK/RORO,REPVBBULK/RORO02,true,0,99999,1554,50,34,800,60,true,2000,BOTH,0,0
REPVBBULK/RORO03,REPV,BBULK/RORO,REPVBBULK/RORO03,true,0,99999,505,50,34,800,60,true,2000,BOTH,0,0
REPVBBULK/RORO04,REPV,BBULK/RORO,REPVBBULK/RORO04,true,0,99999,501,50,34,800,60,true,2000,BOTH,0,0
REPVVISA      01,REPV,VISA,REPVVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
LWEVBBULK/RORO01,LWEV,BBULK/RORO,LWEVBBULK/RORO01,true,0,99999,3280,50,44,800,60,true,2000,BOTH,0,0
LWEVGENERAL PU01,LWEV,GENERAL PURP,LWEVGENERAL PU01,true,0,99999,1968,50,44,800,60,true,2000,BOTH,0,0
LWEVGENERAL PU02,LWEV,GENERAL PURP,LWEVGENERAL PU02,true,0,99999,1640,50,44,800,60,true,2000,BOTH,0,0
LWEVGENERAL PU03,LWEV,GENERAL PURP,LWEVGENERAL PU03,true,0,99999,5562,50,37,800,60,true,2000,BOTH,0,0
FMAZVISA      01,FMAZ,VISA,FMAZVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
RRHUVISA      01,RRHU,VISA,RRHUVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
NBDYVISA      01,NBDY,VISA,NBDYVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
TKDWBBULK/CONT01,TKDW,BBULK/CONTNR,TKDWBBULK/CONT01,false,0,99999,1787,50,24,800,60,true,2000,BOTH,0,0
TKDWBBULK/CONT02,TKDW,BBULK/CONTNR,TKDWBBULK/CONT02,false,0,99999,557,50,31,800,60,true,2000,BOTH,0,0
TKDWBBULK/RORO01,TKDW,BBULK/RORO,TKDWBBULK/RORO01,true,0,99999,2453,50,36,800,60,true,2000,BOTH,0,0
TKDWBBULK/RORO02,TKDW,BBULK/RORO,TKDWBBULK/RORO02,true,0,99999,656,50,36,800,60,true,2000,BOTH,0,0
TKDWBBULK/RORO03,TKDW,BBULK/RORO,TKDWBBULK/RORO03,true,0,99999,2545,50,36,800,60,true,2000,BOTH,0,0
TKDWBBULK/RORO04,TKDW,BBULK/RORO,TKDWBBULK/RORO04,true,0,99999,787,50,39,800,60,true,2000,BOTH,0,0
TKDWBBULK/RORO05,TKDW,BBULK/RORO,TKDWBBULK/RORO05,true,0,99999,1056,50,39,800,60,true,2000,BOTH,0,0
TKDWGENERAL PU01,TKDW,GENERAL PURP,TKDWGENERAL PU01,false,0,99999,810,50,36,800,60,true,2000,BOTH,0,0
TKDWGENERAL PU02,TKDW,GENERAL PURP,TKDWGENERAL PU02,false,0,99999,639,50,36,800,60,true,2000,BOTH,0,0
TKDWGENERAL PU03,TKDW,GENERAL PURP,TKDWGENERAL PU03,false,0,99999,738,50,33,800,60,true,2000,BOTH,0,0
TKDWGENERAL PU04,TKDW,GENERAL PURP,TKDWGENERAL PU04,true,0,99999,1640,50,36,800,60,true,2000,BOTH,0,0
WMPTBBULK/AMMO01,WMPT,BBULK/AMMO,WMPTBBULK/AMMO01,true,0,99999,2000,50,38,800,60,true,2000,BOTH,0,0
WMPTBREAKBULK 01,WMPT,BREAKBULK,WMPTBREAKBULK 01,true,0,99999,2000,50,38,800,60,true,2000,BOTH,0,0
WMPTCONT/AMMO 01,WMPT,CONT/AMMO,WMPTCONT/AMMO 01,true,0,99999,2000,50,38,800,60,true,2000,BOTH,0,0
GPENVISA      01,GPEN,VISA,GPENVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
YRTKGENERAL PU01,YRTK,GENERAL PURP,YRTKGENERAL PU01,true,0,99999,2000,50,45,800,60,true,2000,BOTH,0,0
LCMTVISA      01,LCMT,VISA,LCMTVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
JWJYVISA      01,JWJY,VISA,JWJYVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
TACOMA all-purpose berth-WPVT,WPVT,ALL-PURPOSE,TACOMA berth group-WPVT,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
DRUGBREAKBULK 01,DRUG,BREAKBULK,DRUGBREAKBULK 01,true,0,99999,600,50,36,800,60,true,2000,BOTH,0,0
DRUGGENERAL PU01,DRUG,GENERAL PURP,DRUGGENERAL PU01,true,0,99999,1053,50,40,800,60,true,2000,BOTH,0,0
ALRFVISA      01,ALRF,VISA,ALRFVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
AMCQGENERAL PU01,AMCQ,GENERAL PURP,AMCQGENERAL PU01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
KZPHVISA      01,KZPH,VISA,KZPHVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
CHCYBBULK/RORO01,CHCY,BBULK/RORO,CHCYBBULK/RORO01,false,0,99999,5000,50,35,800,60,true,2000,BOTH,0,0
CHCYBBULK/RORO02,CHCY,BBULK/RORO,CHCYBBULK/RORO02,false,0,99999,6300,50,28,800,60,true,2000,BOTH,0,0
CHCYBBULK/RORO03,CHCY,BBULK/RORO,CHCYBBULK/RORO03,false,0,99999,738,50,39,800,60,true,2000,BOTH,0,0
CHCYGENERAL PU01,CHCY,GENERAL PURP,CHCYGENERAL PU01,true,0,99999,7200,50,40,800,60,true,2000,BOTH,0,0
CHCYGENERAL PU02,CHCY,GENERAL PURP,CHCYGENERAL PU02,true,0,99999,1150,50,40,800,60,true,2000,BOTH,0,0
CHCYGENERAL PU03,CHCY,GENERAL PURP,CHCYGENERAL PU03,true,0,99999,1312,50,40,800,60,true,2000,BOTH,0,0
MZJKVISA      01,MZJK,VISA,MZJKVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
RUAQ BG,RUAQ,GENERAL PURP,RUAQ BG,true,0,99999,1000,50,50,800,120,true,2000,BOTH,0,0
LKPEBBULK/AMMO01,LKPE,BBULK/AMMO,LKPEBBULK/AMMO01,true,0,99999,660,50,55,800,60,true,2000,BOTH,0,0
LKPECONT/AMMO 01,LKPE,CONT/AMMO,LKPECONT/AMMO 01,true,0,99999,1000,50,55,800,60,true,2000,BOTH,0,0
LRNCVISA      01,LRNC,VISA,LRNCVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
ZMJJVISA      01,ZMJJ,VISA,ZMJJVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
WQZMVISA      01,WQZM,VISA,WQZMVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
UMXAALL-PURPOS01,UMXA,ALL-PURPOSE,UMXAALL-PURPOS01,true,1,99999,1148,50,40,800,120,true,2000,BOTH,0,0
UMXABBULK/RORO01,UMXA,BBULK/RORO,UMXABBULK/RORO01,true,1,99999,1148,50,40,800,60,true,2000,BOTH,0,0
JYPNVISA      01,JYPN,VISA,JYPNVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
HAGCVISA      01,HAGC,VISA,HAGCVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
UTVTGENERAL PU01,UTVT,GENERAL PURP,UTVTGENERAL PU01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
UTVTVISA      01,UTVT,VISA,UTVTVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
EGNNBBULK/AMMO01,EGNN,BBULK/AMMO,EGNNBBULK/AMMO01,true,0,99999,1180,50,35,800,60,true,2000,BOTH,0,0
EGNNBBULK/AMMO02,EGNN,BBULK/AMMO,EGNNBBULK/AMMO02,true,0,99999,1220,50,35,800,60,true,2000,BOTH,0,0
EGNNCONT/AMMO 01,EGNN,CONT/AMMO,EGNNCONT/AMMO 01,true,0,99999,1220,50,35,800,60,true,2000,BOTH,0,0
PKVPBBULK/RORO01,PKVP,BBULK/RORO,PKVPBBULK/RORO01,true,0,99999,1377,50,30,800,60,true,2000,BOTH,0,0
PKVPBBULK/RORO02,PKVP,BBULK/RORO,PKVPBBULK/RORO02,true,0,99999,1377,50,36,800,60,true,2000,BOTH,0,0
PKVPGENERAL PU01,PKVP,GENERAL PURP,PKVPGENERAL PU01,true,0,99999,3444,50,33,800,60,true,2000,BOTH,0,0
PCFGVISA      01,PCFG,VISA,PCFGVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
PCFCVISA      01,PCFC,VISA,PCFCVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
MOREHEAD CITY All PurP-QTUP -19793,QTUP,ALL-PURPOSE,MOREHEAD CITY BG-QTUP -19792,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
ZNMCBBULK/RORO01,ZNMC,BBULK/RORO,ZNMCBBULK/RORO01,true,0,99999,1968,50,33,800,60,true,2000,BOTH,0,0
ZNMCBBULK/RORO02,ZNMC,BBULK/RORO,ZNMCBBULK/RORO02,true,0,99999,1148,50,26,800,60,true,2000,BOTH,0,0
ZNMCBBULK/RORO03,ZNMC,BBULK/RORO,ZNMCBBULK/RORO03,true,0,99999,1100,50,32,800,60,true,2000,BOTH,0,0
ZNMCBBULK/RORO04,ZNMC,BBULK/RORO,ZNMCBBULK/RORO04,true,0,99999,940,50,32,800,60,true,2000,BOTH,0,0
ZNMCGENERAL PU01,ZNMC,GENERAL PURP,ZNMCGENERAL PU01,true,0,99999,1968,50,40,800,60,true,2000,BOTH,0,0
ZNMCGENERAL PU02,ZNMC,GENERAL PURP,ZNMCGENERAL PU02,true,0,99999,1640,50,40,800,60,true,2000,BOTH,0,0
ZNMCGENERAL PU03,ZNMC,GENERAL PURP,ZNMCGENERAL PU03,true,0,99999,2033,50,36,800,60,true,2000,BOTH,0,0
ZNMCGENERAL PU04,ZNMC,GENERAL PURP,ZNMCGENERAL PU04,true,0,99999,984,50,42,800,60,true,2000,BOTH,0,0
ZNMCGENERAL PU05,ZNMC,GENERAL PURP,ZNMCGENERAL PU05,true,0,99999,984,50,42,800,60,true,2000,BOTH,0,0
ZNMCRORO      01,ZNMC,RORO,ZNMCRORO      01,true,0,99999,1100,50,24,800,60,true,2000,BOTH,0,0
ZNMCVISA      01,ZNMC,VISA,ZNMCVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
UYQRBREAKBULK 01,UYQR,BREAKBULK,UYQRBREAKBULK 01,true,0,99999,606,50,33,800,60,true,2000,BOTH,0,0
UYQRGENERAL PU01,UYQR,GENERAL PURP,UYQRGENERAL PU01,true,0,99999,623,50,36,800,60,true,2000,BOTH,0,0
TPRWVISA      01,TPRW,VISA,TPRWVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO01,LUTP,BBULK/RORO,LUTPBBULK/RORO01,true,0,99999,2378,50,44,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO02,LUTP,BBULK/RORO,LUTPBBULK/RORO02,true,0,99999,1968,50,44,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO03,LUTP,BBULK/RORO,LUTPBBULK/RORO03,false,0,99999,1394,50,44,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO04,LUTP,BBULK/RORO,LUTPBBULK/RORO04,false,0,99999,890,50,39,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO05,LUTP,BBULK/RORO,LUTPBBULK/RORO05,false,0,99999,1230,50,39,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO06,LUTP,BBULK/RORO,LUTPBBULK/RORO06,false,0,99999,5904,50,39,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO07,LUTP,BBULK/RORO,LUTPBBULK/RORO07,false,0,99999,3690,50,44,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO08,LUTP,BBULK/RORO,LUTPBBULK/RORO08,false,0,99999,2460,50,36,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO09,LUTP,BBULK/RORO,LUTPBBULK/RORO09,false,0,99999,656,50,36,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO10,LUTP,BBULK/RORO,LUTPBBULK/RORO10,false,0,99999,1722,50,39,800,60,true,2000,BOTH,0,0
LUTPBBULK/RORO11,LUTP,BBULK/RORO,LUTPBBULK/RORO11,false,0,99999,1640,50,36,800,60,true,2000,BOTH,0,0
LUTPGENERAL PU01,LUTP,GENERAL PURP,LUTPGENERAL PU01,false,0,99999,7052,50,39,800,60,true,2000,BOTH,0,0
LUTPGENERAL PU02,LUTP,GENERAL PURP,LUTPGENERAL PU02,false,0,99999,5330,50,44,800,60,true,2000,BOTH,0,0
LUTPRORO      01,LUTP,RORO,LUTPRORO      01,true,0,99999,1476,50,44,800,60,true,2000,BOTH,0,0
LUTPVISA      01,LUTP,VISA,LUTPVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
LONG BEACH all-purpose berth-NPTU,NPTU,ALL-PURPOSE,LONG BEACH berth group-NPTU,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
XVRVVISA      01,XVRV,VISA,XVRVVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
HUPRVISA      01,HUPR,VISA,HUPRVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
WYKZVISA      01,WYKZ,VISA,WYKZVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
CWCPVISA      01,CWCP,VISA,CWCPVISA      01,true,0,99999,9999,50,99,800,60,true,2000,BOTH,0,0
WILMINGTON all-purpose berth-ZBES,ZBES,ALL-PURPOSE,WILMINGTON berth group-ZBES,true,-999,99999,5000,50,55,800,120,true,2000,BOTH,0,0
