Geoloc,Name,Day,Enabled,Description,EventPhase,Quantity,ContainerOnloadRate,ContainerOffloadRate,BreakbulkOnloadRate,BreakbulkOffloadRate
TKDW,TKDWGENERAL PU04_Crane,0,true,,,1,2250,2250,9000,9000
WMPT,WMPTBBULK/AMMO01_Crane,0,true,,,1,875,875,3500,3500
WMPT,WMPTBREAKBULK 01_Crane,0,true,,,1,450,450,1800,1800
WMPT,WMPTCONT/AMMO 01_Crane,0,true,,,1,1750,1750,7000,7000
GPEN,GPENVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
YRTK,YRTKGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
AVTB,MobCranes: BANZART -AVTB-PRT,0,true,,,2,100,100,3000,3000
LCMT,LCMTVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
JWJY,JWJYVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
WPVT,TACOMA gantry crane-WPVT,0,true,,,10,288,288,8000,8000
DRUG,DRUGBREAKBULK 01_Crane,0,true,,,1,450,450,1800,1800
DRUG,DRUGGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
ALRF,ALRFVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
AMCQ,AMCQGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
KZPH,KZPHVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
CHCY,CHCYBBULK/RORO01_Crane,0,true,,,1,2250,2250,9000,9000
CHCY,CHCYBBULK/RORO02_Crane,0,true,,,1,2250,2250,9000,9000
CHCY,CHCYBBULK/RORO03_Crane,0,true,,,1,2250,2250,9000,9000
CHCY,CHCYGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
CHCY,CHCYGENERAL PU02_Crane,0,true,,,1,2250,2250,9000,9000
CHCY,CHCYGENERAL PU03_Crane,0,true,,,1,2250,2250,9000,9000
MZJK,MZJKVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
RUAQ,RUAQ CRANE,0,true,,,3,288,288,8000,8000
LKPE,LKPEBBULK/AMMO01_Crane,0,true,,,1,875,875,3500,3500
LKPE,LKPECONT/AMMO 01_Crane,0,true,,,1,1750,1750,7000,7000
LRNC,LRNCVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
ZMJJ,ZMJJVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
WQZM,WQZMVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
UMXA,UMXAALL-PURPOS01_Crane,0,true,,,1,2250,2250,9000,9000
UMXA,UMXABBULK/RORO01_Crane,0,true,,,1,2250,2250,9000,9000
JYPN,JYPNVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
MBJJ,MobCranes: KELIBIA -MBJJ-PRT,0,true,,,2,100,100,3000,3000
HAGC,HAGCVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
UTVT,UTVTGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
UTVT,UTVTVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
EGNN,EGNNBBULK/AMMO01_Crane,0,true,,,1,875,875,3500,3500
EGNN,EGNNBBULK/AMMO02_Crane,0,true,,,1,875,875,3500,3500
EGNN,EGNNCONT/AMMO 01_Crane,0,true,,,1,1750,1750,7000,7000
PKVP,PKVPBBULK/RORO01_Crane,0,true,,,1,2250,2250,9000,9000
PKVP,PKVPBBULK/RORO02_Crane,0,true,,,1,2250,2250,9000,9000
PKVP,PKVPGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
PCFG,PCFGVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
PCFC,PCFCVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
QTUP,MOREHEAD CITY gantry crane-QTUP,0,true,,,10,288,288,8000,8000
ZNMC,ZNMCBBULK/RORO01_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCBBULK/RORO02_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCBBULK/RORO03_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCBBULK/RORO04_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCGENERAL PU02_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCGENERAL PU03_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCGENERAL PU04_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCGENERAL PU05_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCRORO      01_Crane,0,true,,,1,2250,2250,9000,9000
ZNMC,ZNMCVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
UYQR,UYQRBREAKBULK 01_Crane,0,true,,,1,450,450,1800,1800
UYQR,UYQRGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
TPRW,TPRWVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
LUTP,LUTPBBULK/RORO01_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO02_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO03_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO04_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO05_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO06_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO07_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO08_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO09_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO10_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPBBULK/RORO11_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPGENERAL PU01_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPGENERAL PU02_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPRORO      01_Crane,0,true,,,1,2250,2250,9000,9000
LUTP,LUTPVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
NPTU,LONG BEACH gantry crane-NPTU,0,true,,,10,288,288,8000,8000
XVRV,XVRVVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
HUPR,HUPRVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
BYKC,MobCranes: BONE -BYKC-PRT,0,true,,,2,100,100,3000,3000
WYKZ,WYKZVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
CWCP,CWCPVISA      01_Crane,0,true,,,1,1400,1400,5600,5600
ZBES,WILMINGTON gantry crane-ZBES,0,true,,,10,288,288,8000,8000
