Utc,Ulc,UtcShortName,Service,AuthPers,Pax,Cbbls,UtcLongName,DeployIndCode,SecurityClass,UtcStatus,OriginatorUic,RecordIndicator,ReferenceDoc,ReplacerUtc,CreateDate,ChangeDate,CancelDate,Configuration
46JJJ,CO,***CANCELLED***,A,0,99080,0,ENGR CO  PANEL BRIDGE,,U,C,W0ZUFF,,,,Nov 09 2082,Aug 04 2099,,7
46QNN,HHS,"HQ & SPT CO, CO",A,211,211,0,HQ   SPT CO  COMBAT BN HVY,1,U,A,W0ZUFF,,05416L000100,,Jun 06 2086,Jul 21 2003,,7
48222,HHC,"HHC, ENGR BDE,",A,110,110,0,"HHC, ENGR BDE, CORPS, ABN",1,U,A,W0ZUFF,,05402L100100,,Apr 02 2002,Jul 21 2003,,7
48AAQ,CO,***CANCELLED***,A,0,61,0,ENGR PORT CONST CO,,U,C,W0Z2AA,,,,Sep 11 2075,Jun 12 2000,,7
48AAT,BN,ENGR CBT BN  CO,A,784,784,0,ENGR CBT BN  CORPS,1,U,A,W0Z2AA,,05035H500100,,Sep 11 2075,Nov 10 2099,,7
48UUU,DET,ENGINEER MINE D,A,5,5,0,ENGINEER MINE DOG DET HQS,1,U,A,W0ZUFF,,05550LA00100,,Jul 21 2003,Jul 21 2003,,7
49222,HHC,"HHC, ENGR BDE,",A,110,110,0,"HHC, ENGR BDE, CORPS",1,U,A,W0ZUFF,,05402L200100,,Apr 02 2002,Jul 21 2003,,7
49UUU,TM,ENGINEER MINE D,A,6,6,0,ENGINEER MINE DOG TEAM,1,U,A,W0ZUFF,,05550LB00100,,Jul 21 2003,Jul 21 2003,,7
49ZFF,TM,***CANCELLED***,A,0,99022,0,ENGR FFTG TM   FIRE TRUCK,,U,C,W0Z2AA,,,,Nov 14 2073,Apr 12 2099,,7
4AAAB,CO,ENGR CBT SPT EQ,A,210,3072,0,ENGR CBT SPT EQUIP CO,,U,C,W0Z2AA,,05058H400100,,Aug 20 2074,Jul 21 2003,,7
4AAAD,CO,***CANCELLED***,A,0,99022,0,ENGR CO  PIPELINE CONST,,U,C,W0Z2AA,,,,Aug 20 2074,Apr 12 2099,,7
4AAF0,TM,***CANCELLED***,A,0,99022,0,ENGR FFTG TM BRUSH FIRE T,,U,C,W0Z2AA,,,,Nov 14 2073,Apr 12 2099,,7
4AAFX,TM,***CANCELLED***,A,0,61,0,ENGR ADMIN TM   BNQ,,U,C,W0Z2AA,,,,Nov 14 2073,Jun 12 2000,,7
4AAFZ,TM,***CANCELLED***,A,0,99022,0,ENGR FFTG TM   WATER TRUC,,U,C,W0Z2AA,,,,Nov 14 2073,Feb 23 2099,,7
4AJJJ,CO,***CANCELLED***,A,0,61,0,ENGR CO  MDM GIRDER BRIDG,,U,C,W0ZUFF,,,,Nov 09 2082,Jun 12 2000,,7
4AP40,TM,ENG SUP TM,P,5,5,0,ENGINEERING SUPPORT TEAM,P,U,A,EMIICG,,COMDTINST M3010.12,,Sep 24 2082,Sep 14 2087,,7
4AQNN,TM,"HQ, WELL DRILLI",A,3,3,0,CONTROL   MAINTENANCE TEA,1,U,A,W0ZUFF,,05520LD00100,,Jun 06 2086,Jul 21 2003,,7
4ARNN,BN,"ENGR BN, HVY DI",A,848,848,0,ENGR BN  HVY DIV   RIBBON,1,U,A,W0ZUFF,,05145L000100,,Sep 24 2086,Jul 19 2002,,7
4AUGA,AUG,NMCB AUGMENT,N,135,135,0,NMCB AUGMENT,3,U,A,N00011,,NAVAL RESERVE FORCE,,Dec 29 2086,Feb 11 2098,,7
4AUGS,AUG,NAVFAC AUGMENT,N,15,15,0,NAVFAC AUGMENT,3,U,A,N00011,,NAVAL RESERVE FORCE,,Dec 29 2086,Feb 11 2098,,7
4AUGU,NSL,ENG AUG,A,0,0,0,AUG TO TOE TYPE UNITS ENGR OR TOPO,9,U,A,W0ZUFF,,ARMY TDA,,Jun 22 2071,Jun 22 2071,,7
4B222,BN,ENGR BN INF DIV,A,421,421,0,ENGR BN INF DIV LT,1,U,A,W0ZUFF,,05155L000100,,Dec 26 2085,Jul 21 2003,,7
4B533,TM,ENGR FFTG TM -,A,4,4,0,ENGR FFTG TM   FFTG HQ,1,U,A,W0ZUFF,,05510LA00100,,Dec 04 2086,Jan 22 2002,,7
4BBBB,CO,***CANCELLED***,A,0,99022,0,ENGR CO  ENGR BN  INF DIV,,U,C,W0ZUFF,,,,Aug 03 2077,Apr 12 2099,,7
4BQNN,TM,ENGR HEAVY DIVI,A,25,25,0,CONTROL   SUPPORT DET,1,U,A,W0ZUFF,,05530LA00100,,Jun 06 2086,Jul 21 2003,,7
4BRNN,CO,BRIDGE COMPANY,A,114,114,0,BRIDGE COMPANY   RIBBON,1,U,A,W0ZUFF,,05148L000100,,Sep 24 2086,Jul 19 2002,,7
4BTTT,CO,"ENGR CO, HVY SE",A,189,189,0,ENGR CO  HVY SEP BDE,1,U,A,W0ZUFF,,05143L000100,,Mar 18 2086,Jul 21 2003,,7
4C222,HHC,"HHC,ENGR BN INF",A,157,157,0,HHC ENGR BN INF DIV LT,1,U,A,W0ZUFF,,05156L000100,,Dec 26 2085,Jul 21 2003,,7
4C333,CO,ENGR CBT CO  ME,A,169,169,0,ENGR CBT CO  MECH   CORPS,1,U,A,W0ZUFF,,05047H100100,,Jan 27 2082,Nov 10 2099,,7
4C533,TM,ENGR FFTG TM,A,6,6,0,ENGR FFTG TM   FIRE TRUCK,1,U,A,W0ZUFF,,05510LB00100,,Dec 04 2086,Jan 22 2002,,7
4C766,BN,"ENGR CBT BN, CO",A,478,478,0,ENGR CBT BN  CORPS  MECH,1,U,A,W0ZUFF,,05435L200100,,Mar 14 2089,Jul 21 2003,,7
4C777,BDE,III CORPS ENGR,A,5809,5809,0,III CORPS ENGR BDE (AOE),1,U,A,W0ZUFF,,05400L000100,,Aug 25 2099,Jan 22 2002,,7
4CBBB,HHC,***CANCELLED***,A,0,99022,0,"HHC, ENGR BN, INF DIV",,U,C,W0ZUFF,,,,Aug 03 2077,Apr 12 2099,,7
4CELL,NSL,ENG CELL,A,0,0,0,CELLULAR TOE UNIT ENGINEERS,9,U,A,W0ZUFF,,ARMY TDA,,Jun 22 2071,Jun 22 2071,,7
4CEU2,U,CIVIL ENG UNIT,P,43,0,0,COGARD CIVIL ENG UNIT,9,U,A,E70098,,COMDTINST M3010.12,,Mar 29 2093,,,7
4CPPP,TM,ENGR EQUIP OP T,A,48,48,0,ENGR EQUIP OP TEAMS,1,U,A,W0Z2AA,,05520H6GA100,,May 14 2076,Mar 11 2092,,7
4CRNN,HHC,"HHC,ENGR BN AIR",A,159,159,0,HHC ENGR BN AIR AASLT,1,U,A,W0ZUFF,,       00159,,Sep 24 2086,Jan 22 2002,,7
4D222,CO,ENGR CO ENGR BN,A,88,88,0,ENGR CO ENGR BN INF DIV L,1,U,A,W0ZUFF,,05157L000100,,Dec 26 2085,Jul 21 2003,,7
4D333,HHC,***CANCELLED***,A,0,99080,0,HHC EN CBT BN  MECH  CORP,,U,C,W0ZUFF,,,,Jan 27 2082,Aug 04 2099,,7
4D533,TM,ENGR FFTG TM,A,2,2,0,ENGR FFTG TM   WATER TRUC,1,U,A,W0ZUFF,,05510LC00100,,Dec 04 2086,Jan 22 2002,,7
4DAAN,CO,ENGR CBT CO  CO,A,154,154,0,ENGR CBT CO  CORPS,1,U,A,W0Z2AA,,05037H500100,,Sep 04 2075,Nov 10 2099,,7
4DAAP,HHC,HHC  ENGR CBT B,A,168,168,0,HHC  ENGR CBT BN  CORPS,1,U,A,W0Z2AA,,05036H500100,,Sep 04 2075,Nov 10 2099,,7
4DQNN,TM,ENGR LIGHT DIVI,A,22,22,0,LT WT DIVING TM,1,U,A,W0ZUFF,,05530LC00100,,Jun 06 2086,Jul 21 2003,,7
4DRNN,CO,ENGR CO ENGR BN,A,94,94,0,ENGR CO ENGR BN AASLT,1,U,A,W0ZUFF,,05217L000100,,Sep 24 2086,Jan 22 2002,,7
4E722,CO,"ENGR CO, SEP IN",A,148,148,0,ENGR CO  SEP INF BDE,1,U,A,W0ZUFF,,05153L000100,,Sep 18 2087,Jul 21 2003,,7
4EF77,CO,***CANCELLED***,A,218,99022,0,AVN MAINT CO (3D RAS),,U,C,W0ZUFF,,,,Feb 05 2098,Feb 24 2099,,7
4F333,BN,***CANCELLED***,A,0,99080,0,ENGR CBT BN  MECH  CORPS,,U,C,W0ZUFF,,,,Jan 27 2082,Aug 04 2099,,7
4F7AA,U,CES CIVIL ENGIN,F,0,0,0,CES CIVIL ENGINEERING,9,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F7AB,TM,CES FIRE FIGHTE,F,0,0,0,CES FIRE FIGHTERS,9,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F7AG,TM,***CANCELLED***,F,0,61,0,CES BAK-12 BARRIER SYSTEM TEAM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F8AA,U,CES RED HORSE,F,0,0,0,CES RED HORSE,9,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9AC,TM,CES PB CEMIRT D,F,7,7,0,CES PB CEMIRT DEPOT MAINT TM,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9AD,TM,CES PAVEMENTS E,F,4,4,0,CES PAVEMENTS EVALUATION TEAM,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9AE,PKG,CES RAPID RUNWA,F,0,2101,0,CES RAPID RUNWAY RPR STOWS   33,,U,C,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
4F9AF,PKG,***CANCELLED***,F,0,61,0,CES PB SELF-SUSTAINABILITY PKG,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9AP,TM,CES PRIME BEEF,F,2,2,0,CES PRIME BEEF POWER PRO TEAM,1,U,A,FFQT10,,WMP3            UTM,,Jul 31 2000,Jul 21 2003,,7
4F9AQ,TM,CES PRIME BEEF,F,3,3,0,CES PRIME BEEF ELECTRICAL TEAM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
4F9AR,TM,CES PRIME BEEF,F,3,3,0,CES PRIME BEEF HVAC TEAM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
4F9AS,TM,CES PB PAVEMENT,F,3,3,0,CES PB PAVEMENTS/CONSTRUCT TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
4F9AT,TM,CES PRIME BEEF,F,3,3,0,CES PRIME BEEF STRUCTURES TEAM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
4F9AU,TM,CES PRIME BEEF,F,3,3,0,CES PRIME BEEF UTILITIES TEAM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
4F9AV,TM,CES PB ENGINEER,F,3,3,0,CES PB ENGINEERING ASSIST TEAM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
4F9B1,ELE,MOBILE ACFT ARR,F,8,8,0,MOBILE ACFT ARREST SYS (MAAS),1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9D1,AUG,CES PB DP HIGH,F,0,1072,0,CES PB DP HIGH THREAT AUG TEAM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jan 22 2002,,7
4F9D2,PKG,CES PB DP HIGH,F,0,1072,0,CES PB DP HIGH THREAT EQUIPMENT,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jan 22 2002,,7
4F9DA,TM,CES PB FL SP TH,F,2,2,0,CES PB FL SP THREAT RESP HVY TM,1,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 21 2003,,7
4F9DB,TM,CES PB FL SP TH,F,2,2,0,CES PB FL SP THREAT RESP LIT TM,1,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 21 2003,,7
4F9DC,TM,CES PB FL SP TH,F,2,2,0,CES PB FL SP THREAT RESP AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 19 2002,,7
4F9DD,TM,CES NBC&C THTR/,F,2,2,0,CES NBC&C THTR/JTF C2 SPT ST,P,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 19 2002,,7
4F9DE,TM,CES NBC&C CONTA,F,0,0,0,CES NBC&C CONTAM CNTRL TM EQUIP,E,U,A,FFQT10,,WMP3            UTM,,May 02 2001,Jul 19 2002,,7
4F9DF,TM,CES AF/JS LTWT,F,3,3,0,CES AF/JS LTWT NBC RECON SYS,P,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 19 2002,,7
4F9DG,TM,CES NBC COLLECT,F,0,0,0,CES NBC COLLECTIVE PROTECT SYS,E,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
4F9DH,TM,CES OPEN AIR CO,F,0,0,0,CES OPEN AIR CON CONTR AREA SET,E,U,A,FFQT10,,WMP3            UTM,,May 02 2001,Jul 19 2002,,7
4F9DL,AUG,CES PB NBC COLL,F,0,0,0,CES PB NBC COLL PROT EQ SET HVY,E,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 21 2003,,7
4F9DT,AUG,CES TRANS PROT,F,10,10,0,CES TRANS PROT SYS PERS SUPT TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 02 2002,Jul 19 2002,,7
4F9E1,TM,***CANCELLED***,F,0,61,0,CES PRIME BEEF COMBAT SUPT LEAD,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9E2,AUG,***CANCELLED***,F,0,61,0,CES PRIME BEEF FOLLOW TEAM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9E5,TM,***CANCELLED***,F,0,1050,0,CES PRIME BEEF LEAD TEAM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9E6,TM,***CANCELLED***,F,0,1050,0,CES PRIME BEEF ARC LEAD TEAM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9E7,AUG,***CANCELLED***,F,0,1050,0,CES PRIME BEEF FOLLOW TEAM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9E8,AUG,CES PRIME BEEF,F,0,1081,0,CES PRIME BEEF ARC FOLLOW TEAM,,U,C,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9E9,TM,CES PRIME BEEF,F,16,16,0,CES PRIME BEEF EN ROUTE SPT TM,1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 21 2003,,7
4F9EA,TM,CES PRIME BEEF,F,55,55,0,CES PRIME BEEF TEAM A,1,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 21 2003,,7
4F9EB,TM,CES PRIME BEEF,F,42,42,0,CES PRIME BEEF TEAM B,1,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 21 2003,,7
4F9EC,TM,***CANCELLED***,F,0,61,0,CES ADVANCED RECON TEAM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9ED,TM,***CANCELLED***,F,0,61,0,CES AC ARRSTNG BARRIER INSTL TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EE,TM,CES AIRFIELD LG,F,8,8,0,CES AIRFIELD LGHTNG INSTL TM,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9EF,TM,***CANCELLED***,F,0,61,0,CES GENERATOR PLANT OPS TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EG,TM,***CANCELLED***,F,0,61,0,CES ELEC DIST SYSTEM INSTL TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EH,TM,***CANCELLED***,F,0,61,0,CES WATER PLANT OPERATIONS TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EJ,TM,***CANCELLED***,F,0,61,0,CES WATER DIST SYS INST TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EK,TM,***CANCELLED***,F,0,61,0,CES SURVIVABILITY CONST TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EL,TM,***CANCELLED***,F,0,61,0,CES HEAVY EQUIPMENT OPS TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EM,TM,***CANCELLED***,F,0,61,0,CES MECHANICAL SYSTEMS TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9EN,TM,CES LIMITED ARE,F,6,6,0,CES LIMITED AREA/EQUIP DECON TM,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9EP,TM,CES PRIME BEEF,F,25,25,0,CES PRIME BEEF TEAM C,1,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 21 2003,,7
4F9EW,TM,CES PRIME BEEF,F,58,58,0,CES PRIME BEEF TEAM A1     V,1,U,A,FFQT10,,WMP3            UTM,,May 02 2001,Jul 21 2003,,7
4F9EY,TM,CES PRIME BEEF,F,52,52,0,CES PRIME BEEF TEAM B1,1,U,A,FFQT10,,WMP3            UTM,,Jan 22 2002,Jul 21 2003,,7
4F9EZ,TM,CES PRIME BEEF,F,25,25,0,CES PRIME BEEF TEAM P1     V,1,U,A,FFQT10,,WMP3            UTM,,May 02 2001,Jul 19 2002,,7
4F9F1,TM,***CANCELLED***,F,0,101,0,CES LIMITED FIRE PROTECTION OPS,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9F2,TM,CES LIMITED FIR,F,0,1072,0,CES LIMITED FIRE PROTECTION OPS,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jan 22 2002,,7
4F9F3,TM,***CANCELLED***,F,0,1050,0,CES PRIME BEEF ARC LEAD FIRE TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9F4,TM,***CANCELLED***,F,0,1050,0,CES PB ARC FOLLOW FIRE TM,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9FA,TM,CES PB SR FIRE,F,1,1,0,CES PB SR FIRE PROTECT MGMT AUG,P,U,A,FFQT10,,WMP3            UTM,,Aug 15 2001,Jul 19 2002,,7
4F9FC,PKG,CES P23 FIRE TR,F,0,0,0,CES P23 FIRE TRUCK ACFT CRASH,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9FD,TM,***CANCELLED***,F,0,101,0,CES LIMITED FIRE PROTECTION OPS,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9FE,PKG,CES P4 FIRE TRU,F,0,0,0,CES P4 FIRE TRUCK  ACFT CRASH,E,U,A,FFQT10,,WMP3,,Apr 11 2096,Apr 11 2096,,7
4F9FF,PKG,CES FIRE FIGHTI,F,0,0,0,CES FIRE FIGHTING SUPPORT KIT,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9FG,PKG,CES P19 FIRE TR,F,0,0,0,CES P19 FIRE TRUCK ACFT CRASH,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9FJ,AUG,CES PB FIRE PRO,F,2,2,0,CES PB FIRE PROT INCID CMD TM,3,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 19 2002,,7
4F9FL,TM,CES PRIME BEEF,F,3,3,0,CES PRIME BEEF ENG SUSTAINMENT,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9FM,PKG,CES P10 ACFT CR,F,0,0,0,CES P10 ACFT CRASH/RESCUE TRUCK,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9FN,AUG,CES PB FIRE PRO,F,1,1,0,CES PB FIRE PROTECTION MGMT AUG,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9FP,TM,CES PB FIRE PRO,F,6,6,0,CES PB FIRE PROTECTION OPS TM,1,U,A,FFQT10,,WMP3            UTM,,Jun 16 2000,Jul 21 2003,,7
4F9FU,PKG,CES P20 RAMP PA,F,0,0,0,CES P20 RAMP PATROL VEH,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9FV,TM,***CANCELLED***,F,0,101,0,CES LIMITED FIRE PROTECTION OPS,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9FW,PKG,CES P18 WATER C,F,0,0,0,CES P18 WATER CARRIER VEH,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9FX,PKG,CES QUICK REACT,F,0,0,0,CES QUICK REACTION SUPPORT KIT,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9GA,TM,***CANCELLED***,F,0,1050,0,CES TM RED HORSE CES RH-1,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9H1,PKG,CES RED HORSE H,F,0,0,0,CES RED HORSE HEAVY VEH PACKAGE,E,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 21 2003,,7
4F9H2,PKG,CES PKG RED HOR,F,0,0,0,CES PKG RED HORSE AUTO BLD MACH,E,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
4F9H3,PKG,CES PKG RED HOR,F,0,0,0,CES PKG RED HORSE WELL DRIL KIT,E,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
4F9H4,PKG,CES RED HORSE A,F,0,0,0,CES RED HORSE ASPHALT BATCH PLT,E,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 21 2003,,7
4F9H5,PKG,CES RED HORSE C,F,0,0,0,CES RED HORSE CONCRETE BTCH PLT,E,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
4F9H6,PKG,CES RED HORSE Q,F,0,0,0,CES RED HORSE QUARRY OPERATIONS,E,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
4F9HA,TM,***CANCELLED***,F,0,1050,0,CES TM RED HORSE CES RH-2,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9JA,TM,***CANCELLED***,F,0,1050,0,CES TM RED HORSE CES RH-3,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 25 2001,,7
4F9QA,SQ,***CANCELLED***,F,0,98021,0,SVS SERVICES SQ,,U,C,FFQT10,,WMP3,,Apr 11 2096,Jul 06 2098,,7
4F9R1,TM,CES TM RED HORS,F,16,16,0,"CES TM RED HORSE, R-1",1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 21 2003,,7
4F9R2,TM,CES TM RED HORS,F,148,148,0,"CES TM RED HORSE, R-2",1,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
4F9R3,TM,CES TM RED HORS,F,120,120,0,"CES TM RED HORSE, R-3",1,U,A,FFQT10,,WMP3            UTM,,Nov 09 2099,Jul 21 2003,,7
4F9R4,TM,CES TM RED HORS,F,120,120,0,"CES TM RED HORSE, R-4",1,U,A,FFQT10,,WMP3            UTM,,Jun 28 2099,Jul 21 2003,,7
4F9R8,TM,CES ABN RH ENGR,F,21,21,0,CES ABN RH ENGR AIRFIELD REPAIR,P,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
4F9S1,TM,***CANCELLED***,F,0,73,0,CES FULL STAFF AUGMENT S-1,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9S2,TM,***CANCELLED***,F,0,73,0,CES STAFF AUG MGT LIMITED S-2,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9S3,TM,***CANCELLED***,F,0,73,0,CES UK RWCM MGMT S-3,,U,C,FFQT10,,WMP3,,Apr 11 2096,Oct 19 2000,,7
4F9S4,TM,CES FP STAFF AU,F,3,3,0,CES FP STAFF AUGMENTATION TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
4F9S5,TM,CES FP STAFF AU,F,3,3,0,CES FP STAFF AUGMENTATION TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
4F9S6,TM,CES STAFF AUGME,F,12,12,0,CES STAFF AUGMENTATION TEAM,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Oct 10 2002,,7
4F9SA,TM,CES MANAGEMENT,F,2,2,0,CES MANAGEMENT TEAM,P,U,A,FFQT10,,WMP3            UTM,,Jul 31 2000,Jul 19 2002,,7
4F9X1,TM,CES PRIME BEEF,F,6,6,0,CES PRIME BEEF EOD LEAD TEAM,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9X2,TM,CES PRIME BEEF,F,4,4,0,CES PRIME BEEF EOD FOLLOW TEAM,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9X3,TM,CES PRIME BEEF,F,2,2,0,CES PRIME BEEF EOD BASE SUPT TM,1,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9X6,PKG,CES ARMORED BAS,F,0,0,0,CES ARMORED BASE RECOVERY VEH,E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9X7,ELE,EOD MCV PKG (EQ,F,0,0,0,EOD MCV PKG (EQUIPMENT ONLY),E,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 21 2003,,7
4F9X8,ELE,CES PB EOD WMD,F,0,0,0,CES PB EOD WMD EQUIPMENT SET,E,U,A,FFQT10,,WMP3            UTM,,Jul 21 2003,Jul 21 2003,,7
4F9X9,AUG,CES PB EOD HIGH,F,2,2,0,CES PB EOD HIGH THREAT AUG TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9XA,TM,CES PRIME BEEF,F,2,2,0,CES PRIME BEEF EOD MGT TM,P,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4F9XB,TM,CES PRIME BEEF,F,6,6,0,CES PRIME BEEF EOD CTCY SUPT TM,1,U,A,FFQT10,,WMP3            UTM,,Feb 11 2098,Jul 21 2003,,7
4FDCC,CTR,COGARD FDCC,P,87,0,0,COGARD FAC DESIGN CONSTR CENTR,9,U,A,E70098,,COMDTINST M5440.2,,Oct 30 2085,Mar 29 2093,,7
4FRAG,NSL,ENGINEER FRAG,A,0,0,0,ENGINEER FUNCTIONS FRAG,9,U,A,W0ZUFF,,ARMY FRAG UNIT,,Feb 23 2071,Jan 22 2002,,7
4FTTT,CO,"ENGR CO, ENGR B",A,144,144,0,ENGR CO  ENGR BN  HVY DIV,1,U,A,W0ZUFF,,05147L000100,,Mar 18 2086,Jul 19 2002,,7
4FZ99,ELE,CES ENGNG AND S,F,0,0,0,CES ENGNG AND SVCS MISC,6,U,A,FFQT10,,WMP3            UTM,,Apr 11 2096,Jul 19 2002,,7
4FZZZ,ELE,CES CIVIL ENGIN,F,0,0,0,CES CIVIL ENGINEERING,6,U,A,FFQT10,,WMP3            UTM,,Jul 19 2002,Jul 19 2002,,7
